P0006_tLung,P0008_tLung,P0018_tLung,P0019_tLung,P0020_tLung,P0025_tLung,P0028_tLung,P0030_tLung,P0031_tLung,P0034_tLung,P1006_tL.B,P1028_tL.B,P1049_tL.B,P1058_tL.B
TSR1,0.08985609,0.09791865,0.09691322,0.09452381,0.12342315,0.081909485,0.113241196,0.06806744,0.093125224,0.1136244,0.23794326,0.12180688,0.13031362,0.08292779
TSR2,0.35368884,0.2905768,0.2504306,0.27399415,0.22690873,0.24500994,0.30303484,0.28892455,0.3668759,0.24175406,0.86596924,0.21106368,0.31868774,0.25355622
TSR3,0.31991315,0.22190656,0.7174151,0.31938222,0.39685288,0.28309065,0.70061374,0.29182103,0.3662509,0.49680457,0.51265955,1.1550158,0.20901789,0.44088948
EIPR1,0.14275008,0.15005715,0.19811463,0.19321167,0.20649642,0.16022645,0.22013241,0.13975549,0.17875044,0.17889799,0.49174938,0.4505831,0.2167593,0.20582798
TSSC4,0.321825,0.28294677,0.41767025,0.38559052,0.36030066,0.2924312,0.39052334,0.29109693,0.40625098,0.34369367,0.5443853,0.56051636,0.41803578,0.36691076
TSSK1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSSK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005966028
TSSK3,0.003186386,0.0025433416,0.005574654,0.00041640448,0.0018988177,0.0021555126,0.0007055526,0.00072412164,0.001250003,0.0028204639,0.005768321,0.0059368056,0.0012902339,0.0011932056
TSSK4,0,0,0.00042881953,0,0.00047470443,0,0.0007055526,0,0.001250003,0.0012087702,0,0.00020471745,0.0012902339,0
TSSK6,0.0019118317,0.0025433416,0.00085763907,0.0016656179,0.0014241133,0.00071850425,0.0017638814,0.0028964865,0.0006250015,0.0016116936,0.0028841605,0.0016377396,0.0038707014,0.0005966028
TST,0.07137504,0.052138507,0.18696533,0.14241032,0.12104963,0.10059059,0.25576282,0.21578826,0.08000019,0.40332633,0.19540188,0.19775705,0.049028885,0.1282696
TSTA3,0.3377569,0.27277339,0.4862814,0.45096603,0.52644724,0.45050213,1.4111052,0.48588565,0.5575014,0.599953,0.5342908,1.690966,0.43996975,0.56796587
TSTD1,0.7621835,0.861557,1.2658753,0.9444053,1.3021142,0.9060338,3.273764,1.5300691,0.8468771,3.2540097,1.7824112,1.7042727,0.8154278,1.7038977
TSTD2,0.052894007,0.033699278,0.05874828,0.037059996,0.044622216,0.029458672,0.040216494,0.03982669,0.041250102,0.07413791,0.07066193,0.059982214,0.04386795,0.023864113
TSTD3,0.04333485,0.031155936,0.06260765,0.040391233,0.023735221,0.036643714,0.033513747,0.033309598,0.03625009,0.018937401,0.037494086,0.03848688,0.01677304,0.024460716
TTBK1,0,0.0025433416,0.00042881953,0,0.0014241133,0.00071850425,0.0007055526,0.0014482433,0.0006250015,0.0004029234,0,0.00020471745,0,0.0017898084
TTBK2,0.13382821,0.07248524,0.08576392,0.063709885,0.07120566,0.051013798,0.059971973,0.066619195,0.088125214,0.07736129,0.11176123,0.09068983,0.073543325,0.06502971
TTC1,0.45947683,0.3249119,0.78388214,0.60961616,0.4832491,0.4267915,0.43356204,0.5901591,0.3306258,0.3819714,0.43406618,0.42048964,0.40126273,0.76663464
TTC12,0.018481039,0.015895886,0.030875009,0.022902245,0.018988177,0.020836622,0.02963321,0.01737892,0.016875042,0.026592946,0.03316785,0.029888747,0.024514442,0.029233538
TTC13,0.061178613,0.050866835,0.057033002,0.054548986,0.039875172,0.051013798,0.04198038,0.050688516,0.04937512,0.075749606,0.06056737,0.030093465,0.09934801,0.051307842
TTC14,0.30780488,0.2784959,0.33061987,0.23526853,0.17706476,0.19830716,0.14075774,0.22882244,0.27562568,0.14988752,0.58981085,0.16561642,0.3999725,0.15869635
TTC16,0.012108266,0.007630025,0.003001737,0.007911685,0.0023735221,0.006466538,0.0031749867,0.006517095,0.006250015,0.011281855,0.008652482,0.008598133,0.08257497,0.0047728224
TTC17,0.28103924,0.24034579,0.3906546,0.2148647,0.34795833,0.20836622,0.24024066,0.22592597,0.26625064,0.36061648,0.3287943,0.26326662,0.31352684,0.27324408
TTC19,0.4301621,0.30965185,0.16723964,0.27441055,0.26630917,0.28596467,0.24517952,0.31788942,0.33875084,0.28607562,0.53501177,0.28824216,0.30320495,0.22969209
TTC21A,0.037599355,0.04005763,0.02787327,0.020403821,0.018038768,0.024429144,0.017286038,0.018827163,0.030625073,0.015311089,0.056241132,0.04483312,0.020643743,0.017898085
TTC21B,0.05225673,0.046415985,0.03773612,0.040807642,0.02041229,0.026584655,0.02963321,0.035481963,0.038125094,0.039486494,0.20838061,0.03357366,0.05677029,0.017301481
TTC22,0.014657375,0.013988379,0.039451398,0.011659325,0.030381083,0.013651581,0.045508143,0.01303419,0.015000037,0.039486494,0.10310874,0.053635973,0.049028885,0.031023346
TTC23,0.04333485,0.019075062,0.042453136,0.029148314,0.02468463,0.012214572,0.021166576,0.025344258,0.035000086,0.033039723,0.037494086,0.05895862,0.01677304,0.026847126
TTC23L,0.0012745544,0,0.0025729174,0.0012492135,0,0.00071850425,0.0003527763,0.0036206082,0.001250003,0.0072526215,0.005768321,0.0010235872,0,0
TTC24,0.0038236633,0.0019075063,0,0.00041640448,0.0018988177,0.0021555126,0,0,0.001250003,0,0,0,0,0.0005966028
TTC25,0.012745544,0.004450848,0.030017368,0.014574157,0.005696453,0.002874017,0.015522158,0.016654799,0.011875029,0.0064467746,0.012257683,0.019857591,0.012902339,0.008949042
TTC26,0.01784376,0.02225424,0.045026053,0.021236628,0.028007561,0.013651581,0.03704151,0.019551285,0.023750057,0.025787098,0.04975177,0.05916334,0.010321871,0.02326751
TTC27,0.04142302,0.041965142,0.036449663,0.052466962,0.038451057,0.038799226,0.05785531,0.046343785,0.044375107,0.07494376,0.06489362,0.060391646,0.047738653,0.036392774
TTC28,0.09431702,0.041329302,0.086621545,0.06454269,0.035128128,0.038080722,0.029280432,0.062998585,0.13062532,0.09146362,0.2833688,0.055273708,0.011612104,0.030426744
TTC29,0.0057354947,0,0.0034305563,0.0016656179,0,0.00071850425,0.0021166578,0.009413581,0.009375023,0.0012087702,0.0050472813,0.009417002,0.0038707014,0.00835244
TTC3,1.1776882,0.8056035,0.78602624,0.68207055,1.0476726,0.5360041,1.0964288,0.6676402,1.0943776,0.95412266,1.4702009,0.6295061,0.64253646,0.88356876
TTC3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC30A,0.019118315,0.009537531,0.033019107,0.015406965,0.015665246,0.011496068,0.032808196,0.010861824,0.010000024,0.024175406,0.08580378,0.014944374,0.01677304,0.017898085
TTC30B,0.015931929,0.0069941897,0.03173265,0.016239775,0.008069975,0.014370085,0.025047116,0.018827163,0.0075000185,0.017325707,0.1290662,0.020267028,0.01677304,0.017301481
TTC31,0.04524668,0.055953518,0.067324676,0.06704112,0.05174278,0.04885829,0.04974146,0.043447297,0.055000134,0.07252622,0.086524814,0.043604814,0.09805777,0.045341812
TTC32,0.1733394,0.14306296,0.073328145,0.055381794,0.05459101,0.12501973,0.20072971,0.13830724,0.083125204,0.15754305,0.10094563,0.18178909,0.12644292,0.08531421
TTC33,0.06563955,0.054046012,0.06475175,0.0462209,0.037976354,0.04382876,0.049035903,0.04417142,0.05250013,0.038680647,0.17521276,0.025794398,0.06709216,0.039375786
TTC34,0.0057354947,0.0031791772,0.017152783,0.0066624717,0.00427234,0.00502953,0.0063499734,0.005792973,0.0031250075,0.0028204639,0.013699763,0.0034801965,0.0038707014,0.0053694253
TTC36,0.0012745544,0.0019075063,0.0021440978,0.0020820224,0.00094940886,0.0014370085,0.009172183,0.00072412164,0.0006250015,0.004835081,0.006489361,0.0024566094,0.0012902339,0.00417622
TTC37,0.27721557,0.16404554,0.2581494,0.24526224,0.28197443,0.12214571,0.1488716,0.15206555,0.17312543,0.20871434,0.19612293,0.2006231,0.14579642,0.25176638
TTC38,0.08985609,0.062947705,0.06432293,0.09827146,0.068832144,0.07903546,0.070202485,0.047792032,0.07625019,0.070511594,0.08003546,0.02722742,0.6089904,0.09008703
TTC39A,0.016569206,0.00826586,0.045026053,0.028731909,0.049843967,0.011496068,0.14922437,0.050688516,0.026875066,0.13377057,0.114645384,0.09376059,0.007741403,0.017898085
TTC39A-AS1,0.0025491088,0.0012716708,0.00085763907,0.0012492135,0.0023735221,0.00071850425,0.0028222103,0.002172365,0.002500006,0.020146172,0.007210402,0.005732089,0,0.0017898084
TTC39B,0.10323891,0.05722519,0.07590106,0.12908538,0.079750344,0.08909452,0.12276615,0.17668568,0.09000022,0.17446584,0.056241132,0.07001337,0.0761238,0.13781525
TTC39C,0.40913194,0.42155892,0.22298616,0.34561568,0.32849547,0.25291348,0.2215435,0.24837373,0.24250059,0.075749606,0.8919267,0.20963067,0.3767483,0.19687894
TTC39C-AS1,0.007010049,0.022890076,0.00943403,0.005413258,0.0014241133,0.010777564,0.0059971972,0.013758312,0.013750033,0.0004029234,0.0050472813,0.00061415235,0.0038707014,0.00417622
TTC4,0.0223047,0.008901696,0.012006948,0.009577303,0.009019384,0.004311025,0.0028222103,0.0036206082,0.0056250137,0.010878933,0.016583925,0.0028660444,0.0051609357,0.00835244
TTC5,0.112798065,0.07884359,0.093482666,0.0749528,0.06028746,0.052450806,0.060324747,0.052860882,0.06562516,0.0568122,0.10743498,0.032345355,0.09418707,0.075171955
TTC6,0.0025491088,0,0.0102916695,0,0.003322931,0.004311025,0.0010583289,0.002172365,0.001250003,0.0004029234,0.039657205,0.0061415234,0,0.0035796168
TTC7A,0.14020099,0.075664416,0.13250525,0.18779841,0.19842644,0.14370084,0.19085197,0.13903137,0.16000038,0.095895775,0.125461,0.18608816,0.10708941,0.107388504
TTC7B,0.03823663,0.021618405,0.031303827,0.06620831,0.050793372,0.036643714,0.021166576,0.038378447,0.04500011,0.020549094,0.03460993,0.025999116,0.021933975,0.015511673
TTC8,0.047795787,0.028612595,0.05188717,0.039558426,0.04604633,0.038799226,0.06949693,0.07096393,0.064375155,0.06003559,0.0735461,0.04319538,0.023224209,0.08054139
TTC9,0.050982177,0.03624262,0.17667365,0.03164674,0.13481605,0.053887814,0.3541874,0.019551285,0.1687504,0.11765364,0.15141843,0.24381846,0.061931223,0.17182161
TTC9B,0,0,0.003001737,0,0.0047470443,0,0.0024694342,0,0.001250003,0.0012087702,0.0050472813,0.0024566094,0,0.0011932056
TTC9C,0.16505478,0.10554868,0.2388525,0.16156493,0.1713683,0.12358272,0.20496303,0.16582386,0.14375035,0.22039911,0.3677305,0.2642902,0.30191472,0.17957745
TTF1,0.20584053,0.18057726,0.27272922,0.2140319,0.17611533,0.14370084,0.11465229,0.12744541,0.11937529,0.13457642,0.3540307,0.22109483,0.2283714,0.19628233
TTF2,0.0866697,0.075028576,0.0613212,0.07745123,0.076427415,0.061072856,0.05785531,0.06517095,0.056250136,0.066885285,0.19179668,0.034187812,0.055480056,0.07457536
TTI1,0.045883957,0.03306344,0.078902796,0.041640446,0.034653425,0.036643714,0.0684386,0.025344258,0.051250126,0.060438514,0.12762411,0.08250113,0.059350755,0.03161995
TTI2,0.056080393,0.050231,0.035592023,0.05954584,0.03655224,0.04885829,0.04656647,0.05141264,0.035625085,0.04835081,0.093735225,0.050974645,0.055480056,0.050114635
TTK,0.008284603,0.0019075063,0.026586814,0.01207573,0.02563404,0.015088589,0.010230512,0.005792973,0.00812502,0.0044321576,0.05912529,0.0073698275,0.020643743,0.016108276
TTL,0.12363177,0.05150267,0.091767386,0.11742606,0.113454364,0.08981303,0.07655246,0.07096393,0.13000032,0.06527359,0.07859337,0.04094349,0.077414036,0.07934818
TTLL1,0.04333485,0.03497095,0.032161467,0.03539438,0.037501648,0.027303161,0.082902424,0.040550813,0.048125118,0.033845566,0.06489362,0.023747222,0.046448417,0.021477701
TTLL10,0.015294653,0.0019075063,0.011578128,0.0033312358,0.0014241133,0.00502953,0.0028222103,0.023171892,0.013750033,0.015311089,0.020189125,0.015353809,0.007741403,0.015511673
TTLL10-AS1,0.0006372772,0,0.00085763907,0.00041640448,0,0,0,0.00072412164,0.0006250015,0,0,0.00020471745,0,0
TTLL11,0.012108266,0.005722519,0.011578128,0.009577303,0.009968793,0.00862205,0.01622771,0.009413581,0.015000037,0.013699396,0.027399527,0.017810417,0.0051609357,0.010738851
TTLL11-IT1,0,0,0.00042881953,0,0.00094940886,0,0.0028222103,0,0.0006250015,0.0004029234,0.0007210401,0.0010235872,0.0012902339,0
TTLL12,0.06563955,0.055953518,0.04631251,0.05205056,0.065509215,0.06466538,0.19720195,0.041999057,0.04937512,0.12651795,0.057683215,0.23849581,0.10063825,0.09307004
TTLL2,0.0006372772,0,0,0,0,0,0,0,0,0,0,0,0,0
TTLL3,0.06054133,0.046415985,0.07933162,0.034145165,0.05459101,0.029458672,0.03986372,0.04272318,0.061250146,0.04714204,0.11608747,0.056092583,0.05677029,0.039972387
TTLL4,0.037599355,0.024161745,0.05746182,0.0557982,0.05174278,0.027303161,0.05714976,0.035481963,0.02937507,0.044724498,0.098061465,0.05936806,0.041287486,0.024460716
TTLL5,0.0586295,0.05658935,0.0767587,0.047886513,0.05506571,0.042391747,0.076905236,0.057929732,0.091875225,0.089851916,0.12618203,0.049336903,0.051609356,0.0626433
TTLL6,0.0006372772,0,0.00085763907,0.00083280896,0,0.00071850425,0.0014111052,0.00434473,0.0037500092,0,0.0007210401,0.00061415235,0,0.0005966028
TTLL7,0.06309044,0.020982571,0.03602084,0.023735056,0.003322931,0.030177178,0.010583288,0.03403372,0.02437506,0.0052380045,0.10094563,0.005732089,0.027094912,0.013721865
TTLL9,0.008284603,0.0019075063,0.0098628495,0.01207573,0.0014241133,0.002874017,0.0024694342,0.009413581,0.010000024,0.0016116936,0.005768321,0.0081886975,0.0051609357,0.006562631
TTN,0.06436499,0.054046012,0.0072899326,0.029981121,0.025159333,0.019399613,0.025399894,0.016654799,0.03125008,0.006849698,0.0021631205,0.00020471745,0.010321871,0.013125262
TTN-AS1,0.04715851,0.031791773,0.045026053,0.028315503,0.04652103,0.025147647,0.04833035,0.04272318,0.044375107,0.033442643,0.058404252,0.005117936,0.03999725,0.039375786
TTPA,0.0006372772,0,0.00042881953,0.00041640448,0,0,0.0010583289,0.0014482433,0.0031250075,0.0008058468,0,0.0014330222,0.0012902339,0.0005966028
TTPAL,0.11088623,0.07884359,0.080618076,0.047053706,0.07310448,0.05676183,0.1012468,0.052860882,0.07562518,0.073332064,0.08147754,0.0915087,0.10708941,0.03818258
TTR,0.0012745544,0.0006358354,0,0,0,0,0.0017638814,0,0,0.0012087702,0,0,0,0
TTTY10,0.0006372772,0,0,0,0.00047470443,0,0.0003527763,0,0.0006250015,0,0.0007210401,0.0004094349,0,0
TTTY14,0.07137504,0,0.0964844,0.040391233,0.032754607,0.031614184,0.031044316,0.050688516,0.034375083,0.12087703,0.14637116,0.21597691,0.007741403,0
TTTY15,0.15230925,0,0.0986285,0.09952067,0.082598574,0.07903546,0.13158555,0.05575737,0.08000019,0.12450334,0.16800235,0.0845483,0.08128473,0
TTTY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTTY7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTTY9B,0,0,0,0,0,0,0,0,0,0.0004029234,0.0021631205,0,0,0
TTYH1,0.0038236633,0.004450848,0.019725699,0.00041640448,0.00854468,0.0014370085,0.1442855,0,0.03125008,0.0004029234,0.018026004,0.037053857,0.020643743,0.0035796168
TTYH2,0.05225673,0.032427605,0.030017368,0.043306064,0.03655224,0.024429144,0.008466631,0.036206085,0.022500055,0.059632666,0.007210402,0.0018424569,0.034836315,0.012528659
TTYH3,0.26064637,0.11890122,0.9691322,0.26733166,0.31567845,0.33913398,0.37217897,0.08979108,0.23062555,0.14062028,0.20333333,0.31649318,0.15611829,0.28994897
TUB,0.008284603,0.004450848,0.0021440978,0.0029148313,0.00094940886,0.00071850425,0.0007055526,0.00868946,0.01625004,0.0004029234,0.011536642,0.0042990665,0.0025804678,0.0023864112
TUBA1A,2.742841,1.6830564,2.3190563,2.2240162,1.0576415,1.2588193,1.151109,2.0536091,1.9818797,0.5814185,0.8940898,0.2722742,1.2502365,1.5702586
TUBA1B,4.6527605,3.4767482,6.6411285,7.131759,7.683566,6.319963,4.0660996,10.627211,4.6425114,3.90876,6.7085576,5.691759,5.0654583,6.1253214
TUBA1C,0.5614412,0.4253739,1.361931,0.9185883,1.3875611,0.8392129,1.2170782,1.0325975,0.6612516,1.5174096,1.706702,2.6285722,0.73027235,1.6746641
TUBA3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBA3D,0,0,0,0,0,0.002874017,0,0,0.0018750046,0,0,0,0,0
TUBA3E,0,0,0,0,0,0,0,0,0.0018750046,0,0,0,0,0
TUBA4A,0.6219825,0.7591875,0.5162988,0.4380575,0.79180694,0.4591242,0.46037304,0.5286088,0.8843771,0.6068027,0.14132386,0.56502014,1.0296066,0.5655795
TUBA4B,0.026765643,0,0.015437504,0.005413258,0,0.010777564,0.0063499734,0.03475784,0.040000096,0.0008058468,0.009373521,0.028455725,0.007741403,0.013721865
TUBA8,0.0006372772,0,0.0012864587,0.00041640448,0.00047470443,0,0,0,0.0006250015,0.0004029234,0.0021631205,0.0004094349,0.0038707014,0.0005966028
TUBAL3,0.0006372772,0,0.00085763907,0,0.00047470443,0,0,0,0.0018750046,0,0,0.00020471745,0,0
TUBB,3.5037498,1.8121309,5.282628,3.5431857,4.5234585,4.008535,4.085855,3.1890318,2.896882,1.5915475,14.589527,1.9104232,2.896575,3.481774
TUBB1,0.0006372772,0.0006358354,0.00042881953,0.009993708,0.00047470443,0,0.0017638814,0,0,0.0004029234,0.008652482,0.00020471745,0,0.0071592336
TUBB2A,0.15485835,0.11381454,0.17324309,0.23526853,0.18418533,0.14441934,0.13017444,0.3113723,0.34937584,0.2135494,0.025957445,0.047494445,0.13805503,0.21537362
TUBB2B,0.010833712,0.017803391,0.24485597,0.04372247,0.028007561,0.015807092,0.018344367,0.06879156,0.025625063,0.0056409277,0.0014420802,0.0008188698,0,0.010738851
TUBB3,0.0006372772,0.0038150125,0.006003474,0.0016656179,0.0052217483,0.0014370085,0.023283236,0,0,0.0016116936,0.010094563,0.012692481,0.0038707014,0.017301481
TUBB4A,0.0019118317,0.0025433416,0.00085763907,0.0037476402,0.0014241133,0.00071850425,0.02469434,0,0.0018750046,0.0016116936,0.046867613,0.00020471745,0.015482806,0.0011932056
TUBB4B,1.0648901,0.7998809,1.9434102,1.4253526,1.8513472,1.2746264,1.6492293,1.767581,2.441881,2.3333294,1.6418085,2.015443,1.3521651,1.548781
TUBB6,0.37216988,0.21236902,0.3456286,0.59712404,0.4495451,0.44259858,0.23106848,0.39174983,0.5143763,0.08501685,0.025236407,0.019038722,0.45029163,0.20582798
TUBB8,0.0012745544,0,0.003859376,0.0012492135,0.0014241133,0.00071850425,0.0014111052,0.0014482433,0,0.008461392,0.04975177,0.0004094349,0.0025804678,0.0047728224
TUBD1,0.08284604,0.07312107,0.08361982,0.052466962,0.057439234,0.04382876,0.086077414,0.049240276,0.07875019,0.15431967,0.13122931,0.037258573,0.10708941,0.05727387
TUBE1,0.08539514,0.06867023,0.07547224,0.07411999,0.04841985,0.067539394,0.047977578,0.07965338,0.07750019,0.04593327,0.07066193,0.05916334,0.085155435,0.08233119
TUBG1,0.07711054,0.05722519,0.32933342,0.14449236,0.25159335,0.14944887,0.39228722,0.15930676,0.15500037,0.17970383,0.27687943,0.30175352,0.15353782,0.16585559
TUBG2,0.049070343,0.03624262,0.08576392,0.03914202,0.037501648,0.018681109,0.095955156,0.03982669,0.063750155,0.08622561,0.102387704,0.07165111,0.023224209,0.026250524
TUBGCP2,0.29824573,0.19329396,0.31432477,0.2506755,0.27627796,0.23351388,0.25541005,0.17234094,0.21625052,0.26794407,0.42397162,0.29315537,0.24901514,0.44685552
TUBGCP3,0.102601625,0.053410176,0.12864587,0.07037236,0.079750344,0.067539394,0.06914415,0.087618716,0.058125142,0.07655545,0.10671394,0.08004452,0.11354058,0.07755837
TUBGCP4,0.1089744,0.06485521,0.09133856,0.07120516,0.052217487,0.06394687,0.08537187,0.0499644,0.086875215,0.13779981,0.3215839,0.18260796,0.12515268,0.12588319
TUBGCP5,0.04269757,0.031155936,0.025300354,0.034977976,0.039400466,0.022992136,0.02963321,0.02244777,0.03687509,0.047544964,0.114645384,0.031526487,0.030965611,0.050114635
TUBGCP6,0.037599355,0.054046012,0.035592023,0.05121775,0.049843967,0.05316931,0.084666304,0.0499644,0.061875153,0.10032793,0.06417257,0.030093465,0.073543325,0.0423588
TUFM,1.3051437,0.9321347,1.331056,1.0664119,1.1089096,1.2717524,1.3518387,1.1766977,1.3581283,1.241407,1.325993,1.5976149,1.4631252,1.3178957
TUFT1,0.033138413,0.017167557,0.14193927,0.03539438,0.09446618,0.012933076,0.15804379,0.06806744,0.087500215,0.24578328,0.24515367,0.14371164,0.08257497,0.064433105
TUG1,0.24152805,0.13034627,0.41252443,0.17197505,0.14383544,0.14944887,0.40569273,0.23533954,0.38125095,0.48632857,1.1940424,0.16090791,0.18321322,0.18196386
TULP1,0,0.0012716708,0.0012864587,0,0.00047470443,0,0,0,0,0,0.0028841605,0.00061415235,0.0012902339,0
TULP2,0.0012745544,0.0012716708,0.00085763907,0,0.00047470443,0.00071850425,0.0003527763,0.0014482433,0.001250003,0.0004029234,0.0014420802,0,0,0
TULP3,0.12872998,0.09473948,0.06646703,0.071621574,0.12484726,0.05316931,0.09630793,0.05141264,0.11437528,0.10798348,0.4182033,0.17933248,0.09160661,0.10142248
TULP4,0.17971218,0.10936369,0.18610768,0.14282674,0.113454364,0.1185532,0.11782728,0.10861825,0.14062534,0.15149921,0.23289597,0.08925681,0.15869877,0.18614008
TUNAR,0,0,0,0,0,0.0014370085,0,0,0,0,0,0,0,0
TUSC1,0.12363177,0.039421797,0.13078997,0.050801344,0.04652103,0.038080722,0.03139709,0.07241217,0.106875256,0.14102319,0.23794326,0.14412108,0.011612104,0.113354534
TUSC2,0.3186386,0.26260003,0.5600383,0.40807638,0.37216824,0.34919304,0.5750254,0.34757838,0.47000113,0.3320089,0.7022931,0.8495774,0.59608805,0.5548406
TUSC3,0.095591575,0.025433417,0.27573097,0.08494651,0.010918202,0.052450806,0.2945682,0.13758312,0.32187578,0.15431967,0.60206854,0.21085896,0.14966713,0.39435446
TRARG1,0,0,0,0.00083280896,0,0,0,0,0,0,0,0,0.0051609357,0
TUSC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUSC8,0,0,0.00085763907,0,0,0,0,0,0,0.004029234,0,0,0,0
TUT1,0.043972127,0.036878455,0.08790801,0.042473257,0.068832144,0.038080722,0.050094232,0.047067907,0.048125118,0.061647285,0.046146568,0.049951054,0.06064099,0.041165594
TVP23A,0.04078574,0.021618405,0.00943403,0.0278991,0.042248692,0.041673243,0.0045860917,0.020999528,0.03312508,0.0016116936,0.0028841605,0.0010235872,0,0.00835244
TVP23B,0.07201232,0.1023695,0.05017189,0.068706736,0.047470443,0.08981303,0.06173585,0.08906696,0.082500204,0.041904036,0.17160755,0.04544727,0.16773039,0.085910805
TVP23C,0.028677473,0.026069254,0.0102916695,0.016239775,0.012342315,0.013651581,0.016933262,0.020999528,0.020625051,0.012490626,0.061288416,0.010031154,0.012902339,0.01670488
