CID3586,CID3838,CID3921,CID3941,CID3946,CID3948,CID3963,CID4040,CID4066,CID4067,CID4290A,CID4398,CID44041,CID4461,CID4463,CID4465,CID4471,CID4495,CID44971,CID44991,CID4513,CID4515,CID45171,CID4523,CID4530N,CID4535
HACD2,0.17046617,0.1695908,0.25751567,0.119168065,0.15743423,0.122363426,0.2629399,0.13811672,0.17673367,0.4141187,0.33288884,0.084980205,0.19123933,0.20694414,0.109613046,0.24502349,0.20638682,0.12870955,0.17906913,0.38988152,0.19873944,1.3205938,0.20807624,0.27567983,0.19222492,0.14696628
MYLK-AS1,0.020695575,0.0049587954,0.03007482,0.027805882,0.009260837,0.015085901,0.030769562,0.0090923235,0.018771313,0.048348885,0.03370278,0.009327096,0.0052394336,0.011496896,0.011483271,0.031959586,0.01243294,0.010029316,0.017378017,0.02192623,0.01390773,0.051281568,0.019382443,0.023595992,0.0106170755,0.011067832
MYLK,0.24507917,0.86382216,0.11466026,0.21847478,1.2039088,0.09554405,0.04825227,1.6755853,0.9442324,0.12332469,0.15195815,0.27670383,0.3313942,0.3104162,0.07933896,0.8682354,2.1286852,0.21080138,0.6273086,0.09452232,0.6310884,0.22440365,0.02109266,0.050338116,0.45318145,0.43164542
CCDC14,0.33330765,0.22785665,0.168419,0.23436385,0.25930342,0.17264976,0.4007036,0.23250368,0.23623519,0.53954554,0.25513595,0.35650232,0.46238002,0.20694414,0.14301893,0.32492247,0.23523122,0.16269779,0.46278414,0.27877635,0.21264717,0.38011992,0.3181001,0.26702797,0.35595143,0.34455428
ROPN1,0.04683735,0,0,0,0,0,0,0,0.014875379,0,0,0.0031090318,0.08776051,0,0.016702939,0.026632989,0.030999463,0.012815239,0.23630325,0.0025795563,0,0.082537115,0,0.00039326653,0.070594236,0.0016329588
KALRN,0.026686398,0.059753485,0.025563598,0.027805882,0.21299925,0.008381057,0.018182015,0.101747416,0.052418005,0.014014169,0.055875663,0.030053975,0.07466193,0.10347207,0.017746873,0.12783834,0.09565075,0.007614852,0.04835622,0.04200992,0.030838879,0.01703147,0.016532084,0.008651864,0.03948807,0.02757886
UMPS,0.07243451,0.10115942,0.10864529,0.07150084,0.12039088,0.056991186,0.059441198,0.113437556,0.095273264,0.16536719,0.077457264,0.13161568,0.14932387,0.37939757,0.22027001,0.24502349,0.13145761,0.13781025,0.23006983,0.2128134,0.11428526,0.2511674,0.21548717,0.19859959,0.10803339,0.24367373
ITGB5,0.04411425,0.91911274,0.18082486,0.07547311,0.7501278,0.11398237,0.060839817,0.5425086,0.35027978,0.4162208,0.4070941,0.09948902,0.33401388,0.19544722,0.14719465,0.17577773,0.28413412,0.053861145,0.09652355,0.25703436,0.30496222,0.28055134,0.041045174,0.05427078,0.23357564,0.08201082
MUC13,0.0005446203,0.00024793978,0.00037593525,0,0,0.0016762113,0,0.0008659355,0.0067293383,0.0007007085,0,0,0,0,0,0,0.00082886266,0.0018572808,0,0,0.0002015613,0,0,0,0.0013038514,0
HEG1,0.08986236,0.45224214,0.19962163,0.22641933,0.58343273,0.11230616,0.10769347,0.59403175,0.25783992,0.06446517,0.11973356,0.2663404,0.2894787,0.48286963,0.07203143,0.56461936,0.8870488,0.15712596,0.107290365,0.051222622,0.36784935,0.071307585,0.06441812,0.01573066,0.51874655,0.059330836
SLC12A8,0.01742785,0.058265846,0.07669079,0.027805882,0.009260837,0.055314973,0.025874404,0.029874776,0.07685613,0.119821146,0.10436036,0.042490102,0.02488731,0.03449069,0.01983474,0.07457237,0.045255903,0.038445715,0.07480103,0.05859278,0.06228244,0.12464789,0.11401437,0.07314757,0.07189809,0.012156471
ZNF148,0.3022643,0.48397845,0.34360483,0.28600335,0.40747684,0.27657485,0.2958074,0.45807987,0.34284207,0.6930006,0.43577105,0.23939545,0.70339394,0.71280754,0.34136632,0.7723566,0.4996384,0.3040369,0.36626062,0.34160697,0.4708472,0.52254796,0.4742998,0.27214044,0.405684,0.40551808
SNX4,0.16120763,0.2655435,0.3048835,0.22244705,0.26856428,0.16426872,0.2118904,0.21561794,0.2999868,0.58509153,0.30598575,0.07668946,0.23577452,0.39089444,0.42592496,0.35155547,0.18699142,0.21340159,0.25632575,0.18535955,0.281178,0.21467139,0.29472715,0.30124217,0.22668386,0.40715104
OSBPL11,0.038123425,0.23653454,0.060901515,0.027805882,0.16669506,0.058667395,0.076224595,0.13422,0.047813717,0.093194224,0.06178843,0.033163007,0.0851408,0.05748448,0.022966541,0.06391917,0.043929722,0.040302992,0.03796719,0.042194173,0.121138334,0.107429266,0.09691222,0.11326076,0.05215405,0.048807323
RP11-666A20.4,0.0016338611,0.0029752771,0.0022556116,0.015889075,0.018521674,0.01340969,0.0020979247,0.006927484,0.013104501,0.0077077933,0.0088691525,0.004145376,0.018338017,0.022993792,0.029230146,0.010653196,0.005636266,0.00074291235,0.00755566,0.0031323186,0.004837471,0.0022459081,0.0034204312,0.0035393988,0.0029802318,0.01415231
ALG1L,0.004901584,0.0017355784,0.028947016,0.019861342,0,0.043581493,0.003496541,0.0043296777,0.019125486,0.005605668,0.012712452,0.002072688,0.014408442,0.16095653,0.012527205,0,0.00978058,0.004457474,0.009444575,0.004422097,0.005039032,0.001497272,0.00057007186,0.24697138,0.015087422,0.25909612
ROPN1B,0.06916679,0,0.0018796762,0.011916807,0,0.0016762113,0,0.001731871,0.015229555,0,0.0017738304,0.002072688,0.10740839,0,0.027142277,0.021306392,0.0470794,0.02024436,0.34472698,0.006448891,0.0002015613,0.1693789,0.017672228,0.0031461322,0.05550681,0.0030844777
SLC41A3,0.20586649,0.13388748,0.2578916,0.1271126,0.13891256,0.10560131,0.16923259,0.21128826,0.268111,0.19549765,0.14900176,0.09327096,0.20695762,0.16095653,0.1920838,0.17577773,0.43979454,0.20968701,0.41367236,0.20231093,0.20115817,0.23525886,0.16304055,0.24421851,0.35539263,0.13734998
RP11-124N2.1,0.004901584,0,0.003007482,0.0039722687,0,0.0033524225,0.0006993082,0.00043296776,0.0056668115,0.0035035422,0.014486283,0,0,0,0.0073075364,0,0.008454399,0.0027859213,0.010766814,0.01050248,0.0014109291,0,0.00057007186,0,0,0.0003628797
ALDH1L1,0.002723102,0.0017355784,0.0037593525,0,0,0.0016762113,0,0.0043296777,0.0038959328,0.001401417,0.0002956384,0.001036344,0.0039295754,0.011496896,0.0010439337,0,0.0072939917,0.00037145618,0.0077445507,0.0011055243,0.0046359096,0.000935795,0.003990503,0.0027528657,0.005774199,0.0016329588
ZXDC,0.049560454,0.08677892,0.066164605,0.043694958,0.13891256,0.041905284,0.041958492,0.08442871,0.049584597,0.15205373,0.062084068,0.033163007,0.037985895,0.03449069,0.03966948,0.04793938,0.07824464,0.043274645,0.04684509,0.073885866,0.04232787,0.03574737,0.041615244,0.031068055,0.037625425,0.033929255
CHST13,0.0005446203,0.07586957,0.009022446,0.0039722687,0,0.015085901,0.006993082,0.003463742,0.0056668115,0.0070070843,0.001478192,0.0031090318,0,0,0.022966541,0,0.0033154506,0.012258054,0.010955706,0.025058549,0.03265293,0.001497272,0.00057007186,0.0011797996,0.0022351737,0.0074390345
TXNRD3,0.012526268,0.03148835,0.027067339,0.023833614,0.018521674,0.016762113,0.0048951576,0.02294729,0.0378968,0.03573613,0.047006506,0.011399784,0.017028159,0,0.032361947,0.058592573,0.051555257,0.020430092,0.040233884,0.03795633,0.0437388,0.029758282,0.029643737,0.020056594,0.03576278,0.02703454
CHCHD6,0.11600414,0.082316004,0.11428432,0.115195796,0.09260837,0.15085901,0.09790315,0.068841875,0.15371226,0.1331346,0.17915687,0.0145088155,0.13622527,0.05748448,0.22548969,0.10120536,0.16361749,0.16436936,0.19890274,0.25869268,0.19067699,0.22215775,0.0809502,0.16359887,0.15459952,0.24403661
PLXNA1,0.024507917,0.113060534,0.0714277,0.015889075,0.14817339,0.010057268,0.058042582,0.07057375,0.062334925,0.089690685,0.031042034,0.017617848,0.10478867,0.080478266,0.01983474,0.06391917,0.067137875,0.045131925,0.039856106,0.0412729,0.23300485,0.10106586,0.041045174,0.032247856,0.05215405,0.02540158
TPRA1,0.20750037,0.15074739,0.3281915,0.10327899,0.32412928,0.15588765,0.2965067,0.13378704,0.3290292,0.21651891,0.13599367,0.021763224,0.09692953,0.47137272,0.26202738,0.32492247,0.33469474,0.23401739,0.30335975,0.3253926,0.38095084,0.20568773,0.31867018,0.17539687,0.24940813,0.18633875
MCM2,0.022329435,0.058017902,0.053006876,0.043694958,0.074086696,0.030171802,0.02727302,0.027276969,0.046397015,0.08198289,0.022468518,0.019690536,0.031436604,0.03449069,0.05219669,0.06391917,0.025197426,0.07874871,0.07971221,0.11165795,0.10803685,0.16863027,0.056437116,0.105002165,0.01583248,0.05334332
PODXL2,0.13070889,0.026529556,0.30563536,0.17080756,0.064825855,0.11733479,0.08042045,0.06018252,0.19515081,0.3566606,0.23887584,0.001036344,0.009169009,0.11496896,0.35806927,0.09587876,0.12979989,0.15582587,0.42387253,0.40388483,0.0056437165,0.17031468,0.53643763,0.28433168,0.25387847,0.29973865
ABTB1,0.25869468,0.24198923,0.20338099,0.19066891,0.5000852,0.21455504,0.23916341,0.5117679,0.26775682,0.28028336,0.11884664,0.042490102,0.29733786,0.2874224,0.22966541,0.23437029,0.3855869,0.22287372,0.35549378,0.077755205,0.21808931,0.054276112,0.12028517,0.030281521,0.18607822,0.26199916
MGLL,0.12961964,0.4063733,0.8496137,0.24628067,1.0649962,0.22293611,0.13846304,0.6975111,0.47884554,0.3398436,1.0302998,0.1554516,0.628732,0.2989193,0.46872625,0.26632988,2.8589132,0.4656203,0.4818622,0.27159044,0.9642692,0.5906738,0.78327876,0.11562036,0.897981,0.3783021
SEC61A1,0.40356368,0.47703612,0.7326978,0.32572603,0.4815635,0.46431056,0.52308255,0.38231054,0.5918276,0.754663,0.40413773,0.10881611,0.38902795,0.42538515,0.49900034,0.59657896,0.5969469,0.54845506,0.46958423,0.8591766,1.31035,0.58599484,0.690357,0.57928157,0.49918878,0.34346566
RUVBL1,0.11273642,0.22240198,0.26804185,0.22641933,0.32412928,0.14080174,0.15384781,0.26627517,0.16398335,0.36086485,0.21758987,0.09637999,0.19778861,0.41388828,0.26724702,0.35688204,0.26009712,0.37721378,0.45900634,0.4180724,0.4446442,0.68144596,0.4007605,0.57770854,0.25406474,0.4839001
EEFSEC,0.14214592,0.11851521,0.11202871,0.095334455,0.14817339,0.08716299,0.10769347,0.12123097,0.09173151,0.17587781,0.10909057,0.018654192,0.05501405,0.19544722,0.1325796,0.15979792,0.18201825,0.182385,0.22156972,0.28246143,0.18604107,0.08459587,0.0729692,0.08887823,0.061094746,0.08709113
GATA2,0.016338611,0.03198423,0.026691405,0.08341765,0.14817339,0.031848013,0.018182015,0.13032329,0.09173151,0.25295573,0.13303728,0.011399784,0.043225326,0.12646586,0.042801283,0.09587876,0.1677618,0.012629511,0.013789079,0.008107177,0.07921359,0.00561477,0.057007186,0.036967054,0.13988462,0.20067249
GATA2-AS1,0.0038123426,0.010661409,0.011653993,0.011916807,0.037043348,0.011733479,0.0048951576,0.023380259,0.057376463,0.16186364,0.14752357,0.0062180636,0.015718302,0.022993792,0.04071342,0.015979793,0.08802522,0.0078005795,0.009255683,0.0068173995,0.027009213,0.004117498,0.06954877,0.066068776,0.080838785,0.04136829
RPN1,1.0995885,0.61117154,1.7251669,0.8222596,0.5000852,0.9034779,1.6028144,0.4931503,1.3540137,1.8078278,1.0841061,0.44873694,0.6221827,0.89675784,2.363466,0.6658247,1.6278862,1.6929115,1.566855,2.0492733,1.8096173,1.3604589,0.78327876,1.0468755,0.59287983,0.7308397
RAB7A,1.4443332,2.1213727,1.6657692,1.1320965,1.3428214,1.181729,1.6566612,1.2967385,1.6323959,2.3585846,1.4116734,0.421792,1.4290556,2.437342,1.3539821,2.4821944,1.5393637,1.1773304,1.7905024,1.2151554,1.9724787,1.592536,1.0837066,1.5561556,1.1950729,1.8274623
RP11-723O4.2,0.0005446203,0.00049587956,0.0007518705,0,0,0.0033524225,0.0006993082,0.00043296776,0,0.001401417,0.0008869152,0,0,0,0,0,0.00066309015,0,0.00018889148,0.00036850807,0.0002015613,0,0,0,0,0
ACAD9,0.05772976,0.11578787,0.14097573,0.095334455,0.16669506,0.056991186,0.074126676,0.11213865,0.106961064,0.20320545,0.09756068,0.022799568,0.13491541,0.24143481,0.1826884,0.09587876,0.17654775,0.13000967,0.29032624,0.16490737,0.1729396,0.16582288,0.15733984,0.17303728,0.093691036,0.1351727
KIAA1257,0.0005446203,0.012396988,0.001503741,0.019861342,0,0.01340969,0.0020979247,0.006927484,0.006375163,0.010510626,0.057058215,0.002072688,0.010478867,0.011496896,0.0073075364,0.005326598,0.00978058,0.0033431055,0.013411296,0.006633145,0.0022171743,0.01310113,0.022802874,0.0011797996,0.009685753,0.0036287971
EFCC1,0.0005446203,0.004214976,0.0022556116,0.027805882,0.018521674,0.0033524225,0.0013986164,0.015153871,0.006020987,0.0077077933,0.011529898,0,0.011788726,0.022993792,0.0031318013,0,0.021716204,0.0014858247,0.002644481,0.00073701615,0.0018140516,0.000187159,0.0022802874,0.00039326653,0.017695125,0.010342073
RAB43,0.026141778,0.0014876386,0.031578563,0.011916807,0,0.020114535,0.023776479,0.0021648388,0.026563177,0.054655258,0.059127685,0,0,0,0.062636025,0,0.02420279,0.026001932,0.026067026,0.085125364,0.037087277,0.000748636,0.0011401437,0.00039326653,0,0
RP11-434H6.6,0.0005446203,0.0059505543,0.00037593525,0,0.018521674,0,0,0.008659355,0.0010625272,0.004204251,0.0002956384,0.002072688,0.007859151,0,0,0,0.0013261803,0.00037145618,0.00018889148,0.0012897782,0.0008062452,0.002994544,0.007981006,0.002359599,0.00875443,0.0009071993
ISY1,0.07896995,0.2680229,0.053758744,0.087389916,0.33339012,0.06369603,0.0937073,0.27709937,0.0626891,0.08898997,0.054988746,0.4010651,0.34187305,0.16095653,0.06994356,0.19708411,0.09432457,0.05906153,0.065923125,0.06430466,0.07598861,0.28017703,0.22745867,0.22022925,0.21085137,0.18125843
RP11-434H6.7,0.0065354444,0.005702615,0.0018796762,0.015889075,0.074086696,0.010057268,0.0041958494,0.017751677,0.0031875814,0.009109209,0.0026607458,0.03109032,0.030126743,0.022993792,0.0020878674,0.010653196,0.0041443133,0.0014858247,0.00377783,0.0035008267,0.0012093678,0.003556021,0.020522587,0.0055057313,0.016018745,0.01179359
CNBP,4.404345,1.9371535,3.1379316,2.3833613,2.222601,2.2310371,3.5874515,2.390848,3.4039826,3.479718,1.6088643,2.3877366,3.1305616,3.1501493,2.8749936,3.5528407,3.3636904,3.3546207,4.3190036,2.7835255,3.4386356,3.8290863,2.2027578,2.4795454,2.367794,2.2318916
COPG1,0.12853041,0.25265062,0.3687925,0.15094621,0.2222601,0.19611673,0.18112083,0.21734981,0.29821596,0.6993071,0.2524752,0.21555954,0.296028,0.22993793,0.5000443,0.21306391,0.3103262,0.30589417,0.39176095,0.48182428,0.3880055,0.37356937,0.43838525,0.49315622,0.2799555,0.3082663
HMCES,0.20259877,0.23430307,0.16165216,0.1668353,0.21299925,0.22964096,0.1790229,0.31563348,0.18487972,0.26416707,0.13303728,0.18136019,0.15980273,0.45987585,0.1670294,0.6019055,0.21683046,0.16938402,0.22723646,0.32189178,0.1348445,0.40482494,0.31867018,0.3559062,0.18738207,0.2416779
H1FX,0.28810418,1.4665637,0.2387189,0.266142,2.611556,0.34865195,0.21678555,2.189085,0.32371658,1.1855986,0.3787128,0.18861459,0.16635202,0.2644286,0.27246672,0.21839051,0.4870397,0.5031374,0.475251,0.5536834,0.37611338,0.33333018,0.4115919,0.3991655,0.89965737,0.27342987
H1FX-AS1,0.0076246853,0.017107844,0.011278058,0.011916807,0.046304185,0.018438324,0.0055944654,0.037235226,0.020542191,0.044845343,0.012416813,0.013472471,0.015718302,0.09197517,0.010439337,0.005326598,0.013427575,0.019315721,0.011522381,0.011239496,0.0044343485,0.015534198,0.037054673,0.014157595,0.026077025,0.023768622
EFCAB12,0.0032677222,0.0017355784,0.0007518705,0.011916807,0,0.0033524225,0.0006993082,0.001731871,0.0031875814,0.023123378,0.010347344,0,0,0.011496896,0.0135711385,0,0.0038127683,0.0005571843,0.0011333489,0.011239496,0.0008062452,0.0011229541,0.0011401437,0.0011797996,0.0059604635,0.010342073
MBD4,0.37742192,0.5119956,0.30450758,0.22244705,0.26856428,0.31512773,0.3216818,0.40785563,0.30388275,0.6173241,0.31248978,0.17099676,0.60253483,0.5058634,0.41966137,0.39416823,0.3603895,0.4204884,0.4263281,0.7489927,0.4299302,0.56784046,0.51819533,0.7829937,0.33434474,0.4024336
IFT122,0.037578806,0.05727409,0.063908994,0.09930672,0.09260837,0.043581493,0.034266103,0.050224263,0.07189766,0.20951182,0.1584622,0.033163007,0.13622527,0.24143481,0.29960898,0.058592573,0.12897103,0.040860184,0.057989687,0.15145682,0.07276363,0.0570835,0.1254158,0.058203444,0.08959322,0.2148248
RHO,0.0005446203,0,0,0,0,0,0.0006993082,0,0.00035417572,0.0007007085,0,0,0,0,0,0,0.00033154507,0,0,0.00018425404,0.0002015613,0.000374318,0,0,0,0
H1FOO,0.0010892407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLXND1,0.07243451,0.6042292,0.20563659,0.22244705,0.8427362,0.17432597,0.32797557,0.523891,0.2461521,0.12192327,0.18122636,0.048708167,0.21874635,0.5978386,0.115876645,0.58592576,0.47460675,0.16641237,0.08046777,0.18683359,0.69840986,0.08291144,0.054156825,0.04758525,0.2637505,0.09507449
TMCC1,0.09748705,0.1465324,0.10263033,0.07547311,0.10186921,0.09051541,0.07272806,0.116035365,0.14450368,0.36857265,0.18122636,0.045599137,0.11788726,0.09197517,0.09812978,0.09587876,0.12764485,0.07559133,0.10011249,0.13450545,0.13161953,0.0789811,0.12826617,0.057416916,0.13429669,0.09598169
TMCC1-AS1,0.007080065,0.014132567,0.025187662,0.015889075,0.009260837,0.01340969,0.0090910075,0.009525291,0.011333623,0.021721963,0.010938621,0.009327096,0.013098584,0,0.026098344,0,0.010277897,0.013372422,0.016055776,0.014924577,0.07215894,0.016657151,0.0068408623,0.0035393988,0.008381901,0.04136829
TRH,0.017972473,0.002231458,0.0067668348,0,0,0.0016762113,0.0118882395,0.00043296776,0.00991692,0.005605668,0.0020694688,0.008290752,0.0052394336,0.022993792,0.0031318013,0,0.00066309015,0.0014858247,0.005666745,0,0.0062484,0.000935795,0.0022802874,0.00039326653,0.0018626447,1.609553
ALG1L2,0.0016338611,0.016364025,0.005639029,0.015889075,0.074086696,0.020114535,0.008391699,0.025978066,0.0035417571,0.0035035422,0.003843299,0.008290752,0.03929575,0,0.0010439337,0.015979793,0.0018234979,0.0033431055,0.0043445043,0.0020267942,0.0016124904,0.005989088,0.0068408623,0.00078653306,0.0063329916,0.007983354
RP11-93K22.13,0.0016338611,0.00049587956,0.004135288,0.0039722687,0,0.005028634,0.0027972327,0.00043296776,0.0042501087,0.0007007085,0.0023651072,0,0,0,0.0020878674,0.005326598,0.00066309015,0.0027859213,0.0011333489,0.0018425403,0.0008062452,0.0033688622,0.0011401437,0.0015730661,0.00074505794,0
RP11-77P16.4,0.0032677222,0.004214976,0.005263094,0.0039722687,0.009260837,0.005028634,0.003496541,0.0056285807,0.0077918656,0.011912043,0.0067996834,0.0072544077,0.007859151,0.011496896,0.0062636025,0,0.0069624465,0.0024144652,0.0043445043,0.0025795563,0.003426542,0.0033688622,0.003990503,0.0011797996,0.0024214382,0.008164793
COL6A6,0.005990824,0.0059505543,0.0007518705,0,0,0,0,0.005195613,0.006375163,0.0007007085,0.0008869152,0.011399784,0.2488731,0,0,0.010653196,0.01309603,0.0063147554,0.020966955,0.00092127017,0.0002015613,0.000748636,0.00057007186,0,0.0029802318,0
PIK3R4,0.0615421,0.06124112,0.0714277,0.07547311,0.074086696,0.06537224,0.06433636,0.060615484,0.061272394,0.25505787,0.07450088,0.034199353,0.04191547,0.080478266,0.066811755,0.042612784,0.07443187,0.047174934,0.05817858,0.06909526,0.076391734,0.03574737,0.08380056,0.03382092,0.09909269,0.033022054
ATP2C1,0.23200828,0.69671077,0.39059675,0.19464117,0.3519118,0.24640305,0.35035345,0.23726635,0.2709444,0.66287017,0.3216546,0.13057934,0.21481678,0.22993793,0.15659007,0.41014802,0.18002896,0.15879752,0.16716896,0.19015017,0.40171167,0.25453624,0.37453723,0.3055681,0.40102738,0.22444113
ASTE1,0.17155541,0.079092786,0.070675835,0.09930672,0.055565026,0.07878193,0.11818309,0.10564413,0.07012679,0.103704855,0.050554167,0.19483267,0.1322957,0.11496896,0.07307536,0.106531955,0.06763519,0.064819105,0.082734466,0.09010022,0.06711991,0.060826678,0.07011884,0.033034388,0.060722217,0.048988763
NEK11,0.03104336,0.04686062,0.056766227,0.09930672,0.037043348,0.09051541,0.023077171,0.039400067,0.044271965,0.34264642,0.16112293,0.018654192,0.11133797,0.06898138,0.14510679,0.021306392,0.068961374,0.020058632,0.060634166,0.13763776,0.052002814,0.08291144,0.055867046,0.029101722,0.10263172,0.06858427
NUDT16,0.10293324,0.197608,0.21503498,0.1787521,0.21299925,0.24305063,0.2370655,0.23077182,0.28050715,0.66146874,0.33052373,0.1108888,0.2423238,0.41388828,0.27351063,0.29828948,0.3892339,0.20820118,0.2444256,0.250954,0.6536633,0.1798598,0.22118789,0.18168914,0.2920627,0.25964043
MRPL3,0.46347192,0.4886893,0.8281854,0.4965336,0.43525934,0.39055723,0.48042476,0.4779964,0.78804094,1.3026171,0.6912026,0.13161568,0.4977462,0.6783169,1.2903022,0.80964285,0.5807012,0.8719934,1.1630049,1.1040502,0.8612714,1.6874255,0.9987659,1.3587359,0.8041037,0.7742039
CPNE4,0.0005446203,0,0.0011278058,0,0,0.0033524225,0,0,0.0010625272,0.0007007085,0,0,0,0,0,0,0.00033154507,0.0005571843,0.00018889148,0.008107177,0,0,0,0,0.032596283,0
ACPP,0.0038123426,0.008925832,0.022932053,0,0,0.0033524225,0.0020979247,0.001731871,0.006020987,0.005605668,0.0011825536,0.0072544077,0.006549292,0.011496896,0.0031318013,0.010653196,0.004807404,0.0027859213,0.00755566,0.011608004,0.018342078,0.00374318,0.02451309,0.004719198,0.0035390249,0.002540158
DNAJC13,0.07080065,0.2712461,0.12293083,0.07547311,0.10186921,0.07710572,0.12937202,0.15370356,0.106606886,0.34614998,0.13628931,0.0777258,0.11919711,0.13796276,0.064723894,0.106531955,0.11852736,0.09360696,0.083112255,0.09304828,0.31806374,0.08740326,0.105463296,0.06292264,0.0938773,0.05334332
ACAD11,0.024507917,0.01041347,0.016917087,0.027805882,0.009260837,0.02681938,0.018881323,0.0064945165,0.01735461,0.022422671,0.01862522,0.0031090318,0.035366178,0.03449069,0.016702939,0.010653196,0.025528971,0.023773195,0.025122568,0.02137347,0.031242,0.0044918163,0.0051306468,0.0031461322,0.00540167,0.005080316
NPHP3-ACAD11,0.0016338611,0.006198494,0.00037593525,0.0039722687,0.009260837,0.0016762113,0.0006993082,0.006927484,0.0014167029,0.0035035422,0.0020694688,0,0.0013098584,0,0.0031318013,0,0.002818133,0.0014858247,0.0017000234,0.0011055243,0.002015613,0.006924883,0.0028503593,0.0035393988,0.0013038514,0.0010886391
ACKR4,0.0005446203,0.06272876,0.0022556116,0.007944537,0.15743423,0.0033524225,0.003496541,0.041997872,0.013104501,0.010510626,0.0070953215,0.023835912,0.07466193,0,0.0073075364,0.07989896,0.016577253,0.005943299,0.012277947,0.0073701614,0.019954568,0.012726813,0.00057007186,0.014550861,0.013969835,0.002540158
UBA5,0.20532188,0.23157574,0.20187725,0.1668353,0.13891256,0.21120262,0.19021183,0.2255762,0.26209003,0.46947464,0.26075307,0.04352645,0.1951689,0.32191306,0.37059647,0.55396616,0.23440236,0.23290302,0.2659592,0.32447135,0.2463079,0.29252952,0.22004773,0.26781452,0.24922186,0.23859341
NPHP3,0.048471212,0.11132495,0.028947016,0.059584033,0.30560762,0.05363876,0.03496541,0.26757407,0.059147343,0.1492509,0.08721333,0.1108888,0.18469003,0.05748448,0.017746873,0.111858554,0.10642597,0.029530765,0.043067258,0.044773728,0.061274633,0.111172445,0.10831365,0.04758525,0.1242384,0.09670745
NPHP3-AS1,0.0032677222,0.0007438193,0.0007518705,0,0,0,0.0006993082,0.00043296776,0.0028334057,0.0021021254,0.001478192,0.001036344,0,0,0,0,0.0033154506,0.0011143686,0.0022666978,0.0014740323,0.0018140516,0.000374318,0,0,0.00037252897,0.0003628797
TMEM108,0.013070889,0.016859904,0.006014964,0.011916807,0.11113005,0.0016762113,0.0006993082,0.049358323,0.023729771,0.08828926,0.0053214915,0.0062180636,0.0013098584,0.045987584,0.35806927,0.037286185,0.025528971,0.047917847,0.04193391,0.055828974,0.008465574,0.0063634063,0.0057007186,0.00039326653,0.009499488,0.079833545
BFSP2,0.009803168,0.004462916,0.007894641,0,0.009260837,0.02681938,0.003496541,0.0064945165,0.0056668115,0.28869188,0,0.0072544077,0.0026197168,0.03449069,0.015659006,0.021306392,0.0023208156,0.019129993,0.0088779,0.03150744,0.0026202968,0.00187159,0.0051306468,0.0011797996,0.0020489092,0.003991677
BFSP2-AS1,0.005990824,0.0027273376,0.001503741,0.007944537,0,0.0016762113,0.0076923906,0.0043296777,0.0010625272,0.2999032,0,0.0145088155,0.0013098584,0.03449069,0.011483271,0.005326598,0.00033154507,0.0031573777,0.0077445507,0.0016582862,0.0008062452,0,0.00057007186,0.0011797996,0.00018626449,0.0023587183
CDV3,0.44658872,1.5900377,0.41691223,0.3654487,0.76864946,0.52297795,0.5146909,1.0308962,0.32088318,2.2569818,0.20339923,0.48604533,0.20433791,0.55185103,0.41652954,0.42612782,0.36121833,0.5313681,0.32640448,0.24524212,0.846759,0.3082509,0.22346818,0.3209055,0.25704497,0.38592258
TOPBP1,0.15358295,0.1988477,0.19285479,0.13108487,0.11113005,0.11230616,0.19091114,0.13118923,0.16398335,0.2999032,0.13717622,0.055962574,0.07597179,0.10347207,0.1858202,0.106531955,0.15317382,0.17978479,0.17680244,0.29020008,0.26686716,0.2876634,0.23829003,0.21786965,0.092014655,0.15621972
TF,0.05664052,0.00049587956,0.0007518705,0,0.009260837,0,0.0006993082,0.0008659355,0.01735461,0.0035035422,0.0008869152,0,0.014408442,0,0.03653768,0.015979793,0.097142704,0.0016715528,0.01643356,0,0.0006046839,0.0016844311,0.007981006,0.24500504,0.03203749,0.0041731168
SRPRB,0.27394405,0.28562662,0.39398015,0.27805883,0.31486845,0.36373785,0.40140295,0.32039613,0.37684295,0.46176687,0.24508424,0.18343288,0.28292942,0.18395033,0.80487293,0.2556767,0.34132564,0.33951095,0.41990578,0.721723,0.41924748,0.6778899,0.45320714,0.6622608,0.43120223,0.52835286
RAB6B,0.0076246853,0.039918303,0.10075065,0.027805882,0.15743423,0.010057268,0.02727302,0.1194991,0.046397015,0.032232586,0.0070953215,0.0062180636,0.0052394336,0.09197517,0.029230146,0.037286185,0.03796191,0.010215046,0.025500352,0.07185907,0.042126313,0.01122954,0.026793377,0.009438396,0.022724267,0.051891804
C3orf36,0.0005446203,0.0017355784,0.002631547,0.007944537,0,0.0016762113,0,0.0030307742,0.0017708786,0,0.0005912768,0,0.0013098584,0.022993792,0,0.005326598,0.0023208156,0.00018572809,0.00075556594,0,0.0010078065,0,0.00057007186,0,0.0040978184,0.00018143986
SLCO2A1,0.037034184,0.14008597,0.15150192,0.2899756,0.1759559,0.06704845,0.08881215,0.25934768,0.20365104,0.05745809,0.10169961,0.08290752,0.020957734,0.48286963,0.068899624,0.66049814,0.3567425,0.03788853,0.06856761,0.041457158,0.068933964,0.026576579,0.011971509,0.00078653306,0.22947782,0.028486058
