CID3586,CID3838,CID3921,CID3941,CID3946,CID3948,CID3963,CID4040,CID4066,CID4067,CID4290A,CID4398,CID44041,CID4461,CID4463,CID4465,CID4471,CID4495,CID44971,CID44991,CID4513,CID4515,CID45171,CID4523,CID4530N,CID4535
KNTC1,0.032132603,0.07884485,0.039473202,0.015889075,0.037043348,0.062019818,0.03986057,0.03853413,0.03222999,0.06236305,0.02601618,0.024872255,0.019647876,0.09197517,0.020878674,0.031959586,0.02685515,0.056832798,0.03418936,0.044957984,0.054219987,0.026763737,0.029643737,0.03185459,0.021792945,0.027215978
RP11-324E6.6,0.0032677222,0.0007438193,0.0007518705,0,0,0.0016762113,0.0013986164,0,0.00035417572,0.0007007085,0.001478192,0,0,0,0.0010439337,0,0.002155043,0.002228737,0.0024555894,0.00018425404,0.0008062452,0.000187159,0,0,0.00018626449,0
HCAR2,0.0882285,0.2625682,0.03872133,0.015889075,0.055565026,0.043581493,0.48951578,0.008226387,0.0141670285,0.021721963,0.013895005,0.02072688,0.02488731,0,0.05010882,0.04793938,0.02420279,0.04290319,0.021344738,0.016030101,0.031846683,0.010855223,0.017102156,0.06370918,0.042654566,0.0074390345
HCAR3,0.009258546,0.24397273,0.033082303,0.03177815,0.046304185,0.031848013,0.071329445,0.0056285807,0.013812852,0.014014169,0.011234259,0.016581504,0.023577452,0,0.0062636025,0.015979793,0.0033154506,0.05070377,0.009066791,0.01418756,0.027009213,0.005240452,0.011401437,0.05427078,0.0040978184,0.008164793
HCAR1,0.013615509,0.002231458,0.0022556116,0.019861342,0,0.0033524225,0.0013986164,0.00043296776,0.020542191,0.048348885,0.040502463,0.002072688,0.031436604,0.011496896,0.04802095,0.005326598,0.030833691,0.00074291235,0.008122334,0.005896129,0.0016124904,0.001497272,0.0028503593,0.00039326653,0.04656612,0.0038102372
DENR,0.545165,0.45224214,0.5492414,0.5362563,0.509346,0.53974,0.4853199,0.45245132,0.61803657,0.62012696,0.5581653,0.19897804,0.5579997,0.5288572,1.0616806,0.55929273,0.42752737,0.497937,0.5270072,0.47169033,0.661121,0.5315316,0.77928823,0.8191742,0.39115536,0.6520949
CCDC62,0.0010892407,0.005702615,0.002631547,0,0,0,0,0.005195613,0.0017708786,0.0035035422,0.0017738304,0,0,0,0,0,0.0041443133,0.002228737,0.0015111319,0.00092127017,0.0012093678,0.001310113,0.0022802874,0.00078653306,0.0013038514,0.00054431957
HIP1R,0.13125351,0.060497306,0.14736663,0.07547311,0.074086696,0.09051541,0.13776372,0.22471027,0.09810667,0.17938137,0.24508424,0.047671825,0.07335207,0.080478266,0.10126158,0.07457237,0.19179882,0.08673502,0.119757205,0.14998278,0.041118506,0.06363406,0.2308791,0.053877514,0.15292314,0.04064253
VPS37B,1.9753381,0.64737076,0.66540545,0.7428143,0.43525934,0.89677304,1.5035127,0.54207563,0.4753038,0.31391737,0.30509883,0.62077,0.5069152,0.43688205,0.2964772,0.47939378,0.41194475,0.42067412,0.33792686,0.40775415,0.5869465,0.25098023,0.6094068,0.14472207,0.37159765,0.14279316
RP11-463O12.3,0.051194314,0.0024793977,0.012781799,0.011916807,0,0.020114535,0.033566795,0.0043296777,0.009562743,0.006306376,0.0062084063,0.001036344,0,0,0.0062636025,0,0.0029839058,0.0039002898,0.0035889384,0.012160766,0.01390773,0.000935795,0,0,0.00037252897,0
ABCB9,0.022329435,0.017603723,0.06466087,0.019861342,0.055565026,0.050286338,0.023776479,0.028575871,0.037188448,0.030130463,0.081596196,0.012436127,0.027507026,0.022993792,0.07098749,0.015979793,0.0537103,0.042160276,0.023611436,0.035376776,0.048173152,0.008047837,0.062137835,0.01927006,0.03241002,0.021228464
OGFOD2,0.08005919,0.047108557,0.10676562,0.0635563,0.037043348,0.14247796,0.11119001,0.050657228,0.10519018,0.119821146,0.1339242,0.00518172,0.10871825,0.2529317,0.2474123,0.08522557,0.09565075,0.1097653,0.12126833,0.11534303,0.11710711,0.051655885,0.14479825,0.06646205,0.0797212,0.17164211
ARL6IP4,1.8626016,1.996907,1.9454651,1.580963,2.2781658,1.7901937,1.8314881,1.9587462,2.362352,1.8092291,2.4937098,0.18032384,1.5901681,2.3683605,2.7695563,2.0294337,2.1386313,2.4813273,2.3596325,1.7913178,2.8333473,0.97771865,2.3543968,1.8397008,1.9717957,2.3596253
PITPNM2,0.026686398,0.023554279,0.025563598,0.027805882,0.027782513,0.033524226,0.030070255,0.039833035,0.020896366,0.043443926,0.0085735135,0.008290752,0.0052394336,0,0.03027408,0.042612784,0.050229076,0.016901257,0.019266931,0.0073701614,0.026807653,0.00561477,0.011401437,0.023595992,0.010244546,0.001270079
MPHOSPH9,0.11872724,0.13934214,0.06428493,0.07944537,0.064825855,0.07878193,0.12028102,0.116035365,0.059501518,0.11841973,0.06858811,0.15959696,0.11919711,0.03449069,0.109613046,0.06924577,0.040614273,0.1190517,0.10162362,0.064120404,0.12597582,0.038180437,0.07923999,0.059383247,0.03911554,0.07221307
C12orf65,0.3158798,0.2474439,0.12067522,0.23436385,0.29634678,0.24472685,0.2727302,0.42214358,0.19337992,0.19549765,0.12653324,0.28084922,0.4126054,0.21844102,0.4301007,0.16512454,0.30336374,0.27914932,0.4210391,0.14648195,0.21567059,0.14691982,0.19496457,0.17932953,0.1473352,0.16801332
RP11-282O18.3,0.0010892407,0.0049587954,0.0007518705,0.0039722687,0,0,0.0020979247,0.0038967098,0.0017708786,0.002802834,0.0023651072,0.002072688,0.0039295754,0,0,0,0.0039785407,0.002043009,0.0011333489,0.0016582862,0.0018140516,0.0044918163,0.0017102156,0.00039326653,0.00074505794,0.0018143986
CDK2AP1,0.06644369,0.0461168,0.17744145,0.18272436,0.027782513,0.122363426,0.12867272,0.025545098,0.29927847,0.37768185,0.2663702,0.011399784,0.03274646,0.11496896,0.08142684,0.122511744,0.16096514,0.19631459,0.20286945,0.1776209,0.20398003,0.098819956,0.053016685,0.01573066,0.029243521,0.009071993
SBNO1,0.3398431,0.40736505,0.3210487,0.20655797,0.34265095,0.19779292,0.24965304,0.3061082,0.29325747,0.273977,0.32313278,0.23628642,0.5213236,0.34490687,0.2630713,0.67647797,0.37530902,0.35585502,0.530974,0.21612997,0.33721203,0.3939697,0.49767274,0.2418589,0.28964126,0.35544068
RP13-942N8.1,0.03921267,0.026529556,0.04097694,0.043694958,0.055565026,0.020114535,0.042657804,0.04632755,0.032584164,0.05885951,0.023355436,0.017617848,0.053704195,0.022993792,0.06994356,0.026632989,0.024037017,0.054975513,0.03418936,0.037219316,0.014915536,0.021897605,0.038764887,0.026742123,0.03539025,0.015422388
KMT5A,0.0615421,0.2219061,0.077066734,0.039722685,0.24078175,0.07207709,0.053846736,0.17275414,0.08429381,0.07847934,0.07804854,0.06839871,0.0851408,0.06898138,0.066811755,0.15979792,0.088854074,0.06463337,0.052511834,0.07056929,0.10602124,0.1164129,0.14707854,0.0928109,0.08922069,0.08473242
RILPL2,2.140358,0.9751471,0.6830744,0.9692336,0.7316061,1.3510263,1.5070093,0.66590446,0.7515608,0.5381441,0.48455134,0.325412,0.6483799,0.21844102,0.315268,0.18643092,0.64071083,0.7009378,0.6188085,0.1872021,0.8070514,0.3292127,0.23144917,0.15022781,0.6955116,0.2835905
SNRNP35,0.219482,0.19537655,0.1898473,0.15889074,0.23152092,0.20282157,0.24895373,0.25155425,0.18594225,0.21021253,0.11559462,0.18654191,0.28554913,0.36790067,0.49691248,0.12783834,0.20837608,0.18145634,0.30279306,0.14777173,0.16346622,0.09376666,0.23771995,0.17539687,0.18943098,0.37939078
RILPL1,0.01579399,0.10314295,0.01503741,0.0039722687,0.15743423,0.035200436,0.01608409,0.11776723,0.031167462,0.025926214,0.042571932,0.01554516,0.04191547,0.05748448,0.016702939,0.021306392,0.054539163,0.014115335,0.01888915,0.01326629,0.03305605,0.017405787,0.01539194,0.00786533,0.030919902,0.019776944
RP11-486O12.2,0.0038123426,0.0081820125,0.002631547,0.007944537,0.009260837,0.006704845,0.0041958494,0.009958259,0.0028334057,0.002802834,0.006504045,0.012436127,0.018338017,0,0.016702939,0.015979793,0.0031496782,0.0048289304,0.0079334425,0.0038693347,0.005039032,0.010293745,0.013111653,0.0070787976,0.0055879345,0.0056246356
TMED2,1.7166435,1.1985408,2.8574839,1.4975454,1.2779955,2.1824272,2.1412818,1.1910943,3.1433094,2.4076343,2.447886,0.31193954,2.0748158,7.875374,2.8697739,6.818045,1.4760386,1.6825107,1.5483435,1.1165794,2.3616936,2.2438493,3.657011,4.1202536,2.89455,2.801613
DDX55,0.07515761,0.15818557,0.12180303,0.06752857,0.21299925,0.060343605,0.10489623,0.17621787,0.14167029,0.08198289,0.084552586,0.059071604,0.16111259,0.41388828,0.1826884,0.20241071,0.1556604,0.12388064,0.18265808,0.1166328,0.108439974,0.17649093,0.1966748,0.13685675,0.10821965,0.14642197
EIF2B1,0.15902916,0.24719594,0.2631547,0.1271126,0.398216,0.11398237,0.22657587,0.34680718,0.23092256,0.18849057,0.18979986,0.08083483,0.3025773,0.70131063,0.30274078,0.56994593,0.32010677,0.30180815,0.40857232,0.20267944,0.30133414,0.18921775,0.35914528,0.2890509,0.25834882,0.2661723
GTF2H3,0.09639781,0.2013271,0.15225379,0.119168065,0.13891256,0.124039635,0.16783397,0.15370356,0.17956708,0.16817002,0.16053165,0.112961486,0.11788726,0.09197517,0.2651592,0.14381814,0.17770815,0.18869974,0.1973916,0.09802315,0.17173022,0.1278296,0.11230416,0.13017122,0.10319051,0.15494965
TCTN2,0.015249371,0.016364025,0.018044893,0.023833614,0.074086696,0.041905284,0.015384781,0.019050581,0.016646257,0.05395455,0.038137354,0.016581504,0.045845047,0.080478266,0.03027408,0.021306392,0.032822963,0.017272713,0.022100305,0.02100496,0.028621703,0.015908515,0.03420431,0.02477579,0.034645192,0.05261756
ATP6V0A2,0.13833357,0.12273019,0.10601375,0.03575042,0.09260837,0.056991186,0.15874296,0.13378704,0.106606886,0.10020131,0.088691525,0.081871174,0.052394334,0.14945965,0.090822235,0.122511744,0.09813734,0.13130976,0.12712397,0.06319913,0.11710711,0.0935795,0.11401437,0.078260034,0.07692723,0.07293882
DNAH10,0.0005446203,0.0024793977,0.0007518705,0.011916807,0.009260837,0,0,0.0012989033,0.0017708786,0.001401417,0.0002956384,0,0.0013098584,0,0,0,0.0019892703,0.0009286404,0.002644481,0.0016582862,0.0014109291,0.002058749,0.02109266,0,0.00074505794,0
CCDC92,0.04683735,0.21769112,0.087592915,0.10327899,0.19447757,0.055314973,0.08531561,0.19137174,0.1356493,0.13663815,0.14752357,0.06839871,0.12312669,0.045987584,0.07933896,0.08522557,0.1556604,0.08673502,0.08481228,0.08365133,0.11368057,0.06625429,0.06669841,0.04640545,0.13280657,0.062052432
RP11-380L11.4,0.0005446203,0.0017355784,0.0011278058,0,0.009260837,0,0,0.005195613,0.00247923,0.004904959,0.0026607458,0.001036344,0.0013098584,0.011496896,0,0,0.00082886266,0.00018572809,0.0011333489,0.00018425404,0.0002015613,0.00056147703,0.0017102156,0.003932665,0.0020489092,0.008890553
DNAH10OS,0.0005446203,0.004462916,0.002631547,0.0039722687,0,0,0,0.00043296776,0.00247923,0.0021021254,0.0044345763,0.001036344,0.0026197168,0,0.0020878674,0,0.006133584,0.0005571843,0.0062334193,0.0016582862,0.0006046839,0.00056147703,0.0028503593,0.0011797996,0.0026077027,0.0041731168
ZNF664,0.22383898,0.09644856,0.30638722,0.21053025,0.20373842,0.24640305,0.15734434,0.11690129,0.29184076,0.5423483,0.50672424,0.06839871,0.16504216,0.2874224,0.3340588,0.17577773,0.21434389,0.14449646,0.18435809,0.19070292,0.11045559,0.13999493,0.17216171,0.115227096,0.22631133,0.16765043
FAM101A,0.002723102,0.046364736,0.0037593525,0,0.009260837,0,0.0013986164,0.012556066,0.0077918656,0.002802834,0.001478192,0.002072688,0.013098584,0,0.0041757347,0.015979793,0.015085301,0.0011143686,0.008122334,0.0042378427,0.0030234193,0.00056147703,0.00057007186,0.0035393988,0.0048428765,0
RP11-214K3.25,0.0021784813,0.0009917591,0.0067668348,0.015889075,0.009260837,0.0033524225,0,0.00043296776,0.0028334057,0.0035035422,0.0032520224,0,0,0.03449069,0.010439337,0,0.0018234979,0.002043009,0.0013222405,0.0023953023,0.0002015613,0.000935795,0.00057007186,0,0.0011175869,0.003991677
NCOR2,0.1416013,0.4812511,0.18571201,0.13505714,0.3519118,0.23466958,0.2461565,0.2792642,0.2404853,0.30761102,0.15757526,0.10259805,0.35497165,0.13796276,0.20669888,0.15979792,0.40067223,0.21581604,0.22988093,0.1988101,0.41582093,0.24630125,0.12028517,0.11955302,0.26300544,0.23369454
RP11-83B20.1,0.0005446203,0.0027273376,0,0,0.027782513,0,0,0.0021648388,0,0,0,0.0031090318,0.014408442,0,0.0010439337,0,0.00033154507,0,0.00037778297,0,0.0004031226,0.005240452,0.0028503593,0.0011797996,0.0016763802,0.0030844777
SCARB1,0.1497706,0.13165602,0.1597725,0.20258571,0.08334753,0.14080174,0.3307728,0.06970781,0.2376519,0.17797995,0.13362856,0.0072544077,0.1322957,0.080478266,0.377904,0.14381814,1.0801739,0.30923727,0.3658828,0.08051901,0.28863576,0.14111789,0.09349179,0.05977651,0.22109592,0.081466496
UBC,12.279555,26.729643,19.23172,11.837361,22.031532,15.910597,23.002346,24.33582,16.730198,16.615198,11.122804,25.85471,14.980851,5.2655787,11.580358,6.5517154,15.046179,8.048713,11.96212,5.8718076,7.335622,5.277135,8.823572,7.2750373,11.377593,14.184061
DHX37,0.042480387,0.04338946,0.04849565,0.051639494,0.027782513,0.031848013,0.04825227,0.04113194,0.043563608,0.08268359,0.045528315,0.018654192,0.044535186,0.03449069,0.033405878,0.031959586,0.055865344,0.042160276,0.043067258,0.028006613,0.05583248,0.02994544,0.067268476,0.033034388,0.035949044,0.030481897
BRI3BP,0.0348557,0.11851521,0.074811116,0.03575042,0.074086696,0.04022907,0.05174881,0.06927484,0.103419304,0.12612751,0.10317781,0.052853543,0.068112634,0.11496896,0.113788776,0.06391917,0.05636266,0.045131925,0.059689708,0.08917895,0.1124712,0.052030206,0.15163912,0.18483526,0.07357447,0.07892634
THRIL,0.0005446203,0.00049587956,0,0,0,0,0,0.0008659355,0,0,0.0002956384,0.0031090318,0,0,0,0.005326598,0.00016577254,0.00018572809,0.00018889148,0.00036850807,0.0010078065,0.000187159,0,0.0015730661,0.00037252897,0.0003628797
AACS,0.07297913,0.09148978,0.21353124,0.0635563,0.1759559,0.056991186,0.07972114,0.07403749,0.094564915,0.1828849,0.10436036,0.050780855,0.102168955,0.03449069,0.1023055,0.12783834,0.09001448,0.029345037,0.08991235,0.1663814,0.068329275,0.20662354,0.12313552,0.0786533,0.17415729,0.059512276
TMEM132B,0.0010892407,0.0009917591,0.0011278058,0,0,0.0016762113,0.0006993082,0.0030307742,0.0010625272,0.001401417,0.0002956384,0,0.006549292,0,0.0135711385,0.005326598,0.0038127683,0.0011143686,0.001888915,0.0020267942,0,0.001310113,0.026793377,0.00039326653,0.0022351737,0
LINC00939,0.0005446203,0,0,0.015889075,0,0.0033524225,0,0,0.00070835144,0.016116293,0.0056171296,0.001036344,0.0013098584,0,0.0052196686,0,0.0016577253,0,0.0009444575,0.0005527621,0,0,0,0.004719198,0.00037252897,0
RP5-916L7.2,0.0005446203,0,0,0,0,0,0,0,0,0.0070070843,0,0,0,0,0,0.005326598,0.00066309015,0,0.00037778297,0,0,0,0,0,0,0
RP4-765H13.1,0.0016338611,0,0.00037593525,0,0,0,0,0,0.00035417572,0,0,0,0,0,0,0,0.0009946352,0.0005571843,0.00075556594,0.0005527621,0,0,0,0,0,0
RP4-809F18.1,0.0005446203,0,0,0,0,0,0,0.00043296776,0,0,0,0,0,0,0,0,0.00033154507,0.00018572809,0,0,0,0.000187159,0,0,0.0005587934,0
LINC00943,0.0010892407,0,0,0,0,0,0.0006993082,0,0.00035417572,0,0,0,0,0,0,0,0,0,0,0,0.0002015613,0,0,0,0,0
LINC00944,0.1366997,0.013388747,0.011653993,0.023833614,0.009260837,0.04022907,0.08321768,0.039833035,0.03825097,0.0035035422,0.0008869152,0.037308384,0.014408442,0.011496896,0.0020878674,0,0.002818133,0.024516108,0.013600187,0.0027638106,0.048173152,0.016282834,0.007981006,0.00078653306,0.0020489092,0.0010886391
RP11-575F12.3,0.0005446203,0.00024793978,0.0007518705,0,0,0,0.0006993082,0.003463742,0.0014167029,0,0.0002956384,0.001036344,0.0039295754,0,0,0.005326598,0.0013261803,0.00018572809,0,0.00036850807,0.004232787,0,0.0011401437,0.00039326653,0.00093132234,0.0003628797
TMEM132C,0.0010892407,0.00024793978,0.00037593525,0,0.027782513,0,0,0.0008659355,0.0010625272,0.001401417,0.001478192,0,0.019647876,0,0,0,0.0066309012,0.00018572809,0.0041556126,0,0.0002015613,0.00056147703,0.00057007186,0,0.0026077027,0.00018143986
SLC15A4,0.06480982,0.18620276,0.081202015,0.055611763,0.2222601,0.08045814,0.086714216,0.19353658,0.077564485,0.12963106,0.06178843,0.16788772,0.07204221,0.045987584,0.033405878,0.117185146,0.06780097,0.0707624,0.06988985,0.039983124,0.11126184,0.08178849,0.07752977,0.04640545,0.061467275,0.0473558
GLT1D1,0.0081693055,0.0066943737,0.0022556116,0,0,0.0033524225,0.008391699,0.0008659355,0.0017708786,0,0.0005912768,0.00518172,0.0026197168,0,0,0.010653196,0.00066309015,0.0091006765,0.009255683,0.00036850807,0.016528025,0.003556021,0.0068408623,0.003932665,0.0011175869,0.0007257594
FZD10,0.0038123426,0.02107488,0.004135288,0,0.11113005,0,0.0006993082,0.050224263,0.016646257,0.002802834,0.0023651072,0.0031090318,0.027507026,0,0,0.015979793,0.006465129,0.0029716494,0.0022666978,0.00018425404,0.0044343485,0.00187159,0,0.32326508,0.012852248,0.0045359964
STX2,0.033221845,0.20083122,0.056014355,0.0635563,0.18521674,0.025143169,0.049650885,0.2095564,0.06729338,0.04904959,0.038137354,0.047671825,0.061563347,0.03449069,0.022966541,0.12783834,0.09531921,0.039188627,0.039478324,0.033165727,0.14169759,0.036870323,0.035914525,0.027528657,0.06370245,0.0313891
RP11-989F5.1,0.0005446203,0,0.00037593525,0,0,0,0,0,0.00035417572,0,0.0002956384,0,0.0013098584,0,0,0,0,0,0,0,0.0004031226,0,0,0,0,0
RAN,4.636353,2.9375904,4.4179916,3.1937041,2.4541218,3.7228653,4.601448,3.2446604,4.6372223,2.5190468,2.443156,5.2770634,2.1796043,2.7362611,4.187218,2.860383,2.7733743,3.9218342,5.32504,3.4295204,4.982797,4.4463367,3.7727356,6.7716565,2.3344526,3.1287491
ADGRD1,0.0065354444,0.013388747,0.008646511,0.0039722687,0,0,0.0013986164,0.012556066,0.017708786,0.004204251,0.0020694688,0.016581504,0.020957734,0.022993792,0.0020878674,0.015979793,0.024700107,0.0078005795,0.0069889855,0.018978165,0.0018140516,0.0140369255,0.00057007186,0.00039326653,0.003911554,0.0010886391
RP11-76C10.2,0.002723102,0,0.00037593525,0,0,0,0.0020979247,0,0,0,0,0.001036344,0,0,0,0,0,0,0,0.00018425404,0,0,0,0,0,0
SFSWAP,0.25597158,0.35852093,0.2635306,0.25025293,0.25930342,0.23299336,0.24475789,0.33208627,0.27519453,0.29429755,0.32195026,0.07461677,0.3785491,0.20694414,0.28290603,0.14914474,0.41376826,0.28193524,0.39251652,0.24303107,0.323909,0.27886692,0.348884,0.18286893,0.2883374,0.28522345
MMP17,0.0038123426,0.023802217,0.013909605,0.0039722687,0.037043348,0.018438324,0.003496541,0.03463742,0.01983384,0.056757387,0.04878034,0.001036344,0.0052394336,0.03449069,0.020878674,0.010653196,0.008454399,0.0027859213,0.0043445043,0.0047906046,0.022977987,0.0016844311,0.0068408623,0.003932665,0.008009372,0.005261756
RP11-417L19.2,0.0005446203,0.0019835182,0.0007518705,0,0,0,0.0006993082,0.0021648388,0,0,0,0,0,0.09197517,0,0,0.00016577254,0,0,0.004974859,0,0.000187159,0.0022802874,0.0011797996,0.00093132234,0.00018143986
ULK1,0.043569632,0.1053744,0.088720724,0.043694958,0.15743423,0.08716299,0.046154343,0.13335407,0.10589854,0.12963106,0.115890265,0.032126665,0.1008591,0.16095653,0.06159209,0.09055216,0.103110515,0.032316685,0.050434027,0.055828974,0.05119657,0.019838857,0.20522588,0.036573786,0.09573993,0.06785851
PUS1,0.08005919,0.07314223,0.097367235,0.10725126,0.064825855,0.055314973,0.08951145,0.07490342,0.07614777,0.09739847,0.08218748,0.019690536,0.026197167,0.13796276,0.113788776,0.07989896,0.088854074,0.11515141,0.123723924,0.056197483,0.12658049,0.1557163,0.16361062,0.11680016,0.09555367,0.07947066
EP400,0.17536774,0.17355783,0.14022386,0.087389916,0.12965171,0.100572675,0.14056095,0.16496071,0.12927413,0.13453603,0.16348805,0.09845267,0.17552102,0.11496896,0.15345825,0.058592573,0.23324196,0.18089916,0.25160345,0.14500792,0.21687995,0.104996204,0.15391941,0.074720636,0.14640388,0.09017561
RP13-820C6.4,0.0005446203,0.0007438193,0,0,0,0.0016762113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002015613,0.000374318,0,0.00039326653,0,0
EP400NL,0.07896995,0.08182012,0.07443518,0.059584033,0.13891256,0.09219162,0.058042582,0.08616058,0.099877544,0.15836011,0.08691769,0.023835912,0.08907037,0.11496896,0.117964506,0.09055216,0.10576288,0.08116317,0.0999236,0.05435494,0.06691835,0.1465455,0.091781564,0.07432737,0.08605419,0.056790676
DDX51,0.030498741,0.08182012,0.031954497,0.039722685,0.14817339,0.025143169,0.028671639,0.09049026,0.037188448,0.045546047,0.044050124,0.036272038,0.051084477,0.10347207,0.027142277,0.04793938,0.061667383,0.0330596,0.03645606,0.02137347,0.028823266,0.039864868,0.07923999,0.023595992,0.059418365,0.028667498
NOC4L,0.14323516,0.13611893,0.18383235,0.13902941,0.18521674,0.13744932,0.20140076,0.15456949,0.13671182,0.15065232,0.14515845,0.012436127,0.10740839,0.16095653,0.3319709,0.10120536,0.18400751,0.20244363,0.2483923,0.12087064,0.1348445,0.08103985,0.17786242,0.15022781,0.06668268,0.20593424
RP13-977J11.9,0.0005446203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057007186,0,0,0
RP13-977J11.2,0.022874055,0.012644928,0.014661475,0.007944537,0,0.020114535,0.02727302,0.010824194,0.010979447,0.027327629,0.027198734,0.008290752,0.019647876,0.022993792,0.034449812,0.010653196,0.008122854,0.031016592,0.040233884,0.0020267942,0.011690555,0.002620226,0.011971509,0.0011797996,0.01583248,0.0014515189
RP13-977J11.8,0.0010892407,0.00024793978,0.001503741,0,0,0.0016762113,0.0013986164,0,0,0.0007007085,0.0035476608,0,0,0,0.0031318013,0,0.00016577254,0.0016715528,0.0013222405,0,0.0002015613,0,0,0,0,0
GALNT9,0.0005446203,0.0007438193,0,0,0,0.0016762113,0.0013986164,0.001731871,0,0.0007007085,0.0005912768,0.001036344,0.0052394336,0,0,0,0.00033154507,0,0.00075556594,0,0.0006046839,0.002058749,0,0,0.00074505794,0.00018143986
RP13-895J2.3,0.0005446203,0,0,0,0,0,0,0,0.00035417572,0,0,0,0,0,0,0,0.0004973176,0,0.00018889148,0,0,0.000935795,0,0,0,0
FBRSL1,0.055551276,0.13611893,0.07669079,0.06752857,0.2222601,0.06704845,0.05174881,0.16279587,0.07154349,0.11421547,0.07479652,0.021763224,0.060253486,0.05748448,0.05010882,0.042612784,0.084212445,0.056089886,0.0821678,0.06301488,0.03890133,0.017405787,0.05187654,0.026348857,0.042095773,0.018506866
LRCOL1,0.0016338611,0.00024793978,0.0007518705,0.007944537,0.018521674,0.0016762113,0,0.016019806,0.0042501087,0.0007007085,0.03961555,0,0.007859151,0,0,0.010653196,0.004807404,0.0011143686,0.0017000234,0.00018425404,0.0008062452,0,0,0,0.006146727,0.0018143986
P2RX2,0.0010892407,0,0.001503741,0,0,0.0016762113,0.0013986164,0,0.00495846,0,0.05114544,0.002072688,0,0.09197517,0.0010439337,0,0.0013261803,0.00037145618,0.00056667445,0,0,0,0,0,0.00074505794,0
POLE,0.040301908,0.041405942,0.03872133,0.055611763,0.037043348,0.05196255,0.041958492,0.035503354,0.041084383,0.10580698,0.08011801,0.036272038,0.035366178,0.045987584,0.044889152,0.021306392,0.04177468,0.038445715,0.051945157,0.047353286,0.050793447,0.041549303,0.07981006,0.029888256,0.046379857,0.02703454
PXMP2,0.09421932,0.08653098,0.17932113,0.07150084,0.074086696,0.15756387,0.08321768,0.12469471,0.15229554,0.18428633,0.20162539,0.008290752,0.02488731,0.88526094,0.28290603,0.31959584,0.1503557,0.1190517,0.19210266,0.13450545,0.1552022,0.41437003,0.24057034,0.6453504,0.27045602,0.37793925
PGAM5,0.032677222,0.07512575,0.03872133,0.03177815,0.064825855,0.030171802,0.040559877,0.088325426,0.03541757,0.053253844,0.048484698,0.035235696,0.020957734,0.09197517,0.024010476,0.026632989,0.029673284,0.039374355,0.03022264,0.0364823,0.039102893,0.0570835,0.10318301,0.0904513,0.042095773,0.02939326
ANKLE2,0.4416871,0.5883611,0.30225196,0.15889074,0.3519118,0.25646034,0.32657695,0.32905552,0.3435504,0.23473732,0.2217288,0.21141417,0.148014,0.27592552,0.26098344,0.33557564,0.28098443,0.20931555,0.28994843,0.19033441,0.32249805,0.23862773,0.31524974,0.28944415,0.25127077,0.20466416
GOLGA3,0.08114844,0.2980236,0.23270394,0.1271126,0.21299925,0.1625925,0.14755404,0.22384432,0.18629642,0.21792033,0.20753816,0.12954299,0.20302805,0.16095653,0.18686414,0.15447132,0.20522639,0.20058633,0.15621327,0.2638518,0.22998144,0.15197311,0.25824255,0.1679248,0.1646578,0.088905536
CHFR,0.15412755,0.22141021,0.20074944,0.095334455,0.11113005,0.08716299,0.21608624,0.17881568,0.12431567,0.11841973,0.086030774,0.05492623,0.09430981,0.13796276,0.07933896,0.13316494,0.09863465,0.15694024,0.13656855,0.060619578,0.16588494,0.05596054,0.18584344,0.058989976,0.094063565,0.04989596
RP11-46H11.12,0.004901584,0.007190253,0.009398382,0.0039722687,0.009260837,0.008381057,0.008391699,0.016885743,0.0042501087,0.016116293,0.0044345763,0.0062180636,0.0039295754,0.011496896,0.008351469,0.021306392,0.0034812232,0.002043009,0.001888915,0.0036850807,0.0036281033,0.0063634063,0.035344455,0.0055057313,0.007823108,0.0041731168
RP11-46H11.3,0.0005446203,0.0081820125,0,0,0.009260837,0,0,0.0077934195,0.0021250544,0.0021021254,0.0023651072,0.004145376,0.007859151,0.045987584,0.0010439337,0.005326598,0.002818133,0.00037145618,0.0024555894,0.00073701615,0.0008062452,0.004117498,0.0028503593,0.0027528657,0.00875443,0.0014515189
ZNF605,0.04574811,0.059009667,0.06804428,0.095334455,0.018521674,0.058667395,0.04825227,0.093521036,0.069772616,0.09039138,0.06326662,0.05699892,0.18469003,0.14945965,0.08142684,0.09055216,0.09465612,0.041045908,0.08046777,0.03150744,0.04676222,0.049784295,0.15049897,0.08612537,0.124797195,0.019414065
ZNF26,0.09149622,0.102399126,0.052255005,0.08341765,0.2222601,0.08045814,0.07902183,0.09049026,0.058084816,0.07637722,0.062379703,0.09119827,0.14670414,0.09197517,0.05324062,0.06924577,0.07410032,0.047917847,0.06252308,0.027269598,0.05583248,0.048099864,0.13111652,0.03932665,0.09015201,0.035199333
RP11-386I8.6,0.0038123426,0.002231458,0.0018796762,0,0,0.0033524225,0.010489623,0.003463742,0.0010625272,0.006306376,0.0008869152,0.001036344,0,0,0.008351469,0,0.00066309015,0.0005571843,0.0013222405,0.0005527621,0.0006046839,0,0.0011401437,0.00078653306,0.0014901159,0.0003628797
