GeneID,6
RP11-34P13.7,0.0023328948
FO538757.3,0.0028513155
FO538757.2,0.16408025
AP006222.2,0.062210523
RP4-669L17.10,0.0062210537
RP5-857K21.4,0.0033697365
RP11-206L10.9,0.046917103
LINC00115,0.032401312
FAM41C,0.016330263
RP11-54O7.3,0.0044065784
SAMD11,0.03136447
NOC2L,0.503646
KLHL17,0.017367104
PLEKHN1,0.073356576
PERM1,0.036807895
RP11-54O7.17,0.017367104
HES4,1.1921091
ISG15,2.6566489
AGRN,0.3802618
RP11-54O7.18,0.0
RNF223,0.07957763
C1orf159,0.09668553
RP11-465B22.8,0.029031575
TTLL10,0.004925
TNFRSF18,0.2763184
TNFRSF4,0.0049249995
SDF4,1.2050697
B3GALT6,0.050027627
FAM132A,0.010886841
RP5-902P8.12,0.00025921053
UBE2J2,0.49690658
SCNN1D,0.012442104
ACAP3,0.10549867
PUSL1,0.22395791
CPSF3L,0.48653814
CPTP,0.3027579
TAS1R3,0.012182894
DVL1,0.12079211
MXRA8,0.07206052
AURKAIP1,2.674016
CCNL2,0.37352234
MRPL20,1.9570396
RP4-758J18.13,0.004665789
ANKRD65,0.051582888
RP4-758J18.7,0.0015552632
RP4-758J18.10,0.029809205
VWA1,0.3955553
ATAD3C,0.03680789
ATAD3B,0.14308421
ATAD3A,0.14593552
TMEM240,0.0010368421
SSU72,2.1177502
RP5-832C2.5,0.026439471
C1orf233,0.036548678
RP11-345P4.9,0.042769734
MIB2,0.14282498
MMP23B,0.0020736842
CDK11B,0.16796842
RP11-345P4.10,0.009072369
SLC35E2B,0.18481712
RP11-345P4.7,0.0012960527
CDK11A,0.1306421
SLC35E2,0.016589472
NADK,0.24547234
GNB1,0.6000724
RP1-140A9.1,0.0033697365
CALML6,0.0012960527
TMEM52,0.061951313
GABRD,0.0124421045
PRKCZ,0.1599329
RP11-181G12.2,0.0012960527
FAAP20,1.2709093
SKI,0.10627631
MORN1,0.06558025
RER1,2.3287473
PEX10,0.23795526
PLCH2,0.028253946
PANK4,0.029290786
HES5,0.0015552632
RP3-395M20.12,0.08968685
RP3-395M20.8,0.01451579
TNFRSF14,0.26983815
RP3-395M20.9,0.0010368421
FAM213B,0.24573158
MMEL1,0.21877368
TTC34,0.0049249995
LINC00982,0.0
PRDM16,0.0007776316
ARHGEF16,0.12053289
MEGF6,0.037585527
RP11-46F15.2,0.0018144738
TPRG1L,0.12986447
WRAP73,0.18066975
TP73,0.005443421
TP73-AS1,0.04588026
SMIM1,0.4427316
