,Cancer.cell.1
AC113423.2,0.0
AC025752.1,0.0
LINC01411,0.00031328396
AC108112.1,0.0
MSX2,0.003987249
AC113346.2,0.0
AC113346.1,0.0002278429
DRD1,0.00025632326
SFXN1,0.2723558
HRH2,0.0050695143
CPLX2,0.034366496
THOC3,0.3906293
AC138965.1,0.0
AC139491.3,0.0
AC139491.1,0.0005696076
FAM153B,0.014183344
AC139491.7,0.0163194
AC139491.4,0.00018986908
SIMC1,0.10557806
KIAA1191,0.33360234
AC138956.1,9.493454e-05
AC138956.2,0.0003892316
ARL10,0.040698923
NOP16,0.34487256
HIGD2A,2.5426607
CLTB,0.7815339
FAF2,0.4405161
RNF44,0.25749952
CDHR2,0.0008923859
GPRIN1,0.0034176335
SNCB,0.0006835294
EIF4E1B,0.002449309
TSPAN17,0.23359637
AC113391.1,1.898691e-05
LINC01574,0.030939516
UNC5A,0.042009037
HK3,0.00019936253
UIMC1,0.16764711
ZNF346,0.067698665
FGFR4,0.017752938
NSD1,0.71651256
RAB24,0.023373138
MXD3,0.032686345
PRELID1,2.847953
LMAN2,1.7249511
RGS14,0.15768832
SLC34A1,4.7467274e-05
PFN3,0.003673959
F12,0.05980001
GRK6,0.17915332
PRR7-AS1,0.01832255
PRR7,0.28550753
DBN1,0.6088599
PDLIM7,0.43265173
AC145098.1,2.8480366e-05
DOK3,0.0062277312
DDX41,0.25012028
FAM193B,0.099711016
AC139795.3,0.0083447965
TMED9,1.6235231
B4GALT7,0.26392323
AC139795.2,0.007376454
AC138819.1,0.00017088217
FAM153A,0.013993474
AC140125.2,0.0009113729
AC140125.1,0.0
AC140125.3,0.0
AC106795.3,0.00051264674
AC106795.2,0.01847445
AC106795.5,0.003142326
PROP1,6.645418e-05
FAM153C,0.0036359862
N4BP3,0.069398
RMND5B,0.2305048
NHP2,2.279381
HNRNPAB,1.6717104
PHYKPL,0.35749704
COL23A1,0.1720426
AC136601.1,0.0
CLK4,0.16163765
ZNF354A,0.14210935
ZNF354B,0.06535375
ZFP2,0.007936576
AC104117.5,0.0010252947
ZNF454,0.04151537
AC104117.3,0.0022214677
GRM6,0.0014714879
ZNF879,0.026705388
ZNF354C,0.049224164
ADAMTS2,0.011249832
AC109479.3,9.493455e-06
AC109479.1,9.493455e-06
AC136628.1,0.0
AC136628.4,2.8480366e-05
RUFY1,0.32396367
AC136604.2,0.0011487099
HNRNPH1,1.2210716
C5orf60,0.0006075815
AC136604.3,0.007946069
CBY3,0.00048416632
CANX,3.107885
MAML1,0.14733084
LTC4S,0.2831005
MGAT4B,1.1003517
SQSTM1,2.893843
MRNIP,0.23786542
AC008393.1,0.025727548
TBC1D9B,0.3504697
RNF130,0.42318282
AC010285.1,2.8480366e-05
RASGEF1C,0.006825822
MAPK9,0.16690658
AC008610.1,0.008297331
GFPT2,0.0067783436
AC034213.1,0.0023543765
CNOT6,0.20710242
SCGB3A1,0.15198193
FLT4,0.0046423036
LINC02222,1.898691e-05
OR2Y1,0.0
MGAT1,0.3656382
LINC00847,0.08002134
ZFP62,0.2007797
BTNL8,0.00067403575
BTNL3,0.0002278429
BTNL9,0.2074536
OR2V1,3.797382e-05
OR2V2,0.002240454
LINC01962,0.00018037563
AC008443.5,0.029420553
TRIM7,0.0034651011
AC008443.6,0.0013575663
AC008443.4,2.8480366e-05
TRIM41,0.1365746
AC008443.2,5.6960725e-05
RACK1,21.38753
TRIM52,0.15124218
AC008443.3,0.0009778271
AC138035.1,0.0031043515
AC138035.2,0.0
AL035696.3,2.8480366e-05
AL035696.1,0.0
DUSP22,0.25254416
IRF4,9.493454e-05
EXOC2,0.10678374
AL031770.1,2.8480366e-05
HUS1B,0.0035410488
AL357054.4,0.003598011
AL357054.2,0.00031328396
AL357054.3,0.0011392164
AL392183.1,7.594763e-05
AL356130.1,9.493455e-06
AL356130.2,3.797382e-05
AL033381.2,0.00071200967
AL033381.1,0.00012341491
FOXQ1,0.3062629
LINC01394,1.898691e-05
AL034346.1,0.0
FOXF2,0.001832239
AL512329.2,0.0147055015
FOXCUT,0.00012341491
FOXC1,0.1901468
GMDS,0.27120283
GMDS-DT,0.12324561
AL031768.1,0.0020410933
LINC01600,0.0027720835
LINC02521,0.0
MYLK4,0.004338509
WRNIP1,0.30914724
SERPINB1,1.1082177
SERPINB9P1,0.011847929
SERPINB9,0.109195106
AL133351.2,0.00010442799
SERPINB6,0.80601925
LINC01011,0.041259047
NQO2,0.2792906
AL133351.1,0.0051739425
AL031963.2,0.0
RIPK1,0.1343626
AL031963.3,0.051607043
BPHL,0.28631377
AL031963.1,0.00051264674
TUBB2A,0.032240126
LINC02525,0.0033416876
TUBB2B,0.06556249
PSMG4,0.5257633
SLC22A23,0.07350874
AL445309.1,0.0022404545
AL138881.1,0.0
PXDC1,0.15539086
AL391422.3,0.039303366
FAM50B,0.2273385
AL590004.3,9.493455e-06
AL590004.4,0.0030853667
AL138831.2,0.0014525012
AL138831.1,0.0010822555
PRPF4B,1.309303
FAM217A,9.493455e-06
C6orf201,1.898691e-05
ECI2,0.5516066
AL136309.4,5.6960725e-05
AL136309.2,0.0005696076
AL162718.1,0.00011392145
AL159166.1,9.493455e-06
LINC02533,8.544108e-05
AL034376.2,2.8480366e-05
AL034376.1,0.011781462
CDYL,0.41559356
AL356747.1,1.898691e-05
AL022725.1,0.00015189526
RPP40,0.16612811
AL359643.3,0.01778142
AL359643.2,0.0017373055
PPP1R3G,0.032961637
LYRM4,0.48454115
FARS2,0.17827041
AL021328.1,0.0048036934
AL022097.1,0.00049365975
AL136307.1,0.00506002
NRN1,0.0167181
F13A1,0.0022309609
LY86-AS1,0.0007499837
LY86,0.0005885946
AL031123.2,0.029591432
AL031123.1,0.002810057
AL136361.1,0.00021834945
AL158817.1,8.544108e-05
AL139390.1,0.00017088217
RREB1,0.27205068
SSR1,1.2279046
AL139095.4,0.0007215032
CAGE1,0.013215005
RIOK1,0.37678075
AL031058.1,0.09258133
DSP,3.353036
SNRNP48,0.22214027
BMP6,0.007177084
TXNDC5,0.012968173
BLOC1S5,0.19413418
EEF1E1-BLOC1S5,4.7467274e-05
EEF1E1,0.6855873
AL359378.1,0.00018986908
SLC35B3,0.22391365
AL137220.1,3.797382e-05
TFAP2A,0.33196858
AL138885.3,0.050021622
TFAP2A-AS1,0.012854249
AL138885.2,0.0006930227
LINC00518,0.0005316337
MIR5689HG,0.007594794
LINC02522,0.00016138871
GCNT2,0.15247636
AL139039.3,0.0040062345
C6orf52,0.044610277
PAK1IP1,0.43463188
TMEM14C,2.7763634
AL024498.1,0.0076612607
TMEM14B,2.3966496
AL024498.2,3.797382e-05
MAK,0.029515479
GCM2,9.493454e-05
AL357497.1,0.0032467528
SYCP2L,0.0073954356
ELOVL2,0.00075947697
ELOVL2-AS1,0.0
SMIM13,0.115935564
ERVFRD-1,9.493454e-05
AL139807.1,3.797382e-05
NEDD9,0.18303613
AL445430.1,0.00021834945
AL445430.2,0.0
TMEM170B,0.034793917
AL357518.1,0.00094934675
ADTRP,0.007946065
AL022724.1,0.0049271113
AL157373.1,0.0
AL157373.2,0.02584146
HIVEP1,0.25315046
EDN1,0.30580008
LINC02530,7.594763e-05
PHACTR1,0.17578308
AL008729.1,0.009635927
TBC1D7,0.21846625
AL008729.2,0.013889052
GFOD1,0.25214192
GFOD1-AS1,8.544108e-05
SIRT5,0.2578038
AL441883.1,0.052148186
NOL7,1.4166974
RANBP9,0.23924312
MCUR1,0.7817836
AL023583.1,0.01789534
RNF182,0.02750283
CD83,0.06014175
AL353152.1,3.797382e-05
LINC01108,9.493455e-06
AL080313.2,0.0
AL080313.1,9.493455e-06
AL109914.1,0.0
AL138720.1,0.00023733635
AL136162.1,0.014724485
JARID2,0.20973215
JARID2-AS1,0.003123339
DTNBP1,0.22121938
LINC02543,1.898691e-05
MYLIP,0.38140324
GMPR,0.74308395
AL009031.1,0.02026873
ATXN1,0.3001395
AL137003.1,0.0018322393
AL137003.2,0.015075748
STMND1,0.0034271295
RBM24,0.019888991
CAP2,0.14152074
FAM8A1,0.21078593
NUP153,0.25641435
AL138724.1,0.03917046
KIF13A,0.21172579
NHLRC1,0.05047732
TPMT,0.36316267
KDM1B,0.16436231
DEK,2.5510814
RNF144B,0.2869042
MIR548A1HG,0.0011866835
AL357052.1,0.00040821853
AL022068.1,0.038648304
ID4,2.2246344
MBOAT1,0.099976845
AL158198.1,0.0002753102
E2F3,0.27301866
CDKAL1,0.13444804
AL513188.1,3.797382e-05
AL031767.1,0.00019936253
LINC00581,0.0016423706
AL512380.1,0.0035695296
AL512380.2,0.0033701665
SOX4,3.6764643
CASC15,0.029705314
NBAT1,0.0021550148
AL359694.2,0.00014240181
PRL,0.00023733635
HDGFL1,1.898691e-05
AL033539.1,0.0
AL035401.1,0.00039872507
AL139231.1,0.0
NRSN1,0.00078795763
DCDC2,0.5547258
KAAG1,0.016271919
MRS2,0.37673166
GPLD1,0.019727603
ALDH5A1,0.26441535
KIAA0319,0.0062751984
TDP2,0.21449792
ACOT13,0.43403915
AL031775.1,0.01655675
C6orf62,0.88397187
AL031775.2,0.0016518643
AL133264.2,1.898691e-05
GMNN,0.18203935
ARMH2,9.493455e-06
AL512428.1,0.0
RIPOR2,0.04595836
AL133268.3,9.493455e-06
AL133268.2,0.0
CARMIL1,0.20007716
SCGN,2.8480366e-05
HIST1H2AA,0.0
HIST1H2BA,9.493455e-06
SLC17A4,0.00032277743
SLC17A1,0.0
SLC17A3,5.6960725e-05
SLC17A2,2.8480366e-05
TRIM38,0.71904737
U91328.2,0.00011392145
U91328.1,0.034888852
U91328.3,0.0020221067
HIST1H1A,0.02290792
HIST1H3A,0.0032277664
HIST1H4A,0.0020695736
HIST1H4B,0.0045188856
HIST1H3B,0.0049271095
HIST1H2AB,0.002515763
HIST1H2BB,0.0007499837
HIST1H3C,0.0005696076
HIST1H1C,1.6539037
HFE,0.024502873
HIST1H4C,1.678502
HIST1H1T,0.00037973817
HIST1H2BC,0.10331857
HIST1H2AC,1.0565863
HIST1H1E,0.0726923
HIST1H2BD,0.20675114
AL353759.1,0.0047847074
HIST1H2BE,0.019566195
HIST1H4D,0.0023069081
AL031777.3,0.054616503
HIST1H2AD,0.00019936253
HIST1H2BF,0.019252917
HIST1H4E,0.053059563
HIST1H2BG,0.11676147
HIST1H2AE,0.13585308
HIST1H3E,0.032059766
HIST1H1D,0.052746255
HIST1H4F,0.0011202294
HIST1H4G,0.0
HIST1H3F,0.0014525012
HIST1H2BH,0.028689533
HIST1H3G,0.013651696
HIST1H2BI,0.00044619237
HIST1H4H,0.20345686
BTN3A2,0.2257536
BTN2A2,0.06660691
BTN3A1,0.11354317
BTN3A3,0.10326163
BTN2A1,0.14803335
BTN1A1,3.797382e-05
HCG11,0.18468808
HMGN4,0.0364458
AL121936.1,0.00084491837
ABT1,0.34171265
AL513548.3,0.0014430077
ZNF322,0.3396562
AL513548.1,0.052262098
LINC00240,0.07273027
AL133255.1,0.005791027
AL021807.1,0.005971403
HIST1H2BJ,0.072891645
HIST1H2AG,0.035809718
HIST1H4I,0.003389153
HIST1H2BK,0.015930168
HIST1H2AH,0.005601154
PRSS16,0.10432491
POM121L2,8.544108e-05
ZNF391,0.033825573
AL031118.1,0.004718255
ZNF184,0.07965108
AL009179.1,0.011639072
HIST1H2BL,0.0012531381
HIST1H2AI,0.0030663784
HIST1H3H,0.04610076
HIST1H2AJ,0.0004556858
HIST1H2BM,0.00037973817
HIST1H4J,0.007898601
HIST1H4K,0.0
HIST1H2BN,0.05558486
HIST1H2AK,0.0071960776
HIST1H2AL,0.0013195922
HIST1H1B,0.006977708
HIST1H3I,0.0010537751
HIST1H4L,0.0002278429
HIST1H3J,0.00041771197
HIST1H2AM,0.0016233837
HIST1H2BO,0.00045568586
OR2B2,0.0
OR2B6,0.0040821834
AL121944.1,0.14990358
ZNF165,0.046603926
ZSCAN16-AS1,0.45451438
ZSCAN16,0.12851454
AL358933.1,0.0009778271
ZKSCAN8,0.15564722
ZSCAN9,0.0889453
ZKSCAN4,0.04986023
NKAPL,0.0056106374
ZSCAN26,0.11299254
AL021997.3,0.00014240181
PGBD1,0.04017678
ZSCAN31,0.11085648
ZKSCAN3,0.034594554
ZSCAN12,0.042493213
ZSCAN23,0.011021985
GPX6,9.493455e-06
GPX5,2.8480366e-05
ZBED9,0.03453759
AL049543.1,0.005126474
LINC00533,0.0
AL662890.1,0.0021929874
LINC01623,0.00012341491
HCG14,0.004167624
TRIM27,0.5990731
LINC01556,0.0036454774
HCG15,0.0027720835
AL662791.1,0.0017088251
ZNF311,0.018759254
AL662791.2,0.0
OR2W1,0.0
OR2B3,0.0
OR2J1,9.493455e-06
OR2J3,4.7467274e-05
AL645937.2,1.898691e-05
AL645937.4,0.00046517933
OR2J2,5.6960725e-05
OR14J1,3.797382e-05
OR5V1,0.0
OR12D3,0.0
OR12D2,0.0
OR11A1,0.0
OR10C1,0.0
OR2H1,0.0
MAS1L,0.0
AL662860.1,9.493455e-06
OR2I1P,0.0009968141
UBD,0.011999815
GABBR1,0.051682997
OR2H2,0.0
MOG,0.0002942971
ZFP57,0.001272125
HLA-F,0.18468803
AL645939.4,0.00017088217
HLA-G,0.018531388
AL645929.2,0.0002753102
HLA-A,4.9452395
HCG9,0.00025632326
ZNRD1,0.47499523
PPP1R11,0.4279872
RNF39,0.04579696
TRIM31,0.020107279
TRIM31-AS1,0.0015949034
TRIM40,0.0
TRIM10,0.00081643806
TRIM15,0.004756226
TRIM26,0.19628923
HCG17,0.008534668
HCG18,0.523147
TRIM39,0.052376032
TRIM39-RPP21,5.6960725e-05
RPP21,0.08676177
HLA-E,2.1286051
LINC02569,0.0031518186
GNL1,0.44089374
PRR3,0.10743879
ABCF1,0.85827255
PPP1R10,0.75714856
MRPS18B,0.71855175
ATAT1,0.13011897
C6orf136,0.12303675
DHX16,0.18867537
PPP1R18,0.04164828
NRM,0.048132394
MDC1,0.07897703
MDC1-AS1,0.00011392145
TUBB,3.0590472
AL662797.1,0.0039018046
FLOT1,1.2061523
IER3-AS1,0.013461841
IER3,1.2610424
HCG20,0.0009778271
LINC00243,0.0007215033
LINC02570,0.005990392
DDR1-DT,0.0011676968
DDR1,1.0457655
GTF2H4,0.006474565
VARS2,0.08035361
SFTA2,0.025119778
MUCL3,0.0010252943
HCG21,2.8480366e-05
MUC21,0.00013290836
MUC22,9.493455e-06
HCG22,6.645418e-05
C6orf15,0.015199101
PSORS1C1,0.1066793
CDSN,0.0066739237
PSORS1C2,0.004423954
CCHCR1,0.17619132
TCF19,0.033939485
POU5F1,0.06842966
AL662844.4,0.03146166
HCG27,0.019604186
AL662844.3,4.7467274e-05
HLA-C,5.0356774
HLA-B,5.1824846
LINC02571,9.493454e-05
AL645933.2,0.01815167
MICA,0.07825553
LINC01149,0.00019936253
MICB,0.012797286
MCCD1,0.0007120097
DDX39B,0.47680125
ATP6V1G2-DDX39B,9.493455e-06
DDX39B-AS1,0.0026581632
ATP6V1G2,0.0069587356
NFKBIL1,0.39735517
LTA,0.0006930228
TNF,0.072179526
LTB,0.04577778
LST1,0.0037878824
NCR3,0.00017088217
AIF1,0.0014809815
PRRC2A,0.5607595
BAG6,0.52222896
APOM,0.03290469
C6orf47,0.15353964
C6orf47-AS1,0.0011961772
GPANK1,0.28664407
CSNK2B,1.0757107
AL662899.2,2.8480366e-05
LY6G5B,0.007585313
LY6G5C,0.018977607
ABHD16A,0.00977833
AL662899.1,0.0
LY6G6F,0.0
LY6G6F-LY6G6D,0.00073099666
LY6G6E,0.00050315325
LY6G6D,6.645418e-05
MPIG6B,0.0033037134
LY6G6C,0.044771615
DDAH2,1.333236
CLIC1,3.357988
MSH5,0.01551245
MSH5-SAPCD1,0.0007594772
SAPCD1,0.00021834945
SAPCD1-AS1,0.009104287
VWA7,0.0073289867
VARS,0.26654938
LSM2,1.0555581
HSPA1L,0.010642245
HSPA1A,2.2598827
HSPA1B,1.5675554
C6orf48,1.4530315
NEU1,0.43484652
SLC44A4,0.4702567
EHMT2-AS1,0.0029904314
EHMT2,0.59256244
C2,0.34677014
ZBTB12,0.011696031
AL645922.1,0.0
C2-AS1,0.00034176433
CFB,0.22349633
NELFE,0.6520437
SKIV2L,0.12942593
DXO,0.15405229
STK19,0.26736668
C4A,0.002487282
C4B,0.0032372598
CYP21A2,0.010518821
TNXB,0.0155219445
ATF6B,0.542372
FKBPL,0.10884385
PRRT1,0.012911211
AL662884.4,0.012977671
PPT2,0.04498053
PPT2-EGFL8,0.0032467525
EGFL8,0.00911378
AGPAT1,0.3738024
RNF5,0.5818119
AGER,0.039607156
PBX2,0.42531207
GPSM3,0.07882513
NOTCH4,0.026506016
AL662796.1,0.021483915
C6orf10,0.00018986908
BTNL2,2.8480366e-05
HLA-DRA,5.178003
HLA-DRB5,0.88977015
HLA-DRB1,3.8603432
HLA-DQA1,0.36196145
HLA-DQB1,0.8336647
HLA-DQB1-AS1,8.544108e-05
HLA-DQA2,0.07192326
HLA-DQB2,0.010917552
HLA-DOB,0.015702322
AL669918.1,0.00010442799
TAP2,0.24524502
PSMB8,0.9870626
PSMB8-AS1,0.063692376
PSMB9,0.6147768
TAP1,0.38631126
HLA-DMB,0.34485677
AL645941.2,9.493455e-06
HLA-DMA,0.7528125
BRD2,1.2017819
AL645941.3,0.00025632326
HLA-DOA,0.11520453
HLA-DPA1,1.389172
HLA-DPB1,1.0939692
HCG24,0.0003322709
COL11A2,0.008933387
RXRB,0.20539357
SLC39A7,0.7008899
HSD17B8,0.18159315
RING1,0.27373827
AL645940.1,0.0037973754
HCG25,0.010594777
VPS52,0.17085591
RPS18,78.7696
B3GALT4,0.13221705
WDR46,0.4938454
PFDN6,0.723359
RGL2,0.27309215
TAPBP,1.4105388
ZBTB22,0.128581
DAXX,0.2709709
AL662820.1,2.8480366e-05
KIFC1,0.022623137
PHF1,0.14814727
CUTA,2.690494
SYNGAP1,0.11825197
SYNGAP1-AS1,0.010215034
ZBTB9,0.00039872507
BAK1,0.24148914
LINC00336,0.005306852
ITPR3,0.21970038
UQCC2,0.86437845
IP6K3,0.014202334
LEMD2,0.2111182
MLN,0.00015189526
LINC01016,0.0032087807
AL138889.1,0.00030379053
GRM4,0.0044809137
HMGA1,1.8980981
SMIM29,0.21477322
NUDT3,0.5262934
RPS10-NUDT3,0.0028385373
RPS10,4.2917285
PACSIN1,0.025034513
SPDEF,0.23915303
C6orf106,0.26117057
AL451165.2,0.11517606
SNRPC,1.2253046
UHRF1BP1,0.105957806
TAF11,0.5701791
ANKS1A,0.22127634
TCP11,0.007699234
SCUBE3,0.024844604
Z97832.2,0.010186553
ZNF76,0.1420524
DEF6,0.040214755
PPARD,0.07113535
FANCE,0.038097683
RPL10A,24.403408
TEAD3,0.18490642
TULP1,0.0030853674
AL033519.3,0.004034715
FKBP5,0.20074154
AL157823.2,0.00066454243
ARMC12,0.0036075034
CLPSL2,0.0024682956
CLPSL1,0.01711685
CLPS,0.0015854099
LHFPL5,0.0012816185
SRPK1,0.7054163
SLC26A8,0.0007784641
MAPK14,0.2973883
MAPK13,0.25789478
Z84485.1,0.027711699
BRPF3,0.14077076
PNPLA1,0.00015189526
C6orf222,0.00077846396
ETV7,0.0327243
Z84484.1,0.0006835294
PXT1,0.0006740359
KCTD20,0.3075707
STK38,0.22711909
SRSF3,2.4052749
PANDAR,0.0
CDKN1A,0.104286864
RAB44,8.544108e-05
CPNE5,0.03306605
PPIL1,0.22422694
C6orf89,0.610062
AL122034.1,0.0002942971
PI16,0.0014240204
MTCH1,2.8508177
FGD2,0.024768688
PIM1,0.17403623
TMEM217,0.019110516
TBC1D22B,0.083904214
RNF8,0.4493705
CMTR1,0.17235592
CCDC167,0.68069935
LINC02520,0.0
AL353597.1,0.00016138871
MDGA1,0.02347755
AL121574.1,0.0006075815
ZFAND3,0.33232832
BTBD9,0.06476515
BTBD9-AS1,0.00013290836
GLO1,1.1413695
AL391415.1,1.898691e-05
DNAH8,0.0011012424
AL034345.2,0.0
GLP1R,0.0015094619
SAYSD1,0.26510867
KCNK5,0.084483325
KCNK17,0.00063606194
KCNK16,9.493455e-06
KIF6,0.016556742
DAAM2,0.059980374
AL590999.1,0.0071960725
MOCS1,0.07545493
AL139275.2,3.797382e-05
TDRG1,0.0061327857
LINC00951,0.00028480362
AL139275.1,0.0
LRFN2,0.0007689706
UNC5CL,0.019642157
OARD1,0.60677195
TSPO2,0.00020885598
APOBEC2,0.00018986908
NFYA,0.11831844
TREML1,7.594763e-05
TREM2,0.00018986908
TREML2,0.00055062067
TREML4,3.797382e-05
TREM1,0.001594903
NCR2,0.0013100987
FOXP4-AS1,0.020582026
LINC01276,3.797382e-05
FOXP4,0.37662655
MDFI,0.04896781
TFEB,0.0942712
AL035588.1,0.0
PGC,0.00013290836
AL365205.3,4.7467274e-05
FRS3,0.039426778
AL365205.1,0.024835141
PRICKLE4,0.00014240181
USP49,0.0896858
AL160163.1,9.493454e-05
MED20,0.1271095
BYSL,0.2551962
CCND3,0.3839594
AL513008.1,5.6960725e-05
TAF8,0.23998174
AL512274.1,0.16387802
C6orf132,0.65423125
GUCA1A,0.0006075815
GUCA1B,0.0018132523
MRPS10,0.6657621
TRERF1,0.0904168
UBR2,0.4351147
PRPH2,0.0030473918
TBCC,0.58008295
BICRAL,0.13047972
RPL7L1,1.9394732
C6orf226,0.25503382
PTCRA,2.8480366e-05
CNPY3,0.81854004
AL035587.1,0.010490349
GNMT,0.010338452
PEX6,0.36516148
PPP2R5D,0.13544486
MEA1,1.0269632
KLHDC3,0.6901384
RRP36,0.60671365
AL136304.1,0.009873267
CUL7,0.2872153
KLC4,0.18031153
MRPL2,0.7982995
AL355385.1,0.00856315
PTK7,0.5459138
SRF,0.30457428
CUL9,0.13280565
AL133375.1,0.0007120098
DNPH1,1.9411616
TTBK1,0.001746799
SLC22A7,7.594763e-05
CRIP3,0.011069453
ZNF318,0.21038719
ABCC10,0.111464076
DLK2,0.0076992325
TJAP1,0.19339369
LRRC73,0.046546966
POLR1C,0.37937006
YIPF3,1.4687494
AL355802.2,0.0116485655
XPO5,0.28503087
POLH,0.07204673
POLH-AS1,0.0010158011
GTPBP2,0.09543891
MAD2L1BP,0.17756788
RSPH9,0.010328956
MRPS18A,0.5931134
AL136131.2,3.797382e-05
VEGFA,0.9344545
AL136131.3,0.0028480305
AL157371.2,9.493455e-06
LINC02537,9.493455e-06
AL109615.3,0.025974378
C6orf223,0.02189212
AL109615.2,0.0003322709
MRPL14,2.0545495
TMEM63B,0.22914797
CAPN11,0.00046517933
MYMX,0.0004366989
SLC29A1,0.18672918
HSP90AB1,20.768866
SLC35B2,0.3602431
NFKBIE,0.100812286
TMEM151B,0.0004366989
AL353588.1,7.594763e-05
TCTE1,0.0007120097
AARS2,0.07924286
SPATS1,0.0
CDC5L,0.8232904
AL136140.1,3.797382e-05
SUPT3H,0.10044202
RUNX2,0.025812985
AL096865.1,0.0071580964
RUNX2-AS1,9.493454e-05
CLIC5,0.48051134
AL035701.1,0.007215063
ENPP4,0.16639395
ENPP5,0.1947323
RCAN2,0.008259357
AL359633.2,0.0
CYP39A1,0.028224358
SLC25A27,0.07256887
AL591242.1,4.7467274e-05
TDRD6,0.019091532
PLA2G7,0.012977647
ANKRD66,0.0004556858
AL161618.1,1.898691e-05
MEP1A,2.8480366e-05
ADGRF5,0.0046328097
AL096772.1,0.0
ADGRF1,0.057189237
TNFRSF21,0.14076127
AL355353.1,0.04821784
CD2AP,0.88570946
ADGRF2,0.0014430074
ADGRF4,0.010461843
OPN5,0.0003322709
PTCHD4,0.00040821853
MUT,0.22803971
CENPQ,0.057160795
GLYATL3,9.493455e-06
C6orf141,0.010737162
RHAG,0.00095884025
CRISP2,0.00051264674
CRISP3,0.023429977
PGK2,0.00026581672
AL121974.1,0.00039872507
CRISP1,0.00012341491
DEFB133,0.0
AL138826.1,0.0
TFAP2D,0.0
TFAP2B,0.00018037565
AL355997.1,0.0
PKHD1,0.02276554
LINCMD1,1.898691e-05
IL17A,0.0
IL17F,3.797382e-05
MCM3,0.46254897
PAQR8,0.03602803
EFHC1,0.33312562
TRAM2,0.1373056
TRAM2-AS1,0.10213188
TMEM14A,0.5776845
GSTA2,0.0024588022
GSTA1,0.10644186
GSTA5,0.011838408
GSTA3,0.00014240181
GSTA4,0.12097663
ICK,0.23675607
FBXO9,0.5076286
GCM1,0.0006930228
ELOVL5,0.19442849
AL034374.1,0.0006740359
GCLC,0.14581184
AL033397.2,0.00010442799
AL033397.1,0.0002753102
LINC01564,0.00037973817
KLHL31,0.009056818
AL590652.1,0.0038258568
AL513211.1,0.0014335142
LRRC1,0.16631798
AL033384.2,5.6960725e-05
MLIP,0.0014809815
AL033384.1,0.009170739
MLIP-AS1,0.0
TINAG,0.0
AL589946.1,0.0
AL512363.1,0.00024682982
FAM83B,0.012313113
HCRTR2,0.00079745095
GFRAL,2.8480366e-05
HMGCLL1,0.0040821834
BMP5,0.00042720544
COL21A1,0.0044524325
DST,0.3042624
AL512422.1,6.645418e-05
BEND6,0.01928139
KIAA1586,0.08306877
ZNF451,0.4017676
ZNF451-AS1,0.0023828554
BAG2,0.10730587
RAB23,0.047116578
PRIM2,0.127869
FO680682.1,0.00012341491
AL021368.3,0.002886004
AL021368.1,0.005629637
AL021368.2,0.1870235
AL445250.1,0.015142203
KHDRBS2,0.003028407
FKBP1C,0.0022784278
LGSN,0.033094563
PTP4A1,0.3881207
AL135905.1,0.01073718
PHF3,0.9715238
EYS,0.004756226
AL354719.2,6.645418e-05
AL357375.1,6.645418e-05
AL713998.1,0.017638955
AL646090.1,0.0005316337
LINC02549,1.898691e-05
AL391807.1,0.004034716
ADGRB3,0.0014999683
LMBRD1,0.34719518
COL19A1,0.0006835292
COL9A1,0.17223188
AL160262.1,6.645418e-05
AL365226.2,2.8480366e-05
AL365226.1,0.0018797062
FAM135A,0.12466016
SDHAF4,0.137429
AL583856.2,0.0048036953
SMAP1,0.6382996
B3GAT2,0.032297105
OGFRL1,0.12272345
AL136164.2,0.0009018792
AL136164.1,5.6960725e-05
LINC00472,0.041059684
LINC01626,9.493455e-06
RIMS1,0.0023164027
KCNQ5,0.018502912
KCNQ5-AS1,6.645418e-05
AL365232.1,6.645418e-05
KHDC1L,0.0044239555
KHDC1,0.047315948
AC019205.1,0.058926605
DPPA5,0.006436587
KHDC3L,0.00037973817
OOEP,0.010651736
OOEP-AS1,0.0
DDX43,0.017420653
CGAS,0.048834924
MTO1,0.094783865
AL603910.1,0.0005316337
EEF1A1,77.62601
AL121972.1,0.00085441204
SLC17A5,0.14243214
AL590428.1,0.011173883
CD109,0.19744742
AL357507.1,0.03045534
AL356277.3,0.014620047
AL356277.2,0.0033511813
COL12A1,0.43652242
COX7A2,4.3403683
TMEM30A,0.5246973
AL080250.1,0.010708701
FILIP1,0.26641122
AL445465.1,0.00020885598
AL445465.2,1.898691e-05
SENP6,0.60585505
MYO6,0.48624992
IMPG1,0.00017088217
LINC02540,1.898691e-05
AL591030.1,0.0003702447
AL590426.2,0.00011392145
HTR1B,3.797382e-05
MEI4,0.00095884025
AL121718.1,1.898691e-05
AL450327.1,0.0003512578
IRAK1BP1,0.1704382
PHIP,1.0630708
HMGN3,2.4381008
HMGN3-AS1,0.03706288
AL078601.2,0.00021834945
LCA5,0.109764725
AL451064.1,0.004404963
SH3BGRL2,0.08078082
LINC01621,0.00019936253
AL132875.2,9.493455e-06
ELOVL4,0.011686536
TTK,0.030797109
BCKDHB,0.15502062
AL359715.3,0.00664545
AL359715.1,0.0069872164
AL359715.2,0.005240399
TENT5A,0.11546084
AL359693.1,9.493455e-06
LINC01526,0.00016138871
LINC02542,0.0046423003
AL360157.1,3.797382e-05
IBTK,0.34511086
TPBG,0.19530186
