,T.cell
GLRB,6.7695466e-05
GRIA2,0.00041745536
LINC02433,0.0
AC093817.1,3.3847737e-05
FAM198B,0.0062392973
FAM198B-AS1,0.0007108024
AC098679.1,0.0006318243
TMEM144,0.0024821735
RXFP1,5.6412893e-05
AC121161.2,0.0
C4orf46,0.05263298
ETFDH,0.16250217
PPID,0.4923176
FNIP2,0.074964546
C4orf45,1.1282579e-05
RAPGEF2,0.10490682
AC074344.2,0.0
LINC02233,0.0
LINC02477,0.0
AC104793.1,2.2565158e-05
FSTL5,0.0
AC023136.1,0.00012410835
AC005150.1,0.0
AC022272.1,0.0001015432
NAF1,0.13963778
NPY1R,3.3847737e-05
NPY5R,0.0
TKTL2,2.2565158e-05
TMA16,0.37986246
MARCH1,0.0444184
AC093788.1,0.01165494
SMIM31,0.0005528463
APELA,1.1282579e-05
TRIM61,0.017814929
FAM218A,0.008157352
AC106872.10,0.0
TRIM60,0.012557499
TRIM75P,3.3847737e-05
TMEM192,0.17186603
KLHL2,0.11651401
GK3P,0.0009703017
MSMO1,0.26138997
CPE,0.014746289
LINC01179,9.026062e-05
TLL1,0.0001015432
AC097487.1,3.3847737e-05
SPOCK3,0.00028206443
AC079349.1,0.0
AC116634.1,0.0
ANXA10,0.0008913236
DDX60,0.8871908
DDX60L,0.68957967
PALLD,0.022418106
AC079858.1,0.0
AC080188.1,0.0
CBR4,0.20958385
AC021151.1,0.0003948902
SH3RF1,0.002470891
AC096741.1,2.2565158e-05
NEK1,0.22253384
CLCN3,0.28561965
HPF1,0.4362145
LINC02275,0.0002482167
AC084866.2,0.0
AC084866.1,0.0
MFAP3L,0.0013764743
AADAT,0.00025949927
LINC01612,1.1282579e-05
LINC02512,0.0
LINC02382,0.0
LINC02504,1.1282579e-05
AC074254.1,0.0
GALNTL6,0.00018052124
AC105285.1,0.004264835
GALNT7,0.17236081
AC097534.1,0.0013426266
HMGB2,3.7401962
AC097534.2,0.07698469
SAP30,0.36009547
SCRG1,0.036227282
AC093849.1,0.00011282577
HAND2,0.00038360764
HAND2-AS1,0.002109847
AC106895.1,0.0
LINC02269,0.0
AC106895.2,0.0
LINC02268,5.6412893e-05
AC012055.1,0.0
AC012055.2,0.0
FBXO8,0.14846936
CEP44,0.19675988
AC116616.1,0.0
HPGD,0.2453287
AC096751.2,0.000880041
GLRA3,0.00018052124
ADAM29,0.0010267145
AC105914.2,0.0
AC095050.1,1.1282579e-05
AC131094.1,0.0
GPM6A,0.0001466735
AC097537.1,0.0
WDR17,0.00080106297
SPATA4,0.0
ASB5,1.1282579e-05
AC019163.1,0.00028206443
SPCS3,1.368623
AC093801.1,0.0
VEGFC,0.0005528463
AC092673.1,0.0
LINC02509,0.0
AC097518.1,1.1282579e-05
NEIL3,0.0519897
AC027627.1,0.00018052124
AGA,0.22803657
AC078881.1,0.0021662603
AC103879.1,0.0
LINC01098,0.0
LINC01099,1.1282579e-05
AC020551.1,0.0
AC104803.1,0.0
LINC00290,0.0
LINC02500,0.0
TEMN3-AS1,0.0
AC098864.1,0.0001466735
TENM3,0.00025949927
AC079226.2,0.0
AC079226.1,0.0
AC079766.1,0.00082362816
DCTD,0.29524064
AC019193.3,0.0
AC019193.2,0.0
WWC2-AS2,0.0006092591
WWC2,0.01718316
WWC2-AS1,4.5130317e-05
CLDN22,0.00036104248
CLDN24,0.0
CDKN2AIP,0.30261755
AC107214.1,0.0035878748
ING2,0.19385235
AC107214.2,0.0003497599
RWDD4,0.27857018
TRAPPC11,0.18700202
AC108477.1,1.1282579e-05
STOX2,0.006070057
ENPP6,0.008337872
LINC02363,0.00109441
LINC02362,0.00394892
IRF2,1.081999
LINC02427,0.0013426266
LINC02365,0.0014216049
CASP3,0.5618375
PRIMPOL,0.103327796
CENPU,0.17377068
ACSL1,0.09027693
AC084871.2,0.0018841935
MIR3945HG,0.0019631719
LINC01093,4.5130317e-05
LINC02437,0.0
HELT,0.0
LINC02436,0.0
SLC25A4,0.12904589
CFAP97,0.751091
SNX25,0.08863031
LRP2BP,0.032616932
AC112722.1,0.00062054174
ANKRD37,0.1981694
UFSP2,0.29152936
C4orf47,0.0020534338
CCDC110,0.0011846706
AC106897.1,0.00028206443
PDLIM3,0.0018390621
SORBS2,0.003475046
AC093797.1,0.0003384773
AC108472.1,1.1282579e-05
AC096659.1,0.0
TLR3,0.035584137
FAM149A,0.0028657843
CYP4V2,0.13993058
KLKB1,0.0035540264
F11,0.00012410835
F11-AS1,1.1282579e-05
MTNR1A,1.1282579e-05
FAT1,0.0010605623
AC108865.1,0.0
AC108865.2,0.0
AC110772.1,0.0
AC108474.1,1.1282579e-05
AC097652.1,0.00077849784
LINC02515,0.00072208495
AC093763.1,0.0
LINC02492,0.0
AC097521.1,0.0
ZFP42,0.0001466735
TRIML2,0.00037232507
TRIML1,0.0
AC138781.1,0.00018052124
LINC02434,1.1282579e-05
LINC01060,0.0
LINC02508,0.0
AC093909.4,0.0
AC122138.1,0.0
AC107391.1,1.1282579e-05
AC105924.1,0.0
LINC01262,2.2565158e-05
AF250324.1,3.3847737e-05
FRG1-DT,0.0044340747
LINC01596,9.026062e-05
FRG1,0.7681604
FRG2,1.1282579e-05
DBET,1.1282579e-05
DUX4,1.1282579e-05
PLEKHG4B,0.00065438944
LRRC14B,2.2565158e-05
CCDC127,0.19755958
SDHA,0.64161235
AC021087.1,0.001884194
PDCD6,1.2651528
AHRR,0.002245239
EXOC3-AS1,0.05039873
EXOC3,0.26278976
SLC9A3,0.05428059
AC106772.1,1.1282579e-05
CEP72,0.030292839
TPPP,0.0056074704
AC026740.1,0.002042151
ZDHHC11B,0.0017262367
ZDHHC11,0.0031252857
BRD9,0.78841364
TRIP13,0.0369269
AC122719.1,0.0
AC122719.2,0.0
AC116351.1,0.00072208495
AC116351.2,0.00012410835
NKD2,0.00092517136
SLC12A7,0.053784043
AC114291.1,0.0
SLC6A19,0.0
SLC6A18,0.0
TERT,0.000586694
CLPTM1L,0.53296846
LINC01511,0.00012410835
SLC6A3,0.00077849784
LPCAT1,0.26015085
AC091849.2,0.0001015432
AC026412.3,0.0009477365
AC112176.1,0.00019180382
MRPL36,0.50260544
NDUFS6,1.6809335
IRX4,1.1282579e-05
AC025183.1,0.0
AC025183.2,0.0
AC126768.2,0.0
AC126768.1,0.0
AC126768.3,2.2565158e-05
AC091891.2,0.0026288496
AC091891.1,0.0
IRX2,3.3847737e-05
C5orf38,2.2565158e-05
LINC01019,1.1282579e-05
LINC02162,0.0
LINC01017,0.0
IRX1,5.6412893e-05
AC016595.1,0.0
AC025187.1,0.0
LINC02063,0.0
AC106799.3,5.6412893e-05
AC106799.2,0.0
AC106799.1,0.0
LINC02114,0.0
AC026719.1,0.0
AC026719.2,0.0
AC010451.3,0.0
AC010451.1,0.0
LINC01020,0.0
AC010451.2,0.0
LINC02121,0.0
AC022424.1,0.0
ADAMTS16,0.00041745536
AC022424.2,0.0
ICE1,0.51906097
AC010266.2,0.0
LINC02145,0.0009928668
MED10,1.0036491
UBE2QL1,0.0003948902
LINC01018,0.00021436896
NSUN2,0.19787548
SRD5A1,0.055691067
LINC02102,0.0007672153
TENT4A,0.18019007
AC122710.2,1.1282579e-05
AC122710.3,7.897804e-05
LINC02236,0.0
AC122710.1,0.00012410835
LINC02196,0.0
LINC02123,0.0
AC027343.1,0.0
LINC02142,0.00016923864
ADCY2,0.0031591342
AC093305.1,0.0
C5orf49,0.00048515087
MTRR,0.12484964
FASTKD3,0.079162784
AC025174.1,7.897804e-05
LINC02226,4.5130317e-05
AC091965.1,0.0001015432
AC091965.4,0.0026401319
MIR4458HG,0.046381567
AC091932.1,0.0
LINC02199,0.0
AC021088.1,0.0
SEMA5A,0.0011508228
AC091906.1,1.1282579e-05
SEMA5A-AS1,0.0
SNHG18,0.0022565213
TAS2R1,0.0
LINC02112,0.0
LINC02221,0.0
AC034229.1,0.0011621055
AC034229.2,3.3847737e-05
AC034229.4,0.0013539091
FAM173B,0.084759906
AC012640.1,0.0015457142
CCT5,1.058214
AC012640.4,0.0016021274
AC012640.3,1.1282579e-05
CMBL,0.010131816
AC012640.2,0.01550211
MARCH6,0.60267454
ROPN1L-AS1,1.1282579e-05
ROPN1L,0.0077624577
LINC01513,0.0017262365
AC092336.1,0.0
LINC02212,0.0
LINC02213,0.0
ANKRD33B,0.019292954
ANKRD33B-AS1,4.5130317e-05
DAP,0.24355769
AC012629.2,0.00011282577
AC012629.1,0.0
CTNND2,0.0003497599
AC106771.1,0.0
LINC01194,3.3847737e-05
DNAH5,7.897804e-05
AC016576.1,2.2565158e-05
TRIO,0.0294693
OTULINL,0.36066282
AC010491.1,0.017036473
OTULIN,0.8454019
ANKH,0.33965963
AC016575.1,0.0054607964
AC016651.1,4.5130317e-05
LINC02149,1.1282579e-05
FBXL7,0.0001015432
AC010638.1,0.0
MARCH11,3.3847737e-05
AC016650.1,0.0
AC092335.1,0.0
LINC02150,0.0004400205
ZNF622,0.386063
RETREG1,0.3341019
AC022113.1,0.0019067592
AC022113.2,0.0020195858
MYO10,0.0039602015
BASP1,0.10274051
AC026790.1,0.0
BASP1-AS1,0.0001466735
AC026785.2,0.0010492797
AC026785.3,0.0
LINC02111,0.0
LINC02217,2.2565158e-05
LINC02218,0.0
AC106774.10,0.0
AC106774.8,0.0
AC233724.15,1.1282579e-05
AC233724.6,1.1282579e-05
H3.Y,6.769547e-05
LINC02223,5.6412893e-05
LINC02100,0.0015457142
AC106744.1,0.0
AC106744.2,0.0
CDH18,0.00013539093
LINC02241,0.0006318243
LINC02146,0.0
AC093274.1,0.001974455
AC091946.2,0.00041745536
AC091946.1,3.3847737e-05
CDH12,0.00016923864
AC010445.1,1.1282579e-05
PRDM9,1.1282579e-05
C5orf17,0.008270177
CDH10,0.0
LINC02228,0.00027078186
LINC02211,0.0017375194
AC099499.2,0.00025949927
AC099499.1,0.0
AC106754.1,3.3847737e-05
AC022140.1,0.00047386825
CDH9,1.1282579e-05
AC113355.1,0.0
PURPL,0.00031591216
LINC02103,0.0
AC008825.1,0.0
LINC02109,0.00047386825
LINC02064,2.2565158e-05
AC113386.1,0.0
CDH6,0.0016698226
DROSHA,0.117416605
C5orf22,0.091292284
PDZD2,0.0058218404
AC022447.3,0.0
AC022447.1,0.0
AC022447.7,0.0
AC025178.1,0.0009928668
GOLPH3,0.31696534
AC025181.2,0.029311294
MTMR12,0.15555324
ZFR,0.6177693
SUB1,5.5562406
LINC02061,0.0
NPR3,0.0007108024
AC010343.3,2.2565158e-05
LINC02120,0.0
AC034223.1,0.0
AC034223.2,0.0
LINC02160,0.0
AC034231.1,0.0015005836
TARS,0.46888185
AC034232.2,0.0
ADAMTS12,0.00019180382
RXFP3,0.0
SLC45A2,0.00018052124
AMACR,0.011214942
C1QTNF3-AMACR,0.0005415637
C1QTNF3,0.017205697
AC139792.1,0.002764241
AC025754.2,1.1282579e-05
RAI14,0.0042422675
AC025754.1,0.0
AC026801.2,0.004388944
TTC23L,0.00042873793
RAD1,0.22987573
BRIX1,0.39541653
DNAJC21,0.92685145
AGXT2,1.1282579e-05
PRLR,0.0014103223
SPEF2,0.09572459
AC137810.1,0.0004513031
IL7R,9.114035
CAPSL,0.002493455
AC112204.2,0.0
UGT3A1,1.1282579e-05
UGT3A2,0.0032493933
LMBRD2,0.13371545
SKP2,0.09002874
NADK2,0.04986839
NADK2-AS1,0.0001015432
RANBP3L,0.000101543206
SLC1A3,0.012850856
AC008957.2,0.0
AC008957.1,0.003035025
AC026741.1,0.0016923888
NIPBL,1.3172885
CPLANE1,0.15785562
NUP155,0.13673927
WDR70,0.37903628
GDNF-AS1,2.2565158e-05
GDNF,7.897804e-05
LINC02117,0.0
AC008869.1,0.0
AC034226.1,0.0
LINC02107,0.0
LINC02119,0.0
EGFLAM,0.0002482167
EGFLAM-AS4,1.1282579e-05
EGFLAM-AS3,0.0
EGFLAM-AS2,0.0
EGFLAM-AS1,2.2565158e-05
AC010457.1,3.3847737e-05
LIFR,0.0011959531
LIFR-AS1,0.00019180382
AC010425.1,0.0
OSMR-AS1,0.00018052127
AC091435.2,0.0
OSMR,0.0037909616
RICTOR,0.88693005
FYB1,5.023017
C9,6.7695466e-05
DAB2,0.053027965
LINC02104,2.2565158e-05
LINC00603,1.1282579e-05
LINC00604,0.0
AC093277.1,0.00042873793
TTC33,0.14222069
PTGER4,1.406687
PRKAA1,0.497955
RPL37,33.556618
CARD6,0.0672237
C7,0.0005528463
MROH2B,0.0
C6,3.3847737e-05
PLCXD3,3.3847737e-05
OXCT1,0.3876921
C5orf51,0.10866302
FBXO4,0.12905738
AC108099.1,1.1282579e-05
GHR,0.0002030864
CCDC152,0.1352168
SELENOP,0.04485827
AC008945.1,0.0023355002
AC008875.1,0.005291556
AC025171.3,0.12995918
AC025171.5,0.014136988
ANXA2R,0.45974302
AC025171.2,0.063658044
AC025171.4,0.020815952
ZNF131,0.6292612
NIM1K,0.0017036713
AC114947.2,0.0009138888
HMGCS1,0.21240543
CCL28,0.16373245
TMEM267,0.10825714
C5orf34,0.02140262
AC114956.2,0.00022565154
AC114956.1,0.004795119
PAIP1,0.3373933
NNT-AS1,0.21550758
NNT,0.31983128
FGF10,1.1282579e-05
FGF10-AS1,0.0
LINC02224,0.0
AC093292.1,0.0
MRPS30-DT,0.005686449
AC093297.1,1.1282579e-05
MRPS30,0.3145174
AC093297.2,0.023771834
AC114954.1,6.7695466e-05
HCN1,5.6412893e-05
AC122694.1,0.0
EMB,2.7106664
AC112187.3,0.0013200615
PARP8,1.3125182
AC022441.1,2.2565158e-05
AC022441.2,0.0
AC008808.2,0.0
LINC02106,0.0
AC008808.1,0.0
AC010478.1,0.0
ISL1,4.5130317e-05
AC091860.2,0.0
LINC02118,0.0
AC022126.1,0.03066518
ITGA1,1.1434253
PELO,0.2148073
AC025180.1,2.2565158e-05
ITGA2,0.12946491
AC008966.2,0.00085747585
MOCS2,0.25496155
AC008966.1,0.013144169
FST,0.005979792
NDUFS4,0.5421277
LINC02105,0.0
AC025175.1,0.002956046
ARL15,0.07550675
LINC01033,0.0007672153
HSPB3,4.5130317e-05
SNX18,0.18290824
AC112198.3,0.0
ESM1,0.011869305
GZMK,5.216403
AC034238.3,4.5130317e-05
AC034238.2,0.00011282577
GZMA,11.381564
CDC20B,0.0009138888
GPX8,0.0012974964
MCIDAS,0.0
CCNO,0.0016134087
AC026704.1,0.00048515084
DHX29,0.5252427
MTREX,0.4663404
PLPP1,0.13582772
SLC38A9,0.12263863
DDX4,0.00027078186
IL31RA,0.0018729111
IL6ST,0.7388342
AC008914.1,0.025904138
AC008892.1,0.0033396566
AC016596.1,0.008461983
ANKRD55,0.028995562
AC034245.1,0.00038360764
LINC01948,0.0004964334
C5orf67,3.3847737e-05
AC008940.1,4.5130317e-05
MAP3K1,0.366451
AC008937.2,0.00065438944
AC008937.1,1.1282579e-05
SETD9,0.037908196
MIER3,0.09780035
AC008937.3,0.0026852624
AC016644.1,0.0001015432
GPBP1,2.061268
AC025470.2,0.0
ACTBL2,6.7695466e-05
AC008780.1,0.0
AC008780.2,1.1282579e-05
AC106822.1,1.1282579e-05
LINC02225,0.0
LINC02101,0.0
PLK2,0.046156023
GAPT,0.015253986
LINC02108,0.000586694
RAB3C,0.00011282577
AC016642.1,0.0001015432
AC008852.1,0.0
PDE4D,0.5068066
AC092343.1,0.0041181603
AC034234.1,0.0
PART1,0.0030575893
DEPDC1B,0.05294868
ELOVL7,0.0010831275
AC104113.1,0.0025498704
ERCC8,0.058489703
AC022445.1,3.3847737e-05
NDUFAF2,0.38432813
SMIM15,0.4115327
SMIM15-AS1,0.00011282577
LINC02057,1.1282579e-05
ZSWIM6,0.09355903
AC026746.1,0.0
C5orf64-AS1,0.0
AC026434.1,0.0
KIF2A,1.3559027
DIMT1,0.21222207
IPO11,0.055375185
LRRC70,0.0012523661
HTR1A,0.0
RNF180,0.00018052124
RGS7BP,4.5130317e-05
SHISAL2B,4.5130317e-05
SREK1IP1,0.68640417
CWC27,0.45514008
AC092354.2,0.0007108024
AC092354.1,0.0031140035
ADAMTS6,0.08627017
AC025176.1,0.0022452387
CENPK,0.33041063
PPWD1,0.45543206
TRIM23,0.20291738
TRAPPC13,0.12122916
SHLD3,0.04266918
SGTB,0.2856086
NLN,0.018322634
AC010359.1,0.0026288496
ERBIN,0.8244093
SREK1,0.75138813
AC025442.1,0.0002482167
LINC02065,2.2565158e-05
AC113378.1,7.897804e-05
LINC02229,0.0
MAST4,0.33079016
MAST4-AS1,0.0045356182
CD180,0.0057541425
AC010420.1,0.0
AC112206.2,6.7695466e-05
LINC02242,0.0018052154
AC106798.1,2.2565158e-05
AC024581.1,0.0003497599
LINC02219,0.0
PIK3R1,2.4962044
AC024579.1,1.1282579e-05
AC010280.2,0.0005528463
AC010280.3,0.0
AC010280.1,0.0
AC093523.1,0.0
AC093248.1,0.0
LINC02198,1.1282579e-05
AC010273.2,0.00012410835
SLC30A5,0.18909971
AC010273.1,0.003790963
CCNB1,0.18993878
CENPH,0.18120119
MRPS36,0.65086293
CDK7,0.11851037
CCDC125,0.1173035
AK6,0.32300043
TAF9,0.4742933
RAD17,0.22928873
MARVELD2,0.0034524822
AC145146.1,0.0
OCLN,0.035144098
GTF2H2C,0.098725595
SERF1B,0.0026175666
SMN2,0.025249762
AC146944.4,0.012974935
SERF1A,0.015456976
SMN1,0.050590623
NAIP,0.19847342
GTF2H2,0.25195065
LINC02197,0.0011169751
AC145141.2,0.0
AC145141.1,0.0
BDP1,1.3401878
MCCC2,0.21406183
CARTPT,6.7695466e-05
MAP1B,0.004546892
MRPS27,0.19438954
PTCD2,0.068081394
ZNF366,0.0020985627
LINC02056,3.3847737e-05
AC063979.2,0.0
AC035140.1,0.0003497599
TNPO1,0.45260304
AC008972.1,0.00013539093
AC008972.2,0.00068823714
FCHO2,0.039408747
TMEM171,0.006453669
TMEM174,0.0
AC116345.1,0.0
FOXD1,0.014712371
FOXD1-AS1,2.2565158e-05
LINC01385,0.0
AC099522.2,0.0070854994
BTF3,6.9467263
ANKRA2,0.23914617
UTP15,0.07760554
ARHGEF28,0.0099512935
AC091868.2,3.3847737e-05
AC093283.1,0.0
LINC02122,1.1282579e-05
AC106732.1,0.0
LINC01333,0.0
LINC01332,0.0
LINC01331,0.0
ENC1,0.065846704
HEXB,0.25721648
GFM2,0.10263973
NSA2,2.3483074
FAM169A,0.052396134
AC010501.1,0.001331344
AC116337.3,0.0010267145
GCNT4,0.04701347
LINC01336,0.026129814
ANKRD31,0.007209608
AC008897.2,0.0007672153
HMGCR,0.15832895
COL4A3BP,0.55895627
AC008897.3,0.0012072357
POLK,0.49159637
AC010245.1,0.0060700597
AC010245.2,0.008902006
ANKDD1B,0.0069275415
POC5,0.16226514
AC026774.1,0.0
SV2C,0.0014441703
AC113404.1,7.897804e-05
IQGAP2,1.3480273
AC026725.1,0.0045807487
F2RL2,0.0076721963
AC025188.1,0.0008123456
F2R,0.4725474
F2RL1,0.0073788483
S100Z,0.0142836645
CRHBP,0.00068823714
AGGF1,0.12160126
AC008581.2,1.1282579e-05
ZBED3,0.015885703
AC008581.1,0.0002482167
ZBED3-AS1,0.0064762332
AC022414.1,0.0
PDE8B,0.002764241
WDR41,0.1475793
OTP,2.2565158e-05
TBCA,1.7644427
AC108482.1,0.0
AP3B1,0.57627004
SCAMP1-AS1,0.20944792
SCAMP1,0.22459564
LHFPL2,0.017374953
ARSB,0.04921385
DMGDH,0.04702469
BHMT2,0.0012749312
BHMT,0.0004400205
JMY,0.32122058
HOMER1,0.063793406
TENT2,0.38442752
CMYA5,0.0048966585
AC008496.2,9.026062e-05
LINC01455,0.0
MTX3,0.15478702
THBS4,0.0016472581
AC012636.1,0.003023742
SERINC5,0.38834786
AC010260.1,0.0013764743
SPZ1,3.3847737e-05
ZFYVE16,0.25003317
AC008771.1,0.0059233843
FAM151B,0.0009928668
ANKRD34B,0.00028206446
LINC01337,0.0009477365
DHFR,0.24259849
AC008434.1,0.0008687584
MSH3,0.31754225
RASGRF2-AS1,0.0033396564
RASGRF2,0.065395586
AC026427.1,0.00036104248
CKMT2-AS1,0.07062043
CKMT2,0.0012636486
ZCCHC9,0.3740861
ACOT12,5.6412893e-05
SSBP2,0.12834558
AC026726.1,0.00085747585
ATG10,0.15357988
ATG10-AS1,4.5130317e-05
RPS23,30.218191
ATP6AP1L,0.02916478
AC026782.1,0.0
AC026782.2,2.2565158e-05
AC008885.2,3.3847737e-05
LINC01338,0.0
AC108174.1,5.6412893e-05
AC027338.2,2.2565158e-05
AC027338.1,0.0001015432
AC104118.1,0.0046371627
TMEM167A,0.78465265
XRCC4,0.14600042
VCAN,0.03442237
VCAN-AS1,0.0
HAPLN1,4.5130317e-05
EDIL3,9.026063e-05
AC113383.1,0.0
AC114928.1,0.00012410835
AC117522.2,0.0
AC010486.1,0.0
AC010486.2,0.0
AC010486.3,0.0
AC010595.1,3.3847737e-05
AC026414.1,0.0
AC016550.1,0.0
AC016550.2,0.0
AC016550.3,1.1282579e-05
COX7C,6.0200005
LINC02059,0.00021436896
AC008539.1,1.1282579e-05
AC109492.1,0.0001466735
LINC01949,0.0031816992
RASA1,0.32504305
CCNH,1.0456795
AC018754.1,0.0012298009
LINC02144,1.1282579e-05
TMEM161B,0.2726589
TMEM161B-AS1,0.17917441
LINC02060,4.5130317e-05
AC091826.2,0.0
LINC00461,0.0013764743
MEF2C-AS2,6.7695466e-05
AC008525.1,0.0
MEF2C,0.060215607
MEF2C-AS1,0.00095901906
AC074131.1,0.0
LINC02161,0.0
AC008448.1,2.2565158e-05
AC113167.1,0.0
AC099554.1,0.0
CETN3,0.15053439
MBLAC2,0.04605421
POLR3G,0.013775973
LYSMD3,0.22731546
ADGRV1,0.0009703017
AC093281.1,3.3847737e-05
AC093281.2,4.5130317e-05
AC123595.1,0.00047386825
LUCAT1,0.018232383
AC123595.2,2.2565158e-05
AC008799.2,2.2565158e-05
ARRDC3,0.565727
ARRDC3-AS1,0.03103745
AC114316.2,1.1282579e-05
AC114316.1,0.0
AC124854.1,0.0
AC026780.1,0.0
AC026780.2,0.0
AC008517.1,0.0
LINC02058,0.0
AC012625.1,0.0
NR2F1-AS1,0.00021436896
NR2F1,0.0008461933
FAM172A,0.5475506
POU5F2,0.14930412
AC108102.1,0.00339607
KIAA0825,0.06840859
SLF1,0.71225345
MCTP1,0.027235448
AC008534.1,0.0
AC012312.1,1.1282579e-05
FAM81B,0.0003497599
TTC37,0.59735185
ARSK,0.08283011
GPR150,0.008292744
RFESD,0.04587367
SPATA9,0.0032493954
AC008840.1,0.00018052124
RHOBTB3,0.049462207
GLRX,1.4420487
AC008592.4,0.000293347
AC008592.5,0.00019180382
LINC01554,0.0012072357
ELL2,0.11150564
AC104123.1,4.5130317e-05
AC008592.2,0.00015795608
MIR583HG,0.0003384773
AC099509.1,5.6412893e-05
AC099509.2,0.0
PCSK1,1.1282579e-05
CAST,2.6879873
AC020900.1,0.00080106297
ERAP1,0.36170048
AC008906.1,0.03094718
AC008906.2,0.0034412006
AC009126.1,0.025385158
ERAP2,0.8904552
LNPEP,1.2700825
LIX1-AS1,0.0008123456
LIX1,0.0010379971
RIOK2,0.21439901
AC008883.2,0.0
LINC01340,3.3847737e-05
LINC02234,1.1282579e-05
RGMB,0.008958418
RGMB-AS1,0.00042873793
AC008522.1,0.004309965
CHD1,0.9987223
LINC02062,0.008540962
LINC02113,0.0
AC113385.1,0.0
AC021086.1,0.0022226733
FAM174A,0.09565764
AC027315.1,1.1282579e-05
ST8SIA4,0.64279777
AC008948.1,0.0
SLCO4C1,0.027246747
SLCO6A1,5.6412893e-05
AC094108.1,0.0
LINC00492,0.0
AC099487.1,0.00023693412
LINC00491,0.00022565154
PAM,0.19645564
GIN1,0.10915917
PPIP5K2,0.43522137
AC011362.1,0.0
C5orf30,0.04349281
AC010406.1,0.0
LINC02115,1.1282579e-05
NUDT12,0.0065664966
LINC02163,0.0
AC099520.1,0.0
AC099520.2,0.0
AC091987.1,0.0002482167
LINC01950,4.5130317e-05
EFNA5,0.013245719
AC024587.2,0.0
FBXL17,0.17830516
LINC01023,0.003001177
FER,0.06255199
AC008871.1,0.0
AC008467.1,0.03996153
PJA2,1.084467
AC091917.3,0.00012410835
AC091917.2,1.1282579e-05
AC012603.1,0.0021549773
MAN2A1,0.3672399
LINC01848,0.0
TMEM232,0.0036555699
SLC25A46,0.19919506
AC010395.1,0.0
TSLP,0.0017939326
AC008572.1,0.0
WDR36,0.21275365
CAMK4,0.64400774
AC010468.2,0.0004061728
AC010275.1,0.00021436896
STARD4,0.17156146
STARD4-AS1,0.012196478
NREP,0.03398241
NREP-AS1,0.0
EPB41L4A,0.01629186
EPB41L4A-AS1,0.48202914
AC010261.1,5.6412893e-05
AC010261.2,4.5130317e-05
AC104126.1,3.3847737e-05
EPB41L4A-DT,0.00038360764
LINC02200,0.0
APC,0.3886718
SRP19,0.9169898
REEP5,1.774985
DCP2,0.75044024
MCC,0.03921692
AC079465.1,1.1282579e-05
TSSK1B,1.1282579e-05
YTHDC2,0.4173418
AC106789.1,0.0
KCNN2,1.1282579e-05
AC010230.1,0.0
TRIM36,0.0025498702
AC008494.2,0.0
PGGT1B,0.28982744
AC008494.3,0.0011959531
CCDC112,0.085367754
FEM1C,0.11115604
TMED7-TICAM2,0.00051899854
TICAM2,0.0022565217
AC010226.1,0.011745197
TMED7,0.22024189
AC008549.2,0.058433183
AC008549.1,0.0
CDO1,0.0056525827
ATG12,0.92992675
AP3S1,0.60387266
LVRN,0.00056412886
ARL14EPL,0.0008461933
AC034236.3,0.0015005834
AC034236.2,0.034884617
COMMD10,0.26808998
AC018752.1,3.3847737e-05
SEMA6A,0.003915071
SEMA6A-AS1,0.011079557
SEMA6A-AS2,0.0
LINC02214,1.1282579e-05
AC010267.1,0.0
AC093534.2,0.0
LINC00992,0.00019180382
LINC02147,0.0
LINC02148,4.5130317e-05
LINC02208,2.2565158e-05
LINC02216,1.1282579e-05
LINC02215,0.0
AC093206.1,0.00025949927
DTWD2,0.026039528
AC008629.1,0.00080106297
DMXL1,0.21032864
TNFAIP8,1.6928633
HSD17B4,0.19532667
FAM170A,4.5130317e-05
AC008574.1,2.2565158e-05
AC113418.1,1.1282579e-05
PRR16,0.00011282577
AC114284.1,0.0
AC008568.1,6.7695466e-05
FTMT,0.0
SRFBP1,0.42927608
LOX,0.002752956
AC010255.1,3.3847737e-05
ZNF474,0.00022565154
AC010255.3,1.1282579e-05
AC010255.2,1.1282579e-05
AC113349.2,0.0
SNCAIP,0.0002482167
AC113349.1,1.1282579e-05
AC119150.1,3.3847737e-05
AC022101.1,3.3847737e-05
LINC02201,1.1282579e-05
SNX2,0.4810703
SNX24,0.058816932
PPIC,0.0027642394
AC106786.2,2.2565158e-05
AC106786.1,0.0
PRDM6,0.00027078186
CEP120,0.1828397
CSNK1G3,0.4158192
LINC01170,0.00019180382
AC025465.2,0.0
AC025465.4,0.0
AC025465.1,0.0
ZNF608,0.0030350222
AC112196.1,0.0
LINC02240,0.000293347
AC109464.1,3.3847737e-05
AC109464.2,0.0
AC109471.1,0.0
AC010235.1,0.0
GRAMD2B,0.0925777
AC093535.1,0.0010379971
ALDH7A1,0.035177965
PHAX,0.5733709
TEX43,0.000112825786
LMNB1-DT,0.0011846706
LMNB1,0.49845305
MARCH3,0.08402603
C5orf63,0.11827351
AC011416.3,0.016551355
MEGF10,0.00011282577
AC010424.2,1.1282579e-05
PRRC1,0.18617871
AC010424.3,0.00080106297
CTXN3,0.0
CCDC192,0.0005528463
AC068658.1,1.1282579e-05
LINC01184,0.17648952
SLC12A2,0.12189488
FBN2,0.00056412886
SLC27A6,5.6412893e-05
ISOC1,0.2049363
ADAMTS19-AS1,0.0
