,Cancer.cell.6
AC112229.3,0.011824767
LIMS4,0.0008599812
AC112229.2,8.5998145e-05
RGPD6,4.2999072e-05
AC226101.1,0.0
BUB1,0.018876657
AC114776.1,0.00042999073
ACOXL,0.014060735
MIR4435-2HG,0.43025059
ACOXL-AS1,0.00021499537
BCL2L11,0.28981283
AC108463.2,0.0
AC108463.3,0.0063638617
AC068491.2,0.00042999073
AC068491.3,0.03637706
AC017002.5,0.0
AC017002.3,0.00060198695
AC017002.1,0.0015479663
AC017002.2,0.0
ANAPC1,0.19534756
MERTK,0.02124162
TMEM87B,0.2260904
FBLN7,0.0071378485
ZC3H8,0.2857273
ZC3H6,0.21633016
RGPD8,0.0018919595
TTL,0.09936994
POLR1B,0.097047776
CHCHD5,0.5479496
AC012442.1,0.0011609746
AC079922.2,0.05198545
SLC20A1,0.22544512
NT5DC4,0.003955915
CKAP2L,0.0075248387
IL1A,0.034442123
IL1B,0.012727743
IL37,0.00034399258
IL36G,0.00017199629
IL36A,0.0
IL36B,0.0
IL36RN,0.0009029803
IL1F10,8.5998145e-05
IL1RN,0.043127887
PSD4,0.116226554
AC016683.1,0.00025799443
PAX8,1.6391785
IGKV1OR2-108,0.0
AC016745.1,0.0
AC016745.2,0.010190795
CBWD2,0.09554257
FOXD4L1,0.00073098403
LINC01961,4.2999072e-05
PGM5P4-AS1,4.2999072e-05
FAM138B,0.0001289972
RABL2A,0.07713915
AC017074.2,0.0
AC017074.1,0.0008169822
SLC35F5,0.29880038
AC104653.2,0.00021499537
AC104653.1,0.0021499542
AC110769.2,0.048459552
ACTR3,1.395277
LINC01191,0.011265778
AC110769.1,0.0003009935
AC010982.1,4.2999072e-05
DPP10,0.01659767
DPP10-AS1,0.007825835
AC009312.1,0.0
DDX18,1.331805
AC009404.1,0.027777394
CCDC93,0.17905189
AC009303.2,0.00025799443
AC009303.3,0.0
INSIG2,0.2755796
AC093901.1,0.007481846
LINC01956,8.5998145e-05
EN1,0.00017199629
MARCO,0.015264702
AC013457.1,0.00021499537
C1QL2,0.0020209567
STEAP3,0.05486624
STEAP3-AS1,0.0008599812
C2orf76,0.13067468
DBI,1.3752366
TMEM37,0.013802721
SCTR,0.00038699165
AC013275.1,0.00017199629
CFAP221,0.009889802
TMEM177,0.12710565
PTPN4,0.16159321
EPB41L5,0.19521776
AC012363.1,0.00042999073
TMEM185B,0.09386553
RALB,0.21203084
AC012363.2,8.5998145e-05
INHBB,0.29544657
AC073257.2,0.0024939473
AC073257.1,0.0
AC018866.1,0.0
GLI2,0.014662726
AC017033.1,0.00042999073
AC067960.1,4.2999072e-05
AC079988.1,4.2999072e-05
TFCP2L1,0.08806124
CLASP1,0.13699637
AC012447.1,0.0010749765
NIFK-AS1,0.13510412
NIFK,1.0125802
TSN,0.5469171
LINC01823,0.000644986
LINC01826,0.0
AC073409.1,0.0
AC079154.1,0.0
CNTNAP5,0.0003009935
LINC01889,0.0
LINC01941,0.0
AC023347.1,4.2999072e-05
GYPC,0.1686003
TEX51,0.0
AC012508.2,0.00017199629
AC012508.1,8.5998145e-05
BIN1,0.3534902
CYP27C1,0.0019779578
ERCC3,0.109604165
MAP3K2,0.5555221
AC068282.1,0.0038269171
PROC,0.009760803
IWS1,0.4149014
AC010976.1,0.0013759698
MYO7B,0.011179776
AC010976.2,0.00038699165
LIMS2,0.044976663
GPR17,0.0010319775
WDR33,0.5770575
SFT2D3,0.1132161
POLR2D,0.21048167
AMMECR1L,0.10603513
AC012306.2,0.08389003
SAP130,0.07288239
UGGT1,0.22243497
HS6ST1,0.25322214
AC012451.1,4.2999072e-05
LINC01854,0.0005159888
LINC02572,0.0008169822
LINC01856,0.00017199629
RAB6C,4.2999072e-05
POTEF,0.011179776
AC018865.1,0.0
CCDC74B,0.021069609
SMPD4,0.19973269
MZT2B,2.6848085
TUBA3E,0.00034399258
CCDC115,0.3266608
IMP4,0.5331968
PTPN18,0.24582718
POTEI,0.018231658
AC013269.2,0.0
CFC1B,0.0
PRSS40A,0.00042999073
AC140481.2,8.5998145e-05
CFC1,0.00077398325
POTEJ,0.0
GPR148,0.0
AC140481.1,4.2999072e-05
AMER3,0.00017199629
AC133785.1,0.00068798504
ARHGEF4,0.032937173
FAM168B,0.34145266
PLEKHB2,0.6786763
POTEE,0.008642822
RAB6D,0.0003009935
AC073869.5,4.2999072e-05
LINC01120,0.0
AC073869.3,0.001461968
MZT2A,1.1007296
TUBA3D,0.0013759701
CCDC74A,0.06019803
LINC01087,0.0012469728
C2orf27B,0.0051168865
AC103564.1,4.2999072e-05
AJ239322.2,0.00073098403
AJ239322.1,0.00025799443
LINC01945,0.0
ANKRD30BL,0.0013329708
AC097532.1,0.0
AC097532.2,0.011480776
GPR39,0.017242683
LYPD1,0.77473074
AC010974.1,0.00034399258
NCKAP5,0.0127707515
AC016909.2,0.0
AC010890.1,0.0005159888
AC011243.1,0.0
MGAT5,0.14701597
TMEM163,0.013845734
CCNT2-AS1,0.009975802
ACMSD,0.0001289972
CCNT2,0.26508808
MAP3K19,0.00047298972
RAB3GAP1,0.24909325
ZRANB3,0.04209576
R3HDM1,0.17849234
UBXN4,2.0187001
LCT,0.00017199629
AC011893.1,0.0
MCM6,0.08500794
DARS,0.9777917
DARS-AS1,0.030701272
AC068492.1,0.0036979201
CXCR4,0.28942618
THSD7B,0.0011609746
HNMT,0.0749895
LINC01832,0.0
AC114763.1,0.0031389336
AC114763.2,0.0
SPOPL,0.17350419
AC092620.3,0.0020209567
AC092620.1,0.0012899718
NXPH2,0.0021069548
AC062021.1,0.0
AC016710.1,0.00017199629
LINC01853,0.0
LRP1B,0.043901943
KYNU,0.021585578
ARHGAP15,0.000644986
AC013437.1,0.0
AC096558.1,0.0
AC096558.2,0.0
AC079793.1,0.0
AC092652.1,4.2999072e-05
AC092652.2,0.0
AC079584.2,0.0
AC079584.1,0.0
AC016910.1,0.0
GTDC1,0.05387732
ZEB2,0.005159887
AC009951.2,0.0
ZEB2-AS1,4.2999072e-05
LINC01412,0.0
TEX41,0.009846796
AC023128.1,0.0
LINC01966,4.2999072e-05
AC096666.1,0.0
AC092484.1,0.0
AC062031.1,0.0
LINC01911,0.0
ACVR2A,0.080020085
AC009480.1,0.00068798504
ORC4,0.43837693
MBD5,0.24212892
EPC2,0.20012112
AC105402.3,0.0005159888
KIF5C,0.1594422
LYPD6B,0.47170302
LYPD6,0.058779072
MMADHC,0.7660991
AC007364.1,0.004428903
LINC01931,0.00073098403
LINC01817,0.0
RND3,1.6746988
LINC01920,0.00017199629
AC104777.3,0.0001289972
AC104777.2,0.0
AC104777.1,0.0
AC023469.1,0.0
AC018731.1,0.0
RBM43,0.10603504
NMI,0.363469
TNFAIP6,0.015909689
RIF1,0.65094274
NEB,0.034055132
ARL5A,0.15269205
AC068547.1,0.0
CACNB4,0.010964782
AC079790.1,8.5998145e-05
STAM2,0.16924763
FMNL2,0.21147153
PRPF40A,1.4431738
ARL6IP6,0.22841364
LINC01850,4.2999072e-05
RPRM,0.018833647
GALNT13,0.01178176
AC009227.1,0.0
AC009227.2,0.0
AC061961.1,0.0
KCNJ3,0.0018059611
AC092625.1,0.00017199629
LINC01876,0.01182477
AC074099.1,0.0010749765
NR4A2,0.26792777
GPD2,0.16800043
LINC01958,0.0
GALNT5,0.0030099363
ERMN,0.00021499537
CYTIP,0.004041912
ACVR1C,0.00868582
AC019186.1,0.0012899718
ACVR1,0.09979988
UPP2,0.0008169822
AC013731.1,0.009545809
AC091488.1,0.008126831
CCDC148-AS1,0.0
CCDC148,0.016253695
PKP4,0.32472652
PKP4-AS1,0.00042999073
AC005042.2,4.2999072e-05
DAPL1,1.0585239
TANC1,0.16021708
WDSUB1,0.11661341
BAZ2B,0.6257892
AC008277.1,0.0008169822
AC009506.1,0.036032997
AC009961.1,0.02063963
MARCH7,0.5077412
CD302,0.010921781
LY75-CD302,4.2999072e-05
LY75,0.031217242
PLA2R1,0.048717603
ITGB6,0.15793703
LINC02478,0.008556827
RBMS1,0.74326223
AC009313.1,8.5998145e-05
TANK,0.41137332
AC009299.3,0.00021499537
LINC01806,0.0050738887
PSMD14,0.7369846
TBR1,0.00068798504
AC009487.1,0.0
SLC4A10,0.0003009935
DPP4,0.021241585
AC008063.1,0.0
AC008063.2,0.00021499537
GCG,0.0
AC007750.1,0.0
FAP,0.0064068604
IFIH1,0.14671376
GCA,0.39348465
KCNH7,0.003869917
AC011900.1,0.0
FIGN,0.14555289
AC016766.1,0.0001289972
GRB14,0.014791712
COBLL1,0.1477895
AC019197.1,0.019349637
SLC38A11,0.000644986
SCN3A,0.0005589879
SCN2A,0.040849026
CSRNP3,0.069141686
GALNT3,0.70111907
AC009495.3,0.009201815
AC009495.1,0.00017199629
AC009495.2,0.00021499537
TTC21B,0.105734125
AC010127.1,0.0018919595
SCN1A,0.0013329709
SCN9A,0.052587453
SCN7A,0.0018059611
XIRP2,0.0001289972
XIRP2-AS1,0.0001289972
AC073050.1,0.0013759698
AC016723.1,0.0021069548
B3GALT1,0.007653838
STK39,0.081525125
CERS6,0.27093703
NOSTRIN,0.008169833
SPC25,0.0058478713
G6PC2,4.2999072e-05
ABCB11,0.0005589879
DHRS9,0.018704621
AC007556.1,0.0
LRP2,0.04476185
BBS5,0.057833016
AC093899.2,0.0
KLHL41,0.002665944
FASTKD1,0.085308835
PPIG,1.4609281
CCDC173,0.030314282
PHOSPHO2,0.09412354
KLHL23,0.1846843
SSB,1.9290886
METTL5,1.0264666
UBR3,0.17492378
MYO3B,0.035173103
AC012594.1,0.0009029803
AC007277.1,0.00021499537
LINC01124,0.0028809395
SP5,0.015651705
AC007405.1,0.0055038785
AC007405.3,0.17457815
ERICH2,0.050394543
GAD1,0.017414669
AC007405.2,0.0
GORASP2,0.60174376
TLK1,0.4499044
METTL8,0.1440482
DCAF17,0.07580621
CYBRD1,0.16993381
DYNC1I2,1.2065505
SLC25A12,0.12112871
HAT1,0.3477726
METAP1D,0.058219988
DLX1,0.0005589879
DLX2,0.0019779576
DLX2-DT,4.2999072e-05
AC104088.1,0.0001289972
ITGA6,0.20106629
AC078883.2,0.000644986
AC078883.3,0.019994639
AC078883.1,0.01797367
PDK1,0.39997673
RAPGEF4-AS1,8.5998145e-05
RAPGEF4,0.0047728946
MAP3K20,0.22084521
MAP3K20-AS1,0.0001289972
CDCA7,0.026358437
AC106900.2,0.013329748
AC106900.1,0.00021499537
SP3,0.37112117
AC016737.1,0.0030529352
AC016737.2,0.00068798504
LINC01960,0.00042999073
OLA1,0.99666256
LINC01305,0.0001289972
SP9,0.0003009935
CIR1,0.8926487
SCRN3,0.07838611
GPR155,0.065013826
AC010894.2,0.020381631
AC010894.3,0.0027519418
WIPF1,0.018618656
AC010894.4,4.2999072e-05
CHRNA1,0.0021929531
CHN1,0.023864552
ATF2,0.28009486
AC096649.1,8.5998145e-05
ATP5MC3,4.6403446
AC093459.1,0.0
AC016751.2,0.0
AC016751.1,0.0
LNPK,0.2588544
EVX2,4.2999072e-05
HOXD13,0.00021499537
HOXD12,0.0
HOXD11,0.0012039738
HOXD10,0.00060198695
HOXD-AS2,0.12155791
HOXD9,0.046782658
HOXD8,0.13230844
HOXD3,0.023004584
AC009336.2,0.0016769638
HOXD4,0.057532217
HAGLR,0.14331716
AC009336.1,0.003912915
HAGLROS,0.15505596
HOXD1,0.20424494
MTX2,0.74395114
AC017048.1,8.5998145e-05
AC017048.2,0.0
AC017048.3,0.0009889784
LINC01116,0.11179717
LINC01117,0.019607639
AC092162.2,0.00017199629
AC073636.1,0.0
AC074286.1,4.2999072e-05
AC079305.3,0.0003009935
HNRNPA3,2.5363865
NFE2L2,1.3293077
AC079305.1,0.009588809
AC019080.3,4.2999072e-05
AC019080.4,0.0005159888
AGPS,0.15858282
TTC30B,0.094424486
AC073834.1,0.0001289972
TTC30A,0.10663718
PDE11A,0.016898675
PDE11A-1,8.5998145e-05
AC012499.1,0.0056328773
RBM45,0.055511158
OSBPL6,0.0041709095
AC009948.1,0.021972602
PRKRA,0.4672308
PJVK,0.021069618
FKBP7,0.04880347
PLEKHA3,0.5161268
TTN-AS1,0.05293129
TTN,0.0066648554
AC009948.4,0.004385904
AC009948.3,0.004901891
AC010680.3,0.005761871
AC010680.2,0.003955914
AC010680.4,0.0036119218
AC010680.5,0.0010319776
AC010680.1,0.00077398313
CCDC141,0.000644986
SESTD1,0.18597358
AC093911.1,0.0
ZNF385B,0.0036549212
CWC22,0.30559123
AC009478.1,0.0
SCHLAP1,0.001762962
UBE2E3,0.9283745
AC104076.1,0.0011609746
AC068196.1,0.00068798504
LINC01934,0.00047298975
AC020595.1,0.0
ITGA4,0.0027949405
CERKL,0.00047298975
NEUROD1,4.2999072e-05
AC009962.1,0.0033109295
SSFA2,0.32562876
PPP1R1C,0.013630734
PDE1A,0.049061723
DNAJC10,0.80071425
FRZB,0.13510373
NCKAP1,0.8833653
DUSP19,0.02386456
AC064871.1,0.0
NUP35,0.088447675
AC021851.1,0.0073958426
AC096667.1,0.00038699165
ZNF804A,0.0028379401
AC007966.1,0.00077398313
FSIP2,0.040504824
FSIP2-AS1,0.005159885
LINC01473,0.0500074
AC017071.1,0.0123407645
ZC3H15,1.7327008
ITGAV,0.48378468
AC017101.1,0.00025799443
FAM171B,0.04777158
ZSWIM2,0.00017199629
AC007319.1,0.0023219506
CALCRL,0.010233798
TFPI,0.00816983
LINC01090,4.2999072e-05
GULP1,0.11880661
DIRC1,4.2999072e-05
COL3A1,0.23473184
COL5A2,0.034055114
AC133106.1,0.0
WDR75,0.22174764
SLC40A1,0.9743338
ASNSD1,0.35486847
ANKAR,0.048330463
OSGEPL1,0.08032104
OSGEPL1-AS1,0.0067508547
AC013468.1,0.0025799456
ORMDL1,0.9709052
PMS1,0.17290252
C2orf88,0.7720154
MSTN,0.00073098403
HIBCH,0.34355834
INPP1,0.08612591
MFSD6,0.16305496
AC093388.1,0.0016339645
NEMP2,0.034055125
AC108047.1,0.01999463
NAB1,0.34768757
AC006460.1,0.0003009935
AC005540.1,0.0005589879
GLS,0.29957482
STAT1,0.74661094
AC067945.2,4.2999072e-05
STAT4,0.0009889785
AC092614.1,0.0003009935
MYO1B,0.15290678
NABP1,0.33195025
AC098872.1,8.5998145e-05
CAVIN2,0.07541986
AC098617.1,0.004084911
TMEFF2,0.0019779578
AC013401.1,4.2999072e-05
PCGEM1,0.0
AC068135.2,0.00017199629
LINC01821,8.5998145e-05
LINC01790,0.0
AC010983.1,4.2999072e-05
AC104823.1,0.00034399258
AC064834.1,0.00038699165
LINC01825,0.006578861
LINC01827,8.5998145e-05
SLC39A10,0.8635383
DNAH7,0.04940547
STK17B,0.19968925
AC114760.2,0.010706789
HECW2,0.0033539284
AC020571.1,0.00025799443
AC068544.1,0.0017629621
CCDC150,0.026014468
GTF3C3,0.28890976
C2orf66,0.000644986
PGAP1,0.06406783
ANKRD44,0.020596625
AC013264.1,0.005202884
AC010746.1,0.0001289972
SF3B1,1.7611134
COQ10B,0.4022581
HSPD1,6.062522
HSPE1,5.3627357
HSPE1-MOB4,0.00017199629
MOB4,0.46886387
RFTN2,0.0044719023
AC011997.1,0.0040849103
MARS2,0.03642004
BOLL,0.00038699165
PLCL1,0.014834722
AC020719.1,0.0
LINC01923,0.0
AC019330.1,0.0
AC020718.1,0.0
SATB2,0.0067508533
AC016746.1,8.5998145e-05
SATB2-AS1,0.00025799443
LINC01877,0.0
FTCDNL1,0.08333107
C2orf69,0.1675273
TYW5,0.1508858
MAIP1,0.210869
SPATS2L,0.55947185
KCTD18,0.108485945
SGO2,0.05228641
AOX1,0.0017199629
LINC01792,0.00042999073
AC007163.1,4.2999072e-05
BZW1,1.3667214
CLK1,0.4168764
PPIL3,0.17393383
NIF3L1,0.19328405
ORC2,0.16133517
AC005037.1,0.002708943
FAM126B,0.17569739
NDUFB3,1.4283046
AC007272.1,0.00047298975
CFLAR,0.67076385
CFLAR-AS1,0.006535857
CASP10,0.07176449
CASP8,0.50516313
ALS2CR12,0.0049448907
TRAK2,0.14899363
STRADB,0.086641766
C2CD6,0.023090586
TMEM237,0.14439218
MPP4,0.0020209567
ALS2,0.09592963
CDK15,0.00038699165
AC069148.1,0.009760806
FZD7,0.09618781
KIAA2012,0.004514901
AC079354.1,0.0019349585
AC079354.3,0.003009936
SUMO1,2.3166838
NOP58,0.71815085
AC064836.2,0.0018059611
AC064836.3,0.025412487
BMPR2,0.413396
FAM117B,0.09433856
ICA1L,0.05710208
WDR12,0.25262085
CARF,0.08419083
NBEAL1,0.41846925
CYP20A1,0.22316709
ABI2,0.7040026
AC080075.1,0.0001289972
RAPH1,0.063723825
CD28,0.0001289972
CTLA4,0.0003009935
ICOS,8.5998145e-05
AC009965.1,0.0
AC009498.1,0.0
AC016903.1,4.2999072e-05
PARD3B,0.10401387
NRP2,0.2699048
AC007362.1,0.0001289972
AC007679.1,4.2999072e-05
INO80D,0.24165529
AC007383.2,0.010448795
NDUFS1,0.59723145
AC007383.3,0.0061488636
EEF1B2,10.059591
GPR1,0.0015479663
ZDBF2,0.057102297
ADAM23,0.0005589879
AC010731.2,0.0
FAM237A,4.2999072e-05
DYTN,0.0001289972
MDH1B,0.021284617
FASTKD2,0.21473949
AC008269.2,4.2999072e-05
AC008269.1,0.0010319775
CPO,0.0009889784
KLF7,0.15273517
AC007879.1,4.2999072e-05
AC007879.3,0.0011609746
AC007879.2,0.0005589879
AC007879.4,4.2999072e-05
MYOSLID,0.0012469728
AC009226.1,0.00060198695
LINC01802,4.2999072e-05
CREB1,0.33775425
METTL21A,0.19887224
LINC01857,0.0021069548
CCNYL1,0.08960874
AC096772.1,0.003783918
FZD5,0.09661789
PLEKHM3,0.064841755
CRYGD,0.0026229445
CRYGC,0.00060198695
CRYGB,4.2999072e-05
CRYGA,0.0
C2orf80,0.00017199629
IDH1,0.42762843
IDH1-AS1,0.02283259
PIKFYVE,0.119236685
PTH2R,0.07266749
MAP2,0.15737835
UNC80,0.0009029803
RPE,0.26281112
KANSL1L,0.091586605
AC007038.2,0.027476393
AC007038.1,0.013372744
ACADL,0.0020209567
MYL1,4.2999072e-05
LANCL1-AS1,0.00017199629
LANCL1,0.08853362
CPS1,0.011007771
ERBB4,0.2450082
LINC01878,0.0
AC108066.1,0.0001289972
IKZF2,0.08638391
AC079610.2,0.0122547615
LINC01953,0.0
AC079610.3,0.0
AC079610.1,0.0008599812
SPAG16,0.27153966
AC068051.1,0.00017199629
VWC2L,0.00017199629
BARD1,0.12099953
AC016708.1,0.011394778
ABCA12,0.0032679301
AC072062.1,0.0008169822
AC073284.1,0.0
ATIC,0.37843296
FN1,0.36694938
AC012462.3,8.5998145e-05
AC012462.1,0.0
AC012462.2,0.0
AC012668.2,0.0
AC012668.3,0.00021499537
AC012668.1,0.0
LINC00607,0.0012469728
LINC01614,8.5998145e-05
AC122136.1,8.5998145e-05
AC093382.1,0.0017199629
MREG,0.06935656
PECR,0.08879168
TMEM169,0.01113678
XRCC5,1.9560034
LINC01963,0.012469759
MARCH4,0.0001289972
AC012513.1,4.2999072e-05
AC069155.1,0.0
AC098820.2,0.0001289972
SMARCAL1,0.09081256
AC098820.3,0.0021069548
RPL37A,34.512634
LINC01280,0.00060198695
AC073321.1,0.0010319775
IGFBP2,24.804085
IGFBP5,2.4973342
AC007563.2,0.011222778
AC007563.1,0.0001289972
AC007557.2,0.0
TNP1,0.0001289972
AC007557.1,0.0
AC007557.3,4.2999072e-05
LINC01921,4.2999072e-05
AC007749.1,0.0
DIRC3-AS1,0.0
DIRC3,0.015737703
TNS1,0.20966534
AC010136.1,0.014146734
RUFY4,0.0047728946
CXCR2,0.00025799443
CXCR1,0.0001289972
ARPC2,2.9569638
GPBAR1,0.0012039738
AAMP,0.57108516
PNKD,1.0425507
TMBIM1,0.3052907
CATIP-AS2,0.00017199629
CATIP,0.0045578997
SLC11A1,0.06191809
CTDSP1,0.34833133
AC021016.3,0.013845738
VIL1,0.0057188724
USP37,0.12977207
CNOT9,0.15475601
PLCD4,0.0030959342
AC012510.1,0.008771823
ZNF142,0.048631486
BCS1L,0.10887324
RNF25,0.07146342
STK36,0.08247096
TTLL4,0.06084291
CYP27A1,0.033238217
AC009974.1,0.00047298975
PRKAG3,0.00038699165
WNT6,0.1186778
WNT10A,0.18038341
LINC01494,4.2999072e-05
AC097468.2,0.0
CDK5R2,0.0015049672
LINC00608,4.2999072e-05
FEV,8.5998145e-05
CRYBA2,0.00064498594
AC097468.1,0.00034399258
CFAP65,0.009072815
IHH,4.2999072e-05
AC097468.3,0.0065788566
NHEJ1,0.0008599812
AC068946.1,0.000644986
SLC23A3,0.015909698
CNPPD1,0.21293348
RETREG2,0.59559846
ZFAND2B,0.29660544
ABCB6,0.0030959346
AC068946.2,8.5998145e-05
ATG9A,0.0063208607
ANKZF1,0.43777612
GLB1L,0.022746596
STK16,0.24397826
TUBA4A,0.43356213
TUBA4B,0.0011609747
DNAJB2,0.32601613
PTPRN,0.003912915
AC114803.1,0.022144591
RESP18,0.0
DNPEP,0.44801268
AC053503.2,0.004471902
DES,0.025197478
AC053503.4,0.0
SPEG,0.05189939
AC053503.1,0.0
AC053503.5,0.0030959346
GMPPA,0.15213266
ASIC4,0.0025369464
CHPF,0.40909648
TMEM198,0.024810512
AC009955.3,0.00042999073
OBSL1,0.36824062
AC009955.4,0.0116097685
INHA,0.02106961
STK11IP,0.059380997
AC009955.1,0.0001289972
SLC4A3,0.054393232
AC009955.2,0.0009459794
AC009502.1,0.0020639554
AC019211.1,0.0001289972
AC093083.1,0.00034399258
AC067956.1,0.0014189689
AC093843.1,0.00021499537
EPHA4,0.10784119
AC079834.2,0.012426763
AC068489.1,0.0
PAX3,4.2999072e-05
CCDC140,0.0
AC010980.2,0.0076538394
SGPP2,0.14486521
AC097461.1,0.0040419125
FARSB,0.15914208
MOGAT1,0.0017629619
ACSL3,0.4537737
AC013476.1,0.00025799443
KCNE4,0.0026229443
AC013448.1,0.0020639559
AC013448.2,0.0
SCG2,0.0050738878
AP1S3,0.06462691
WDFY1,0.27643916
MRPL44,0.28357768
AC073641.1,0.00038699165
SERPINE2,0.27467915
FAM124B,0.0005159888
AC073052.2,0.0005159888
CUL3,0.63124853
CCDC195,4.2999072e-05
DOCK10,0.0011609746
NYAP2,0.0015909654
AC016717.2,0.0029239384
AC062015.1,4.2999072e-05
IRS1,0.07124854
AC010735.2,0.0009029803
RHBDD1,0.07623625
COL4A4,0.01780166
COL4A3,0.006406861
AC097662.1,0.0021499542
MFF,0.6687439
TM4SF20,0.0008599812
SCYGR1,0.0
AGFG1,0.39830145
SCYGR2,0.0
SCYGR10,0.0
C2orf83,0.00051598885
AC064853.1,0.0002579944
SCYGR4,0.00042999073
SCYGR5,0.0
SLC19A3,0.030615315
SCYGR6,0.0
SCYGR7,0.0
CCL20,0.09003985
DAW1,0.0026229443
SPHKAP,8.5998145e-05
LINC01807,0.013071745
PID1,0.004772896
DNER,0.012770751
TRIP12,0.49350932
FBXO36,0.04166575
SLC16A14,0.009459808
AC009950.1,0.00068798504
SP110,0.16348447
SP140,0.0024939473
SP140L,0.17290173
SP100,0.48052344
AC010149.1,0.0
LINC01907,0.0001289972
CAB39,0.23580776
ITM2C,0.8976238
AC012507.2,0.00021499537
GPR55,0.0016769638
AC012507.1,0.0
AC012507.4,0.0
SPATA3-AS1,0.00021499537
SPATA3,0.0
C2orf72,0.0035259242
PSMD1,0.5178027
HTR2B,0.0049448907
ARMC9,0.08462084
B3GNT7,0.04837353
AC017104.3,0.0005159888
NCL,4.7029767
LINC00471,0.014060737
NMUR1,0.0011179756
TEX44,0.0
PTMA,30.398499
PDE6D,0.07911705
COPS7B,0.20265694
NPPC,0.005331883
DIS3L2,0.13665205
AC019130.1,8.5998145e-05
ALPP,0.010448788
AC068134.1,0.0
ALPG,0.006234867
AC068134.2,0.0
ALPI,0.00017199629
ECEL1,0.006191865
PRSS56,0.00025799443
CHRND,0.00047298975
CHRNG,0.00042999073
TIGD1,0.06277783
EIF4E2,0.5881163
AC073254.1,0.000644986
EFHD1,0.1034552
GIGYF2,0.44014233
KCNJ13,0.0019349583
SNORC,0.11183992
NGEF,0.047814548
NEU2,0.0
INPP5D,0.007309845
ATG16L1,0.08087997
SAG,0.000687985
AC013726.1,0.0013329708
DGKD,0.08771674
USP40,0.13970524
UGT1A8,4.2999072e-05
UGT1A10,0.0
UGT1A9,4.2999072e-05
UGT1A7,0.00025799443
UGT1A6,8.5998145e-05
AC114812.2,0.0
UGT1A5,4.2999072e-05
UGT1A4,0.0
UGT1A3,0.0
UGT1A1,4.2999072e-05
MROH2A,0.0045579
HJURP,0.008384827
TRPM8,0.011222775
SPP2,0.001418969
AC122134.1,0.0
AC097713.1,4.2999072e-05
LINC01891,0.0
ARL4C,2.0982525
LINC01173,0.0
SH3BP4,0.30469158
AC114814.1,4.2999072e-05
AC114814.3,0.0
AGAP1,0.32274812
AC064874.1,4.2999072e-05
GBX2,0.00068798504
AC019068.1,0.00047298975
ASB18,0.000644986
IQCA1,0.11158244
AC093915.1,0.00025799443
IQCA1-AS1,0.00017199629
ACKR3,0.17006369
AC084030.1,0.0
AC105760.1,0.0022359525
AC105760.2,0.013587743
COPS8,0.400881
AC107079.1,4.2999072e-05
AC112715.1,0.00025799443
COL6A3,0.03138924
AC112721.1,4.2999072e-05
AC112721.2,0.0
MLPH,0.19203615
PRLH,0.00034399258
RAB17,0.23989238
AC104667.2,0.0625629
AC104667.1,4.2999072e-05
LRRFIP1,1.5603986
RBM44,0.0058908686
RAMP1,0.18081309
UBE2F,0.37864923
UBE2F-SCLY,0.00038699165
SCLY,0.030486286
ESPNL,0.007008849
KLHL30,0.007696838
ERFE,0.05714538
ILKAP,0.29587504
HES6,0.30572182
PER2,0.18627475
AC012485.3,0.02051062
AC012485.2,0.0060628657
TRAF3IP1,0.2807846
ASB1,0.13015898
AC016999.1,8.5998145e-05
LINC01107,0.0
LINC01937,4.2999072e-05
AC145625.1,0.0
TWIST2,0.0054178806
LINC01940,0.0
HDAC4,0.07679522
AC062017.1,0.04179483
AC079612.1,0.0
AC079612.2,0.0
AC093802.2,0.0
AC093802.1,0.00034399258
NDUFA10,1.151601
OR6B2,0.0
COPS9,1.6812321
OTOS,0.0038269167
AC124861.1,0.00042999073
GPC1,0.21349208
ANKMY1,0.04514864
DUSP28,0.08664181
RNPEPL1,0.26956186
CAPN10-DT,0.07099052
CAPN10,0.07477433
GPR35,0.009846804
AQP12B,4.2999072e-05
AC011298.1,0.009244812
AQP12A,0.0
KIF1A,0.34523767
AGXT,0.0009029803
C2orf54,0.057145227
CROCC2,0.00034399258
AC104809.1,0.0001289972
SNED1,0.01264176
AC093585.1,0.00021499537
AC005237.1,0.0011609746
MTERF4,0.26315498
PASK,0.030013293
PPP1R7,0.4828419
ANO7,0.044288713
HDLBP,2.139689
SEPT2,1.2962953
AC005104.1,0.0
FARP2,0.110679284
STK25,0.4705023
BOK-AS1,0.0008599812
BOK,0.1444352
AC133528.1,0.0060628657
THAP4,0.24922374
ATG4B,0.3404199
DTYMK,0.35000926
ING5,0.20988055
AC114730.3,0.0
D2HGDH,0.17763184
AC114730.1,4.2999072e-05
AC114730.2,0.0060628653
GAL3ST2,0.0021929534
AC131097.1,4.2999072e-05
AC131097.3,0.0005159888
NEU4,0.010964782
AC131097.4,0.0
PDCD1,0.00068798504
RTP5,4.2999072e-05
AC131097.2,0.00077398313
LINC01238,0.0024939473
AC093642.1,0.0
LINC01880,0.00017199629
LINC01238-1,0.003310929
LINC01986,0.0
AC066595.1,4.2999072e-05
CHL1,0.26986206
CHL1-AS1,0.00017199629
LINC01266,0.000644986
AC090044.1,0.0
AC087430.1,0.00038699165
CNTN6,0.0011609746
AC018814.1,0.0001289972
