,Mast.cell
AGFG1,0.28689307
SCYGR2,0.0
SCYGR10,0.0
C2orf83,0.0
AC064853.1,0.0
SCYGR4,0.0
SCYGR5,0.0
SLC19A3,0.0016393913
SCYGR6,0.0
SCYGR7,0.0
CCL20,0.101642266
DAW1,0.0
SPHKAP,0.0
LINC01807,0.0
PID1,0.0032787826
DNER,0.0032787826
TRIP12,0.61968887
FBXO36,0.009836349
SLC16A14,0.0032787826
AC009950.1,0.0147545235
SP110,0.796743
SP140,0.09016648
SP140L,0.30328697
SP100,1.4147923
AC010149.1,0.0
LINC01907,0.0
CAB39,0.4754227
ITM2C,2.3853207
AC012507.2,0.0
GPR55,0.02295148
AC012507.1,0.0
AC012507.4,0.0
SPATA3-AS1,0.0
SPATA3,0.0
C2orf72,0.0016393913
PSMD1,0.9196969
HTR2B,0.0032787826
ARMC9,0.0147545235
B3GNT7,0.024590872
AC017104.3,0.0
NCL,4.87887
LINC00471,0.004918174
NMUR1,0.075412
TEX44,0.0
PTMA,43.47339
PDE6D,0.17377526
COPS7B,0.13442996
NPPC,0.0016393913
DIS3L2,0.14754508
AC019130.1,0.0
ALPP,0.0016393913
AC068134.1,0.0
ALPG,0.0
AC068134.2,0.0
ALPI,0.0
ECEL1,0.0016393913
PRSS56,0.0
CHRND,0.0
CHRNG,0.0
TIGD1,0.018033307
EIF4E2,0.68034625
AC073254.1,0.0
EFHD1,0.0032787826
GIGYF2,0.44263497
KCNJ13,0.0
SNORC,0.0016393913
NGEF,0.0
NEU2,0.0
INPP5D,0.3426323
ATG16L1,0.05573931
SAG,0.006557565
AC013726.1,0.0016393913
DGKD,0.14754507
USP40,0.07705137
UGT1A8,0.0
UGT1A10,0.0
UGT1A9,0.0
UGT1A7,0.0
UGT1A6,0.0
AC114812.2,0.0
UGT1A5,0.0
UGT1A4,0.0
UGT1A3,0.0
UGT1A1,0.0
MROH2A,0.0
HJURP,0.05573931
TRPM8,0.004918174
SPP2,0.0
AC122134.1,0.0
AC097713.1,0.0
LINC01891,0.0016393913
ARL4C,0.50657153
LINC01173,0.0
SH3BP4,0.057378702
AC114814.1,0.0
AC114814.3,0.0
AGAP1,0.30000818
AC064874.1,0.0
GBX2,0.0
AC019068.1,0.0
ASB18,0.0
IQCA1,0.008196957
AC093915.1,0.0
IQCA1-AS1,0.0
ACKR3,0.01147574
AC084030.1,0.0
AC105760.1,0.0032787826
AC105760.2,0.008196957
COPS8,0.30820516
AC107079.1,0.0
AC112715.1,0.0
COL6A3,0.006557565
AC112721.1,0.0
AC112721.2,0.0
MLPH,1.4131527
PRLH,0.006557565
RAB17,0.0016393913
AC104667.2,0.0016393913
AC104667.1,0.0016393913
LRRFIP1,2.7033672
RBM44,0.006557565
RAMP1,0.047542352
UBE2F,0.36230496
UBE2F-SCLY,0.0
SCLY,0.01147574
ESPNL,0.0
KLHL30,0.0
ERFE,0.0016393913
ILKAP,0.39509276
HES6,0.05573931
PER2,0.0868877
AC012485.3,0.008196957
AC012485.2,0.0
TRAF3IP1,0.10819974
ASB1,0.10000281
AC016999.1,0.0
LINC01107,0.0
LINC01937,0.0
AC145625.1,0.0
TWIST2,0.0
LINC01940,0.0
HDAC4,0.16721775
AC062017.1,0.036066614
AC079612.1,0.0
AC079612.2,0.0
AC093802.2,0.0
AC093802.1,0.0
NDUFA10,0.6901826
OR6B2,0.0
COPS9,1.4902039
OTOS,0.0
AC124861.1,0.0
GPC1,0.006557565
ANKMY1,0.07213321
DUSP28,0.09180586
RNPEPL1,0.6344434
CAPN10-DT,0.04262418
CAPN10,0.11147852
GPR35,0.38689584
AQP12B,0.0
AC011298.1,0.0
AQP12A,0.0
KIF1A,0.0016393913
AGXT,0.0
C2orf54,0.0
CROCC2,0.0
AC104809.1,0.0
SNED1,0.009836349
AC093585.1,0.0
AC005237.1,0.0
MTERF4,0.3393535
PASK,0.039345395
PPP1R7,0.6934614
ANO7,0.01311513
HDLBP,1.0524874
SEPT2,3.1820784
AC005104.1,0.0
FARP2,0.1163967
STK25,0.2524659
BOK-AS1,0.0
BOK,0.004918174
AC133528.1,0.0
THAP4,0.14426629
ATG4B,0.21475999
DTYMK,0.37050214
ING5,0.13934813
AC114730.3,0.0
D2HGDH,0.096724026
AC114730.1,0.0
AC114730.2,0.004918174
GAL3ST2,0.0016393913
AC131097.1,0.0016393913
AC131097.3,0.004918174
NEU4,0.054099917
AC131097.4,0.0032787826
PDCD1,0.02131209
RTP5,0.0
AC131097.2,0.0
LINC01238,0.0032787826
AC093642.1,0.0
LINC01880,0.0
LINC01238-1,0.0
LINC01986,0.0
AC066595.1,0.0
CHL1,0.016393915
CHL1-AS1,0.0
LINC01266,0.0016393913
AC090044.1,0.0
AC087430.1,0.0
CNTN6,0.004918174
AC018814.1,0.0
CNTN4,0.0
CNTN4-AS1,0.0
IL5RA,0.24262959
TRNT1,0.38033816
CRBN,1.5705341
AC024060.1,0.016393915
AC034195.1,0.0016393913
SUMF1,0.08360893
LRRN1,0.009836349
SETMAR,0.05573931
ITPR1-DT,0.0016393913
ITPR1,0.3606655
EGOT,0.009836349
AC018816.1,0.07049382
BHLHE40-AS1,0.004918174
BHLHE40,1.6393886
ARL8B,0.39509273
AC026202.2,0.02131209
AC026202.3,0.0032787826
EDEM1,0.23607205
AC026202.1,0.0
AC087857.1,0.0
AC026167.1,0.0
AC069277.1,0.0
GRM7-AS3,0.0
GRM7,0.0
GRM7-AS2,0.0
GRM7-AS1,0.0
AC068313.1,0.0
LMCD1-AS1,0.0032787826
AC018832.1,0.0
AC023481.1,0.004918174
LMCD1,0.034427222
AC034187.1,0.0
SSUH2,0.0
CAV3,0.0
OXTR,0.009836349
RAD18,0.14754508
SRGAP3,0.27049926
SRGAP3-AS1,0.0
SRGAP3-AS2,0.0016393913
SRGAP3-AS3,0.0
SRGAP3-AS4,0.0032787826
AC026191.1,0.0
THUMPD3-AS1,1.1278993
THUMPD3,0.3508292
SETD5,0.50984985
LHFPL4,0.034427222
MTMR14,0.2541053
CPNE9,0.0016393913
BRPF1,0.06885444
OGG1,0.12951179
CAMK1,0.48689854
TADA3,0.793464
ARPC4,1.1295389
ARPC4-TTLL3,0.0
TTLL3,0.08688771
AC022382.1,0.004918174
RPUSD3,0.20656307
CIDEC,0.0016393913
JAGN1,0.37214127
IL17RE,0.037706003
IL17RC,0.026230264
CRELD1,0.1819722
PRRT3,0.047542352
PRRT3-AS1,0.0016393913
AC018809.2,0.004918174
EMC3,0.5639497
AC022007.1,0.0
FANCD2,0.039345395
FANCD2OS,0.0
BRK1,2.9542015
VHL,0.32951722
IRAK2,0.019672697
TATDN2,0.095084645
AC022384.1,0.0016393913
LINC00852,0.016393915
GHRL,0.04590296
GHRLOS,0.01147574
SEC13,0.39509273
ATP2B2,0.0147545235
LINC00606,0.0
AC018495.1,0.0
SLC6A11,0.0
SLC6A1,0.0016393913
SLC6A1-AS1,0.0
HRH1,0.029509047
ATG7,0.15574202
VGLL4,0.36886245
AC022001.2,0.0
AC022001.3,0.0
TAMM41,0.06721505
SYN2,0.0016393913
TIMP4,0.0016393913
PPARG,0.013115132
TSEN2,0.05573931
MKRN2OS,0.0
MKRN2,0.15246324
RAF1,0.34591106
TMEM40,0.0
CAND2,0.0032787826
AC034198.2,0.0
RPL32,34.245274
LINC02022,0.0
IQSEC1,0.11803608
NUP210,0.20656306
HDAC11-AS1,0.004918174
HDAC11,0.036066614
FBLN2,0.18361163
LINC00620,0.0
WNT7A,0.0016393913
CHCHD4,0.0737726
TMEM43,0.18361163
AC090004.1,0.0
AC093495.1,0.016393915
XPC,0.2836143
LSM3,1.2049507
AC093496.1,0.0
LINC01267,0.0
SLC6A6,0.18197225
GRIP2,0.004918174
AC090952.2,0.0
AC090952.1,0.0
CCDC174,0.42951983
C3orf20,0.0
LINC02011,0.0
FGD5,0.006557565
FGD5-AS1,0.47870156
NR2C2,0.14754507
MRPS25,0.37541997
RBSN,0.09016649
CAPN7,0.22951448
SH3BP5-AS1,0.013115132
SH3BP5,0.05246053
METTL6,0.09016649
EAF1,0.108199745
EAF1-AS1,0.01147574
COLQ,0.006557565
HACL1,0.20328423
BTD,0.13934813
ANKRD28,1.8951335
GALNT15,0.0016393913
DPH3,0.31476268
OXNAD1,0.45902884
RFTN1,0.36066562
AC090948.1,0.009836349
AC090948.2,0.0032787826
AC090948.3,0.006557565
AC010139.1,0.0
LINC00690,0.0
DAZL,0.0
AC091493.1,0.0
PLCL2,0.104920976
PLCL2-AS1,0.0
TBC1D5,0.30984446
AC132807.1,0.0
AC132807.2,0.0
SATB1,0.70329815
KCNH8,0.0016393913
EFHB,0.008196957
RAB5A,0.5114892
PP2D1,0.0
KAT2B,0.185251
SGO1,0.11803614
AC116096.1,0.0032787826
AC099753.1,0.0
ZNF385D,0.019672697
ZNF385D-AS1,0.0
UBE2E2-AS1,0.0016393913
UBE2E2,0.09508467
UBE2E1-AS1,0.0
UBE2E1,0.2704992
NKIRAS1,0.027869655
RPL15,23.067923
NR1D2,0.20656309
LINC00691,0.0
THRB,0.009836349
AC012087.1,0.0
AC092422.1,0.0
RARB,0.006557565
TOP2B,0.74428254
NGLY1,0.3229596
OXSM,0.07541198
AC099754.1,0.0
LRRC3B,0.0
AC114877.1,0.0
NEK10,0.02295148
SLC4A7,0.35738683
AC098614.4,0.0032787826
LINC02084,0.004918174
EOMES,0.029509047
LINC01980,0.0
LINC01981,0.0
LINC01967,0.0
CMC1,0.49181658
AZI2,0.31312335
ZCWPW2,0.016393915
AC098650.1,0.0
RBMS3,0.004918174
RBMS3-AS3,0.0016393913
RBMS3-AS2,0.0
RBMS3-AS1,0.0
LINC01985,0.0
TGFBR2,0.57542545
GADL1,0.0
STT3B,0.66231304
OSBPL10,0.01147574
OSBPL10-AS1,0.0
ZNF860,0.0016393913
GPD1L,0.19672671
CMTM8,0.054099917
CMTM7,0.25082654
CMTM6,1.9049692
DYNC1LI1,0.57870436
CNOT10,0.16557834
CNOT10-AS1,0.0016393913
TRIM71,0.0032787826
CCR4,0.029509047
GLB1,0.42788047
TMPPE,0.006557565
CRTAP,0.79838216
AC112211.1,0.0
SUSD5,0.004918174
FBXL2,0.004918174
UBP1,0.14426628
CLASP2,0.25902346
AC112220.3,0.0
AC112220.4,0.0032787826
AC112220.2,0.0032787826
PDCD6IP,0.63772225
LINC01811,0.0
AC123023.1,0.0
AC018359.1,0.0
ARPP21,0.0016393913
STAC,0.02295148
DCLK3,0.0
LINC02033,0.0
TRANK1,0.19344798
AC011816.2,0.0032787826
EPM2AIP1,0.37050188
MLH1,0.16229959
LRRFIP2,0.43607742
AC126118.1,0.0
AC097359.3,0.0
AC097359.2,0.006557565
GOLGA4,1.2049506
ITGA9,0.15574202
CTDSPL,0.03278783
VILL,0.054099917
PLCD1,0.02131209
DLEC1,0.0
ACAA1,0.6262466
MYD88,0.28853244
OXSR1,0.22951448
SLC22A13,0.0
SLC22A14,0.0
XYLB,0.02131209
ACVR2B-AS1,0.0
ACVR2B,0.008196957
EXOG,0.07705137
SCN5A,0.0
SCN10A,0.0
SCN11A,0.004918174
WDR48,0.28361434
GORASP1,0.0885271
TTC21A,0.024590872
CSRNP1,0.6114919
AC092053.3,0.031148441
AC092053.2,0.019672697
XIRP1,0.0
CX3CR1,0.03278783
CCR8,0.004918174
SLC25A38,0.32951716
RPSA,14.62503
MOBP,0.02131209
MYRIP,0.018033307
EIF1B,1.4180709
ENTPD3-AS1,0.091805875
ENTPD3,0.0
RPL14,20.677683
ZNF619,0.016393915
ZNF620,0.040984787
ZNF621,0.104920976
AC122683.1,0.0
AC099560.1,0.0
AC099541.1,0.0016393913
AC009743.1,0.0
CTNNB1,0.7606763
ULK4,0.059018094
TRAK1,0.12623306
CCK,0.0
AC018358.1,0.0
LYZL4,0.0
VIPR1,0.0
VIPR1-AS1,0.0
SEC22C,0.624607
SS18L2,0.6082132
NKTR,1.2180656
AC006059.1,0.02131209
ZBTB47,0.049181744
KLHL40,0.0
CCDC13,0.01147574
HHATL,0.0
HHATL-AS1,0.0
CCDC13-AS1,0.0
AC099329.3,0.0
LINC02158,0.02131209
HIGD1A,0.4967348
AC099329.1,0.0
ACKR2,0.0737726
AC092042.3,0.0
KRBOX1,0.006557565
CYP8B1,0.0
ZNF662,0.040984787
KRBOX1-AS1,0.0
FAM198A,0.0016393913
POMGNT2,0.008196957
AC092042.1,0.0
SNRK,0.22131754
AC104184.1,0.0016393913
SNRK-AS1,0.004918174
ANO10,0.10000281
ABHD5,0.20492369
AC006055.1,0.0
AC006058.2,0.0
AC006058.3,0.0
AC006058.1,0.0032787826
TOPAZ1,0.0
AC104187.1,0.0
TCAIM,0.18852977
LINC01988,0.0
ZNF445,1.2279019
ZNF852,0.02295148
ZKSCAN7,0.029509047
AC099669.1,0.0
ZNF660,0.108199775
ZNF197,0.07049382
ZNF197-AS1,0.0
ZNF35,0.08524832
AC124045.1,0.0016393913
ZNF502,0.026230264
ZNF501,0.02295148
KIAA1143,0.2852537
KIF15,0.1098392
TMEM42,0.12623301
TGM4,0.0016393913
AC098649.1,0.0
ZDHHC3,0.21639939
EXOSC7,0.26885983
CLEC3B,0.0016393913
CDCP1,0.07541198
TMEM158,0.0032787826
LARS2,0.029509047
LARS2-AS1,0.0
LIMD1,0.19344795
SACM1L,0.28197494
SLC6A20,0.0
LZTFL1,0.095084645
CCR9,0.019672696
FYCO1,0.0737726
CXCR6,0.054099917
XCR1,0.055739306
CCR3,0.006557565
CCR1,0.085248336
CCR2,0.013115132
AC098613.1,0.006557565
CCR5,0.019672697
CCRL2,0.08688771
LINC02009,0.0
LTF,0.0016393913
RTP3,0.0
LRRC2,0.004918174
LRRC2-AS1,0.0
TDGF1,0.0
AC104304.1,0.0
FAM240A,0.0
ALS2CL,0.0016393913
TMIE,0.0
PRSS50,0.0
PRSS45,0.0
AC109583.3,0.0
PRSS42,0.0
MYL3,0.0
PTH1R,0.0016393913
CCDC12,0.8164154
NBEAL2,0.29509002
SETD2,0.5311619
KIF9-AS1,0.027869655
KIF9,0.15082388
KLHL18,0.24262957
AC099778.1,0.049181744
PTPN23,0.08033015
SCAP,0.13934813
ELP6,0.23607205
CSPG5,0.0
SMARCC1,0.68690395
DHX30,0.24754775
MAP4,0.6328041
CDC25A,0.01311513
CAMP,0.026230264
ZNF589,0.036066614
NME6,0.244269
SPINK8,0.0
FBXW12,0.0
PLXNB1,0.018033307
CCDC51,0.08196954
TMA7,5.387083
AC134772.1,0.0
ATRIP,0.04426357
TREX1,0.0
SHISA5,0.5114893
PFKFB4,0.029509047
UCN2,0.0
COL7A1,0.004918174
UQCRC1,0.6328041
TMEM89,0.0
SLC26A6,0.018033307
CELSR3,0.006557565
LINC02585,0.0
AC141002.1,0.0
NCKIPSD,0.019672697
IP6K2,0.3672231
PRKAR2A,0.29509005
PRKAR2A-AS1,0.006557565
SLC25A20,0.07213321
ARIH2OS,0.07869077
ARIH2,0.42460167
AC137630.2,0.0016393913
AC137630.1,0.0032787826
AC137630.4,0.0032787826
P4HTM,0.26230228
WDR6,0.26066285
DALRD3,0.27049917
NDUFAF3,1.3541349
IMPDH2,0.3737808
AC137630.3,0.0032787826
QRICH1,0.16557837
QARS,0.2852537
USP19,0.07869077
LAMB2,0.006557565
CCDC71,0.06065749
KLHDC8B,0.05573931
C3orf84,0.0
CCDC36,0.0
AC121247.1,0.0
C3orf62,0.08360894
USP4,0.23935083
RHOA,3.3935633
TCTA,0.09836342
AMT,0.02295148
AC104452.1,0.0
NICN1,0.0
DAG1,0.0737726
BSN-DT,0.0
BSN,0.0
BSN-AS1,0.0
APEH,0.22623572
MST1,0.029509047
RNF123,0.06885444
AMIGO3,0.0
GMPPB,0.23935081
IP6K1,0.20656304
CDHR4,0.0
INKA1,0.5885406
UBA7,0.5688678
TRAIP,0.01311513
CAMKV,0.0
MST1R,0.0016393913
AC105935.2,0.0
AC105935.1,0.0032787826
MON1A,0.049181744
RBM6,0.72952795
RBM5,0.58854055
RBM5-AS1,0.0032787826
SEMA3F-AS1,0.0016393913
SEMA3F,0.0
GNAT1,0.0
SLC38A3,0.0
GNAI2,3.7411132
U73166.1,0.0147545235
SEMA3B-AS1,0.0
SEMA3B,0.006557565
LSMEM2,0.0
IFRD2,0.22131754
HYAL3,0.15574203
NAA80,0.12295425
HYAL1,0.0
HYAL2,0.09672404
TUSC2,0.2704992
RASSF1,0.63608277
RASSF1-AS1,0.0016393913
ZMYND10-AS1,0.0
ZMYND10,0.03278783
NPRL2,0.25246587
CYB561D2,0.53444064
Z84492.1,0.0
TMEM115,0.17213589
CACNA2D2,0.108199745
CYB561D2-1,0.04426357
C3orf18,0.018033307
HEMK1,0.12295424
AC096920.1,0.0
CISH,0.054099917
MAPKAPK3,0.43279865
LINC02019,0.019672697
DOCK3,0.0032787826
MANF,1.4934828
RBM15B,0.18689038
DCAF1,0.096724026
RAD54L2,0.11639669
TEX264,0.581983
GRM2,0.0
IQCF3,0.0
IQCF2,0.0
IQCF5-AS1,0.0
IQCF5,0.0
IQCF1,0.0
RRP9,0.13279057
PARP3,0.057378702
GPR62,0.0
PCBP4,0.050821137
ABHD14B,0.38689575
ABHD14A,0.39181393
ABHD14A-ACY1,0.009836348
ACY1,0.0032787826
RPL29,22.574442
DUSP7,0.040984787
POC1A,0.057378702
ALAS1,1.0229784
TLR9,0.0
TWF2,0.721331
AC006252.1,0.0
PPM1M,0.185251
WDR82,0.39837155
GLYCTK,0.037706003
DNAH1,0.01147574
BAP1,0.16229959
PHF7,0.062296882
SEMA3G,0.0016393913
TNNC1,0.0
NISCH,0.37869883
STAB1,0.32787785
NT5DC2,0.7442826
SMIM4,0.48034087
PBRM1,0.62952536
GNL3,0.45902896
GLT8D1,0.4377168
SPCS1,3.252575
NEK4,0.0868877
ITIH1,0.0
ITIH3,0.0
ITIH4,0.013115132
AC006254.1,0.0
ITIH4-AS1,0.0
MUSTN1,0.0
TMEM110-MUSTN1,0.0016393913
STIMATE,0.02131209
SFMBT1,0.062296882
AC096887.1,0.0
RFT1,0.108199745
PRKCD,0.25082654
TKT,1.1115055
DCP1A,0.26230228
CACNA1D,0.006557565
AC012467.1,0.0016393913
CHDH,0.12787242
IL17RB,0.09508467
AC012467.2,0.02131209
ACTR8,0.14098752
SELENOK,4.3821216
CACNA2D3,0.009836348
CACNA2D3-AS1,0.0
LRTM1,0.0
LINC02017,0.0
LINC02030,0.0
AC121764.2,0.0
AC121764.3,0.0
WNT5A,0.0147545235
WNT5A-AS1,0.0032787826
AC121764.1,0.0
ERC2,0.004918174
AC025572.1,0.0
CCDC66,0.2836143
FAM208A,0.3901746
ARHGEF3,0.18033284
ARHGEF3-AS1,0.0
SPATA12,0.02295148
AC097358.2,0.0
IL17RD,0.0016393913
HESX1,0.018033307
APPL1,0.729528
ASB14,0.0
DNAH12,0.0
PDE12,0.1688571
ARF4,0.8196943
ARF4-AS1,0.013115132
DENND6A,0.12459364
DENND6A-AS1,0.0032787826
DENND6A-DT,0.004918174
SLMAP,0.21639937
FLNB,0.40492904
FLNB-AS1,0.0016393913
AC137936.1,0.0
DNASE1L3,0.08360896
ABHD6,0.1295118
RPP14,0.10983915
HTD2,0.0
AC098479.1,0.0
PXK,0.13770875
PDHB,0.4311592
AC135507.1,0.0
AC116036.2,0.0
KCTD6,0.054099917
ACOX2,0.0
FAM107A,0.0
AC119424.1,0.0
FAM3D-AS1,0.0
FAM3D,0.0016393913
C3orf67,0.004918174
C3orf67-AS1,0.0
AC114400.1,0.0
AC138057.1,0.0
AC126121.2,0.0
FHIT,0.13606936
PTPRG,0.0
C3orf14,0.062296882
FEZF2,0.0
CADPS,0.5262439
LINC00698,0.0
SYNPR,0.0
SYNPR-AS1,0.0
SNTN,0.0
C3orf49,0.0016393913
THOC7,1.0819964
THOC7-AS1,0.0
ATXN7,0.01147574
ATXN7-1,0.03278783
SCAANT1,0.0032787826
PSMD6-AS2,0.019672697
AC012557.1,0.0
PSMD6,0.58362234
PSMD6-AS1,0.009836349
AC012557.2,0.008196957
AC092040.1,0.0016393913
LINC00994,0.0
PRICKLE2,0.0016393913
PRICKLE2-AS2,0.0
PRICKLE2-AS3,0.0016393913
AC096888.1,0.0
ADAMTS9,0.0016393913
ADAMTS9-AS1,0.0
ADAMTS9-AS2,0.0016393913
LINC02040,0.0
MAGI1,0.0016393913
MAGI1-AS1,0.0
SLC25A26,0.19672671
LRIG1,0.027869655
KBTBD8,0.03278783
AC114401.1,0.0
SUCLG2,0.3229596
SUCLG2-AS1,0.0016393913
FAM19A1,0.0
FAM19A4,0.0
EOGT,0.07049382
AC109587.1,0.0032787826
TMF1,0.9246151
UBA3,0.34427166
ARL6IP5,3.077156
LMOD3,0.034427222
FRMD4B,0.37214133
AC099328.2,0.0
AC104445.1,0.0
MITF,0.9426484
SAMMSON,0.01147574
MDFIC2,0.0
FOXP1,4.042764
FOXP1-AS1,0.0
AC097634.2,0.0
AC097634.3,0.0016393913
AC097634.1,0.037706003
EIF4E3,0.047542352
GPR27,0.008196957
PROK2,0.0032787826
LINC00877,0.059018094
AC105265.3,0.0
AC105265.4,0.0
LINC00870,0.0
AC112219.2,0.0
AC112219.1,0.0
AC134508.1,0.0
RYBP,0.48689845
AC104435.2,0.0
SHQ1,0.0885271
GXYLT2,0.0016393913
PPP4R2,0.49181658
EBLN2,0.037706003
PDZRN3,0.0
PDZRN3-AS1,0.0
LINC02005,0.0
LINC02047,0.0
CNTN3,0.0
LINC02018,0.0147545235
FRG2C,0.0
LINC00960,0.006557565
ZNF717,0.05573931
ROBO2,0.0
LINC02077,0.0
AC117462.1,0.0
AC108752.1,0.0
ROBO1,0.01147574
AC068756.1,0.0
LINC02050,0.0
LINC02027,0.0
AC099542.2,0.0
AC099542.1,0.0
GBE1,0.39509273
AC017015.2,0.0
AC129807.1,0.0
LINC02008,0.0
LINC00971,0.0016393913
LINC02025,0.0
CADM2,0.0016393913
CADM2-AS1,0.0
LINC02070,0.0
VGLL3,0.0
AC107204.1,0.004918174
CHMP2B,0.65739477
POU1F1,0.0
AC117513.1,0.0032787826
HTR1F,0.004918174
CGGBP1,0.69674027
ZNF654,0.1819722
C3orf38,0.27377796
CSNKA2IP,0.0
EPHA3,0.0
PROS1,0.17869343
ARL13B,0.14098752
STX19,0.0016393913
DHFR2,0.03278783
NSUN3,0.08852708
LINC00879,0.0
MTRNR2L12,2.1967847
EPHA6,0.0
AC110491.1,0.0
ARL6,0.037706003
AC110491.3,0.0
CRYBG3,0.08852708
AC110491.2,0.0
RIOX2,0.085248336
GABRR3,0.0
AC117460.1,0.0
OR5H1,0.0
OR5H14,0.0
OR5H2,0.0
OR5K3,0.0
OR5K1,0.0
OR5K2,0.0
CLDND1,0.38033816
CPOX,0.0737726
AC021660.2,0.0
GPR15,0.0
ST3GAL6-AS1,0.0032787826
ST3GAL6,0.3114839
DCBLD2,0.22131759
AC091212.1,0.0
LINC00973,0.013115132
AC078828.1,0.0
AC107029.1,0.0
AC107029.2,0.0016393913
COL8A1,0.009836348
AC069222.1,0.0
CMSS1,0.3409929
FILIP1L,0.1737754
TBC1D23,0.18852977
NIT2,0.45411074
TOMM70,0.20328428
LNP1,0.004918174
TMEM45A,0.05246053
ADGRG7,0.0
TFG,0.72952795
ABI3BP,0.022951478
IMPG2,0.0032787826
SENP7,0.413126
TRMT10C,0.32132024
PCNP,0.7328067
ZBTB11,0.15574202
ZBTB11-AS1,0.031148441
RPL24,16.303782
CEP97,0.07049382
NXPE3,0.19508733
AC020651.1,0.0032787826
NFKBIZ,4.452613
LINC02085,0.0
AC106712.1,0.0
ZPLD1,0.0016393913
AC108748.1,0.0
ALCAM,0.22131771
CBLB,0.15410267
LINC00882,0.006557565
DUBR,0.039345395
AC063944.1,0.0
AC063944.3,0.0
CCDC54,0.0
LINC01990,0.0032787826
BBX,0.7688733
LINC00635,0.0
LINC00636,0.0016393913
CD47,1.0721604
LINC01215,0.004918174
IFT57,0.24918714
HHLA2,0.0
MYH15,0.0016393913
CIP2A,0.08196956
DZIP3,0.100002825
RETNLB,0.0
TRAT1,0.04426357
GUCA1C,0.0
MORC1,0.0
MORC1-AS1,0.0
C3orf85,0.0
AC063923.2,0.0
LINC00488,0.0
DPPA2,0.0
DPPA4,0.05573931
LINC01205,0.0
AC078980.1,0.0
AC117430.1,0.0
AC117402.1,0.0
NECTIN3-AS1,0.0
NECTIN3,0.009836349
CD96,0.12951185
AC092916.1,0.0
ZBED2,0.01147574
PLCXD2,0.004918174
PLCXD2-AS1,0.0
PHLDB2,0.006557565
ABHD10,0.12459364
TAGLN3,0.0
TMPRSS7,0.0
C3orf52,0.0016393913
GCSAM,0.059018094
AC128688.2,0.0
SLC9C1,0.0
AC112487.1,0.0016393913
CD200,0.019672697
AC092894.1,0.0016393913
BTLA,0.04262418
ATG3,0.73772496
SLC35A5,0.13606936
CCDC80,0.0147545235
LINC02042,0.0
CD200R1L,0.0
CD200R1,0.27541736
AC074044.1,0.009836349
GTPBP8,0.21476
NEPRO,0.24262957
AC078785.1,0.0032787826
AC078785.2,0.0016393913
LINC02044,0.0
BOC,0.006557565
CFAP44,0.039345395
CFAP44-AS1,0.0
SPICE1,0.096724026
SIDT1,0.04426357
SIDT1-AS1,0.004918174
USF3,0.14754508
NAA50,0.36230496
AC108693.2,0.0
ATP6V1A,0.24918714
GRAMD1C,0.0032787826
AC128687.2,0.0
ZDHHC23,0.013115132
CCDC191,0.040984787
QTRT2,0.10983914
DRD3,0.0
AC093010.2,0.034427222
ZNF80,0.004918174
TIGIT,0.1098392
ZBTB20,1.8770998
ZBTB20-AS1,0.0
ZBTB20-AS5,0.026230264
ZBTB20-AS2,0.04590296
ZBTB20-AS3,0.0
ZBTB20-AS4,0.0016393913
AC046136.1,0.0
GAP43,0.009836348
LSAMP,0.0
LSAMP-AS1,0.0
LINC00903,0.0
TUSC7,0.0
LINC00901,0.0
AC092691.1,0.0
LINC02024,0.0
AC068633.1,0.0
IGSF11,0.0
IGSF11-AS1,0.0
C3orf30,0.0
UPK1B,0.019672697
B4GALT4,0.19016916
B4GALT4-AS1,0.0
ARHGAP31,0.081969544
ARHGAP31-AS1,0.0032787826
TMEM39A,0.13934813
POGLUT1,0.20492366
AC073352.1,0.0016393913
TIMMDC1,0.52296495
CD80,0.016393915
AC073352.2,0.008196957
ADPRH,0.13442996
PLA1A,0.008196957
POPDC2,0.0737726
COX17,2.326301
MAATS1,0.0032787826
NR1I2,0.0016393913
GSK3B,0.27869612
AC092910.3,0.004918174
GPR156,0.0
LRRC58,0.24918717
AC063952.4,0.0
FSTL1,0.01147574
NDUFB4,2.1541586
HGD,0.008196957
RABL3,0.14262693
GTF2E1,0.12623304
LINC02049,0.0
STXBP5L,0.0
POLQ,0.031148437
ARGFX,0.0
FBXO40,0.0016393913
HCLS1,0.9065818
GOLGB1,1.1082267
IQCB1,0.16066016
EAF2,0.18033284
SLC15A2,0.016393915
ILDR1,0.0016393913
CD86,0.14426638
CASR,0.0
CSTA,0.037706003
CCDC58,0.11311791
FAM162A,0.6311647
WDR5B,0.029509047
AC083798.2,0.024590872
KPNA1,0.2278751
PARP9,0.6147708
DTX3L,0.31312332
PARP15,0.0868877
PARP14,0.94428796
HSPBAP1,0.06885444
DIRC2,0.01147574
LINC02035,0.01147574
SEMA5B,0.0
PDIA5,0.016393915
SEC22A,0.104920976
AC112503.2,0.0
ADCY5,0.0
AC112503.1,0.0
HACD2,0.19180858
MYLK-AS1,0.016393915
MYLK,0.019672697
MYLK-AS2,0.0
AC020634.1,0.0
CCDC14,0.38689578
ROPN1,0.0
KALRN,0.08360892
UMPS,0.4032896
ITGB5,0.024590872
ITGB5-AS1,0.0
MUC13,0.0
HEG1,0.2393508
SLC12A8,0.106560364
