,Cycling.cancer.cell.1
AC099791.2,0.04498359
PATJ,0.5579942
L1TD1,0.016251395
KANK4,0.021451864
USP1,1.0399901
DOCK7,0.32521567
ANGPTL3,0.00017334826
AC103923.1,0.0041170213
ATG4C,0.09768086
AC099794.1,0.0003033595
LINC01739,0.0
AL162400.2,0.0
AC096543.1,0.0
AC096543.2,8.667413e-05
FOXD3-AS1,0.034236185
FOXD3,0.0072806245
ALG6,0.12342499
ITGB3BP,0.37778535
EFCAB7,0.052220713
PGM1,0.24408083
ROR1,0.051484123
ROR1-AS1,0.00021668535
AL445205.1,0.009317458
UBE2U,0.0015167976
CACHD1,0.12255825
RAVER2,0.053434093
JAK1,0.75522584
AL357078.3,0.0022535266
AL357078.1,0.00043337073
AK4,0.29578438
DNAJC6,0.01347782
AL139294.1,0.0
LEPROT,0.8275901
LEPR,0.054604266
AL513493.1,0.0
PDE4B,0.02847246
AL590783.1,0.0
SGIP1,0.011527649
AL139147.1,0.00039003367
TCTEX1D1,0.00030335947
INSL5,0.0010834269
WDR78,0.09885099
AL592161.1,0.0
MIER1,0.6432445
SLC35D1,0.061408028
C1orf141,0.000563382
IL23R,0.0001300112
IL12RB2,0.0028169074
SERBP1,6.2051263
LINC01702,4.3337066e-05
GADD45A,0.9928031
GNG12,0.4011449
GNG12-AS1,0.007887338
DIRAS3,0.015428003
WLS,0.3204431
RPE65,0.0003466966
DEPDC1,0.89664614
AL138789.1,8.667413e-05
DEPDC1-AS1,0.008494057
AL035412.1,0.00264356
AL033530.1,0.01191767
AL691520.1,0.0
LINC01707,0.0
LINC01758,0.0001300112
LRRC7,0.009880834
AL158840.1,4.3337066e-05
LRRC40,0.13582034
SRSF11,2.0127604
AL353771.1,0.0001300112
ANKRD13C,0.11727067
HHLA3,0.07583901
AL158839.1,4.3337066e-05
CTH,0.019631738
AL354872.2,0.0012567751
LINC01788,0.00069339323
AL513285.1,0.0
PTGER3,0.015167968
AL031429.1,8.667413e-05
ZRANB2-AS1,0.00043337073
ZRANB2,1.430276
NEGR1,0.005893844
AL354949.1,4.3337066e-05
AL583808.1,0.0016034715
AL583808.2,4.3337066e-05
LINC01360,0.0
LINC02238,4.3337066e-05
LRRIQ3,0.027779043
FPGT,0.060411282
FPGT-TNNI3K,0.003770324
TNNI3K,0.00069339323
AC093158.1,0.0002600224
AC105271.1,4.3337066e-05
LRRC53,0.0
ERICH3,0.0016468085
ERICH3-AS1,0.0001300112
AC135803.1,0.0026002224
CRYZ,0.15553956
TYW3,0.4439236
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.031939324
AL357314.1,8.667413e-05
ACADM,0.45059592
RABGGTB,0.4544101
MSH4,0.0025568851
ASB17,4.3337066e-05
AC092813.1,4.3337066e-05
AC092813.2,0.0003466966
ST6GALNAC3,0.0084073795
AC104458.1,4.3337066e-05
LINC02567,4.3337066e-05
ST6GALNAC5,0.10032479
AL035409.1,0.00078006735
PIGK,0.21799289
AK5,0.0015167976
AC095030.1,0.0
AC118549.1,0.3090932
USP33,0.5675738
MIGA1,0.28607905
NEXN-AS1,0.0036403134
NEXN,0.051744223
FUBP1,1.0763806
DNAJB4,0.14626539
GIPC2,0.009620818
AC103591.3,0.031896006
PTGFR,0.006847255
IFI44L,0.41734245
IFI44,0.35576114
ADGRL4,0.0016034715
AL353651.2,8.667413e-05
AL353651.1,4.3337066e-05
AL353651.3,0.0003466966
AC099671.1,0.0
AC098657.2,0.00047670782
AL606519.1,0.0001300112
AL136234.1,0.0
LINC01781,0.0035969764
AC093154.1,0.0
ADGRL2,0.28924105
AC117944.1,0.0017768197
AC093580.1,0.0
LINC01362,0.0001300112
LINC01361,0.0009100786
LINC01712,0.0
LINC01725,0.006673906
AL035706.1,4.3337066e-05
TTLL7,0.03622968
AC104454.2,0.0003466966
AL359504.2,0.014994628
PRKACB,0.050573952
SAMD13,0.020801855
DNASE2B,0.0003466966
AL844170.1,0.0001300112
RPF1,0.34978896
GNG5,4.478886
SPATA1,0.035926264
CTBS,0.23628215
AL359762.2,4.3337066e-05
LINC01555,0.00043337073
SSX2IP,0.34224606
AC104169.1,4.3337066e-05
LPAR3,0.66286457
MCOLN2,0.041516725
WDR63,0.010660899
MCOLN3,0.043553494
SYDE2,0.12927577
C1orf52,0.37054837
BCL10,0.45761707
AL078459.1,0.004117022
DDAH1,0.20161022
AL360219.1,0.0017768194
AC092807.3,0.003336953
AC092807.2,0.0020368414
CYR61,1.0643727
AC092807.1,4.3337066e-05
ZNHIT6,0.3301988
COL24A1,0.0031636048
AL136382.1,0.0023402006
ODF2L,0.5356734
CLCA2,0.0003033595
CLCA1,0.0
CLCA4,0.0004333707
AL356270.1,8.667413e-05
AL049597.2,0.006283877
SH3GLB1,0.6700702
AL355981.1,4.3337066e-05
SELENOF,1.3153213
HS2ST1,0.17192216
AL121989.1,8.667413e-05
AC093155.3,4.3337066e-05
LINC01140,0.006283876
AC099062.1,0.00039003367
LMO4,3.3013823
LINC01364,0.00021668535
PKN2-AS1,0.006760582
PKN2,0.8728635
GTF2B,0.28573248
KYAT3,0.22822067
RBMXL1,0.35836875
GBP3,0.27883703
GBP1,0.9112515
GBP2,0.18786839
GBP7,0.0044203815
GBP4,0.4751953
AC099063.4,0.0037703249
GBP5,0.060714856
AC099063.1,0.0
GBP6,0.0013867865
LRRC8B,0.15757668
LRRC8C-DT,0.00719395
LRRC8C,0.017378187
AC093423.3,0.0
AC099568.2,0.04494027
LRRC8D,0.19835977
AL391497.1,0.0006500562
ZNF326,0.7588682
AC092783.1,0.0
BARHL2,0.00017334826
LINC01763,0.0019935044
AC091614.1,0.00017334826
ZNF644,0.7024474
HFM1,0.0030769296
CDC7,0.053434152
TGFBR3,0.15926622
BRDT,0.00021668535
EPHX4,0.06431167
SETSIP,0.00086674147
BTBD8,0.07336884
AC104836.1,0.00078006735
C1orf146,0.0
GLMN,0.109773
RPAP2,0.59049726
GFI1,0.00039003367
EVI5,0.23428755
RPL5,20.13147
FAM69A,0.016814806
MTF2,0.54087675
TMED5,0.36292073
CCDC18,0.2901939
DR1,0.47855267
FNBP1L,0.7881998
BCAR3,0.055991028
AL109613.1,0.0020801784
DNTTIP2,0.7219497
GCLM,0.36049092
ABCA4,0.0094474675
AC093579.1,0.0
ARHGAP29,1.294049
AC097059.1,0.0019068304
AC097059.2,0.00047670782
ABCD3,0.2608996
F3,0.07952304
AC093117.1,0.00017334826
SLC44A3,0.033759438
CNN3,0.8582195
AC105942.1,0.030855939
ALG14,0.15228936
AC095033.1,4.3337066e-05
TMEM56,0.06522164
TMEM56-RWDD3,0.0026435591
AC092802.1,0.0028169074
RWDD3,0.018634984
AC092802.2,0.0
LINC01760,0.0
AL445218.1,0.0
LINC01761,8.667413e-05
AL356479.1,8.667413e-05
AL683887.1,0.00021668535
AC099566.1,0.0
LINC01787,0.0
PTBP2,0.26523408
DPYD,0.024572149
DPYD-AS1,4.3337066e-05
DPYD-AS2,0.0
MIR137HG,4.3337066e-05
BX005019.1,4.3337066e-05
LINC01776,0.0
SNX7,0.15718634
PLPPR5,0.00017334826
AL445433.2,0.0
PLPPR4,0.00078006735
LINC01708,0.0001300112
PALMD,0.28091758
FRRS1,0.025005525
AGL,0.33544388
AC118553.1,0.0069339285
SLC35A3,0.36651888
AC118553.2,0.014431245
MFSD14A,0.009100771
AC093019.2,0.0
SASS6,0.26167902
TRMT13,0.21183863
LRRC39,0.004550393
DBT,0.2855165
RTCA-AS1,0.0050271023
RTCA,0.3531691
AC104457.2,0.0
CDC14A,0.07544897
AL589990.1,0.0
GPR88,0.00043337073
LINC01349,0.0
VCAM1,0.07345626
EXTL2,0.19012514
AC104506.1,0.04281674
SLC30A7,0.23411557
DPH5,0.21422249
AC093157.2,0.0020801784
AC093157.1,0.1129369
AL109741.1,0.0001300112
S1PR1,0.0013867865
LINC01307,0.0001300112
LINC01709,0.0007367303
OLFM3,0.032676104
AC114485.1,0.00039003367
AC099567.1,0.0
COL11A1,0.018808309
AC095032.2,0.0
RNPC3,0.28278643
AMY2B,0.024225455
AMY2A,0.0003033595
AMY1A,0.0018634934
AMY1B,0.0020368418
AMY1C,0.00039003367
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.0001300112
PRMT6,0.08350953
NTNG1,0.009447467
VAV3,0.251446
VAV3-AS1,4.3337066e-05
AL390036.1,0.00017334826
SLC25A24,0.5208082
AL359258.2,0.012654407
NBPF4,0.0
NBPF6,0.0
FAM102B,0.04038995
HENMT1,0.1076054
PRPF38B,1.0145872
FNDC7,0.0022101894
AL591719.2,0.0
STXBP3,0.361708
AKNAD1,0.0013001123
AL449266.1,0.0069339285
SPATA42,0.0
GPSM2,0.7748446
CLCC1,0.17798978
WDR47,0.07631565
TAF13,0.2305615
AL356488.3,0.058287833
TMEM167B,0.24399693
AL356488.2,0.0029469184
C1orf194,0.023792088
KIAA1324,0.36550686
SARS,0.798512
CELSR2,0.28980651
PSRC1,0.40252778
MYBPHL,0.00368365
SORT1,0.6989776
PSMA5,2.0155115
SYPL2,8.667413e-05
ATXN7L2,0.017724894
CYB561D1,0.065134905
AMIGO1,0.010184191
GPR61,0.00039003367
AL355310.3,8.667413e-05
GNAI3,0.996054
GNAT2,0.0012134381
AMPD2,0.11358708
AL355310.2,4.3337066e-05
GSTM4,0.12515855
GSTM2,0.015428002
GSTM1,0.0060671926
AC000032.1,0.00069339323
GSTM5,0.00052004494
AL158847.1,4.3337066e-05
GSTM3,0.18362236
EPS8L3,8.667413e-05
LINC01768,4.3337066e-05
AL450468.1,0.0060238545
AL450468.2,8.667413e-05
CSF1,0.15332882
AHCYL1,1.2758521
STRIP1,0.12780242
AL160006.1,0.028559098
ALX3,0.0066739083
LINC01397,0.0
UBL4B,0.0001300112
SLC6A17,0.0003033595
AL355990.1,0.0
AL355990.2,0.0
LINC02586,0.0009100786
KCNC4,0.061018195
RBM15-AS1,0.0043337075
RBM15,0.14327477
SLC16A4,0.043336842
AL355488.1,0.076619
LAMTOR5,2.0123663
PROK1,0.00039003367
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,8.667413e-05
KCNA10,0.0
KCNA2,0.00017334826
AL365361.1,0.0
KCNA3,4.3337066e-05
CD53,0.00095341564
AL360270.1,0.0023835374
LRIF1,0.31879964
AL360270.3,0.005850508
DRAM2,0.27173477
CEPT1,0.1476086
AL355816.1,0.0016468085
AL355816.2,0.014171217
DENND2D,0.18591984
CHI3L2,0.0048537534
CHIA,8.667413e-05
AL356387.1,0.0
PIFO,0.08103969
OVGP1,0.03211267
WDR77,0.44145152
ATP5PB,2.0979156
C1orf162,0.0137811825
TMIGD3,0.0003033595
ADORA3,0.0003466966
RAP1A,0.4261986
LINC01160,0.006760582
INKA2,0.00043337073
AL049557.1,0.0
DDX20,0.14765194
KCND3,0.009750827
KCND3-AS1,0.0
LINC01750,0.0038569993
AL445426.1,0.0
CTTNBP2NL,0.41228548
WNT2B,0.03024921
AL354760.1,0.0040303473
ST7L,0.18982103
CAPZA1,0.7849981
MOV10,0.19051373
AL603832.1,0.0016468085
RHOC,1.0220191
AL603832.3,0.0
PPM1J,0.031592652
AL603832.2,0.00021668535
FAM19A3,0.005243786
LINC01356,0.0017334827
AL390729.1,0.0069772666
SLC16A1,0.24403857
SLC16A1-AS1,0.10296848
AL357055.3,0.00624054
LRIG2,0.15471706
MAGI3,0.24941255
PHTF1,0.15757637
RSBN1,0.33028656
AL137856.1,0.000563382
PTPN22,0.0009967528
AP4B1-AS1,0.004117022
BCL2L15,0.019068345
AP4B1,0.04619696
DCLRE1B,0.03466951
HIPK1-AS1,0.0127410805
HIPK1,0.3070135
OLFML3,0.018418292
SYT6,8.667413e-05
AL121999.1,0.0
TRIM33,0.5987779
BCAS2,0.5965229
DENND2C,0.0123943845
AMPD1,0.00021668535
NRAS,0.5574697
CSDE1,3.4564564
SIKE1,0.611993
SYCP1,0.003163604
TSPAN2,0.048103828
LINC01765,0.00017334826
AL512638.2,8.667413e-05
NGF,0.002990256
VANGL1,0.49714226
CASQ2,0.0019501674
NHLH2,0.0
LINC01649,0.0
SLC22A15,0.005850508
AL365318.1,8.667413e-05
MAB21L3,0.0016468085
LINC01779,4.3337066e-05
ATP1A1,2.1429827
LINC01762,0.00021668535
AL136376.1,0.0
AL390066.1,0.00086674147
CD58,0.0888401
IGSF3,0.06314151
C1orf137,0.0
CD2,0.0003033595
AL157904.1,0.0015167976
PTGFRN,0.17426288
CD101,0.0036403127
AL445231.1,0.009274118
TTF2,0.5662245
TRIM45,0.029079122
VTCN1,0.40655515
LINC01525,0.000563382
AL358072.1,0.010660897
MAN1A2,0.79959506
AL157902.1,0.00047670782
TENT5C,0.14773881
GDAP2,0.17018907
WDR3,0.40938085
SPAG17,0.05070404
TBX15,0.00060671906
AL139420.1,8.667413e-05
AL139420.2,0.0002600224
WARS2,0.1522027
WARS2-IT1,0.00017334826
AL359915.2,0.03042258
AL359915.1,0.0
LINC01780,0.00017334826
HAO2,4.3337066e-05
HSD3B2,0.0002600224
HSD3B1,8.667413e-05
ZNF697,0.01191767
PHGDH,1.0318815
HMGCS2,0.0055904835
REG4,0.0003033595
ADAM30,0.0003033595
NOTCH2,0.4684539
AC245008.1,0.0018201564
SEC22B,0.57203454
NBPF26,0.04021659
PPIAL4A,0.0
LINC00623,0.12810555
FCGR1B,0.00047670782
AC244453.3,4.3337066e-05
AC244453.2,0.0006500562
AC244453.1,0.0
FAM72B,0.03661967
SRGAP2C,0.18886746
SRGAP2-AS1,0.0
AC244021.1,0.00095341564
AC244021.2,8.667413e-05
AL592494.1,0.0001300112
AL592494.3,0.008277373
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.0022101894
AC239800.3,0.06582838
AC239798.2,0.0014734606
AC246680.1,0.0
HIST2H3PS2,0.00078006735
FAM72C,0.029902518
IGKV1OR1-1,0.0
AC245595.1,0.10764912
PPIAL4E,0.0
AC246785.3,0.00086674147
NBPF15,0.019675076
LINC01632,0.0002600224
FP700111.1,0.0
SRGAP2B,0.1696681
FAM72D,0.042253383
PPIAL4D,0.0
AC245014.3,0.017941572
AC245014.1,0.00060671906
NBPF20,0.0123510435
GPR89A,0.07544891
PDZK1,0.008710741
CD160,0.0073239594
RNF115,0.64059955
POLR3C,0.11995792
NUDT17,0.02730236
PIAS3,0.13178995
ANKRD35,0.0033802902
ITGA10,0.010227528
AC243547.1,4.3337066e-05
PEX11B,0.11796396
RBM8A,2.9391367
LIX1L-AS1,0.010617558
AC243547.3,0.0
LIX1L,0.049230576
ANKRD34A,0.0015601345
AC243547.2,0.0
POLR3GL,0.22015895
TXNIP,1.0125504
HJV,0.00017334826
LINC01719,0.005330462
NBPF10,0.029339153
AC239799.1,4.3337066e-05
NOTCH2NL,0.049750544
AC239799.2,0.006283876
AC243756.1,0.0
AC245407.2,0.0003033595
NBPF12,0.03952316
AC244394.2,8.667413e-05
PRKAB2,0.13954756
AC242426.2,0.07185206
FMO5,0.007497307
CHD1L,0.20061356
LINC00624,0.00663057
BCL9,0.193809
ACP6,0.1456152
AC241644.1,4.3337066e-05
GJA5,0.02379207
AC241644.3,0.0
AC241644.2,0.00021668535
GJA8,0.0063705496
GPR89B,0.053217433
AC239803.2,0.004550393
AC239803.3,0.0020368414
NBPF11,0.049447212
AC239809.3,0.009447466
AC239803.1,0.00069339323
LINC01731,0.00021668535
AC245100.6,0.0
AC245100.1,0.0002600224
AC245100.7,0.0012567751
PPIAL4G,0.0016468085
NBPF14,0.12039101
NUDT4B,0.0027735706
PDE4DIP,0.34770736
AC239802.1,0.0
AC239802.2,0.0002600224
AC239804.1,0.0010834269
NBPF9,0.048320457
AC245297.3,0.542782
AC245297.2,0.019631736
NBPF19,0.08775649
FCGR1A,0.00078006735
HIST2H2BF,0.10704277
AC243772.2,0.012741083
HIST2H3D,0.0012567751
HIST2H4A,0.023358746
HIST2H3C,0.0
HIST2H2AA3,0.0002600224
AC239868.3,0.09876456
HIST2H2AA4,0.006760581
HIST2H3A,0.0
HIST2H4B,0.0132177975
AC239868.2,0.04957722
HIST2H2BE,0.43832478
HIST2H2AC,0.20737208
HIST2H2AB,0.009187445
BOLA1,0.21266083
SV2A,0.04520028
SF3B4,0.58608025
MTMR11,0.025698906
OTUD7B,0.2909771
VPS45,0.22328046
PLEKHO1,0.34090236
ANP32E,2.7696877
AC242988.1,0.0020368414
CA14,0.009274121
APH1A,1.5807296
C1orf54,0.03540622
CIART,0.108385965
MRPS21,2.1736617
PRPF3,0.31199583
RPRD2,0.5247101
TARS2,0.22908804
ECM1,0.008754076
FALEC,0.009620813
AL356356.1,0.00086674147
ADAMTSL4,0.020715179
MCL1,2.0116427
ENSA,1.6499435
GOLPH3L,0.33401364
HORMAD1,0.00775733
CTSS,0.45661068
CTSK,0.030639213
ARNT,0.1359936
CTXND2,0.001126764
SETDB1,0.18496749
CERS2,0.49346116
AL590133.2,0.000563382
AL590133.1,0.00047670782
ANXA9,0.022708675
MINDY1,0.039349828
PRUNE1,0.15250619
BNIPL,0.026045578
C1orf56,0.16199763
CDC42SE1,0.4313126
MLLT11,0.043510158
GABPB2,0.17972298
SEMA6C,0.047150392
TNFAIP8L2,0.00017334826
SCNM1,0.35425434
LYSMD1,0.043120086
TMOD4,0.00060671906
VPS72,0.3783073
PIP5K1A,0.4532847
PSMD4,1.4811108
AL391069.2,0.026825655
ZNF687,0.11159314
PI4KB,0.28101018
AL391069.4,0.0014301236
RFX5,0.19012432
AL391069.1,0.00017334826
AL391069.3,0.0347129
SELENBP1,0.45601046
PSMB4,1.6110791
POGZ,0.55054075
CGN,0.30116025
TUFT1,0.14292766
SNX27,0.38450503
AL391335.1,0.000563382
AL589765.1,4.3337066e-05
CELF3,0.0003033595
RIIAD1,0.0022535266
AL589765.7,0.0003033595
MRPL9,0.7544517
OAZ3,0.0139545305
AL589765.4,0.0026435591
AL589765.5,0.00043337073
TDRKH,0.06890518
TDRKH-AS1,0.035406254
AL589765.6,0.003943673
LINGO4,0.0015601345
RORC,0.03726974
C2CD4D,0.012351043
AL450992.2,0.0010400899
THEM5,0.0001300112
THEM4,0.1799828
S100A10,4.325297
AL450992.1,0.00095341564
S100A11,7.403741
TCHHL1,4.3337066e-05
TCHH,0.013694507
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.004940427
AL589986.2,0.00060671906
HRNR,0.00095341564
FLG,0.050314303
FLG2,0.00060671906
CRNN,0.00030335947
LCE5A,8.667413e-05
CRCT1,0.0
LCE3E,4.3337066e-05
LCE3D,0.0
LCE3A,4.3337066e-05
LINC00302,0.0001300112
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,0.0
LCE1E,0.0
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,8.667413e-05
IVL,0.0
LINC01527,0.00017334826
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,4.3337066e-05
SPRR1B,0.0003466966
SPRR2D,0.0
SPRR2A,0.00017334826
SPRR2B,4.3337066e-05
SPRR2E,0.0
SPRR2F,0.00021668535
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,0.0011701009
LOR,0.0
PGLYRP3,0.0
PGLYRP4,0.0010400899
S100A9,0.81213725
S100A12,0.00047670776
S100A8,0.118526995
S100A7A,0.00017334826
S100A7,0.04732405
BX470102.1,0.0012567751
S100A6,27.077293
S100A5,0.036099665
S100A4,3.280179
S100A3,0.012914435
S100A2,1.1308478
S100A16,2.251756
S100A14,1.5363183
S100A13,5.1783514
S100A1,2.6921194
AL162258.2,0.029685857
CHTOP,0.81493986
SNAPIN,0.37947738
ILF2,3.246101
NPR1,0.4018369
INTS3,0.5262253
AL513523.4,4.3337066e-05
AL513523.3,0.0
SLC27A3,0.16160707
GATAD2B,0.40348896
AL358472.5,0.01798492
DENND4B,0.13543041
CRTC2,0.17118572
SLC39A1,0.8280258
AL358472.4,0.05031398
AL358472.3,0.016771467
CREB3L4,0.21053751
JTB,2.9180527
AL358472.2,0.009230781
RAB13,2.910604
RPS27,48.506245
NUP210L,0.0026002226
TPM3,4.573419
C1orf189,0.00030335947
C1orf43,1.7014652
UBAP2L,0.7712172
HAX1,1.040334
AQP10,0.00052004494
ATP8B2,0.059847962
IL6R-AS1,0.008190699
IL6R,0.2483271
SHE,0.003033593
AL162591.2,0.00047670782
TDRD10,0.0019068304
UBE2Q1,0.5960912
UBE2Q1-AS1,0.0
CHRNB2,0.00034669653
AL592078.1,0.0002600224
ADAR,1.5485635
KCNN3,0.065828495
PMVK,1.0013378
AL451085.1,0.010877579
PBXIP1,0.23281509
PYGO2,0.14388168
AL451085.2,0.074365504
SHC1,0.31568062
CKS1B,3.9139893
FLAD1,0.5319921
LENEP,0.00086674147
ZBTB7B,0.25058454
DCST2,0.0041170213
DCST1,0.0014301236
DCST1-AS1,0.0133044645
ADAM15,0.45466992
EFNA4,0.21144822
EFNA3,0.065178216
EFNA1,0.43264988
SLC50A1,0.77026016
DPM3,0.8860292
KRTCAP2,1.3681233
AL713999.1,4.3337066e-05
TRIM46,0.057897773
MUC1,4.732358
AC234582.1,0.05395424
THBS3,0.16143373
MTX1,0.7582602
AC234582.2,0.0003466966
GBA,0.20611726
FAM189B,0.23212153
SCAMP3,0.35733077
CLK2,0.12151827
HCN3,0.019068351
PKLR,0.0002600224
FDPS,2.2483304
RUSC1-AS1,0.020238463
RUSC1,0.32491186
ASH1L,1.2282128
ASH1L-AS1,0.11701043
AL353807.2,0.0003033595
MSTO1,0.10253486
YY1AP1,0.31230104
DAP3,0.8090456
AL162734.1,4.3337066e-05
GON4L,0.63514197
SYT11,0.1834933
RIT1,0.2327715
KHDC4,0.58061737
RXFP4,0.0019501674
ARHGEF2,0.40240473
AL355388.2,0.013911195
AL355388.1,4.3337066e-05
SSR2,2.9816086
UBQLN4,0.27433497
LAMTOR2,1.4280884
RAB25,0.6190961
MEX3A,1.0463905
LMNA,4.574576
SEMA4A,0.07458238
SLC25A44,0.114973776
PMF1-BGLAP,0.0035969757
PMF1,0.6552492
BGLAP,0.00567716
PAQR6,0.018504968
SMG5,0.27303463
TMEM79,0.057854433
GLMP,0.26310813
VHLL,0.00052004494
CCT3,3.5331864
TSACC,0.02257868
RHBG,0.00078006735
AL139130.1,4.3337066e-05
C1orf61,0.0010834269
AL139412.1,0.011917668
MEF2D,0.16932216
AL365181.1,0.0009967528
IQGAP3,0.20425256
TTC24,0.0001300112
NAXE,1.1449349
GPATCH4,0.76259077
AL365181.4,0.0006500562
HAPLN2,0.0024268744
AL365181.2,0.008407384
BCAN,0.005720496
AL365181.3,0.010487553
AL590666.2,0.0003466966
NES,0.20312448
AL590666.3,0.0025568851
CRABP2,2.6183622
AL590666.1,0.00017334826
ISG20L2,0.48960283
RRNAD1,0.12156138
MRPL24,0.588939
HDGF,4.7554007
PRCC,0.5829164
SH2D2A,0.031766027
NTRK1,0.00052004494
INSRR,0.00017334826
PEAR1,0.00086674147
LRRC71,0.0005200448
ARHGEF11,0.09334683
ETV3L,4.3337066e-05
ETV3,0.18046017
AL138900.3,4.3337066e-05
AL138900.2,4.3337066e-05
FCRL5,4.3337066e-05
FCRL4,0.0
FCRL3,0.00021668535
AL356276.1,4.3337066e-05
FCRL2,0.00069339323
FCRL1,0.0
CD5L,0.0001300112
KIRREL1,0.32443494
LINC01704,0.0003033595
CD1D,0.0016034715
AL138899.1,0.00043337073
CD1A,8.667413e-05
CD1C,0.0
CD1B,0.0
CD1E,0.0
OR10T2,0.0
OR10K2,0.0
OR10K1,0.00017334826
AL365440.2,0.0
OR6Y1,4.3337066e-05
OR6P1,0.0
OR10Z1,0.0
SPTA1,0.0002600224
OR6K2,0.0
OR6K3,0.0
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.00047670776
PYHIN1,0.0009100786
IFI16,1.4133203
AIM2,0.028645795
CADM3,0.008450717
CADM3-AS1,0.00021668535
ACKR1,0.0025135493
FCER1A,0.0
OR10J3,0.0
AL513323.1,0.0
OR10J1,0.0
AL663023.1,0.0
OR10J5,0.0
APCS,0.0
CRP,4.3337066e-05
DUSP23,0.89015555
FCRL6,0.0010834269
SLAMF8,0.0003033595
AL590560.1,0.0024268744
SNHG28,0.0
VSIG8,0.008797411
AL590560.2,0.013824524
CFAP45,0.041820116
TAGLN2,4.7918663
IGSF9,0.31412047
SLAMF9,0.0014301236
LINC01133,0.23696887
KCNJ10,0.0019935044
PIGM,0.25487462
AL121987.1,0.0001300112
KCNJ9,0.00078006735
IGSF8,0.32772994
ATP1A2,0.01269775
ATP1A4,0.00043337073
CASQ1,0.0025135486
AL121987.2,0.00398701
PEA15,1.0115558
DCAF8,0.33644113
AL139011.2,0.0023835374
AL139011.1,0.0032502788
PEX19,0.29886544
COPA,1.0091157
NCSTN,0.33921343
NHLH1,0.015601351
VANGL2,0.13308997
SLAMF6,0.0001300112
AL138930.1,0.0
CD84,0.00056338194
SLAMF1,8.667413e-05
AL121985.1,0.00398701
CD48,0.0016901455
SLAMF7,0.00047670782
LY9,0.0006933932
CD244,0.0
ITLN1,0.016858138
AL354714.3,0.0
AL354714.1,0.0
ITLN2,0.0006933932
F11R,0.6002065
AL591806.3,4.3337066e-05
TSTD1,2.1995695
USF1,0.10669558
ARHGAP30,0.034452844
NECTIN4,0.21248655
AL591806.1,0.001126764
KLHDC9,0.17274524
PFDN2,2.1672115
NIT1,0.19363526
DEDD,0.13703394
UFC1,1.7688272
AL590714.1,0.004810417
USP21,0.0759256
PPOX,0.13109638
B4GALT3,0.33999527
ADAMTS4,0.013564497
NDUFS2,1.4777611
FCER1G,0.0041603586
APOA2,0.00043337073
TOMM40L,0.05278411
NR1I3,0.0025568851
PCP4L1,0.0014301235
MPZ,0.009274119
SDHC,1.3659774
CFAP126,0.061408337
AL592295.4,0.005763833
AL592295.3,0.00039003367
AL831711.1,8.667413e-05
FCGR2A,0.0013867865
HSPA6,0.04866749
FCGR3A,0.00060671906
AL590385.1,0.0
FCGR3B,0.0002600224
FCGR2B,0.0007367303
AL451067.1,0.0
FCRLA,4.3337066e-05
FCRLB,0.005460473
DUSP12,0.30384937
AL359541.1,0.003120267
ATF6,0.43486503
OLFML2B,0.011180943
AL590408.1,0.0
NOS1AP,0.1148437
AL512785.1,0.00039003367
C1orf226,0.060758002
SPATA46,0.00017334826
SH2D1B,0.00021668535
UHMK1,0.7698276
AL596325.1,0.0020368416
UAP1,0.28811604
DDR2,0.09742119
HSD17B7,0.14955896
CCDC190,0.038916625
RGS4,0.0019935048
RGS5,0.01928503
AL499616.1,0.0003033595
RGS5-1,0.042166743
AL592435.1,0.0
NUF2,0.97883886
PBX1,2.025379
AL357568.1,0.0029469184
LMX1A,0.0002600224
AL390730.1,0.0
AL390730.2,0.0
RXRG,0.006240538
AL157714.2,0.00017334826
LRRC52,0.0023835376
AL356441.1,0.0032502788
MGST3,2.3039203
ALDH9A1,0.36872873
AL451074.6,0.0009100786
TMCO1,1.6217753
AL451074.2,0.008537394
UCK2,0.19190083
AL358115.1,0.00043337073
FAM78B,0.0039870096
AL626787.1,0.0
AL390115.1,0.0001300112
AL583804.1,0.0
LINC01675,0.0020368414
POGK,0.376313
TADA1,0.079739176
ILDR2,0.008277372
MAEL,0.0018201564
AL158837.1,0.0
GPA33,8.667413e-05
DUSP27,0.0015167976
LINC01363,0.0
AL451050.2,0.018938344
POU2F1,0.43672943
CD247,0.0014301236
AL359962.2,0.0001300112
CREG1,0.675441
AL031733.2,0.0
RCSD1,0.000563382
MPZL1,0.5750691
ADCY10,0.004593731
Z99943.1,0.00021668535
MPC2,1.1099161
DCAF6,0.51248604
GPR161,0.17885655
TIPRL,0.8725529
