,Fibroblast
LINC00989,0.0021616758
AC092542.1,0.00033444696
LINC02469,4.0786224e-05
PCAT4,2.4471736e-05
ANTXR2,0.61703134
AC021127.1,3.262898e-05
PRDM8,0.04567795
FGF5,0.013834838
CFAP299,0.0019740588
BMP3,0.006974446
PRKG2,0.0033036822
AC139722.1,0.0
RASGEF1B,0.056510054
AC124016.2,0.0050329934
HNRNPD,1.4093219
AC124016.1,0.020458693
HNRNPDL,2.3740468
ENOPH1,0.18162642
TMEM150C,0.075334325
LINC00575,4.0786224e-05
SCD5,0.15208441
SEC31A,2.7219622
THAP9-AS1,0.1369222
THAP9,0.021094907
LIN54,0.05669703
COPS4,0.3687878
PLAC8,0.003809426
AC114781.2,0.0002039311
COQ2,0.1450053
HPSE,0.037195586
HELQ,0.12298275
MRPS18C,0.75692886
ABRAXAS1,0.2001001
GPAT3,0.006248445
AC021192.1,0.0
AC104063.1,0.00023656005
NKX6-1,0.005326658
CDS1,0.026983798
WDFY3,0.22555552
WDFY3-AS1,0.0008809832
ARHGAP24,0.19670762
MAPK10,0.23134871
AC104827.1,0.00043233385
PTPN13,0.4371872
SLC10A6,0.00060363597
C4orf36,0.0018027559
AC093827.5,0.004266224
AC093827.4,0.03837816
AFF1,0.4282064
KLHL8,0.1505678
AC108516.1,0.0
HSD17B13,0.0019659016
HSD17B11,0.37255672
NUDT9,0.31162104
AC112250.2,0.0005302208
SPARCL1,5.3334637
AC093895.1,0.0012399029
DSPP,0.00027734626
DMP1,8.97297e-05
IBSP,0.4679894
MEPE,0.0010767579
SPP1,0.08684052
PKD2,0.5242956
ABCG2,0.012015736
PPM1K,0.32881445
AC107067.1,0.0010278142
HERC6,0.25490353
HERC5,0.26093322
PYURF,0.9437938
AC098582.1,8.97297e-05
AC083829.2,0.00090545515
HERC3,0.071998194
NAP1L5,0.046110228
FAM13A-AS1,0.013182263
FAM13A,0.27867123
TIGD2,0.025662417
AC104785.1,0.0006362649
GPRIN3,0.013010937
AC097478.1,0.0012643752
SNCA,0.08923357
AC097478.2,6.525796e-05
AC097478.4,3.262898e-05
AC097478.3,0.00017130212
SNCA-AS1,0.00010604419
MMRN1,0.0031486985
CCSER1,0.0067542065
AC004054.1,8.157245e-06
AC074124.1,8.97297e-05
AC093810.1,0.0
LNCPRESS2,0.0
AC112695.1,1.631449e-05
GRID2,0.012374614
AC095059.1,0.0
AC110800.1,8.157245e-06
ATOH1,0.0
AC096746.1,0.0
SMARCAD1,0.31157157
HPGDS,0.0006933659
PDLIM5,0.9738971
AC108067.1,7.341521e-05
BMPR1B-DT,0.0014275208
BMPR1B,0.052472487
UNC5C,0.054266587
AC106881.1,0.015107405
PDHA2,8.157245e-06
LINC02267,0.0002284028
STPG2,0.001166488
STPG2-AS1,1.631449e-05
AC019077.1,0.0014601501
RAP1GDS1,0.18049264
TSPAN5,0.5665456
AC108159.1,1.631449e-05
AC114811.2,0.004568039
EIF4E,0.37643123
AC019131.1,1.631449e-05
METAP1,0.160624
AC019131.2,0.00482091
ADH5,1.3382207
AP002026.1,0.016543122
ADH4,0.00094624143
ADH6,0.00058732147
ADH1A,0.0006117932
ADH1B,0.31111893
ADH1C,0.014103977
ADH7,1.631449e-05
C4orf17,5.7100715e-05
TRMT10A,0.0838903
MTTP,0.0017048677
AC083902.1,0.0
C4orf54,0.00044864838
DAPP1,0.0042825453
LAMTOR3,0.2824053
DNAJB14,0.5199308
H2AFZ,2.4999497
AC097460.1,0.0005628497
DDIT4L,0.052824534
AP001961.1,3.262898e-05
EMCN,0.0069581307
PPP3CA,0.5914294
AP001816.1,0.096002094
BANK1,0.020507626
AP002075.1,4.894347e-05
SLC39A8,1.2745607
AC098487.1,0.052439593
AF213884.3,0.0074802167
NFKB1,0.44520733
MANBA,0.1494661
UBE2D3,1.7582471
AC018797.2,0.026518825
CISD2,0.54875684
SLC9B1,0.0048209075
SLC9B2,0.0507919
BDH2,0.5631023
CENPE,0.10925454
LINC02428,0.00010604419
AC105460.2,8.157245e-06
AC105460.1,1.631449e-05
TACR3,8.157245e-05
LINC02503,0.00079125323
CXXC4,0.0067542056
CXXC4-AS1,0.00021208831
AC004063.1,0.0
AC004053.1,0.0
AC096577.1,7.3415205e-05
AC004069.1,0.0018680141
TET2,0.1979797
TET2-AS1,5.7100715e-05
PPA2,0.2682136
AC004066.2,0.0
ARHGEF38,0.00028550354
INTS12,0.10564265
GSTCD,0.069812365
AC008243.1,9.788694e-05
NPNT,0.09395787
AC109361.2,4.894347e-05
AC109361.1,0.0037360096
TBCK,0.15365031
AIMP1,0.70379066
GIMD1,4.0786224e-05
DKK2,0.11252261
AC104663.1,3.262898e-05
PAPSS1,0.4469655
SGMS2,0.26498482
AC096564.1,0.003001868
CYP2U1,0.08745428
AC096564.2,0.0022106199
HADH,0.18939959
LEF1,0.18002813
RPL34-AS1,0.0018027558
RPL34,28.8525
OSTC,4.805139
ETNPPL,0.014079516
COL25A1,0.069886886
ZCCHC23,0.00026918904
SEC24B-AS1,0.024520528
SEC24B,0.16146402
MCUB,0.375029
CASP6,0.22897376
AC004067.1,0.0019088006
PLA2G12A,0.21103843
AC126283.2,0.0001876166
CFI,1.8110846
AC126283.1,0.0010930725
GAR1,0.3225257
RRH,0.0003262897
LRIT3,0.0005139063
EGF,0.0011583307
ELOVL6,0.10792677
ENPEP,0.16481465
AC098798.1,0.00021208831
PANCR,0.00012235866
PITX2,0.059519768
LINC01438,8.157245e-06
AC139718.1,1.631449e-05
AC004704.1,0.0
FAM241A,0.089471705
AC109347.1,0.0057345284
AP1AR,0.1055123
AC109347.2,0.0027897828
TIFA,0.14983411
ALPK1,0.20592383
NEUROG2,3.262898e-05
AC023886.1,3.262898e-05
ZGRF1,0.024055699
LARP7,0.74244106
AC106864.1,9.788694e-05
AC106864.2,1.631449e-05
ANK2,0.08650292
AC017007.5,0.00022024557
AC093879.1,3.262898e-05
AC093879.2,8.157245e-06
CAMK2D,0.55816054
ARSJ,0.11624638
AC104779.1,0.00017945937
UGT8,0.00436411
NDST4,0.00066073675
MTRNR2L13,0.0
AC106892.1,0.0
TRAM1L1,0.03595559
LINC02262,0.0
LINC02263,0.0012888471
LINC01378,8.1572456e-05
NDST3,0.0062647574
SNHG8,1.3382685
PRSS12,0.007317067
AC110079.2,0.0008075676
METTL14,0.21897364
SEC24D,0.9445445
SYNPO2,0.26608878
MYOZ2,0.0029692394
USP53,0.29845515
C4orf3,2.5823977
FABP2,0.0002447173
AC093752.3,0.002218777
AC093752.2,0.0006362649
PDE5A,0.11118191
LINC01365,0.0
LINC02502,8.157245e-06
AC097173.2,4.0786224e-05
MAD2L1,0.118159294
AC108866.1,0.008287803
AC025741.1,0.00017945937
PRDM5,0.06999172
NDNF,0.044683225
AC105254.1,0.00021208831
TNIP3,0.010098722
QRFPR,0.010759481
ANXA5,6.2176094
AC079341.3,8.157245e-06
TMEM155,8.157245e-06
AC079341.1,8.97297e-05
EXOSC9,0.14795738
CCNA2,0.041217886
BBS7,0.14090228
AC079341.2,0.0001876166
TRPC3,0.012415458
KIAA1109,0.4888474
ADAD1,2.4471736e-05
IL2,3.262898e-05
IL21,3.262898e-05
IL21-AS1,0.0005465353
BBS12,0.06596253
FGF2,0.10924059
AC021205.3,0.0020556315
NUDT6,0.07131301
SPATA5,0.058899265
SPRY1,2.2097108
AC093821.1,5.7100715e-05
LINC02435,0.0029447682
LINC01091,0.010645281
AC096732.1,6.525796e-05
AC121154.1,8.157245e-06
LINC02516,0.0018516995
ANKRD50,0.27075845
FAT4,0.08663893
AC105919.1,0.0
AC096773.1,8.97297e-05
AC093772.1,0.0030181813
INTU,0.23189333
SLC25A31,7.341521e-05
HSPA4L,0.03646154
AC093591.2,0.0019903732
PLK4,0.013696156
MFSD8,0.11741212
ABHD18,0.06504085
LARP1B,0.25022107
PGRMC2,0.62457657
AC108062.1,0.0065665855
AC110609.1,0.00088098325
AC078850.1,0.0013622628
AC078850.2,8.1572456e-05
JADRR,0.00025287454
JADE1,0.15001404
SCLT1,0.14992335
C4orf33,0.113366835
AC082650.1,0.0
LINC02466,4.894347e-05
LINC02465,1.631449e-05
LINC02377,0.000505749
SNHG27,0.0007994104
AC096711.2,0.0010849152
AC096711.3,0.0011093869
AC096711.1,0.0011501731
LINC01256,0.0
AC115622.1,0.0
AC110751.1,0.0
AC105383.1,0.00054653524
PCDH10,0.0044130534
AC079380.1,0.00036707593
PABPC4L,0.04580852
AC109830.1,0.0
LINC02462,0.0
AC093722.1,8.157245e-06
AC104619.2,0.0
AC107463.1,0.00017945937
LINC02485,3.262898e-05
AC105362.1,0.0
LINC00613,1.631449e-05
AC073429.2,0.00013867316
AC018680.1,5.7100715e-05
LINC02511,0.00060363597
LINC02510,1.631449e-05
PCDH18,0.19250019
LINC02172,0.00046496282
AC116563.1,0.0001876166
AC131956.2,0.0
LINC00616,1.631449e-05
SLC7A11,0.012717247
AC093903.1,0.0
LINC00498,0.0
LINC00499,8.157245e-06
LINC00500,8.157245e-06
AC098859.2,6.525796e-05
AC093766.1,0.00011420142
AC109927.1,0.00010604419
AC109927.2,4.894347e-05
NOCT,0.051281482
ELF2,0.50629365
MGARP,0.19259237
NDUFC1,1.7106014
NAA15,0.249454
AC097376.2,0.13185701
RAB33B,0.082315795
SETD7,0.288359
AC112236.2,0.0016232957
AC112236.1,4.0786224e-05
MGST2,0.4156319
MAML3,0.0666885
AC131182.1,1.631449e-05
SCOC,0.59014857
SCOC-AS1,0.0075210035
CLGN,0.011811765
MGAT4D,0.0
ELMOD2,0.26380038
UCP1,0.00036707593
TBC1D9,0.22718814
AC096733.1,0.00013867315
AC096733.2,0.015458184
RNF150,0.11256745
ZNF330,0.29751146
AC107220.1,8.157245e-06
LINC02432,0.00084835413
AC097504.2,0.0004975918
LINC02276,8.157245e-06
IL15,0.07177828
INPP4B,0.10670518
AC139720.2,0.0
AC139720.1,1.631449e-05
AC104596.1,0.0034668243
USP38,0.12152301
AC097658.2,3.262898e-05
GAB1,0.14785947
SMARCA5,1.0610456
SMARCA5-AS1,0.0024227093
FREM3,0.0007830959
GYPE,0.00046496282
GYPB,5.7100715e-05
GYPA,2.4471736e-05
AC106871.1,0.0
HHIP-AS1,0.15204445
HHIP,0.26178205
ANAPC10,0.1944233
AC109811.1,2.4471736e-05
ABCE1,0.54872394
OTUD4,0.23573555
LINC02266,0.0002610318
SMAD1,0.22469121
SMAD1-AS2,0.00019577386
SMAD1-AS1,0.0014846219
LINC02491,0.0
MMAA,0.05420122
AC093864.1,2.4471736e-05
C4orf51,9.788694e-05
ZNF827,0.2620715
AC104791.1,1.631449e-05
AC108206.1,8.157245e-06
AC097372.2,1.631449e-05
LINC01095,1.631449e-05
LSM6,0.5021183
REELD1,0.0002039311
AC097372.1,8.157245e-06
SLC10A7,0.0757255
POU4F2,3.262898e-05
TTC29,0.00033444696
AC092435.2,0.0
AC092435.1,8.157245e-06
AC092435.3,0.0
EDNRA,0.4586323
LINC02507,0.0005139063
AC093835.1,7.341521e-05
TMEM184C,0.11662092
PRMT9,0.17244384
ARHGAP10,0.24346715
NR3C2,0.020988867
AC069272.1,8.1572456e-05
AC108935.1,0.00041601935
AC108156.1,0.0
LINC02430,0.00022024557
LINC02355,0.00010604419
IQCM,0.00043233385
AC105343.1,0.0
DCLK2,0.039585333
LRBA,0.12427155
AC110813.1,0.0007749387
MAB21L2,0.025417823
RPS3A,24.810854
SH3D19,0.6980091
AC095055.1,0.0038502102
PRSS48,0.0002855035
AC104819.3,0.0001468304
FAM160A1-DT,8.97297e-05
FAM160A1,0.008442791
AC092611.2,0.0021372044
GATB,0.09497457
AC092611.1,0.0009951851
AC107074.1,0.0
AC097375.1,1.631449e-05
LINC02273,9.788694e-05
AC079340.1,0.0
AC079340.2,4.0786224e-05
AC080078.1,0.0
AC080078.2,6.525796e-05
FBXW7,0.24886684
FBXW7-AS1,6.525796e-05
TMEM154,0.09021168
AC106882.1,3.262898e-05
TIGD4,0.0033281532
ARFIP1,0.2680418
FHDC1,0.026820662
AC093599.1,0.0
TRIM2,0.18317656
MND1,0.033240225
TMEM131L,0.14432774
TLR2,0.04754599
RNF175,0.017203866
AC020703.1,2.4471736e-05
SFRP2,4.511561
AC079298.3,0.0024390237
DCHS2,0.011648642
AC079298.1,0.00058732147
AC079298.2,4.894347e-05
PLRG1,0.37244195
FGB,3.262898e-05
FGA,3.262898e-05
FGG,0.016428795
LRAT,0.025915332
RBM46,0.0038175827
AC097467.3,0.0009136123
AC104407.1,4.894347e-05
NPY2R,5.7100715e-05
MAP9,0.353022
AC107208.1,0.000668894
GUCY1A1,0.98231083
GUCY1B1,0.30357364
TDO2,2.3316648
CTSO,0.4275453
AC096736.3,8.157245e-06
LINC02272,8.157245e-06
PDGFC,0.3165163
AC092608.1,8.1572456e-05
GLRB,0.020760499
GRIA2,0.3990946
LINC02433,0.002145361
AC093817.1,8.157245e-06
FAM198B,0.5359935
FAM198B-AS1,0.053915907
AC098679.1,2.4471736e-05
TMEM144,0.042032216
RXFP1,0.0042907004
AC121161.2,0.0
C4orf46,0.06372779
ETFDH,0.136555
PPID,0.35903257
FNIP2,0.21151961
C4orf45,0.00023656005
RAPGEF2,0.15811187
AC074344.2,8.157245e-06
LINC02233,8.157245e-06
LINC02477,4.894347e-05
AC104793.1,8.157245e-06
FSTL5,0.0020556306
AC023136.1,4.0786224e-05
AC005150.1,3.262898e-05
AC022272.1,4.0786224e-05
NAF1,0.122453
NPY1R,0.009976364
NPY5R,0.0005139063
TKTL2,1.631449e-05
TMA16,0.50051904
MARCH1,0.013590112
AC093788.1,0.0074067996
SMIM31,0.0003426042
APELA,0.046371765
TRIM61,0.044952
FAM218A,0.023753863
AC106872.10,0.0
TRIM60,0.006370808
TRIM75P,2.4471736e-05
TMEM192,0.16789973
KLHL2,0.060514152
GK3P,0.00036707593
MSMO1,0.23001072
CPE,2.813079
LINC01179,0.00011420142
TLL1,0.015213447
AC097487.1,3.262898e-05
SPOCK3,0.0016396098
AC079349.1,0.0
AC116634.1,0.0
ANXA10,0.0004241766
DDX60,0.27847403
DDX60L,0.24284844
PALLD,2.7626665
AC079858.1,0.00030181799
AC080188.1,0.00058732147
CBR4,0.18607135
AC021151.1,3.262898e-05
SH3RF1,0.16754921
AC096741.1,0.00084835413
NEK1,0.23013164
CLCN3,0.34664375
HPF1,0.5475566
LINC02275,0.00022024557
AC084866.2,0.0
AC084866.1,3.262898e-05
MFAP3L,0.031290356
AADAT,0.05317351
LINC01612,3.262898e-05
LINC02512,0.0
LINC02382,0.0
LINC02504,2.4471736e-05
AC074254.1,0.0
GALNTL6,0.0061260853
AC105285.1,0.0062892325
GALNT7,0.2716551
AC097534.1,0.00036707593
HMGB2,0.5187047
AC097534.2,0.062088694
SAP30,0.31974792
SCRG1,0.06359821
AC093849.1,0.0006362649
HAND2,0.435945
HAND2-AS1,0.26233467
AC106895.1,0.017432244
LINC02269,0.00079125323
AC106895.2,0.0001876166
LINC02268,0.008679356
AC012055.1,0.00038339043
AC012055.2,0.0
FBXO8,0.14163628
CEP44,0.13568212
AC116616.1,0.0
HPGD,0.0113467835
AC096751.2,4.894347e-05
GLRA3,0.00023656005
ADAM29,8.157245e-06
AC105914.2,0.0
AC095050.1,0.00010604419
AC131094.1,8.157245e-06
GPM6A,0.008752761
AC097537.1,0.0
WDR17,0.008932237
SPATA4,0.0014030491
ASB5,6.525796e-05
AC019163.1,8.97297e-05
SPCS3,1.0266485
AC093801.1,0.0006281077
VEGFC,0.26966244
AC092673.1,0.0
LINC02509,0.0
AC097518.1,2.4471736e-05
NEIL3,0.008809855
AC027627.1,8.157245e-06
AGA,0.17508535
AC078881.1,0.0015580375
AC103879.1,2.4471736e-05
LINC01098,3.262898e-05
LINC01099,0.0011093871
AC020551.1,0.0
AC104803.1,0.0
LINC00290,8.157245e-06
LINC02500,0.0
TEMN3-AS1,7.341521e-05
AC098864.1,0.030026022
TENM3,0.380982
AC079226.2,8.157245e-06
AC079226.1,8.157245e-06
AC079766.1,0.0012970045
DCTD,0.4874446
AC019193.3,9.788694e-05
AC019193.2,0.0007749387
WWC2-AS2,0.015123731
WWC2,0.29453373
WWC2-AS1,0.00019577386
CLDN22,0.0019006422
CLDN24,2.4471736e-05
CDKN2AIP,0.16082
AC107214.1,0.002186148
ING2,0.25850022
AC107214.2,0.0012317463
RWDD4,0.28472206
TRAPPC11,0.16510974
AC108477.1,2.4471736e-05
STOX2,0.017880924
ENPP6,0.004274383
LINC02363,0.0010849152
LINC02362,0.00089729775
IRF2,0.43528616
LINC02427,0.001019657
LINC02365,0.00015498763
CASP3,0.28105137
PRIMPOL,0.0850971
CENPU,0.0658511
ACSL1,0.25570193
AC084871.2,0.0009462413
MIR3945HG,0.0013296328
LINC01093,5.7100715e-05
LINC02437,0.0
HELT,2.4471736e-05
LINC02436,0.0
SLC25A4,0.447963
CFAP97,0.9403904
SNX25,0.10671173
LRP2BP,0.02143747
AC112722.1,0.0004404911
ANKRD37,0.35611072
UFSP2,0.64660734
C4orf47,0.058336664
CCDC110,0.055400316
AC106897.1,0.02460211
PDLIM3,1.8988097
SORBS2,0.31716925
AC093797.1,0.003727853
AC108472.1,0.0009788706
AC096659.1,1.631449e-05
TLR3,0.12435343
FAM149A,0.02390065
CYP4V2,0.073327616
KLKB1,0.0013948919
F11,2.4471736e-05
F11-AS1,0.0025450683
MTNR1A,8.157245e-06
FAT1,0.8337532
AC108865.1,4.0786224e-05
AC108865.2,0.00039154766
AC110772.1,2.4471736e-05
AC108474.1,0.00057100697
AC097652.1,0.00045680557
LINC02515,0.0036462853
AC093763.1,0.0
LINC02492,8.157245e-06
AC097521.1,0.0
ZFP42,0.008247002
TRIML2,0.003238423
TRIML1,3.262898e-05
AC138781.1,4.0786224e-05
LINC02434,0.00011420142
LINC01060,0.007317072
LINC02508,3.262898e-05
AC093909.4,1.631449e-05
AC122138.1,0.0
AC107391.1,0.0
AC105924.1,8.157245e-06
LINC01262,6.525796e-05
AF250324.1,0.00046496282
FRG1-DT,0.0026592687
LINC01596,8.97297e-05
FRG1,0.5201841
FRG2,0.0
DBET,2.4471736e-05
DUX4,0.0
PLEKHG4B,0.10649933
LRRC14B,4.894347e-05
CCDC127,0.27738118
SDHA,0.40199217
AC021087.1,0.0007504668
PDCD6,1.253005
AHRR,0.039218336
EXOC3-AS1,0.064331286
EXOC3,0.25336027
SLC9A3,0.048809897
AC106772.1,9.788694e-05
CEP72,0.008524365
TPPP,0.01196677
AC026740.1,0.0009707134
ZDHHC11B,0.0038583695
ZDHHC11,0.0033689393
BRD9,0.6061991
TRIP13,0.03505905
AC122719.1,0.00017945937
AC122719.2,0.0005791642
AC116351.1,0.014552708
AC116351.2,0.0076759965
NKD2,0.35291648
SLC12A7,0.10452571
AC114291.1,2.4471736e-05
SLC6A19,0.0
SLC6A18,0.0
TERT,4.0786224e-05
CLPTM1L,0.4521284
LINC01511,1.631449e-05
SLC6A3,0.003939941
LPCAT1,0.15873207
AC091849.2,8.1572456e-05
AC026412.3,0.00046496282
AC112176.1,8.97297e-05
MRPL36,0.68833417
NDUFS6,1.6525933
IRX4,0.0006117932
AC025183.1,8.157245e-06
AC025183.2,0.0
AC126768.2,0.003058968
AC126768.1,0.00019577386
AC126768.3,0.00013051591
AC091891.2,0.0015825093
AC091891.1,6.525796e-05
IRX2,0.010310807
C5orf38,0.010294501
LINC01019,4.894347e-05
LINC02162,0.0
LINC01017,0.0
IRX1,0.007822818
AC016595.1,8.157245e-06
AC025187.1,0.0
LINC02063,1.631449e-05
AC106799.3,0.00019577386
AC106799.2,0.0
AC106799.1,8.157245e-06
LINC02114,0.0
AC026719.1,0.0
AC026719.2,8.157245e-06
AC010451.3,2.4471736e-05
AC010451.1,0.0
LINC01020,0.00017945938
AC010451.2,2.4471736e-05
LINC02121,1.631449e-05
AC022424.1,4.0786224e-05
ADAMTS16,0.12991214
AC022424.2,0.0
ICE1,0.33747604
AC010266.2,0.00019577387
LINC02145,0.001345948
MED10,0.9057628
UBE2QL1,0.07458458
LINC01018,0.008100181
NSUN2,0.11271419
SRD5A1,0.062072005
LINC02102,0.0009217697
TENT4A,0.10353013
AC122710.2,8.157245e-06
AC122710.3,6.525796e-05
LINC02236,0.0
AC122710.1,0.0
LINC02196,0.0
LINC02123,0.0
AC027343.1,8.157245e-06
LINC02142,7.341521e-05
ADCY2,0.0058895154
AC093305.1,0.0
C5orf49,0.031706374
MTRR,0.1261974
FASTKD3,0.054584548
AC025174.1,5.7100715e-05
LINC02226,8.157245e-06
AC091965.1,0.0
AC091965.4,0.00035076146
MIR4458HG,0.1629329
AC091932.1,0.00014683041
LINC02199,8.157245e-06
AC021088.1,8.1572456e-05
SEMA5A,0.59456545
AC091906.1,0.0001468304
SEMA5A-AS1,0.00026918904
SNHG18,0.5915273
TAS2R1,0.0011257017
LINC02112,0.000668894
LINC02221,0.0
AC034229.1,0.00045680557
AC034229.2,8.157245e-06
AC034229.4,0.0004568056
FAM173B,0.079387695
AC012640.1,0.004355952
CCT5,0.9806046
AC012640.4,0.0028224117
AC012640.3,0.0004894346
CMBL,0.34165308
AC012640.2,0.012619395
MARCH6,0.51995504
ROPN1L-AS1,2.4471736e-05
ROPN1L,0.0069907755
LINC01513,0.0008891405
AC092336.1,8.157245e-06
LINC02212,8.157245e-06
LINC02213,8.157245e-06
ANKRD33B,0.049267158
ANKRD33B-AS1,2.4471736e-05
DAP,0.87463593
AC012629.2,0.0011746453
AC012629.1,0.0
CTNND2,0.0040133544
AC106771.1,8.157245e-06
LINC01194,0.00015498763
DNAH5,0.0044783163
AC016576.1,2.4471736e-05
TRIO,0.34065753
OTULINL,0.045694534
AC010491.1,0.007015242
OTULIN,0.3366682
ANKH,0.272569
AC016575.1,0.006917353
AC016651.1,0.0
LINC02149,0.00031813246
FBXL7,0.16157812
AC010638.1,0.00017130212
MARCH11,0.0001468304
AC016650.1,0.0
AC092335.1,0.0
LINC02150,4.894347e-05
ZNF622,0.29386446
RETREG1,0.120040365
AC022113.1,0.0001468304
AC022113.2,0.00016314487
MYO10,0.28862998
BASP1,2.2083604
AC026790.1,0.00013867316
BASP1-AS1,0.0031160682
AC026785.2,0.0027816256
AC026785.3,0.0
LINC02111,0.0
LINC02217,7.341521e-05
LINC02218,8.157245e-06
AC106774.10,0.0
AC106774.8,0.0
AC233724.15,0.0
AC233724.6,0.0
H3.Y,0.0
LINC02223,0.0018843287
LINC02100,0.00031813246
AC106744.1,0.0
AC106744.2,8.157245e-06
CDH18,0.006729735
LINC02241,0.00025287454
LINC02146,8.157245e-06
AC093274.1,0.000848354
AC091946.2,0.000668894
AC091946.1,0.0016396098
CDH12,0.0006933659
AC010445.1,1.631449e-05
PRDM9,8.157245e-06
C5orf17,0.009658234
CDH10,0.0005220635
LINC02228,0.00013867316
LINC02211,0.003001868
AC099499.2,6.525796e-05
AC099499.1,0.0
AC106754.1,9.788694e-05
AC022140.1,0.0002284028
CDH9,1.631449e-05
AC113355.1,0.0
PURPL,0.0015661945
LINC02103,0.0
AC008825.1,8.157245e-06
LINC02109,0.0004975918
LINC02064,0.0
AC113386.1,3.262898e-05
CDH6,0.23835076
DROSHA,0.13972767
C5orf22,0.06659873
PDZD2,0.1669297
AC022447.3,3.262898e-05
AC022447.1,0.00017130212
AC022447.7,1.631449e-05
AC025178.1,0.00070968043
GOLPH3,0.32389566
AC025181.2,0.03608618
MTMR12,0.113464974
ZFR,0.6132309
SUB1,3.535442
LINC02061,0.0
NPR3,0.037253484
AC010343.3,0.00036707593
LINC02120,0.0
AC034223.1,0.0
AC034223.2,1.631449e-05
LINC02160,8.157245e-06
AC034231.1,0.0011175444
TARS,0.62716985
AC034232.2,0.0020801031
ADAMTS12,0.7113159
RXFP3,0.00017130212
SLC45A2,0.0013948919
AMACR,0.022065494
C1QTNF3-AMACR,0.00013867316
C1QTNF3,0.5375157
AC139792.1,0.00068520854
AC025754.2,0.0020719462
RAI14,0.9245937
AC025754.1,4.894347e-05
AC026801.2,0.011428413
TTC23L,0.0017456549
RAD1,0.17651232
BRIX1,0.28858784
DNAJC21,0.67284054
AGXT2,3.262898e-05
PRLR,0.053997904
SPEF2,0.115609765
AC137810.1,2.4471736e-05
IL7R,0.40837175
CAPSL,0.016592046
AC112204.2,0.0
UGT3A1,1.631449e-05
UGT3A2,0.0022921925
LMBRD2,0.08194873
SKP2,0.08708759
NADK2,0.13976856
NADK2-AS1,5.7100715e-05
RANBP3L,0.026698517
SLC1A3,0.21561635
AC008957.2,0.00011420142
AC008957.1,0.00030997524
AC026741.1,0.0013704201
NIPBL,0.75281066
CPLANE1,0.3538291
NUP155,0.10198872
WDR70,0.3476382
GDNF-AS1,0.0034668248
GDNF,0.02166583
LINC02117,8.157245e-06
AC008869.1,8.157245e-06
AC034226.1,0.0
LINC02107,1.631449e-05
LINC02119,8.157245e-06
EGFLAM,0.13255367
EGFLAM-AS4,0.00049759186
EGFLAM-AS3,1.631449e-05
EGFLAM-AS2,6.525796e-05
EGFLAM-AS1,4.0786224e-05
AC010457.1,0.018133802
LIFR,0.21510947
LIFR-AS1,0.02037712
AC010425.1,4.0786224e-05
OSMR-AS1,0.06266742
AC091435.2,2.4471736e-05
OSMR,0.6035662
RICTOR,0.34591803
FYB1,0.009886601
C9,0.0021372035
DAB2,2.9786842
LINC02104,0.007390484
LINC00603,0.00010604419
LINC00604,0.0008646687
AC093277.1,8.157245e-06
TTC33,0.11225726
PTGER4,0.04641248
PRKAA1,0.25762606
RPL37,33.333347
CARD6,0.13277061
C7,0.82718796
MROH2B,0.00012235869
C6,0.0056203273
PLCXD3,0.017570887
OXCT1,0.15196274
C5orf51,0.15019214
FBXO4,0.13138385
AC108099.1,0.0
GHR,0.14426354
CCDC152,0.06027779
SELENOP,4.221011
AC008945.1,0.0010930724
AC008875.1,0.0041928105
AC025171.3,0.0033281532
AC025171.5,0.00026918904
ANXA2R,0.011950482
AC025171.2,0.011346836
AC025171.4,0.007439428
ZNF131,0.31508672
NIM1K,0.017929852
AC114947.2,0.0006199505
HMGCS1,0.17571433
CCL28,0.03846818
TMEM267,0.08255228
C5orf34,0.022081811
AC114956.2,0.00010604419
AC114956.1,0.0019577441
PAIP1,0.6669462
NNT-AS1,0.17873088
NNT,0.25587255
FGF10,0.009005643
FGF10-AS1,0.0016151384
LINC02224,6.525796e-05
AC093292.1,0.0
MRPS30-DT,0.025262762
AC093297.1,0.0
MRPS30,0.19624221
AC093297.2,0.024438951
AC114954.1,2.4471736e-05
HCN1,0.0012072744
AC122694.1,3.262898e-05
EMB,0.4680107
AC112187.3,0.00054653524
PARP8,0.19081013
AC022441.1,0.0
AC022441.2,8.157245e-06
AC008808.2,0.00013867316
LINC02106,0.005269558
AC008808.1,4.894347e-05
AC010478.1,0.009062757
ISL1,0.04248912
AC091860.2,8.1572456e-05
LINC02118,8.157245e-06
AC022126.1,0.0003262897
ITGA1,0.91133165
PELO,0.3481858
AC025180.1,2.4471736e-05
ITGA2,0.083067946
AC008966.2,0.00058732147
MOCS2,0.3938118
AC008966.1,0.016730744
FST,0.34950835
NDUFS4,0.9275254
LINC02105,0.0
AC025175.1,0.000929927
ARL15,0.053760797
LINC01033,9.788694e-05
HSPB3,0.017856425
SNX18,0.35732022
AC112198.3,0.0
ESM1,0.0058324276
GZMK,0.0026755796
AC034238.3,0.0
AC034238.2,2.4471736e-05
GZMA,0.007349673
CDC20B,0.00068520854
GPX8,1.7801592
MCIDAS,8.157245e-05
CCNO,0.016918337
AC026704.1,0.0005954787
DHX29,0.73029304
MTREX,0.36704233
PLPP1,0.5553817
SLC38A9,0.08042349
DDX4,4.894347e-05
IL31RA,0.0007504668
IL6ST,2.7473657
AC008914.1,0.011183688
