,Fibroblast
COPS2,0.69171166
GALK2,0.18864071
FAM227B,0.038647242
AC022306.2,0.0125786085
FGF7,1.0706801
DTWD1,0.74302655
ATP8B4,0.017587228
AC025040.1,0.0012888472
SLC27A2,0.0023982364
HDC,0.000114201415
GABPB1,0.11504714
GABPB1-AS1,0.56835556
AC022087.1,0.0059058336
USP8,0.730664
AC012170.3,7.341521e-05
AC012170.2,0.0006281077
USP50,0.0014683075
TRPM7,0.31650627
AC084756.1,0.00037523318
SPPL2A,0.69993997
AC012100.2,2.4471736e-05
AC021752.1,0.0011828025
AP4E1,0.08369425
MIR4713HG,8.1572456e-05
TNFAIP8L3,0.05904694
CYP19A1,0.006998923
AC020891.2,0.00011420142
GLDN,0.008499882
AC066613.2,8.157245e-06
DMXL2,0.11122185
AC066613.1,0.00019577386
SCG3,0.0005220636
AC020892.1,0.0
AC020892.2,0.0
LYSMD2,0.0973076
TMOD2,0.059535664
TMOD3,0.93888766
AC090971.2,0.00044864832
AC090971.1,0.0019169578
LEO1,0.3856224
MAPK6,0.5493926
AC090970.2,0.0008320396
AC023906.5,0.002993711
AC023906.2,0.0001468304
BCL2L10,0.013263831
GNB5,0.21465945
AC023906.3,0.0017538122
AC023906.4,0.00012235866
CERNA1,0.004070452
MYO5C,0.013794056
MYO5A,0.16767086
ARPP19,0.6162729
AC025917.1,0.0003997049
FAM214A,0.2532792
ONECUT1,0.00093808427
AC016044.1,0.0
WDR72,0.012921194
AC084759.2,1.631449e-05
UNC13C,0.0008646687
AC025272.1,0.0
RSL24D1,1.2781528
RAB27A,0.3476152
PIGBOS1,0.27454194
PIGB,0.058972567
CCPG1,0.72287613
C15orf65,0.042937435
DNAAF4,0.08801713
PYGO1,0.119761065
PRTG,0.06612601
NEDD4,0.242635
RFX7,0.09806548
TEX9,0.053108446
AC084782.1,0.0017538121
AC084782.2,0.0008891405
MNS1,0.071289144
AC084782.3,0.0010278143
AC090518.1,8.97297e-05
ZNF280D,0.34477544
AC090517.4,0.0129946405
AC010999.2,0.0021290472
TCF12,0.633801
LINC00926,0.022277558
LINC01413,0.0
CGNL1,0.15980174
AC025271.3,0.0
AC025271.2,8.1572456e-05
AC025271.4,0.00066073675
GCOM1,0.0006933659
MYZAP,0.0017374975
POLR2M,0.16310345
AC090651.1,0.00029366073
ALDH1A2,0.27497205
AC025431.1,0.0004404911
AQP9,0.019985484
LIPC,0.006020037
LIPC-AS1,6.525796e-05
AC018904.1,0.0006281077
ADAM10,0.6878066
AC090515.2,0.006762362
MINDY2,0.6969463
AC090515.4,0.0013948919
RNF111,0.1565704
SLTM,0.8855434
AC025918.1,0.00015498763
CCNB2,0.09339755
AC092757.3,0.003148697
MYO1E,0.23647772
LDHAL6B,0.00015498763
FAM81A,0.009119858
GCNT3,0.0020964171
GTF2A2,1.0697042
BNIP2,0.45937893
AC092755.2,0.00021208831
FOXB1,0.00038339043
AC009654.1,4.0786224e-05
ANXA2,12.858901
ICE2,0.26709569
RORA-AS1,0.0020474743
RORA,0.3779157
AC107241.1,0.0004975918
AC009560.1,0.0016722394
RORA-AS2,8.157245e-06
AC022898.1,0.00010604419
AC012404.1,0.0032873675
AC012404.2,0.00084835413
AC107905.1,0.00030181799
AC104574.2,9.788694e-05
AC104574.1,0.0
AC018618.1,1.631449e-05
LINC02349,4.894347e-05
AC009554.1,4.0786224e-05
VPS13C,0.59470737
AC104590.1,0.0008401968
C2CD4A,0.0012480607
C2CD4B,0.0036462832
AC126323.2,0.0005628497
AC126323.3,0.0
AC126323.6,0.0
AC032011.1,0.0011991172
TLN2,0.29618907
AC100839.1,0.00046496282
AC100839.2,0.0004975918
AC103740.1,0.008630408
AC103740.2,0.0006362649
TPM1,6.6298532
TPM1-AS,0.0059710913
AC079328.2,0.0017211831
AC087612.1,4.894347e-05
LACTB,0.27871227
RPS27L,4.147567
RAB8B,0.5069459
APH1B,0.21211696
CA12,1.2921915
LINC02568,0.0007749387
AC007950.1,8.1572456e-05
AC007950.2,0.010498464
USP3,0.37231982
USP3-AS1,0.008646728
FBXL22,0.04682844
HERC1,0.2793542
AC073167.1,0.00038339043
DAPK2,0.023036113
AC015914.1,1.631449e-05
FAM96A,0.27566826
SNX1,0.37469327
SNX22,0.010702399
PPIB,10.754241
CSNK1G1,0.27525184
AC087632.1,0.0008401969
PCLAF,0.20816441
TRIP4,0.16229592
ZNF609,0.29397035
OAZ2,0.54253185
AC100830.3,0.0038502102
AC100830.2,0.00279794
AC100830.1,0.017440442
RBPMS2,0.06004948
PIF1,0.039789684
AC069368.1,0.00016314487
PLEKHO2,0.075138554
ANKDD1A,0.047089037
AC103691.2,0.0009951851
AC103691.1,0.053246923
SPG21,0.45907757
MTFMT,0.082258694
SLC51B,0.0004078622
AC013553.3,0.0018761714
RASL12,0.07671413
KBTBD13,0.0
AC013553.4,0.000668894
UBAP1L,0.022611963
PDCD7,0.57757086
CLPX,0.31525034
CILP,0.48206338
PARP16,0.0827809
IGDCC3,0.009837695
IGDCC4,0.1187416
DPP8,0.23622403
HACD3,0.7111599
INTS14,0.12424706
SLC24A1,0.045523047
AC011939.3,0.0005139063
DENND4A,0.14743567
RAB11A,0.73281634
MEGF11,0.0015090939
AC055855.2,5.7100715e-05
DIS3L,0.13396955
AC055855.1,0.0004241766
TIPIN,0.08459163
MAP2K1,0.20599039
AC116913.1,0.011012385
SNAPC5,0.22124943
RPL4,6.1986055
ZWILCH,0.08028546
LCTL,0.059454106
LINC01169,0.00011420142
SMAD6,0.02268538
AC110048.2,0.008524369
AC093334.1,8.1572456e-05
LINC02206,0.0005139063
AC087482.1,0.0024553381
SMAD3,0.21230383
AC012568.1,8.1572456e-05
AAGAB,0.13118003
IQCH,0.008777248
IQCH-AS1,0.041518282
C15orf61,0.23836121
AC016355.1,0.0035565528
MAP2K5,0.08179372
SKOR1,0.000725995
AC009292.1,0.00016314487
PIAS1,0.32782692
AC107871.1,0.0057263714
CALML4,0.0029855538
CLN6,0.054184947
AC107871.2,0.0009788706
FEM1B,0.21129866
ITGA11,0.70298564
CORO2B,0.0746984
ANP32A,0.66090447
SPESP1,0.026902253
NOX5,0.0040867673
AC027088.3,0.0
EWSAT1,0.0011828025
AC027088.2,8.157245e-06
GLCE,0.07334394
AC026992.2,9.788694e-05
AC026992.1,8.97297e-05
PAQR5,0.0063137077
AC027237.3,0.015001367
KIF23,0.06998675
RPLP1,53.315094
AC027237.2,0.0007749387
DRAIC,0.0020556315
AC100826.1,8.157245e-06
AC021818.1,8.157245e-06
TLE3,0.11871762
AC026583.1,0.0
AC048383.1,0.0
LINC02205,0.0
LINC02204,0.0010114997
SALRNA3,0.0
SALRNA2,0.00604451
UACA,1.2978232
AC009269.2,0.0021208897
AC009269.3,8.157245e-06
LARP6,0.35529974
LRRC49,0.071337625
THAP10,0.013810382
THSD4,0.12812386
CT62,0.00030181799
THSD4-AS1,5.7100715e-05
AC108861.1,0.00035076146
NR2E3,0.0052532437
AC104938.1,0.0021045753
MYO9A,0.32280284
AC022872.1,0.0002039311
SENP8,0.024471607
AC020779.2,0.0
GRAMD2A,0.004200969
PKM,3.7755165
PARP6,0.09571652
AC009690.2,0.00094624155
CELF6,0.00025287454
AC009690.1,0.0002855035
HEXA,0.80420226
HEXA-AS1,0.0029121398
TMEM202,8.157245e-06
TMEM202-AS1,0.013100684
AC079322.1,0.0056611113
ARIH1,0.40076822
LINC02259,0.0007749387
AC100827.4,0.0014193637
GOLGA6B,1.631449e-05
HIGD2B,0.0001468304
BBS4,0.19588326
ADPGK,0.30018556
ADPGK-AS1,0.001166488
NEO1,0.37965506
AC068397.1,1.631449e-05
HCN4,0.00058732147
AC068397.2,0.0
REC114,3.262898e-05
NPTN,0.5378272
CD276,0.50746024
AC022188.1,0.0
C15orf59,0.0064360644
C15orf59-AS1,0.00058732147
AC018943.1,3.262898e-05
TBC1D21,0.0
LOXL1-AS1,0.03926715
LOXL1,1.3473684
STOML1,0.1018093
PML,0.5812255
GOLGA6A,1.631449e-05
ISLR2,0.017114129
AC010931.2,0.02001817
AC010931.3,0.0004731201
ISLR,3.1001563
STRA6,0.14879152
CCDC33,0.007643358
AC023300.2,0.0006362649
CYP11A1,0.024275884
AC090826.1,0.0053674453
AC090826.2,1.631449e-05
LINC02255,1.631449e-05
SEMA7A,0.02728559
UBL7,0.145576
UBL7-AS1,0.05362207
AC012435.2,0.00019577386
ARID3B,0.011836281
CLK3,0.17666751
AC100835.2,0.0005220635
AC100835.1,7.341521e-05
EDC3,0.09519447
CYP1A1,0.0001876166
CYP1A2,6.525796e-05
CSK,0.16352747
LMAN1L,8.157245e-06
CPLX3,5.7100715e-05
ULK3,0.06610937
SCAMP2,0.38364026
MPI,0.1409515
FAM219B,0.14606492
COX5A,1.133934
RPP25,0.16608447
SCAMP5,0.009788764
PPCDC,0.05038406
C15orf39,0.05104488
AC113208.3,1.631449e-05
GOLGA6C,0.0
GOLGA6D,4.894347e-05
COMMD4,0.6133787
AC068338.3,0.007741253
NEIL1,0.06851557
MAN2C1,0.2123099
AC068338.2,0.010604509
SIN3A,0.20457792
PTPN9,0.15334858
SNUPN,0.3995782
AC105020.3,0.00033444696
AC105020.2,0.00019577386
IMP3,0.53724897
AC105020.6,0.001688554
AC105020.5,0.0011093871
SNX33,0.12033217
CSPG4,0.06180488
AC105020.4,0.00022024557
AC105020.1,0.006126084
ODF3L1,0.0054816464
DNM1P35,0.0035320816
AC019294.3,1.631449e-05
UBE2Q2,0.43034256
FBXO22,0.36920384
NRG4,0.030221965
TMEM266,0.014030621
AC091100.1,0.0006199505
ETFA,0.5380952
ISL2,0.009821395
AC027243.1,0.0
AC027243.2,8.97297e-05
SCAPER,0.17272814
RCN2,1.2938651
PSTPIP1,0.0034015682
TSPAN3,1.1767225
AC090181.1,8.157245e-06
PEAK1,0.4327255
HMG20A,0.17656106
AC046168.1,0.00039154766
AC046168.2,0.001688554
LINGO1,0.059733357
LINGO1-AS1,8.1572456e-05
LINGO1-AS2,8.157245e-06
AC104758.4,0.00011420142
AC104758.5,0.0
TBC1D2B,0.3503875
AC104758.2,0.0005628497
SH2D7,0.00058732147
CIB2,0.13141648
IDH3A,0.1498826
AC090260.1,0.00093808415
ACSBG1,0.0010033424
AC090607.3,4.0786224e-05
DNAJA4,0.06646911
WDR61,0.38181353
AC090607.1,0.00029366076
AC090607.5,0.00025287454
CRABP1,0.07447351
IREB2,0.3096794
AC027228.1,0.00017130212
HYKK,0.024585772
PSMA4,1.5661054
CHRNA5,0.0071783927
AC027228.2,0.0002447173
CHRNA3,0.009870323
CHRNB4,0.00035076146
AC067863.1,6.525796e-05
ADAMTS7,0.17787494
MORF4L1,4.311226
CTSH,0.4709551
RASGRF1,0.005693744
AC011944.1,0.0016069813
ANKRD34C-AS1,8.157245e-06
ANKRD34C,4.894347e-05
TMED3,1.1156853
KIAA1024,0.0149361
AC021483.1,5.7100715e-05
MTHFS,0.08615792
AC021483.2,0.00060363597
ST20-MTHFS,0.0005791642
ST20,0.05958435
ST20-AS1,0.022220468
BCL2A1,0.025703445
ZFAND6,0.6011678
FAH,0.26449662
AC087761.1,0.00044864832
CTXND1,0.00027734626
LINC00927,1.631449e-05
AC016705.2,0.007724934
ARNT2,0.07306706
AC016705.1,4.0786224e-05
AC108451.1,0.00033444696
AC108451.2,4.894347e-05
ABHD17C,0.12344029
AC023302.1,0.0033281534
CEMIP,0.84826803
AC027808.1,1.631449e-05
AC027808.2,0.00038339043
MESD,1.2140278
AC068870.1,0.00027734626
AC068870.2,0.006876569
TLNRD1,0.19710883
CFAP161,0.0005546925
IL16,0.13339064
STARD5,0.03137998
TMC3-AS1,0.013312781
TMC3,0.00017130212
AC103858.2,0.00071783765
AC109809.1,0.0024716528
AC060809.1,0.0
AC023034.1,0.0018435423
AC023034.2,8.97297e-05
AC104041.1,0.0030915968
AC025219.1,0.0003262897
MEX3B,0.047382686
LINC01583,0.0005139063
EFL1,0.074836686
SAXO2,0.010164007
GOLGA6L10,0.012211525
GOLGA6L9,0.01686942
RPS17,0.743132
AC245033.1,0.0
AC245033.2,8.157245e-06
CPEB1,0.023582589
CPEB1-AS1,0.0029610826
AP3B2,0.007822825
AC105339.3,0.00019577386
SNHG21,0.032317962
FSD2,0.007814672
WHAMM,0.18081938
HOMER2,0.05012345
AC022558.2,9.788694e-05
RAMMET,0.34144002
C15orf40,0.25629678
AC024270.4,0.00017130212
BTBD1,0.19899932
AC022558.3,0.00036707593
AC024270.2,8.157245e-06
TM6SF1,0.0016396098
HDGFL3,0.42941317
AC024270.3,0.0
AC103876.1,0.00035891868
BNC1,0.17781381
SH3GL3,0.030727625
ADAMTSL3,0.048672073
UBE2Q2L,0.008092024
GOLGA6L4,0.03668158
AC243562.3,0.00036707593
AC048382.5,0.0039317803
ZSCAN2,0.048369467
AC048382.1,0.0022350918
AC048382.6,0.0031813253
WDR73,0.29618904
NMB,0.32781816
SEC11A,2.8872564
AC115102.1,0.0004404911
ZNF592,0.09145896
ALPK3,0.006452382
SLC28A1,0.0002610318
PDE8A,0.10238858
AKAP13,1.7052082
AC087286.3,0.0011093871
AC087286.2,0.0026021688
AC087286.1,0.00017130212
AC021739.4,0.0009788707
AC021739.2,0.0130109545
AC021739.5,8.97297e-05
AC021739.3,0.00031813246
KLHL25,0.014781115
LINC01584,8.157245e-06
AGBL1,0.006664478
AGBL1-AS1,0.00011420142
AC078905.1,1.631449e-05
AC020687.1,8.157245e-06
LINC00052,9.788694e-05
NTRK3,0.023264516
MRPL46,0.2058831
MRPS11,0.4494204
DET1,0.05724343
LINC01586,4.894347e-05
AEN,0.13381441
ISG20,0.21578275
AC103982.1,8.1572456e-05
ACAN,0.028974317
HAPLN3,0.23091526
MFGE8,1.1895553
AC013565.1,0.00088098325
AC013565.3,0.0007912531
ABHD2,0.7345652
RLBP1,4.894347e-05
FANCI,0.050955974
POLG,0.12702827
AC124068.2,0.01737518
MIR9-3HG,0.002528754
RHCG,0.0015498789
AC013391.3,5.7100715e-05
TICRR,0.0056447997
AC013391.1,1.631449e-05
KIF7,0.053891253
PLIN1,0.0027163674
PEX11A,0.08540699
WDR93,0.0046577663
MESP1,0.03502594
MESP2,0.010123222
ANPEP,0.27371937
AP3S2,0.09624651
C15orf38-AP3S2,0.00036707593
ARPIN,0.15842175
ZNF710,0.045751326
ZNF710-AS1,0.025768448
IDH2,0.78299534
IDH2-DT,8.157245e-06
SEMA4B,0.116271295
CIB1,1.3663963
GDPGP1,0.017546486
AC091167.7,4.894347e-05
TTLL13P,0.000505749
AC091167.2,5.7100715e-05
NGRN,0.06397237
AC091167.6,0.00039154766
AC091167.5,0.0006199505
ZNF774,0.011673131
IQGAP1,1.8847054
AC018946.1,0.000725995
CRTC3,0.23909512
AC103739.1,4.0786224e-05
AC103739.2,0.0002855035
CRTC3-AS1,0.0015335657
AC021422.1,0.00019577386
BLM,0.015890507
FURIN,0.18591653
FES,0.11317087
MAN2A2,0.04425876
AC068831.4,0.00011420142
HDDC3,0.13327621
UNC45A,0.28599346
AC068831.1,0.0015906665
RCCD1,0.07747929
PRC1,0.03824053
AC068831.7,0.0001876166
PRC1-AS1,0.0016967109
VPS33B,0.037195403
VPS33B-DT,0.0043641087
AC068831.6,0.0007830959
SV2B,0.00026918904
AC104035.1,0.0008483541
AC107958.3,0.00013051591
AC107958.2,0.00013867316
SLCO3A1,0.6842511
AC116903.2,0.00058732147
AC116903.1,7.341521e-05
ST8SIA2,0.057545576
AC090985.1,0.0
C15orf32,0.00041601935
LINC00930,0.0006199505
AC091544.5,8.97297e-05
FAM174B,0.04754583
AC091544.7,2.4471736e-05
AC106028.4,0.0019169578
AC106028.5,8.97297e-05
AC013394.1,0.092087045
CHD2,0.4655706
RGMA,0.042643882
AC112693.1,0.0
AC091078.1,0.00017130212
AC091078.3,8.157245e-06
AC110023.1,1.631449e-05
LINC01579,0.0041030818
AC103996.3,6.525796e-05
LINC02207,6.525796e-05
AC103996.2,1.631449e-05
LINC01580,1.631449e-05
LINC01581,8.157245e-06
MCTP2,0.27966636
AC009432.1,0.0
AC107976.1,8.157245e-06
AC087633.1,0.00043233385
AC087636.1,0.0058324137
LINC01197,0.033990312
AC104260.1,0.0015661948
LINC00924,0.008915906
AC027013.1,0.0003262897
AC015574.1,5.7100715e-05
AC012409.2,0.00013867316
AC024337.1,0.00021208831
AC024337.2,0.006215817
NR2F2-AS1,0.089314215
AC012409.3,0.0034423533
AC012409.1,0.0001876166
AC012409.4,0.00011420142
LINC02157,8.1572456e-05
NR2F2,1.4171551
AC103746.1,0.0014764646
AC087477.2,0.025719494
AC087477.5,8.157245e-06
AC087477.3,1.631449e-05
AC087477.4,8.157245e-06
SPATA8-AS1,0.0
SPATA8,0.0005139063
AC020704.1,8.157245e-06
LINC02253,0.0006117932
LINC02254,0.00013867316
AC026523.1,0.0002039311
LINC00923,0.0046332944
AC024651.2,1.631449e-05
ARRDC4,0.10079878
AC024651.1,8.157245e-06
LINC02251,0.0
AC022523.1,8.157245e-06
LINC01582,0.0
AC022523.3,8.157245e-06
AC015722.2,0.00036707593
LINC02351,0.00010604419
FAM169B,0.00070968043
AC118658.1,0.00036707593
IGF1R,0.36651233
AC069029.1,0.00022024557
AC036108.1,9.7886936e-05
PGPEP1L,0.00013051591
AC036108.4,0.00022024557
SYNM,0.03775045
AC036108.2,0.0010114997
TTC23,0.11768119
AC036108.3,0.0015906665
LRRC28,0.10803235
AC015660.2,0.01736699
AC015660.3,0.0010278143
AC015660.4,0.00010604419
AC015660.1,0.0
MEF2A,0.5210091
LYSMD4,0.025425911
AC090825.1,0.00880172
AC084855.1,0.0013704201
ADAMTS17,0.013818538
AC084855.2,0.001451992
AC022710.1,0.000668894
SPATA41,0.00892408
CERS3-AS1,0.003629967
CERS3,0.0002447173
AC027020.2,0.010612661
AC027020.1,0.00030997524
LINS1,0.13720731
ASB7,0.06644371
AC087762.1,0.00023656005
AC015712.1,0.032717615
AC015712.4,0.00016314487
ALDH1A3,1.7510277
AC015712.7,0.010677929
AC015712.2,0.03862281
LRRK1,0.120413624
AC090907.1,0.0002610318
AC090907.2,0.0014112063
AC019254.2,4.0786224e-05
AC019254.1,0.00025287454
CHSY1,0.5031137
SELENOS,2.0327184
SNRPA1,0.4759714
AC023024.1,0.0015661948
PCSK6,0.021682136
PCSK6-AS1,0.0001876166
AC090164.3,0.0
AC090164.4,0.0
LINC02348,0.0
TM2D3,0.39354986
TARSL2,0.3671327
OR4F6,8.157245e-06
OR4F15,0.00015498763
FAM138E,0.00021208831
AC140725.1,0.00016314487
WASIR2,0.00059547875
POLR3K,0.14897725
SNRNP25,0.2936937
RHBDF1,0.19359195
MPG,1.2625841
NPRL3,0.24675378
Z69720.1,0.0071049775
Z69666.1,0.0022269345
HBZ,0.0008728259
HBM,7.3415205e-05
HBA2,0.0046006837
HBA1,0.0026918927
HBQ1,0.00048127735
Z69706.1,0.0042743804
LUC7L,0.43235725
FAM234A,0.40891668
AC004754.1,0.0035239244
RGS11,0.04248084
ARHGDIG,0.024977434
PDIA2,0.028321672
AXIN1,0.080627464
MRPL28,0.5044509
TMEM8A,0.19037794
NME4,1.0039268
DECR2,0.08546427
AL023881.1,0.0010686007
RAB11FIP3,0.06342596
LINC00235,0.00279794
CAPN15,0.09136932
Z97986.1,8.97297e-05
PRR35,3.262898e-05
PIGQ,0.10627877
NHLRC4,0.012978321
RAB40C,0.09478712
WFIKKN1,0.017211968
METTL26,1.2016753
MCRIP2,0.22999471
AL022341.1,0.0019414297
WDR90,0.07088076
AL022341.2,0.0031813253
RHOT2,0.25130484
RHBDL1,0.01004981
Z92544.1,0.0006199505
STUB1,1.2435186
JMJD8,0.33235374
WDR24,0.064233415
FBXL16,0.0015988238
Z97653.1,1.631449e-05
METRN,0.93360543
FAM173A,0.5446854
CCDC78,0.0048780134
HAGHL,0.0985636
NARFL,0.112689525
MSLN,0.36596853
MSLNL,0.0
RPUSD1,0.097739294
CHTF18,0.032725886
GNG13,4.0786224e-05
PRR25,0.00022024557
AL031008.1,0.00029366073
LMF1,0.12418994
AL031716.1,9.788694e-05
LMF1-AS1,0.0010196568
AC009041.2,0.010473982
SOX8,0.0019495866
AC009041.1,3.262898e-05
SSTR5,0.0
C1QTNF8,1.631449e-05
AL031598.1,8.157245e-06
AC120498.8,0.0041846526
CACNA1H,0.039870854
AC120498.3,0.00023656005
AC120498.1,8.157245e-06
AC120498.6,0.0
TPSG1,0.0023085065
AC120498.10,0.0008483541
TPSB2,0.0014193625
TPSAB1,0.0002773463
TPSD1,8.157245e-06
AC120498.4,8.157245e-06
AC120498.9,0.0013948919
UBE2I,1.3735693
AL031714.1,0.009380899
BAIAP3,0.0032221111
TSR3,0.5478495
GNPTG,0.29970455
AL031709.1,0.0004404911
UNKL,0.101589
AL032819.1,0.00054653524
C16orf91,0.20077722
AL032819.3,0.0
CCDC154,0.0045027803
CLCN7,0.17736863
AL031600.3,0.0017864413
AL031600.1,9.788694e-05
PTX4,3.262898e-05
TELO2,0.120585
IFT140,0.09216027
AL031705.1,0.0009870279
TMEM204,0.1008172
AL133297.2,4.0786224e-05
CRAMP1,0.07251196
Z97652.1,5.7100715e-05
AL031708.1,0.015164518
JPT2,0.17749211
MAPK8IP3,0.07832732
AL031710.1,0.0002855035
AL031717.1,0.0010849152
NME3,1.1826657
MRPS34,0.83880097
EME2,0.025817394
SPSB3,0.3451422
NUBP2,0.4083942
IGFALS,0.0026347968
HAGH,0.24288088
FAHD1,0.20891723
MEIOB,0.0047964384
LINC02124,3.262898e-05
HS3ST6,0.0018680119
MSRB1,0.27304962
RPL3L,0.00037523318
NDUFB10,1.7984791
RPS2,35.440125
SNHG9,0.308987
RNF151,0.00022024557
AC005363.2,0.00470671
TBL3,0.10220881
NOXO1,0.0022921925
GFER,0.24553049
AC005606.2,6.525796e-05
SYNGR3,0.003874681
AC005606.1,0.0001468304
ZNF598,0.12314623
NPW,0.051714297
SLC9A3R2,0.32199675
NTHL1,0.17730333
TSC2,0.29424733
PKD1,0.27203804
AC009065.6,0.00013867316
AC009065.3,0.000815725
RAB26,0.0028224112
SNHG19,0.26971412
TRAF7,0.26990965
CASKIN1,0.0026347972
MLST8,0.17910588
BRICD5,0.008703832
AC009065.7,0.00011420142
PGP,0.35295773
E4F1,0.08256042
AC009065.1,0.00011420142
DNASE1L2,0.0021045753
ECI1,0.38001123
AC009065.8,0.0012317463
RNPS1,0.7280225
AC009065.4,0.011722071
ABCA3,0.009772441
CCNF,0.02651084
AC106820.3,0.0016477675
AC106820.5,0.0002447173
TEDC2,0.01399799
AC106820.2,0.0009951852
NTN3,5.7100715e-05
TBC1D24,0.06372769
AC093525.2,0.0
ATP6V0C,0.0203037
AC093525.1,1.631449e-05
AMDHD2,0.15153816
CEMP1,0.00017130212
PDPK1,0.22130634
AC093525.6,0.024300352
AC093525.7,0.014601649
AC093525.4,0.026510715
AC093525.3,0.00031813246
AC141586.3,0.0020474743
AC141586.2,0.0021208897
KCTD5,0.104549885
PRSS27,0.012366515
SRRM2-AS1,0.008532525
SRRM2,2.7298646
ELOB,4.4198403
AC092117.1,0.0029692396
PRSS33,0.00029366073
PRSS41,6.525796e-05
PRSS21,0.02765268
ZG16B,0.0012725324
PRSS22,0.010669738
AC003965.2,0.0
AC003965.1,0.0024716528
FLYWCH2,0.4945332
FLYWCH1,0.099615075
AC004034.1,0.000334447
KREMEN2,0.004209129
PKMYT1,0.016404383
PAQR4,0.030556515
AC004233.4,0.0010849152
AC004233.2,7.341521e-05
AC004233.3,0.0020311596
CLDN9,0.004005201
CLDN6,0.0072844243
TNFRSF12A,2.481035
HCFC1R1,1.4773005
THOC6,0.27954227
BICDL2,0.044757
AC108134.1,0.00026918904
MMP25,0.0027245258
MMP25-AS1,0.06044077
IL32,1.7029113
AC108134.3,0.0010849151
ZSCAN10,1.631449e-05
ZNF213-AS1,0.057838835
ZNF205,0.13324328
ZNF213,0.05034321
AC108134.2,0.15154283
AJ003147.1,0.0
AJ003147.2,1.631449e-05
OR1F1,0.0
ZNF200,0.051697236
MEFV,0.00027734626
LINC00921,0.021706622
ZNF263,0.09035785
TIGD7,0.04131431
ZNF75A,0.1831678
AC004232.2,0.0012643754
OR2C1,7.341521e-05
AC025283.3,0.0005954787
MTRNR2L4,0.0007749387
ZSCAN32,0.061574455
AC025283.2,0.012154425
ZNF174,0.04673008
ZNF597,0.023704914
NAA60,0.23105298
C16orf90,4.894347e-05
CLUAP1,0.32628533
NLRC3,0.0016151384
AC004494.1,0.0065828995
AC006111.1,1.631449e-05
SLX4,0.043549214
DNASE1,0.11072403
TRAP1,0.16971865
AC006111.3,0.0005220635
CREBBP,0.48377416
ADCY9,0.07098675
AC005736.3,8.157245e-06
AC009171.2,0.0021535188
SRL,0.006517643
LINC01569,0.011803645
TFAP4,0.028386652
GLIS2,0.18426923
GLIS2-AS1,0.0019659016
PAM16,0.028818885
CORO7-PAM16,0.00010604419
CORO7,0.072153196
VASN,0.45913735
DNAJA3,0.13382262
NMRAL1,0.30673507
HMOX2,0.4813861
CDIP1,0.11271409
C16orf96,0.00026918904
AC023830.2,0.00021208831
UBALD1,0.10897047
MGRN1,0.24199864
AC023830.1,6.525796e-05
NUDT16L1,0.32128605
ANKS3,0.2480015
C16orf71,0.0060445103
ZNF500,0.08154089
SEPT12,8.97297e-05
SMIM22,0.0609075
AC020663.2,2.4471736e-05
ROGDI,0.1529331
GLYR1,0.30556056
UBN1,0.41764343
PPL,0.2091229
SEC14L5,0.001892486
NAGPA-AS1,0.001248061
NAGPA,0.081655145
ALG1,0.13533142
C16orf89,0.021673914
EEF2KMT,0.10926415
AC026458.2,0.00027734626
LINC02164,0.0
RBFOX1,0.13101023
LINC01570,0.00016314487
AC005774.1,1.631449e-05
AC093515.1,0.0
LINC02152,2.4471736e-05
AC018767.3,0.0
AC074052.2,8.157245e-06
TMEM114,0.0047475067
METTL22,0.09885671
ABAT,0.065628484
TMEM186,0.087764114
PMM2,0.3592123
AC012173.1,0.00046496282
AC022167.2,0.005204295
CARHSP1,1.604303
AC022167.1,0.0028631971
AC022167.4,0.0006199505
AC022167.5,8.97297e-05
USP7,0.40841913
AC022167.3,0.00074230955
AC087190.2,4.894347e-05
C16orf72,0.36096612
AC087190.1,0.06029386
LINC02177,0.0006199505
LINC01177,0.0
AC007221.1,0.0
AC007221.2,0.0002855035
AC007218.1,5.7100715e-05
GRIN2A,0.024700059
AC007218.2,0.0
AC133565.1,0.0
ATF7IP2,0.15814681
AC131649.1,4.894347e-05
LINC01290,0.009527728
EMP2,0.92052424
AC027277.1,0.017367024
TEKT5,0.0010441288
AC007595.1,4.0786224e-05
NUBP1,0.18935873
TVP23A,0.06638755
AC133065.1,1.631449e-05
CIITA,0.020678924
DEXI,0.38309413
CLEC16A,0.07530146
AC007014.1,0.012823332
AC007220.1,0.0007830959
RMI2,0.026192725
SOCS1,0.1572824
TNP2,0.0
PRM3,8.157245e-06
PRM2,0.0
PRM1,8.157245e-06
AC009121.2,0.0005628497
AC009121.1,1.631449e-05
AC099489.1,0.0010033424
AC099489.3,2.4471736e-05
LITAF,0.25134796
SNN,0.04398971
TXNDC11,0.14415668
AC007613.1,0.0056448034
ZC3H7A,0.33408284
AC010654.1,0.008654886
BCAR4,0.0002039311
RSL1D1,1.1344048
AC007216.4,0.0030100255
GSPT1,0.7718192
AC007216.2,0.003581024
NPIPB2,0.0087854015
TNFRSF17,0.00030997524
SNX29,0.2649664
AC007216.1,0.0020637887
AC007601.1,0.0004975918
AC007601.2,3.262898e-05
AC007598.2,0.00023656005
AC010333.1,0.0003262897
AC010333.2,0.0
AC010333.3,6.525796e-05
CPPED1,0.20762058
AC109597.1,0.00011420142
AC109597.2,0.003801267
