,Cancer.cell.3
AC141930.1,0.00069480913
AC141930.3,4.9629216e-05
AC141930.2,0.00044666295
AC144450.1,0.055386
PXDN,0.45610026
MYT1L,0.0021836858
AC093390.2,0.0
AC093390.1,0.0004962922
MYT1L-AS1,0.00029777532
AC011995.2,0.00014888766
AC011995.1,4.9629216e-05
LINC01250,0.0029281247
AC019118.2,0.0007444384
AC019118.1,4.9629216e-05
EIPR1,0.19524619
TRAPPC12,0.2995215
TRAPPC12-AS1,0.004665145
AC114810.1,0.00034740454
ADI1,1.395365
AC231981.1,0.022233976
AC108488.1,0.0046155164
AC108488.2,4.9629216e-05
RNASEH1,0.43476596
RNASEH1-AS1,0.14224026
RPS7,23.162342
COLEC11,0.0057569854
AC010907.2,0.00019851686
ALLC,0.0
AC010907.1,0.00019851686
DCDC2C,0.00044666295
LINC01304,0.0
AC012445.1,0.0
LINC01249,0.0037718215
AC107057.1,0.0039207097
LINC01248,0.0007444384
SOX11,0.050472878
AC010729.1,0.00044666295
LINC01247,4.9629216e-05
LINC01824,0.0
MIR7515HG,4.9629216e-05
LINC00487,0.0015881348
NRIR,0.005111807
CMPK2,0.62337714
RSAD2,1.4607185
AC017076.1,0.0023325738
RNF144A,0.080598585
AC068481.1,4.9629216e-05
AC010904.2,0.0017866516
AC092580.2,9.925843e-05
LINC01871,0.0002481461
AC007463.1,4.9629216e-05
LINC00298,9.925843e-05
LINC00299,0.0015385055
U91324.1,0.0
AC011747.2,0.0002481461
LINC01814,0.020893961
AC011747.1,0.0
ID2-AS1,0.00079406763
ID2,0.22616355
KIDINS220,0.6147276
MBOAT2,0.2736623
AC093904.4,0.0051118075
AC093904.3,0.0004962922
AC093904.1,4.9629216e-05
ASAP2,0.36925194
ITGB1BP1,0.6927447
CPSF3,0.2858232
IAH1,0.6726463
ADAM17,0.516834
AC080162.1,0.00019851686
AC073195.1,0.020596182
YWHAQ,2.0127628
AC082651.1,0.0
AC082651.4,4.9629216e-05
AC082651.3,0.00044666295
TAF1B,0.21117762
AC010969.2,0.04014997
GRHL1,0.06948116
AC010969.1,9.925843e-05
AC104794.3,0.00069480913
AC104794.2,0.089234225
KLF11,0.12412499
AC104794.4,0.0009429553
CYS1,0.01786654
AC104794.1,9.925843e-05
RRM2,0.015236163
AC007240.1,0.004317742
C2orf48,0.003077013
HPCAL1,0.21847342
ODC1,1.424861
AC007249.2,0.006749567
AC007249.1,4.9629216e-05
NOL10,0.30651915
AC007314.1,0.0
RN7SL832P,0.027395472
AC092687.2,0.0
ATP6V1C2,0.07618145
AC092687.3,0.012159138
PDIA6,3.4877543
AC092687.1,0.0
LINC01954,0.0002481461
KCNF1,0.0060547637
AC062028.1,0.0009429553
C2orf50,0.025459895
PQLC3,0.30408698
ROCK2,0.6744306
AC099344.1,9.925843e-05
AC099344.2,0.0
LINC00570,0.005459213
E2F6,0.17911631
GREB1,0.13132064
NTSR2,0.0012407303
AC106875.2,4.9629216e-05
LPIN1,0.3058239
AC012456.1,0.0
AC012456.2,4.9629216e-05
MIR3681HG,0.002531091
AC096559.1,0.0
AC009486.1,0.0012903595
TRIB2,0.22303824
LINC00276,0.0010918428
AC016730.1,0.0
AC011897.1,0.0
FAM84A,0.047098015
AC068286.1,4.9629216e-05
NBAS,0.27227378
AC008278.2,0.0
DDX1,0.8660178
AC008278.1,4.9629216e-05
LINC01804,0.0007444384
AC113608.2,0.0013399888
MYCNUT,0.0013399887
MYCNOS,0.0074443743
MYCN,0.04749512
AC010145.1,0.0004962922
GACAT3,4.9629216e-05
AC130710.1,0.0006451799
AC010745.1,0.0
AC010745.2,4.9629216e-05
AC010745.5,0.0
AC010880.1,0.0
AC104623.1,0.0
FAM49A,0.03285459
AC008164.1,0.00054592144
RAD51AP2,0.0010422135
VSNL1,0.011662853
SMC6,0.28363925
GEN1,0.075139016
MSGN1,0.0
KCNS3,0.08104501
AC079148.1,0.0022829445
RDH14,0.47694626
NT5C1B-RDH14,4.9629216e-05
NT5C1B,0.00089332607
AC106053.1,0.00019851686
LINC01376,0.010223604
OSR1,0.003225901
AC010096.1,0.002183686
LINC01808,0.0
AC019055.1,9.925843e-05
LINC00954,0.027048059
TTC32,0.19852188
AC013400.1,0.0023822028
WDR35,0.065758824
AC079145.1,0.00029777532
MATN3,0.0045162584
LAPTM4A,2.3231685
AC098828.2,0.0015385055
AC098828.3,0.00019851686
SDC1,0.09102053
PUM2,0.40384609
RHOB,1.0701036
AC023137.1,0.0
AC012065.1,0.00014888766
HS1BP3,0.083526745
AC012065.3,0.002183686
GDF7,0.0068984577
AC012065.4,0.0047147744
LDAH,0.076082185
AC012361.1,0.0
AC115619.1,0.0
APOB,0.0002481461
TDRD15,0.0012407304
AC018742.1,9.925843e-05
AC011752.1,0.0
AC009411.2,0.0
AC009411.1,0.0
LINC01822,0.0
LINC01830,0.0
AC068490.1,0.0
AC018467.1,4.9629216e-05
AC012506.1,0.0
AC012506.3,0.0
AC012506.2,0.0
AC012506.4,0.0007444384
KLHL29,0.027048068
AC011239.1,0.0008436969
AC009242.1,0.0061043897
ATAD2B,0.16973592
UBXN2A,0.32771143
MFSD2B,0.005905873
WDCP,0.03364866
FKBP1B,0.09355223
SF3B6,2.6346931
FAM228B,0.0797051
TP53I3,0.4112401
PFN4,0.0073451167
AC008073.3,0.00019851686
AC008073.2,4.9629216e-05
FAM228A,0.00054592144
AC008073.1,0.00029777532
ITSN2,0.4237967
AC009228.1,0.0004962922
NCOA1,0.31252447
PTRHD1,0.5679439
CENPO,0.020248778
ADCY3,0.08248427
AC012073.1,0.0019355394
DNAJC27,0.091467574
DNAJC27-AS1,0.06099421
EFR3B,0.008784359
POMC,0.062433477
LINC01381,0.0004962922
DNMT3A,0.39213234
AC012074.1,0.0033251592
DTNB,0.113702305
AC104699.1,9.925843e-05
ASXL2,0.34801075
KIF3C,0.046651322
RAB10,1.1391386
GAREM2,0.010719894
HADHA,1.1919451
HADHB,0.8582914
ADGRF3,0.0025807202
SELENOI,0.25927022
DRC1,0.024913969
OTOF,0.02228354
C2orf70,0.0071466006
CIB4,0.0010422136
AC015977.2,0.0
KCNK3,0.010422121
SLC35F6,0.25946864
CENPA,0.010471748
DPYSL5,0.002729608
AC013472.2,0.0
MAPRE3,0.0617387
TMEM214,0.20249274
AGBL5,0.14635973
AGBL5-AS1,0.00029777532
AC013472.3,0.0013399888
AC013403.2,0.003027384
OST4,3.7795227
EMILIN1,0.006848825
KHK,0.0396537
CGREF1,0.08049911
ABHD1,0.022879146
PREB,0.19440255
PRR30,0.0
TCF23,0.010670269
SLC5A6,0.12323138
ATRAID,1.5144602
CAD,0.17072843
SLC30A3,0.0012903595
DNAJC5G,9.925843e-05
TRIM54,0.0034740467
UCN,0.007841407
MPV17,0.33550325
GTF3C2,0.24309069
GTF3C2-AS1,0.0019851688
AC074117.1,0.1694877
EIF2B4,0.20472588
SNX17,0.5890789
ZNF513,0.07260798
PPM1G,1.4693042
NRBP1,0.6060425
KRTCAP3,1.0492487
IFT172,0.41387036
FNDC4,0.01851173
GCKR,0.00034740454
C2orf16,0.0011911013
ZNF512,0.18457551
CCDC121,0.05062157
GPN1,0.2575828
SUPT7L,0.19231826
SLC4A1AP,0.30130756
LINC01460,0.012655428
MRPL33,1.9132819
RBKS,0.08283196
BABAM2,0.24706091
AC093690.1,0.0004962922
AC104695.2,0.004168854
FOSL2,0.73739636
AC104695.3,0.024219157
AC104695.1,0.0
PLB1,0.019901376
AC074011.1,0.001141472
AC092164.1,0.01508727
PPP1CB,2.2161636
SPDYA,0.0149383815
AC097724.1,0.0009429553
TRMT61B,0.14412628
WDR43,0.8472655
TOGARAM2,0.003027384
C2orf71,0.0
AC105398.1,0.0
CLIP4,0.12893927
ALK,0.010322861
AC106870.2,0.0
AC106870.1,0.0
AC016907.2,0.0013896179
YPEL5,0.5886868
LBH,0.45878035
LINC01936,0.017866539
LCLAT1,0.14635976
CAPN13,0.050969075
GALNT14,0.041886996
AC009305.1,0.0
CAPN14,0.0017866516
EHD3,0.04913274
XDH,0.113056436
SRD5A2,0.00079406763
AL133247.1,0.0
LINC01946,0.0
AL121652.1,0.006154018
MEMO1,0.100103535
DPY30,1.1188568
AL121655.1,0.0018859102
SPAST,0.18189538
AL121658.1,0.016030239
SLC30A6,0.16740344
NLRC4,0.00034740454
YIPF4,0.8282088
AL133245.1,0.02029841
BIRC6,0.65745944
BIRC6-AS1,4.9629216e-05
TTC27,0.11702772
LINC00486,0.00034740454
AL121656.1,0.00014888766
LTBP1,0.15057765
RASGRP3,0.036775254
AC020594.1,0.00089332607
FAM98A,0.24730916
LINC01317,0.0004962922
LINC01318,4.9629216e-05
LINC01320,0.118118614
AC073218.2,9.925843e-05
AC073218.1,0.0
AC012593.1,0.00034740454
AC009414.2,0.055435598
CRIM1,0.32349238
AC007378.1,0.0024318323
FEZ2,0.40875947
VIT,0.0005955507
STRN,0.28656736
HEATR5B,0.10779631
GPATCH11,0.103875555
EIF2AK2,2.7775578
SULT6B1,0.00029777532
CEBPZOS,0.5207558
CEBPZ,0.9271063
NDUFAF7,0.14412643
PRKD3,0.19107696
AC007391.1,0.00039703373
QPCT,0.120947964
AC006369.1,0.0
CDC42EP3,0.19733019
AC006369.2,0.0
LINC00211,4.9629216e-05
RMDN2,0.036527097
RMDN2-AS1,0.0006451799
CYP1B1,0.45480588
CYP1B1-AS1,0.012258396
AC009229.2,0.00014888766
AC009229.3,0.00019851686
AC009229.1,0.00044666295
ATL2,0.3750591
AC011247.1,0.012506544
LINC01883,0.0
HNRNPLL,0.19256637
AC011247.2,4.9629216e-05
GALM,0.15157111
AC074366.1,0.0002481461
SRSF7,2.273078
GEMIN6,0.2785766
DHX57,0.16799894
AC018693.1,9.925843e-05
MORN2,0.5100375
ARHGEF33,0.006600682
AC019171.1,0.008337701
SOS1,0.6135341
CDKL4,0.0018859102
MAP4K3,0.19385646
AC007388.1,0.16407824
TMEM178A,0.024665793
THUMPD2,0.21231914
SLC8A1-AS1,0.0021340565
SLC8A1,0.040894393
LINC01794,0.0
LINC01913,0.00079406763
LINC01914,0.003523676
C2orf91,0.0031266424
AC013480.1,0.0
PKDCC,0.07642948
AC083949.1,0.0002481461
EML4,0.55017614
COX7A2L,1.8446767
KCNG3,0.0029777547
MTA3,0.34250143
OXER1,0.0010918429
HAAO,0.0017866513
AC016735.1,0.0
LINC01819,0.00029777532
LINC02590,4.9629216e-05
LINC02580,0.00069480913
ZFP36L2,3.7827787
LINC01126,0.008635472
AC010883.1,0.02327619
THADA,0.23296595
PLEKHH2,0.09747271
C1GALT1C1L,0.011910992
DYNC2LI1,0.20462655
ABCG5,0.0032259007
ABCG8,0.009131764
LRPPRC,1.0198506
AC019129.2,0.0031762714
PPM1B,0.29703957
SLC3A1,0.011365073
PREPL,0.40647635
CAMKMT,0.09007801
LINC01833,0.03101828
SIX3-AS1,0.0026303492
SIX3,0.019653197
AC012354.1,0.0002481461
SIX2,0.004317743
AC093702.1,0.00034740454
AC093833.1,0.00019851686
SRBD1,0.12124626
PRKCE,0.12134555
U51244.1,0.00019851686
AC017006.2,4.9629216e-05
AC017006.1,0.0
EPAS1,0.20060587
LINC01820,9.925843e-05
LINC02583,0.0002481461
TMEM247,0.0
ATP6V1E2,0.06943153
AC018682.2,4.9629216e-05
RHOQ,0.46811244
AC018682.1,0.0011911013
PIGF,0.2961465
CRIPT,0.51872396
SOCS5,0.16606314
AC016722.3,0.0030273835
LINC01118,0.003523676
LINC01119,0.0045658876
AC016722.1,0.00044666295
AC016722.2,0.0023325738
MCFD2,0.67829645
TTC7A,0.07111898
AC093732.2,0.0006451799
AC093732.1,9.925843e-05
STPG4,0.00039703373
AC073283.3,9.925843e-05
AC073283.1,0.0019355394
CALM2,5.57069
AC106869.1,0.038412973
AC073283.2,0.0
EPCAM,6.1489425
MSH2,0.32706627
KCNK12,0.014045045
AC138655.1,0.00069480913
MSH6,0.50378853
FBXO11,0.4053347
AC079807.1,0.012159138
AC092650.1,9.925843e-05
FOXN2,0.1154394
AC093635.1,0.015385051
PPP1R21,0.19847226
STON1,0.09896173
STON1-GTF2A1L,0.001141472
GTF2A1L,0.0002481461
AC073082.1,9.925843e-05
LHCGR,0.001091843
AC009975.1,4.9629216e-05
FSHR,0.0
AC009975.2,0.0
NRXN1,0.0006451799
AC009234.1,0.0
AC007402.1,0.0
LINC01867,0.0
AC139712.3,0.0
AC010967.1,0.0004962922
ASB3,0.041986212
GPR75-ASB3,0.0
CHAC2,0.04183738
ERLEC1,0.7210195
GPR75,0.0031266424
PSME4,0.39163643
ACYP2,0.24254477
AC008280.3,0.009479168
TSPYL6,0.00039703373
C2orf73,0.007841407
SPTBN1,0.8537703
AC092839.1,0.00014888766
AC092839.2,9.925843e-05
AC093110.1,0.00054592144
EML6,0.010124346
AC104781.1,0.0
RTN4,1.5855196
CLHC1,0.06431952
AC012358.1,0.0014392473
RPS27A,41.58224
MTIF2,0.5237805
AC012358.3,0.03483976
CCDC88A,0.15836945
CFAP36,0.6847997
PPP4R3B,0.6811791
AC015982.1,0.03444271
PNPT1,0.8518396
EFEMP1,0.060448397
AC011306.1,0.00039703373
MIR217HG,0.0
AC007743.1,0.0017370223
CCDC85A,0.0039207092
VRK2,0.19192095
FANCL,0.1622416
AC007250.1,0.0024318323
LINC01795,4.9629216e-05
LINC01122,0.012357657
LINC01793,0.0002481461
AC007100.1,0.0
AC007179.2,9.925843e-05
AC007381.1,0.00019851686
MIR4432HG,0.00034740454
BCL11A,0.6278928
AC009970.1,0.0
PAPOLG,0.10913635
LINC01185,0.0007444384
REL,0.7029662
PUS10,0.06456771
PEX13,0.28502905
KIAA1841,0.057569664
C2orf74,0.3092485
AC016747.2,0.0005955507
USP34,0.7836468
AC016727.1,0.03151464
XPO1,1.1208324
FAM161A,0.13683005
CCT4,1.4903982
AC107081.2,0.0018362809
COMMD1,0.53415406
AC018462.1,0.0002481461
B3GNT2,0.37252772
AC093159.1,0.0007444384
TMEM17,0.03349977
AC092155.1,0.0
EHBP1,0.1866104
AC092567.1,4.9629216e-05
AC009501.1,0.009082135
OTX1,0.012705057
WDPCP,0.06441888
MDH1,1.2006359
UGP2,0.76166326
VPS54,0.18398021
AC012368.2,0.0005955507
PELI1,0.18343349
AC012368.1,0.007841407
LINC00309,0.006253277
AC114752.1,0.0
AC114752.2,0.0
AC008074.1,0.003374789
LGALSL,0.14030437
LINC01805,9.925843e-05
AC008074.3,0.004466629
AFTPH,0.4654826
LINC02579,4.9629216e-05
SERTAD2,0.24864909
AC007365.1,0.0045162584
LINC01800,0.00034740454
LINC02245,0.0008436969
SLC1A4,0.026601389
LINC02576,9.925843e-05
CEP68,0.21827501
RAB1A,1.0665425
ACTR2,1.6061745
SPRED2,0.09499147
AC012370.2,0.00014888766
AC007389.3,0.010372492
AC007389.5,0.0057073566
AC118345.1,0.00034740454
AC092669.1,4.9629216e-05
LINC01873,0.007345116
MEIS1-AS3,0.001439247
MEIS1,1.1408931
MEIS1-AS2,0.09469361
LINC01798,0.0039207092
LINC01797,0.0017370223
LINC01799,0.0009925844
LINC01628,0.0
AC007403.1,4.9629216e-05
LINC01828,0.001637764
LINC01829,0.039008584
AC023115.1,0.0
ETAA1,0.18919128
AC007422.1,4.9629216e-05
AC007422.2,0.001687393
LINC01812,0.008039924
C1D,0.63284105
WDR92,0.12437302
AC017083.3,0.00019851686
PNO1,0.49321643
PPP3R1,0.21157496
AC017083.2,0.008139181
AC017083.1,0.021787304
CNRIP1,0.00054592144
AC015969.1,0.0
PLEK,0.001141472
FBXO48,0.027792506
APLF,0.038164843
PROKR1,9.925843e-05
ARHGAP25,0.0124569135
LINC01888,0.0
LINC01890,0.0
BMP10,0.0
GKN2,0.0
GKN1,0.0
ANTXR1,0.068091445
GFPT1,0.64981335
NFU1,0.32384083
AAK1,1.1056108
ANXA4,0.97828126
AC092431.1,0.0
GMCL1,0.37759045
SNRNP27,0.41734493
MXD1,0.16005756
ASPRV1,0.004565887
PCBP1,2.4975612
AC016700.3,0.00014888766
LINC01816,0.023325821
C2orf42,0.049827524
TIA1,0.5090931
PCYOX1,0.57643086
SNRPG,2.1655016
FAM136A,1.0296378
AC022201.2,0.0024318323
AC022201.1,0.00014888766
TGFA,0.064418815
ADD2,0.03295386
AC005234.1,0.0
FIGLA,0.00034740454
CLEC4F,0.0012903597
CD207,0.00069480913
LINC01143,0.0012903595
VAX2,0.017122095
ATP6V1B1,0.031117601
AC007040.2,0.019008033
ATP6V1B1-AS1,0.0012903597
ANKRD53,0.004814032
TEX261,0.21619065
AC007040.1,0.0
AC007881.2,0.0
NAGK,0.4265276
AC007881.3,0.0065510506
MCEE,0.12174232
MPHOSPH10,0.6622717
PAIP2B,0.103627205
ZNF638,0.9437294
AC007878.1,0.023325833
DYSF,0.0063029057
CYP26B1,0.0034740465
EXOC6B,0.07439473
SPR,0.25822803
EMX1,0.0067991973
AC012366.1,0.0
SFXN5,0.14040393
RAB11FIP5,0.054343704
NOTO,9.925843e-05
SMYD5,0.09092182
PRADC1,0.14616074
CCT7,1.522759
FBXO41,0.029430246
EGR4,0.01096805
ALMS1,0.15514441
NAT8,0.00014888766
TPRKB,0.6039675
AC092653.1,0.002183686
DUSP11,0.40741917
C2orf78,0.0
STAMBP,0.35709342
ACTG2,0.0051614363
DGUOK,1.0100403
DGUOK-AS1,0.011811735
AC073046.1,0.0031266424
TET3,0.11146886
AC073263.1,0.0014888762
BOLA3,0.81556475
BOLA3-AS1,0.032656107
MOB1A,1.4469312
AC073263.2,0.0045658867
MTHFD2,1.1720431
AC006030.1,0.0009429553
SLC4A5,0.013796899
DCTN1,0.39694744
DCTN1-AS1,0.0002481461
AC005041.1,0.004119226
C2orf81,0.022928787
WDR54,0.19430281
RTKN,0.33555257
INO80B,0.044566896
INO80B-WBP1,0.0
WBP1,0.012853946
MOGS,0.26329094
MRPL53,0.041986234
CCDC142,0.0918151
TTC31,0.09211292
LBX2,0.0036229345
AC005041.3,0.00089332607
LBX2-AS1,0.0056080977
PCGF1,0.09082255
TLX2,0.0008436968
DQX1,0.004069596
AUP1,1.0065039
HTRA2,0.24090677
LOXL3,0.02005026
DOK1,0.08759645
M1AP,0.02089397
SEMA4F,0.03553454
AC019069.1,0.026700659
HK2,0.10129431
LINC01291,0.0019851688
AC104135.1,0.0009429553
LINC01293,0.00014888766
POLE4,0.6950765
TACR1,0.018908745
AC007681.1,0.020496912
EVA1A,0.10432185
AC007099.1,9.925843e-05
MRPL19,0.6530403
GCFC2,0.12898876
AC005034.3,0.020149522
AC005034.2,0.00029777532
AC005034.4,0.0063029057
LRRTM4,0.0036725637
AC079117.1,0.0
AC084149.1,4.9629216e-05
AC084149.2,0.00014888766
LINC01851,0.0
AC012494.1,0.00054592144
AC092660.1,0.0
REG3G,0.0038214505
REG1B,0.0
REG1A,0.0928068
REG3A,0.00029777532
CTNNA2,0.017916167
AC010975.1,0.0
AC016716.2,0.00014888766
LRRTM1,0.15142064
AC008067.1,0.00014888766
AC012355.1,0.0
LINC01815,0.0004962922
LINC01809,0.0
AC106874.1,0.0
SUCLG1,1.2050614
DNAH6,0.03588193
TRABD2A,0.010620637
TMSB10,36.806377
KCMF1,0.69214827
LINC01964,4.9629216e-05
TCF7L1,0.050373543
TGOLN2,1.2764003
RETSAT,0.10164203
ELMOD3,0.14467236
AC062037.2,0.0
CAPG,0.812137
SH2D6,0.0027792372
MAT2A,0.9816088
GGCX,0.2844828
VAMP8,2.9893456
VAMP5,0.1799099
RNF181,1.1803267
TMEM150A,0.16397873
USP39,0.23465355
C2orf68,0.27907315
SFTPB,0.008982879
GNLY,0.0010422136
ATOH8,0.019504316
AC105053.1,0.00014888766
ST3GAL5,0.06650328
ST3GAL5-AS1,0.0004962922
AC012511.1,0.0007444384
POLR1A,0.18546905
PTCD3,0.5477965
IMMT,0.68376
AC009309.1,0.014888751
MRPL35,0.42186224
REEP1,0.012059881
KDM3A,0.33614805
CHMP3,1.004914
RNF103-CHMP3,0.00034740454
AC015971.1,0.0014392473
RNF103,0.19435279
RMND5A,0.32924986
CD8A,0.00089332607
CD8B,0.00019851686
RGPD1,0.00034740454
PLGLB1,0.017965809
IGKV3OR2-268,0.0
LINC01943,0.007593262
CYTOR,0.34279764
AC133644.2,0.009429542
PLGLB2,0.0004962922
RGPD2,0.004466629
KRCC1,0.6047635
SMYD1,0.0
FABP1,0.00019851686
THNSL2,0.20383197
FOXI3,0.010422121
TEX37,0.0
AC104134.1,0.0002481461
EIF2AK3,0.079208896
AC062029.1,0.023176948
RPIA,0.31044018
IGKC,0.13509132
IGKV4-1,0.00029777532
IGKV5-2,0.0
IGKV7-3,0.0
IGKV2-4,0.0
IGKV1-5,4.9629216e-05
IGKV1-6,0.0
IGKV3-7,0.0
IGKV1-8,0.0
IGKV1-9,9.925843e-05
IGKV3-11,0.0
IGKV1-12,0.0
IGKV1-13,0.0
IGKV3-15,9.925843e-05
IGKV1-16,9.925843e-05
IGKV1-17,0.0
IGKV2-18,0.0
IGKV2-19,0.0
IGKV3-20,0.00014888766
IGKV6-21,0.0
IGKV2-23,0.0
IGKV2-24,0.0
IGKV2-26,0.0
IGKV1-27,0.0
IGKV2-28,0.0
IGKV2-29,0.0
IGKV2-30,0.0
IGKV3-31,0.0
IGKV1-33,0.0
IGKV1-35,0.0
IGKV1-37,0.0
IGKV1-39,0.00014888766
IGKV2-40,0.0
IGKV2D-40,0.0
IGKV1D-39,4.9629216e-05
IGKV1D-37,0.0
IGKV1D-33,0.0
IGKV2D-30,0.0
IGKV2D-29,0.0
IGKV2D-28,4.9629216e-05
IGKV1D-27,0.0
IGKV2D-26,0.0
IGKV2D-24,0.0
IGKV6D-21,0.0
IGKV3D-20,0.0
IGKV2D-18,0.0
IGKV6D-41,0.0
IGKV1D-17,0.0
IGKV1D-16,0.0
IGKV3D-15,0.0
IGKV1D-13,0.0
IGKV1D-12,0.0
IGKV3D-11,0.0
IGKV1D-42,0.0
IGKV1D-43,0.0
IGKV1D-8,0.0
IGKV3D-7,0.0
IGKV1OR2-118,0.0
AC233263.6,0.0011911013
AC233266.2,0.00039703373
IGKV1OR2-1,0.0
AL845331.2,9.925843e-05
ANKRD20A8P,0.0015881347
TEKT4,0.004516259
AC103563.7,0.0014888764
MAL,1.0636286
AC103563.2,4.9629216e-05
MRPS5,0.83232915
ZNF514,0.13658255
ZNF2,0.028090293
AC092835.1,0.014640602
PROM2,0.2916777
KCNIP3,0.032407984
FAHD2A,0.1943531
TRIM43B,4.9629216e-05
AC009237.14,0.0333509
AC009237.15,0.012208767
TRIM43,0.00034740454
AC008268.1,9.925843e-05
LINC00342,0.0586119
ANKRD36C,0.25425613
GPAT2,0.013697643
ADRA2B,0.012308027
ASTL,0.00069480913
DUSP2,0.7509256
AC012307.1,0.0
STARD7,0.8603257
TMEM127,0.266219
CIAO1,0.59687173
SNRNP200,0.97885555
AC021188.1,0.0
ITPRIPL1,0.0040695965
NCAPH,0.013002832
NEURL3,0.062433522
AC013270.1,0.0004962922
ARID5A,0.13802166
KANSL3,0.18675983
FER1L5,0.006749568
LMAN2L,0.10015323
CNNM4,0.12278465
CNNM3-DT,0.002084427
CNNM3,0.07871262
ANKRD23,0.012357653
ANKRD39,0.19048178
SEMA4C,0.19663566
FAM178B,0.078563556
FAHD2B,0.0750895
ANKRD36,0.15663353
AC159540.2,0.00019851686
AC159540.1,0.0
IGKV2OR2-10,0.0
IGKV1OR2-6,0.0
AC092683.1,0.2403605
AC092683.2,0.00014888766
ANKRD36B,0.15578952
COX5B,8.378758
ACTR1B,0.3330715
C2orf92,0.036378216
ZAP70,0.0006451799
TMEM131,0.2561932
VWA3B,0.010719895
AC092675.1,0.0
CNGA3,0.0
INPP4A,0.10789561
COA5,0.7378022
UNC50,0.52522063
MGAT4A,0.1343984
AC109826.1,0.004863662
KIAA1211L,0.2089942
TSGA10,0.21648827
C2orf15,0.09692726
AC079447.1,0.0030770132
LIPT1,0.10511631
AC092587.1,0.0007444384
MITD1,0.5026432
MRPL30,0.18978712
LYG2,0.023425091
LYG1,0.0073451167
TXNDC9,0.43838888
EIF5B,2.2280276
REV1,0.33654615
AC018690.1,0.0036725637
AFF3,0.0057073566
AC092667.1,0.0002481461
LINC01104,4.9629216e-05
LONRF2,0.8389525
CHST10,0.047743164
NMS,0.0
PDCL3,0.49470899
LINC01849,0.0
LINC01868,0.0
AC092168.1,0.0
NPAS2,0.1697352
AC016738.2,0.00034740454
AC016738.1,0.0022333153
RPL31,6.789431
TBC1D8,0.1207997
TBC1D8-AS1,0.012853946
CNOT11,0.2984792
RNF149,0.41337514
CREG2,0.0032755302
RFX8,0.0013399889
LINC01870,0.0
MAP4K4,0.5191685
LINC01127,0.06382331
IL1R2,0.029231684
IL1R1,0.47877765
AC007271.1,0.0
IL1RL2,0.020645814
IL1RL1,0.0014888764
IL18R1,0.017618395
IL18RAP,9.925843e-05
SLC9A4,0.014988014
SLC9A2,0.035633784
MFSD9,0.07082117
TMEM182,0.043028414
LINC01796,0.0
LINC01935,0.0
AC108051.1,0.0002481461
AC073987.1,0.00044666295
AC013727.1,0.0
LINC01965,0.006054761
AC068535.1,0.0
LINC01831,0.0
LINC01102,0.0008436969
AC013402.1,0.0
AC068057.1,0.0
LINC01114,0.00014888766
POU3F3,0.0022829443
AC018730.1,0.0
AC010884.1,0.003225901
MRPS9,0.40459076
AC104655.1,0.00089332607
LINC01918,0.0048636612
GPR45,4.9629216e-05
AC012360.2,0.0039703385
TGFBRAP1,0.16477285
AC012360.1,0.0034740474
AC012360.3,0.10198938
C2orf49,0.4183379
FHL2,0.6277473
AC108058.1,0.003176272
NCK2,0.38880774
AC010978.1,0.00089332607
AC009505.1,0.0
C2orf40,0.23633689
UXS1,0.3712372
AC018878.1,4.9629216e-05
RGPD3,0.0
CD8B2,0.001141472
AC108868.1,0.0
ST6GAL2,0.018462101
LINC01789,0.0
AC096669.1,0.0
LINC01885,0.0
LINC01886,0.0010422136
RGPD4-AS1,9.925843e-05
RGPD4,0.00019851686
SLC5A7,0.00054592144
LINC01593,0.0
LINC01594,4.9629216e-05
SULT1C3,0.0
SULT1C2,0.15047826
SULT1C4,0.013995418
GCC2,1.2872636
GCC2-AS1,0.0039703385
LIMS1,0.9405515
LIMS1-AS1,0.0
RANBP2,0.5290402
CCDC138,0.06362478
EDAR,0.005608097
SH3RF3-AS1,0.0009429553
SH3RF3,0.0072954884
SEPT10,0.23658872
SOWAHC,0.17435127
AC074387.1,0.0020347983
RGPD5,0.03439308
LIMS3,0.0009429553
AC013271.1,0.06560999
LINC01123,0.0064021638
MALL,0.1341486
NPHP1,0.13469613
SMIM37,0.59066844
LINC01106,0.019752475
AC112229.3,0.021142114
LIMS4,0.0010918429
AC112229.2,0.0
RGPD6,4.9629216e-05
AC226101.1,0.0
BUB1,0.025559155
AC114776.1,0.0
ACOXL,0.01270506
MIR4435-2HG,0.2401605
ACOXL-AS1,0.00014888766
BCL2L11,0.266615
AC108463.2,0.0
AC108463.3,0.0068984544
AC068491.2,0.00034740454
AC068491.3,0.041142575
AC017002.5,0.0
AC017002.3,0.00079406763
AC017002.1,0.0014392473
AC017002.2,0.0
ANAPC1,0.19470032
MERTK,0.018213952
TMEM87B,0.31589937
FBLN7,0.0062532765
ZC3H8,0.3059233
ZC3H6,0.19539493
RGPD8,0.0011911012
TTL,0.13692966
POLR1B,0.11022813
CHCHD5,0.5255647
AC012442.1,0.0013399887
AC079922.2,0.032209467
SLC20A1,0.18144834
NT5DC4,0.0013896179
CKAP2L,0.0072458596
IL1A,0.0067495718
IL1B,0.020447252
IL37,0.00039703373
IL36G,0.000893326
IL36A,0.0
IL36B,0.0
IL36RN,0.00044666295
IL1F10,0.0
