,Dendritic.cell
SLC35D1,0.071950644
C1orf141,0.0
IL23R,0.0023807255
IL12RB2,0.0018516753
SERBP1,3.986957
LINC01702,0.0
GADD45A,0.24891762
GNG12,0.00079357525
GNG12-AS1,0.0
DIRAS3,0.0018516753
WLS,0.0015871504
RPE65,0.0
DEPDC1,0.0034388262
AL138789.1,0.0
DEPDC1-AS1,0.0
AL035412.1,0.0
AL033530.1,0.0
AL691520.1,0.0
LINC01707,0.0
LINC01758,0.0
LRRC7,0.013226256
AL158840.1,0.0
LRRC40,0.13649529
SRSF11,2.1082976
AL353771.1,0.00079357525
ANKRD13C,0.121417105
HHLA3,0.06956993
AL158839.1,0.0
CTH,0.00899385
AL354872.2,0.0005290501
LINC01788,0.0
AL513285.1,0.0
PTGER3,0.00026452506
AL031429.1,0.0
ZRANB2-AS1,0.0013226253
ZRANB2,1.8514371
NEGR1,0.105016395
AL354949.1,0.00026452506
AL583808.1,0.0
AL583808.2,0.0
LINC01360,0.0
LINC02238,0.0
LRRIQ3,0.015077934
FPGT,0.035975445
FPGT-TNNI3K,0.004761452
TNNI3K,0.0
AC093158.1,0.00026452506
AC105271.1,0.0
LRRC53,0.0
ERICH3,0.0026452506
ERICH3-AS1,0.0
AC135803.1,0.003174301
CRYZ,0.09681609
TYW3,0.3198089
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.0018516753
AL357314.1,0.0
ACADM,0.7546803
RABGGTB,0.43672636
MSH4,0.00079357525
ASB17,0.0
AC092813.1,0.0
AC092813.2,0.0
ST6GALNAC3,0.00026452506
AC104458.1,0.0
LINC02567,0.0
ST6GALNAC5,0.0005290501
AL035409.1,0.0
PIGK,0.23992313
AK5,0.0066131265
AC095030.1,0.0015871504
AC118549.1,0.29229814
USP33,0.6033749
MIGA1,0.2510331
NEXN-AS1,0.00026452506
NEXN,0.20289043
FUBP1,0.6356464
DNAJB4,0.2137356
GIPC2,0.00079357525
AC103591.3,0.35208133
PTGFR,0.0
IFI44L,4.7929525
IFI44,0.74780476
ADGRL4,0.0
AL353651.2,0.0
AL353651.1,0.0
AL353651.3,0.0
AC099671.1,0.0
AC098657.2,0.0
AL606519.1,0.0
AL136234.1,0.0
LINC01781,0.0010581003
AC093154.1,0.0
ADGRL2,0.00026452506
AC117944.1,0.0
AC093580.1,0.0
LINC01362,0.0
LINC01361,0.00026452506
LINC01712,0.0
LINC01725,0.056608316
AL035706.1,0.0
TTLL7,0.0060840775
AC104454.2,0.00026452506
AL359504.2,0.028833259
PRKACB,0.72346747
SAMD13,0.018781291
DNASE2B,0.00026452506
AL844170.1,0.00026452506
RPF1,0.3989
GNG5,3.734869
SPATA1,0.0521114
CTBS,0.63379484
AL359762.2,0.0
LINC01555,0.0
SSX2IP,0.2174389
AC104169.1,0.0
LPAR3,0.013226254
MCOLN2,1.1977519
WDR63,0.0044969264
MCOLN3,0.0034388262
SYDE2,0.0039678765
C1orf52,0.29864678
BCL10,0.33620894
AL078459.1,0.0039678765
DDAH1,0.0005290501
AL360219.1,0.0
AC092807.3,0.00026452506
AC092807.2,0.0
CYR61,0.00079357525
AC092807.1,0.0
ZNHIT6,0.3100213
COL24A1,0.41291997
AL136382.1,0.0021162003
ODF2L,0.6433177
CLCA2,0.0
CLCA1,0.0
CLCA4,0.00026452506
AL356270.1,0.0
AL049597.2,0.006348602
SH3GLB1,1.1168084
AL355981.1,0.0
SELENOF,2.0262933
HS2ST1,0.06322138
AL121989.1,0.0005290501
AC093155.3,0.0
LINC01140,0.0076712263
AC099062.1,0.0018516753
LMO4,1.3379565
LINC01364,0.0005290501
PKN2-AS1,0.0013226253
PKN2,0.6433173
GTF2B,0.5856522
KYAT3,0.2010386
RBMXL1,0.120094545
GBP3,0.05475666
GBP1,0.20791666
GBP2,0.0875577
GBP7,0.0018516753
GBP4,0.16744444
AC099063.4,0.0018516753
GBP5,0.047614504
AC099063.1,0.0
GBP6,0.0
LRRC8B,0.10607456
LRRC8C-DT,0.025394427
LRRC8C,0.073537834
AC093423.3,0.0
AC099568.2,0.07036351
LRRC8D,0.2888593
AL391497.1,0.0010581003
ZNF326,0.60073006
AC092783.1,0.0
BARHL2,0.0
LINC01763,0.0
AC091614.1,0.0
ZNF644,0.7647324
HFM1,0.00079357525
CDC7,0.031213988
TGFBR3,0.030684935
BRDT,0.0
EPHX4,0.0
SETSIP,0.00026452506
BTBD8,0.053169478
AC104836.1,0.00079357525
C1orf146,0.0
GLMN,0.14205027
RPAP2,0.4311724
GFI1,0.05951806
EVI5,0.23886506
RPL5,21.29431
FAM69A,0.1573928
MTF2,0.6020524
TMED5,0.69516325
CCDC18,0.30975685
DR1,0.8313914
FNBP1L,0.1552766
BCAR3,0.09046749
AL109613.1,0.0023807255
DNTTIP2,0.5983488
GCLM,0.14205022
ABCA4,0.0
AC093579.1,0.0
ARHGAP29,0.0005290501
AC097059.1,0.0
AC097059.2,0.0
ABCD3,0.11242319
F3,0.0060840766
AC093117.1,0.0
SLC44A3,0.00026452506
CNN3,0.0044969264
AC105942.1,0.00026452506
ALG14,0.099725895
AC095033.1,0.0
TMEM56,0.00079357525
TMEM56-RWDD3,0.0023807255
AC092802.1,0.0
RWDD3,0.028039679
AC092802.2,0.0005290501
LINC01760,0.0
AL445218.1,0.0
LINC01761,0.0
AL356479.1,0.0
AL683887.1,0.0
AC099566.1,0.0
LINC01787,0.0
PTBP2,0.11718472
DPYD,0.051582366
DPYD-AS1,0.0
DPYD-AS2,0.0
MIR137HG,0.0
BX005019.1,0.0
LINC01776,0.0
SNX7,0.009787426
PLPPR5,0.0
AL445433.2,0.0
PLPPR4,0.0
LINC01708,0.0
PALMD,0.0
FRRS1,0.011639102
AGL,0.20315483
AC118553.1,0.047349986
SLC35A3,0.5031212
AC118553.2,0.015606984
MFSD14A,0.011110052
AC093019.2,0.0
SASS6,0.08411882
TRMT13,0.27140114
LRRC39,0.004761452
DBT,0.16559297
RTCA-AS1,0.0015871504
RTCA,0.30473077
AC104457.2,0.0
CDC14A,0.37138966
AL589990.1,0.0
GPR88,0.0018516753
LINC01349,0.0
VCAM1,0.027510617
EXTL2,0.0656021
AC104506.1,0.003174301
SLC30A7,0.36821556
DPH5,0.16321236
AC093157.2,0.008729325
AC093157.1,0.029362312
AL109741.1,0.00079357525
S1PR1,0.016400557
LINC01307,0.0
LINC01709,0.0
OLFM3,0.0
AC114485.1,0.0
AC099567.1,0.0
COL11A1,0.0
AC095032.2,0.0
RNPC3,0.25341347
AMY2B,0.014548882
AMY2A,0.0
AMY1A,0.0
AMY1B,0.0
AMY1C,0.00026452506
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.0005290501
PRMT6,0.11401041
NTNG1,0.0029097756
VAV3,0.64173114
VAV3-AS1,0.0037033514
AL390036.1,0.0018516753
SLC25A24,0.29388565
AL359258.2,0.00899385
NBPF4,0.00026452506
NBPF6,0.0
FAM102B,0.06666023
HENMT1,0.15263139
PRPF38B,2.0932217
FNDC7,0.00026452506
AL591719.2,0.0
STXBP3,0.38329336
AKNAD1,0.0
AL449266.1,0.01243268
SPATA42,0.0
GPSM2,0.10369383
CLCC1,0.19521914
WDR47,0.12062361
TAF13,0.14654717
AL356488.3,0.03676902
TMEM167B,0.29970467
AL356488.2,0.011110052
C1orf194,0.0
KIAA1324,0.007406701
SARS,0.5480901
CELSR2,0.003174301
PSRC1,0.0013226253
MYBPHL,0.00026452506
SORT1,0.18622538
PSMA5,1.1898172
SYPL2,0.0
ATXN7L2,0.011903628
CYB561D1,0.058989007
AMIGO1,0.00079357525
GPR61,0.0010581003
AL355310.3,0.0
GNAI3,0.77928096
GNAT2,0.0
AMPD2,0.061105203
AL355310.2,0.0
GSTM4,0.0759185
GSTM2,0.057401855
GSTM1,0.008993851
AC000032.1,0.0021162003
GSTM5,0.007406701
AL158847.1,0.0
GSTM3,0.026188
EPS8L3,0.0
LINC01768,0.0
AL450468.1,0.0
AL450468.2,0.0
CSF1,0.008200277
AHCYL1,0.62956244
STRIP1,0.095758036
AL160006.1,0.012697206
ALX3,0.00026452506
LINC01397,0.0
UBL4B,0.0
SLC6A17,0.0
AL355990.1,0.0
AL355990.2,0.0
LINC02586,0.0
KCNC4,0.014548883
RBM15-AS1,0.0037033514
RBM15,0.11162969
SLC16A4,0.029626835
AL355488.1,0.023278223
LAMTOR5,1.8421668
PROK1,0.0
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,0.0
KCNA10,0.0
KCNA2,0.0005290501
AL365361.1,0.033594716
KCNA3,0.013755307
CD53,2.6619642
AL360270.1,0.0095229
LRIF1,0.26134938
AL360270.3,0.0026452506
DRAM2,0.5441221
CEPT1,0.32192487
AL355816.1,0.0005290501
AL355816.2,0.011903628
DENND2D,0.14178576
CHI3L2,0.007142176
CHIA,0.0
AL356387.1,0.0
PIFO,0.0021162003
OVGP1,0.0029097756
WDR77,0.23621967
ATP5PB,1.4562073
C1orf162,1.345365
TMIGD3,0.004232402
ADORA3,0.01349078
RAP1A,0.9369347
LINC01160,0.00026452506
INKA2,0.0034388262
AL049557.1,0.0
DDX20,0.12829486
KCND3,0.007142176
KCND3-AS1,0.0
LINC01750,0.0013226253
AL445426.1,0.0
CTTNBP2NL,0.19283856
WNT2B,0.030420408
AL354760.1,0.0013226253
ST7L,0.13146913
CAPZA1,1.771274
MOV10,0.04179499
AL603832.1,0.00026452506
RHOC,0.54491687
AL603832.3,0.00026452506
PPM1J,0.51581895
AL603832.2,0.00079357525
FAM19A3,0.0
LINC01356,0.0013226253
AL390729.1,0.010845528
SLC16A1,0.025658954
SLC16A1-AS1,0.18410942
AL357055.3,0.011374577
LRIG2,0.13358535
MAGI3,0.013226255
PHTF1,0.2618783
RSBN1,0.36266053
AL137856.1,0.0005290501
PTPN22,0.55523217
AP4B1-AS1,0.010581001
BCL2L15,0.005819551
AP4B1,0.07327326
DCLRE1B,0.020632965
HIPK1-AS1,0.030949455
HIPK1,0.5425352
OLFML3,0.007142176
SYT6,0.00026452506
AL121999.1,0.0
TRIM33,0.4909534
BCAS2,0.54544437
DENND2C,0.0021162003
AMPD1,0.0
NRAS,0.29573676
CSDE1,2.598736
SIKE1,0.30764052
SYCP1,0.0
TSPAN2,0.036239967
LINC01765,0.0060840766
AL512638.2,0.0
NGF,0.0
VANGL1,0.048937146
CASQ2,0.0
NHLH2,0.0
LINC01649,0.0
SLC22A15,0.0013226253
AL365318.1,0.0
MAB21L3,0.0
LINC01779,0.0
ATP1A1,0.7930367
LINC01762,0.0005290501
AL136376.1,0.0
AL390066.1,0.0029097756
CD58,0.12141699
IGSF3,0.0013226253
C1orf137,0.0
CD2,0.3959926
AL157904.1,0.0
PTGFRN,0.0021162003
CD101,0.0052905018
AL445231.1,0.0010581003
TTF2,0.2758985
TRIM45,0.0034388262
VTCN1,0.00026452506
LINC01525,0.0
AL358072.1,0.0066131265
MAN1A2,0.6636855
AL157902.1,0.0
TENT5C,0.058459986
GDAP2,0.15871541
WDR3,0.12988201
SPAG17,0.0029097754
TBX15,0.0005290501
AL139420.1,0.0
AL139420.2,0.0
WARS2,0.081208974
WARS2-IT1,0.0013226253
AL359915.2,0.03174304
AL359915.1,0.005025977
LINC01780,0.0023807255
HAO2,0.0
HSD3B2,0.0
HSD3B1,0.0
ZNF697,0.0013226253
PHGDH,0.005025977
HMGCS2,0.0
REG4,0.00026452506
ADAM30,0.00026452506
NOTCH2,0.9144501
AC245008.1,0.0013226253
SEC22B,0.47217244
NBPF26,0.039678805
PPIAL4A,0.0
LINC00623,0.038356174
FCGR1B,0.015342457
AC244453.3,0.0
AC244453.2,0.00026452506
AC244453.1,0.0
FAM72B,0.0029097756
SRGAP2C,0.19892265
SRGAP2-AS1,0.0
AC244021.1,0.00026452506
AC244021.2,0.0
AL592494.1,0.0005290501
AL592494.3,0.0015871504
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.0021162003
AC239800.3,0.012168153
AC239798.2,0.00026452506
AC246680.1,0.0
HIST2H3PS2,0.0005290501
FAM72C,0.0029097756
IGKV1OR1-1,0.00026452506
AC245595.1,0.03253661
PPIAL4E,0.0
AC246785.3,0.0023807255
NBPF15,0.016665088
LINC01632,0.00026452506
FP700111.1,0.0010581003
SRGAP2B,0.29071125
FAM72D,0.0018516753
PPIAL4D,0.0
AC245014.3,0.3266866
AC245014.1,0.0018516753
NBPF20,0.050788794
GPR89A,0.08015089
PDZK1,0.0029097756
CD160,0.015871506
RNF115,0.745158
POLR3C,0.16638654
NUDT17,0.24018753
PIAS3,0.08306066
ANKRD35,0.016665086
ITGA10,0.014019832
AC243547.1,0.0
PEX11B,0.18172875
RBM8A,1.810423
LIX1L-AS1,0.01005195
AC243547.3,0.0
LIX1L,0.19865778
ANKRD34A,0.0029097756
AC243547.2,0.0
POLR3GL,0.37324175
TXNIP,3.236237
HJV,0.0
LINC01719,0.00079357525
NBPF10,0.14998606
AC239799.1,0.0
NOTCH2NL,0.24071662
AC239799.2,0.01772319
AC243756.1,0.0
AC245407.2,0.0
NBPF12,0.06533757
AC244394.2,0.0
PRKAB2,0.07062802
AC242426.2,0.052640457
FMO5,0.028039679
CHD1L,0.413978
LINC00624,0.015606983
BCL9,0.010581001
ACP6,0.026717052
AC241644.1,0.0
GJA5,0.0
AC241644.3,0.0
AC241644.2,0.0
GJA8,0.0
GPR89B,0.054756623
AC239803.2,0.004496927
AC239803.3,0.0023807255
NBPF11,0.052640446
AC239809.3,0.0018516753
AC239803.1,0.0005290501
LINC01731,0.0
AC245100.6,0.0
AC245100.1,0.0
AC245100.7,0.0005290501
PPIAL4G,0.0039678765
NBPF14,0.53750956
NUDT4B,0.0021162003
PDE4DIP,0.2306655
AC239802.1,0.0
AC239802.2,0.0
AC239804.1,0.00026452506
NBPF9,0.108719885
AC245297.3,0.14839877
AC245297.2,0.0055550267
NBPF19,0.20183218
FCGR1A,0.029362297
HIST2H2BF,0.03200756
AC243772.2,0.0005290501
HIST2H3D,0.0005290501
HIST2H4A,0.0063486015
HIST2H3C,0.0
HIST2H2AA3,0.0005290501
AC239868.3,0.014284359
HIST2H2AA4,0.0039678765
HIST2H3A,0.0
HIST2H4B,0.0023807255
AC239868.2,0.0076712263
HIST2H2BE,0.06798283
HIST2H2AC,0.22484568
HIST2H2AB,0.0029097756
BOLA1,0.116391174
SV2A,0.0023807255
SF3B4,0.39678353
MTMR11,0.0023807255
OTUD7B,0.011639101
VPS45,0.34758306
PLEKHO1,2.0984983
ANP32E,0.4055133
AC242988.1,0.00026452506
CA14,0.00026452506
APH1A,0.79700416
C1orf54,0.31795907
CIART,0.0013226253
MRPS21,1.3911289
PRPF3,0.20712268
RPRD2,0.3153117
TARS2,0.12988207
ECM1,0.0063486015
FALEC,0.004761452
AL356356.1,0.00079357525
ADAMTSL4,0.046291888
MCL1,4.4313583
ENSA,1.2337283
GOLPH3L,0.19098687
HORMAD1,0.003174301
CTSS,5.0998025
CTSK,0.026717031
ARNT,0.1711479
CTXND2,0.0
SETDB1,0.14601818
CERS2,0.38091272
AL590133.2,0.0005290501
AL590133.1,0.00079357525
ANXA9,0.0
MINDY1,0.03042041
PRUNE1,0.059518043
BNIPL,0.0026452506
C1orf56,0.17696747
CDC42SE1,0.59623295
MLLT11,0.034652818
GABPB2,0.2317231
SEMA6C,0.0092583755
TNFAIP8L2,0.17829
SCNM1,0.50947005
LYSMD1,0.017194139
TMOD4,0.00026452506
VPS72,0.17273504
PIP5K1A,0.4388428
PSMD4,0.723731
AL391069.2,0.012168156
ZNF687,0.09258367
PI4KB,0.26531705
AL391069.4,0.0
RFX5,0.31663418
AL391069.1,0.00079357525
AL391069.3,0.08173807
SELENBP1,0.00079357525
PSMB4,1.2704947
POGZ,0.5166119
CGN,0.0013226253
TUFT1,0.0018516753
SNX27,0.24309756
AL391335.1,0.00079357525
AL589765.1,0.0
CELF3,0.0
RIIAD1,0.0
AL589765.7,0.0010581003
MRPL9,0.40551314
OAZ3,0.0013226253
AL589765.4,0.0013226253
AL589765.5,0.0
TDRKH,0.015342459
TDRKH-AS1,0.022484647
AL589765.6,0.0018516753
LINGO4,0.0018516753
RORC,0.0039678756
C2CD4D,0.0018516753
AL450992.2,0.00079357525
THEM5,0.0
THEM4,0.29838246
S100A10,3.246542
AL450992.1,0.00026452506
S100A11,5.3225355
TCHHL1,0.0
TCHH,0.0026452506
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.0097874245
AL589986.2,0.0013226253
HRNR,0.0026452506
FLG,0.0013226253
FLG2,0.0037033514
CRNN,0.0
LCE5A,0.00026452506
CRCT1,0.0
LCE3E,0.0
LCE3D,0.0
LCE3A,0.0
LINC00302,0.0
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,0.0
LCE1E,0.00026452506
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,0.0
IVL,0.0
LINC01527,0.00026452506
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,0.0
SPRR1B,0.0
SPRR2D,0.0
SPRR2A,0.0
SPRR2B,0.0
SPRR2E,0.0
SPRR2F,0.0
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,0.0
LOR,0.005819552
PGLYRP3,0.0
PGLYRP4,0.0
S100A9,0.35393342
S100A12,0.005025977
S100A8,0.20950378
S100A7A,0.0
S100A7,0.00026452506
BX470102.1,0.0005290501
S100A6,13.621745
S100A5,0.015871512
S100A4,5.672508
S100A3,0.03623997
S100A2,0.005819551
S100A16,0.0052905018
S100A14,0.0015871505
S100A13,0.10871984
S100A1,0.0063486015
AL162258.2,0.0044969264
CHTOP,0.4563008
SNAPIN,0.44889432
ILF2,1.1853205
NPR1,0.0010581003
INTS3,0.23436806
AL513523.4,0.0
AL513523.3,0.0
SLC27A3,0.1510442
GATAD2B,0.4547139
AL358472.5,0.021955596
DENND4B,0.50946945
CRTC2,0.20050958
SLC39A1,0.353667
AL358472.4,0.004232402
AL358472.3,0.0021162003
CREB3L4,0.08517689
JTB,2.5307565
AL358472.2,0.005819551
RAB13,0.41979724
RPS27,81.13017
NUP210L,0.0010581003
TPM3,4.845868
C1orf189,0.00026452506
C1orf43,1.0776588
UBAP2L,0.36768648
HAX1,0.7808673
AQP10,0.0
ATP8B2,0.13464348
IL6R-AS1,0.035181865
IL6R,0.40128112
SHE,0.0042324015
AL162591.2,0.00026452506
TDRD10,0.0010581003
UBE2Q1,0.42350003
UBE2Q1-AS1,0.0
CHRNB2,0.00026452506
AL592078.1,0.0
ADAR,1.9556553
KCNN3,0.003174301
PMVK,0.3023501
AL451085.1,0.005819552
PBXIP1,0.32324702
PYGO2,0.09787421
AL451085.2,0.036504492
SHC1,0.14072765
CKS1B,0.36583522
FLAD1,0.22140673
LENEP,0.00026452506
ZBTB7B,0.062427837
DCST2,0.0013226253
DCST1,0.0
DCST1-AS1,0.0021162003
ADAM15,0.04629188
EFNA4,0.1095134
EFNA3,0.0095229
EFNA1,0.00079357525
SLC50A1,0.21214853
DPM3,0.3568414
KRTCAP2,1.076338
AL713999.1,0.0
TRIM46,0.004496927
MUC1,0.007935751
AC234582.1,0.00079357525
THBS3,0.013755307
MTX1,0.22537453
AC234582.2,0.0
GBA,0.12855938
FAM189B,0.051582348
SCAMP3,0.28515604
CLK2,0.11057153
HCN3,0.003967876
PKLR,0.0
FDPS,0.71447396
RUSC1-AS1,0.022484643
RUSC1,0.079092786
ASH1L,1.0207884
ASH1L-AS1,0.031478513
AL353807.2,0.0
MSTO1,0.07406684
YY1AP1,0.23727791
DAP3,0.55417365
AL162734.1,0.0
GON4L,0.5295727
SYT11,0.025658948
RIT1,0.16083163
KHDC4,0.4184746
RXFP4,0.0
ARHGEF2,0.3372669
AL355388.2,0.013490783
AL355388.1,0.0005290501
SSR2,2.5913384
UBQLN4,0.07882826
LAMTOR2,0.8853526
RAB25,0.0013226253
MEX3A,0.00079357525
LMNA,0.15342458
SEMA4A,0.3007633
SLC25A44,0.09152553
PMF1-BGLAP,0.0034388262
PMF1,0.584858
BGLAP,0.005025977
PAQR6,0.026452528
SMG5,0.114539474
TMEM79,0.03571092
GLMP,0.118242815
VHLL,0.0
CCT3,1.7313309
TSACC,0.0037033514
RHBG,0.0
AL139130.1,0.0
C1orf61,0.0010581003
AL139412.1,0.0034388262
MEF2D,0.69701535
AL365181.1,0.0010581003
IQGAP3,0.0023807255
TTC24,0.22616811
NAXE,0.48116586
GPATCH4,0.24574265
AL365181.4,0.0
HAPLN2,0.00026452506
AL365181.2,0.0021162003
BCAN,0.0005290501
AL365181.3,0.0005290501
AL590666.2,0.0
NES,0.0005290501
AL590666.3,0.0015871504
CRABP2,0.0013226253
AL590666.1,0.0010581003
ISG20L2,0.3838226
RRNAD1,0.06771826
MRPL24,0.20765166
HDGF,0.6980737
PRCC,0.36715734
SH2D2A,0.029626828
NTRK1,0.0005290501
INSRR,0.0
PEAR1,0.0
LRRC71,0.0
ARHGEF11,0.008464801
ETV3L,0.0
ETV3,0.5285177
AL138900.3,0.0
AL138900.2,0.0
FCRL5,0.11295227
FCRL4,0.0010581003
FCRL3,0.0023807255
AL356276.1,0.0
FCRL2,0.0026452506
FCRL1,0.005555026
CD5L,0.00026452506
KIRREL1,0.0
LINC01704,0.0
CD1D,0.033594698
AL138899.1,0.0021162005
CD1A,0.01719413
CD1C,0.060840756
CD1B,0.010051953
CD1E,0.052905016
OR10T2,0.0
OR10K2,0.0
OR10K1,0.0005290501
AL365440.2,0.0
OR6Y1,0.0
OR6P1,0.0
OR10Z1,0.0
SPTA1,0.00026452506
OR6K2,0.0
OR6K3,0.0
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.72717595
PYHIN1,0.01851676
IFI16,4.257299
AIM2,0.044440214
CADM3,0.0
CADM3-AS1,0.00026452506
ACKR1,0.00079357525
FCER1A,0.43355393
OR10J3,0.0
AL513323.1,0.0
OR10J1,0.0
AL663023.1,0.0
OR10J5,0.0
APCS,0.0
CRP,0.0
DUSP23,0.16929615
FCRL6,0.01296173
SLAMF8,0.06322148
AL590560.1,0.0005290501
SNHG28,0.0
VSIG8,0.00079357525
AL590560.2,0.0005290501
CFAP45,0.0034388262
TAGLN2,4.071072
IGSF9,0.00026452506
SLAMF9,0.003703351
LINC01133,0.0013226253
KCNJ10,0.0005290501
PIGM,0.08438333
AL121987.1,0.0
KCNJ9,0.00079357525
IGSF8,0.11295224
ATP1A2,0.0018516753
ATP1A4,0.0013226253
CASQ1,0.0005290501
AL121987.2,0.01005195
PEA15,0.7697587
DCAF8,0.23674898
AL139011.2,0.0015871504
AL139011.1,0.0039678765
PEX19,0.11110058
COPA,1.0935315
NCSTN,0.47137865
NHLH1,0.008200276
VANGL2,0.0068776514
SLAMF6,0.026981575
AL138930.1,0.00026452506
CD84,0.4771995
SLAMF1,0.061634246
AL121985.1,0.037827123
CD48,1.4107063
SLAMF7,2.419644
LY9,0.551529
CD244,0.0037033514
ITLN1,0.0005290501
AL354714.3,0.0
AL354714.1,0.0
ITLN2,0.0
F11R,0.21929085
AL591806.3,0.00026452506
TSTD1,0.7599705
USF1,0.19601302
ARHGAP30,1.1961659
NECTIN4,0.00079357525
AL591806.1,0.0
KLHDC9,0.00793575
PFDN2,1.4940302
NIT1,0.22272947
DEDD,0.14919253
UFC1,1.7866163
AL590714.1,0.0015871504
USP21,0.038620703
PPOX,0.068511836
B4GALT3,0.29864663
ADAMTS4,0.060047098
NDUFS2,0.89566934
FCER1G,7.0985575
APOA2,0.0
TOMM40L,0.07089255
NR1I3,0.0029097756
PCP4L1,0.0
MPZ,0.01243268
SDHC,0.7851
CFAP126,0.0015871504
AL592295.4,0.02195559
AL592295.3,0.00079357525
AL831711.1,0.0
FCGR2A,0.07882835
HSPA6,0.048672613
FCGR3A,0.10633898
AL590385.1,0.0
FCGR3B,0.0052905018
FCGR2B,0.04893713
AL451067.1,0.0
FCRLA,0.14575344
FCRLB,0.0013226253
DUSP12,0.110307015
AL359541.1,0.0044969264
ATF6,0.33435723
OLFML2B,0.0013226253
AL590408.1,0.0
NOS1AP,0.00026452506
AL512785.1,0.00026452506
C1orf226,0.00026452506
SPATA46,0.0
SH2D1B,0.0042324015
UHMK1,0.8255718
AL596325.1,0.0034388262
UAP1,0.15686376
DDR2,0.0060840775
HSD17B7,0.20606454
CCDC190,0.0
RGS4,0.0034388262
RGS5,0.007406701
AL499616.1,0.00026452506
RGS5-1,0.023807272
AL592435.1,0.00026452506
NUF2,0.011110053
PBX1,0.005819552
AL357568.1,0.0
LMX1A,0.0
AL390730.1,0.0
AL390730.2,0.0
RXRG,0.00026452506
AL157714.2,0.0
LRRC52,0.0
AL356441.1,0.0005290501
MGST3,0.56158054
ALDH9A1,0.34599593
AL451074.6,0.0018516753
TMCO1,1.930268
AL451074.2,0.01005195
UCK2,0.3161052
AL358115.1,0.00026452506
FAM78B,0.0018516753
AL626787.1,0.0
AL390115.1,0.0
AL583804.1,0.0
LINC01675,0.0010581003
POGK,0.3142536
TADA1,0.056608293
ILDR2,0.0037033514
MAEL,0.0018516753
AL158837.1,0.0
GPA33,0.0021162003
DUSP27,0.0
LINC01363,0.0
AL451050.2,0.0023807255
POU2F1,0.22272961
CD247,0.092583686
AL359962.2,0.0039678765
CREG1,0.1349079
AL031733.2,0.0074067013
RCSD1,0.69701546
MPZL1,0.45788828
ADCY10,0.0
Z99943.1,0.0
MPC2,0.65310425
DCAF6,0.4142422
GPR161,0.0076712263
TIPRL,0.4129196
SFT2D2,2.8574412
TBX19,0.11612665
AL023755.1,0.004761452
XCL2,0.025394414
XCL1,0.018516758
DPT,0.0
AL031275.1,0.0
LINC00626,0.00026452506
LINC00970,0.0
AL031726.1,0.0
ATP1B1,0.047349986
NME7,0.08041542
Z99758.1,0.0
BLZF1,0.17247055
CCDC181,0.00026452506
SLC19A2,0.017458657
AL021068.1,0.0013226253
F5,0.0018516753
SELP,0.0026452506
C1orf112,0.034123767
SELL,4.652239
SELE,0.0
AL021940.1,0.0
METTL18,0.059782583
SCYL3,0.29282752
KIFAP3,0.24256837
AL356475.1,0.0
METTL11B,0.0
LINC01681,0.0
LINC01142,0.0
AL354732.1,0.00079357525
GORAB,0.06560209
AL023495.1,0.0
PRRX1,0.0005290501
Z97200.1,0.0005290501
MROH9,0.0013226253
FMO3,0.0023807255
FMO2,0.0005290501
AL021026.1,0.0018516753
AL445673.1,0.007671226
FMO1,0.00026452506
FMO4,0.01772319
PRRC2C,3.2732744
MYOCOS,0.0
MYOC,0.0
VAMP4,0.14046311
METTL13,0.18622556
DNM3,0.0060840766
DNM3OS,0.0
PIGC,0.20659363
C1orf105,0.00026452506
SUCO,0.29944038
FASLG,0.0076712263
AL031599.1,0.0023807255
Z97198.1,0.0
TNFSF18,0.0031743008
AL022310.1,0.0
TNFSF4,0.03518186
AL645568.1,0.043382123
PRDX6,1.6252435
SLC9C2,0.043382123
AL139142.1,0.0
ANKRD45,0.00079357525
TEX50,0.0
KLHL20,0.23727794
CENPL,0.09840323
DARS2,0.046556402
GAS5-AS1,0.0037033514
ZBTB37,0.14205024
SERPINC1,0.0
RC3H1,0.2960018
AL121983.1,0.0018516753
AL121983.2,0.0063486015
RABGAP1L,1.4776353
GPR52,0.016929612
Z99127.1,0.0015871504
CACYBP,0.73193246
MRPS14,0.36160225
TNN,0.00026452506
KIAA0040,0.30261502
AL008626.1,0.0
Z94057.1,0.0
TNR,0.0
LINC01657,0.0
AL513329.1,0.0026452506
COP1,0.20050968
AL590723.1,0.0052905018
AL359265.3,0.0037033514
PAPPA2,0.0005290501
ASTN1,0.0
BRINP2,0.00026452506
LINC01645,0.0
AL122019.1,0.0
LINC01741,0.0
