,Cycling.cancer.cell.2
TP53TG3F,0.0
AC136944.1,0.000180663
AC136944.2,0.005209123
AC136944.4,3.01105e-05
IGHV3OR16-12,0.0
IGHV3OR16-13,0.0
AC136428.1,0.0
IGHV3OR16-11,0.0
IGHV3OR16-7,0.0
AC133561.2,0.0
LINC00273,0.0
LINC02184,0.0
AC135776.1,0.0
AC023824.5,6.0221e-05
AC023824.1,0.0001505525
AC023824.4,3.01105e-05
AC023824.3,0.0
LINC01566,0.0
AC018558.2,3.01105e-05
AC018558.1,0.004938129
AC092325.1,6.0221e-05
LINC02167,0.005118792
AC106785.2,0.0008732043
SHCBP1,0.20357847
AC092368.3,0.0012345299
VPS35,1.0417113
ORC6,0.7572993
MYLK3,0.008099717
C16orf87,0.18199171
GPT2,0.29754767
DNAJA2,0.69570625
AC018845.3,0.003191714
AC018845.1,0.0
NETO2,0.100388795
ITFG1-AS1,0.0011140881
ITFG1,0.3281988
AC007494.2,0.00054198905
AC007533.1,0.0001505525
PHKB,0.359691
LINC02133,3.01105e-05
LINC02192,6.0221e-05
LINC02134,0.0
ABCC12,3.01105e-05
ABCC11,0.00084309385
LONP2,0.40460992
SIAH1,0.18810356
N4BP1,0.23254327
AC026470.2,0.0
AC023813.1,0.0
AC007611.1,0.0011441986
AC023813.3,0.000722652
AC023813.4,0.0
CBLN1,0.0024088388
AC007614.1,0.0016560764
C16orf78,0.0001505525
AC007861.1,0.0
AC007861.2,6.0221e-05
LINC02179,3.01105e-05
ZNF423,0.031947117
AC007603.1,0.00048176805
CNEP1R1,0.044201773
AC007610.1,0.000120442
HEATR3,0.0600094
AC007610.2,0.0
TENT4B,0.14890103
ADCY7,0.029869495
BRD7,0.9127632
AC007493.2,9.03315e-05
LINC02178,0.0009334252
AC007493.1,9.03315e-05
NKD1,0.016861947
AC007608.2,6.0221e-05
AC007608.1,0.00033121553
AC007608.3,0.0010839776
SNX20,0.00030110503
NOD2,0.009514902
AC007728.2,0.0007527625
CYLD,0.15019539
AC007728.1,3.01105e-05
LINC02168,3.01105e-05
LINC02128,0.0014151928
AC025810.1,0.0
LINC02127,3.01105e-05
AC027688.2,0.0
SALL1,0.0030712707
AC087564.1,0.00072265195
AC007344.1,3.01105e-05
HNRNPA1P48,0.08358578
LINC01571,0.0001505525
AC009039.1,0.0
LINC00919,0.0
LINC02180,0.00024088401
AC007333.2,0.000180663
AC007333.1,0.0
TOX3,0.010297786
CASC16,0.0
AC026462.3,0.0
AC026462.4,0.0
AC007906.2,0.52252436
CHD9,0.5247674
AC007342.4,0.0014754138
AC007342.5,0.004576802
RBL2,0.18747048
AKTIP,0.10502633
RPGRIP1L,0.12788257
FTO,0.08057444
AC007496.2,0.0007527625
AC007496.1,0.0
AC007347.1,0.0
LINC02169,0.0
IRX3,0.20917723
AC018553.2,0.00021077349
AC018553.1,0.005088681
LINC02140,0.0
LINC02183,0.00030110503
AC007491.1,0.000120442
CRNDE,0.2458519
IRX5,0.035379797
AC106738.1,0.000120442
AC106738.2,0.0
AC109462.1,6.0221e-05
AC109462.3,9.03315e-05
IRX6,0.009183694
AC109462.2,0.0001505525
MMP2,0.04567725
AC007336.2,0.0
MMP2-AS1,3.01105e-05
LPCAT2,0.096534625
AC007336.1,0.0073168473
CAPNS2,0.0005720996
SLC6A2,0.0001505525
CES1,0.004155252
CES5A,6.0221e-05
AC007495.1,0.00036132603
AC007495.2,0.0
AC079411.1,6.0221e-05
GNAO1,0.013670191
DKFZP434H168,3.01105e-05
AC009102.2,9.03315e-05
AMFR,0.18193063
AC092140.1,0.00858148
NUDT21,0.55367255
OGFOD1,0.17307992
AC092140.2,0.0018066288
BBS2,0.08762105
MT4,0.0
MT3,0.041612487
MT2A,4.994465
AC026461.3,6.0221e-05
MT1E,2.7301207
MT1M,0.49332085
MT1A,0.122671135
MT1B,0.0028002765
MT1F,0.78302824
MT1G,2.201234
MT1H,0.5463518
AC026461.4,0.0016560764
MT1X,1.1849251
AC106779.1,0.003342267
NUP93,0.22429119
SLC12A3,0.0012044196
HERPUD1,0.6186212
CETP,0.0001505525
NLRC5,0.062147286
AC023825.2,9.03315e-05
AC009090.2,0.00039143654
CPNE2,0.2381142
FAM192A,0.44742143
RSPRY1,0.16501091
ARL2BP,0.30372047
AC009090.3,0.0007527625
PLLP,0.1354704
CCL22,0.00030110503
CX3CL1,0.07789486
CCL17,0.0006925415
CIAPIN1,0.24901256
COQ9,0.50639945
POLR2C,0.3455401
DOK4,0.03935415
CCDC102A,0.08069494
ADGRG5,0.0040047
ADGRG1,0.4162043
AC018552.3,0.0
ADGRG3,0.0009635358
AC018552.2,0.0
DRC7,0.0022883965
KATNB1,0.08337498
KIFC3,0.05422838
AC092118.2,0.0030411608
AC092118.1,0.0018668497
CNGB1,0.030682497
TEPP,0.010900008
ZNF319,0.024630388
USB1,0.12625572
MMP15,0.12610537
CFAP20,0.294298
AC026771.1,3.01105e-05
AC009107.2,0.0003914365
CSNK2A2,0.3347329
CCDC113,0.05735978
PRSS54,0.000120442
GINS3,0.0723243
AC009118.1,6.0221e-05
AC009118.2,0.019481583
LINC02137,9.03315e-05
NDRG4,0.0298394
SETD6,0.12923722
CNOT1,0.47939518
AC009118.3,0.022432366
SLC38A7,0.059557784
GOT2,0.32350296
AC092378.1,0.00021077349
AC092378.2,0.0
LINC02141,0.018487904
AC018554.3,0.000120442
AC018554.1,0.0001505525
AC009081.1,9.03315e-05
CDH8,0.0033723773
AC012174.1,0.00048176805
AC009110.1,0.0
AC138305.1,0.000722652
AC138305.2,0.0
AC092337.1,0.0006323206
AC093536.2,0.0001505525
AC012322.1,0.0
AC092131.1,0.0
CDH11,0.045105334
LINC02126,0.0
AC009055.2,3.01105e-05
AC009055.1,0.0001505525
LINC00922,6.0221e-05
AC092138.2,0.0
AC092138.1,0.0
AC022164.1,0.0
CDH5,0.0027099443
LINC00920,0.0009936462
BEAN1,0.0018969602
BEAN1-AS1,9.03315e-05
AC010542.3,0.0
TK2,0.098974004
AC010542.2,0.0038842577
AC010542.4,0.0018367395
CKLF,0.5718985
CKLF-CMTM1,0.00060221006
AC010542.5,0.010418222
CMTM1,0.0013549719
CMTM2,0.0009936462
AC010542.1,9.03315e-05
CMTM3,0.07539556
CMTM4,0.21104398
DYNC1LI2,0.66026384
AC018557.1,0.0040649218
AC018557.2,0.0
AC044802.1,0.0041251425
TERB1,0.00033121553
NAE1,0.4554318
AC044802.2,0.00066243106
CA7,0.0
PDP2,0.04817629
CDH16,0.028424252
RRAD,0.13067983
FAM96B,0.8672528
CES2,0.1492923
CES3,0.01863849
CES4A,0.010749441
CBFB,0.20140955
C16orf70,0.053957324
B3GNT9,0.015928507
TRADD,0.107375436
FBXL8,0.02604555
AC074143.1,0.0
HSF4,0.021318307
NOL3,0.08051425
KIAA0895L,0.05401766
EXOC3L1,0.009274024
E2F4,0.2065587
ELMO3,0.08229097
LRRC29,0.012074314
TMEM208,0.68507737
FHOD1,0.053686384
SLC9A5,0.0032519347
PLEKHG4,0.06277954
KCTD19,0.0014754137
LRRC36,0.0046972446
TPPP3,0.10752477
ZDHHC1,0.042274807
HSD11B2,0.052271217
AC009061.1,0.00030110503
ATP6V0D1,0.33160025
AC009061.2,0.043449037
AGRP,0.00042154704
AC027682.6,0.0071964045
RIPOR1,0.068801545
AC027682.5,3.01105e-05
AC027682.2,0.00036132603
AC027682.3,6.0221e-05
AC027682.4,0.004938129
AC027682.1,0.0029207184
CTCF,0.5683947
AC009095.1,0.00054198905
CARMIL2,0.0039143683
ACD,0.10318958
PARD6A,0.06895201
ENKD1,0.05850391
C16orf86,0.008671811
GFOD2,0.104815915
RANBP10,0.055763926
TSNAXIP1,0.005660777
CENPT,0.111049175
THAP11,0.15103887
NUTF2,0.59233236
EDC4,0.007377066
AC040162.3,0.00021077349
NRN1L,0.000120442
PSKH1,0.06792829
CTRL,0.000722652
AC040162.1,0.012827089
PSMB10,0.11538471
LCAT,0.017795384
SLC12A4,0.059347004
DPEP3,0.17145015
DPEP2,0.00030110503
DUS2,0.036313023
DPEP2NB,9.03315e-05
DDX28,0.07879793
NFATC3,0.29989523
AC020978.3,9.03315e-05
AC020978.5,0.038721804
ESRP2,0.06991558
PLA2G15,0.05200019
AC020978.2,6.0221e-05
SLC7A6,0.05154862
SLC7A6OS,0.13242953
PRMT7,0.0948182
SMPD3,0.004004699
AC099521.1,0.00060221006
ZFP90,0.08307391
AC126773.1,0.000120442
AC126773.4,0.0028303862
CDH3,0.113939635
AC126773.2,0.004215474
CDH1,0.5238095
AC099314.1,0.00039143654
TANGO6,0.013369087
AC009137.1,0.0
HAS3,0.0068350807
CHTF8,0.22619033
UTP4,0.13242939
SNTB2,0.36643523
AC026464.4,0.0001505525
VPS4A,0.2333567
COG8,0.058925457
COG8-1,0.03902291
PDF,0.002709944
AC026464.1,0.0
NIP7,0.2538005
TMED6,0.001686187
TERF2,0.15362889
CYB5B,0.34502777
NFAT5,0.2697552
NQO1,0.50658774
AC092115.2,0.000722652
AC092115.3,0.004095032
NOB1,0.27306977
WWP2,0.06952415
CLEC18A,0.0074372864
PDPR,0.12321465
AC009060.1,0.0006925414
CLEC18C,0.0019872917
EXOSC6,0.3099215
AARS,0.33410034
DDX19B,0.08220062
DDX19A,0.14703439
ST3GAL2,0.08834381
AC012184.1,0.00078287296
FUK,0.042425286
COG4,0.18123807
SF3B3,0.4511249
IL34,0.013880964
MTSS1L,0.032910623
VAC14,0.1196313
AC020763.1,0.000180663
VAC14-AS1,0.0006925415
AC027281.1,0.00066243106
HYDIN,0.04624931
AC138625.2,0.00039143654
AC138625.1,9.03315e-05
CMTR2,0.117342785
AC106736.1,0.0
CALB2,0.0026497226
LINC02136,0.0
TLE7,3.01105e-05
ZNF23,0.005179013
AC010547.4,0.000120442
AC010547.1,0.0016560766
ZNF19,0.020836556
AC010547.3,0.000180663
CHST4,0.012345314
TAT,0.0001505525
TAT-AS1,0.0014754138
AC009097.2,0.0013549719
MARVELD3,0.23136804
PHLPP2,0.037306674
AC009097.1,0.0005720996
AC009097.4,0.000120442
AC009097.3,0.000180663
AP1G1,0.18912601
ATXN1L,0.07422121
IST1,0.29330072
ZNF821,0.045135193
PKD1L3,0.0017765185
DHODH,0.08674774
TXNL4B,0.078346305
HP,0.35750115
HPR,0.000240884
AC009087.1,0.000120442
DHX38,0.15546562
PMFBP1,0.0037337048
AC009075.1,0.00078287296
LINC01572,0.015928512
AC004158.1,0.0016861871
AC004943.2,0.02950818
AC004943.3,0.002077623
ZFHX3,0.43884107
AC004943.1,0.0023787278
AC116667.1,0.007015744
HCCAT5,3.01105e-05
AC116667.2,9.03315e-05
AC140912.1,0.0017765185
LINC01568,0.0
AC087565.2,0.0
AC087565.1,0.0
AC138627.1,0.002198065
AC009120.4,0.0021077334
AC009120.5,0.0034627093
PSMD7,0.8926699
AC009120.3,0.00036132603
AC009053.2,0.005118792
NPIPB15,0.03739698
CLEC18B,0.007557727
AC009053.3,0.00045165754
GLG1,0.4877692
RFWD3,0.19999495
MLKL,0.013248635
FA2H,0.010930101
WDR59,0.11999267
ZNRF1,0.42038795
AC099508.1,0.000722652
LDHD,0.01195387
AC099508.2,6.0221e-05
ZFP1,0.045345955
CTRB2,9.03315e-05
CTRB1,0.000120442
BCAR1,0.12562354
CFDP1,0.51224583
AC009163.4,0.000120442
AC009163.7,0.005510226
TMEM170A,0.25572672
CHST6,0.048387107
AC009163.1,0.0018668497
AC009163.6,0.00042154704
AC009163.2,0.0
CHST5,0.00054198905
TMEM231,0.13766761
AC025287.2,0.0071662976
GABARAPL2,0.8305977
AC025287.3,0.0018367394
ADAT1,0.12667745
KARS,0.42830497
TERF2IP,0.39055312
AC025287.4,0.00033121553
DUXB,0.0
CPHXL,3.01105e-05
AC105430.1,0.0
AC010528.1,3.01105e-05
CNTNAP4,0.00042154704
AC108125.1,0.00042154704
LINC02125,0.000180663
AC106729.1,0.0
MON1B,0.12604538
SYCE1L,0.042274818
AC009139.2,9.03315e-05
AC009139.1,0.00042154704
ADAMTS18,0.0057209935
AC025284.1,0.00024088401
LINC02131,0.0
NUDT7,0.02866512
AC092134.1,3.01105e-05
VAT1L,0.000180663
AC079414.1,0.0
CLEC3A,0.0
WWOX,0.11210314
WWOX-AS1,6.0221e-05
AC046158.1,0.0017464081
AC009145.3,0.0001505525
AC092376.2,0.0006925415
AC092376.1,0.0
AC084064.1,0.0
MAF,0.034506496
AC009159.2,0.000120442
AC009159.3,0.00045165754
AC009159.1,6.0221e-05
LINC01229,9.03315e-05
MAFTRR,0.0012646405
LINC01228,3.01105e-05
AC022166.1,0.0
AC105411.1,0.00027099453
AC022166.2,0.0
DYNLRB2,0.009424575
AC108097.1,3.01105e-05
LINC01227,6.0221e-05
CDYL2,0.027340269
AC099313.1,3.01105e-05
LINC02170,0.002800276
CMC2,0.534073
CENPN,0.26608568
AC092718.2,0.00033121553
AC092718.8,0.0012044195
ATMIN,0.17232665
C16orf46,0.006654418
AC092718.3,0.005239233
AC092718.5,0.0030411608
AC092718.6,0.0012947508
AC092718.1,0.0016560764
GCSH,0.94559675
BCO1,0.0033121563
AC009148.1,0.00674475
GAN,0.12595461
CMIP,0.15654929
AC099524.1,9.03315e-05
PLCG2,0.6458483
AC092142.2,0.0
SDR42E1,0.034295652
HSD17B2,0.00054198905
AC092142.1,0.0022281755
MPHOSPH6,0.16308317
AC138304.1,0.0
CDH13,0.00876215
AC125793.1,0.0
AC009063.3,0.0
AC009063.2,0.0
AC009063.1,0.0
AC009119.1,0.00027099453
HSBP1,1.531511
MLYCD,0.10668252
AC009119.2,0.0014151928
AC009119.3,0.0
OSGIN1,0.013007742
NECAB2,0.004667133
SLC38A8,0.009876229
MBTPS1,0.34436604
AC040169.1,0.031073937
HSDL1,0.103069186
DNAAF1,0.015235942
TAF1C,0.062357962
ADAD2,3.01105e-05
AC009123.1,0.00024088401
KCNG4,3.01105e-05
WFDC1,0.0023787278
AC010551.2,0.0
ATP2C2,0.024600284
ATP2C2-AS1,0.0008732043
TLDC1,0.09692562
AC022165.1,0.000120442
COTL1,0.24512865
AC092145.1,0.0
KLHL36,0.19003029
USP10,0.38127822
CRISPLD2,0.026105767
LINC02176,0.0
ZDHHC7,0.11475287
KIAA0513,0.008039497
FAM92B,0.0009033149
LINC02139,0.0006323206
AC026469.1,0.0
GSE1,0.2208301
LINC00311,0.001415193
AC133540.1,0.00066243106
AC092127.2,0.00030110503
AC092127.1,0.00039143654
GINS2,0.4480587
C16orf74,0.050916348
AC018695.2,0.000180663
EMC8,0.31079912
AC018695.4,3.01105e-05
AC018695.3,0.0
COX4I1,7.268486
IRF8,0.005480114
AC092723.5,0.0
LINC02132,0.0
AC092723.4,0.0
AC092723.1,0.0
AC092723.3,0.00021077349
AC135012.1,0.00084309385
AC135012.3,0.0
LINC01082,0.0
AC040170.1,3.01105e-05
LINC02135,0.0
LINC00917,0.0
AC092327.2,0.0
FENDRR,0.00024088401
FOXF1,0.00030110503
AC009108.3,0.0010538672
MTHFSD,0.0491398
FOXC2-AS1,0.0
FOXC2,0.0006323206
FOXL1,0.0015356346
AC009108.2,0.0
AC009154.1,0.0
AC009154.2,0.0
LINC02188,0.00093342527
LINC02181,6.0221e-05
AC106745.1,3.01105e-05
C16orf95,0.0065640863
AC136285.1,0.0
AC010531.1,0.0
AC010531.6,0.010418219
FBXO31,0.036523774
AC010531.7,3.01105e-05
AC010531.5,0.000180663
MAP1LC3B,0.54629946
AC010531.3,0.00063232053
ZCCHC14,0.076389134
AC092720.1,0.00021077349
AC092720.2,0.00024088401
JPH3,0.0033422667
AC010536.3,0.000722652
AC010536.1,0.002198065
KLHDC4,0.1771138
AC126696.3,0.0007527625
AC126696.1,3.01105e-05
SLC7A5,0.13643269
AC126696.2,0.0
CA5A,0.0022281755
BANP,0.12502147
AC134312.4,0.0
AC134312.3,0.0
AC134312.1,0.0
AC134312.2,0.0
AC134312.5,0.000180663
AC134312.6,6.0221e-05
LINC02182,3.01105e-05
AC138512.1,0.0
ZNF469,0.0018367395
ZFPM1,0.2514494
AC116552.1,0.000120442
ZC3H18,0.35646978
IL17C,0.002679834
CYBA,6.3389926
MVD,0.14655164
SNAI3-AS1,0.0059016603
SNAI3,0.0026497226
RNF166,0.06497752
AC138028.3,0.0
CTU2,0.09225821
AC138028.6,0.0007527625
PIEZO1,0.11565591
AC138028.4,0.0008732043
AC138028.2,0.0014151928
AC138028.5,0.0
AC138028.1,0.0033121563
CDT1,0.5222758
APRT,2.2578106
GALNS,0.07979155
TRAPPC2L,0.6243395
PABPN1L,0.0
CBFA2T3,0.0035229307
AC092384.2,0.002198065
AC092384.1,3.01105e-05
AC135782.2,0.0
AC135782.1,0.0016861871
ACSF3,0.13125475
AC135782.3,0.000120442
LINC00304,0.000180663
LINC02138,0.0
CDH15,0.0075276215
SLC22A31,0.055734053
AC009113.1,0.025353013
ZNF778,0.059678238
AC009113.2,3.01105e-05
ANKRD11,1.2855436
AC137932.3,0.014031523
AC137932.1,0.00054198905
SPG7,0.4542575
AC092123.1,0.002860497
RPL13,37.95911
CPNE7,0.024178738
DPEP1,0.0057812184
CHMP1A,0.31522414
SPATA33,0.26295498
CDK10,0.15540525
LINC02166,0.0042154742
AC010538.1,0.002860497
SPATA2L,0.062177345
VPS9D1,0.044171702
VPS9D1-AS1,0.07214376
ZNF276,0.09412539
FANCA,0.30405408
SPIRE2,0.052090548
TCF25,0.99177635
MC1R,0.015928503
AC092143.2,9.03315e-05
TUBB3,0.003944479
DEF8,0.17913206
CENPBD1,0.06389357
DBNDD1,0.0868982
GAS8,0.12616546
GAS8-AS1,6.0221e-05
PRDM7,0.0005720996
FAM157C,0.014543414
AC133919.1,0.0056005567
AC133919.2,0.00042154704
LINC02193,0.019722475
AC240565.2,0.00084309385
AC240565.1,0.0017162975
SCGB1C2,0.007075966
DOC2B,0.09391444
LINC02091,0.0010538672
RPH3AL,0.034988243
AC129507.4,0.049260687
AC129507.2,0.0014754137
AC129507.3,0.0
AC141424.1,0.0011140881
C17orf97,0.12222101
RFLNB,0.05184982
AC015853.2,0.00078287296
VPS53,0.23175946
AC015853.3,3.01105e-05
AC015853.1,6.0221e-05
FAM57A,0.09722724
GEMIN4,0.11683072
GLOD4,0.5167889
AC087392.3,0.003131492
MRM3,0.10746568
AC087392.4,9.03315e-05
AC087392.5,0.0014754137
NXN,0.42737138
AC087392.2,0.000722652
AC087392.1,0.00048176805
TIMM22,0.2382043
ABR,0.031435255
AC016292.1,0.0
AC144836.1,3.01105e-05
BHLHA9,0.0
TRARG1,0.0
YWHAE,3.7884436
CRK,0.45196843
AC032044.1,0.0012947508
MYO1C,0.5436188
INPP5K,0.08165858
PITPNA-AS1,0.18945895
PITPNA,0.49357614
SLC43A2,0.08725972
SCARF1,0.0076781707
RILP,0.073920175
PRPF8,0.79994905
AC130343.2,0.008852472
TLCD2,0.1128558
MIR22HG,0.06627237
WDR81,0.039745506
AC130343.1,6.0221e-05
SERPINF2,0.0033121563
SERPINF1,0.02550363
SMYD4,0.14381227
RPA1,0.44329816
RTN4RL1,0.0077685057
AC099684.2,3.01105e-05
AC099684.1,3.01105e-05
DPH1,0.006052213
OVCA2,0.000120442
AC090617.3,0.00045165754
AC090617.5,0.0010237567
HIC1,0.0019571811
SMG6,0.18924704
AC090617.4,3.01105e-05
AC090617.2,0.0
AL450226.1,3.01105e-05
SRR,0.04007674
TSR1,0.4271893
SGSM2,0.119360454
AC006435.3,0.000180663
AC006435.2,0.0022883965
MNT,0.24831979
AC006435.1,0.00030110503
METTL16,0.21538024
PAFAH1B1,0.61650574
AC005696.2,0.00039143654
AC005696.3,9.03315e-05
CLUH,0.2561495
AC005696.1,0.017524386
AC005696.4,0.004185364
RAP1GAP2,0.054770377
AC015921.1,0.0006925415
OR1D5,0.0
OR1D2,0.0
OR1G1,3.01105e-05
AC090282.1,0.000180663
OR1A1,0.00030110503
OR3A2,0.0015958557
OR3A1,0.0010839776
AC087498.1,0.00021077349
OR1E1,0.0
OR3A3,0.0008129834
OR1E2,0.0
SPATA22,6.0221e-05
ASPA,3.01105e-05
TRPV3,0.0048477966
TRPV1,0.032218065
AC027796.3,0.005781219
SHPK,0.03414509
CTNS,0.046550322
AC027796.4,0.0041251425
TAX1BP3,0.24841164
P2RX5-TAX1BP3,0.0012947508
EMC6,0.86353195
P2RX5,0.00599199
ITGAE,0.3857333
AC116914.2,0.0001505525
HASPIN,0.029327516
AC116914.1,0.00060221006
NCBP3,0.40801352
CAMKK1,0.03065234
P2RX1,0.00060221006
ATP2A3,0.007106078
LINC01975,6.0221e-05
ZZEF1,0.14059009
CYB5D2,0.19954288
ANKFY1,0.20210367
AC087292.1,0.00033121553
AC087742.1,0.0015657451
UBE2G1,0.28387854
SPNS3,0.004667132
AC127521.1,0.0055403365
AC118754.1,0.000180663
SPNS2,0.016861925
MYBBP1A,0.207824
GGT6,0.21146744
AC118754.2,6.0221e-05
SMTNL2,0.002709944
LINC01996,0.00021077349
ALOX15,0.00054198905
PELP1,0.40939724
AC091153.2,6.0221e-05
AC091153.3,0.015386509
ARRB2,0.16729866
MED11,0.23124914
AC091153.4,6.0221e-05
CXCL16,0.61051935
ZMYND15,0.031073937
TM4SF5,0.00054198905
VMO1,0.0054198946
GLTPD2,0.0012646405
PSMB6,1.7228657
AC233723.1,0.016319953
PLD2,0.05573387
MINK1,0.122883596
CHRNE,0.009243908
C17orf107,0.007708283
GP1BA,0.0042455853
SLC25A11,0.78012526
RNF167,0.5772763
PFN1,6.275126
ENO3,0.047152556
SPAG7,0.6111132
CAMTA2,0.0791593
AC004771.4,0.004215475
AC004771.2,0.0010237567
AC004771.5,0.0016560764
AC004771.3,0.0065941974
INCA1,0.011050545
KIF1C,0.3736008
AC004771.1,0.00084309385
SLC52A1,0.0022883965
AC012146.3,0.000180663
ZFP3,0.055884384
ZNF232,0.06907248
USP6,0.009274017
ZNF594,0.06669386
AC087500.1,0.016109172
SCIMP,0.003342267
AC087500.2,9.03315e-05
RABEP1,0.3157052
NUP88,0.26725745
AC015727.1,0.0112010995
RPAIN,0.703291
AC004148.2,0.059889045
C1QBP,2.657016
DHX33,0.23019412
AC004148.1,6.0221e-05
DERL2,0.47488105
MIS12,0.21694453
NLRP1,0.06323129
AC007846.1,0.00027099453
AC007846.2,6.0221e-05
WSCD1,0.004396138
AIPL1,0.0059919916
PIMREG,0.15513368
PITPNM3,0.07849691
KIAA0753,0.09361366
TXNDC17,1.6947256
MED31,0.25774372
C17orf100,0.025895005
AC004706.1,0.0001505525
SLC13A5,0.008882589
XAF1,0.6099328
FBXO39,0.0005720996
TEKT1,0.0030411608
ALOX12-AS1,0.048868775
AC027763.2,6.0221e-05
AC040977.1,0.011592544
ALOX12,0.0041552535
RNASEK,0.07885817
RNASEK-C17orf49,0.00039143654
C17orf49,0.03429567
MIR497HG,0.010899993
BCL6B,0.002137844
SLC16A13,0.006293094
SLC16A11,0.0092439065
CLEC10A,6.0221e-05
ASGR2,3.01105e-05
ASGR1,0.0073168515
DLG4,0.02336578
ACADVL,0.8628281
DVL2,0.17804776
PHF23,0.24175557
GABARAP,0.15094864
CTDNEP1,0.6488139
AC003688.1,3.01105e-05
ELP5,0.36818242
CLDN7,2.8370092
SLC2A4,0.009274019
AC003688.2,0.0
YBX2,0.095962286
EIF5A,2.5918508
GPS2,0.1560071
AC026954.2,0.00024088401
NEURL4,0.04715252
ACAP1,0.025593877
KCTD11,0.051819574
AC026954.3,6.0221e-05
TMEM95,0.00090331485
TNK1,0.03188686
PLSCR3,0.0012947508
TMEM256-PLSCR3,0.00024088401
TMEM256,0.5542465
NLGN2,0.049501117
SPEM1,0.00036132603
SPEM2,0.000120442
SPEM3,0.0
TMEM102,0.08999979
AC113189.1,0.0
FGF11,0.013429307
AC113189.3,0.0
CHRNB1,0.05431869
ZBTB4,0.16874409
SLC35G6,0.0006323206
POLR2A,0.55731386
TNFSF12,0.039715543
TNFSF12-TNFSF13,0.0
AC016876.3,0.0024991694
TNFSF13,0.002709944
SENP3,0.053264853
SENP3-EIF4A1,9.03315e-05
EIF4A1,1.3870404
CD68,0.042064067
AC016876.1,0.07581707
MPDU1,0.28207308
SOX15,0.022221621
FXR2,0.13956675
SHBG,0.00301105
SAT2,0.37016764
ATP1B2,0.024088407
TP53,0.38838536
WRAP53,0.09554079
EFNB3,0.047363374
DNAH2,0.016169388
KDM6B,0.27559897
TMEM88,0.057420447
NAA38,2.4535878
CYB5D1,0.07958086
CHD3,1.011971
RNF227,0.062147256
KCNAB3,0.01743406
AC104581.2,0.0
TRAPPC1,1.0089941
CNTROB,0.08924711
GUCY2D,0.0052994536
ALOX15B,0.0124055315
AC129492.2,0.0054500042
ALOX12B,0.0023787278
AC129492.1,0.0012345299
ALOXE3,0.012465756
HES7,0.0011140883
PER1,0.12059395
VAMP2,0.5900407
TMEM107,0.3415993
AC129492.4,0.00060221006
BORCS6,0.04567718
AURKB,0.48771653
LINC00324,0.037607845
CTC1,0.048477363
PFAS,0.079099014
AC135178.5,0.0051187924
SLC25A35,0.046520237
RANGRF,0.1322187
ARHGEF15,0.000722652
AC135178.1,0.0
AC135178.4,0.0
ODF4,0.0
AC135178.3,0.00042154704
KRBA2,0.015085396
AC135178.2,0.0009936462
RPL26,11.830261
RNF222,0.0012646407
NDEL1,0.12095631
MYH10,0.9291879
CCDC42,0.0024088381
SPDYE4,3.01105e-05
MFSD6L,0.038631443
PIK3R6,0.00021077349
PIK3R5,0.0012947508
AC002091.2,0.0014453033
AC002091.1,0.0003914365
NTN1,0.0666939
AC005695.1,0.00036132603
AC005695.3,0.00078287296
STX8,0.21396635
AC005695.2,0.000120442
AC087501.1,0.00084309385
AC087501.2,0.0001505525
AC087501.3,3.01105e-05
CFAP52,0.0019571814
AC118755.2,0.0
USP43,0.041823097
AC027045.2,6.0221e-05
DHRS7C,0.0
GSG1L2,0.0
AC027045.3,0.0
GLP2R,0.0
RCVRN,9.03315e-05
GAS7,0.05215092
AC005291.2,0.000120442
MYH13,0.0
AC005291.1,0.00066243106
AC005323.2,3.01105e-05
MYHAS,3.01105e-05
MYH8,0.0
MYH4,0.0
MYH1,0.0
MYH2,0.0
AC005323.1,0.0
MYH3,0.0052392334
AC002347.1,0.0010237567
SCO1,0.3655926
AC002347.2,6.0221e-05
ADPRM,0.022733474
TMEM220,0.08647659
TMEM220-AS1,0.008581479
AC015908.3,0.0011140882
AC015908.4,0.000120442
TMEM238L,0.0008732043
PIRT,3.01105e-05
AC015908.2,0.0006925415
SHISA6,6.0221e-05
AC005725.1,3.01105e-05
DNAH9,0.007828724
AC005209.1,0.0
AC005410.2,0.000120442
ZNF18,0.026196105
MAP2K4,0.11445189
AC005244.2,3.01105e-05
LINC00670,0.0
MYOCD,0.000120442
AC005358.1,6.0221e-05
AC005358.2,0.0001505525
ARHGAP44,0.02830381
AC005277.2,6.0221e-05
AC005277.1,0.0
ELAC2,0.19728538
AC005303.1,9.03315e-05
LINC02093,0.0
HS3ST3A1,0.025172355
AC005304.2,0.00042154704
AC005304.1,0.0001505525
AC005304.3,0.0006323206
COX10,0.08783163
AC005224.1,0.008370707
CDRT15,0.0
AC005224.2,0.0
HS3ST3B1,0.00352293
AC005224.4,0.00030110503
AC005224.3,0.002709944
AC022816.1,3.01105e-05
AC013248.1,0.0
AC005863.1,0.0009033149
LINC02096,0.0
AC005772.1,0.000120442
CDRT7,0.0
CDRT8,0.0
PMP22,0.054650195
AC005703.3,0.0
AC005703.1,0.0
AC005703.2,3.01105e-05
TEKT3,0.0035831518
AC005703.4,6.0221e-05
CDRT4,0.00249917
TVP23C-CDRT4,0.00078287296
TVP23C,0.026135886
AC005838.2,0.041190825
CDRT1,0.0014453032
