,Plasma.cell
CCDC66,0.16326758
FAM208A,0.10313264
ARHGEF3,0.063657954
ARHGEF3-AS1,0.0
SPATA12,0.00014428547
AC097358.2,2.8857094e-05
IL17RD,0.00051942765
HESX1,0.003029996
APPL1,0.22960705
ASB14,0.0004039993
DNAH12,0.0008945697
PDE12,0.06957335
ARF4,1.0497029
ARF4-AS1,0.009176543
DENND6A,0.044988204
DENND6A-AS1,0.00063485594
DENND6A-DT,0.0011542834
SLMAP,0.114674866
FLNB,0.012581714
FLNB-AS1,2.8857094e-05
AC137936.1,0.0
DNASE1L3,0.0017025681
ABHD6,0.007964552
RPP14,0.041092653
HTD2,0.00031742803
AC098479.1,0.000115428375
PXK,0.075777344
PDHB,0.20355049
AC135507.1,0.0023085666
AC116036.2,0.00020199966
KCTD6,0.020084655
ACOX2,0.00025971385
FAM107A,0.0016737111
AC119424.1,0.0
FAM3D-AS1,0.0
FAM3D,5.7714187e-05
C3orf67,0.0014717113
C3orf67-AS1,0.0
AC114400.1,0.0
AC138057.1,0.0
AC126121.2,0.0
FHIT,0.04842201
PTPRG,0.0049922834
C3orf14,0.009811401
FEZF2,0.0
CADPS,0.009089976
LINC00698,0.0007214272
SYNPR,0.0
SYNPR-AS1,0.0
SNTN,0.0
C3orf49,0.00057714176
THOC7,0.27594987
THOC7-AS1,5.7714187e-05
ATXN7,0.0066659874
ATXN7-1,0.0061754202
SCAANT1,0.0008079984
PSMD6-AS2,0.0065217023
AC012557.1,0.00031742803
PSMD6,0.22856879
PSMD6-AS1,0.0027991391
AC012557.2,0.0014428542
AC092040.1,0.00060599885
LINC00994,2.8857094e-05
PRICKLE2,0.0009234268
PRICKLE2-AS2,0.0
PRICKLE2-AS3,5.7714187e-05
AC096888.1,0.0
ADAMTS9,0.00089456973
ADAMTS9-AS1,0.0
ADAMTS9-AS2,0.00020199966
LINC02040,0.0
MAGI1,0.0015005684
MAGI1-AS1,8.657129e-05
SLC25A26,0.084174074
LRIG1,0.028626446
KBTBD8,0.018757217
AC114401.1,0.00014428547
SUCLG2,0.14402106
SUCLG2-AS1,0.0032897112
FAM19A1,0.00031742803
FAM19A4,0.0
EOGT,0.014803748
AC109587.1,0.001009998
TMF1,0.4685032
UBA3,0.078114584
ARL6IP5,0.51187444
LMOD3,0.0073874146
FRMD4B,0.0463734
AC099328.2,0.0
AC104445.1,0.0
MITF,0.006723703
SAMMSON,0.0008079984
MDFIC2,0.0
FOXP1,0.14393589
FOXP1-AS1,2.8857094e-05
AC097634.2,8.657129e-05
AC097634.3,0.00014428547
AC097634.1,0.0038379978
EIF4E3,0.053587124
GPR27,0.0011831404
PROK2,0.0006637131
LINC00877,0.058348425
AC105265.3,0.0
AC105265.4,0.00034628515
LINC00870,0.0
AC112219.2,8.657129e-05
AC112219.1,0.0
AC134508.1,2.8857094e-05
RYBP,0.19769251
AC104435.2,0.0
SHQ1,0.016217755
GXYLT2,0.0015294255
PPP4R2,0.20435813
EBLN2,0.015986899
PDZRN3,0.00060599885
PDZRN3-AS1,2.8857094e-05
LINC02005,0.0
LINC02047,0.0
CNTN3,0.0004039993
LINC02018,0.002914568
FRG2C,0.0
LINC00960,0.00060599885
ZNF717,0.009955693
ROBO2,0.00014428547
LINC02077,0.0
AC117462.1,0.0
AC108752.1,0.0
ROBO1,0.002510567
AC068756.1,8.657129e-05
LINC02050,0.00014428547
LINC02027,0.0
AC099542.2,0.0
AC099542.1,0.0
GBE1,0.032926228
AC017015.2,0.0
AC129807.1,0.0
LINC02008,0.0
LINC00971,0.000115428375
LINC02025,0.0
CADM2,0.00057714176
CADM2-AS1,0.0
LINC02070,0.0
VGLL3,0.0008657125
AC107204.1,5.7714187e-05
CHMP2B,0.1303433
POU1F1,0.0
AC117513.1,0.0
HTR1F,0.00014428547
CGGBP1,0.22328745
ZNF654,0.049749322
C3orf38,0.0801921
CSNKA2IP,0.0
EPHA3,0.0
PROS1,0.0022797093
ARL13B,0.02011351
STX19,0.001009998
DHFR2,0.0097248275
NSUN3,0.035552263
LINC00879,0.0
MTRNR2L12,1.2186481
EPHA6,0.0
AC110491.1,0.0
ARL6,0.005915706
AC110491.3,0.00025971385
CRYBG3,0.053010073
AC110491.2,2.8857094e-05
RIOX2,0.09095547
GABRR3,2.8857094e-05
AC117460.1,0.0
OR5H1,0.0
OR5H14,0.0013274258
OR5H2,0.0
OR5K3,0.0
OR5K1,0.0
OR5K2,0.0
CLDND1,0.20845598
CPOX,0.025827287
AC021660.2,0.000115428375
GPR15,0.00060599885
ST3GAL6-AS1,0.00046171344
ST3GAL6,0.01849747
DCBLD2,0.0055405656
AC091212.1,0.0
LINC00973,0.000115428375
AC078828.1,0.0
AC107029.1,0.0
AC107029.2,5.7714187e-05
COL8A1,0.004934568
AC069222.1,0.00023085675
CMSS1,0.15487164
FILIP1L,0.023922658
TBC1D23,0.12725562
NIT2,0.09528368
TOMM70,0.09661109
LNP1,0.019853802
TMEM45A,0.123850815
ADGRG7,0.0
TFG,0.32099316
ABI3BP,0.0024817095
IMPG2,0.001702568
SENP7,0.119349234
TRMT10C,0.12549558
PCNP,0.23641725
ZBTB11,0.08734843
ZBTB11-AS1,0.021873822
RPL24,5.5817585
CEP97,0.13366242
NXPE3,0.3858038
AC020651.1,0.0016448537
NFKBIZ,0.46400553
LINC02085,0.0
AC106712.1,5.7714187e-05
ZPLD1,0.0
AC108748.1,0.0
ALCAM,0.11960914
CBLB,0.08151994
LINC00882,0.0005482847
DUBR,0.0026259958
AC063944.1,5.7714187e-05
AC063944.3,8.657129e-05
CCDC54,0.0
LINC01990,0.00017314257
BBX,0.28980005
LINC00635,0.0
LINC00636,0.00014428547
CD47,0.47580346
LINC01215,0.012350866
IFT57,0.16248895
HHLA2,0.00028857094
MYH15,0.004011141
CIP2A,0.09283164
DZIP3,0.049114637
RETNLB,0.0
TRAT1,0.031194646
GUCA1C,0.0
MORC1,0.0
MORC1-AS1,0.0
C3orf85,0.0
AC063923.2,0.0
LINC00488,0.0
DPPA2,2.8857094e-05
DPPA4,0.0008945697
LINC01205,0.0
AC078980.1,0.0
AC117430.1,2.8857094e-05
AC117402.1,0.000115428375
NECTIN3-AS1,5.7714187e-05
NECTIN3,0.0061465637
CD96,0.07961585
AC092916.1,0.0
ZBED2,0.012697129
PLCXD2,0.011975712
PLCXD2-AS1,0.000115428375
PHLDB2,0.0035782827
ABHD10,0.048306577
TAGLN3,0.00060599885
TMPRSS7,0.00014428547
C3orf52,0.013389724
GCSAM,0.018093469
AC128688.2,0.0022219953
SLC9C1,0.001702568
AC112487.1,5.7714187e-05
CD200,0.015121156
AC092894.1,0.00020199966
BTLA,0.03318591
ATG3,0.25935784
SLC35A5,0.04622898
CCDC80,0.02141201
LINC02042,0.00020199966
CD200R1L,0.0
CD200R1,0.017285474
AC074044.1,0.004213142
GTPBP8,0.07609472
NEPRO,0.07768169
AC078785.1,0.00060599885
AC078785.2,0.000115428375
LINC02044,0.00014428547
BOC,0.003116568
CFAP44,0.023460966
CFAP44-AS1,2.8857094e-05
SPICE1,0.05603982
SIDT1,0.0428817
SIDT1-AS1,0.011917998
USF3,0.06839019
NAA50,0.19630806
AC108693.2,0.00034628515
ATP6V1A,0.13051654
GRAMD1C,0.024268985
AC128687.2,0.00075028423
ZDHHC23,0.026664166
CCDC191,0.02155636
QTRT2,0.041467797
DRD3,0.0
AC093010.2,0.008310838
ZNF80,0.00822427
TIGIT,0.09289027
ZBTB20,0.33395016
ZBTB20-AS1,0.0013851401
ZBTB20-AS5,0.002337424
ZBTB20-AS2,0.008224262
ZBTB20-AS3,2.8857094e-05
ZBTB20-AS4,0.0036937124
AC046136.1,5.7714187e-05
GAP43,0.00083685556
LSAMP,0.009638263
LSAMP-AS1,0.0
LINC00903,0.0
TUSC7,0.0
LINC00901,0.0
AC092691.1,2.8857094e-05
LINC02024,0.0
AC068633.1,2.8857094e-05
IGSF11,0.00023085675
IGSF11-AS1,0.0
C3orf30,0.0
UPK1B,0.0031165686
B4GALT4,0.11934927
B4GALT4-AS1,0.0
ARHGAP31,0.03474422
ARHGAP31-AS1,0.0015294255
TMEM39A,0.18444766
POGLUT1,0.06342697
AC073352.1,0.0015871396
TIMMDC1,0.17884976
CD80,0.0087436875
AC073352.2,0.0072431276
ADPRH,0.016564049
PLA1A,0.0008079984
POPDC2,0.0027125673
COX17,0.72414744
MAATS1,0.0011831404
NR1I2,0.00023085675
GSK3B,0.07251648
AC092910.3,0.0031742826
GPR156,0.00014428547
LRRC58,0.104863964
AC063952.4,0.0
FSTL1,0.004097712
NDUFB4,1.0637017
HGD,0.00075028423
RABL3,0.050066825
GTF2E1,0.030329054
LINC02049,0.0
STXBP5L,0.000115428375
POLQ,0.025827207
ARGFX,2.8857094e-05
FBXO40,0.001038855
HCLS1,0.42066073
GOLGB1,1.2275839
IQCB1,0.16407578
EAF2,0.82053715
SLC15A2,0.05609753
ILDR1,0.0068102763
CD86,0.051538564
CASR,2.8857094e-05
CSTA,0.013418573
CCDC58,0.04596932
FAM162A,0.19267182
WDR5B,0.009840261
AC083798.2,0.010879128
KPNA1,0.09837118
PARP9,0.21797891
DTX3L,0.115223154
PARP15,0.042304642
PARP14,0.59316236
HSPBAP1,0.030213622
DIRC2,0.01864178
LINC02035,0.005569423
SEMA5B,0.0003751422
PDIA5,0.13778837
SEC22A,0.033445675
AC112503.2,0.00017314257
ADCY5,0.0004039993
AC112503.1,0.0011254263
HACD2,0.054799058
MYLK-AS1,0.0062619904
MYLK,0.0035782822
MYLK-AS2,5.7714187e-05
AC020634.1,0.0
CCDC14,0.16248943
ROPN1,0.0
KALRN,0.0009234268
UMPS,0.06296534
ITGB5,0.010821408
ITGB5-AS1,0.0
MUC13,0.0
HEG1,0.016362041
SLC12A8,0.0040977127
ZNF148,0.192585
SNX4,0.086511485
OSBPL11,0.041871786
AC092902.3,0.0
AC092903.2,0.0004905705
ALG1L,0.0035205693
ROPN1B,8.657129e-05
SLC41A3,0.03350338
AC117422.1,0.0
AC079848.1,0.000115428375
ALDH1L1,0.0011542834
ALDH1L1-AS1,0.0
ALDH1L1-AS2,0.0
AC016924.1,0.0
AC063919.1,0.0
KLF15,0.0070699845
CCDC37-DT,0.0
CFAP100,5.7714187e-05
ZXDC,0.033128235
UROC1,2.8857094e-05
CHST13,0.0014139971
C3orf22,2.8857094e-05
TXNRD3NB,0.0
TXNRD3,0.00066371297
CHCHD6,0.027299026
PLXNA1,0.014803741
C3orf56,0.0
LINC02016,2.8857094e-05
LINC01471,2.8857094e-05
LINC02034,0.0
AC084035.1,0.00023085675
TPRA1,0.045623004
MCM2,0.025307784
PODXL2,0.02395155
ABTB1,0.06856324
MGLL,0.22178733
KBTBD12,0.0008079984
SEC61A1,0.7318527
RUVBL1,0.09814088
RUVBL1-AS1,0.0
EEFSEC,0.04475735
DNAJB8,2.8857094e-05
DNAJB8-AS1,0.0
GATA2,0.0006925701
GATA2-AS1,0.0008368555
LINC01565,0.00023085675
RPN1,0.8014544
RAB7A,0.23433952
AC112484.3,0.005049998
AC112484.1,0.00014428547
ACAD9,0.041929487
KIAA1257,0.0009811409
EFCC1,8.657129e-05
GP9,0.000115428375
RAB43,0.0011831404
ISY1-RAB43,0.0
AC108673.2,0.0004905705
ISY1,0.08079822
AC108673.3,0.0043862863
CNBP,0.73000735
COPG1,0.24668989
HMCES,0.19353801
H1FX,2.4232047
H1FX-AS1,0.057453953
EFCAB12,0.0009522838
MBD4,0.31380776
IFT122,0.021873824
RHO,2.8857094e-05
H1FOO,0.0
PLXND1,0.02441324
TMCC1,0.052923463
TMCC1-AS1,0.016073467
AC083906.3,2.8857094e-05
TRH,0.00014428547
ALG1L2,0.0033474262
LINC02014,0.00092342676
LINC02021,0.0015582824
COL6A5,5.7714187e-05
COL6A6,0.0003751422
PIK3R4,0.026202442
ATP2C1,0.06224383
AC055733.2,0.0
ASTE1,0.037168268
NEK11,0.0036359983
AC116424.1,0.0
NUDT16,0.06717819
MRPL3,0.31421292
AC107027.1,0.00034628515
CPNE4,0.0
ACPP,0.0027125676
DNAJC13,0.056472722
ACAD11,0.006665987
NPHP3-ACAD11,2.8857094e-05
ACKR4,0.0018468533
UBA5,0.32258108
NPHP3,0.06039714
NPHP3-AS1,0.000115428375
AC079942.1,0.0
TMEM108,0.0027991391
TMEM108-AS1,2.8857094e-05
BFSP2,0.053702682
BFSP2-AS1,0.0053674257
AC022296.3,0.0003751422
CDV3,1.4808576
TOPBP1,0.09297566
TF,0.0011542834
SRPRB,0.71204966
RAB6B,0.001356283
C3orf36,2.8857094e-05
SLCO2A1,0.00046171344
LINC02000,0.0
RYK,0.061378192
LINC02004,0.0
AC010207.1,0.0
AMOTL2,0.0031165672
ANAPC13,0.14907077
CEP63,0.13926019
EPHB1,0.00095228385
KY,5.7714187e-05
PPP2R3A,0.0036071406
AC072039.2,0.00028857094
MSL2,0.06149354
PCCB,0.089339495
STAG1,0.2337909
AC117382.2,0.0017602821
SLC35G2,0.009032256
AC096992.2,0.013389725
NCK1-DT,0.06902506
NCK1,0.16234413
IL20RB,0.0027125673
IL20RB-AS1,0.000115428375
SOX14,0.0
LINC01210,0.0
AC007159.1,0.0
CLDN18,5.7714187e-05
AC016252.1,0.0
DZIP1L,0.0013274258
A4GNT,2.8857094e-05
DBR1,0.024442138
ARMC8,0.08307768
NME9,0.0005194276
MRAS,0.003664854
ESYT3,0.0007791413
CEP70,0.04169863
FAIM,0.07349761
PIK3CB,0.043112546
LINC01391,2.8857094e-05
FOXL2,0.00028857094
FOXL2NB,0.0
PRR23A,0.0
MRPS22,0.14130853
PRR23B,0.0
PRR23C,0.0
BPESC1,0.0
PISRT1,0.0
AC024933.1,0.0015005684
COPB2,0.5058449
AC097103.2,0.013332012
RBP2,0.000115428375
AC097103.1,2.8857094e-05
RBP1,0.01402457
NMNAT3,0.0061177053
AC110716.2,2.8857094e-05
AC110716.1,0.0
AC016933.1,0.0
CLSTN2,0.0005482847
AC010181.1,0.0
AC010181.2,0.0
CLSTN2-AS1,0.0
TRIM42,0.0
AC121333.1,2.8857094e-05
SLC25A36,0.18202356
SPSB4,2.8857094e-05
AC108727.2,0.0
PXYLP1,0.008108835
AC117383.1,8.657129e-05
ZBTB38,0.80697274
RASA2,0.17683
RNF7,0.4064912
GRK7,0.000115428375
ATP1B3,0.41985467
ATP1B3-AS1,0.00092342676
TFDP2,0.09086883
GK5,0.048624035
XRN1,0.577491
ATR,0.06048371
PLS1,0.010561694
PLS1-AS1,0.0
TRPC1,0.0009811409
PCOLCE2,0.0008657127
AC021074.3,0.0044439947
PAQR9,5.7714187e-05
PAQR9-AS1,0.0
U2SURP,0.51614463
AC026304.1,0.01315887
AC018450.2,5.7714187e-05
CHST2,0.39893693
SLC9A9,0.04155437
SLC9A9-AS1,0.00014428547
SLC9A9-AS2,0.00046171344
C3orf58,0.046373293
AC055758.2,0.0
AC055758.1,0.0
AC107021.1,0.0
LNCSRLR,0.0
PLOD2,0.00447285
PLSCR4,0.0019045675
PLSCR2,0.00023085675
PLSCR1,0.13752952
PLSCR5,0.0
AC092957.1,0.0
LINC02010,0.0
ZIC4,2.8857094e-05
ZIC4-AS1,0.0
ZIC1,0.00031742803
AC092925.1,0.0
AC092958.1,0.0
LINC02032,0.0
AC025566.1,0.0
LINC02045,0.0
LINC02046,0.0
AGTR1,8.657129e-05
CPB1,2.8857094e-05
AC092979.1,0.0
CPA3,0.0033474243
GYG1,0.11940766
HLTF,0.1110102
HLTF-AS1,0.0
HPS3,0.059214007
CP,0.04816242
AC093001.1,0.0
TM4SF18,0.00054828473
TM4SF1,0.022710577
TM4SF1-AS1,0.0003751422
AC108751.4,0.0
TM4SF4,8.657129e-05
WWTR1,0.009753694
WWTR1-AS1,0.00020199966
COMMD2,0.097765416
ANKUB1,5.7714187e-05
RNF13,0.19847155
PFN2,0.008772548
AC117395.1,0.000115428375
AC117386.2,0.0
LINC01998,2.8857094e-05
LINC01213,0.0
LINC01214,0.0
TSC22D2,0.068361394
SERP1,3.0776649
EIF2A,0.3503391
SELENOT,0.6969274
ERICH6,0.00020199966
ERICH6-AS1,0.016160049
SIAH2,0.28053927
SIAH2-AS1,0.0010965691
CLRN1-AS1,0.0
MINDY4B,0.0
AC020636.2,0.0
AC020636.1,0.0
CLRN1,0.0
MED12L,0.0067814165
GPR171,0.065332
P2RY14,0.008108838
GPR87,0.00017314257
P2RY13,0.011167692
P2RY12,0.0005194276
IGSF10,0.0037225694
LINC02066,0.0
AADACL2,0.0
AADACL2-AS1,2.8857094e-05
AADAC,0.00028857094
SUCNR1,0.0044728564
AC108718.1,0.00075028423
MBNL1,0.43431047
MBNL1-AS1,0.005886849
AC026347.1,0.00043285635
AC092924.1,0.0
P2RY1,0.0019045675
AC117394.2,0.0
RAP2B,0.07889382
AC078788.1,0.00017314257
AC078788.2,0.0
LINC02083,2.8857094e-05
C3orf79,2.8857094e-05
AC068985.1,0.0
ARHGEF26,0.006954557
DHX36,0.41552356
GPR149,0.0
AC073359.2,0.0
AC073359.1,0.0
MME,0.0041265674
MME-AS1,0.000115428375
LINC01487,0.0
DWORF,0.0
AC104831.1,0.0
PLCH1,0.00017314257
PLCH1-AS1,0.0
PLCH1-AS2,0.0
C3orf33,0.0055117095
AC104472.3,0.0012985689
SLC33A1,0.15192749
GMPS,0.06882328
KCNAB1,0.0063197035
KCNAB1-AS2,0.0
KCNAB1-AS1,0.0
AC084036.1,0.016852625
SSR3,4.504316
TIPARP-AS1,0.0041265707
TIPARP,0.138308
LINC00886,0.0028568527
LEKR1,0.003866856
LINC00880,0.005598281
LINC02029,0.0010965694
LINC00881,0.001038855
CCNL1,0.8357185
AC104411.1,8.657129e-05
VEPH1,0.0004905705
PTX3,0.0020488529
PQLC2L,0.00063485594
AC079943.2,0.0
SHOX2,0.01477487
RSRC1,0.2393025
AC106707.1,0.020113515
MLF1,0.010388562
GFM1,0.080711514
LXN,0.04181405
AC080013.4,0.0003751422
AC080013.6,0.0005482847
RARRES1,0.056819517
MFSD1,0.11911824
AC080013.1,0.0015294255
AC080013.5,0.0004039993
IQCJ-SCHIP1,0.000115428375
IQCJ,2.8857094e-05
IQCJ-SCHIP1-AS1,0.0
SCHIP1,0.00020199966
IL12A-AS1,0.00031742803
IL12A,0.00969597
LINC01100,0.0
C3orf80,0.00043285638
AC079594.2,5.7714187e-05
IFT80,0.04250659
SMC4,0.39363003
TRIM59,0.023922682
KPNA4,0.17599301
ARL14,0.00063485594
AC069224.1,0.0032608537
PPM1L,0.0073296977
B3GALNT1,0.0062619904
NMD3,0.07367082
SPTSSB,0.00034628515
LINC02067,0.00043285635
AC112491.1,0.0
AC131211.1,0.0
AC128685.1,0.000115428375
LINC01192,0.0
AC079910.1,0.0
LINC01323,0.0
LINC01324,0.0
SI,0.0
LINC02023,0.0
SLITRK3,2.8857094e-05
LINC01322,0.0
BCHE,0.00028857094
LINC01326,0.0
AC069439.2,0.0
ZBBX,5.7714187e-05
SERPINI2,2.8857094e-05
WDR49,0.00046171344
PDCD10,0.21194725
SERPINI1,0.22432728
AC026353.1,0.0
GOLIM4,0.17206894
AC124893.1,0.0
LINC02082,0.0
AC092954.1,0.0
AC092954.2,0.0
LINC01997,0.0
MECOM,0.004126568
AC074033.1,0.0
TERC,0.0006925701
ACTRT3,0.00066371297
AC078802.1,0.0005482847
MYNN,0.048248872
AC078795.1,0.001356283
LRRC34,0.005136569
AC078795.3,0.0011254263
AC078795.2,0.0015294255
LRRIQ4,0.00025971385
LRRC31,0.0
SAMD7,0.0043285703
AC008040.1,0.0022797093
SEC62,2.5596557
SEC62-AS1,0.0007214272
GPR160,0.10613378
PHC3,0.18130212
AC008040.5,0.011600565
PRKCI,0.07892259
AC073288.1,2.8857094e-05
SKIL,0.27762336
AC073288.2,2.8857094e-05
CLDN11,0.0018757103
AC026316.5,0.0
SLC7A14,0.00017314257
AC026316.2,0.0
RPL22L1,1.2638259
EIF5A2,0.008772546
SLC2A2,0.0
TNIK,0.032637596
AC092919.1,8.657129e-05
PLD1,0.0031165683
TMEM212,5.7714187e-05
TMEM212-AS1,2.8857094e-05
FNDC3B,0.80855906
GHSR,2.8857094e-05
TNFSF10,0.41841576
LINC02068,0.0056271353
NCEH1,0.021585228
ECT2,0.037139304
SPATA16,0.0
AC068759.1,0.0
NLGN1,5.7714187e-05
NLGN1-AS1,0.0
NAALADL2,0.00083685556
NAALADL2-AS2,0.000115428375
NAALADL2-AS1,0.0
AC104640.1,0.0
LINC01208,0.0
AC092920.1,0.0
LINC01209,0.00063485594
TBL1XR1,0.35711974
TBL1XR1-AS1,0.00014428547
LINC00501,0.0018179964
AC117465.1,2.8857094e-05
LINC00578,0.000634856
AC026355.2,0.0
AC026355.1,0.0
LINC02015,2.8857094e-05
AC007953.1,0.0
AC007953.2,0.0
AC109779.1,0.00034628515
KCNMB2,8.657129e-05
AC117457.1,0.0
KCNMB2-AS1,0.0005482847
ZMAT3,0.069948494
AC076966.1,5.7714187e-05
PIK3CA,0.09187871
KCNMB3,0.019074641
ZNF639,0.06608173
AC007823.1,0.0004039993
MFN1,0.12047478
GNB4,0.05598235
AC007620.2,0.0040111416
AC007620.3,0.00066371297
ACTL6A,0.0903207
AC090425.2,0.00023085675
AC090425.1,5.7714187e-05
MRPL47,0.18514097
NDUFB5,0.397229
USP13,0.012783721
PEX5L,0.0005482847
AC007687.1,0.00017314257
PEX5L-AS1,0.0
PEX5L-AS2,2.8857094e-05
LINC02053,0.0
AC125618.1,0.000115428375
TTC14,0.30991253
CCDC39,0.0013851401
CCDC39-1,0.0008368555
CCDC39-AS1,0.0
AC108734.4,5.7714187e-05
FXR1,0.28749144
DNAJC19,0.22617301
AC022294.1,0.0
AC125613.1,2.8857094e-05
SOX2,0.004270854
LINC01206,0.0062042763
LINC01994,0.0
LINC01995,0.0
LINC02031,0.0
AC083801.2,0.0
AC069431.1,0.00025971385
ATP11B,0.1847072
AC092953.2,0.0014717113
DCUN1D1,0.115713365
MCCC1,0.03993843
MCCC1-AS1,8.657129e-05
LAMP3,0.023114676
MCF2L2,0.0053674253
B3GNT5,0.010446263
KLHL6,0.3673637
KLHL6-AS1,0.0030299968
KLHL24,0.19296014
YEATS2,0.038466804
YEATS2-AS1,0.0007791413
AC131160.1,0.0
MAP6D1,2.8857094e-05
PARL,0.17515618
ABCC5,0.02320126
ABCC5-AS1,2.8857094e-05
HTR3D,0.0
HTR3C,2.8857094e-05
HTR3E-AS1,0.00014428547
HTR3E,2.8857094e-05
AC131235.4,0.00034628515
AC131235.3,0.0027702819
EIF2B5,0.07257432
DVL3,0.092657685
AP2M1,0.41913164
ABCF3,0.0729205
VWA5B2,0.0006925701
ALG3,0.26481164
EEF1AKMT4,0.036389105
CAMK2N2,0.00066371297
ECE2,0.0
PSMD2,0.398818
EIF4G1,0.35530424
FAM131A,0.016708339
CLCN2,0.005136569
POLR2H,0.19463448
THPO,0.00020199966
CHRD,0.0034917118
LINC02054,5.7714187e-05
LINC01840,0.00017314257
EPHB3,0.0018468533
MAGEF1,0.12128271
AC107294.2,0.0008657125
AC107294.3,8.657129e-05
AC107294.1,0.00017314257
LINC02069,2.8857094e-05
VPS8,0.054972168
C3orf70,0.032233626
EHHADH-AS1,0.0
EHHADH,0.013649448
MAP3K13,0.25107548
TMEM41A,0.04998023
LIPH,0.00060599885
SENP2,0.08890658
IGF2BP2,0.005049997
IGF2BP2-AS1,0.0
TRA2B,0.42957705
ETV5,0.025740705
ETV5-AS1,0.0
DGKG,0.0036648544
LINC02020,2.8857094e-05
LINC02052,0.0
LINC02051,0.0
CRYGS,0.0026837103
TBCCD1,0.01653519
DNAJB11,0.44034278
AC068631.1,0.0035494268
AC068631.2,2.8857094e-05
AHSG,2.8857094e-05
FETUB,0.0
HRG,5.7714187e-05
KNG1,0.00020199966
AC112907.3,0.003751427
EIF4A2,0.7935736
RFC4,0.07058352
AC112907.1,0.00020199966
LINC02043,0.0010677121
ADIPOQ,2.8857094e-05
ADIPOQ-AS1,0.0
ST6GAL1,0.91660434
RPL39L,0.1089329
AC007920.1,0.0
RTP1,0.00014428547
MASP1,5.7714187e-05
AC007920.2,2.8857094e-05
RTP4,0.059156395
LINC02041,0.0
SST,0.0008079984
RTP2,0.0
AC072022.1,0.00020199966
BCL6,0.07049703
AC108681.1,0.0
AC068295.1,0.0
LINC01991,0.0004039993
AC092941.1,0.0
AC092941.2,0.0
AC022498.1,0.0
LPP-AS2,0.0018757103
LPP,0.095803514
LPP-AS1,2.8857094e-05
TPRG1-AS1,0.0007791413
TPRG1,0.018180063
TPRG1-AS2,0.0
TP63,0.0025682806
P3H2,0.00268371
P3H2-AS1,0.00017314257
CLDN1,0.0082531255
CLDN16,0.006954561
TMEM207,0.0
IL1RAP,0.01180257
LINC02013,0.0
GMNC,2.8857094e-05
OSTN,0.00043285635
OSTN-AS1,0.025769562
UTS2B,0.006550559
CCDC50,0.43393478
AC073365.1,5.7714187e-05
PYDC2,0.0
AC026320.1,0.0
FGF12,0.002914568
FGF12-AS1,0.0
FGF12-AS2,0.0
FGF12-AS3,0.0
MB21D2,0.0068102726
AC092966.1,0.0
HRASLS,0.00025971385
ATP13A5,0.0
ATP13A5-AS1,2.8857094e-05
ATP13A4,0.0013851401
ATP13A4-AS1,0.0
OPA1,0.09343702
OPA1-AS1,0.000115428375
LINC02038,0.0
LINC02026,0.0003751422
AC024559.1,0.0
AC024559.2,0.0
AC080129.1,8.657129e-05
AC080129.2,0.00057714176
HES1,0.027068028
LINC02036,0.00020199966
LINC02037,2.8857094e-05
LINC02048,0.0
LINC00887,0.0019911388
CPN2,0.0
LRRC15,0.00020199966
GP5,0.00014428547
ATP13A3,0.13314264
LINC00884,0.010907988
TMEM44-AS1,0.019363217
TMEM44,0.0042708563
AC046143.1,0.000115428375
AC046143.2,5.7714187e-05
LSG1,0.07046784
FAM43A,0.033128165
AC106706.1,0.0
LINC01968,2.8857094e-05
LINC01972,0.00020199966
AC090505.2,0.0
XXYLT1,0.010388552
XXYLT1-AS1,0.0
XXYLT1-AS2,0.0037514267
ACAP2,0.19206564
PPP1R2,0.37841615
AC069213.1,0.00031742803
APOD,0.0030011376
AC233280.1,0.0021354242
MUC20-OT1,0.2363883
MUC20,0.0062331315
MUC4,0.0060599875
LINC01983,2.8857094e-05
TNK2,0.110952176
TNK2-AS1,0.004703715
AC124944.1,0.00031742803
TFRC,0.17094465
LINC00885,0.0004905705
ZDHHC19,0.0011831404
SLC51A,0.008195406
PCYT1A,0.076469734
AC069257.3,0.0
AC069257.1,2.8857094e-05
TCTEX1D2,0.021787228
TM4SF19-TCTEX1D2,2.8857094e-05
TM4SF19-AS1,0.0012985689
TM4SF19,0.000115428375
UBXN7,0.1280059
UBXN7-AS1,2.8857094e-05
RNF168,0.14286697
AC117490.2,2.8857094e-05
SMCO1,2.8857094e-05
WDR53,0.014140026
FBXO45,0.035350215
LINC01063,0.0020488529
NRROS,0.024413275
PIGX,0.08856047
CEP19,0.018468635
PAK2,0.38614932
SENP5,0.10039108
NCBP2,0.16912577
NCBP2-AS1,0.00075028423
NCBP2-AS2,0.078691766
PIGZ,0.004386286
MELTF,0.01728548
MELTF-AS1,0.0111388415
DLG1,0.14125085
DLG1-AS1,0.000115428375
AC128709.2,0.0
AC128709.1,0.0
AC128709.3,0.0
LINC02012,0.00023085675
BDH1,0.015871465
AC024560.3,8.657129e-05
AC024560.1,0.0008945697
RUBCN,0.1273423
FYTTD1,0.20490633
AC055764.2,0.0019911388
LRCH3,0.085934386
AC055764.1,5.7714187e-05
IQCG,0.038322456
RPL35A,6.8433323
LMLN,0.008137693
LMLN-AS1,0.000115428375
ZNF595,0.018612932
ZNF718,0.013822594
ZNF732,0.00014428547
