,Cancer.cell.4
EEF1B2,10.441395
GPR1,0.01646221
ZDBF2,0.06010007
ADAM23,0.0044421814
AC010731.2,0.0
FAM237A,0.0
DYTN,0.0002613048
MDH1B,0.039195746
FASTKD2,0.25842932
AC008269.2,0.0
AC008269.1,0.0015678289
CPO,0.0013065242
KLF7,0.16671227
AC007879.1,0.0
AC007879.3,0.0033969625
AC007879.2,0.00078391447
AC007879.4,0.0
MYOSLID,0.0010452193
AC009226.1,0.0005226096
LINC01802,0.0
CREB1,0.3890804
METTL21A,0.21244022
LINC01857,0.0013065242
CCNYL1,0.13613993
AC096772.1,0.0049647912
FZD5,0.10426062
PLEKHM3,0.08414008
CRYGD,0.004703487
CRYGC,0.0013065242
CRYGB,0.0
CRYGA,0.0
C2orf80,0.0002613048
IDH1,0.45440698
IDH1-AS1,0.024301367
PIKFYVE,0.13535601
PTH2R,0.058793515
MAP2,0.122029506
UNC80,0.0023517434
RPE,0.2707107
KANSL1L,0.11680338
AC007038.2,0.028743561
AC007038.1,0.018552655
ACADL,0.0075778384
MYL1,0.0
LANCL1-AS1,0.0005226096
LANCL1,0.11810988
CPS1,0.01437177
ERBB4,0.4823662
LINC01878,0.0002613048
AC108066.1,0.0
IKZF2,0.107657686
AC079610.2,0.013587856
LINC01953,0.0
AC079610.3,0.0
AC079610.1,0.0005226096
SPAG16,0.3368198
AC068051.1,0.0013065242
VWC2L,0.0013065242
BARD1,0.17873223
AC016708.1,0.0120200245
ABCA12,0.0018291337
AC072062.1,0.0002613048
AC073284.1,0.0
ATIC,0.42775255
FN1,5.394615
AC012462.3,0.0
AC012462.1,0.0
AC012462.2,0.0
AC012668.2,0.0
AC012668.3,0.0002613048
AC012668.1,0.0
LINC00607,0.0020904385
LINC01614,0.0044421814
AC122136.1,0.0
AC093382.1,0.0015678289
MREG,0.056703098
PECR,0.11810987
TMEM169,0.017768735
XRCC5,2.4356542
LINC01963,0.020381788
MARCH4,0.0
AC012513.1,0.0
AC069155.1,0.0002613048
AC098820.2,0.0
SMARCAL1,0.10974816
AC098820.3,0.0018291338
RPL37A,30.184353
LINC01280,0.0
AC073321.1,0.0002613048
IGFBP2,15.412953
IGFBP5,2.6773548
AC007563.2,0.017507432
AC007563.1,0.0002613048
AC007557.2,0.0
TNP1,0.0005226096
AC007557.1,0.0002613048
AC007557.3,0.0
LINC01921,0.0002613048
AC007749.1,0.0
DIRC3-AS1,0.0
DIRC3,0.020904394
TNS1,0.35171452
AC010136.1,0.0209044
RUFY4,0.005748705
CXCR2,0.0005226096
CXCR1,0.0
ARPC2,3.8116994
GPBAR1,0.0020904385
AAMP,0.61118823
PNKD,1.2712581
TMBIM1,0.33891046
CATIP-AS2,0.0002613048
CATIP,0.00601001
SLC11A1,0.045728344
CTDSP1,0.41965213
AC021016.3,0.010452193
VIL1,0.0062713143
USP37,0.13195916
CNOT9,0.19806874
PLCD4,0.0052260957
AC012510.1,0.008884362
ZNF142,0.05435136
BCS1L,0.14633095
RNF25,0.07760741
STK36,0.09929584
TTLL4,0.07316521
CYP27A1,0.05853221
AC009974.1,0.0010452193
PRKAG3,0.0
WNT6,0.12699421
WNT10A,0.13431078
LINC01494,0.0
AC097468.2,0.0002613048
CDK5R2,0.0013065242
LINC00608,0.0
FEV,0.0
CRYBA2,0.0005226096
AC097468.1,0.0002613048
CFAP65,0.006793924
IHH,0.0002613048
AC097468.3,0.0047034863
NHEJ1,0.0002613048
AC068946.1,0.0
SLC23A3,0.015678296
CNPPD1,0.24144481
RETREG2,0.5693782
ZFAND2B,0.2605198
ABCB6,0.0026130483
AC068946.2,0.0002613048
ATG9A,0.0041808765
ANKZF1,0.2981475
GLB1L,0.050954405
STK16,0.3057252
TUBA4A,0.28665066
TUBA4B,0.009406973
DNAJB2,0.30206722
PTPRN,0.010974802
AC114803.1,0.0041808765
RESP18,0.0
DNPEP,0.4956918
AC053503.2,0.0015678289
DES,0.24144514
AC053503.4,0.0
SPEG,0.08518534
AC053503.1,0.0
AC053503.5,0.0013065242
GMPPA,0.19101353
ASIC4,0.0026130483
CHPF,0.39639667
TMEM198,0.018552655
AC009955.3,0.00078391447
OBSL1,0.3608603
AC009955.4,0.0049647912
INHA,0.011497414
STK11IP,0.06793916
AC009955.1,0.0
SLC4A3,0.053306125
AC009955.2,0.0015678289
AC009502.1,0.0026130483
AC019211.1,0.0005226096
AC093083.1,0.0002613048
AC067956.1,0.0049647912
AC093843.1,0.0005226096
EPHA4,0.11366764
AC079834.2,0.008884362
AC068489.1,0.0
PAX3,0.00078391447
CCDC140,0.0
AC010980.2,0.008361752
SGPP2,0.13823038
AC097461.1,0.0054874006
FARSB,0.15835078
MOGAT1,0.0005226096
ACSL3,0.43611446
AC013476.1,0.0
KCNE4,0.08204961
AC013448.1,0.0015678289
AC013448.2,0.0
SCG2,0.05330613
AP1S3,0.061929144
WDFY1,0.28978592
MRPL44,0.25268078
AC073641.1,0.0002613048
SERPINE2,0.31278104
FAM124B,0.00078391447
AC073052.2,0.0005226096
CUL3,0.66501874
CCDC195,0.0
DOCK10,0.016462212
NYAP2,0.0015678289
AC016717.2,0.0031356579
AC062015.1,0.0002613048
IRS1,0.09145662
AC010735.2,0.0010452193
RHBDD1,0.07081347
COL4A4,0.01985918
COL4A3,0.0054874006
AC097662.1,0.0033969625
MFF,0.59002084
TM4SF20,0.0005226096
SCYGR1,0.0
AGFG1,0.35772395
SCYGR2,0.0
SCYGR10,0.0
C2orf83,0.0010452193
AC064853.1,0.0002613048
SCYGR4,0.0
SCYGR5,0.0
SLC19A3,0.03396966
SCYGR6,0.0
SCYGR7,0.0
CCL20,0.057748344
DAW1,0.014633076
SPHKAP,0.0
LINC01807,0.008623057
PID1,0.0049647912
DNER,0.005748705
TRIP12,0.62843525
FBXO36,0.0587935
SLC16A14,0.0073165335
AC009950.1,0.0002613048
SP110,0.2803792
SP140,0.005748705
SP140L,0.18317445
SP100,0.7162356
AC010149.1,0.0
LINC01907,0.0005226096
CAB39,0.26051995
ITM2C,0.7637933
AC012507.2,0.0002613048
GPR55,0.0002613048
AC012507.1,0.0
AC012507.4,0.0
SPATA3-AS1,0.0005226096
SPATA3,0.0
C2orf72,0.0013065242
PSMD1,0.64045554
HTR2B,0.009929583
ARMC9,0.17115459
B3GNT7,0.0791753
AC017104.3,0.0010452193
NCL,5.589067
LINC00471,0.01620091
NMUR1,0.0005226096
TEX44,0.0
PTMA,33.95212
PDE6D,0.08335613
COPS7B,0.2046012
NPPC,0.0031356574
DIS3L2,0.15782826
AC019130.1,0.0
ALPP,0.02038179
AC068134.1,0.0
ALPG,0.008884363
AC068134.2,0.0
ALPI,0.0002613048
ECEL1,0.011758717
PRSS56,0.0002613048
CHRND,0.0002613048
CHRNG,0.0002613048
TIGD1,0.055396568
EIF4E2,0.64646524
AC073254.1,0.0005226096
EFHD1,0.07708483
GIGYF2,0.48968104
KCNJ13,0.0020904385
SNORC,0.082833566
NGEF,0.034230966
NEU2,0.0
INPP5D,0.009145667
ATG16L1,0.08832098
SAG,0.0010452193
AC013726.1,0.0026130483
DGKD,0.08074308
USP40,0.19571692
UGT1A8,0.0005226096
UGT1A10,0.0
UGT1A9,0.0
UGT1A7,0.0005226096
UGT1A6,0.0005226096
AC114812.2,0.0
UGT1A5,0.0
UGT1A4,0.0
UGT1A3,0.0
UGT1A1,0.0002613048
MROH2A,0.0062713143
HJURP,0.06010007
TRPM8,0.019597877
SPP2,0.0039195716
AC122134.1,0.0
AC097713.1,0.0
LINC01891,0.0
ARL4C,2.1944654
LINC01173,0.0
SH3BP4,0.21400823
AC114814.1,0.0002613048
AC114814.3,0.0
AGAP1,0.32584554
AC064874.1,0.0
GBX2,0.0002613048
AC019068.1,0.0002613048
ASB18,0.0
IQCA1,0.20852081
AC093915.1,0.0002613048
IQCA1-AS1,0.0
ACKR3,0.10217007
AC084030.1,0.0
AC105760.1,0.0010452193
AC105760.2,0.017246129
COPS8,0.39352217
AC107079.1,0.0002613048
AC112715.1,0.0028743532
COL6A3,1.4967735
AC112721.1,0.0015678289
AC112721.2,0.0020904385
MLPH,0.19414935
PRLH,0.0010452193
RAB17,0.25268105
AC104667.2,0.09616013
AC104667.1,0.0
LRRFIP1,1.4042649
RBM44,0.0054874006
RAMP1,0.44212532
UBE2F,0.3258457
UBE2F-SCLY,0.0005226096
SCLY,0.025346592
ESPNL,0.0075778384
KLHL30,0.010713497
ERFE,0.04285399
ILKAP,0.32244846
HES6,0.21348561
PER2,0.22132458
AC012485.3,0.025607891
AC012485.2,0.021688316
TRAF3IP1,0.34701085
ASB1,0.12176827
AC016999.1,0.0
LINC01107,0.0
LINC01937,0.0002613048
AC145625.1,0.0
TWIST2,0.048863996
LINC01940,0.0
HDAC4,0.11000938
AC062017.1,0.035537492
AC079612.1,0.0
AC079612.2,0.0
AC093802.2,0.0002613048
AC093802.1,0.0002613048
NDUFA10,1.3577555
OR6B2,0.0
COPS9,1.9195702
OTOS,0.0023517434
AC124861.1,0.0005226096
GPC1,0.29788622
ANKMY1,0.053567443
DUSP28,0.09589886
RNPEPL1,0.32244858
CAPN10-DT,0.050431795
CAPN10,0.07708479
GPR35,0.01280394
AQP12B,0.0
AC011298.1,0.0065326197
AQP12A,0.0
KIF1A,0.24118397
AGXT,0.0005226096
C2orf54,0.059577424
CROCC2,0.0005226096
AC104809.1,0.0
SNED1,0.023517454
AC093585.1,0.0002613048
AC005237.1,0.00078391447
MTERF4,0.28952459
PASK,0.040502265
PPP1R7,0.61406225
ANO7,0.025869202
HDLBP,2.325642
SEPT2,1.723854
AC005104.1,0.0
FARP2,0.14606965
STK25,0.46250597
BOK-AS1,0.0002613048
BOK,0.15521505
AC133528.1,0.003658267
THAP4,0.2547712
ATG4B,0.33499095
DTYMK,0.53148973
ING5,0.23726405
AC114730.3,0.0
D2HGDH,0.1975461
AC114730.1,0.0002613048
AC114730.2,0.005748705
GAL3ST2,0.0015678289
AC131097.1,0.0002613048
AC131097.3,0.0
NEU4,0.010713497
AC131097.4,0.0
PDCD1,0.0026130483
RTP5,0.0
AC131097.2,0.0002613048
LINC01238,0.0033969625
AC093642.1,0.0
LINC01880,0.0
LINC01238-1,0.0031356574
LINC01986,0.00078391447
AC066595.1,0.0
CHL1,0.36112228
CHL1-AS1,0.0002613048
LINC01266,0.0005226096
AC090044.1,0.0
AC087430.1,0.0010452193
CNTN6,0.0031356574
AC018814.1,0.0002613048
CNTN4,0.034753583
CNTN4-AS1,0.0
IL5RA,0.0023517434
TRNT1,0.32323253
CRBN,0.46851596
AC024060.1,0.03762793
AC034195.1,0.0010452193
SUMF1,0.2435354
LRRN1,0.05591919
SETMAR,0.07368783
ITPR1-DT,0.0023517434
ITPR1,0.04416052
EGOT,0.042854
AC018816.1,0.016200906
BHLHE40-AS1,0.012020023
BHLHE40,0.4154736
ARL8B,0.3321167
AC026202.2,0.0065326192
AC026202.3,0.0005226096
EDEM1,0.10582849
AC026202.1,0.0
AC087857.1,0.0
AC026167.1,0.0
AC069277.1,0.0065326192
GRM7-AS3,0.0
GRM7,0.008361752
GRM7-AS2,0.0
GRM7-AS1,0.0002613048
AC068313.1,0.0005226096
LMCD1-AS1,0.023778759
AC018832.1,0.0
AC023481.1,0.006793924
LMCD1,0.33133358
AC034187.1,0.0005226096
SSUH2,0.0047034863
CAV3,0.0
OXTR,0.098511994
RAD18,0.14005962
SRGAP3,0.659531
SRGAP3-AS1,0.0
SRGAP3-AS2,0.0010452193
SRGAP3-AS3,0.0002613048
SRGAP3-AS4,0.0018291338
AC026191.1,0.0049647912
THUMPD3-AS1,0.83068675
THUMPD3,0.34518197
SETD5,0.6289575
LHFPL4,0.007055229
MTMR14,0.18787783
CPNE9,0.0015678289
BRPF1,0.076039575
OGG1,0.13953695
CAMK1,0.06715527
TADA3,0.560233
ARPC4,0.9312923
ARPC4-TTLL3,0.0002613048
TTLL3,0.09406972
AC022382.1,0.0020904385
RPUSD3,0.22367638
CIDEC,0.00078391447
JAGN1,0.5098018
IL17RE,0.058270916
IL17RC,0.10974809
CRELD1,0.1656673
PRRT3,0.1364012
PRRT3-AS1,0.01541699
AC018809.2,0.0065326192
EMC3,0.6391478
AC022007.1,0.019597877
FANCD2,0.07656219
FANCD2OS,0.0005226096
BRK1,2.2924578
VHL,0.20224954
IRAK2,0.015678298
TATDN2,0.079697885
AC022384.1,0.0
LINC00852,0.0044421814
GHRL,0.010190887
GHRLOS,0.008361752
SEC13,0.49124962
ATP2B2,0.018813958
LINC00606,0.0
AC018495.1,0.0002613048
SLC6A11,0.009406972
SLC6A1,0.0033969625
SLC6A1-AS1,0.0
HRH1,0.1546925
ATG7,0.11157725
VGLL4,1.1664677
AC022001.2,0.0005226096
AC022001.3,0.0010452193
TAMM41,0.09511497
SYN2,0.0028743527
TIMP4,0.009145667
PPARG,0.0044421814
TSEN2,0.13823041
MKRN2OS,0.010452193
MKRN2,0.17716451
RAF1,0.3041576
TMEM40,0.009145667
CAND2,0.036060102
AC034198.2,0.0018291338
RPL32,29.30798
LINC02022,0.0005226096
IQSEC1,0.11497419
NUP210,0.11523552
HDAC11-AS1,0.0002613048
HDAC11,0.15730558
FBLN2,0.11628059
LINC00620,0.0033969625
WNT7A,0.39770377
CHCHD4,0.13274294
TMEM43,0.2840374
AC090004.1,0.0002613048
AC093495.1,0.021949617
XPC,0.3135646
LSM3,1.4199413
AC093496.1,0.0020904385
LINC01267,0.0
SLC6A6,0.09067275
GRIP2,0.014110463
AC090952.2,0.0
AC090952.1,0.0
CCDC174,0.32244876
C3orf20,0.0005226096
LINC02011,0.0
FGD5,0.049125284
FGD5-AS1,0.53488696
NR2C2,0.13770784
MRPS25,0.63548976
RBSN,0.12934607
CAPN7,0.26443973
SH3BP5-AS1,0.024562676
SH3BP5,0.4902049
METTL6,0.13300431
EAF1,0.11967775
EAF1-AS1,0.010190887
COLQ,0.013326551
HACL1,0.11079334
BTD,0.08518534
ANKRD28,0.4551895
GALNT15,0.022733534
DPH3,0.28011757
OXNAD1,0.09302445
RFTN1,0.10112493
AC090948.1,0.0031356574
AC090948.2,0.00078391447
AC090948.3,0.0039195716
AC010139.1,0.0
LINC00690,0.0
DAZL,0.0
AC091493.1,0.0
PLCL2,0.01881396
PLCL2-AS1,0.0
TBC1D5,0.28926352
AC132807.1,0.0
AC132807.2,0.0
SATB1,0.08805967
KCNH8,0.008884362
EFHB,0.01228133
RAB5A,0.4086782
PP2D1,0.0005226096
KAT2B,0.037105326
SGO1,0.1102706
AC116096.1,0.0020904385
AC099753.1,0.0
ZNF385D,0.011758719
ZNF385D-AS1,0.0
UBE2E2-AS1,0.0054874006
UBE2E2,0.44682875
UBE2E1-AS1,0.0028743527
UBE2E1,0.434809
NKIRAS1,0.08832093
RPL15,30.823254
NR1D2,0.29370555
LINC00691,0.0026130483
THRB,0.14894377
AC012087.1,0.0005226096
AC092422.1,0.0002613048
RARB,0.056180485
TOP2B,0.6584872
NGLY1,0.33786586
OXSM,0.12908475
AC099754.1,0.0005226096
LRRC3B,0.008100447
AC114877.1,0.0
NEK10,0.009406972
SLC4A7,0.21217886
AC098614.4,0.0005226096
LINC02084,0.00078391447
EOMES,0.0018291337
LINC01980,0.02560789
LINC01981,0.0020904385
LINC01967,0.0052260957
CMC1,0.41416526
AZI2,0.2725398
ZCWPW2,0.005748705
AC098650.1,0.0044421814
RBMS3,0.13195907
RBMS3-AS3,0.02534659
RBMS3-AS2,0.0015678289
RBMS3-AS1,0.0002613048
LINC01985,0.00078391447
TGFBR2,0.29684106
GADL1,0.0028743527
STT3B,0.55762005
OSBPL10,0.1761193
OSBPL10-AS1,0.014894381
ZNF860,0.020381792
GPD1L,0.06036133
CMTM8,0.28403744
CMTM7,0.42958248
CMTM6,1.5022472
DYNC1LI1,0.4316727
CNOT10,0.15495393
CNOT10-AS1,0.0
TRIM71,0.021688316
CCR4,0.0005226096
GLB1,0.26940447
TMPPE,0.006793924
CRTAP,0.47191286
AC112211.1,0.0
SUSD5,0.01332655
FBXL2,0.09929587
UBP1,0.2390932
CLASP2,0.13457213
AC112220.3,0.0073165335
AC112220.4,0.031356614
AC112220.2,0.01437177
PDCD6IP,0.55971044
LINC01811,0.0
AC123023.1,0.0002613048
AC018359.1,0.0
ARPP21,0.0023517434
STAC,0.011497413
DCLK3,0.0005226096
LINC02033,0.0005226096
TRANK1,0.09720541
AC011816.2,0.0010452193
EPM2AIP1,0.4139045
MLH1,0.0995572
LRRFIP2,0.37653828
AC126118.1,0.0041808765
AC097359.3,0.0002613048
AC097359.2,0.007055229
GOLGA4,1.807986
ITGA9,0.027437028
CTDSPL,0.40292975
VILL,0.04625094
PLCD1,0.05957744
DLEC1,0.0052260957
ACAA1,0.5032691
MYD88,0.12385859
OXSR1,0.27044952
SLC22A13,0.0
SLC22A14,0.0039195716
XYLB,0.027437033
ACVR2B-AS1,0.006793924
ACVR2B,0.14371789
EXOG,0.108441636
SCN5A,0.009145667
SCN10A,0.0
SCN11A,0.0049647912
WDR48,0.28220826
GORASP1,0.099295884
TTC21A,0.03762794
CSRNP1,0.2244602
AC092053.3,0.0120200245
AC092053.2,0.0049647912
XIRP1,0.0015678289
CX3CR1,0.0028743527
CCR8,0.0002613048
SLC25A38,0.32061985
RPSA,15.626749
MOBP,0.0010452193
MYRIP,0.022472233
EIF1B,0.8936638
ENTPD3-AS1,0.057225686
ENTPD3,0.010974802
RPL14,17.375399
ZNF619,0.023256147
ZNF620,0.07133611
ZNF621,0.15443116
AC122683.1,0.0
AC099560.1,0.0002613048
AC099541.1,0.0005226096
AC009743.1,0.0
CTNNB1,1.2757058
ULK4,0.08858226
TRAK1,0.21191764
CCK,0.0018291338
AC018358.1,0.0
LYZL4,0.0
VIPR1,0.007055229
VIPR1-AS1,0.0013065242
SEC22C,0.1868328
SS18L2,0.3514531
NKTR,1.1016635
AC006059.1,0.0099295825
ZBTB47,0.05905482
KLHL40,0.0
CCDC13,0.013065243
HHATL,0.0015678289
HHATL-AS1,0.0
CCDC13-AS1,0.0
AC099329.3,0.0005226096
LINC02158,0.0013065242
HIGD1A,0.5766956
AC099329.1,0.0002613048
ACKR2,0.02769834
AC092042.3,0.0
KRBOX1,0.111054584
CYP8B1,0.0002613048
ZNF662,0.055396553
KRBOX1-AS1,0.0002613048
FAM198A,0.0099295825
POMGNT2,0.05905481
AC092042.1,0.0
SNRK,0.11419024
AC104184.1,0.0054874006
SNRK-AS1,0.003658267
ANO10,0.12464255
ABHD5,0.2226312
AC006055.1,0.0
AC006058.2,0.0
AC006058.3,0.0002613048
AC006058.1,0.00078391447
TOPAZ1,0.0
AC104187.1,0.0049647912
TCAIM,0.14972784
LINC01988,0.0
ZNF445,0.16122507
ZNF852,0.025607897
ZKSCAN7,0.032140527
AC099669.1,0.0039195716
ZNF660,0.07107478
ZNF197,0.09903454
ZNF197-AS1,0.0002613048
ZNF35,0.07525565
AC124045.1,0.0075778384
ZNF502,0.06689391
ZNF501,0.032401834
KIAA1143,0.27175617
KIF15,0.039457045
TMEM42,0.2111338
TGM4,0.0005226096
AC098649.1,0.0
ZDHHC3,0.3357751
EXOSC7,0.3289812
CLEC3B,0.0033969625
CDCP1,0.22602804
TMEM158,0.25686187
LARS2,0.060361344
LARS2-AS1,0.0
LIMD1,0.0885823
SACM1L,0.17899354
SLC6A20,0.017507434
LZTFL1,0.16697372
CCR9,0.0002613048
FYCO1,0.0729039
CXCR6,0.0020904385
XCR1,0.0
CCR3,0.0002613048
CCR1,0.0015678289
CCR2,0.0002613048
AC098613.1,0.0
CCR5,0.0002613048
CCRL2,0.0010452193
LINC02009,0.0041808765
LTF,0.13117495
RTP3,0.0010452193
LRRC2,0.022994839
LRRC2-AS1,0.0020904385
TDGF1,0.0031356579
AC104304.1,0.0
FAM240A,0.0013065242
ALS2CL,0.1021702
TMIE,0.013326551
PRSS50,0.0
PRSS45,0.0
AC109583.3,0.0031356574
PRSS42,0.0005226096
MYL3,0.0031356579
PTH1R,0.014894381
CCDC12,0.5834893
NBEAL2,0.098773204
SETD2,0.526786
KIF9-AS1,0.016200908
KIF9,0.40658802
KLHL18,0.13744654
AC099778.1,0.058270935
PTPN23,0.17611931
SCAP,0.17820968
ELP6,0.22132447
CSPG5,0.022472227
SMARCC1,1.0815452
DHX30,0.39378428
MAP4,1.2239629
CDC25A,0.015939599
CAMP,0.0015678289
ZNF589,0.03423097
NME6,0.2082595
SPINK8,0.0
FBXW12,0.0026130483
PLXNB1,0.4251412
CCDC51,0.34570384
TMA7,4.4124374
AC134772.1,0.0002613048
ATRIP,0.04416052
TREX1,0.0
SHISA5,0.56519854
PFKFB4,0.03031139
UCN2,0.0013065242
COL7A1,0.052522253
UQCRC1,0.8662291
TMEM89,0.0002613048
SLC26A6,0.029004866
CELSR3,0.012281328
LINC02585,0.0002613048
AC141002.1,0.0013065242
NCKIPSD,0.07551696
IP6K2,0.6373184
PRKAR2A,0.51372135
PRKAR2A-AS1,0.0065326192
SLC25A20,0.046512246
ARIH2OS,0.041808788
ARIH2,0.37915114
AC137630.2,0.0054874006
AC137630.1,0.0099295825
AC137630.4,0.0065326192
P4HTM,0.51424396
WDR6,0.3376047
DALRD3,0.37941214
NDUFAF3,1.0094237
IMPDH2,0.991393
AC137630.3,0.009406972
QRICH1,0.1761193
QARS,0.51162994
USP19,0.13326563
LAMB2,0.46877772
CCDC71,0.05722569
KLHDC8B,0.1254264
C3orf84,0.0
CCDC36,0.0015678289
AC121247.1,0.0013065242
C3orf62,0.07394914
USP4,0.23046996
RHOA,2.4594362
TCTA,0.20042047
AMT,0.015155688
AC104452.1,0.00078391447
NICN1,0.0
DAG1,0.46930093
BSN-DT,0.0010452193
BSN,0.0031356574
BSN-AS1,0.0
APEH,0.31617755
MST1,0.12098421
RNF123,0.071074754
AMIGO3,0.0
GMPPB,0.19597836
IP6K1,0.17089333
CDHR4,0.0018291338
INKA1,0.009406972
UBA7,0.104260646
TRAIP,0.04102488
CAMKV,0.00078391447
MST1R,0.037366632
AC105935.2,0.0
AC105935.1,0.0013065242
MON1A,0.038411845
RBM6,0.58793175
RBM5,0.44003478
RBM5-AS1,0.006793924
SEMA3F-AS1,0.0028743527
SEMA3F,0.13509478
GNAT1,0.0002613048
SLC38A3,0.004442182
GNAI2,1.6522465
U73166.1,0.038673144
SEMA3B-AS1,0.019336568
SEMA3B,0.3948305
LSMEM2,0.0015678289
IFRD2,0.44552127
HYAL3,0.04154748
NAA80,0.05173831
HYAL1,0.0099295825
HYAL2,0.49673694
TUSC2,0.46067613
RASSF1,0.15077312
RASSF1-AS1,0.011758719
ZMYND10-AS1,0.0
ZMYND10,0.04416051
NPRL2,0.12438122
CYB561D2,0.23595758
Z84492.1,0.0
TMEM115,0.29997647
CACNA2D2,0.019859176
CYB561D2-1,0.030834
C3orf18,0.030050088
HEMK1,0.12255212
AC096920.1,0.0
CISH,0.0493866
MAPKAPK3,0.17219992
LINC02019,0.008361752
DOCK3,0.014633076
MANF,0.9286796
RBM15B,0.2835148
DCAF1,0.12307472
RAD54L2,0.112099946
TEX264,0.673378
GRM2,0.0010452193
IQCF3,0.0
IQCF2,0.0
IQCF5-AS1,0.0
IQCF5,0.0
IQCF1,0.0
RRP9,0.15338612
PARP3,0.1047833
GPR62,0.0015678289
PCBP4,0.17429021
ABHD14B,0.31147394
ABHD14A,0.35432735
ABHD14A-ACY1,0.027437033
ACY1,0.0065326192
RPL29,26.610502
DUSP7,0.0504318
POC1A,0.09067278
ALAS1,0.18108404
TLR9,0.0
TWF2,0.38725102
AC006252.1,0.0033969625
PPM1M,0.040240973
WDR82,0.42435625
GLYCTK,0.029527478
DNAH1,0.009668277
BAP1,0.14058225
PHF7,0.040240973
SEMA3G,0.005748705
TNNC1,0.0713362
NISCH,0.19441047
STAB1,0.018813955
NT5DC2,0.5573592
SMIM4,0.45884818
PBRM1,0.48471662
GNL3,0.66423535
GLT8D1,0.4128583
SPCS1,2.2953343
NEK4,0.09537625
ITIH1,0.0
ITIH3,0.0033969625
ITIH4,0.009145667
AC006254.1,0.0002613048
ITIH4-AS1,0.0
MUSTN1,0.0
TMEM110-MUSTN1,0.0010452193
STIMATE,0.017507434
SFMBT1,0.10426065
AC096887.1,0.0002613048
RFT1,0.14450176
PRKCD,0.1364013
TKT,1.3381492
DCP1A,0.23177654
CACNA1D,0.028743561
AC012467.1,0.0
CHDH,0.054612666
IL17RB,0.011497413
AC012467.2,0.02038179
ACTR8,0.106873766
SELENOK,0.86674917
CACNA2D3,0.047296166
CACNA2D3-AS1,0.0039195716
LRTM1,0.0209044
LINC02017,0.0
LINC02030,0.0
AC121764.2,0.0
AC121764.3,0.0
WNT5A,0.07264266
WNT5A-AS1,0.0065326192
AC121764.1,0.0
ERC2,0.011236108
AC025572.1,0.0
CCDC66,0.2555552
FAM208A,0.35276005
ARHGEF3,0.21191767
ARHGEF3-AS1,0.0
SPATA12,0.010713496
AC097358.2,0.0049647912
IL17RD,0.08570792
HESX1,0.0052260957
APPL1,0.6856621
ASB14,0.00078391447
DNAH12,0.0041808765
PDE12,0.13823044
ARF4,1.6629655
ARF4-AS1,0.022472233
DENND6A,0.122813374
DENND6A-AS1,0.0018291338
DENND6A-DT,0.0005226096
SLMAP,0.28220823
FLNB,0.5382843
FLNB-AS1,0.0005226096
AC137936.1,0.00078391447
DNASE1L3,0.0013065242
ABHD6,0.014633076
RPP14,0.1575669
HTD2,0.0002613048
AC098479.1,0.0
PXK,0.15103431
PDHB,0.5257406
AC135507.1,0.003658267
AC116036.2,0.00601001
KCTD6,0.08544659
ACOX2,0.031095307
FAM107A,0.41547304
AC119424.1,0.0005226096
FAM3D-AS1,0.0002613048
FAM3D,0.0073165335
C3orf67,0.027437033
C3orf67-AS1,0.0
AC114400.1,0.0
AC138057.1,0.0
AC126121.2,0.0
FHIT,0.14058223
PTPRG,0.27907252
C3orf14,0.12411997
FEZF2,0.0
CADPS,0.0062713143
LINC00698,0.0
SYNPR,0.0005226096
SYNPR-AS1,0.0
SNTN,0.009406973
C3orf49,0.0020904385
THOC7,0.9911319
THOC7-AS1,0.0002613048
ATXN7,0.014110464
ATXN7-1,0.013587856
SCAANT1,0.0005226096
PSMD6-AS2,0.013849162
AC012557.1,0.00078391447
PSMD6,0.51345956
PSMD6-AS1,0.005748705
AC012557.2,0.003658267
AC092040.1,0.027959643
LINC00994,0.0
PRICKLE2,0.06480348
PRICKLE2-AS2,0.0
PRICKLE2-AS3,0.0013065242
AC096888.1,0.0
ADAMTS9,0.18108436
ADAMTS9-AS1,0.00601001
ADAMTS9-AS2,0.021949623
LINC02040,0.0
MAGI1,0.21635978
MAGI1-AS1,0.0026130483
SLC25A26,0.2411835
LRIG1,0.4815821
KBTBD8,0.0023517434
AC114401.1,0.0
SUCLG2,0.3958745
SUCLG2-AS1,0.022733534
FAM19A1,0.0010452193
FAM19A4,0.0002613048
EOGT,0.02430137
AC109587.1,0.0028743527
TMF1,0.7609208
UBA3,0.23438951
ARL6IP5,1.4209964
LMOD3,0.0099295825
FRMD4B,0.4836724
AC099328.2,0.0
AC104445.1,0.0
MITF,0.07421044
SAMMSON,0.015416993
MDFIC2,0.0
FOXP1,0.5688559
FOXP1-AS1,0.0
AC097634.2,0.0002613048
AC097634.3,0.0031356574
AC097634.1,0.01620091
EIF4E3,0.094331056
GPR27,0.107134946
PROK2,0.007316534
LINC00877,0.0013065242
AC105265.3,0.0
AC105265.4,0.0
LINC00870,0.00078391447
AC112219.2,0.0
AC112219.1,0.0
AC134508.1,0.0
RYBP,0.34100136
AC104435.2,0.0002613048
SHQ1,0.084401384
GXYLT2,0.2942276
PPP4R2,0.78156257
EBLN2,0.060622644
PDZRN3,0.09877315
PDZRN3-AS1,0.0002613048
LINC02005,0.0002613048
