,Cancer.cell.2
AL590822.2,0.010962511
PRKCZ-AS1,0.006016293
FAAP20,1.0447946
AL590822.1,0.0003566967
SKI,0.22252211
MORN1,0.104435824
RER1,1.8226601
PEX10,0.28350446
PLCH2,0.0047321795
AL139246.1,9.5119125e-05
AL139246.4,0.0
PANK4,0.052933622
HES5,0.009797281
AL139246.5,0.09105015
TNFRSF14-AS1,0.0337912
TNFRSF14,0.34838167
AL139246.3,0.005041317
FAM213B,0.29651165
MMEL1,0.19074965
AL831784.1,0.0016645851
TTC34,0.027751114
AC242022.1,2.3779781e-05
AL589702.1,0.0
ACTRT2,0.0
LINC00982,0.00059449463
PRDM16,0.0023779764
AL008733.1,0.00014267868
AL590438.1,7.1339346e-05
ARHGEF16,0.10567251
AL512413.1,0.0029249096
MEGF6,0.08572309
AL513320.1,0.006135193
TPRG1L,0.351047
WRAP73,0.19971311
TP73,0.0042803623
AL136528.1,4.7559563e-05
AL136528.2,0.0
CCDC27,0.0002377978
SMIM1,0.25607947
LRRC47,0.32714728
AL365330.1,0.0014030079
CEP104,0.32215405
DFFB,0.055668015
C1orf174,0.277154
LINC01134,0.0124606425
LINC01346,2.3779781e-05
LINC01345,0.0
AL805961.1,0.0001188989
AL805961.2,0.00047559565
LINC01777,9.5119125e-05
AL355602.1,2.3779781e-05
Z98747.1,0.0
LINC01646,0.0
AJAP1,0.111381315
Z98259.3,7.1339346e-05
Z98259.1,0.0
AL365255.1,4.7559563e-05
NPHP4,0.036406994
KCNAB2,0.01709772
CHD5,0.0007371734
RPL22,17.200495
AL031847.1,0.0025682144
RNF207,0.32952017
ICMT,0.31204316
LINC00337,0.0033053881
GPR153,0.08120534
ACOT7,0.10503082
AL031848.2,0.014386815
HES2,0.09207301
ESPN,0.2468458
AL031848.1,9.5119125e-05
TNFRSF25,0.08821965
PLEKHG5,0.076259404
NOL9,0.22100008
TAS1R1,0.0041852426
ZBTB48,0.11278139
KLHL21,0.12231719
PHF13,0.10738433
THAP3,0.123576485
DNAJC11,0.23234588
LINC01672,7.1339346e-05
AL591163.1,0.0005469351
CAMTA1-DT,0.0023541972
CAMTA1,1.3082885
AL512330.1,0.0
Z97987.1,0.00021401801
AL365194.1,0.0
AL359881.3,0.0016170257
AL359881.2,0.0016170257
AL359881.1,0.0020212808
VAMP3,0.4649697
PER3,0.1691118
Z98884.1,0.00021401801
UTS2,0.0018786022
TNFRSF9,0.008798535
PARK7,3.5126574
AL034417.4,0.008132705
AL034417.3,0.017026376
ERRFI1,0.6701546
AL034417.2,0.050223015
LINC01714,0.00049937546
AL358876.2,0.0
SLC45A1,0.010486913
RERE,0.78402257
AL096855.1,0.00092741183
AL357552.2,0.00052315526
ENO1,7.4235797
ENO1-AS1,0.013174041
CA6,0.00030913713
SLC2A7,0.0
SLC2A5,0.0064681093
GPR157,0.12800004
MIR34AHG,0.024588387
LINC01759,0.011152752
H6PD,0.36131406
SPSB1,0.21705244
BX323043.1,0.00040425625
AL928921.2,0.003638305
AL928921.1,0.0001188989
SLC25A33,0.25141963
TMEM201,0.059710197
PIK3CD,0.027061496
PIK3CD-AS1,0.0
PIK3CD-AS2,0.038214263
CLSTN1,0.8034808
CTNNBIP1,0.40517807
AL357140.1,0.00026157757
LZIC,0.4308188
NMNAT1,0.10184419
RBP7,0.016289199
UBE4B,0.2613379
KIF1B,0.6971562
AL139424.3,0.007847345
AL139424.2,0.008204044
PGD,0.36918944
AL139424.1,0.0011414301
CENPS-CORT,0.0047084005
CENPS,0.066296645
CORT,0.00085607247
DFFA,0.4625926
AL354956.1,0.0019975011
PEX14,0.16052657
CASZ1,0.23719825
AL139423.1,0.0029486893
C1orf127,0.0003329169
TARDBP,0.47969377
AL109811.4,0.0002377978
MASP2,0.00021401801
AL109811.3,0.005707156
SRM,0.7063324
EXOSC10,0.23672216
AL109811.1,0.004375482
AL109811.2,0.014267917
MTOR,0.22801812
MTOR-AS1,2.3779781e-05
ANGPTL7,0.012650869
UBIAD1,0.11889239
AL031291.1,9.5119125e-05
DISP3,0.0003566967
LINC01647,9.5119125e-05
AL031731.1,0.0032340477
FBXO2,0.44655833
FBXO44,0.097159974
FBXO6,0.1256691
MAD2L2,0.24269244
DRAXIN,0.007086386
AGTRAP,0.74379915
C1orf167,0.05581077
AL953897.1,7.1339346e-05
MTHFR,0.3079052
CLCN6,0.08146659
NPPA-AS1,0.00485108
NPPA,0.00019023822
NPPB,0.0032102708
KIAA2013,0.42403987
PLOD1,0.1618595
MFN2,0.19295922
MIIP,0.22561446
TNFRSF8,0.0019499416
TNFRSF1B,0.038095366
VPS13D,0.38875628
AC243836.1,0.0002377978
DHRS3,0.84955794
AC254633.1,0.019642163
AADACL4,0.00042803603
AADACL3,0.0009036318
C1orf158,0.0014743472
PRAMEF12,0.0
PRAMEF1,0.0003566967
PRAMEF11,0.0
HNRNPCL1,0.00014267868
PRAMEF4,0.0
PRAMEF6,0.0
PRAMEF27,0.0
HNRNPCL3,0.00064205425
HNRNPCL2,4.7559563e-05
HNRNPCL4,2.3779781e-05
PRAMEF9,0.0001188989
PRAMEF13,0.00019023822
PRAMEF18,4.7559563e-05
PRAMEF5,0.0
PRAMEF8,4.7559563e-05
PRAMEF15,2.3779781e-05
AC243961.1,0.0
PRAMEF14,0.0001188989
PRAMEF19,2.3779781e-05
PRAMEF17,0.0
LRRC38,0.00045181584
AL354712.1,0.0
PDPN,0.020236654
AL359771.1,0.0
PRDM2,0.5636012
KAZN,0.9859039
AL357873.1,0.00052315526
KAZN-AS1,0.00019023822
TMEM51-AS1,0.017597102
TMEM51,0.11837032
C1orf195,2.3779781e-05
FHAD1,0.031698577
AL031283.2,0.001260329
AL031283.3,9.5119125e-05
AL031283.1,0.001593246
EFHD2,0.54598004
CTRC,0.00083229266
CELA2A,0.00019023822
CELA2B,0.0
CASP9,0.06665329
DNAJC16,0.21429202
AL121992.3,0.00028535735
AGMAT,0.01942815
AL121992.1,0.011152751
DDI2,0.2972286
AL121992.2,0.00026157757
PLEKHM2,0.30127135
AL450998.3,7.1339346e-05
SLC25A34,0.007062607
SLC25A34-AS1,0.00030913713
TMEM82,0.0008798523
FBLIM1,0.4567085
UQCRHL,0.082417846
AL450998.2,0.15800653
SPEN,0.7843441
ZBTB17,0.1168717
SRARP,0.00014267869
HSPB7,0.001260329
CLCNKA,0.004256583
CLCNKB,0.0076333247
FAM131C,0.029201685
EPHA2,0.288262
AL451042.2,0.009654616
AL451042.1,0.005374237
ARHGEF19-AS1,2.3779781e-05
ARHGEF19,0.1163725
CPLANE2,0.01590873
FBXO42,0.1553667
SZRD1,0.51427555
SPATA21,0.001831043
NECAP2,0.37585184
LINC01772,0.013982558
AL137802.2,0.025634704
AL137802.1,0.00038047644
LINC01783,0.00038047644
NBPF1,0.07973091
AL137798.1,0.00026157757
AL137798.2,0.0
AL021920.1,0.0
AL021920.3,0.0
CROCC,0.08812435
BX284668.1,0.0
BX284668.2,0.00038047644
BX284668.5,0.08413039
BX284668.6,0.006801028
MFAP2,0.43184745
AL049569.1,2.3779781e-05
ATP13A2,0.165639
SDHB,0.76235235
PADI2,0.04059225
AL590644.1,0.0012365491
AL590644.3,0.0014505673
PADI1,0.010700921
PADI3,0.004922416
PADI4,0.00019023822
PADI6,2.3779781e-05
AC004824.1,2.3779781e-05
RCC2,0.56725365
ARHGEF10L,0.094211854
AL136529.1,0.0
ACTL8,0.005065096
AL357509.1,0.0
IGSF21,2.3779781e-05
IGSF21-AS1,0.0
AL591896.1,0.0
KLHDC7A,0.0030675884
PAX7,0.0
AL080251.1,0.0
ALDH4A1,0.03243575
IFFO2,0.02318537
UBR4,0.4795709
AL035413.1,0.026847478
EMC1,0.19821526
MRTO4,0.5152257
AKR7A3,0.009083896
AKR7A2,0.667484
PQLC2,0.0966607
CAPZB,1.5542661
AL031727.2,0.0
MINOS1,1.1511444
NBL1,0.60916215
MINOS1-NBL1,2.3779781e-05
HTR6,7.1339346e-05
TMCO4,0.18642066
RNF186,0.0005469351
AL391883.1,4.7559563e-05
OTUD3,0.0671764
PLA2G2E,2.3779781e-05
PLA2G2A,0.005826054
PLA2G5,0.0014743471
PLA2G2D,0.00021401801
PLA2G2F,0.0018072634
Z98257.1,0.014077673
PLA2G2C,0.0009987513
UBXN10-AS1,0.034504604
UBXN10,0.06470358
LINC01757,2.3779781e-05
Z98257.2,0.0
VWA5B1,0.0014030077
AL020998.1,0.0
LINC01141,2.3779781e-05
AL139254.1,0.0
AL139254.2,0.0
AL139254.3,0.0
CAMK2N1,1.0281198
MUL1,0.14307418
FAM43B,0.0019975011
CDA,0.066677794
PINK1,0.4465164
PINK1-AS,0.009535717
DDOST,1.4064697
KIF17,0.0035431858
SH2D5,0.0041614617
AL663074.1,2.3779781e-05
HP1BP3,1.498241
EIF4G3,0.48393992
ECE1,0.36077777
AL031005.1,4.7559563e-05
AL031728.1,0.00066583406
AL592309.2,0.0
NBPF3,0.015980069
ALPL,0.120607175
AL359815.1,0.0001188989
RAP1GAP,0.1348957
USP48,0.6093801
LDLRAD2,0.005421797
HSPG2,0.67452884
CELA3B,0.00014267868
CELA3A,0.0
LINC01635,0.0010463109
CDC42,2.7410686
AL031281.2,0.0012841088
WNT4,0.023185367
ZBTB40,0.10334211
EPHA8,0.00042803603
C1QA,0.0016408055
C1QC,0.0007371734
C1QB,0.0015456865
EPHB2,0.2923533
AL512444.1,0.0
LACTBL1,0.0
TEX46,0.00052315526
KDM1A,0.62483186
AL031428.1,7.1339346e-05
LUZP1,0.3441027
HTR1D,0.00026157757
LINC01355,0.07395296
AL109936.6,0.00085607247
HNRNPR,1.4491695
ZNF436,0.047250625
ZNF436-AS1,0.043850094
AL109936.2,0.0028535705
TCEA3,0.5872807
ASAP3,0.08322624
E2F2,0.008370499
AL021154.1,0.0021163998
ID3,0.44666085
MDS2,0.0016883649
RPL11,26.985872
ELOA,0.25941044
ELOA-AS1,0.05019923
PITHD1,0.43560138
LYPLA2,0.60678226
GALE,0.58792156
HMGCL,0.3413689
FUCA1,0.3727412
CNR2,0.0003329169
AL590609.3,0.0
PNRC2,0.7708793
SRSF10,1.1736342
AL591178.1,0.00038047644
MYOM3,0.0073241848
AL591178.2,0.0
IL22RA1,0.009583277
IFNLR1,0.04044957
AL590683.1,0.0010463109
AL138902.1,0.00014267868
GRHL3,0.043326937
STPG1,0.07818523
NIPAL3,0.33459222
RCAN3,0.38210547
AL445686.2,0.035883836
NCMAP,0.04235196
SRRM1,1.7264665
AL445648.1,0.0
CLIC4,0.4217751
RUNX3,0.05412265
AL445471.1,0.0
AL445471.2,0.00038047644
AL050344.1,2.3779781e-05
AL031432.1,0.0005707149
SYF2,1.4755857
AL031432.5,0.0012841087
RSRP1,1.3990104
AL031432.3,0.0032816066
RHD,0.003234047
TMEM50A,1.5924714
RHCE,0.01101007
MACO1,0.31851384
LDLRAP1,0.10961895
AL606491.1,0.00720529
MAN1C1,0.008750981
AL031280.1,0.0019261622
SELENON,0.17671917
AL020996.1,0.01564715
MTFR1L,0.21705207
AUNIP,0.024421932
AL033528.2,0.00076095323
PAQR7,0.10163098
STMN1,2.0726945
PAFAH2,0.084201
EXTL1,0.0016883648
SLC30A2,0.04287512
TRIM63,0.0016170255
PDIK1L,0.067390256
FAM110D,0.0014030077
C1orf232,0.0007133937
AL391650.1,0.002639553
ZNF593,0.7943352
CNKSR1,0.21881376
CATSPER4,0.00066583406
CEP85,0.030438239
SH3BGRL3,2.961577
UBXN11,0.13275461
CD52,0.012959997
CRYBG2,0.062801376
ZNF683,0.00014267868
LIN28A,0.00049937546
DHDDS,0.23325
AL513365.2,7.1339346e-05
HMGN2,2.8073077
RPS6KA1,0.10129739
AL512408.1,0.0027108921
ARID1A,0.7151378
PIGV,0.0760691
ZDHHC18,0.093664795
SFN,0.8670311
AL034380.1,7.1339346e-05
GPN2,0.1347755
GPATCH3,0.062183056
NUDC,1.4034247
NR0B2,0.00021401801
KDF1,0.17025171
TRNP1,0.15351486
TENT5B,0.06201695
SLC9A1,0.10624296
AL590640.1,0.0
WDTC1,0.15248978
TMEM222,0.24549764
SYTL1,0.21712442
MAP3K6,0.08348778
FCN3,0.0010700907
CD164L2,0.036573455
GPR3,0.0019023822
WASF2,1.6405177
FO393419.2,0.00016645846
BX293535.1,0.0012127694
AHDC1,0.32419658
FGR,0.00052315526
LINC02574,0.0010463109
IFI6,3.1088192
AL445490.1,0.0003566967
FAM76A,0.16749358
STX12,0.29173443
PPP1R8,0.18506458
THEMIS2,0.269752
RPA2,0.31758398
SMPDL3B,0.29304078
AL512288.1,0.00049937546
XKR8,0.06213544
EYA3,0.16392711
PTAFR,0.083868735
DNAJC8,0.986919
ATP5IF1,2.5604503
AL353622.1,0.024731066
AL353622.2,0.00021401801
SESN2,0.115279615
MED18,0.07231232
PHACTR4,0.9795783
RCC1,0.26754636
TRNAU1AP,0.3992774
SNHG12,0.34761918
TAF12,0.37352213
RAB42,0.15297104
LINC01715,0.0029486897
AL360012.1,0.039807513
GMEB1,0.17253461
YTHDF2,0.98887575
OPRD1,0.0011176503
AL009181.1,0.00066583406
EPB41,0.33035558
TMEM200B,0.00468462
AL357500.1,7.1339346e-05
SRSF4,0.934594
MECR,0.23344046
AL590729.1,2.3779781e-05
PTPRU,0.25387365
LINC01756,0.0001188989
AC092265.1,2.3779781e-05
AL645944.2,0.0
LINC01648,7.1339346e-05
AL137076.1,0.0
MATN1,0.0017359243
MATN1-AS1,0.018572075
LAPTM5,0.002377977
AL137027.1,0.0
LINC01778,0.00292491
AL445235.1,2.3779781e-05
SDC3,0.24409597
PUM1,1.2003303
NKAIN1,0.0024493157
SNRNP40,0.3480918
ZCCHC17,0.57741255
AL451070.1,0.00014267868
FABP3,0.17598829
SERINC2,0.9020932
AC114488.1,0.00066583406
TINAGL1,0.62629026
HCRTR1,0.00080851273
PEF1,0.43902317
AC114488.2,0.00049937546
AC114488.3,0.0007133937
COL16A1,0.07894672
ADGRB2,0.020878725
AL354919.2,0.0
SPOCD1,0.0061351876
AL354919.1,0.00092741183
AL136115.2,0.00653945
PTP4A2,2.291861
AL136115.1,0.00047559565
AL136115.3,4.7559563e-05
KHDRBS1,1.4969344
AL445248.1,0.0051839985
TMEM39B,0.10904876
KPNA6,0.6655023
TXLNA,0.40400657
CCDC28B,0.091097355
AL049795.1,0.0065394524
IQCC,0.029439487
DCDC2B,0.0014267877
TMEM234,0.18204506
EIF3I,1.5321635
FAM167B,0.005231556
LCK,0.0034005067
HDAC1,0.6876385
MARCKSL1,3.2646081
AL109945.1,0.0
TSSK3,0.007871126
FAM229A,0.051221654
BSDC1,0.42643824
AL033529.1,0.0
ZBTB8B,0.006372991
ZBTB8A,0.09333191
ZBTB8OS,0.59827226
RBBP4,0.89015937
SYNC,0.20335321
AC114489.1,0.00080851285
KIAA1522,0.8509701
YARS,0.35137907
S100PBP,0.17764676
FNDC5,0.0076571037
HPCA,0.0052553373
TMEM54,0.49487323
RNF19B,0.13950801
AL020995.1,0.0005469351
AK2,0.78849685
AZIN2,0.014291697
TRIM62,0.03664479
AL662907.3,0.0027584517
ZNF362,0.15463059
AL513327.3,0.0010700907
A3GALT2,7.1339346e-05
AL513327.1,0.005469355
PHC2,0.38546053
AL513327.2,0.0005469351
ZSCAN20,0.020712266
CSMD2,0.011842361
HMGB4,0.0
CSMD2-AS1,0.0
C1orf94,0.00030913713
SMIM12,0.43816903
GJB5,0.014291692
GJB4,0.023708522
AL121988.1,0.0
GJB3,0.19117992
GJA4,0.016170293
AL122010.1,4.7559563e-05
DLGAP3,0.011675907
AC114490.3,0.018809875
AC114490.2,0.003923664
TMEM35B,0.0011176503
ZMYM6,0.08876641
ZMYM1,0.122887075
AL590434.1,0.00083229254
SFPQ,2.2804496
ZMYM4,0.5001201
ZMYM4-AS1,0.0034956262
KIAA0319L,0.39406684
NCDN,0.091215655
AC004865.2,0.0031151483
TFAP2E,0.0032816066
PSMB2,1.9414375
C1orf216,0.054621875
CLSPN,0.027965112
AL354864.1,0.00016645846
AGO4,0.11518353
AGO1,0.23275118
AL139286.2,0.002163959
AGO3,0.42517725
AL138787.2,0.00016645846
TEKT2,0.021782357
ADPRHL2,0.47517562
COL8A2,0.04142455
TRAPPC3,1.0730736
MAP7D1,0.50193286
THRAP3,1.4927764
SH3D21,0.03714417
EVA1B,0.6113472
AL591845.1,0.02608652
STK40,0.24568987
LSM10,0.46243238
OSCP1,0.10362773
MRPS15,1.371369
CSF3R,0.02325667
AL596257.1,4.7559563e-05
AC117945.2,0.0
AC117945.1,2.3779781e-05
GRIK3,0.012793558
AL031430.1,0.0
AL353604.1,4.7559563e-05
LINC01137,0.041852586
ZC3H12A,0.19926457
MEAF6,1.0215681
SNIP1,0.23168072
DNALI1,0.24461672
GNL2,0.46592152
RSPO1,0.05236303
C1orf109,0.1526802
CDCA8,0.024421928
EPHA10,0.0038047647
MANEAL,0.01966595
AL929472.3,0.00014267868
YRDC,0.2943224
C1orf122,1.448973
MTF1,0.18587378
AL929472.2,0.00049937546
INPP5B,0.05735614
SF3A3,0.53465724
FHL3,0.09658953
UTP11,0.3529253
POU3F1,0.0021639592
AL139158.2,0.00014267868
AL139158.3,2.3779781e-05
LINC01685,0.0
AL354702.2,2.3779781e-05
RRAGC,0.39318797
AL139260.1,0.014077677
MYCBP,0.2516587
AL139260.3,0.0011176503
GJA9,0.0
RHBDL2,0.14507233
AKIRIN1,0.8961294
NDUFS5,4.884071
MACF1,1.7601671
AL442071.1,0.0001188989
BMP8A,9.5119125e-05
PABPC4,1.4007295
AL365277.1,0.00014267868
HEYL,0.0031389277
AL035404.2,2.3779781e-05
NT5C1A,0.0
HPCAL4,0.00064205425
PPIE,0.45005837
BMP8B,0.009892416
OXCT2,0.0043754806
AL033527.3,0.0021877391
AL033527.5,0.0039474433
AL033527.4,0.0002377978
TRIT1,0.14549899
MYCL,0.120320834
AL033527.2,0.00042803603
MFSD2A,0.04872496
CAP1,1.6509556
PPT1,0.45490542
RLF,0.27182567
TMCO2,0.00028535735
AL050341.2,0.098753296
ZMPSTE24,0.45981207
COL9A2,0.18223758
SMAP2,0.1507543
AL031985.4,0.00019023822
ZFP69B,0.027085278
ZFP69,0.0131027
AL603839.3,0.005826054
EXO5,0.03369609
AL603839.1,7.1339346e-05
AL603839.2,9.5119125e-05
ZNF684,0.04135321
RIMS3,0.0153617915
AL031289.1,0.0
NFYC-AS1,0.019570831
NFYC,0.33323413
KCNQ4,0.012793561
CITED4,1.1940885
AC119677.1,0.00064205425
CTPS1,0.15893425
SLFNL1-AS1,0.007633325
SLFNL1,0.0025682142
SCMH1,0.11689511
AC093151.3,0.0031389275
FOXO6,0.051792305
AC093151.2,0.0013554483
EDN2,0.12795702
HIVEP3,0.03697771
AL445933.2,0.0
GUCA2B,0.00085607223
GUCA2A,0.0027822326
FOXJ3,0.24024272
RIMKLA,0.027227953
ZMYND12,0.016574565
PPCS,1.0293083
CCDC30,0.14637923
PPIH,0.31337395
AC098484.2,0.0026871127
YBX1,9.623002
CLDN19,0.0050650984
P3H1,0.06258726
C1orf50,0.05459802
AC098484.3,0.00021401801
AC098484.1,4.7559563e-05
TMEM269,0.0013078887
SVBP,0.4813784
ERMAP,0.06180258
AL512353.1,0.0061114132
ZNF691,0.05024677
SLC2A1,1.1964935
SLC2A1-AS1,0.054241456
AC099795.1,7.1339346e-05
FAM183A,0.01405389
EBNA1BP2,1.0032073
CFAP57,0.03179366
TMEM125,0.44204634
C1orf210,0.17184475
TIE1,0.0073955273
MPL,0.00021401801
AL139289.2,0.034195464
CDC20,0.04862985
ELOVL1,0.6355691
MED8,0.6025775
AL139289.1,0.00076095323
SZT2,0.16059795
SZT2-AS1,0.00085607247
HYI,0.27784258
PTPRF,1.8911552
AL451062.3,0.0015219068
KDM4A,0.14500013
KDM4A-AS1,0.015456909
ST3GAL3,0.04142455
AL451062.1,0.00028535735
ARTN,0.07090998
AL357079.1,0.00699127
IPO13,0.10025085
DPH2,0.1675659
ATP6V0B,3.3183882
B4GALT2,0.22456764
CCDC24,0.14067264
SLC6A9,0.0775437
AL139220.2,0.01745442
KLF17,7.1339346e-05
DMAP1,0.34638736
ERI3,0.58289135
RNF220,0.3060287
TMEM53,0.13261196
ARMH1,0.016955044
KIF2C,0.016122742
AL592166.1,0.0013554483
RPS8,36.780914
BEST4,0.015290448
PLK3,0.43019032
TCTEX1D4,0.019404372
BTBD19,0.039403263
PTCH2,0.027013935
EIF2B3,0.18404245
HECTD3,0.11366141
UROD,0.3253134
ZSWIM5,0.0026871127
LINC01144,0.0042565824
HPDL,0.0179538
MUTYH,0.052434307
TOE1,0.07390557
TESK2,0.03930814
CCDC163,0.011152749
MMACHC,0.045086652
PRDX1,4.9671926
AKR1A1,1.0026159
NASP,0.8809452
CCDC17,0.010629592
GPBP1L1,0.58455306
TMEM69,0.18825106
IPP,0.15855278
MAST2,0.08277446
PIK3R3,0.19422153
AL358075.4,0.0
AL358075.1,0.00064205425
AL358075.2,0.0050888793
TSPAN1,1.1826899
POMGNT1,0.32676604
LURAP1,0.01093873
RAD54L,0.0081802625
LRRC41,0.79524755
UQCRH,7.2666583
NSUN4,0.17094104
FAAH,0.10493492
DMBX1,0.003376728
AL136373.1,0.00011889891
MKNK1-AS1,0.0003329169
KNCN,4.7559563e-05
MKNK1,0.2596236
MOB3C,0.07595041
ATPAF1,0.41792387
TEX38,0.0012365492
EFCAB14-AS1,0.0002377978
EFCAB14,0.7701055
CYP4B1,0.25814974
CYP4A11,0.00097497104
CYP4X1,0.111737624
CYP4Z1,0.0063016517
CYP4A22-AS1,0.0052553373
CYP4A22,0.0005469351
LINC00853,0.021853698
PDZK1IP1,1.4939867
TAL1,0.00038047644
AL135960.1,0.0
STIL,0.029130347
CMPK1,0.8088394
LINC01389,0.0009987511
FOXE3,0.00042803603
FOXD2-AS1,0.0025206548
FOXD2,0.0049937563
LINC01738,0.0
TRABD2B,0.0041852435
AL691459.1,0.0
AC096541.1,0.0
AL356289.1,0.0
AL356289.2,0.0
AL109659.1,4.7559563e-05
SLC5A9,0.00016645846
AL109659.2,0.00085607247
SPATA6,0.10460254
AGBL4,0.0051126587
BEND5,0.04239953
AC099788.1,0.00016645846
AL590432.1,0.0
ELAVL4,0.00021401801
AL592182.2,2.3779781e-05
AL592182.1,0.0
AL596275.2,4.7559563e-05
DMRTA2,0.0014981269
FAF1,0.32619512
AL049637.1,7.1339346e-05
CDKN2C,0.15684475
C1orf185,0.00014267868
LINC01562,0.00080851273
RNF11,0.372908
AL162430.2,0.00042803603
TTC39A,0.12032071
TTC39A-AS1,0.005421797
EPS15,0.35875243
AC104170.2,0.0007133937
AC104170.1,0.0008798523
OSBPL9,0.47517467
NRDC,0.87149024
AL050343.1,0.0042328024
AL050343.2,0.0008798523
RAB3B,0.012365516
TXNDC12,0.63337266
KTI12,0.076877825
AL445685.1,7.1339346e-05
TXNDC12-AS1,2.3779781e-05
BTF3L4,1.2030978
ZFYVE9,0.12336292
CC2D1B,0.105291545
AL513218.1,0.0010938705
ORC1,0.005160219
PRPF38A,0.47529596
TUT4,0.48584712
AL591167.1,0.00061827444
GPX7,0.084510565
SHISAL2A,0.0012127694
COA7,0.16585313
ZYG11B,0.32519686
ZYG11A,0.012151503
AC099677.4,2.3779781e-05
ECHDC2,0.48040542
SCP2,1.3895695
PODN,0.0054217936
AL445183.1,0.0
SLC1A7,0.00016645846
AL445183.2,4.7559563e-05
CPT2,0.19348261
AL606760.2,0.003400507
C1orf123,0.3621566
AL606760.3,0.0056595956
MAGOH,0.87686515
AL606760.1,0.019095236
LRP8,0.13235183
AL355483.4,9.5119125e-05
AL355483.2,0.00019023822
AL355483.3,0.0
LINC01771,0.0011414301
AC119428.1,0.0
AC119428.2,0.0024730952
DMRTB1,9.5119125e-05
GLIS1,0.009654616
NDC1,0.095376566
YIPF1,0.19248424
DIO1,0.004684619
HSPB11,0.58130807
LRRC42,0.39492467
LDLRAD1,0.07055331
TMEM59,4.0516014
TCEANC2,0.0839635
AL357673.1,0.00066583406
CDCP2,2.3779781e-05
AL357673.2,0.00083229266
CYB5RL,0.045942727
MRPL37,0.51743793
SSBP3,0.71218985
SSBP3-AS1,0.0014267877
AL161644.1,4.7559563e-05
AL035415.1,2.3779781e-05
AC099796.1,0.00014267868
ACOT11,0.21094029
FAM151A,0.0001188989
MROH7,0.012674663
MROH7-TTC4,0.00021401801
TTC4,0.1041508
PARS2,0.05935344
TTC22,0.120247975
AC096536.2,2.3779781e-05
LEXM,0.003638305
DHCR24,0.95860183
AC096536.3,0.00049937546
AC096536.1,0.008965
TMEM61,0.051197905
AL590440.1,4.7559563e-05
BSND,0.0021163998
PCSK9,0.0017359243
USP24,0.20658799
MIR4422HG,0.00014267868
AL603840.1,2.3779781e-05
LINC01753,0.0
LINC01755,0.0
AL353681.1,0.0
AC119674.1,0.003091368
AC119674.2,0.0042328024
LINC01767,0.0011176502
PLPP3,0.09116883
PRKAA2,0.17488985
FYB2,0.018667193
AL360295.1,0.0
C8A,0.00028535735
C8B,2.3779781e-05
AL161740.1,0.0
DAB1,0.0032340495
AL390243.1,0.0
DAB1-AS1,0.0
AL445193.2,2.3779781e-05
OMA1,0.1879895
TACSTD2,7.066515
MYSM1,0.26245636
AL136985.3,0.0042565824
JUN,8.910152
LINC01135,0.0013316685
AL136985.2,0.00085607247
AL136985.1,0.0001188989
AC105277.1,0.012983801
LINC01358,0.0081802625
AL592431.2,0.0
AL592431.1,2.3779781e-05
AC093424.1,0.00095119164
FGGY,0.1759848
AL035416.1,2.3779781e-05
HOOK1,0.43447572
