,Endothelial.cell
HOXC-AS1,0.0003957331
HOXC8,0.003759465
HOXC4,0.007024263
AC012531.1,0.00029679984
HOXC5,0.003561598
AC023794.1,9.893328e-05
AC023794.3,0.0
AC023794.4,0.00019786655
SMUG1,0.13603504
LINC02381,0.016225059
SMUG1-AS1,0.0
AC023794.7,0.000692533
AC023794.6,9.893328e-05
AC023794.2,9.893328e-05
CBX5,0.9241413
AC078778.1,0.00019786655
HNRNPA1,4.0563207
NFE2,0.0011871994
COPZ1,0.81887496
AC079313.2,0.0095965285
AC079313.1,0.0019786656
GPR84,0.003561598
ZNF385A,0.06232848
ITGA5,2.8825955
LINC01154,0.0015829324
GTSF1,0.0010882661
NCKAP1L,0.011970927
AC068789.1,0.0
PDE1B,0.002770132
PPP1R1A,0.0015829324
LACRT,0.0
DCD,0.0
AC079310.1,0.0
MUCL1,0.0046498645
TESPA1,0.0011871994
AC027287.2,0.0
NEUROD4,0.0
OR9K2,0.0
OR6C6,0.0
OR6C1,0.0
OR6C3,0.0
OR6C75,0.0005935997
OR6C76,0.0
AC122685.1,9.893328e-05
OR6C2,0.0
OR6C70,0.0
OR6C68,0.0
OR6C4,0.0
OR2AP1,9.893328e-05
OR10P1,0.0
AC009779.5,0.0
METTL7B,0.001780799
ITGA7,0.017313326
AC009779.3,0.0048477305
BLOC1S1,0.90257424
RDH5,0.044718098
CD63,10.618852
AC009779.2,0.048774436
GDF11,0.15651447
SARNP,0.08043361
AC023055.1,0.0024733322
ORMDL2,0.42480695
DNAJC14,0.1407839
MMP19,0.023941854
PYM1,0.18045683
DGKA,0.16927713
PMEL,0.00781573
CDK2,0.12732877
AC025162.1,9.893328e-05
RAB5B,0.3241009
SUOX,0.08330269
IKZF4,0.06064662
AC034102.8,0.00019786655
AC034102.3,9.893328e-05
RPS26,8.651475
ERBB3,0.014543193
PA2G4,1.7179985
AC034102.4,0.0014839992
RPL41,30.835669
ZC3H10,0.09032711
ESYT1,0.41501328
AC034102.7,0.0
AC034102.6,0.0011871994
AC034102.5,0.00019786655
MYL6B,0.52344555
MYL6,15.157236
SMARCC2,0.5660899
RNF41,0.23022096
NABP2,0.2619759
SLC39A5,0.0009893328
ANKRD52,0.12099693
COQ10A,0.09349303
AC073896.5,0.0004946664
CS,0.29828137
AC073896.1,9.893328e-05
AC073896.2,0.035121426
AC073896.3,0.009002929
CNPY2,0.96103776
PAN2,0.12831812
IL23A,0.0021765323
STAT2,0.45903656
APOF,0.00029679984
AC024884.2,0.0007914662
TIMELESS,0.10773952
MIP,0.0010882661
SPRYD4,0.10536521
GLS2,0.002077599
RBMS2,0.7907765
BAZ2A,0.5870638
ATP5F1B,2.355454
PTGES3,2.4345968
NACA,12.346411
PRIM1,0.07073795
HSD17B6,0.0029679984
SDR9C7,9.893328e-05
RDH16,0.0023743988
GPR182,0.009992261
ZBTB39,0.061833825
TAC3,0.0048477305
MYO1A,0.0
NEMP1,0.061536994
NAB2,0.075486846
STAT6,0.41689262
LRP1,0.058469877
LRP1-AS,0.0
NXPH4,0.004254131
SHMT2,0.25396308
AC137834.2,0.0011871994
NDUFA4L2,0.24050705
STAC3,0.006727463
AC137834.1,0.0
R3HDM2,0.44716477
AC126614.1,0.000692533
INHBC,0.0
INHBE,0.00019786655
GLI1,0.0025722652
ARHGAP9,0.0046498645
MARS,0.25336924
DDIT3,0.15057832
MBD6,0.20647672
DCTN2,0.91217303
KIF5A,0.0005935997
PIP4K2C,0.03630864
DTX3,0.03334057
ARHGEF25,0.010091195
AC025165.1,0.0
SLC26A10,0.0010882661
B4GALNT1,0.0011871994
OS9,1.3811591
AC025165.2,0.0014839992
AGAP2,0.007617863
AGAP2-AS1,0.21181919
TSPAN31,0.4127375
CDK4,0.58112663
MARCH9,0.23951982
CYP27B1,0.0038583982
METTL1,0.10467263
EEF1AKMT3,0.04996166
AC025165.3,0.0
TSFM,0.2746385
AVIL,0.066879496
AC025165.5,0.0060349307
AC025165.4,0.0034626648
CTDSP2,0.7582268
AC083805.2,0.00019786655
AC083805.1,0.0003957331
AC083805.3,0.0008903995
AC084033.3,0.13286911
ATP23,0.07044117
LINC02403,0.0
AC020637.1,0.0
LINC02388,0.002077599
LRIG3,0.12732862
AC068305.2,0.001385066
LINC02448,0.0
SLC16A7,0.2780019
AC080011.1,9.893328e-05
FAM19A2,0.0051445304
USP15,0.5475877
MON2,0.3500186
AC079035.1,0.0
LINC01465,0.008310396
AC048341.1,0.1346499
AC048341.2,0.058371115
PPM1H,0.06638478
AVPR1A,0.048576277
AC026116.1,0.0
DPY19L2,0.02562372
AC084357.2,0.0009893328
RXYLT1,0.2737478
RXYLT1-AS1,0.0
SRGAP1,0.5162252
AC020611.2,0.00029679984
AC025576.2,0.0
AC025576.1,0.0015829324
C12orf66,0.035121426
C12orf56,0.0019786656
XPOT,0.32518944
AC135279.3,0.0010882661
TBK1,0.34062138
RASSF3,0.4065068
AC078962.2,9.893328e-05
AC078962.4,9.893328e-05
AC078962.3,0.001385066
GNS,1.3464359
AC025262.1,0.00019786655
TBC1D30,0.15562409
LINC02389,0.0032647983
LINC02231,0.0
AC135895.1,0.0
WIF1,0.0012861326
LEMD3,0.26454747
MSRB3,0.7147919
AC025419.1,9.893328e-05
AC090023.1,0.0
LINC02454,0.0019786656
AC090023.2,0.0
HMGA2,0.024238655
AC090673.1,0.017313326
AC090673.2,9.893328e-05
LLPH,0.5783579
AC078927.1,0.0003957331
LLPH-DT,9.893328e-05
TMBIM4,1.6599245
IRAK3,0.5488746
AC078889.1,0.0
HELB,0.1103119
GRIP1,0.0036605317
AC073530.1,0.0
CAND1,0.7500154
LINC02420,0.0
LINC02408,0.0007914662
LINC02442,0.0
DYRK2,0.32766366
AC078777.1,0.0008903995
LINC02421,0.0
LINC01479,0.00019786655
IFNG-AS1,0.00019786655
IFNG,0.0016818658
IL26,0.0
IL22,0.0
MDM1,0.099330164
LINC02384,0.0007914662
AC022511.1,0.0
AC008033.3,0.00019786655
RAP1B,2.099111
AC090061.1,0.0011871994
NUP107,0.20054059
SLC35E3,0.24970919
MDM2,0.5180046
AC025423.1,0.013158127
AC025423.4,0.011773061
CPM,0.7020261
AC127894.1,0.0
CPSF6,0.47051358
AC020656.2,9.893328e-05
LYZ,0.07113313
AC020656.1,0.011575194
YEATS4,0.16987069
LINC02373,0.00029679984
FRS2,0.1161491
CCT2,1.1917294
LRRC10,0.0
BEST3,0.0
AC025263.1,0.0010882661
RAB3IP,0.057777453
AC025263.2,0.0
MYRFL,0.00019786655
AC025159.1,0.0946802
AC078922.1,0.0
AC084032.1,0.00019786655
LINC01481,0.0014839992
CNOT2,0.7012382
KCNMB4,0.05253392
AC025569.1,0.108926855
PTPRB,3.5649552
AC083809.1,0.0003957331
PTPRR,0.028393852
AC123905.1,0.0
AC025575.1,0.0
AC025575.2,9.893328e-05
TSPAN8,0.0015829324
LGR5,0.0066285296
AC078860.1,0.0
ZFC3H1,0.4491444
THAP2,0.0866665
AC073612.1,0.0
TMEM19,0.21933825
AC011601.1,0.0
RAB21,0.6467239
AC089984.1,0.0036605317
TBC1D15,0.69065195
TPH2,0.00019786655
AC090109.1,0.0
TRHDE,0.000692533
AC133480.1,0.0
LINC02444,9.893328e-05
AC090503.1,0.0
AC136188.1,0.0
LINC02394,9.893328e-05
AC090502.1,0.0003957331
AC090502.3,0.0
ATXN7L3B,0.67976713
AC025257.1,0.0011871994
AC073525.1,0.0
KCNC2,0.0
AC091534.1,0.0
CAPS2,0.013850659
GLIPR1L1,0.0010882661
GLIPR1L2,0.010190128
GLIPR1,0.038188342
AC121761.1,0.0031658649
KRR1,0.66304696
AC078923.1,9.893328e-05
AC078820.1,0.0004946664
AC011611.2,9.893328e-05
PHLDA1,0.48971492
AC011611.3,0.0004946664
AC011611.4,0.005540264
NAP1L1,3.543896
LINC02407,0.000692533
BBS10,0.0793453
OSBPL8,0.80987245
AC107032.2,0.0010882661
ZDHHC17,0.37930095
CSRP2,0.8476653
AC124784.1,0.0
E2F7,0.01869839
LINC02464,0.0
NAV3,0.07380491
AC073591.1,0.0009893328
AC138331.1,0.002770132
AC073571.1,0.0
LINC02424,9.893328e-05
AC128707.1,0.0
AC130415.1,0.00019786655
AC079362.1,0.0
SYT1,0.06786864
AC090709.1,0.0
AC027288.3,0.0026711987
AC027288.1,9.893328e-05
PAWR,0.41214696
AC073569.2,0.00029679984
PPP1R12A,1.4297355
AC073569.1,0.0008903995
OTOGL,0.0050455974
PTPRQ,0.0012861326
AC074031.1,0.0
MYF6,0.0009893328
MYF5,0.0
LINC01490,0.0
LIN7A,0.008903996
ACSS3,0.003957331
AC078955.1,0.0
PPFIA2,0.0022754655
PPFIA2-AS1,0.0
AC069228.1,0.0
LINC02426,9.893328e-05
CCDC59,0.5401668
METTL25,0.07281563
AC089998.4,0.00029679984
AC089998.2,0.0
AC089998.1,0.0005935997
TMTC2,0.19084488
AC090680.1,0.0003957331
AC090679.2,0.0
AC090679.1,0.0
SLC6A15,0.0003957331
TSPAN19,0.00019786655
LRRIQ1,0.0054413304
AC133794.1,0.0
ALX1,0.0
AC131532.1,0.00019786655
RASSF9,0.19222985
NTS,0.1732324
MGAT4C,0.003561598
AC016993.1,0.0
AC010196.1,0.0
LINC02258,0.0
AC079598.1,0.0
C12orf50,0.0024733322
C12orf29,0.1532497
CEP290,0.38454577
TMTC3,0.36030754
KITLG,0.39246225
AC024941.2,0.000692533
AC024941.1,9.893328e-05
LINC02458,0.0026711987
AC024909.1,0.0004946664
DUSP6,3.0576067
AC024909.2,0.020380257
AC010201.2,0.0026711987
AC010201.1,0.0019786656
POC1B,0.23101234
GALNT4,0.002077599
POC1B-GALNT4,0.0010882661
POC1B-AS1,0.06549437
AC025034.1,0.0033637316
ATP2B1,0.9449144
ATP2B1-AS1,0.13267118
AC084200.1,0.0
LINC02399,9.893328e-05
AC126178.1,0.00019786655
LINC02392,9.893328e-05
AC112481.1,0.0
CCER1,0.0
LINC00615,9.893328e-05
EPYC,0.0038583982
KERA,0.00019786655
LUM,0.20053945
DCN,0.25712872
AC025035.1,0.000692533
AC126175.1,0.0004946664
AC025254.1,9.893328e-05
LINC02404,0.0
AC090049.1,0.0
BTG1,4.825588
AC025164.1,0.04729039
LINC02391,0.001385066
CLLU1OS,0.00019786655
AC063949.2,0.00019786655
LINC02397,0.002077599
C12orf74,0.0
PLEKHG7,0.0003957331
EEA1,0.9190958
LINC02413,0.00019786655
AC138123.1,0.0010882661
AC138123.2,0.0
LINC02412,0.0
AC124947.1,0.0003957331
NUDT4,0.63653255
UBE2N,0.8068019
MRPL42,0.62198687
SOCS2,0.85014147
CRADD,0.08073042
AC012085.2,0.0005935997
AC012464.1,0.0
AC012464.3,0.0008903995
PLXNC1,0.017807992
AC123567.2,0.0
AC073655.1,0.0003957331
AC073655.2,0.0030669319
CEP83,0.13890411
CEP83-DT,0.006727463
AC023161.1,9.893328e-05
TMCC3,1.0115844
NDUFA12,1.89648
NR2C1,0.24090473
FGD6,0.61783147
VEZT,0.831439
AC084879.2,0.0
METAP2,1.515797
USP44,0.018896258
NTN4,0.21745822
AC090001.1,9.893328e-05
LINC02410,0.0
SNRPF,1.3444654
CCDC38,0.000692533
AMDHD1,0.0024733322
HAL,0.0029679984
AC007298.2,0.00019786655
LTA4H,0.43786556
AC007298.1,9.893328e-05
LINC02452,0.0064306636
ELK3,3.6407251
AC008149.1,0.0051445304
CDK17,0.626244
AC007513.1,0.0
CFAP54,0.044718094
NEDD1,0.19470343
AC007656.1,0.0
AC013417.1,0.0
LINC02409,0.0
AC016152.1,0.0
LINC02453,0.0028690654
TMPO-AS1,0.018005857
TMPO,0.61387444
SLC25A3,4.0493965
IKBIP,0.8045249
APAF1,0.2050916
ANKS1B,0.0032647983
AC069437.1,0.0
AC117377.1,0.0
FAM71C,0.0
UHRF1BP1L,0.1387063
AC010203.2,0.0
ACTR6,0.2881909
DEPDC4,0.005540264
SCYL2,0.31707728
SLC17A8,0.00019786655
NR1H4,0.0
GAS2L3,0.08350035
ANO4,0.0004946664
AC138360.1,0.0
AC063947.1,0.0
SLC5A8,0.0
UTP20,0.26237106
ARL1,0.72527844
AC063948.1,9.893328e-05
SPIC,9.893328e-05
MYBPC1,9.893328e-05
AC117505.1,0.0
AC010205.1,0.00019786655
CHPT1,0.1468189
SYCP3,0.0050455974
GNPTAB,0.47051358
DRAM1,0.23002303
AC084398.2,9.893328e-05
AC079907.2,0.0014839992
WASHC3,0.39740402
AC079907.1,0.0029679984
NUP37,0.19044922
PARPBP,0.05243491
PMCH,0.015235726
LINC02456,0.00029679984
IGF1,0.09398713
LINC00485,0.0
PAH,0.0
ASCL1,9.893328e-05
AC068643.1,0.0
C12orf42,0.00019786655
LINC02401,0.0
STAB2,0.02107279
AC025265.2,9.893328e-05
AC025265.3,9.893328e-05
AC025265.1,0.000692533
NT5DC3,0.015235726
AC012555.2,0.0
AC012555.1,0.0
HSP90B1,8.121667
C12orf73,0.107739635
TDG,0.6020018
GLT8D2,0.058371067
HCFC2,0.23684885
NFYB,0.3092622
LINC02385,9.893328e-05
TXNRD1,0.5001969
AC089983.1,9.893328e-05
EID3,0.033736333
CHST11,0.24377353
SLC41A2,0.011970927
C12orf45,0.21834888
ALDH1L2,0.0056391973
AC016257.1,0.000692533
WASHC4,0.4993059
APPL2,0.2494123
C12orf75,0.07241974
AC011313.1,9.893328e-05
CASC18,0.0019786656
AC011595.2,0.0011871994
NUAK1,1.4891944
AC011595.1,0.005837064
CKAP4,0.62287813
AC079174.2,0.0063317297
TCP11L2,0.15344758
POLR3B,0.05926153
AC079385.1,0.0
RFX4,9.893328e-05
AC079385.2,0.00019786655
AC079385.3,0.00019786655
RIC8B,0.16156025
AC007541.1,0.03967242
TMEM263,0.44855103
MTERF2,0.13247338
CRY1,0.20044164
AC078929.1,0.0
BTBD11,0.024337588
AC007540.1,0.0
PWP1,0.5792476
PRDM4,0.14266364
AC007622.2,0.0018797325
ASCL4,0.0
AC126177.2,0.0
AC126177.8,9.893328e-05
AC126177.4,0.0
WSCD2,0.007024263
CMKLR1,0.14464216
LINC01498,0.0
FICD,0.052929696
SART3,0.26761436
ISCU,1.3556461
TMEM119,0.0028690654
SELPLG,0.011773061
AC007569.1,0.0014839992
CORO1C,0.6051685
SSH1,0.52047896
DAO,0.0
SVOP,0.0015829324
USP30,0.05619456
USP30-AS1,0.004155198
ALKBH2,0.11476397
UNG,0.22695613
ACACB,0.3773233
FOXN4,0.0
MYO1H,0.011377327
LINC01486,0.0
AC007570.1,0.0008903995
KCTD10,0.49099675
UBE3B,0.22131693
MMAB,0.2917525
MVK,0.09329516
FAM222A,0.024238655
FAM222A-AS1,9.893328e-05
TRPV4,0.053721175
GLTP,0.6423697
AC007834.1,0.0
TCHP,0.26345947
GIT2,0.5236445
AC084876.1,0.0004946664
ANKRD13A,0.2629649
C12orf76,0.23843168
IFT81,0.16502295
ATP2A2,1.0397801
ANAPC7,0.30293068
ARPC3,4.2164
GPN3,0.2265605
FAM216A,0.06282318
VPS29,1.0369108
RAD9B,0.0029679984
PPTC7,0.1880748
TCTN1,0.12366815
HVCN1,0.113378875
PPP1CC,1.0211824
AC002375.1,0.0
CCDC63,9.893328e-05
MYL2,0.005540264
LINC01405,0.0
AC002351.1,0.0
CUX2,0.0012861326
PHETA1,0.068264596
LINC02356,0.0032647983
SH2B3,0.8005668
ATXN2,0.7842464
ATXN2-AS,0.0012861326
BRAP,0.15067741
ACAD10,0.0764762
ALDH2,0.5805352
MAPKAPK5-AS1,0.3850408
MAPKAPK5,0.23031987
TMEM116,0.025129054
ERP29,1.6393441
AC073575.2,0.003957331
NAA25,0.23041883
AC073575.1,0.00029679984
TRAFD1,0.13395739
HECTD4,0.23655212
AC004217.1,9.893328e-05
RPL6,17.677359
PTPN11,0.68956184
RPH3A,0.0
OAS1,0.22923093
AC004551.1,0.0
OAS3,0.30778003
OAS2,0.56064814
DTX1,0.011871994
RASAL1,0.0022754655
CFAP73,0.0007914662
DDX54,0.4007681
RITA1,0.1566135
AC089999.1,0.0
IQCD,0.005540264
TPCN1,0.12722977
SLC8B1,0.17293778
PLBD2,0.10536521
SDS,0.0051445304
SDSL,0.060844455
LHX5,0.0
LHX5-AS1,0.0
LINC01234,0.000692533
RBM19,0.14108072
AC073863.1,9.893328e-05
LINC02459,0.0
TBX5,0.0
TBX5-AS1,0.0
AC010177.1,0.0
TBX3,0.19648373
AC026765.2,9.893328e-05
AC026765.1,0.0
AC009804.2,0.0
AC008125.1,0.0
AC078880.1,0.0
AC078880.3,9.893328e-05
AC078880.4,0.000692533
AC078880.5,0.0
AC078880.2,0.0
AC009803.1,0.0
AC009387.1,9.893328e-05
LINC02463,0.0
MED13L,0.646824
AC012157.1,0.0
AC079384.1,0.0
LINC02457,0.0
MAP1LC3B2,0.020677058
AC125603.4,9.893328e-05
AC125603.3,0.00029679984
AC125603.2,0.0
AC125603.1,0.0
C12orf49,0.2388273
RNFT2,0.012663459
AC083806.3,9.893328e-05
HRK,0.0019786656
FBXW8,0.10249608
AC083806.2,0.0019786656
AC127164.1,0.013158127
TESC,0.29026994
TESC-AS1,0.00019786655
FBXO21,0.43301862
NOS1,0.0025722652
AC073864.1,0.0
KSR2,0.0007914662
AC084291.1,0.0
RFC5,0.06648375
AC131159.2,0.0016818658
WSB2,0.3131208
AC131159.1,9.893328e-05
VSIG10,0.29175192
AC131238.1,0.0014839992
PEBP1,1.7995226
TAOK3,0.46893087
AC026367.1,0.0008903995
SUDS3,0.33834657
AC026367.3,0.0021765323
AC026367.2,0.0014839992
LINC02460,0.0
LINC02423,0.0
LINC02440,0.0
SRRM4,0.0004946664
AC084880.4,0.00019786655
HSPB8,0.09557054
AC084880.3,0.0003957331
LINC00934,9.893328e-05
CCDC60,0.0004946664
AC002070.1,0.117633
TMEM233,0.3336994
PRKAB1,0.17986317
CIT,0.07815795
AC002563.1,9.893328e-05
BICDL1,0.003561598
RAB35,0.24970914
AC004812.2,0.04362982
GCN1,0.22121805
RPLP0,11.270273
PXN-AS1,0.040760715
PXN,0.7992873
AC004263.1,9.893328e-05
SIRT4,0.011278395
PLA2G1B,0.00029679984
MSI1,0.0026711987
AC003982.1,0.0
COX6A1,2.715073
AL021546.1,9.893328e-05
TRIAP1,0.46705067
GATC,0.2500059
SRSF9,2.231487
DYNLL1,6.4717383
NRAV,0.03215338
AC063943.1,0.0012861326
COQ5,0.16561657
RNF10,0.68402284
POP5,0.34695247
AC125616.1,0.0
CABP1,0.13544124
MLEC,4.094521
AC069234.2,0.007617863
AC069234.5,0.0064306636
AC069234.4,0.003561598
UNC119B,0.29274166
AC069234.3,0.0
ACADS,0.095174894
AC069234.1,9.893328e-05
SPPL3,0.44845104
HNF1A,0.0003957331
C12orf43,0.18945986
OASL,0.08646806
P2RX7,0.034132067
AC069209.1,0.0004946664
P2RX4,0.064801835
CAMKK2,0.3503175
ANAPC5,0.9749807
AC048337.1,0.0
RNF34,0.20519054
KDM2B,0.13187975
AC145422.1,9.893328e-05
ORAI1,0.91424996
MORN3,0.020973857
TMEM120B,0.06618698
RHOF,0.025821587
LINC01089,0.18411738
AC084018.1,0.00029679984
AC084018.2,0.008310396
SETD1B,0.13009894
HPD,0.0003957331
AC079360.1,0.0
AC069503.3,0.0
PSMD9,0.13672753
AC069503.2,0.003561598
WDR66,0.022754654
AC069503.1,9.893328e-05
BCL7A,0.07835593
MLXIP,0.7704955
LRRC43,0.000692533
IL31,0.0
B3GNT4,0.0009893328
DIABLO,0.0
DIABLO-1,0.019984523
AC048338.1,0.0
VPS33A,0.1348478
CLIP1,0.7516954
CLIP1-AS1,0.0007914662
ZCCHC8,0.24693924
AC127002.1,0.0029679984
RSRC2,1.4055986
KNTC1,0.06628588
AC026333.4,0.0033637316
AC026333.3,0.0
HCAR2,0.0007914662
HCAR3,0.00029679984
HCAR1,0.002770132
DENR,0.73339164
CCDC62,0.0051445304
HIP1R,0.439648
VPS37B,0.48654258
AC027290.1,0.0029679984
ABCB9,0.06707734
OGFOD2,0.085380346
ARL6IP4,2.5916078
PITPNM2,0.11694052
PITPNM2-AS1,0.0
MPHOSPH9,0.20617983
C12orf65,0.19984807
AC068768.1,0.011080528
CDK2AP1,0.1264382
AC068768.2,0.00019786655
SBNO1,0.6191188
AC137767.1,0.032549113
KMT5A,0.41808146
RILPL2,0.7979964
SNRNP35,0.34428194
RILPL1,0.25742537
AC055713.1,0.022655722
TMED2,1.2005291
DDX55,0.17363027
EIF2B1,0.37583876
GTF2H3,0.21261066
TCTN2,0.023941854
AC117503.1,0.000692533
ATP6V0A2,0.2375413
DNAH10,0.0005935997
CCDC92,0.2608879
AC079315.1,0.0019786656
DNAH10OS,0.002077599
ZNF664,0.24871993
RFLNA,0.0062327967
AC068790.8,0.0012861326
AC068790.9,0.003561598
AC026358.1,0.0
NCOR2,0.48703817
AC073592.1,0.0068263966
SCARB1,0.45379683
UBC,10.709693
DHX37,0.12752661
BRI3BP,0.066780515
THRIL,0.0018797325
AACS,0.07924637
AC122688.2,0.0
TMEM132B,0.020281322
LINC00939,0.00029679984
AC005186.1,9.893328e-05
LINC02359,9.893328e-05
AC007368.2,0.0
LINC02347,0.0
AC006065.4,0.0
AC069235.1,0.0
LINC00943,0.0
LINC00944,0.0023743988
LINC02372,0.0
LINC02405,0.0036605317
AC079949.1,0.00019786655
AC079949.2,0.025821587
LINC02376,9.893328e-05
LINC02375,0.0
AC025252.1,0.0
LINC02411,0.0
AC087894.2,9.893328e-05
LINC02393,0.0005935997
LINC00507,9.893328e-05
LINC00508,0.0
LINC02368,0.0
TMEM132C,0.002770132
SLC15A4,0.12307449
AC108704.1,9.893328e-05
GLT1D1,0.0005935997
TMEM132D,0.0
TMEM132D-AS1,9.893328e-05
AC130404.1,0.0
AC055717.1,9.893328e-05
LINC02418,0.000692533
LINC02419,0.000692533
AC026336.3,9.893328e-05
FZD10,0.05777733
AC026336.2,9.893328e-05
PIWIL1,0.012564527
RIMBP2,0.0047487975
AC063926.1,0.0
AC095350.1,0.0
STX2,0.42767778
AC073912.1,0.00019786655
AC073912.2,0.0019786656
RAN,2.6639476
ADGRD1,0.0031658649
AC073862.1,0.0
ADGRD1-AS1,0.0
AC078925.1,0.0
LINC01257,0.00019786655
LINC02415,0.000692533
LINC02370,0.0
AC140118.1,0.0
AC073578.2,0.0
AC073578.1,0.0
LINC02414,0.0
AC117500.1,0.00019786655
SFSWAP,0.4955458
AC117500.2,0.0
MMP17,0.007914662
AC131009.2,0.0003957331
ULK1,0.21449044
AC131009.1,0.00019786655
PUS1,0.11169698
EP400,0.3899852
AC137590.1,0.0
AC137590.2,9.893328e-05
DDX51,0.13326485
NOC4L,0.1475115
AC138466.3,0.0
LINC02361,0.0014839992
AC138466.1,0.0
GALNT9,0.009200796
AC148477.3,9.893328e-05
AC148477.2,0.0024733322
AC148477.4,0.0
AC148477.1,0.0
AC148476.1,0.0
AC079031.1,0.0
AC079031.2,0.0
FBRSL1,0.14513704
AC131212.1,0.0047487975
LRCOL1,0.015730392
P2RX2,9.893328e-05
POLE,0.06628586
PXMP2,0.13929984
AC135586.2,0.0
PGAM5,0.1062556
ANKLE2,0.5508536
GOLGA3,0.60833293
CHFR,0.24852188
AC127070.1,0.007617863
AC127070.2,0.0049466644
ZNF605,0.19549485
ZNF26,0.21933815
AC073911.1,0.001385066
ZNF84,0.20657566
ZNF140,0.10249608
ZNF891,0.13652968
AC026786.2,0.0003957331
ZNF10,0.053226512
AC026786.1,0.0
ZNF268,0.18174294
ANHX,0.0
FAM230C,0.0
LINC00387,0.0
AL355516.1,0.0
LINC00442,0.0
AL137001.1,0.0
TUBA3C,9.893328e-05
AL139327.2,0.0003957331
LINC00421,9.893328e-05
AL356259.1,0.0
TPTE2,9.893328e-05
LINC00350,0.0
MPHOSPH8,1.035324
PSPC1-AS2,0.0004946664
PSPC1,0.28393704
ZMYM5,0.23279291
AL355001.1,0.0009893328
AL355001.2,0.08211549
ZMYM2,0.7156822
LINC01072,0.0
GJA3,0.0030669319
LINC00556,0.0
GJB2,0.011278395
GJB6,0.00019786655
CRYL1,0.18955868
AL590096.1,0.0007914662
IFT88,0.21221493
AL161772.1,0.009002929
IL17D,0.0036605317
EEF1AKMT1,0.16423142
XPO4,0.14899549
LATS2,0.45616812
LATS2-AS1,0.04402557
SAP18,1.9727647
SKA3,0.023249323
MRPL57,1.080541
LINC01046,0.0
LINC00539,0.0047487975
ZDHHC20,0.704204
MICU2,0.2854209
FGF9,0.0028690654
LINC00424,0.0
AL136962.1,0.0034626648
LINC00621,0.0004946664
AL157931.1,0.0007914662
AL157931.2,0.0
LINC00362,0.0
SGCG,0.00029679984
SACS,0.25416055
SACS-AS1,0.0
LINC00327,0.0014839992
LINC00352,0.00019786655
TNFRSF19,0.061339013
MIPEP,0.052929703
C1QTNF9B,0.010190128
AL359736.1,0.0016818658
SPATA13,0.11189483
AL445985.1,0.0003957331
SPATA13-AS1,0.0
C1QTNF9,0.06222945
C1QTNF9-AS1,9.893328e-05
LINC00566,0.0
PARP4,0.48347494
ATP12A,9.893328e-05
RNF17,9.893328e-05
CENPJ,0.09349295
PABPC3,0.0010882661
AMER2,9.893328e-05
LINC00463,0.0
LINC01053,0.0
LINC01076,9.893328e-05
MTMR6,0.40007585
AL590787.1,0.0016818658
NUP58,0.34576645
ATP8A2,0.04768613
SHISA2,0.065890014
LINC00415,0.0
RNF6,0.3272661
AL138966.2,0.007123196
CDK8,0.07291453
WASF3,0.092305735
WASF3-AS1,0.0040562646
GPR12,0.0008903995
AL160035.1,0.0
USP12,0.38959014
USP12-AS1,0.0
USP12-AS2,0.0004946664
LINC02340,0.0014839992
LINC00412,0.00019786655
RPL21,15.7649555
RASL11A,0.025129054
GTF3A,1.0582774
MTIF3,0.86824256
LNX2,0.09626318
POLR1D,1.1573955
AL136439.1,9.893328e-05
GSX1,9.893328e-05
PDX1,0.0
LINC00543,0.00019786655
CDX2,0.0
URAD,0.0
FLT3,0.0003957331
PAN3-AS1,0.021270655
PAN3,0.25218207
FLT1,6.618592
POMP,3.784684
SLC46A3,0.23546389
MTUS2,0.001780799
MTUS2-AS2,0.0
MTUS2-AS1,0.000692533
SLC7A1,0.3882069
UBL3,0.5311643
LINC00572,0.0
LINC00544,9.893328e-05
AL354674.1,0.0
LINC00365,0.00029679984
LINC00384,0.00029679984
KATNAL1,0.14780825
LINC00427,0.0
LINC00426,0.0024733322
LINC01058,9.893328e-05
UBE2L5,0.0011871994
HMGB1,9.318143
USPL1,0.10210033
ALOX5AP,0.024832254
LINC00398,0.0
TEX26-AS1,0.0046498645
LINC00545,0.0
MEDAG,0.11288397
TEX26,0.0
AL353680.1,0.0
HSPH1,0.8852632
B3GLCT,0.09903337
RXFP2,0.0
FRY,0.44518647
FRY-AS1,0.012465593
ZAR1L,0.00019786655
BRCA2,0.11407109
N4BP2L1,0.15077631
N4BP2L2,2.5729113
PDS5B,0.6272312
AL138820.1,0.00722213
LINC00423,0.0
KL,0.13316579
STARD13,0.31242794
LINC02344,0.0014839992
AL139383.1,0.009992261
AL161719.1,0.0
AL139081.1,0.0
RFC3,0.20182656
LINC02343,0.0
LINC00457,0.0
AL161716.1,0.0
AL138690.1,9.893328e-05
NBEA,0.11535758
MAB21L1,0.0023743988
LINC00445,0.0
DCLK1,0.032648016
SOHLH2,0.00029679984
CCDC169-SOHLH2,0.0
CCDC169,0.007123196
SPART,0.5479827
SPART-AS1,0.0018797325
CCNA1,0.004155198
SERTM1,0.0004946664
RFXAP,0.11417041
SMAD9,0.4601253
ALG5,0.6133797
EXOSC8,0.34705186
SUPT20H,0.4193662
CSNK1A1L,0.00019786655
LINC01048,9.893328e-05
LINC00547,9.893328e-05
