,Myeloid.cell
LINC01890,6.525103e-05
BMP10,9.321577e-06
GKN2,0.00014448438
GKN1,0.0
ANTXR1,0.10286408
GFPT1,0.21421976
NFU1,0.2722195
AAK1,1.3779768
ANXA4,0.9051444
AC092431.1,1.3982365e-05
GMCL1,0.16098732
SNRNP27,0.3807217
MXD1,1.1659391
ASPRV1,0.0019621956
PCBP1,3.000101
AC016700.3,0.00041947124
LINC01816,0.005383144
C2orf42,0.035700236
TIA1,0.306851
PCYOX1,0.20175567
SNRPG,1.4851656
FAM136A,0.40004626
AC022201.2,0.00017710988
AC022201.1,0.0
TGFA,0.033831358
ADD2,0.005811927
AC005234.1,0.0
FIGLA,0.0010160534
CLEC4F,0.014648562
CD207,0.045763932
LINC01143,4.6607884e-06
VAX2,0.0005220088
ATP6V1B1,0.0002843081
AC007040.2,0.0002843081
ATP6V1B1-AS1,0.00019109223
ANKRD53,0.0007550487
TEX261,0.19817035
AC007040.1,2.3303943e-05
AC007881.2,0.0017431381
NAGK,2.091956
AC007881.3,0.0047865887
MCEE,0.09383638
MPHOSPH10,0.34969482
PAIP2B,0.014443318
ZNF638,0.7580475
AC007878.1,0.022147266
DYSF,0.13234359
CYP26B1,0.00079233496
EXOC6B,0.06593344
SPR,0.06670252
EMX1,6.059025e-05
AC012366.1,0.0
SFXN5,0.11101528
RAB11FIP5,0.016232992
NOTO,9.321577e-06
SMYD5,0.03828686
PRADC1,0.1428368
CCT7,0.7882345
FBXO41,0.059455235
EGR4,0.014205926
ALMS1,0.07475128
NAT8,0.00044743603
TPRKB,0.48421654
AC092653.1,0.00061988557
DUSP11,0.19767575
C2orf78,4.6607884e-06
STAMBP,0.26880425
ACTG2,0.0033511117
DGUOK,0.57800776
DGUOK-AS1,0.012429961
AC073046.1,0.0047213403
TET3,0.29898772
AC073263.1,0.0008156391
BOLA3,0.4396802
BOLA3-AS1,0.008100267
MOB1A,2.359123
AC073263.2,0.00460017
MTHFD2,0.7261146
AC006030.1,0.00054997357
SLC4A5,0.006250013
DCTN1,0.30631235
DCTN1-AS1,5.592946e-05
AC005041.1,0.0013935782
C2orf81,0.010328024
WDR54,0.14106205
RTKN,0.011926611
INO80B,0.020464791
INO80B-WBP1,0.0
WBP1,0.008212118
MOGS,0.18557931
MRPL53,0.03254968
CCDC142,0.06591013
TTC31,0.12941615
LBX2,0.0059330896
AC005041.3,0.000517348
LBX2-AS1,0.030890515
PCGF1,0.07399625
TLX2,0.00027498647
DQX1,0.00071310153
AUP1,0.9438568
HTRA2,0.15093297
LOXL3,0.14967443
DOK1,0.3186144
M1AP,0.018199746
SEMA4F,0.008901886
AC019069.1,0.016894797
HK2,0.73152065
LINC01291,0.0022744688
AC104135.1,0.000563956
LINC01293,0.0001724491
POLE4,0.70613873
TACR1,0.00016778833
AC007681.1,0.0006897975
EVA1A,0.00090885494
AC007099.1,1.3982365e-05
MRPL19,0.35463408
GCFC2,0.07676932
AC005034.3,0.014447978
AC005034.2,4.6607885e-05
AC005034.4,0.00020507461
LRRTM4,4.6607885e-05
AC079117.1,0.0
AC084149.1,0.0
AC084149.2,1.3982365e-05
LINC01851,0.0
AC012494.1,9.321577e-06
AC092660.1,0.0
REG3G,6.991182e-05
REG1B,0.0
REG1A,0.0005313301
REG3A,9.321577e-06
CTNNA2,0.00010253733
AC010975.1,0.0
AC016716.2,0.0
LRRTM1,0.0005033656
AC008067.1,0.0
AC012355.1,0.0
LINC01815,4.6607884e-06
LINC01809,0.0
AC106874.1,0.0
SUCLG1,0.60310036
DNAH6,0.0008016567
TRABD2A,0.032628983
TMSB10,50.29807
KCMF1,0.4283151
LINC01964,3.262552e-05
TCF7L1,0.0051734215
TGOLN2,2.0532298
RETSAT,0.10153098
ELMOD3,0.121119685
AC062037.2,0.00015846673
CAPG,5.0592213
SH2D6,0.004707359
MAT2A,1.9151934
GGCX,0.2802742
VAMP8,6.0489464
VAMP5,2.8213532
RNF181,1.3524259
TMEM150A,0.18747084
USP39,0.17704697
C2orf68,0.18575709
SFTPB,0.00074572687
GNLY,0.16931294
ATOH8,0.032624327
AC105053.1,0.00013982359
ST3GAL5,0.4794207
ST3GAL5-AS1,0.0022884514
AC012511.1,0.0037379568
POLR1A,0.109379426
PTCD3,0.3068105
IMMT,0.72326124
AC009309.1,0.005695403
MRPL35,0.32572734
REEP1,0.0010626614
KDM3A,0.2489694
CHMP3,0.70034844
RNF103-CHMP3,8.389417e-05
AC015971.1,0.001118591
RNF103,0.1101484
RMND5A,0.19439185
CD8A,0.062009867
CD8B,0.033090718
RGPD1,0.0001351628
PLGLB1,0.007475748
IGKV3OR2-268,0.0
LINC01943,0.06621334
CYTOR,0.5578773
AC133644.2,0.005327238
PLGLB2,0.00022371774
RGPD2,0.025568204
KRCC1,0.38528025
SMYD1,0.0
FABP1,1.8643153e-05
THNSL2,0.024426294
FOXI3,4.1947096e-05
TEX37,0.0
AC104134.1,0.00010253731
EIF2AK3,0.09058329
AC062029.1,0.018805642
RPIA,0.17994645
IGKC,2.031821
IGKV4-1,0.0022092168
IGKV5-2,1.3982365e-05
IGKV7-3,0.0
IGKV2-4,0.0
IGKV1-5,0.0009834275
IGKV1-6,0.000111858884
IGKV3-7,0.0
IGKV1-8,1.8643153e-05
IGKV1-9,0.0001491452
IGKV3-11,0.0015380626
IGKV1-12,6.991182e-05
IGKV1-13,4.6607884e-06
IGKV3-15,0.00046607922
IGKV1-16,8.855497e-05
IGKV1-17,0.0001724491
IGKV2-18,0.0
IGKV2-19,0.0
IGKV3-20,0.0019715165
IGKV6-21,1.8643153e-05
IGKV2-23,0.0
IGKV2-24,4.1947096e-05
IGKV2-26,4.6607884e-06
IGKV1-27,0.00024236094
IGKV2-28,0.0
IGKV2-29,2.3303943e-05
IGKV2-30,3.262552e-05
IGKV3-31,0.0
IGKV1-33,0.0
IGKV1-35,0.0
IGKV1-37,0.0
IGKV1-39,0.0007410663
IGKV2-40,0.0
IGKV2D-40,4.6607884e-06
IGKV1D-39,3.7286307e-05
IGKV1D-37,0.0
IGKV1D-33,0.00017710988
IGKV2D-30,0.0
IGKV2D-29,8.855496e-05
IGKV2D-28,3.262552e-05
IGKV1D-27,4.6607884e-06
IGKV2D-26,0.0
IGKV2D-24,0.0
IGKV6D-21,9.321577e-06
IGKV3D-20,5.592946e-05
IGKV2D-18,0.0
IGKV6D-41,0.0
IGKV1D-17,1.8643153e-05
IGKV1D-16,6.525103e-05
IGKV3D-15,1.8643153e-05
IGKV1D-13,0.00055929465
IGKV1D-12,4.6607884e-06
IGKV3D-11,4.6607884e-06
IGKV1D-42,0.0
IGKV1D-43,0.0
IGKV1D-8,0.00015846675
IGKV3D-7,0.0
IGKV1OR2-118,0.0
AC233263.6,2.796473e-05
AC233266.2,1.3982365e-05
IGKV1OR2-1,4.6607884e-06
AL845331.2,2.3303943e-05
ANKRD20A8P,0.0009414807
TEKT4,0.0018130501
AC103563.7,4.6607884e-06
MAL,0.009461237
AC103563.2,9.321577e-06
MRPS5,0.50352675
ZNF514,0.05978147
ZNF2,0.021485453
AC092835.1,0.0051920586
PROM2,0.0018316932
KCNIP3,0.00032625528
FAHD2A,0.106107675
TRIM43B,4.6607884e-06
AC009237.14,0.0039896276
AC009237.15,0.0005453128
TRIM43,0.0
AC008268.1,0.0
LINC00342,0.033961844
ANKRD36C,0.14869064
GPAT2,0.015380175
ADRA2B,0.003481616
ASTL,0.0024655617
DUSP2,1.4430073
AC012307.1,2.796473e-05
STARD7,0.6320371
TMEM127,0.53724706
CIAO1,0.40203065
SNRNP200,0.60402423
AC021188.1,0.0022791298
ITPRIPL1,0.029711407
NCAPH,0.06903313
NEURL3,0.025363235
AC013270.1,0.0009694454
ARID5A,0.47563916
KANSL3,0.14223398
FER1L5,0.00017710988
LMAN2L,0.04181026
CNNM4,0.061314814
CNNM3-DT,0.00043811448
CNNM3,0.04425241
ANKRD23,0.005094187
ANKRD39,0.14243902
SEMA4C,0.07229517
FAM178B,0.0009368199
FAHD2B,0.014079795
ANKRD36,0.13912396
AC159540.2,0.00029362968
AC159540.1,4.6607885e-05
IGKV2OR2-10,0.0
IGKV1OR2-6,0.0
AC092683.1,0.21169545
AC092683.2,0.00032159447
ANKRD36B,0.2247762
COX5B,3.382146
ACTR1B,0.1612443
C2orf92,0.0130591355
ZAP70,0.021350384
TMEM131,0.42354557
VWA3B,0.0003029513
AC092675.1,0.0
CNGA3,0.0
INPP4A,0.2664956
COA5,0.31573594
UNC50,0.32528472
MGAT4A,1.6683934
AC109826.1,0.14570932
KIAA1211L,0.07530123
TSGA10,0.03206033
C2orf15,0.0032066288
AC079447.1,0.00079699594
LIPT1,0.05920355
AC092587.1,0.0019435524
MITD1,0.43602416
MRPL30,0.14882366
LYG2,0.003290523
LYG1,0.0026846195
TXNDC9,0.32067546
EIF5B,1.4290478
REV1,0.29415762
AC018690.1,0.0025214914
AFF3,0.04598175
AC092667.1,0.0005313304
LINC01104,1.3982365e-05
LONRF2,0.0013842556
CHST10,0.015799558
NMS,0.0
PDCL3,0.4390034
LINC01849,0.00020973537
LINC01868,0.0
AC092168.1,0.0
NPAS2,0.002134645
AC016738.2,1.8643153e-05
AC016738.1,0.001370274
RPL31,3.2904422
TBC1D8,0.10250504
TBC1D8-AS1,0.01216896
CNOT11,0.18631932
RNF149,1.8115432
CREG2,0.0035095804
RFX8,0.0029316407
LINC01870,0.0
MAP4K4,0.5472056
LINC01127,0.012476586
IL1R2,0.13682087
IL1R1,0.0543615
AC007271.1,0.0
IL1RL2,0.016023315
IL1RL1,0.0020647321
IL18R1,0.025428433
IL18RAP,0.004926416
SLC9A4,0.00015380594
SLC9A2,0.0002703257
MFSD9,0.033551708
TMEM182,0.012052443
LINC01796,4.6607884e-06
LINC01935,0.0
AC108051.1,3.262552e-05
AC073987.1,4.6607884e-06
AC013727.1,0.0
LINC01965,6.525103e-05
AC068535.1,0.0
LINC01831,4.6607884e-06
LINC01102,4.1947096e-05
AC013402.1,4.6607884e-06
AC068057.1,0.0
LINC01114,0.0011092694
POU3F3,4.1947096e-05
AC018730.1,0.0
AC010884.1,6.059025e-05
MRPS9,0.18254526
AC104655.1,3.262552e-05
LINC01918,0.0003915064
GPR45,4.6607884e-06
AC012360.2,0.004451026
TGFBRAP1,0.17204645
AC012360.1,0.0013935782
AC012360.3,0.023177264
C2orf49,0.2215238
FHL2,0.007923197
AC108058.1,0.000116519666
NCK2,0.23122835
AC010978.1,0.0013376486
AC009505.1,4.6607884e-06
C2orf40,0.00096944516
UXS1,0.21347757
AC018878.1,1.3982365e-05
RGPD3,0.0005220088
CD8B2,0.0031926462
AC108868.1,0.0018177108
ST6GAL2,0.00034955927
LINC01789,0.0
AC096669.1,0.0
LINC01885,0.0
LINC01886,4.6607884e-06
RGPD4-AS1,0.0002377001
RGPD4,0.0001724491
SLC5A7,0.0
LINC01593,0.0
LINC01594,4.6607884e-06
SULT1C3,0.0
SULT1C2,0.012765575
SULT1C4,0.0029735884
GCC2,1.0890758
GCC2-AS1,0.0018456756
LIMS1,3.811436
LIMS1-AS1,0.0001071981
RANBP2,1.2907498
CCDC138,0.030974433
EDAR,5.1268675e-05
SH3RF3-AS1,0.0029922319
SH3RF3,0.051933065
SEPT10,0.15077145
SOWAHC,0.050651412
AC074387.1,6.525103e-05
RGPD5,0.16638878
LIMS3,0.0009880887
AC013271.1,0.0010440181
LINC01123,6.059025e-05
MALL,0.0037006726
NPHP1,0.0111809205
SMIM37,0.49950388
LINC01106,0.00016778831
AC112229.3,0.0001351628
LIMS4,9.321577e-06
AC112229.2,4.6607884e-06
RGPD6,0.0001351628
AC226101.1,0.0
BUB1,0.08371874
AC114776.1,9.321577e-06
ACOXL,0.0005592952
MIR4435-2HG,0.24658573
ACOXL-AS1,6.525103e-05
BCL2L11,0.2525642
AC108463.2,0.0
AC108463.3,0.01262571
AC068491.2,4.6607884e-06
AC068491.3,0.019364905
AC017002.5,9.321577e-06
AC017002.3,0.008170209
AC017002.1,0.00042413204
AC017002.2,0.0
ANAPC1,0.12882864
MERTK,0.94086975
TMEM87B,0.35961333
FBLN7,0.005028947
ZC3H8,0.13652998
ZC3H6,0.18321158
RGPD8,0.005494997
TTL,0.25895354
POLR1B,0.05782406
CHCHD5,0.4905155
AC012442.1,0.00061522477
AC079922.2,0.025307154
SLC20A1,0.39944378
NT5DC4,0.0016172962
CKAP2L,0.062513076
IL1A,0.09068196
IL1B,5.8101
IL37,0.00013050203
IL36G,7.4572614e-05
IL36A,0.0
IL36B,6.525104e-05
IL36RN,0.00013050206
IL1F10,0.0
IL1RN,1.1921072
PSD4,0.18100935
AC016683.1,0.00013050203
PAX8,0.07272393
IGKV1OR2-108,9.321577e-06
AC016745.1,0.00041481043
AC016745.2,0.01663381
CBWD2,0.09759743
FOXD4L1,0.0005173479
LINC01961,1.3982365e-05
PGM5P4-AS1,0.00034489846
FAM138B,2.3303943e-05
RABL2A,0.028467009
AC017074.2,0.0
AC017074.1,0.00029829048
SLC35F5,0.19225042
AC104653.2,0.00029362968
AC104653.1,0.006180108
AC110769.2,0.04387026
ACTR3,3.494316
LINC01191,0.006054271
AC110769.1,0.0005080264
AC010982.1,0.0
DPP10,2.796473e-05
DPP10-AS1,9.321575e-05
AC009312.1,0.0
DDX18,1.2259991
AC009404.1,0.04012799
CCDC93,0.29408252
AC009303.2,0.00061056396
AC009303.3,1.8643153e-05
INSIG2,0.28207958
AC093901.1,0.0028058
LINC01956,0.0
EN1,7.457261e-05
MARCO,5.051762
AC013457.1,0.00047073996
C1QL2,6.991182e-05
STEAP3,0.19932659
STEAP3-AS1,0.0005779384
C2orf76,0.07962158
DBI,4.092773
TMEM37,0.2799801
SCTR,0.00040548886
AC013275.1,0.00021905695
CFAP221,8.389417e-05
TMEM177,0.029236011
PTPN4,0.07125121
EPB41L5,0.009237458
AC012363.1,0.00024236091
TMEM185B,0.08400718
RALB,0.4803744
AC012363.2,2.3303943e-05
INHBB,0.001109269
AC073257.2,6.525103e-05
AC073257.1,0.0
AC018866.1,9.321577e-06
GLI2,0.00015380596
AC017033.1,1.8643153e-05
AC067960.1,0.0
AC079988.1,0.0
TFCP2L1,0.0630906
CLASP1,0.15055333
AC012447.1,0.00042879285
NIFK-AS1,0.057441853
NIFK,0.56214106
TSN,0.33327103
LINC01823,6.525103e-05
LINC01826,0.00022371773
AC073409.1,0.0
AC079154.1,0.0
CNTNAP5,4.6607884e-06
LINC01889,0.0
LINC01941,0.0
AC023347.1,0.00011651968
GYPC,1.3745697
TEX51,0.0
AC012508.2,3.262552e-05
AC012508.1,0.0001351628
BIN1,0.5506087
CYP27C1,0.0002610041
ERCC3,0.12694342
MAP3K2,1.4608254
AC068282.1,0.01077079
PROC,0.036809616
IWS1,0.3892648
AC010976.1,0.0005732776
MYO7B,0.002325738
AC010976.2,9.7876546e-05
LIMS2,0.0023257376
GPR17,5.592946e-05
WDR33,0.5033033
SFT2D3,0.06309518
POLR2D,0.15100457
AMMECR1L,0.06296932
AC012306.2,0.041553922
SAP130,0.07105542
UGGT1,0.35431373
HS6ST1,0.051783927
AC012451.1,0.0
LINC01854,9.321577e-06
LINC02572,8.389417e-05
LINC01856,0.000116519666
RAB6C,0.0001724491
POTEF,5.592946e-05
AC018865.1,0.0
CCDC74B,0.0006245463
SMPD4,0.13752943
MZT2B,1.9405361
TUBA3E,2.3303943e-05
CCDC115,0.37485778
IMP4,0.46110648
PTPN18,0.7009238
POTEI,0.00018643144
AC013269.2,0.0
CFC1B,0.0
PRSS40A,0.0004987048
AC140481.2,0.0
CFC1,0.0
POTEJ,1.3982365e-05
GPR148,0.0
AC140481.1,0.0
AMER3,4.6607884e-06
AC133785.1,9.321577e-06
ARHGEF4,0.00097410625
FAM168B,0.18868783
PLEKHB2,1.2997938
POTEE,0.0002610041
RAB6D,8.855496e-05
AC073869.5,4.6607884e-06
LINC01120,2.796473e-05
AC073869.3,0.0010440183
MZT2A,0.687769
TUBA3D,0.00042413198
CCDC74A,0.0039150584
LINC01087,6.991182e-05
C2orf27B,0.0018876229
AC103564.1,0.0
AJ239322.2,0.0
AJ239322.1,6.991182e-05
LINC01945,0.0
ANKRD30BL,2.796473e-05
AC097532.1,4.6607884e-06
AC097532.2,0.00033091605
GPR39,0.0006385287
LYPD1,0.008226155
AC010974.1,0.0
NCKAP5,0.073292606
AC016909.2,6.991182e-05
AC010890.1,0.00049404404
AC011243.1,6.525103e-05
MGAT5,0.31096867
TMEM163,0.02591305
CCNT2-AS1,0.006366528
ACMSD,8.389417e-05
CCNT2,0.250374
MAP3K19,0.000116519666
RAB3GAP1,0.33988613
ZRANB3,0.023647983
R3HDM1,0.20685679
UBXN4,1.6253108
LCT,0.000111858884
AC011893.1,0.0008016565
MCM6,0.20494369
DARS,0.9094181
DARS-AS1,0.015869474
AC068492.1,0.00034489846
CXCR4,3.3488932
THSD7B,3.262552e-05
HNMT,1.8286443
LINC01832,4.6607884e-06
AC114763.1,0.003435008
AC114763.2,6.059025e-05
SPOPL,0.27563375
AC092620.3,0.0014401862
AC092620.1,0.0020833763
NXPH2,4.6607884e-06
AC062021.1,4.6607884e-06
AC016710.1,4.6607884e-06
LINC01853,0.0
LRP1B,0.00053599104
KYNU,0.76080775
ARHGAP15,0.37633312
AC013437.1,0.0
AC096558.1,0.00068513677
AC096558.2,0.0002843081
AC079793.1,0.000121180456
AC092652.1,0.00010253731
AC092652.2,0.00022371773
AC079584.2,3.7286307e-05
AC079584.1,9.321577e-06
AC016910.1,9.7876524e-05
GTDC1,0.13100186
ZEB2,4.9615836
AC009951.2,0.00045209684
ZEB2-AS1,0.11482299
LINC01412,0.004152749
TEX41,0.0021486273
AC023128.1,0.00014448441
LINC01966,0.0
AC096666.1,4.1947096e-05
AC092484.1,0.03612506
AC062031.1,0.0
LINC01911,0.0
ACVR2A,0.07869416
AC009480.1,0.000563956
ORC4,0.17172156
MBD5,0.18054402
EPC2,0.16047718
AC105402.3,9.7876524e-05
KIF5C,0.004269266
LYPD6B,0.001799067
LYPD6,0.00034023766
MMADHC,0.58734685
AC007364.1,0.0012630759
LINC01931,0.00018177067
LINC01817,4.6607884e-06
RND3,0.3390935
LINC01920,4.6607884e-06
AC104777.3,0.0
AC104777.2,0.0
AC104777.1,0.0
AC023469.1,0.0
AC018731.1,0.0
RBM43,0.15610994
NMI,1.0425767
TNFAIP6,0.14214286
RIF1,0.6506425
NEB,0.025386393
ARL5A,0.405268
AC068547.1,0.0
CACNB4,0.025908418
AC079790.1,4.1947096e-05
STAM2,0.27718228
FMNL2,1.126417
PRPF40A,1.7319868
ARL6IP6,0.22638513
LINC01850,0.0
RPRM,0.00010253731
GALNT13,7.457261e-05
AC009227.1,3.262552e-05
AC009227.2,0.0
AC061961.1,0.0
KCNJ3,0.000116519666
AC092625.1,0.0
LINC01876,0.00032625528
AC074099.1,0.024389153
NR4A2,5.1189666
GPD2,0.22850479
LINC01958,4.6607884e-06
GALNT5,0.00053133036
ERMN,0.015161058
CYTIP,1.0213851
ACVR1C,0.0016172965
AC019186.1,0.002372346
ACVR1,0.11268844
UPP2,4.6607885e-05
AC013731.1,0.0036354223
AC091488.1,0.0010999478
CCDC148-AS1,4.6607884e-06
CCDC148,0.0010393573
PKP4,0.052473724
PKP4-AS1,4.6607885e-05
AC005042.2,0.0
DAPL1,0.046410292
TANC1,0.010938588
WDSUB1,0.0900706
BAZ2B,0.92294306
AC008277.1,0.000633868
AC009506.1,0.039657068
AC009961.1,0.016167743
MARCH7,0.6939158
CD302,0.8818391
LY75-CD302,0.00035422007
LY75,0.18568313
PLA2R1,0.0035701708
ITGB6,0.0009088541
LINC02478,0.0015380629
RBMS1,1.1379503
AC009313.1,4.1947096e-05
TANK,0.7768678
AC009299.3,0.00016312752
LINC01806,0.004446367
PSMD14,0.7456212
TBR1,0.00037286332
AC009487.1,4.6607884e-06
SLC4A10,0.0013329872
DPP4,0.023951143
AC008063.1,1.8643153e-05
AC008063.2,0.00016778833
GCG,0.0
AC007750.1,0.0004054888
FAP,0.0039197216
IFIH1,0.97016877
GCA,1.0394986
KCNH7,5.592946e-05
AC011900.1,0.0
FIGN,0.00055929506
AC016766.1,9.321577e-06
GRB14,0.00016778833
COBLL1,0.008580342
AC019197.1,5.1268675e-05
SLC38A11,0.00011185891
SCN3A,0.00014914517
SCN2A,0.00021905698
CSRNP3,0.0004567576
GALNT3,0.045631975
AC009495.3,0.0011139303
AC009495.1,0.000111858884
AC009495.2,0.00040548883
TTC21B,0.09753687
AC010127.1,4.6607885e-05
SCN1A,4.1947096e-05
SCN9A,0.019458262
SCN7A,0.00056395587
XIRP2,9.321577e-06
XIRP2-AS1,0.0
AC073050.1,1.3982365e-05
AC016723.1,1.3982365e-05
B3GALT1,6.525103e-05
STK39,0.08020419
CERS6,0.41751483
NOSTRIN,0.0017477984
SPC25,0.064722285
G6PC2,4.6607884e-06
ABCB11,2.3303943e-05
DHRS9,0.05688743
AC007556.1,3.262552e-05
LRP2,0.00035422007
BBS5,0.035961308
AC093899.2,4.6607884e-06
KLHL41,0.002092698
FASTKD1,0.112175785
PPIG,1.339972
CCDC173,0.001561367
PHOSPHO2,0.014350108
KLHL23,0.006226719
SSB,2.1091843
METTL5,0.44897807
UBR3,0.21878617
MYO3B,0.00034489846
AC012594.1,0.0001351628
AC007277.1,4.6607884e-06
LINC01124,2.3303943e-05
SP5,0.00010253731
AC007405.1,0.00013516282
AC007405.3,0.0006105639
ERICH2,0.00025634334
GAD1,0.0013376486
AC007405.2,3.262552e-05
GORASP2,0.26998335
TLK1,0.3377352
METTL8,0.15013063
DCAF17,0.06613384
CYBRD1,0.25861275
DYNC1I2,1.2716485
SLC25A12,0.061109744
HAT1,0.36984274
METAP1D,0.017649805
DLX1,0.00010719811
DLX2,0.0009228371
DLX2-DT,4.6607885e-05
AC104088.1,9.321577e-06
ITGA6,0.3510943
AC078883.2,0.00021439616
AC078883.3,0.018209074
AC078883.1,0.024915658
PDK1,0.22144361
RAPGEF4-AS1,1.3982365e-05
RAPGEF4,0.0022651474
MAP3K20,0.32960418
MAP3K20-AS1,0.00021439616
CDCA7,0.053280313
AC106900.2,7.457261e-05
AC106900.1,0.00029362968
SP3,0.47368735
AC016737.1,0.0023024338
AC016737.2,0.0008622471
LINC01960,0.0009974103
OLA1,0.5484126
LINC01305,0.0007923351
SP9,6.525103e-05
CIR1,0.81264484
SCRN3,0.088905446
GPR155,0.5381099
AC010894.2,0.005592873
AC010894.3,0.0018037282
WIPF1,1.5963527
AC010894.4,0.0010440183
CHRNA1,0.0014168819
CHN1,0.012169018
ATF2,0.26144657
AC096649.1,0.00019109226
ATP5MC3,2.6722398
AC093459.1,4.6607884e-06
AC016751.2,0.0
AC016751.1,4.6607884e-06
LNPK,0.2632726
EVX2,0.0
HOXD13,0.0
HOXD12,0.0
HOXD11,2.796473e-05
HOXD10,4.1947096e-05
HOXD-AS2,0.0012444326
HOXD9,0.00045675764
HOXD8,0.001002071
HOXD3,0.00013516282
AC009336.2,9.321577e-06
HOXD4,0.0002656649
HAGLR,0.0010533399
AC009336.1,2.3303943e-05
HAGLROS,0.0009787668
HOXD1,0.00087156857
MTX2,0.21848921
AC017048.1,0.0
AC017048.2,4.6607884e-06
AC017048.3,2.3303943e-05
LINC01116,0.009847983
LINC01117,0.0003029513
AC092162.2,1.3982365e-05
AC073636.1,0.0
AC074286.1,0.0002610041
AC079305.3,0.0002563433
HNRNPA3,3.2817852
NFE2L2,1.9070072
AC079305.1,0.018884854
AC019080.3,0.00024236091
AC019080.4,0.0004847224
AGPS,0.4111205
TTC30B,0.017654464
AC073834.1,1.3982365e-05
TTC30A,0.01032337
PDE11A,0.0003355768
PDE11A-1,0.0
AC012499.1,1.8643153e-05
RBM45,0.072332434
OSBPL6,0.006352563
AC009948.1,0.14043553
PRKRA,0.19347863
PJVK,0.005369162
FKBP7,0.02558212
PLEKHA3,0.3242377
TTN-AS1,0.075860515
TTN,0.041311916
AC009948.4,0.0096522365
AC009948.3,0.010132289
AC010680.3,0.011940585
AC010680.2,0.007471089
AC010680.4,0.0045908433
AC010680.5,0.0002656649
AC010680.1,9.321575e-05
CCDC141,0.011544505
SESTD1,0.24959221
AC093911.1,4.6607884e-06
ZNF385B,6.059025e-05
CWC22,0.30391088
AC009478.1,9.321577e-06
SCHLAP1,0.0014821332
UBE2E3,0.34908345
AC104076.1,5.1268675e-05
AC068196.1,0.00019575302
LINC01934,0.016792372
AC020595.1,1.8643153e-05
ITGA4,0.85137105
CERKL,0.0026986017
NEUROD1,0.0
AC009962.1,0.006343232
SSFA2,0.44995365
PPP1R1C,0.0006618327
PDE1A,0.00066649355
DNAJC10,0.53437436
FRZB,0.0007270838
NCKAP1,0.007774047
DUSP19,0.008454478
AC064871.1,0.0
NUP35,0.05487856
AC021851.1,0.0027824962
AC096667.1,0.15627939
ZNF804A,0.06183218
AC007966.1,1.8643153e-05
FSIP2,0.004185374
FSIP2-AS1,0.00048938324
LINC01473,0.011367337
AC017071.1,0.008510399
ZC3H15,1.2350153
ITGAV,0.90713215
AC017101.1,0.00036354165
FAM171B,0.0042925673
ZSWIM2,6.525103e-05
AC007319.1,0.0008109783
CALCRL,0.020963619
TFPI,0.042001683
LINC01090,9.321577e-06
GULP1,0.0008436039
DIRC1,9.7876524e-05
COL3A1,0.052520756
COL5A2,0.013679156
AC133106.1,0.0
WDR75,0.14620854
SLC40A1,0.7794373
ASNSD1,0.2320894
ANKAR,0.04380499
OSGEPL1,0.052175395
OSGEPL1-AS1,0.0017711028
AC013468.1,0.0024189537
ORMDL1,0.80584675
PMS1,0.11575978
C2orf88,0.00491245
MSTN,0.00018177067
HIBCH,0.18809648
INPP1,0.09592896
MFSD6,0.09197214
AC093388.1,0.0028943554
NEMP2,0.04811604
AC108047.1,0.0024981876
NAB1,0.18070593
AC006460.1,0.00013982359
AC005540.1,0.0022604866
GLS,0.9531297
STAT1,3.398907
AC067945.2,6.059025e-05
STAT4,0.063095234
AC092614.1,2.796473e-05
MYO1B,0.019528318
NABP1,1.8189538
AC098872.1,6.059025e-05
CAVIN2,0.030154718
AC098617.1,4.1947096e-05
TMEFF2,3.262552e-05
AC013401.1,0.0
PCGEM1,4.6607884e-06
AC068135.2,7.923338e-05
LINC01821,0.0
LINC01790,0.0
AC010983.1,1.3982365e-05
AC104823.1,9.7876524e-05
AC064834.1,5.592946e-05
LINC01825,0.0005686168
LINC01827,0.0011232517
SLC39A10,0.40927395
DNAH7,0.0010626614
STK17B,1.4457034
AC114760.2,0.121240385
HECW2,0.0096848905
AC020571.1,0.005928447
AC068544.1,2.3303943e-05
CCDC150,0.01935561
GTF3C3,0.17323174
C2orf66,6.059025e-05
PGAP1,0.037625108
ANKRD44,0.7669833
AC013264.1,0.0029502849
AC010746.1,0.0007550487
SF3B1,1.6694663
COQ10B,0.31918254
HSPD1,2.5067976
HSPE1,2.3849685
HSPE1-MOB4,2.796473e-05
MOB4,0.30670255
RFTN2,0.0024422572
AC011997.1,0.0005639559
MARS2,0.017071892
BOLL,6.525103e-05
PLCL1,0.03582612
AC020719.1,4.6607884e-06
LINC01923,0.0
AC019330.1,0.0
AC020718.1,0.0
SATB2,0.007676161
AC016746.1,4.1947096e-05
SATB2-AS1,2.796473e-05
LINC01877,0.0
FTCDNL1,0.06744349
C2orf69,0.1474237
TYW5,0.08008298
MAIP1,0.14930072
SPATS2L,1.0305717
KCTD18,0.08646796
SGO2,0.18598159
AOX1,0.0011558775
LINC01792,0.0021346451
AC007163.1,0.000111858884
BZW1,1.6027038
CLK1,0.6927315
PPIL3,0.20402475
NIF3L1,0.10113021
ORC2,0.09286232
AC005037.1,0.002721906
FAM126B,0.23443092
NDUFB3,1.2347682
AC007272.1,0.00071310153
