P1_Normal,P1_Tumor,P10_Normal,P10_Tumor,P2_Normal,P2_Tumor,P3_Normal,P3_Tumor,P4_Normal,P4_Tumor,P5_Normal,P5_Tumor,P6_Normal,P6_Tumor,P7_Normal,P7_Tumor,P8_Normal,P8_Tumor,P9_Normal,P9_Tumor
CTD-2199O4.6,0,0,0,0,0.00086398015,0.00027560513,0,0,0,0.0004400432,0,0,0,0.00032748116,0.0004223681,0.0008345962,0,0,0,0.00036607162
CTD-2256P15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073214323
ROPN1L-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROPN1L,0.0016508808,0,0,0.0016675016,0.0017279603,0.0016536308,0,0,0,0.0022002158,0.0010407132,0.00071277475,0.0017848026,0.00032748116,0.0004223681,0.00020864906,0,0.0018594847,0.0002035045,0.0010982148
RP11-1C1.7,0.0016508808,0.00028854347,0.0007806689,0.00033350033,0.00086398015,0.0008268154,0,0,0,0.0004400432,0.0010407132,0.00071277475,0.0002549718,0.0009824435,0.0004223681,0.0008345962,0.0060518575,0,0.0006105135,0.00036607162
RP11-1C1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1C1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1C1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
ANKRD33B,0,0,0,0,0,0.00027560513,0,0,0,0.0004400432,0.0010407132,0.0014255495,0.0005099436,0,0.0008447362,0.00062594714,0,0,0.000407009,0.0010982148
ANKRD33B-AS1,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0.00020864906,0,0,0,0
CTD-2154B17.4,0.0016508808,0.00028854347,0.0007806689,0.00033350033,0.00086398015,0.00055121025,0.0041631055,0,0,0,0.0020814263,0.00071277475,0,0.00032748116,0.0012671043,0,0,0,0.0028490631,0.00073214323
CTD-2154B17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNND2,0.008254404,0,0.015613377,0.0016675016,0.0034559206,0.008819364,0.0145708695,0,0,0.0030803022,0.01352927,0.0021383243,0.0025497181,0,0,0,0,0.0018594847,0.000814018,0.0018303581
RP11-308B16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-419C19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-305H11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-51A17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTB-40H15.4,0,0,0.0007806689,0,0.00028799337,0.00055121025,0.0020815528,0,0,0,0,0,0,0.0006549623,0,0.00062594714,0,0,0.0006105135,0.00036607162
RP1-251I12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-137K24.1,0,0,0.00039033446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2350J17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARCH11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-19O2.1,0,0,0,0,0,0,0,0,0,0,0,0.00071277475,0,0,0,0,0,0,0,0
RP11-19O2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0002549718,0,0,0,0,0,0,0
RP1-167G20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-167G20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-260E18.1,0.0008254404,0,0.0007806689,0,0.00028799337,0,0,0,0,0.0004400432,0,0.0014255495,0,0.0006549623,0,0.00020864906,0,0.0018594847,0,0.00073214323
CTC-461F20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002035045,0.00073214323
CTD-2228A4.1,0.0008254404,0,0,0,0,0,0,0,0,0.0004400432,0,0,0,0,0,0,0,0,0,0
AC091878.1,0,0.00028854347,0,0.0010005011,0,0,0.0041631055,0,0,0.0008800864,0,0,0,0.00032748116,0,0,0.0020172857,0,0.0002035045,0
CTD-2139B15.2,0.0016508808,0,0.00039033446,0.0013340013,0.0017279603,0.0030316561,0.0041631055,0,0.0043683685,0.0013201296,0.0031221393,0.004989424,0.0005099436,0.0026198493,0.0016894724,0.005216226,0.008069143,0.0065081962,0.001221027,0.007687504
CTD-2139B15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2139B15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-321E2.3,0,0,0.0007806689,0.00033350033,0,0,0.0020815528,0,0,0,0,0,0,0,0.0004223681,0.00062594714,0,0.002789227,0.000407009,0.00036607162
RP11-321E2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-454P21.1,0.0008254404,0,0.00039033446,0,0,0.00027560513,0,0,0,0,0,0,0.0015298307,0.00032748116,0,0,0,0,0,0
CTD-2023M8.1,0,0.00028854347,0.00039033446,0,0.00028799337,0,0,0.0182955,0,0,0,0.0014255495,0,0.00032748116,0,0,0,0,0,0.00036607162
RP11-124N3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-124N3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH18,0.0008254404,0,0,0.0010005011,0,0,0,0,0,0,0,0,0.0002549718,0.0006549623,0.0004223681,0,0,0,0,0.00073214323
RP11-420O16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-774D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013099246,0,0.00020864906,0,0,0,0
CTD-2333M24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-374A4.1,0.0024763213,0.00028854347,0.00039033446,0,0.0034559206,0,0,0,0.013105107,0,0,0,0.0002549718,0.0026198493,0.0004223681,0.0004172981,0.0020172857,0,0.0002035045,0
CDH12,0.0008254404,0,0.0011710033,0,0.0020159537,0.0011024205,0.0020815528,0,0.008736737,0.0008800864,0.0020814263,0,0,0,0,0,0,0,0.0002035045,0
CTD-2234B20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5orf17,0,0,0.005074348,0.0040020044,0.002303947,0.0024804461,0,0,0.0043683685,0.0052805184,0,0.002851099,0.0010198872,0.0036022929,0.0021118405,0.008554611,0.0040345713,0.009297423,0.003256072,0
CTD-2074D8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH10,0,0,0,0,0.00028799337,0,0,0,0,0,0,0,0.00076491537,0,0,0,0,0,0,0.00036607162
RP11-116O11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-730N24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-730N24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-549K20.1,0.0008254404,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0.0020172857,0.00092974235,0,0
RP11-184E9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-192H6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-184E9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-351N6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2533K21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407009,0.0014642865
CTD-3007L5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2061E9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2134P3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2010I22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-152K4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH6,0,0,0,0.015007515,0,0,0.05203882,0.0548865,0,0.0022002158,0,0,0,0.0016374058,0,0,0.0040345713,0.011156908,0,0.00036607162
RP11-5N11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5N11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5N11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2004A9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026703.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2218G20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2066L21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2066L21.2,0,0,0.00039033446,0,0,0,0,0,0,0,0.0010407132,0,0.0002549718,0,0.0004223681,0,0,0,0.0002035045,0.0010982148
RP11-113I22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2233C11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1084J3.4,0.0008254404,0,0.0007806689,0.0010005011,0.00028799337,0,0,0,0,0.0004400432,0.0010407132,0,0,0,0,0.00020864906,0,0,0.0002035045,0
RP11-1250I15.3,0.0016508808,0,0,0,0.00028799337,0.00055121025,0,0,0,0,0.0020814263,0.00071277475,0.0005099436,0.00032748116,0,0,0,0,0.000407009,0.00036607162
CTD-2024P10.2,0.0008254404,0.0008656304,0,0.0016675016,0.0014399668,0.0013780256,0.0020815528,0,0,0,0,0,0.0002549718,0,0.0008447362,0.00020864906,0,0,0,0
CTD-2024P10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC23L,0.0008254404,0.00028854347,0.0011710033,0.00033350033,0.0017279603,0,0,0,0,0.0017601728,0,0,0.0005099436,0.0006549623,0.0004223681,0,0,0,0.0010175225,0
AGXT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC010368.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2113L7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
CAPSL,0,0,0.0007806689,0.0020010022,0,0.0008268154,0.0020815528,0,0,0.0013201296,0,0.0021383243,0,0,0.0012671043,0.0004172981,0.0020172857,0,0,0.00073214323
RP11-79C6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGT3A1,0,0,0.00039033446,0,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADK2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RANBP3L,0,0.0008656304,0,0,0,0,0.0062446585,0,0,0,0,0.00071277475,0,0,0,0,0,0,0.0002035045,0
CTD-2353F22.1,0,0,0.0007806689,0.0010005011,0.00028799337,0.00027560513,0.0041631055,0.00914775,0,0.0035203455,0.0020814263,0.004989424,0.0012748591,0.00032748116,0.0004223681,0.003338385,0.0040345713,0.0046487115,0.001221027,0.0032946446
CTD-2653M23.3,0.0016508808,0,0.0007806689,0.0013340013,0.00086398015,0.00027560513,0.0020815528,0,0,0.0008800864,0,0.00071277475,0,0.0006549623,0,0,0,0,0.000407009,0
CTD-2194L12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2194L12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2130F23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2130F23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
CTD-2116N24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2207A17.1,0.0008254404,0,0,0.00033350033,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFLAM-AS4,0.0008254404,0,0,0.00033350033,0.00057598675,0.00055121025,0,0,0.008736737,0,0,0,0,0,0.0004223681,0,0,0.00092974235,0.000407009,0
EGFLAM-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFLAM-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFLAM-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2263F21.1,0,0,0,0.00033350033,0.00028799337,0.0008268154,0,0,0,0,0.0020814263,0,0.0005099436,0,0,0,0,0,0.0002035045,0
CTD-2196P11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-122C5.1,0.004127202,0.00028854347,0,0.0013340013,0.005471874,0.0024804461,0.0020815528,0,0,0.0004400432,0.0041628527,0,0.0017848026,0,0.0016894724,0.00062594714,0,0.0018594847,0.002035045,0
RP11-122C5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008964.1,0,0,0,0,0.00028799337,0.0013780256,0,0.00914775,0,0.0008800864,0.0010407132,0.003563874,0.0002549718,0.0016374058,0,0.003755683,0,0.0037189694,0.0002035045,0.0025625012
C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2078B5.2,0,0,0.00039033446,0.003001503,0.00086398015,0,0,0,0,0.0030803022,0,0,0.0010198872,0,0.0004223681,0,0,0.00092974235,0.000814018,0.00073214323
LINC00603,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0.00076491537,0,0,0,0,0,0,0
LINC00604,0,0,0,0.00066700066,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0.00092974235,0,0
MROH2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6,0,0,0.00039033446,0,0,0,0,0,0,0,0,0,0.0005099436,0,0,0,0,0,0.0002035045,0
RP11-112L7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020172857,0,0,0
CTD-2325A15.5,0.0008254404,0.00028854347,0.00039033446,0.00033350033,0.00086398015,0.0013780256,0,0,0,0,0.0010407132,0,0.0002549718,0.00032748116,0.0004223681,0,0,0.00092974235,0.0002035045,0
CTD-2035E11.4,0.0016508808,0,0.0015613378,0.00033350033,0.0017279603,0.0019292358,0.0020815528,0.00914775,0,0.0017601728,0,0.0014255495,0.0020397743,0.0016374058,0.0008447362,0.00020864906,0,0.0018594847,0.000407009,0.00073214323
RP11-8L21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF10,0.0016508808,0,0.00039033446,0,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0.0020172857,0,0.000407009,0.00036607162
FGF10-AS1,0,0,0,0.0010005011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
RP11-473L15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-503D12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-53O19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-357F12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCN1,0,0,0,0,0,0,0,0,0.0043683685,0,0,0,0.0002549718,0,0,0,0,0,0.0002035045,0
CTD-2013M15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-269M20.3,0,0.00028854347,0,0,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0,0,0
RP11-317O24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
RP11-317O24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2089N3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2089N3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2089N3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2314G24.2,0.0008254404,0,0,0.0010005011,0.00028799337,0.00027560513,0,0,0,0,0,0,0.0005099436,0.0006549623,0.0029565769,0.0016691925,0,0,0.0030525678,0.00073214323
CTD-2335O3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2203A3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2288O8.1,0,0,0,0,0,0,0,0.036591,0,0,0,0,0,0,0,0.0004172981,0,0.0046487115,0,0
CTD-2175A23.1,0,0,0.00039033446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2081C10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01033,0,0,0,0,0,0,0,0.00914775,0,0,0,0.00071277475,0.0002549718,0,0.0004223681,0,0.0020172857,0,0,0.00073214323
RP11-45H22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESM1,0,0,0.0011710033,0.012006012,0,0.00055121025,0,0.00914775,0,0.0004400432,0.008325705,0.00071277475,0,0,0,0.00062594714,0.0040345713,0.0018594847,0,0
GZMK,0.0008254404,0,0,0.0010005011,0.0020159537,0.0099217845,0.008326211,1.7746636,0,0,0.007284992,0.13970385,0.0104538435,0.016374059,0.004223681,0.003755683,0.05850129,0.3867728,0.0044770995,0.015375008
CTD-2313F11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2313F11.3,0,0,0,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZMA,0,0,0.0027323412,0.01800902,0.019295558,0.064215995,0.08742522,13.922875,0,0.01364134,0.010407131,1.7919159,0.046914812,0.072045855,0.012671044,0.10703697,0.13314086,0.7456534,0.024624046,0.3763216
MCIDAS,0,0,0,0.00033350033,0,0,0,0,0,0,0,0.00071277475,0,0.00032748116,0,0.0004172981,0,0,0.0002035045,0
DDX4,0,0,0,0,0,0.00027560513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2031P19.5,0,0,0.0007806689,0.0010005011,0.00028799337,0.00027560513,0,0,0.0043683685,0.0008800864,0.0020814263,0.009978848,0.0002549718,0.0016374058,0.0004223681,0.0010432453,0.0060518575,0.00092974235,0.0006105135,0
CTD-2227I18.1,0.0008254404,0,0,0,0.00086398015,0,0,0,0,0.0004400432,0,0.00071277475,0,0,0,0.00020864906,0,0,0,0
ANKRD55,0.0008254404,0.00028854347,0.012881037,0.0023345025,0.02649539,0.013780256,0.008326211,0.08232975,0.0043683685,0.026402593,0.0041628527,0.05987308,0.0017848026,0.012771765,0.0021118405,0.02441194,0.0040345713,0.010227165,0.002035045,0.021964297
RP11-155L15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-236F12.4,0,0,0.0007806689,0.00033350033,0.00028799337,0.00027560513,0,0,0,0.0008800864,0,0.00071277475,0.0002549718,0.0006549623,0,0.00020864906,0,0.0018594847,0.0006105135,0.00036607162
AC022431.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0,0.0002035045,0
AC008940.1,0,0,0,0,0,0.00027560513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC008937.2,0,0,0,0,0.00057598675,0,0,0,0,0,0,0.00071277475,0,0,0,0.00020864906,0,0,0,0.00036607162
AC008937.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC016644.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2023N9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTBL2,0.0049526426,0,0.0007806689,0.00033350033,0.00028799337,0.002204841,0,0,0.008736737,0,0,0,0.0002549718,0,0,0,0,0,0.0010175225,0.00073214323
CTD-2023N9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2023N9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-772C9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0,0,0,0
RP11-478P10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2037L6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAPT,0,0,0.04801114,0.031682532,0.09618979,0.09067409,0.14779024,0.24698924,0.03057858,0.051485054,0.007284992,0.12544836,0.0040795486,0.05108706,0.016894724,0.19946851,0.056484,0.10785011,0.030322172,0.060035747
CTD-2117L12.1,0,0,0,0,0,0,0,0.00914775,0.0043683685,0.0004400432,0,0,0,0.00032748116,0,0,0.0040345713,0,0.0002035045,0
RP11-479O16.1,0,0,0,0,0,0.00055121025,0,0,0,0,0,0,0,0,0,0.00020864906,0,0,0,0
CTD-2176I21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-266N13.2,0,0,0,0,0,0.0008268154,0,0.00914775,0,0,0,0,0,0,0,0,0,0,0,0.0010982148
CTD-2254N19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKSG52,0,0,0,0,0,0.00027560513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC104113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036607162
AC008498.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-436P18.1,0,0,0.0007806689,0.00033350033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-436P18.3,0,0,0,0.0013340013,0.00057598675,0.00055121025,0,0,0,0.0004400432,0,0,0,0,0.0012671043,0.0004172981,0,0,0.0002035045,0.00073214323
C5orf64,0,0,0.00039033446,0,0.00086398015,0.00055121025,0,0,0,0,0,0.0014255495,0,0.00032748116,0,0,0,0.0018594847,0,0
RP11-2O17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032748116,0,0,0,0,0,0
CTD-2170G1.2,0,0,0,0,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002035045,0
CTD-2244C20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC70,0,0.00028854347,0.00039033446,0.0013340013,0.0011519735,0.00027560513,0.0020815528,0.00914775,0,0.0004400432,0.0020814263,0.00071277475,0,0,0,0.00020864906,0,0,0.000407009,0.00036607162
HTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2116N20.1,0,0,0.0011710033,0.0013340013,0.0011519735,0.0011024205,0,0,0,0,0,0,0.0002549718,0.0016374058,0,0.00062594714,0,0.0018594847,0.0002035045,0.00073214323
CTD-2033C11.1,0.0008254404,0.00028854347,0.00039033446,0,0.0014399668,0.0013780256,0,0,0,0.0022002158,0.0010407132,0.00071277475,0.00076491537,0.0013099246,0,0.0008345962,0,0,0.0002035045,0.00036607162
AC025442.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2016O11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-305P14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-5P22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2306M10.1,0,0,0,0.0010005011,0,0.0016536308,0.0062446585,0.00914775,0,0.0008800864,0,0.003563874,0.0005099436,0.0016374058,0.0012671043,0.0008345962,0.0040345713,0.002789227,0.000814018,0.0021964295
CD180,0,0.00028854347,0.0081970235,0.0110055115,0.0011519735,0.015433886,0.020815527,0.0548865,0,0.011001079,0.0010407132,0.060585856,0.0028046898,0.0225962,0.004646049,0.020864904,0.022190142,0.09855269,0.008954199,0.028553586
CTD-2187J20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-434D9.1,0.0016508808,0,0.00039033446,0,0.00086398015,0,0.0020815528,0.00914775,0.0043683685,0,0,0.00071277475,0,0,0,0,0,0,0,0
RP11-83M16.6,0.0008254404,0,0.0015613378,0.0010005011,0.00086398015,0,0,0,0,0,0,0,0,0.00032748116,0,0.00020864906,0.0020172857,0,0,0
RP11-404L6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223681,0,0,0,0,0
CTD-2582M21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-537E7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-340D7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-141O11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7SK,0,0,0.00039033446,0.00033350033,0.0011519735,0.0024804461,0,0,0,0.0004400432,0,0,0,0.00032748116,0,0.00020864906,0,0,0.0002035045,0.00073214323
RP11-241G9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-195E2.4,0,0,0.0007806689,0.00066700066,0,0,0,0,0,0,0,0,0,0.0006549623,0,0,0,0,0.0002035045,0.00036607162
RP11-136K7.2,0,0,0,0.00066700066,0,0,0,0,0,0,0,0,0,0.00032748116,0,0.00020864906,0.0020172857,0.007437939,0.0002035045,0
RP11-136K7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-136K7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARTPT,0.0016508808,0,0,0.00033350033,0.00028799337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTC-347C20.2,0,0,0,0,0,0,0,0,0,0,0,0.0014255495,0,0,0,0,0,0.00092974235,0,0.00036607162
CTC-347C20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-232L2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-60A8.1,0,0,0.00039033446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-60A8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-79P5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-79P5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
