MGH100,MGH101,MGH102,MGH104,MGH105,MGH106,MGH110,MGH113,MGH115,MGH121,MGH122,MGH124,MGH125,MGH128,MGH129,MGH136,MGH143,MGH151,MGH152,MGH66,BT1160,BT1187,BT749,BT771,BT786,BT830,BT920
ABHD14A-ACY1,1.7451196,0.065349996,3.9805577,0.79740846,0.65277606,0.4707,4.1115875,6.427192,0.31878787,2.7120876,4.6821976,3.310216,3.726817,0.57923913,1.7693751,5.6117754,7.347847,2.706503,0.98768556,1.4649998,2.0091393,0,3.4103968,0.9050645,1.5038928,6.5269384,1.3575699
ABHD14B,29.86067,39.1208,16.90502,18.134731,28.354387,46.58775,9.008022,42.34677,21.018604,10.823333,11.45846,8.627623,11.614185,5.336196,13.212812,13.126451,38.527298,9.786012,3.6342793,21.421764,4.5718503,55.11847,21.78477,11.94869,4.8752284,32.54681,14.802114
ABHD15,9.76287,4.25525,10.523159,9.432225,9.882839,6.4517503,3.2200277,7.5684624,6.8755145,8.953266,7.3601832,8.068974,5.6401258,8.006577,6.286771,5.389653,5.942627,5.2652764,5.51441,4.6812153,3.829089,24.84878,2.824042,5.5452976,6.224496,3.4314048,4.218605
ABHD16A,99.91904,81.44634,108.62108,84.27442,81.220604,90.98705,97.97351,50.332466,80.18703,76.11252,86.4741,108.91041,103.0884,95.85706,80.32359,96.8133,73.9449,105.92804,129.83615,75.694534,123.21515,69.14032,71.14697,91.21716,112.96816,97.78853,72.93923
ABHD16B,3.4639235,0.65075,1.4210409,3.6126475,2.563486,2.33315,0.5308356,0.75130767,1.4623636,2.3938048,2.612088,2.1883242,3.3325562,1.8927718,2.8673959,1.492814,2.814124,1.8476073,1.6237556,2.4058256,4.820539,4.8212852,1.253752,5.1219063,4.4797335,2.41039,1.3912468
ABHD2,75.24268,87.21689,36.556396,83.6698,64.19083,53.202198,82.359406,82.18469,108.330055,99.66838,36.383152,29.159864,38.823402,43.90652,124.55381,102.452774,66.327515,56.63951,53.18773,99.09557,65.14393,41.612167,58.774418,82.10441,100.80163,54.057568,26.717512
ABHD3,67.56597,48.0406,91.331894,114.86723,53.26032,59.964447,36.46092,72.82119,76.34431,30.120605,33.403553,49.60697,75.36702,149.91986,44.464428,23.240433,99.24821,56.22294,107.690094,33.985065,19.254425,84.66235,23.580778,32.488407,62.476093,36.44709,29.626038
ABHD4,51.805214,85.17109,37.931854,80.6338,56.698734,50.223648,34.22524,13.4911175,91.14315,49.59515,51.269226,17.674,43.898903,55.974735,68.609116,37.14186,36.98266,79.1411,62.47188,80.40671,18.392447,33.230934,34.640682,74.181435,53.137848,84.059715,50.30873
ABHD5,34.110714,35.08805,25.560183,24.79718,28.911512,36.198853,39.673454,29.015194,28.584606,23.090775,37.2196,26.668814,25.722933,15.245598,20.633335,32.144978,15.404197,32.88049,17.793364,23.273623,27.974146,6.238722,12.762927,23.54714,27.73181,24.458017,12.431173
ABHD6,6.626986,1.5018499,34.82535,3.9647884,13.55194,9.408751,37.834038,31.06804,15.81794,8.722896,14.518718,12.849298,14.280601,9.769783,16.684532,25.587185,18.871023,36.54779,12.881135,10.951491,14.927107,3.7855146,4.469974,10.984309,14.121696,32.745808,7.6591377
ABHD8,4.6697607,3.10915,1.4937918,6.6353226,7.6905527,5.7104993,1.9336767,9.615039,5.627272,5.290539,1.4164103,3.3532164,1.3249373,0.66125,0.7434376,3.7496972,1.6025183,1.3807361,3.2202187,3.162798,3.5520456,2.1160226,1.5723777,1.47148,1.2207227,3.8491273,4.8343487
ABI1,32.523064,69.508194,102.187996,57.682842,60.635284,66.9454,76.99334,75.57481,59.052246,45.828384,58.013264,54.72243,54.91078,38.643913,40.87709,58.029133,90.39887,61.01245,70.58515,36.665707,47.307926,119.64293,44.180588,58.097935,75.44152,99.2286,73.35106
ABI2,141.52893,87.73765,88.23177,98.80391,60.744038,56.245605,72.50262,101.99672,83.44321,121.86397,49.618206,84.88499,110.9331,99.98163,150.64052,72.750336,101.94638,162.08043,81.188995,113.45891,84.25902,19.607592,98.62497,72.67393,80.51522,95.658745,84.78191
ABI3,0,34.7373,53.556396,0.0037464788,36.638596,28.8284,3.156797,22.747538,6.566727,0,9.264872,21.99173,23.03732,0,0.07843751,0,0,0,0.09467249,0.16612385,0,214.5487,0.15810135,1.7086132,3.715633,1.1456512,12.070009
ABI3BP,2.2355502,0.23809999,0.9054275,0.5078591,3.7352526,0.34370002,0.056128137,0.78900003,1.8432726,1.377643,23.822344,2.239919,0.5608271,0.91271746,1.1633333,0.7551515,0.3728832,0.1191411,1.1839739,1.9425915,0.19513531,0.27310902,0.26135734,1.5150595,0.44697657,58.873142,0.38867545
ABL1,10.107224,14.467749,15.642603,19.23893,18.814367,17.13735,17.66933,4.543308,19.791029,27.715218,19.621134,13.549541,20.179024,13.653479,17.751408,15.842642,14.6122265,20.255463,12.144804,17.484884,33.767635,6.228045,17.584528,22.30413,17.216599,19.400116,21.878178
ABL2,9.497704,7.8533998,51.165615,8.751041,21.76981,7.5898504,8.356323,10.893462,12.633272,11.917979,28.116776,27.444027,20.2401,19.327282,9.17224,12.952424,7.6685762,11.856994,6.632183,9.86344,13.020253,6.6573625,16.000622,26.353382,5.785569,6.9222536,13.494982
ABLIM1,23.964544,13.67295,4.1255016,21.931858,21.722494,25.088398,23.131615,22.377615,33.21678,31.058111,5.243993,11.275595,12.556591,36.686306,24.025679,9.587921,23.870657,16.690062,21.58786,29.606054,18.066347,2.9237378,18.954891,12.54682,21.84531,63.912384,10.254078
ABLIM2,12.884402,0.39149997,2.6540518,3.0023942,4.8578873,3.1627,3.387103,8.679808,2.2581816,2.6562963,3.8301468,11.865244,5.6240606,17.800598,5.8302608,4.2674894,1.9991604,12.527668,12.162052,4.695871,7.8022575,0.19460714,6.62885,4.643933,8.120232,1.3433481,1.4263489
ABLIM3,1.2699522,0.8122,12.310669,0.38535208,2.2824924,1.2427999,3.9101949,4.595154,1.5960605,0.18047138,4.515201,3.342081,1.4154636,1.364511,0.49177086,0.57532465,0.024963504,0,0.07611354,0.56788987,0.84466386,0.97748107,0.45611423,2.9307423,6.4843493,5.3084183,0.8078343
ABO,0,0,0,0.021042254,0,0,0.019415041,0.32903844,0,0,0,0,0,0.33255434,0,0,0,0,0,0.07555045,0,0.049360868,0.27381557,0.36925453,0.22783098,1.5703341,0.040964317
ABP1,1.0140191,0.0034999999,0,0.4069014,0.36111987,0.07529999,0.42194986,0.032576922,0.046666663,0.35245788,0.20589742,0.2594054,0.27606517,0.35222825,0.1675,0.21242425,0.32744527,0,0.16196507,0.32096332,1.2795311,0.6214222,0.4122686,0.22067036,0.05731179,0,0
ABR,30.997795,23.433203,28.804646,24.166252,39.76508,15.83715,22.810225,70.32685,32.093452,30.287575,18.694578,41.54654,22.318623,36.68859,31.518803,26.67632,21.777445,35.981407,34.15088,16.549335,42.18192,49.808502,72.56828,58.457783,56.159786,82.79882,45.743744
ABRA,1.0082296,12.20135,2.3182528,1.9810139,2.901609,3.2266998,1.6156825,1.654,1.9582424,4.6980133,0.8317949,1.7622702,2.8822055,1.2982066,2.830625,1.2670995,5.0622263,0,1.2220525,1.3237156,1.0727456,5.1836634,0.80495536,2.2802143,0,0.033499703,0.2232912
ABRACL,52.15483,31.3451,70.759476,43.776108,49.18981,49.386047,61.92602,47.76923,10.558484,47.67428,43.52176,115.02427,70.66369,8.251575,16.834167,65.586365,72.93266,17.328651,46.102226,16.844013,117.33982,113.377235,66.074295,30.087992,70.1335,15.122292,132.30608
ABT1,44.277412,35.201096,33.23654,47.000202,19.204445,48.121147,32.623283,27.04869,25.235817,36.2098,33.065277,40.600082,47.464336,34.24674,38.58146,52.324886,35.95683,51.59,59.59319,25.419563,54.657513,43.153305,20.922972,36.500263,40.654827,28.937433,40.62715
ABTB1,11.429999,32.483597,14.039144,11.110364,18.696234,22.94505,15.853455,14.545269,21.470419,13.443065,7.800953,9.648081,11.492631,14.447173,12.741876,12.128486,10.435949,17.054846,8.67083,7.766605,6.4936004,40.990627,1.8497528,16.288805,5.42341,28.527197,4.574204
ABTB2,5.052967,0.45155,4.524795,15.480958,3.5779183,4.774999,8.585126,1.6524615,3.572182,2.6942756,14.539635,7.242621,9.774011,7.8990765,3.9486983,5.9037657,3.6385403,7.765337,3.6949346,3.6129587,1.71541,0.6566731,11.175373,6.005085,33.61233,40.075623,10.092519
ACAA1,124.32832,112.80474,119.79978,120.11515,131.7199,157.36699,102.502754,98.46076,109.928604,120.06198,116.99512,108.92011,130.95909,50.26174,144.83089,162.25584,126.55653,171.2786,84.08078,158.81265,100.69749,137.08426,68.079384,135.47221,144.35356,151.352,96.89471
ACAA2,28.898754,82.9137,52.033157,73.345375,107.262695,61.016148,102.349686,112.572464,4.6452723,104.835144,65.294655,55.651108,100.456116,136.49576,34.839115,98.59221,24.777113,74.831345,149.00734,27.75768,70.56009,86.061226,57.464924,101.59151,136.2499,87.300186,118.13161
ACACA,32.50684,13.95095,43.97468,21.731634,13.854778,24.46665,38.142227,22.996,19.270544,20.37394,20.011795,27.822243,24.757793,22.234943,31.391773,26.836882,30.304161,29.711164,22.336157,23.885021,30.962116,5.1567745,24.201439,19.197691,20.020775,21.346087,16.950733
ACACB,3.8723445,2.7096996,1.7616357,3.4658875,3.4284542,6.7120996,0.75,2.8882694,9.303272,5.469225,2.5308058,2.3232434,1.9595238,10.228642,3.9484894,0.55696976,1.5334306,5.635276,4.217729,3.1224997,1.984138,8.327594,0.2736613,4.349649,0.65453047,10.188442,1.2107185
ACAD10,17.960812,14.063249,23.884537,18.470057,20.94959,17.9383,14.911142,23.324654,22.964,36.299667,17.102123,21.259054,22.804283,22.245653,20.235466,14.998008,17.157703,26.972454,35.786854,19.071032,18.913097,14.958439,15.759432,46.150448,18.118269,18.555553,11.47626
ACAD11,36.652443,56.389103,27.524609,32.40163,30.286028,35.0782,18.324429,32.095,42.78303,41.743,19.910437,17.844355,20.482782,30.466633,47.196354,35.666927,27.893942,28.190735,40.4117,41.233944,11.878559,17.312294,12.705071,58.996105,12.789144,36.2343,12.162644
ACAD8,119.40129,64.38125,53.375988,77.090836,57.149117,61.685097,78.056656,91.27496,57.048424,74.003235,48.929817,56.02181,77.58041,44.194023,82.18819,46.058136,82.40941,74.83975,54.668995,76.245636,78.729095,16.85228,34.243065,47.797695,49.357536,61.95226,64.40055
ACAD9,33.065884,34.582397,29.763494,43.0705,25.656183,26.5046,22.050669,25.851307,15.069635,34.6137,32.971867,34.919327,23.393839,18.755598,31.718489,47.08537,25.955875,13.105154,24.999084,37.53731,35.600094,16.897812,23.346325,32.702885,25.69725,36.218414,27.860046
ACADL,5.934546,0,0.3489591,4.3731265,1.2316247,1.21465,1.2869637,1.5602307,0.53860605,1.8585522,1.2880951,2.8305945,9.992882,2.537283,3.284844,2.418485,0,0.27503067,1.6380349,0.6461926,0.005313444,0,0.19516659,1.5074563,0,2.5157146,0.016644381
ACADM,81.73554,113.97,112.31685,94.057655,98.45044,95.456154,77.10667,118.346466,65.67842,95.24808,98.26886,135.2183,79.57497,90.45265,101.22693,74.156364,99.304085,92.92638,83.546684,73.85204,115.155365,56.302135,72.58986,62.85512,53.87875,77.58686,83.70421
ACADS,13.762249,21.247051,9.673568,11.959042,12.992019,21.754051,8.419276,6.5424995,11.895454,13.755017,13.505054,9.518648,10.764111,21.036142,9.165678,11.891816,15.796094,9.835828,23.706768,4.443119,8.458552,15.977053,3.0642855,20.643803,12.329512,6.68881,4.4446297
ACADSB,15.808755,10.920649,13.371561,11.256422,12.641924,15.157,11.599805,14.666462,15.064908,11.834243,9.32641,10.820352,10.352706,15.0168495,14.976511,10.89329,8.1106205,16.588036,22.595982,9.338554,10.797335,9.913495,10.589089,18.747738,9.543032,19.945625,12.718513
ACADVL,140.73018,203.83105,63.164047,119.21451,153.70598,99.008995,62.235767,184.8985,173.56381,135.32977,78.89385,101.07095,65.28068,74.80951,188.24713,75.15568,148.88748,79.136505,66.279205,169.70395,84.374344,96.92395,50.848957,183.76076,74.832794,206.48112,85.47987
ACAN,7.896698,0,0.013048327,0.029999997,1.0645111,0.0042,3.824262,1.9978461,0.84212124,0.7143771,14.888572,0.10345946,0.004511278,1.0141305,0.0045312503,0.08567099,1.9540147,0,0,0.013577982,0.9766013,0.092606075,2.7311416,4.617435,0.14127281,0.017772801,0.050263446
ACAP1,0.2798086,1.129,2.1677325,0.63791543,2.6911354,58.396004,0.76584953,3.974577,0.64575756,0.090101,1.883956,0.8708648,3.4107518,0.46907613,0.27520832,0.08718614,0.0779562,0.23447853,0.14689955,1.3586007,0,22.527529,0.0746359,0.5470558,0.07547166,0.12695278,0.2163126
ACAP2,22.405598,13.756749,31.966131,14.172591,24.008406,29.82315,12.626491,26.96173,23.847452,23.355522,19.852453,22.960785,21.191153,26.117775,14.610625,28.43117,13.271314,14.553496,23.063318,16.146305,17.986275,27.225151,14.017548,23.380117,19.116684,18.486904,19.488422
ACAP3,11.714115,4.90095,14.087993,12.186619,8.906609,11.115199,15.589554,22.007307,10.386666,29.42916,12.548389,12.67827,30.347769,14.383424,11.732449,20.542645,11.004196,20.569263,5.5509605,27.717613,23.098658,1.819581,28.469065,20.840134,18.229076,1.631993,3.5597825
ACAT1,115.233734,50.741398,152.59015,90.32254,107.12051,76.11074,122.63824,160.63004,120.923996,71.49605,115.882675,162.07466,109.051155,85.08516,110.4138,125.07373,102.59369,116.82865,135.5217,90.19222,129.26938,85.69591,100.04498,63.003075,84.998375,74.763374,58.19165
ACAT2,183.25606,55.32285,106.88439,164.1467,77.7547,116.801994,123.47969,43.819885,70.04187,94.901985,96.1397,215.42073,128.71107,71.75843,165.55702,251.4974,221.48215,216.2251,130.06593,148.00078,214.3485,32.924164,54.212646,50.95925,230.43341,91.17524,249.05643
ACBD3,15.718898,12.985849,19.961523,15.393802,19.632618,13.00825,13.480891,12.607269,14.814847,20.00525,15.677691,17.089027,15.132006,10.628641,10.656354,8.648874,13.489417,9.643988,12.838036,16.86328,17.871517,9.934741,22.662035,17.676647,12.912024,26.044455,21.42752
ACBD4,10.887225,7.701449,5.238959,11.520901,11.547083,16.98145,6.1217546,8.559385,7.138606,6.9555216,3.784652,6.942001,3.6734586,5.8242383,7.5926046,6.77026,8.021461,3.417607,7.5498257,5.98133,4.29856,13.771095,1.7267766,7.24795,7.0365024,11.204703,3.3312426
ACBD5,52.71387,25.88595,40.289295,40.39693,43.17667,40.2436,78.58615,78.98912,39.900604,35.060776,42.066338,35.121758,30.530252,23.74299,30.787973,46.9571,71.83102,42.07742,34.84192,37.347683,31.305256,32.305737,39.027485,36.25171,45.424816,54.053753,33.073166
ACBD6,141.15111,68.8522,78.618286,122.360985,82.43639,112.111244,92.29504,105.59996,75.2703,89.90156,81.28638,105.20644,102.53115,213.14279,82.71917,167.5295,91.48715,57.495827,49.727077,89.16375,112.22416,53.77836,183.90877,69.48143,59.922665,72.24885,127.554886
ACBD7,14.350763,8.57815,13.09,10.565014,13.269857,8.920901,9.434094,8.748346,14.402848,10.9709425,15.007803,17.097595,18.566818,18.67989,11.259531,18.53788,9.847081,13.296564,24.708559,8.90016,14.53284,9.209395,9.961067,13.644362,11.531098,27.614979,13.535304
ACCS,4.1961246,16.602,6.4847207,5.5366197,5.830852,2.74275,1.4173815,8.005461,5.2303023,4.8084173,2.163443,3.5766487,1.5827068,4.804293,4.176198,2.8394806,2.0000365,3.2823925,3.5994327,4.375848,3.0201337,34.504257,1.6652709,1.823485,2.2970264,7.61593,3.1953516
ACCSL,0,0,0,0.011436619,0.09481073,0,0,0.079538465,0.16448484,0,0,0,0,0,0,0,0,0.31957054,2.5230567,0.14947248,0,0.068036735,0,0,0.37197453,0.35180902,0
ACD,25.964785,39.1216,26.845947,32.683918,24.532572,27.54955,33.811504,21.484234,21.914787,31.413937,26.483736,43.39803,34.227013,45.150215,41.18339,32.69771,33.457954,19.663927,40.330048,28.077566,36.771667,16.826479,24.948978,37.66251,38.13775,27.778355,16.687563
ACE,0.0014354067,0.016549999,0.60959107,0.18064786,0.30097792,0.08405,0.19506964,0.26853845,0.005272727,0,1.0658609,0.70632434,0,0.41108698,0.0031250003,0.046753246,0.48543796,0,0.028122272,0.062889904,0.04173016,0.7469873,0,0.06076795,0.0024528403,2.480217,0
ACE2,0.009712918,0,0,0.019183097,0.00088328077,0.0273,0.22777158,0.0625,0,0,0.04945055,0.030054055,0,0,0.6463021,0,1.684489,0,0.63227075,0.56293577,0.7578891,0,0,0.5452674,0.005660424,0.08940693,0.046281323
ACER1,0.025933014,0,0,0,0,0.60025,0,0.07573077,0.037151515,0,0,0,0,0,0,0,0,0,0.8380787,0,0,0,0.9082956,0.15487286,0,1.7932065,0
ACER2,3.218038,5.98065,2.0824163,1.9461688,2.289858,0.13739999,1.0095264,3.8804617,0.48424244,5.1252522,5.7072535,3.6883783,2.093584,10.14288,0.7111459,1.7116451,2.0194526,2.3516564,1.4565939,0.98204124,2.9547083,3.0900645,2.3110697,3.2393396,1.9022448,3.9181232,1.135015
ACER3,24.835648,22.74305,58.703865,53.093124,35.004307,18.20525,34.580696,27.852345,20.335756,28.78754,33.268093,34.49925,51.610203,24.07223,11.793074,26.144634,17.379671,83.14564,37.340878,20.767223,30.662626,39.94962,12.374901,25.536552,24.188475,30.516335,65.39753
ACHE,15.515741,20.694199,22.05223,27.273212,13.722318,23.503048,4.461755,138.13182,9.615151,24.678654,5.929487,12.684082,30.70827,50.25364,20.696146,21.716059,3.9406571,26.711903,15.484847,13.749243,0.9299159,0.8378005,2.7802649,66.24685,65.84374,16.271496,18.035223
ACIN1,38.50244,30.843302,39.848026,28.225435,29.304825,30.076248,19.28287,23.355963,36.447758,40.522182,35.66637,25.410406,54.409573,37.95913,38.083546,34.05052,29.11164,44.132946,31.322268,36.966007,27.100887,31.361588,47.23701,51.837254,27.54345,38.661896,28.74171
ACLY,186.43057,145.17284,121.9794,164.81995,80.51737,153.43065,175.64958,145.04869,112.79431,161.45053,119.48783,88.84322,86.28215,76.58896,147.62988,168.97778,190.72325,98.677055,72.12219,120.133,155.12721,47.84981,115.84636,148.77364,122.00665,96.178154,133.74686
ACMSD,0.073301435,0.012949999,0.026951673,0,0.21242903,0.27025,0.15710306,0,0.022181818,0.048350167,0.20377289,0.21367568,0.13573934,0,0.20223957,0.2739394,0.12113139,0.07116564,0.25113538,0.03798165,0.07785143,0.020502392,0.09612247,0.061033703,0.028160151,0.011727196,0.23454475
ACN9,0,58.40225,15.136171,41.119858,51.371803,60.899097,14.6713085,20.314114,18.7243,0,76.35535,49.004837,44.505314,26.751795,24.336042,41.82567,0.40711677,32.731167,62.13926,41.31034,28.088627,17.121424,29.196486,30.752077,24.205013,22.484089,27.429312
ACO1,36.426025,41.554348,25.694052,55.787746,15.129669,17.098299,27.930252,15.449692,15.162121,34.267677,17.452747,33.56038,37.556793,26.199566,34.42302,38.589264,18.923101,38.770363,18.164585,17.749287,27.35355,5.149555,36.871296,39.713745,27.402885,57.043575,29.085278
ACO2,48.61454,88.853,121.54051,51.527294,101.200516,93.63104,97.61665,115.47597,66.385445,86.98196,91.03146,56.412838,93.81499,99.02026,98.66594,92.85485,112.03157,163.98938,222.78053,102.63177,98.68841,64.95903,63.49424,99.29606,96.08584,48.028126,101.17688
ACOT1,9.796699,7.8343496,0.9489591,5.4124503,11.018013,10.619049,3.0391362,5.833693,3.3333335,6.185286,7.472161,5.0062165,4.9071684,8.742555,11.892864,3.5832038,15.56489,5.3630676,31.773188,12.533898,0.7987971,2.814086,4.8332343,8.612762,12.08965,8.20066,24.625502
ACOT11,2.810861,1.2378,2.4820442,3.3450422,7.905852,9.3173485,5.0364065,10.755192,5.699637,4.0415487,3.9378386,3.6807299,2.3460903,4.0841303,2.1043231,0.23982683,0.87751824,7.9333124,13.846812,6.8735094,3.2511234,10.452353,0.18940383,7.0824933,0.035235874,5.747369,0.8791169
ACOT12,0.31033492,0,0.02944238,1.5480844,0.510694,4.06905,0.33690804,2.887115,1.4224242,1.2910436,0.13996337,1.4571621,0,0,3.2053647,0,0.09952555,0,0.04532751,3.0992887,0,0,0.025457509,0.8183096,0.65070325,0,0.084316164
ACOT13,32.912247,29.08375,26.449665,24.799635,31.206547,15.574699,30.312757,18.948692,53.256844,31.914476,30.604216,22.249245,29.074535,35.04506,24.026564,27.277056,26.034159,29.980919,61.760174,24.25571,27.071945,29.468008,12.941087,29.822056,15.169174,31.62354,19.72134
ACOT2,41.391434,35.911045,24.599295,53.676365,36.779495,34.293,18.993176,31.356768,23.787273,37.450645,21.543299,13.729216,40.325363,42.50717,41.976303,37.108788,57.15442,26.169323,53.059395,47.851948,16.65314,34.306488,43.633434,43.61313,53.40284,51.852314,94.056725
ACOT4,1.4715788,0,0.119182155,1.8205352,0.7926972,10.240951,1.074819,0.9739231,1.2461817,0.3212121,3.0705125,0.26243246,2.195238,0,0.78828126,0.7828571,1.2578832,4.8174233,2.2968123,1.7638073,0,0,1.4008816,1.3614751,0.19150326,3.761385,0.9060706
ACOT6,0.43062198,1.34075,0.1679554,1.369831,0.7680441,0.9976,0,0.9049231,2.9937575,1.6417844,0.685641,0.6666757,0.13295738,0.38244566,0.91031253,0,0.030547444,0.55343556,7.154323,1.3506421,0,0.37807488,0.38087478,0.50078666,0.715331,0.79586023,0.13637745
ACOT7,50.12545,32.532448,125.57246,34.575436,20.2818,31.21035,106.386795,68.47842,18.365152,46.4732,98.532455,88.85476,117.79807,130.68271,32.918648,255.88118,56.773865,84.51521,86.09179,37.06137,241.22925,10.480571,120.34665,49.043877,102.43519,20.344576,176.80852
ACOT8,40.030956,32.192352,50.70851,62.991825,36.47363,37.774803,31.388552,39.255306,48.391212,63.627636,44.441204,54.56468,68.72009,61.78516,46.287914,61.00321,94.00456,30.237177,42.868168,39.211697,49.35457,27.749147,36.778946,46.361614,69.97482,40.39336,31.566711
ACOT9,44.065453,41.642197,50.097027,30.110025,45.50074,40.02545,40.04434,47.92419,42.724247,27.159292,45.545357,27.843864,20.064487,7.1391306,59.11552,34.508095,47.867733,26.845829,255.44093,38.274353,30.731098,79.88756,34.99348,46.895313,30.349854,32.095234,59.6291
ACOX1,29.77282,22.64205,23.200745,29.945745,19.619133,20.591,37.128384,25.029537,30.379515,24.05909,18.956667,25.556324,28.563234,25.344784,22.755573,23.252035,32.349052,35.661648,25.393623,26.7539,30.281614,12.5998745,22.936579,33.92547,28.46636,30.294106,24.627512
ACOX2,3.6104784,12.798849,9.281636,7.458986,6.075332,1.3401,0.041671306,5.5752306,3.727273,5.0242424,2.1808794,0.35767567,1.0078697,0.044891305,18.249117,1.7816018,12.076459,5.0228834,23.03812,32.182476,0.13230036,2.4153075,0.011924415,7.458968,0.07485835,36.44038,28.30356
ACOX3,25.783539,25.5728,22.268257,21.936983,15.440347,16.1759,22.765545,23.515848,13.264363,26.887878,13.574029,28.623865,27.744238,17.155653,19.33703,17.633678,26.674273,41.17687,18.067598,16.04445,12.9698925,22.198305,18.167433,21.85526,13.183404,13.177418,12.84663
