GeneID,MESlike1
ADAMTS1,63.57495
ADAMTS10,3.418316
ADAMTS12,2.9022677
ADAMTS13,3.8636892
ADAMTS14,2.7776573
ADAMTS15,0.6984792
ADAMTS16,0.96345323
ADAMTS17,0.8242326
ADAMTS18,1.3692844
ADAMTS19,1.0320894
ADAMTS2,1.0640749
ADAMTS20,0.08256664
ADAMTS3,14.36065
ADAMTS4,26.201363
ADAMTS5,2.406276
ADAMTS6,4.4308057
ADAMTS7,2.7529733
ADAMTS8,0.45290762
ADAMTS9,28.916958
ADAMTS9-AS2,8.984711
ADAMTSL1,15.706884
ADAMTSL2,17.237411
ADAMTSL3,0.29439813
ADAMTSL4,6.169918
ADAMTSL5,0.20431525
ADAP1,0.54374814
ADAP2,0.9094073
ADAR,57.752346
ADARB1,3.838451
ADARB2,0.35410067
ADARB2-AS1,0.1683688
ADAT1,17.487253
ADAT2,4.719356
ADAT3,2.3158453
ADC,10.040067
ADCK1,11.045028
ADCK2,4.9851723
ADCK3,24.767975
ADCK4,42.468594
ADCK5,11.925822
ADCY1,4.139024
ADCY10,0.18027185
ADCY10P1,1.735542
ADCY2,4.4042363
ADCY3,3.8640857
ADCY4,1.5227183
ADCY5,1.177768
ADCY6,13.912106
ADCY7,2.419554
ADCY8,2.680747
ADCY9,2.2448843
ADCYAP1,0.13324894
ADCYAP1R1,10.392525
ADD1,90.19948
ADD2,22.619305
ADD3,50.163567
ADGB,0.017647754
ADH1A,0.09797986
ADH1B,0.014751822
ADH1C,0.0
ADH4,1.0844222
ADH5,171.89018
ADH6,0.81612
ADH7,0.003924305
ADHFE1,14.935133
ADI1,113.72586
ADIG,0.4874112
ADIPOQ,0.6132266
ADIPOQ-AS1,0.2688178
ADIPOR1,97.96488
ADIPOR2,8.4523325
ADIRF,3.384014
ADK,59.871403
ADM,262.80377
ADM2,0.6860162
ADM5,2.1800985
ADNP,28.912514
ADNP2,9.265395
ADO,6.199082
ADORA1,19.94938
ADORA2A,7.1160297
ADORA2A-AS1,0.4409215
ADORA2B,8.635332
ADORA3,1.6272224
ADPGK,54.533176
ADPGK-AS1,4.1124687
ADPRH,7.0828404
ADPRHL1,0.41401705
ADPRHL2,78.13941
ADPRM,25.388239
ADRA1A,9.678039
ADRA1B,0.01413751
ADRA1D,0.78822815
ADRA2A,0.0942435
ADRA2B,0.20756866
ADRA2C,0.019964587
ADRB1,1.5013007
ADRB2,1.4518586
ADRB3,0.091536626
ADRBK1,8.286858
ADRBK2,3.7263076
ADRM1,128.90208
ADSL,98.95958
ADSS,48.936554
ADSSL1,5.4445634
ADTRP,0.08838205
AEBP1,39.0927
AEBP2,31.618723
AEN,42.660023
AES,74.71023
AFAP1,18.211199
AFAP1-AS1,0.808944
AFAP1L1,14.151735
AFAP1L2,7.787634
AFF1,14.8428335
AFF2,0.71050406
AFF3,4.354227
AFF4,58.933113
AFG3L1P,27.490883
AFG3L2,29.701944
AFM,0.0
AFMID,21.20004
AFP,0.1268676
AFTPH,20.83419
AGA,39.898186
AGAP1,9.057562
AGAP11,0.8158841
AGAP2,2.8601105
AGAP3,13.678247
AGAP4,3.5123746
AGAP5,6.0059643
AGAP6,10.985438
AGAP7,2.6860523
AGAP8,5.4587784
AGAP9,6.438717
AGBL1,0.3314447
AGBL2,2.4420457
AGBL3,1.6538495
AGBL4,1.1376452
AGBL5,19.703941
AGER,3.8734837
AGFG1,10.520061
AGFG2,13.527685
AGGF1,28.359718
AGK,42.642628
AGL,12.04038
AGMAT,4.733387
AGMO,15.788735
AGO1,13.338484
AGO2,15.897413
AGO3,29.405561
AGO4,4.5807567
AGPAT1,57.48978
AGPAT2,26.816227
AGPAT3,8.892943
AGPAT4,8.345482
AGPAT4-IT1,11.344316
AGPAT5,60.904373
AGPAT6,29.89483
AGPAT9,1.9300295
AGPHD1,2.883577
AGPS,6.100114
AGR2,0.07917361
AGR3,0.15332152
AGRN,8.251088
AGRP,0.09041366
AGSK1,2.1056304
AGT,341.1523
AGTPBP1,11.650546
AGTR1,0.8615942
AGTR2,0.0
AGTRAP,111.92085
AGXT,1.6909103
AGXT2,0.0
AGXT2L1,1.1165576
AGXT2L2,28.329462
AHCTF1,14.097548
AHCTF1P1,0.37523645
AHCY,124.86347
AHCYL1,94.79714
AHCYL2,20.292946
AHDC1,6.8680406
AHI1,33.75515
AHNAK,41.57887
AHNAK2,3.8227475
AHR,40.62356
AHRR,1.1433576
AHSA1,127.37906
AHSA2,14.533539
AHSG,0.25854954
AHSP,0.0
AICDA,1.7655913
AIDA,32.66015
AIF1,1.7630723
AIF1L,73.60826
AIFM1,31.499228
AIFM2,9.830341
AIFM3,0.16896047
AIG1,99.859764
AIM1,5.676344
AIM1L,0.05932629
AIM2,1.0808603
AIMP1,48.068863
AIMP2,72.23779
AIP,70.61864
AIPL1,2.85208
AIRE,0.40270752
AIRN,0.24232598
AJAP1,0.37068164
AJUBA,7.8292155
AK1,20.780712
AK2,88.358025
AK3,47.531746
AK4,53.313
AK5,0.3172124
AK7,0.8171767
AK8,2.2250512
AKAP1,5.848738
AKAP10,23.624655
AKAP11,20.080374
AKAP12,60.57901
AKAP13,36.093555
AKAP14,0.21107563
AKAP17A,5.112778
AKAP2,13.517987
AKAP3,2.0035317
AKAP4,0.037873626
AKAP5,3.9906604
AKAP6,23.841055
AKAP7,30.120785
AKAP8,42.161713
AKAP8L,24.64885
AKAP9,29.593899
AKD1,7.349874
AKIP1,68.91019
AKIRIN1,143.51282
AKIRIN2,78.16312
AKNA,3.7043846
AKNAD1,3.4786987
AKR1A1,82.14018
AKR1B1,157.84985
AKR1B10,1.723304
AKR1B15,0.034739796
AKR1C1,1.5954796
AKR1C2,0.25483617
AKR1C3,34.019264
AKR1C4,0.0
AKR1C6P,0.019113518
AKR1CL1,0.035034698
AKR1D1,1.2778139
AKR1E2,0.50962895
AKR7A2,63.814373
AKR7A2P1,1.5157866
AKR7A3,3.3208265
AKR7L,1.9466721
AKT1,24.129486
AKT1S1,7.900322
AKT2,20.042038
AKT3,29.060257
AKTIP,51.236977
ALAD,32.661297
ALAS1,40.56204
ALAS2,0.04531915
ALB,0.42055574
ALCAM,30.487751
ALDH16A1,9.233238
ALDH18A1,49.052406
ALDH1A1,19.320839
ALDH1A2,0.857151
ALDH1A3,4.2786703
ALDH1B1,19.444012
ALDH1L1,29.07654
ALDH1L1-AS1,0.20582516
ALDH1L1-AS2,3.9440572
ALDH1L2,3.9764528
ALDH2,74.29719
ALDH3A1,1.1980522
ALDH3A2,86.997314
ALDH3B1,15.984385
ALDH3B2,0.2849879
ALDH4A1,19.418846
ALDH5A1,12.533967
ALDH6A1,91.03243
ALDH7A1,54.537804
ALDH8A1,1.952692
ALDH9A1,177.33763
ALDOA,1648.525
ALDOB,0.85606194
ALDOC,105.474266
ALG1,19.902325
ALG10,5.6688695
ALG10B,6.5764875
ALG11,31.868732
ALG12,25.302845
ALG13,37.221622
ALG14,37.637188
ALG1L,2.7146335
ALG1L2,0.46864003
ALG1L9P,8.2796545
ALG2,48.56713
ALG3,69.41727
ALG5,106.8323
ALG6,26.360237
ALG8,59.315903
ALG9,19.006643
ALK,21.001028
ALKBH1,14.0994625
ALKBH2,63.060474
ALKBH3,42.39693
ALKBH4,35.06223
ALKBH5,27.633
ALKBH6,20.645664
ALKBH7,62.33854
ALKBH8,10.196953
ALLC,0.0
ALMS1,9.077504
ALMS1P,1.23075
ALOX12,0.8058729
ALOX12B,0.22309388
ALOX12P2,3.1539795
ALOX15,0.050862864
ALOX15B,0.37332153
ALOX15P1,0.12245971
ALOX5,1.51476
ALOX5AP,8.400675
ALOXE3,0.1187354
ALPI,0.0
ALPK1,6.6539974
ALPK2,12.353219
ALPK3,1.547197
ALPL,5.3990974
ALPP,0.16070914
ALPPL2,0.0
ALS2,17.36677
ALS2CL,1.5621974
ALS2CR11,0.6466437
ALS2CR12,1.1139508
ALS2CR8,8.646182
ALX1,0.12727018
ALX3,2.3000522
ALX4,0.60843974
ALYREF,3.6563795
AMACR,13.861613
AMBN,0.10161855
AMBP,0.20898175
AMBRA1,15.429282
AMD1,147.36746
AMDHD1,0.3608861
AMDHD2,12.531587
AMELX,0.006962186
AMELY,0.0
AMER1,2.9003012
AMER2,3.3445425
AMER3,0.41823748
AMFR,20.380817
AMH,2.178813
AMHR2,0.0384161
AMICA1,0.003037777
AMIGO1,1.7905098
AMIGO2,7.4843016
AMIGO3,8.805417
AMMECR1,6.2017713
AMMECR1L,20.734169
AMN,0.0
AMN1,31.506996
AMOT,7.8462505
AMOTL1,14.273606
AMOTL2,18.564138
AMPD1,0.002434988
AMPD2,43.161144
AMPD3,2.742825
AMPH,7.984377
AMT,15.149742
AMTN,0.0
AMY1A,0.1591245
AMY1B,0.036867652
AMY1C,0.056784857
AMY2A,0.09930274
AMY2B,15.170627
AMZ1,2.276752
AMZ2,105.10253
AMZ2P1,24.975927
ANAPC1,11.532857
ANAPC10,37.789265
ANAPC11,232.98499
ANAPC13,187.38402
ANAPC15,44.254723
ANAPC16,42.66967
ANAPC1P1,1.1331916
ANAPC2,9.339801
ANAPC4,30.266958
ANAPC5,153.54819
ANAPC7,94.67526
ANG,11.685608
ANGEL1,25.382242
ANGEL2,24.695126
ANGPT1,9.785342
ANGPT2,11.292105
ANGPT4,0.035271868
ANGPTL1,35.29544
ANGPTL2,18.414305
ANGPTL3,0.7725629
ANGPTL4,101.748856
ANGPTL5,0.9862536
ANGPTL6,0.51825374
ANGPTL7,1.8958323
ANHX,0.6009456
ANK1,0.48549783
ANK2,43.46639
ANK3,3.5350997
ANKAR,4.358867
ANKDD1A,10.04832
ANKDD1B,0.93593395
ANKEF1,1.6585469
ANKFN1,14.1327
ANKFY1,27.450798
ANKH,9.381054
ANKHD1,36.68419
ANKHD1-EIF4EBP3,4.0976787
ANKIB1,32.680622
ANKK1,0.45582432
ANKLE1,3.4104335
ANKLE2,19.102808
ANKMY1,7.2548704
ANKMY2,41.667683
ANKRA2,39.616142
ANKRD1,0.61685187
ANKRD10,228.99661
ANKRD11,14.986684
ANKRD12,27.44296
ANKRD13A,8.88425
ANKRD13B,2.8337097
ANKRD13C,27.419825
ANKRD13D,14.966713
ANKRD16,6.4968734
ANKRD17,35.628895
ANKRD18A,0.23346324
ANKRD18B,0.5862863
ANKRD18DP,0.848153
ANKRD19P,5.3752317
ANKRD2,0.26874444
ANKRD20A1,12.85339
ANKRD20A11P,0.29739976
ANKRD20A12P,12.237799
ANKRD20A19P,0.31208062
ANKRD20A2,14.787298
ANKRD20A3,2.9428997
ANKRD20A4,10.020307
ANKRD20A5P,0.64746034
ANKRD20A8P,8.660185
ANKRD20A9P,11.189829
ANKRD22,0.091772914
ANKRD23,4.169256
ANKRD24,0.28741047
ANKRD26,6.714214
ANKRD26P1,0.06940767
ANKRD26P3,0.055366468
ANKRD27,13.686756
ANKRD28,13.10844
ANKRD29,2.1695614
ANKRD30A,0.0
ANKRD30B,0.0029432268
ANKRD30BL,0.31543642
ANKRD30BP2,1.6818908
ANKRD30BP3,0.0031324148
ANKRD31,0.25323626
ANKRD32,9.56893
ANKRD33,0.26988477
ANKRD33B,0.56751984
ANKRD34A,0.9433232
ANKRD34B,0.094028145
ANKRD34C,0.0
ANKRD35,10.584266
ANKRD36,57.684795
ANKRD36B,47.1688
ANKRD36BP1,142.49501
ANKRD36BP2,0.8363002
ANKRD37,9.590927
ANKRD39,46.208916
ANKRD40,36.489464
ANKRD42,9.779697
ANKRD44,27.040304
ANKRD45,10.308893
ANKRD46,34.40728
ANKRD49,15.102491
ANKRD50,12.087742
ANKRD52,28.852137
ANKRD53,1.5738173
ANKRD54,29.933784
ANKRD55,1.686941
ANKRD6,4.696283
ANKRD61,0.6046365
ANKRD62P1-PARP4P3,0.04167851
ANKRD63,0.0
ANKRD65,12.381122
ANKRD66,0.02358156
ANKRD7,2.518516
ANKRD9,0.49209106
ANKS1A,5.2286725
ANKS1B,8.747146
ANKS3,17.907604
ANKS4B,2.5468335
ANKS6,3.0534983
ANKUB1,0.97725856
ANKZF1,36.397926
ANLN,5.215023
ANO1,1.0245144
ANO10,34.436497
ANO2,1.1262448
ANO3,0.28560123
ANO4,6.6658554
ANO5,1.3075455
ANO6,49.240242
ANO7,0.50935584
ANO8,0.6618353
ANO9,0.0
ANP32A,21.456198
ANP32A-IT1,5.3244653
ANP32AP1,0.38169804
ANP32B,80.655716
ANP32C,0.18295518
ANP32D,0.0
ANP32E,120.63032
ANPEP,2.373499
ANTXR1,29.621365
ANTXR2,10.51912
ANXA1,1218.71
ANXA10,0.0
ANXA11,10.237893
ANXA13,0.29216313
ANXA2,1306.3661
ANXA2P1,1.7324684
ANXA2P2,0.690815
ANXA2P3,1.7296093
ANXA2R,13.076174
ANXA3,3.8447223
ANXA4,34.564476
ANXA5,799.586
ANXA6,100.08854
ANXA7,115.09177
ANXA8,0.0
ANXA8L1,0.0
ANXA8L2,0.0
ANXA9,0.69079995
AOAH,0.54114467
AOAH-IT1,0.14853427
AOC2,0.43044683
AOC3,0.50619453
AOC4,0.26304874
AOX1,3.2461975
AOX2P,0.052705504
AP1AR,20.447758
AP1B1,29.16986
AP1B1P1,0.0050118202
AP1G1,33.332684
AP1G2,13.651484
AP1M1,109.34211
AP1M2,0.061960604
AP1S1,37.274364
AP1S2,320.96896
AP1S3,9.391843
AP2A1,24.512188
AP2A2,9.987459
AP2B1,109.56087
AP2M1,354.21313
AP2S1,151.7393
AP3B1,40.439926
AP3B2,9.778837
AP3D1,29.223816
AP3M1,42.836693
AP3M2,14.016476
AP3S1,143.75409
AP3S2,27.767603
AP4B1,23.895409
AP4B1-AS1,6.5037518
AP4E1,7.1259584
AP4M1,30.494104
AP4S1,13.492892
AP5B1,6.3380747
AP5M1,54.705505
AP5S1,21.896431
AP5Z1,20.84357
APAF1,9.815542
APBA1,5.521342
APBA2,30.640621
APBA3,17.953787
APBB1,89.65319
APBB1IP,0.20390084
APBB2,22.456121
APBB3,31.441757
APC,34.59624
APC2,3.4925861
APCDD1,8.040061
APCDD1L,27.602346
APCDD1L-AS1,9.521209
APCS,0.24251772
APEH,67.011986
APEX1,293.5899
APEX2,18.485924
APH1A,65.095375
APH1B,19.567045
API5,77.592995
APIP,65.73016
APITD1,15.878272
APITD1-CORT,2.6064708
APLF,2.301877
APLN,5.3406343
APLNR,3.619644
APLP1,16.60483
APLP2,358.29822
APMAP,194.72995
APOA1,2.2657704
APOA1BP,140.04346
APOA2,0.0
APOA4,0.0
APOA5,0.07595834
APOB,0.0046808524
APOBEC1,0.0
APOBEC2,1.592099
APOBEC3A,4.1710954
APOBEC3A_B,0.013758855
APOBEC3B,2.976135
APOBEC3C,27.808712
APOBEC3D,5.2034206
APOBEC3F,7.2335644
APOBEC3G,9.304706
APOBEC3H,0.026974589
APOBEC4,0.49153426
APOBR,0.019692589
APOC1,11.451187
APOC1P1,3.4014091
APOC2,5.817182
APOC3,0.0
APOC4,0.6341995
APOC4-APOC2,0.032375824
APOD,149.7136
APOE,306.71283
APOF,0.8158755
APOH,0.3467859
APOL1,16.976246
APOL2,59.44359
APOL3,5.838464
APOL4,40.563114
APOL5,0.16110939
APOL6,9.962503
APOLD1,9.420393
APOM,8.360858
APOO,85.21298
APOOL,33.432983
APOPT1,72.52831
APP,300.79767
APPBP2,34.405647
APPL1,21.254984
APPL2,47.790653
APRT,135.46556
APTX,38.449467
AQP1,19.047066
AQP10,0.01684397
AQP11,10.244437
AQP12A,0.0
AQP12B,0.0
AQP2,0.0083569735
AQP3,8.606563
AQP4,172.66881
AQP4-AS1,6.399804
AQP5,0.15692776
AQP6,5.89429
AQP7,0.11995216
AQP7P1,4.6638246
AQP7P3,10.645717
AQP8,0.08623075
AQP9,0.7506161
AQPEP,0.51177186
AQR,23.567429
AR,2.9831355
ARAF,61.54923
ARAP1,15.893734
ARAP2,14.766305
ARAP3,4.7781606
ARC,47.07561
ARCN1,80.96813
AREG,2.1415038
ARF1,531.631
ARF3,39.76148
ARF4,374.02567
ARF5,320.72357
ARF6,35.392353
ARFGAP1,49.124214
ARFGAP2,60.317192
ARFGAP3,85.353584
ARFGEF1,14.710781
ARFGEF2,6.6689906
ARFIP1,41.999767
ARFIP2,33.9893
ARFRP1,33.055008
ARG1,0.7980021
ARG2,23.785397
ARGFX,3.7591252
ARGFXP2,0.27478576
ARGLU1,270.39276
ARHGAP1,63.36401
ARHGAP10,3.707213
ARHGAP11A,5.1815777
ARHGAP11B,2.52808
ARHGAP12,60.249065
ARHGAP15,1.415119
ARHGAP17,17.532606
ARHGAP18,18.010614
ARHGAP19,5.0031805
ARHGAP19-SLIT1,6.000227
ARHGAP20,4.5769887
ARHGAP21,31.573776
ARHGAP22,1.2210151
ARHGAP23,12.662581
ARHGAP24,7.583721
ARHGAP25,4.268337
ARHGAP26,5.710826
ARHGAP26-AS1,0.25738674
ARHGAP27,1.1521457
ARHGAP28,0.3268926
ARHGAP29,10.912767
ARHGAP30,5.1599307
ARHGAP31,14.35098
ARHGAP32,14.124907
ARHGAP33,16.109535
ARHGAP35,11.886527
ARHGAP36,0.8929753
ARHGAP39,2.4687476
ARHGAP4,18.072886
ARHGAP40,0.37808466
ARHGAP42,6.6303697
ARHGAP44,0.1458509
ARHGAP5,44.21618
ARHGAP5-AS1,7.7863946
ARHGAP6,3.5519338
ARHGAP8,1.031541
ARHGAP9,0.43227386
ARHGDIA,31.967049
ARHGDIB,13.175476
ARHGDIG,0.64295113
ARHGEF1,25.032267
ARHGEF10,11.806451
ARHGEF10L,8.272753
ARHGEF11,5.4577374
ARHGEF12,11.444165
ARHGEF15,0.33002615
ARHGEF16,1.9771545
ARHGEF17,10.81821
ARHGEF18,8.0465975
ARHGEF19,2.031209
ARHGEF2,33.572002
ARHGEF25,4.530196
ARHGEF26,46.475006
ARHGEF26-AS1,59.611557
ARHGEF28,1.249407
ARHGEF3,25.379993
ARHGEF3-AS1,0.2723022
ARHGEF33,0.59916747
ARHGEF35,0.3588655
ARHGEF37,4.0853424
ARHGEF38,0.3360646
ARHGEF38-IT1,0.064066194
ARHGEF39,3.806813
ARHGEF4,5.2176785
ARHGEF40,25.513376
ARHGEF5,0.028156055
ARHGEF6,50.74845
ARHGEF7,50.31598
ARHGEF9,20.678473
ARID1A,20.035313
ARID1B,9.5322895
ARID2,28.007807
ARID3A,0.58766985
ARID3B,6.3623238
ARID3C,0.009255367
ARID4A,19.307842
ARID4B,42.403893
ARID5A,100.25114
ARID5B,83.982544
ARIH1,19.994099
ARIH2,74.93777
ARIH2OS,10.861828
ARL1,113.825836
ARL10,5.6266065
ARL11,1.340523
ARL13A,0.079185605
ARL13B,18.45368
ARL14,0.26242316
ARL14EP,39.301723
ARL14EPL,0.29710466
ARL15,20.203026
ARL16,75.38165
ARL17A,40.83343
ARL17B,15.19142
ARL2,116.96693
ARL2-SNX15,0.06859303
ARL2BP,190.06046
ARL3,34.065266
ARL4A,124.52969
ARL4C,32.86807
ARL4D,30.83975
ARL5A,40.735466
ARL5B,15.035283
ARL5C,0.042399526
ARL6,12.372111
ARL6IP1,636.3083
ARL6IP4,114.114555
ARL6IP5,238.91054
ARL6IP6,70.65354
ARL8A,8.293244
ARL8B,108.10804
ARL9,1.301636
ARMC1,42.91311
ARMC10,25.94881
ARMC12,2.971893
ARMC2,5.304686
ARMC3,1.7405984
ARMC4,1.0974783
ARMC5,13.597148
ARMC6,43.152782
ARMC7,9.948664
ARMC8,73.16954
ARMC9,29.401749
ARMCX1,66.03372
ARMCX2,64.100945
ARMCX3,85.39353
ARMCX4,18.047611
ARMCX5,18.994192
ARMCX5-GPRASP2,3.4954085
ARMCX6,67.9182
ARMS2,0.24852246
ARNT,34.35168
ARNT2,27.481056
ARNTL,37.51124
ARNTL2,3.6621635
ARPC1A,322.2306
ARPC1B,73.19003
ARPC2,365.71072
ARPC3,444.4201
ARPC4,188.13673
ARPC4-TTLL3,6.992231
ARPC5,218.83752
ARPC5L,62.82296
ARPP19,125.045265
ARPP21,5.1498575
ARR3,0.2549173
ARRB1,1.0755706
ARRB2,3.7612603
ARRDC1,17.465345
ARRDC2,4.5784664
ARRDC3,175.7747
ARRDC3-AS1,17.857153
ARRDC4,13.665524
ARRDC5,0.028746188
ARSA,16.310202
ARSB,7.7803564
ARSD,10.401075
ARSE,5.4562426
ARSF,1.7890427
ARSG,7.3444977
ARSH,0.0
ARSI,1.6740514
ARSJ,29.984808
ARSK,15.540776
ART1,0.0
ART3,14.491571
ART4,0.43210456
ART5,0.12460148
ARTN,0.12794253
ARV1,45.20898
ARVCF,8.911212
ARX,4.6569405
AS3MT,10.655591
ASAH1,147.05927
ASAH2,0.476476
ASAH2B,8.468367
ASAP1,33.42232
ASAP1-IT1,2.7326467
ASAP2,16.842918
ASAP3,21.255144
ASB1,6.846984
ASB10,0.038204644
ASB11,2.6503232
ASB12,0.20163976
ASB13,12.033468
ASB14,1.7617915
ASB15,0.9976977
ASB16,1.9979241
ASB16-AS1,22.629435
ASB17,0.0
ASB18,0.10953965
ASB2,0.43237552
ASB3,47.486446
ASB4,0.7650676
ASB5,0.24632333
ASB6,28.649323
ASB7,13.982435
ASB8,55.833706
ASB9,1.820312
ASB9P1,1.6248674
ASCC1,47.0203
ASCC2,39.398144
ASCC3,21.62585
ASCL1,12.047611
ASCL2,0.04263538
ASCL3,0.16395001
