GeneID,NPClike1
ADAMTSL3,0.20545621
ADAMTSL4,2.6451967
ADAMTSL5,0.13708328
ADAP1,1.148271
ADAP2,0.64037913
ADAR,63.077366
ADARB1,1.9624007
ADARB2,0.7009703
ADARB2-AS1,0.68112946
ADAT1,39.643852
ADAT2,6.480307
ADAT3,3.332283
ADC,3.997706
ADCK1,13.466603
ADCK2,2.783222
ADCK3,29.086023
ADCK4,33.97605
ADCK5,11.626994
ADCY1,7.859784
ADCY10,0.28630528
ADCY10P1,1.820927
ADCY2,2.3433018
ADCY3,4.9039254
ADCY4,0.00985215
ADCY5,3.2258341
ADCY6,13.806529
ADCY7,10.832382
ADCY8,5.80121
ADCY9,1.4101357
ADCYAP1,1.262353
ADCYAP1R1,22.668947
ADD1,77.15855
ADD2,42.790295
ADD3,33.136036
ADGB,0.013575269
ADH1A,0.03508067
ADH1B,0.0
ADH1C,0.026196236
ADH4,2.3321812
ADH5,200.69763
ADH6,0.69779485
ADH7,0.15399186
ADHFE1,13.425876
ADI1,124.68951
ADIG,0.037982557
ADIPOQ,1.076976
ADIPOQ-AS1,0.35270238
ADIPOR1,96.88934
ADIPOR2,4.9163327
ADIRF,0.8171775
ADK,43.35066
ADM,25.250578
ADM2,1.2475917
ADM5,2.7633834
ADNP,50.399384
ADNP2,13.881033
ADO,9.461935
ADORA1,5.7214813
ADORA2A,4.558556
ADORA2A-AS1,1.0683866
ADORA2B,5.330527
ADORA3,0.17467743
ADPGK,52.6468
ADPGK-AS1,3.1847086
ADPRH,3.309826
ADPRHL1,1.9598789
ADPRHL2,73.17871
ADPRM,28.78732
ADRA1A,9.9992895
ADRA1B,0.10436706
ADRA1D,0.009596774
ADRA2A,0.13979898
ADRA2B,0.5492877
ADRA2C,0.0
ADRB1,1.7309648
ADRB2,0.005793011
ADRB3,0.024018817
ADRBK1,6.941704
ADRBK2,8.216863
ADRM1,96.08432
ADSL,121.182014
ADSS,34.09532
ADSSL1,1.734799
ADTRP,0.0
AEBP1,12.262611
AEBP2,26.066298
AEN,50.432014
AES,45.676758
AFAP1,23.656178
AFAP1-AS1,1.618432
AFAP1L1,6.3556004
AFAP1L2,35.790493
AFF1,11.311339
AFF2,0.42722937
AFF3,16.58858
AFF4,95.26146
AFG3L1P,38.79539
AFG3L2,26.219753
AFM,0.0
AFMID,28.148554
AFP,0.0
AFTPH,28.002798
AGA,26.029472
AGAP1,17.988441
AGAP11,0.38702893
AGAP2,55.044216
AGAP3,36.94198
AGAP4,9.3536005
AGAP5,12.2110615
AGAP6,19.239824
AGAP7,1.8331975
AGAP8,5.6415133
AGAP9,8.326632
AGBL1,0.70016134
AGBL2,0.6001086
AGBL3,4.9857054
AGBL4,1.4272851
AGBL5,25.50664
AGER,4.4253254
AGFG1,10.7486725
AGFG2,9.4391775
AGGF1,29.925398
AGK,49.614017
AGL,14.414171
AGMAT,7.5578284
AGMO,24.210598
AGO1,29.064346
AGO2,22.540712
AGO3,40.20006
AGO4,10.2712965
AGPAT1,47.383698
AGPAT2,4.070726
AGPAT3,9.800618
AGPAT4,19.741838
AGPAT4-IT1,20.250872
AGPAT5,33.27025
AGPAT6,42.841843
AGPAT9,0.0027956937
AGPHD1,0.40182796
AGPS,11.286903
AGR2,0.046747312
AGR3,0.0
AGRN,8.913051
AGRP,0.8184164
AGSK1,5.4494963
AGT,170.96223
AGTPBP1,15.902637
AGTR1,0.17056452
AGTR2,0.26618493
AGTRAP,22.81149
AGXT,0.0
AGXT2,0.055645164
AGXT2L1,0.0
AGXT2L2,28.014044
AHCTF1,13.987017
AHCTF1P1,0.5711168
AHCY,126.81408
AHCYL1,84.06366
AHCYL2,19.144583
AHDC1,3.6447423
AHI1,30.304794
AHNAK,0.78762096
AHNAK2,0.23294546
AHR,17.472485
AHRR,1.035605
AHSA1,116.609764
AHSA2,11.693305
AHSG,1.7630336
AHSP,0.0
AICDA,2.7887802
AIDA,28.698385
AIF1,0.4589532
AIF1L,95.2723
AIFM1,41.187756
AIFM2,6.456975
AIFM3,0.5289249
AIG1,41.246048
AIM1,0.7029712
AIM1L,0.0066935364
AIM2,4.589789
AIMP1,50.871304
AIMP2,75.206154
AIP,72.1656
AIPL1,4.7352457
AIRE,0.59079665
AIRN,0.11962446
AJAP1,0.5603091
AJUBA,5.47031
AK1,27.805017
AK2,67.2412
AK3,52.61527
AK4,22.562845
AK5,0.5994611
AK7,0.19605805
AK8,0.7940835
AKAP1,12.92931
AKAP10,26.649635
AKAP11,21.8002
AKAP12,13.495411
AKAP13,33.724594
AKAP14,0.033360213
AKAP17A,7.1226315
AKAP2,1.6430228
AKAP3,1.3547204
AKAP4,0.004032258
AKAP5,5.9513097
AKAP6,15.753278
AKAP7,134.06029
AKAP8,50.040707
AKAP8L,46.40942
AKAP9,56.82788
AKD1,15.43978
AKIP1,67.806786
AKIRIN1,142.93074
AKIRIN2,127.00785
AKNA,8.1668005
AKNAD1,19.890789
AKR1A1,89.538124
AKR1B1,231.35382
AKR1B10,1.764329
AKR1B15,0.17711085
AKR1C1,4.193098
AKR1C2,1.561319
AKR1C3,6.409416
AKR1C4,0.10909946
AKR1C6P,0.12178781
AKR1CL1,0.016451612
AKR1D1,2.2080379
AKR1E2,0.10060484
AKR7A2,48.29058
AKR7A2P1,3.5354161
AKR7A3,4.3718896
AKR7L,4.3458276
AKT1,22.525192
AKT1S1,9.166918
AKT2,18.002295
AKT3,59.9724
AKTIP,47.396084
ALAD,22.003727
ALAS1,41.13444
ALAS2,0.09093994
ALB,0.34038988
ALCAM,153.0479
ALDH16A1,6.523393
ALDH18A1,67.34221
ALDH1A1,0.30187
ALDH1A2,0.9345017
ALDH1A3,1.9692472
ALDH1B1,28.67146
ALDH1L1,9.074421
ALDH1L1-AS1,0.07303763
ALDH1L1-AS2,5.3326077
ALDH1L2,6.9971623
ALDH2,71.57554
ALDH3A1,0.12917838
ALDH3A2,75.86782
ALDH3B1,4.0688295
ALDH3B2,0.05016129
ALDH4A1,10.266566
ALDH5A1,14.223679
ALDH6A1,51.2062
ALDH7A1,81.99827
ALDH8A1,5.223273
ALDH9A1,122.67114
ALDOA,521.74036
ALDOB,1.193067
ALDOC,68.148155
ALG1,19.93128
ALG10,12.392026
ALG10B,8.269998
ALG11,45.66413
ALG12,29.312037
ALG13,34.25351
ALG14,46.166805
ALG1L,3.9202805
ALG1L2,0.5656865
ALG1L9P,13.559041
ALG2,39.875183
ALG3,56.05441
ALG5,101.396545
ALG6,33.52227
ALG8,47.31561
ALG9,26.635115
ALK,3.679977
ALKBH1,16.987825
ALKBH2,91.10053
ALKBH3,35.524765
ALKBH4,50.111713
ALKBH5,19.905954
ALKBH6,14.50329
ALKBH7,34.876865
ALKBH8,11.539
ALLC,0.104610376
ALMS1,12.275703
ALMS1P,3.736214
ALOX12,0.48349577
ALOX12B,0.32206988
ALOX12P2,2.5193934
ALOX15,0.16516054
ALOX15B,0.0
ALOX15P1,0.3202292
ALOX5,0.2554839
ALOX5AP,0.28323925
ALOXE3,1.7080344
ALPI,0.049487755
ALPK1,1.0700144
ALPK2,0.38691336
ALPK3,1.2528225
ALPL,3.8380945
ALPP,0.27213728
ALPPL2,0.026196308
ALS2,20.552883
ALS2CL,0.79392475
ALS2CR11,4.641264
ALS2CR12,1.8167958
ALS2CR8,11.028113
ALX1,0.50767416
ALX3,3.7785974
ALX4,0.18100837
ALYREF,3.8098333
AMACR,16.105639
AMBN,0.0
AMBP,0.052742638
AMBRA1,19.758533
AMD1,121.80677
AMDHD1,0.46089244
AMDHD2,9.772577
AMELX,0.03034987
AMELY,0.0
AMER1,9.371075
AMER2,7.589625
AMER3,2.2641923
AMFR,19.818544
AMH,3.7849767
AMHR2,0.0054704305
AMICA1,0.022795185
AMIGO1,2.0247326
AMIGO2,0.6658508
AMIGO3,9.321027
AMMECR1,8.105845
AMMECR1L,30.13425
AMN,0.10024063
AMN1,42.401623
AMOT,11.552908
AMOTL1,16.508419
AMOTL2,97.82872
AMPD1,0.020685483
AMPD2,53.21046
AMPD3,0.25993475
AMPH,16.203602
AMT,9.211622
AMTN,0.0
AMY1A,0.04227148
AMY1B,0.16280921
AMY1C,0.003266172
AMY2A,0.16099459
AMY2B,11.580687
AMZ1,8.583113
AMZ2,101.79444
AMZ2P1,35.504017
ANAPC1,16.078133
ANAPC10,36.335526
ANAPC11,205.72134
ANAPC13,233.22464
ANAPC15,55.41367
ANAPC16,32.28971
ANAPC1P1,1.8735732
ANAPC2,12.465333
ANAPC4,38.927956
ANAPC5,204.18497
ANAPC7,141.33937
ANG,1.548078
ANGEL1,78.71354
ANGEL2,36.649136
ANGPT1,0.86362684
ANGPT2,6.3745446
ANGPT4,0.0
ANGPTL1,5.982369
ANGPTL2,48.707314
ANGPTL3,0.19918011
ANGPTL4,0.7331191
ANGPTL5,0.0
ANGPTL6,0.12541927
ANGPTL7,1.7835941
ANHX,0.20900539
ANK1,0.09071236
ANK2,23.620262
ANK3,15.5915785
ANKAR,5.672699
ANKDD1A,9.949548
ANKDD1B,0.07365625
ANKEF1,1.3612367
ANKFN1,18.193207
ANKFY1,27.53105
ANKH,9.289409
ANKHD1,47.028027
ANKHD1-EIF4EBP3,4.7717166
ANKIB1,48.60725
ANKK1,0.51542956
ANKLE1,6.1558166
ANKLE2,17.351831
ANKMY1,6.080569
ANKMY2,44.126507
ANKRA2,61.896908
ANKRD1,0.030148149
ANKRD10,309.98236
ANKRD11,18.200579
ANKRD12,35.623962
ANKRD13A,11.2595825
ANKRD13B,6.688913
ANKRD13C,31.817858
ANKRD13D,12.010212
ANKRD16,7.2674384
ANKRD17,56.85144
ANKRD18A,1.4005641
ANKRD18B,0.7630088
ANKRD18DP,0.13174798
ANKRD19P,8.074726
ANKRD2,4.988427
ANKRD20A1,23.73914
ANKRD20A11P,7.9599576
ANKRD20A12P,72.98002
ANKRD20A19P,0.5778501
ANKRD20A2,13.358915
ANKRD20A3,3.5809705
ANKRD20A4,11.5993185
ANKRD20A5P,7.4905243
ANKRD20A8P,11.476439
ANKRD20A9P,22.031658
ANKRD22,0.073521525
ANKRD23,8.619855
ANKRD24,0.20830652
ANKRD26,7.93049
ANKRD26P1,0.015981182
ANKRD26P3,0.0
ANKRD27,14.421561
ANKRD28,11.426729
ANKRD29,0.23849462
ANKRD30A,0.005174783
ANKRD30B,0.05680216
ANKRD30BL,1.1462673
ANKRD30BP2,2.1186554
ANKRD30BP3,0.11451614
ANKRD31,0.4388456
ANKRD32,10.5846615
ANKRD33,0.13614745
ANKRD33B,0.59446156
ANKRD34A,1.5640041
ANKRD34B,0.3144346
ANKRD34C,0.0
ANKRD35,9.861895
ANKRD36,84.97257
ANKRD36B,67.314705
ANKRD36BP1,188.97318
ANKRD36BP2,1.7643149
ANKRD37,17.62152
ANKRD39,58.482998
ANKRD40,28.018753
ANKRD42,4.3109803
ANKRD44,45.273544
ANKRD45,3.2601066
ANKRD46,103.82007
ANKRD49,29.489817
ANKRD50,20.401192
ANKRD52,25.636559
ANKRD53,1.7259141
ANKRD54,28.525452
ANKRD55,1.6035494
ANKRD6,15.50793
ANKRD61,3.083207
ANKRD62P1-PARP4P3,0.23278356
ANKRD63,0.0
ANKRD65,33.734512
ANKRD66,0.0
ANKRD7,6.292256
ANKRD9,0.23774192
ANKS1A,7.4972777
ANKS1B,48.268013
ANKS3,23.407951
ANKS4B,4.1739154
ANKS6,3.5391874
ANKUB1,0.5359274
ANKZF1,57.63558
ANLN,3.1162648
ANO1,0.0015188172
ANO10,31.612251
ANO2,0.0
ANO3,2.1510332
ANO4,3.1337268
ANO5,3.3331482
ANO6,16.204353
ANO7,0.33382922
ANO8,1.1666675
ANO9,0.01920699
ANP32A,34.243626
ANP32A-IT1,12.802693
ANP32AP1,0.38981175
ANP32B,114.759674
ANP32C,1.7062225
ANP32D,0.0
ANP32E,82.59954
ANPEP,0.014717743
ANTXR1,84.30382
ANTXR2,23.889313
ANXA1,19.896336
ANXA10,0.0
ANXA11,2.0564206
ANXA13,0.0
ANXA2,68.03754
ANXA2P1,2.8510892
ANXA2P2,0.96370345
ANXA2P3,0.031478498
ANXA2R,18.216562
ANXA3,0.032728497
ANXA4,17.980495
ANXA5,456.5568
ANXA6,76.17156
ANXA7,72.578636
ANXA8,0.05200269
ANXA8L1,0.0
ANXA8L2,0.0
ANXA9,0.7186039
AOAH,4.136
AOAH-IT1,0.0
AOC2,0.8000805
AOC3,0.335766
AOC4,0.2620028
AOX1,1.2068348
AOX2P,0.028817246
AP1AR,44.17432
AP1B1,34.839577
AP1B1P1,0.010739247
AP1G1,44.974087
AP1G2,6.875582
AP1M1,110.996185
AP1M2,0.054583333
AP1S1,30.450268
AP1S2,131.18764
AP1S3,14.411159
AP2A1,24.906096
AP2A2,9.078913
AP2B1,149.43495
AP2M1,333.2237
AP2S1,98.2878
AP3B1,37.22998
AP3B2,19.06713
AP3D1,34.629353
AP3M1,60.370857
AP3M2,23.903206
AP3S1,111.584564
AP3S2,31.424456
AP4B1,37.52433
AP4B1-AS1,11.345621
AP4E1,10.431804
AP4M1,37.44061
AP4S1,16.892736
AP5B1,6.9580603
AP5M1,59.33064
AP5S1,15.898576
AP5Z1,23.192175
APAF1,17.462727
APBA1,10.310015
APBA2,100.81922
APBA3,20.600918
APBB1,122.7644
APBB1IP,0.0
APBB2,61.652275
APBB3,27.424711
APC,47.27631
APC2,10.260847
APCDD1,9.075394
APCDD1L,0.20051213
APCDD1L-AS1,1.0539522
APCS,0.0
APEH,58.863472
APEX1,487.4254
APEX2,17.989061
APH1A,55.299717
APH1B,23.7671
API5,104.71015
APIP,65.49404
APITD1,9.404401
APITD1-CORT,2.2090566
APLF,2.165763
APLN,0.6770844
APLNR,0.22116789
APLP1,20.774866
APLP2,172.35129
APMAP,205.22768
APOA1,0.7410474
APOA1BP,153.31161
APOA2,0.29442206
APOA4,0.0
APOA5,0.10863184
APOB,0.00072580646
APOBEC1,0.042379033
APOBEC2,2.7912765
APOBEC3A,7.144978
APOBEC3A_B,0.39256716
APOBEC3B,3.5773618
APOBEC3C,10.56824
APOBEC3D,5.232505
APOBEC3F,3.8585804
APOBEC3G,3.157958
APOBEC3H,0.019475972
APOBEC4,1.888146
APOBR,0.0323253
APOC1,0.28310192
APOC1P1,5.145314
APOC2,1.2882864
APOC3,0.022459676
APOC4,0.21706964
APOC4-APOC2,0.0
APOD,129.1544
APOE,5.6415453
APOF,0.8875125
APOH,0.0
APOL1,8.920838
APOL2,24.343077
APOL3,1.493871
APOL4,37.250736
APOL5,0.3636021
APOL6,4.3685393
APOLD1,2.1344628
APOM,8.444845
APOO,97.2944
APOOL,51.19115
APOPT1,56.21924
APP,163.84987
APPBP2,34.784996
APPL1,26.77704
APPL2,45.319214
APRT,89.72257
APTX,46.69126
AQP1,1.7115589
AQP10,0.08370732
AQP11,7.8995423
AQP12A,0.0
AQP12B,0.0
AQP2,0.050322577
AQP3,1.6679168
AQP4,16.32671
AQP4-AS1,7.87121
AQP5,0.47063172
AQP6,8.7562065
AQP7,0.22489157
AQP7P1,5.366383
AQP7P3,18.622095
AQP8,0.33849463
AQP9,0.057096772
AQPEP,1.1866119
AQR,26.102118
AR,2.3626525
ARAF,60.33784
ARAP1,24.213453
ARAP2,7.010094
ARAP3,6.728188
ARC,100.80763
ARCN1,75.26878
AREG,0.010887102
ARF1,560.7976
ARF3,38.764328
ARF4,432.2403
ARF5,289.915
ARF6,26.006317
ARFGAP1,64.79208
ARFGAP2,78.48283
ARFGAP3,110.71313
ARFGEF1,15.649421
ARFGEF2,7.1176543
ARFIP1,47.18847
ARFIP2,31.472675
ARFRP1,33.37563
ARG1,1.2560892
ARG2,19.8505
ARGFX,5.946422
ARGFXP2,1.4084046
ARGLU1,281.16263
ARHGAP1,58.246765
ARHGAP10,2.7631037
ARHGAP11A,8.022135
ARHGAP11B,6.1752048
ARHGAP12,53.77965
ARHGAP15,3.3155513
ARHGAP17,17.498413
ARHGAP18,1.8867472
ARHGAP19,4.74653
ARHGAP19-SLIT1,6.5899153
ARHGAP20,6.731834
ARHGAP21,34.549088
ARHGAP22,4.111671
ARHGAP23,4.094476
ARHGAP24,5.247323
ARHGAP25,3.3177273
ARHGAP26,2.9771085
ARHGAP26-AS1,0.14802396
ARHGAP27,1.8813038
ARHGAP28,3.8138216
ARHGAP29,0.027526882
ARHGAP30,4.145876
ARHGAP31,17.736698
ARHGAP32,20.150814
ARHGAP33,29.666626
ARHGAP35,27.922682
ARHGAP36,0.2063441
ARHGAP39,2.298564
ARHGAP4,2.746386
ARHGAP40,0.012916667
ARHGAP42,14.706941
ARHGAP44,0.26416668
ARHGAP5,30.550327
ARHGAP5-AS1,5.9137526
ARHGAP6,1.0583464
ARHGAP8,0.14631814
ARHGAP9,0.49751148
ARHGDIA,27.506952
ARHGDIB,1.3583249
ARHGDIG,0.51198614
ARHGEF1,28.928446
ARHGEF10,3.8184361
ARHGEF10L,9.5150795
ARHGEF11,7.2058396
ARHGEF12,9.33031
ARHGEF15,0.0
ARHGEF16,0.9660557
ARHGEF17,4.037515
ARHGEF18,8.428407
ARHGEF19,1.3859683
ARHGEF2,96.40292
ARHGEF25,16.301361
ARHGEF26,23.744917
ARHGEF26-AS1,97.890495
ARHGEF28,3.160005
ARHGEF3,36.754276
ARHGEF3-AS1,0.200657
ARHGEF33,1.505443
ARHGEF35,0.8396237
ARHGEF37,3.5186026
ARHGEF38,0.3119896
ARHGEF38-IT1,0.07172043
ARHGEF39,5.4417214
ARHGEF4,4.654634
ARHGEF40,17.131456
ARHGEF5,0.65311825
ARHGEF6,56.252403
ARHGEF7,124.09784
ARHGEF9,45.42536
ARID1A,34.183052
ARID1B,15.839735
ARID2,55.967144
ARID3A,0.7645948
ARID3B,7.5270967
ARID3C,0.011102206
ARID4A,30.062035
ARID4B,78.20214
ARID5A,32.72326
ARID5B,24.97818
ARIH1,24.560642
ARIH2,83.1174
ARIH2OS,13.610682
ARL1,61.577637
ARL10,5.785758
ARL11,1.8817078
ARL13A,0.016384441
ARL13B,10.522684
ARL14,0.0
ARL14EP,53.776993
ARL14EPL,0.0
ARL15,59.794502
ARL16,78.02136
ARL17A,71.93032
ARL17B,23.498217
ARL2,62.06317
ARL2-SNX15,0.14551075
ARL2BP,263.12723
ARL3,28.483765
ARL4A,143.91287
ARL4C,39.82987
ARL4D,36.980656
ARL5A,64.17497
ARL5B,30.559292
ARL5C,0.19205645
ARL6,13.768885
ARL6IP1,597.67126
ARL6IP4,80.56465
ARL6IP5,193.68858
ARL6IP6,101.67225
ARL8A,8.332495
ARL8B,91.11983
ARL9,24.308546
ARMC1,70.82386
ARMC10,18.686033
ARMC12,3.4081712
ARMC2,2.8487804
ARMC3,0.0077284947
ARMC4,1.3062634
ARMC5,14.520581
ARMC6,52.26227
ARMC7,14.45923
ARMC8,106.267845
ARMC9,20.517044
ARMCX1,121.71723
ARMCX2,85.8562
ARMCX3,144.55673
ARMCX4,25.938696
ARMCX5,49.818333
ARMCX5-GPRASP2,7.7894626
ARMCX6,79.78508
ARMS2,0.30034947
ARNT,23.858463
ARNT2,40.205486
ARNTL,11.982401
ARNTL2,3.3784223
ARPC1A,301.9025
ARPC1B,16.493143
ARPC2,323.98294
ARPC3,330.40872
ARPC4,159.51628
ARPC4-TTLL3,4.492357
ARPC5,186.27089
ARPC5L,58.275623
ARPP19,136.8412
ARPP21,26.510305
ARR3,0.6420683
ARRB1,5.0946116
ARRB2,5.6937633
ARRDC1,14.117972
ARRDC2,1.7808192
ARRDC3,184.89769
ARRDC3-AS1,33.843925
ARRDC4,10.3256855
ARRDC5,0.06740535
ARSA,17.003994
ARSB,8.897462
ARSD,10.518342
ARSE,3.0743127
ARSF,0.25422043
ARSG,5.280163
ARSH,0.0
ARSI,0.4610668
ARSJ,1.1067092
ARSK,9.718644
ART1,0.036774196
ART3,8.996416
ART4,0.2904301
ART5,0.11704301
ARTN,0.20592919
ARV1,53.481857
ARVCF,15.092878
ARX,1.6375943
AS3MT,11.821031
ASAH1,162.62132
ASAH2,1.2363328
ASAH2B,22.875444
ASAP1,50.347893
ASAP1-IT1,5.023454
ASAP2,10.79961
ASAP3,6.318887
ASB1,9.111721
ASB10,0.14520267
ASB11,3.267162
ASB12,0.56900537
ASB13,18.46483
ASB14,2.2973776
ASB15,1.2404166
ASB16,2.787327
ASB16-AS1,37.720943
ASB17,0.06614247
ASB18,0.18946373
ASB2,0.5686244
ASB3,77.66739
ASB4,1.1049194
ASB5,1.7935683
ASB6,33.425602
ASB7,15.978963
ASB8,82.86433
ASB9,0.0
ASB9P1,3.2728431
ASCC1,41.149048
ASCC2,54.991726
ASCC3,34.775223
ASCL1,253.28984
ASCL2,0.0
ASCL3,0.5477016
ASCL4,0.0
ASCL5,0.0
