,0,1,2
IRX4,4.081106635199661e-18,2.1591753717582275e-08,2.3960536702718986
HDC,16.77273319764198,3.319162595725441e-14,4.705474792642803e-14
ANKRD30BL,8.258968322797909e-15,1.1701490998794781,2.5345304027550517
LOC100131289,1.366015931308123,1.9219357614473733,1.625456877719733
SYTL1,8.73152357352542,1.8389011137699443,3.2362007597961864e-05
MSLN,14.510088909196915,0.15173276157017593,5.4240150369823496e-11
TFAP2B,3.2873494197505426,0.3670084306726957,4.115741936049306
GTSF1,6.360869070809033,2.6579446634296975,1.5436829525512848e-15
KLHL14,1.9129951225508288e-18,1.0157725830042503,2.968857435638699
CCNO,4.680596271850734e-13,2.595116398494108,2.1219807598110934
SLITRK5,8.579989100927395e-15,3.131078173890293,0.8520361855981776
COL4A3,7.328687413177242,1.2358305718119724e-14,4.158042758634677
TNNT1,0.13199685308106282,0.9033996267980233,4.586216124907205
COLEC11,3.572223599314566,2.737979217659813,1.0614696057626956
GRAP2,14.46598561799454,0.50938611590413,3.5768625071126627e-12
ANKRD20A11P,2.1091759842506215,5.18108354972088e-12,5.416338015241877
CLEC3B,0.02290075428144607,3.5657697632264234,6.7940951410494675e-12
CFHR1,3.0766214601285717e-15,2.6634108631040625e-10,3.7872108630086774
MGC39372,17.396848401791473,1.8826049123402526e-09,0.41727491412548307
PGM5-AS1,0.15796080658681352,2.0991173024903746,3.626834740125692
CRYBB1,19.84441754036462,0.522303530772509,5.030426960606842e-12
CACNA1A,5.435882013465875,6.375876545089761e-13,6.057795288830284
SIGLEC6,15.2619839461934,8.873133900009585e-19,3.8217542961847987e-23
HES3,1.2939199794873076e-30,2.168510783381859,2.385303763510462e-25
C20orf197,17.086993187061154,1.0867376977997411e-11,1.2150787832174831e-17
CACNA2D3,15.358150126149187,2.4560087746755972e-12,3.080201182163672
LOC100506388,9.562622672334738,2.5035929467609583,2.0726340323551746e-12
ODF3B,19.21984481654716,0.10159096690872396,6.170957637080212e-12
DCT,2.8632453488833125,2.039397048816555,3.2163296612107324
GPAT2,4.957190753025444,1.2135072639752609,2.6311289290140683
ANXA3,2.066628365580488,2.0136086697555973,1.766473823532954e-18
TEK,8.926434873017808e-05,1.757642877702331,3.733377559399515
WDR49,6.393414586623699e-13,4.50398608337842,2.080872315818862e-09
GNGT2,19.61571251692769,0.17447143653236347,3.225501449063079e-13
FFAR4,20.43964202610412,0.027033081261400877,0.001114696782463728
ABCA6,2.940142644158265e-09,3.761219343923623,5.909413096516558e-05
CCDC64,2.43440653538565,0.5813250250426828,4.6013691075850005
SST,1.0033994308573955,1.2991327556431836e-11,4.643523413035495
SLC16A10,8.92717687244916,0.015254807379325804,4.009630153242567
FEZF1,8.065126320430844e-14,0.1789053073942761,4.208150278057563
SLC38A4,2.9385386904741044,1.4232057060047456,1.2818525338607627
KNDC1,1.5141369683417905e-12,3.266795431299574,8.782760060855785e-05
CNTN4,0.6537667319346123,4.470124448935884e-09,6.12740521449178
MAPT-AS1,6.552498495608757,0.4756065699986735,4.088294291215066
TDO2,2.349156421752776e-18,2.626652018285478,1.3961727753399984e-14
TMC8,13.990324083695151,0.9380536189180346,3.070086973929237e-13
EMR4P,19.680214258596596,0.00031222507650163767,0.39252395742992213
OAF,0.1827436410599205,4.56005833425506,3.8264944599174403e-07
CLMP,0.26271531351789745,1.9873745861500376,2.4067820056657374
NFATC4,2.5435474929793567e-14,4.26968596982441,1.5119343184035035e-08
HAAO,17.784540692082096,0.6589406901850844,3.955506219557229e-06
DACH1,2.832473376442502,0.7505346135359211,5.063982992598773
NAT1,19.30680042531594,0.7036307180013778,0.8390252254159385
BTBD11,0.22932421619901636,1.8920695841162614,0.28669814363855173
TNFRSF10C,7.384218308689465,2.5630699483002117,1.2227764047002545
FEZF1-AS1,1.0761310444896302e-14,1.725566268375693e-06,4.596953656973261
IGF2BP1,3.1958134750872064e-21,1.6107447249842042,2.154965117909222
CACNA1E,0.20600850849035865,2.613840861242082e-10,7.216952542703707
OTP,1.2617309830951269,0.3720594606770465,6.61017608378769
PKDCC,1.0642466491279762e-11,2.768330485392803,1.7632580862953993
EPS8L2,1.0463446663279319,3.2261755807184276,2.2328143617870926
CD79B,8.329134686395097,2.3189882867126146,2.7966963322919395e-14
HBB,3.4849811045679437e-13,1.7115135800698724,1.2975635917922772
HSPB3,2.859672675874152,0.0007531904715336993,3.534810882450928
RNU12,16.420563871771687,1.8169462625109278,0.1947394775817984
IGJ,14.888995952773028,9.917400698761798e-14,8.45786941901055e-15
STXBP6,0.9473148627423386,1.1920612982745595,3.544130833064749
IL21R,17.849795639305658,0.46660455892117236,0.5659130843719503
PPARG,19.3766914099225,0.5716078298915375,0.0014215039188533731
FANK1,1.1585201532696763,4.202784460350364,1.117856270562966
