,0,1,2,3,4,5,6
IRX4,1.063053269468056e-10,1.0770696835217459e-10,1.8539519323488162e-10,4.453302011207311,1.206894069823783e-10,1.3803078807362376e-10,1.208215917211036e-10
HDC,1.131352302678678e-10,1.3431634936837642e-10,1.0994660691329798e-10,0.0001770226411478165,22.906039747580497,1.8295455673338592e-10,2.7776722433290376e-10
ANKRD30BL,1.529959973375703e-10,1.3511914144467305e-10,2.108335248311018e-10,5.243148576655967,1.9290943467306568e-10,2.51783882563756e-10,2.1641074744391566e-10
LOC100131289,1.2975224709429598e-10,6.231981475984734,2.205525677009586e-10,0.6358502864199678,1.2254729693023858,2.348168341250751,2.0332056456081746e-10
SYTL1,0.01343737471431779,1.9975800662551593e-10,1.3671734389391697e-10,1.1321813519089026e-07,12.187084115158356,2.9453471945945946,0.00022680839429064319
MSLN,1.7403323787383768e-10,3.1913925037902544e-10,3.8787616373498086e-08,0.7175894807404448,17.567921560863564,0.4943545351129103,1.5359192193834244e-10
TFAP2B,9.671161954122828e-08,12.569096391708047,9.135804553956548,0.9419645529357793,4.4880484242086276e-10,1.3489099890650083e-10,11.703921527356426
GTSF1,1.7667119902497966e-10,1.3077877890247526e-10,31.203769565675966,1.5508891926974384e-10,0.04707590868777387,2.519743820543404,1.7013160189945236e-10
KLHL14,1.5166394069466878e-10,1.3167857820521151e-10,1.8650142035739361e-10,5.725987495633861,1.2429682736525053e-10,2.0534662938107565e-10,2.3867023602208564e-10
CCNO,9.802521377012955,4.896290327216262e-10,7.796766163781582e-08,0.9715189243268028,1.7007341047916878e-10,4.097364751793082,1.4841852302079532e-10
SLITRK5,5.713049225771014e-10,3.96900280789887e-10,1.605313537331796e-10,2.1429515668071435,2.5514152555702873e-10,2.933449170317532e-10,43.26769785474011
COL4A3,11.981860980171824,12.671962090639735,8.882297706477788,1.7699680729998096e-10,3.683549237311089,1.8112171611288255e-10,1.9313892905315872e-10
TNNT1,3.3739097969367963e-07,2.629669467583003e-10,2.1495032115752366e-10,6.259486700466052,1.5033644993365096,3.4334427533359066e-09,1.695417432655183e-10
COLEC11,1.8781081272334707e-06,0.8547448999815045,3.7854779138226444,1.6804908954701316,3.3903434430546167,3.2448677031558155,2.0591646380728775e-10
GRAP2,3.7143991387671204e-10,2.7012984705652947e-10,1.1955313079041117e-10,3.192425619703607e-10,19.38247896362665,1.4249379189020277,9.137116591435177e-10
ANKRD20A11P,1.4736627831668165,19.781962188767505,1.467740950513062e-10,2.2996173625068708e-10,1.6033480249229e-08,2.0799388347356923e-08,0.8515399996998257
CLEC3B,1.6012419286045613e-10,6.552650619936798e-07,1.332979573812455e-10,3.1413261806391576e-10,1.891998259235794,0.9554546073498663,42.34698975535647
CFHR1,1.8309289324879462e-10,1.5105040254496437e-10,1.4157625333565781e-10,5.424313415961468,1.973552297830773e-10,1.294370202918219e-10,1.8325931937945238e-10
MGC39372,3.8131927657734126e-10,2.709855618143581e-10,1.5901814285641156e-10,1.4495470071071013,22.70775103905641,0.000980775614427652,1.7720040205878675e-08
PGM5-AS1,2.223025884934713e-10,6.060798258863433,1.946430132899731e-10,3.7189209402282897,0.0018295251961276315,1.5400360372404813,5.861231616192978e-10
CRYBB1,1.0698991257039668e-09,2.4161861423142505e-10,20.229914688525877,0.000247586360666944,20.289030065763285,7.41714694380842e-09,4.826429428672566e-09
CACNA1A,1.501269026826057e-07,22.745438224320136,3.1733243822164177,4.216087521111555e-10,1.352698781147312,2.103262222206932e-10,1.0970902199986502e-09
SIGLEC6,1.0104121588593725e-10,1.0184369035033545e-10,1.0254541643461839e-10,1.2512761764111202e-10,20.969504777805074,1.339116711536201e-10,1.5374832522163622e-10
HES3,1.8266214470648107e-10,1.1303576757843914e-10,1.007115665298027e-10,1.4511556435758528e-10,1.3320181291022916e-10,2.145670382679038e-10,43.66971591901888
C20orf197,1.2030686076693717e-10,1.2173396324870715e-10,6.121406048646966e-10,1.9950025837957934e-10,21.720856322193175,7.625478572845494e-09,2.1557972890180403e-10
CACNA2D3,3.487481704479493e-10,12.664966170697673,5.577227763420575e-10,1.1262457680754308e-09,16.411556672522753,2.1498417880148506e-10,4.839296920332785
LOC100506388,6.3278260591877395e-09,3.2371732523533e-10,6.11075343888283e-10,5.730492550030285e-10,12.8115177726495,0.002462686483132931,37.072629389697454
ODF3B,2.58564431423079e-10,1.1498473448275601e-09,0.0006534562954755161,0.0006444172463940206,23.29968098479523,0.8999724224056317,6.208621967725164e-10
DCT,3.7131393403568053e-10,3.9359637567521926,17.812736645375885,3.4969313338655876,5.082173342184357e-10,0.011051523655555184,4.48379315778602
