,0,1,2,3,4,5
IRX4,6.21966093800026e-20,2.223113503855813e-16,2.9534244433372505,1.611921089947889e-22,2.1742605060634576e-12,7.936696039367292e-12
HDC,1.2503414967153237e-18,7.142514732700621e-15,0.00024446285099904877,1.8975538433671342e-17,25.350168566934027,1.6805563305496696e-13
ANKRD30BL,7.114388012594783e-16,3.4913915351332543e-13,3.656748088851588,5.170335177023392e-15,4.394645347296566e-11,1.2098656770160792e-08
LOC100131289,1.2164540780988345e-11,1.5654633758418885,2.541403735558734,1.01662985637562e-13,2.002232399247305,1.5246335323014794e-12
SYTL1,5.4590855756062456e-14,2.7123098201670897,0.3304385478836086,1.7418544085527206,12.642849974319404,0.008304014076748327
MSLN,0.000782025895962388,0.002588442078284122,0.8468344172028935,2.338017679361891e-12,19.0112651056484,4.431889493096195e-16
TFAP2B,20.184972406736215,1.0618466297727901e-13,1.0255787115997423,3.971473174143682,2.826043841393973e-12,12.48838359079133
GTSF1,1.8482107818900944,5.722347094506632,6.826727695264667e-14,5.568582965456282e-14,5.582050101541283,4.3409504912963805e-14
KLHL14,1.9897491743002956e-18,4.748196428625434e-14,3.9845907680203174,4.8559069651787845e-15,6.599997382967294e-13,1.019305655253346e-05
CCNO,2.664135808655418e-14,4.236474107591464,1.1143992877985753,8.068902069575097,1.4211338585196584e-12,2.0409487768601773e-14
SLITRK5,2.8746727795693694e-12,6.338326836352272e-12,1.4216190117271041,6.391821541588242e-11,1.7336350456544996e-12,35.73740982074324
COL4A3,29.37695432910141,1.1435980534264222e-12,6.214280821824788e-12,12.856456873870256,1.532858270927571e-10,6.9176508401024255e-15
TNNT1,1.8874038745644955e-12,4.784082077731314e-12,4.721007974543615,7.674078690429898e-12,1.3880746092374243,3.1052207084480675e-12
COLEC11,5.588781181788355,3.841995247586014,1.285762129879889,1.2195622683688158e-09,2.0765266171003063,1.9440399729468733e-12
GRAP2,4.565570414899612e-14,0.6546791214984458,0.44492880410764946,0.8033843480586244,20.959371194289904,2.6977529994911624e-11
ANKRD20A11P,14.948632119568696,3.895688153232096e-12,1.4631525248147188,11.390865993647967,5.662846281038535e-11,3.571486175329614e-13
CLEC3B,1.2701278944560983e-13,1.0466860661727158,3.2959928388043126e-09,5.391121428960667e-12,1.9469234991975817,33.82543416273827
CFHR1,1.0599042591796982e-14,3.405579538251332e-17,3.713994353835647,9.431272142393663e-14,7.420935092840232e-13,3.215671359776497e-11
MGC39372,5.987275758130353e-13,1.9386685083493416e-12,1.44883545376504,4.084976826163889e-11,24.49003860312151,5.804063267673341e-11
PGM5-AS1,3.1363460555331385e-05,0.808685377916975,4.4243068534020935,4.0454632816517645e-11,0.907321390960393,7.39035405395611e-10
CRYBB1,4.692374652816822,1.4006162199880012,1.0853876827526934e-10,1.2268418346864274e-10,24.312737772054298,5.6362492636672305e-08
CACNA1A,30.827165441073276,5.554788356962953e-13,1.2930829736528415,6.543048342814556,5.888576219407173e-12,6.546460572276271e-15
SIGLEC6,5.815560844150911e-25,6.770664577645801e-17,1.4812974164190853e-15,1.0885170098470248e-26,23.248843620383024,1.6973135138040045e-21
HES3,6.679664037391977e-27,1.5986236479334698e-12,7.445999531153103e-15,1.9566964076284275e-12,4.6504886922118435e-20,35.15501169606746
C20orf197,3.127675270162795e-14,1.5720199521289732e-10,1.4384437567554857e-12,4.2540293785784667e-16,24.656752673509033,4.917147218890074e-15
CACNA2D3,14.706512672844472,4.911250533382951e-13,1.5458511916055666,1.7856072697783827,16.5039633746811,0.008098372902389636
LOC100506388,4.667462085840627e-05,7.24070967661806e-07,8.35482459959776e-11,1.896203488938815e-09,13.876482487727616,29.942325939566164
ODF3B,5.751852496293672e-05,0.3237050821132603,0.6226564215220498,7.125476621223015e-11,25.51595419324144,2.861525405299331e-11
DCT,14.505692371840443,0.8514198312369364,2.568060521919068,1.0965482558386038e-11,2.7021441950008024e-11,6.053278059062638
GPAT2,8.963357383162961,1.349211005418454,1.749434231816162,2.462221560505732,3.689199837009673,3.3257465801964545e-12
ANXA3,1.0183365178898158e-13,9.64296794826589e-13,3.267149420521899e-14,1.82897249540668e-12,3.8835488085047687,34.168963924309914
TEK,0.7444123584483671,2.944929143163752,1.6071671317656417,11.968759948435274,2.4161427212960487e-10,2.425989110725275e-11
WDR49,1.279892780932816e-12,3.2104495544050993,3.3555986858069244e-11,3.527078529750758e-05,2.031505742567332e-11,32.41337390232205
GNGT2,4.156265566277571,0.8365307288091175,3.231022324104464e-11,1.7788430973017993e-12,24.39563724752833,1.0154557068161036e-10
FFAR4,5.0811492253219575,0.005595725538544176,0.5106855918545384,0.0007238117522593765,25.28981070743829,6.820731284649417e-11
ABCA6,0.0007673402313731881,1.7838421333223722,6.202022767089932e-12,6.3547933560433005,1.3850892444722188e-11,33.35809124654191
CCDC64,5.772463281619195,0.7136289844613759,2.381856376987562,8.676955157135303,1.947212916392212,1.0614157741451966e-12
SST,12.12633136166636,1.5594815797244396e-14,2.8565783811136356,2.4293631623976153e-12,4.395456311780949e-15,3.1500021805735102e-18
SLC16A10,33.363395328494505,6.399377585703581e-11,1.0594551071041332,1.688226932519426e-11,9.481094316920088e-09,1.320977021972179e-10
FEZF1,9.381686189475432e-17,1.5466311627348923,6.458270699655355e-13,33.20128270678719,7.029898631161061e-13,8.655039568101422e-14
SLC38A4,3.0085341474319076e-13,0.5298079134512448,1.867409449744862,2.8722987005334086e-07,4.955493150778198,4.906897488014395
KNDC1,4.584713965112352e-07,0.851405189752632,3.044570550568758e-11,3.581361784523703,1.211113388914577e-11,33.30779477348984
CNTN4,12.19560204622571,3.5306721303960824e-12,2.7653922866093588,7.9976351156324625,1.7771068269146776e-13,1.125932293544479e-12
MAPT-AS1,25.85153209387436,0.24115395009121632,1.6760462391050615,1.296149521537376e-07,2.3321553586960387e-10,1.800943192818889e-14
TDO2,8.172405808272004e-18,9.433870329110581e-11,6.990469642654956e-13,2.3388508071064673,6.488200363591146e-14,33.68157167914444
TMC8,5.327803048185362e-05,2.0081498041411265,1.6008956952393379e-10,8.171275499952901e-11,18.355064972891633,1.1837508618549372e-07
EMR4P,3.2231211319409674,1.0631382228226105e-10,1.0068769762276522,1.2760520259376207,24.86021460163784,1.8992156659091993e-10
OAF,0.0764513043199231,1.7544902226765668,0.2545689812187963,4.359368018562068e-12,1.4190136008016565,37.395645968710035
CLMP,5.366775143437835,3.5227640208517035e-12,2.5110980636342046,1.0504973191898335e-11,2.1250908470683677e-11,15.492311869313413
NFATC4,2.0298642521759806e-12,2.236000418347512,1.7847155850649608e-11,3.2594064037856314,1.2609438446561528e-13,35.60776963419285
HAAO,1.3248324330447943e-07,1.194808057806268,0.5462597614797002,1.2210899217113915,23.584286694988922,3.963484685161019e-11
DACH1,16.434126782904332,1.486213876414769e-12,2.1120713938068962,4.114863281224137,3.663803012370942e-11,14.500013956486516
NAT1,4.1326002164348035,0.10178915089009617,1.4343921742735972,1.7408170335978772,24.29609731061584,3.900764346151096
BTBD11,2.7711290951692633,1.1280282935107104e-12,0.8178904352055291,6.661413854351455e-14,1.5085168335209258e-10,18.63929387701563
TNFRSF10C,3.1805347454437256,2.399180330561245,6.266674414580771e-10,9.651028772188441,8.839197229300948,16.03904774032321
FEZF1-AS1,2.8872590858725347e-16,0.6046815486623535,1.6205132140125686e-12,35.08165842715399,1.3780350796179058e-12,9.230825415069356e-13
IGF2BP1,1.482098948592544e-17,3.884297179099313e-09,3.520079502662452,3.544153251820658e-17,2.917608710317956e-16,3.1602425689634645e-05
CACNA1E,4.121647106102041,2.273084118995849e-13,5.963111546784697,6.747776584492615e-10,5.37720201535159e-09,1.514822481494828e-13
OTP,15.529178316071045,0.024014472410644597,2.4629317775906756,13.55907811673139,3.095709261507749e-13,5.87663507799457e-13
PKDCC,4.003973958984945e-11,5.0487797572387356e-12,2.6905735355067097,5.273574444397341e-11,3.590672547001044e-11,23.823958077215767
EPS8L2,1.4241679417913965e-11,4.137033422458704,2.0794210818067698,4.462045072926464,1.6883076741678618,1.6151745472662076
CD79B,7.27592347648878e-14,1.0648106913568721e-11,5.550294324907155e-11,5.377467877442207e-13,13.559752004343514,30.99056688058093
HBB,1.7662048433026246e-11,0.9399377746219078,2.0662060623295155,1.2910964120264966e-13,6.503778258660865e-14,3.1595183276659493
HSPB3,10.799596292586797,6.706371728903988e-11,1.2172990402604156,7.045319676959524,7.629508095508169e-10,0.0036709721908450878
RNU12,3.256364599893088e-12,1.4917559494907726,1.8510095889836253,6.808860241754399e-11,22.798114572078575,0.6180176262524723
IGJ,2.0545136147629752e-14,6.284110321240357e-15,3.418823952294986e-11,3.1724481143002196e-13,21.726016477885263,2.691813919088405
STXBP6,5.140540996828107,2.8067919296755515e-12,1.3400563963503331,11.981984852635298,0.0017864541630726984,16.33278444646397
IL21R,11.343201604022559,0.22234290677411767,0.786778944405001,4.613499558458358e-11,19.79228406873375,7.169535437634327e-11
PPARG,9.32767281005858,1.4390656575732785,3.420466257163632e-10,2.0711692415611053e-11,21.91215194863093,5.2179612841146245e-14
FANK1,0.00020250071153233123,5.41755281108107,0.8062039284900256,5.802834240870432,0.04391077091625145,10.639067082709548
PGM5,10.655971244839282,1.0377682272831557e-07,1.7723835372499028,6.863918231547354,8.5218383541533,1.3511985747169825e-11
MT1H,23.168905176987266,1.8339329693727258,2.3206701822100446e-11,1.17438715233725e-12,0.0001022609458822991,1.0197123074000594
TP53TG3D,6.051260871671046e-17,4.03790073867883e-23,3.0777340622887963,2.085122060808945e-15,3.836780908035982e-18,7.01951670093802e-20
LINC00189,2.531435120341094,0.19296370285026115,1.7005365521700442,9.059178896020132e-12,1.8835645700259847,16.50108859622564
RGPD2,32.1730584118948,9.853021637103485e-12,1.3612929144043004,4.6380212129514655,1.6672203306866973e-11,4.630129252690473e-12
CYP4X1,15.053250534934204,3.783111903137084e-14,1.0644987484658692,2.2479681598173937e-16,2.7145339200163918e-17,1.769094461603444e-15
ATPBD4-AS1,3.340235396789054e-11,2.9159685010700334,2.194813825519977,12.357458364957456,3.418360455403761e-11,12.339202217794018
PPL,5.633191511058363e-10,3.721272156337797,1.216608026213232,10.697929232635316,0.008627080958755435,5.954749153214966e-13
PLA2G7,27.80162196223853,5.379434715254375e-07,0.0005100877632698888,5.185281326749917,13.026149795146626,2.5796240216165847e-12
TESPA1,1.5735420306671358e-14,1.3188692115082319,0.012108660578415257,1.9072943064048864e-11,17.450635880757968,9.045445902896643e-08
EVA1A,1.636118984582019e-10,1.6471961036833042e-10,0.0023032473342959,3.646762100152989,6.205750569076156e-11,32.58007472806238
CPNE7,1.9150111613809402e-16,1.1158245946787453,2.450926603682778,1.8910459877372072e-14,1.674886838634874,0.00024737795961445573
MPZ,9.155920481656125,1.1021675976040235,0.9997621022413642,3.4414229304198973e-05,4.3273863436768664e-07,3.296375833616729
C16orf89,1.7007230825693217e-10,4.699638029071594,1.3303010607363273,2.979667710528162e-06,4.20237716807341,1.3631457314245045e-07
LLGL2,2.60858233236387e-11,1.4717663715519704,0.9360939609713412,16.653163616217917,10.672039272683433,2.142358590042573e-12
SIRPG,1.2543775812018101e-10,2.5609367177609217,1.363241841064158e-09,1.2122813391569776,7.953906451818358,8.697349226148784e-11
BCL11B,22.367809827818792,0.45053141352771586,2.3533947186603092,3.1358974186719477,2.4226347690207826,2.5649111523189133e-12
