,0,1,2,3,4,5,6,7
IRX4,2.2654415859915417e-10,1.0758183244298651e-10,4.716380431168463,1.1950993763499855e-10,2.0569041576389566e-10,1.0952472034433466e-10,1.227166414408559e-10,1.0758106921190198e-10
HDC,1.1008247348341847e-10,1.2974853839759234e-10,7.28562070363205e-05,22.739495789453255,3.0267098455772115e-10,5.042883336593362e-10,1.6723318902834608e-10,1.1294680707247099e-10
ANKRD30BL,2.5648241533598637e-10,1.351478324732096e-10,5.573640492919692,1.971000528959587e-10,2.9130150960452937e-10,2.095099850367409e-10,2.2883661702966845e-10,1.5937183641916242e-10
LOC100131289,2.1986327708918232e-10,1.9817298977809474e-10,2.0169389317460583e-10,0.041515707694815086,20.35098211576912,2.468505669461148e-10,1.9577494334739813e-10,1.1820899922093864e-10
SYTL1,1.357783289909311e-10,2.3642490797062853e-10,3.2448273074007752e-09,12.008752568450124,4.91044892292948e-10,9.751176399271272e-07,3.742773753628383,0.08551470373583359
MSLN,2.770568224195565e-09,5.055543444173927e-10,0.7535757271908436,17.612590661179368,5.160700846881176e-10,1.7184870182718782e-10,0.5516230915157274,1.8491564513840234e-10
TFAP2B,7.863189570540222,16.850234956189677,1.342094573521821,4.723914807669113e-10,2.7228774334670654e-10,11.236671898341417,1.548262740159839e-10,1.1838422851439292e-07
GTSF1,35.17779485311663,1.3339948786635872e-10,1.974812984465159e-10,1.1602417162860374,2.8898283169440184e-10,1.7790089571155333e-10,2.8863728954961894,2.0873606486315743e-10
KLHL14,2.2237350618127247e-10,1.1499564760565246e-10,6.022301613154103,1.2458336047394313e-10,3.947784429477763e-09,2.5457966931628853e-10,1.686739739085634e-10,1.5812879455348549e-10
CCNO,0.0143435774980981,1.2723194405317191e-10,3.6497498707453797e-10,1.8071881932640676e-10,13.956783920416383,3.061405088797371e-10,1.340303987555904,6.154615471934455
SLITRK5,1.6561442392491188e-10,7.804706705434298e-10,2.2549120957588307,2.5827557260857116e-10,4.1885214191887267e-10,46.42147851964459,3.390248710900568e-10,4.4613486772732754e-10
COL4A3,7.398323044636797,16.987381899620207,2.0656188894743837e-10,3.8369051542903128,4.3396839699704694e-10,2.2598826882764272e-10,2.408624681813066e-10,12.52877648347351
TNNT1,2.3398567670320847e-10,2.6469007586242126e-10,6.551155856149381,1.4035628974239784,0.0026930381330283236,1.9641169496179284e-10,4.686032223873851e-10,5.482562954888375e-10
COLEC11,1.4557375677669524,2.275018951403975,1.8195754078799464,3.4534848905882893,1.2887572206158363e-05,2.161581244806965e-10,4.229758680674141,2.131214359274178e-07
GRAP2,1.1892261827846124e-10,3.816555209287943e-10,5.896197190444871e-10,19.15161550545812,3.9478938707597336e-10,8.310709093994326e-10,1.7544003250136062,5.172417533084904e-10
ANKRD20A11P,1.5243616191241818e-10,25.474326904139804,3.433502945037411e-10,5.191480739378551e-10,4.979340881611965e-07,0.007227594614951809,0.4226447898516419,2.891133348154948
