,0,1,2
IRX4,4.073816719549004e-18,5.6838557117351145e-08,2.3970578847910304
HDC,16.837392952050777,3.6115091748014245e-14,4.51975780032192e-14
ANKRD30BL,4.615865941180834e-15,1.1847200745421553,2.5111983014233465
LOC100131289,1.3645735649957147,1.9171626981972765,1.6352773721587852
SYTL1,8.748871400890723,1.8546792235187575,0.00016517784421204637
MSLN,14.663787757776538,1.9496666396946356e-07,9.084946421417544e-10
TFAP2B,3.4575418547994676,1.1838458230497233e-06,4.277180272456261
GTSF1,6.348102946772352,2.6848902905941414,1.5596527496369576e-15
KLHL14,4.522438131537769e-18,1.4254076605285978e-07,3.480696608535923
CCNO,4.4220115201944644e-13,2.5985515175311353,2.1192533451528446
SLITRK5,8.007542267623947e-15,3.144576892712065,0.8490793308537573
COL4A3,7.373291618813106,1.2435452563650795e-14,4.112859495810261
TNNT1,0.3228472114559445,0.0006809656925825243,5.054737511306842
COLEC11,3.5675274437745745,2.747377890376893,1.0649093351063554
GRAP2,14.58370371456588,0.4381649160790408,9.405007309236447e-12
ANKRD20A11P,2.136589956907236,2.6737088756534077e-12,5.364108706642626
CLEC3B,0.03127117031448713,3.5893813100525493,2.6438774964308037e-11
CFHR1,3.1334122884410765e-15,2.2558983304748101e-10,3.779709820572126
MGC39372,17.460397249966775,9.732019834244329e-11,0.4204714944369493
PGM5-AS1,0.1588313978595467,2.092290270861521,3.62084971200555
CRYBB1,19.907537605730578,0.5270097905769799,3.000427886976656e-11
CACNA1A,5.474370386872461,6.067010872744159e-13,6.004460032242126
SIGLEC6,15.32102944384189,1.4965572697893722e-18,1.1474385757600963e-23
HES3,1.135029760745981e-30,2.187654554212885,2.23693217514663e-25
C20orf197,17.149396164602038,2.837484882505364e-09,1.0161466450695731e-17
CACNA2D3,15.42329419680949,1.1916485123329238e-09,3.0535650696215284
LOC100506388,9.577304064842668,2.5242535325084834,4.287772537435524e-12
ODF3B,19.287819332836353,0.10334533997424727,6.186753798625679e-12
DCT,2.8688019146681465,2.030242406348015,3.218930413163057
GPAT2,4.97547502719606,1.2088184572255676,2.6243371599587677
ANXA3,2.0553272323054586,2.0344511722137844,1.4975670459031631e-18
TEK,0.010659039897056464,1.7556691596721254,3.7146596366293427
WDR49,5.727728382627083e-13,4.532304472557335,5.346806746024112e-09
GNGT2,19.683140281355236,0.17879358562730066,3.1482671878076265e-13
FFAR4,20.510712430933857,0.029728390575877662,0.0008246137982206473
ABCA6,1.7648640133677657e-05,3.7888642916669175,2.446568395900061e-09
CCDC64,2.4723256949253183,0.5411878945830435,4.596075373376917
SST,1.019008905276348,1.1571599666554462e-11,4.615382830162477
SLC16A10,8.970168235980822,0.00350112733363431,3.9933912757208425
FEZF1,8.611390392139528e-14,0.18204042902012751,4.160653009712546
SLC38A4,2.9455165925948625,1.4227475820198632,1.2835728576508816
KNDC1,1.4113873943418843e-12,3.289735384455264,0.00011925327570702976
CNTN4,0.6752000862882691,9.943216922817572e-09,6.079837353557239
MAPT-AS1,6.778792086653837,4.98831222606007e-06,4.3053213670574015
TDO2,2.0672818628418326e-18,2.6471462878871614,1.3456585233394252e-14
TMC8,14.032329305298111,0.9489919766469134,2.9983766593406437e-13
EMR4P,19.75220651186592,0.00019267140616844499,0.3931666714350369
OAF,0.14367611212171424,4.587776498637685,4.255084304197495e-07
CLMP,0.2599895425119789,1.9748897425638563,2.4208480199721016
NFATC4,2.276647099751588e-14,4.297681046195679,3.079035463081853e-08
HAAO,17.84040605502679,0.6640861010507432,2.0218228942529186e-06
DACH1,2.860107984499812,0.7403585956309452,5.031721412356023
NAT1,19.372468018618907,0.7031646730328385,0.8405916022566264
BTBD11,0.22571083975028883,1.8888539018565413,0.30324345548207565
TNFRSF10C,7.393822826430896,2.5770928076428863,1.216506949808469
FEZF1-AS1,1.1723457742905192e-14,1.0090412353143517e-07,4.547398407498832
IGF2BP1,3.413757160947452e-21,1.5904910058236321,2.1779220792426175
CACNA1E,0.21603386661651316,1.9105878637496275e-10,7.184908275353754
OTP,1.2934034119341666,0.35566932579533406,6.566231946934431
PKDCC,1.081103174865643e-12,2.7596089000159765,1.7830777712283947
EPS8L2,1.0346246861985564,3.235272855855553,2.2289645847641935
CD79B,8.345816685968254,2.3353723282656227,2.89916757738128e-14
HBB,3.3084460716078443e-13,1.70384272463435,1.3118170903281383
HSPB3,2.879439976747083,3.3919005964082963e-06,3.509605366961542
RNU12,16.470486490074443,1.818064217047852,0.2066897641668459
IGJ,14.946501578561154,1.0645799660071521e-13,8.061891375814431e-15
STXBP6,0.95962537115938,1.178902272999739,3.5389641937376806
IL21R,17.913519703514034,0.4639512047804115,0.5697067229934419
PPARG,19.437267130475725,0.5772372981918796,0.00018846330233202992
FANK1,1.1256550873997897,4.222545399574873,1.121991995957461
PGM5,8.275352964419003,1.7761481748573147e-10,3.901904386819877
MT1H,7.191843821154887,1.3515512228427182,0.9697082880095
TP53TG3D,1.714734280513006e-22,3.678108262993535e-11,3.058816330422143
LINC00189,1.4047906937218835,2.5450652045412028,0.7378627357931969
RGPD2,6.240132545996056,1.122399235064408e-08,5.7397471063783465
CYP4X1,1.717495462457476,1.5639994027022847e-11,2.6261402551023822
ATPBD4-AS1,0.0011910068443138696,3.1478258699414523,3.781120351214543
PPL,0.48371208990995557,2.14221839580637,2.84283994721845
PLA2G7,16.535118965882454,0.0005569825950620268,2.8256407126927847
TESPA1,11.971002014493699,0.79888599201635,1.0140634958679903e-13
EVA1A,1.9979258179367014e-13,2.9033940904998508,0.047645127594740065
CPNE7,0.2362026510567467,1.8233796698720952,1.4667365664106071
MPZ,2.357634909225886,1.289927295602892,1.539543366480318
C16orf89,3.6442789049633366,3.256504617179424,0.585311109590373
LLGL2,7.6981360801106735,0.5967654111722677,3.318766085772831
SIRPG,6.149366942893473,1.4626342290421117,3.179551938355772e-06
BCL11B,6.7738370407917055,0.7238037731059584,4.9149967976242745
NLRP2,6.578591057907519e-07,1.300916159396253,2.013262664297471
SNORD56B,0.06708860041008413,0.9754931028292009,2.476741191690537
CD226,16.87540068934862,0.8829072403286109,2.8486143856107803e-05
BATF2,4.81415631250902,5.510729771456513,5.156893583233091e-15
TMEM74,2.4411756267928106e-11,2.7625320632975545,2.8866800656125444
FGF18,5.6886217163538354e-15,2.3301392758241173,2.516652886350877e-14
C9orf24,0.7048036680657209,1.1366288773107671,3.9671782882998894
GABRA2,0.0055125590110733464,1.2615363263845559e-08,6.337205192045867
CLDN7,16.695913347559923,3.5329762841718274e-05,4.3966374660888536e-14
RGL3,11.248591701851435,2.8244803163440415,5.626511730026173e-12
CES1,15.017978185001272,1.130002868195629e-11,1.0444188419579673e-11
SNORA26,2.026935401376534,0.6893759574938056,5.649557962509293
OR2L13,2.4730880157394665e-05,1.5870499104354408e-11,4.964736745284897
C19orf59,12.072056541676323,5.138822680676803e-08,2.576085460068635
CAMK2A,4.51793725552266,4.0536019916195905,0.563379105152604
LOC284757,9.465798032584116,2.0991149296213636,0.38456225411982164
VGF,0.0003376534731443698,2.1156768659027967,2.505411683872652
MCOLN2,10.488968388099691,1.9465893837869064,0.0007218642593155085
ANO5,1.457072238713443,5.2991156587743224e-11,7.481159049401942
HLA-DQB2,8.19269083998579,0.01637062188814043,3.479374776279168
ULK4P1,10.061151483908265,3.3050962272902904,0.042994538776799845
ULK4P2,10.060198726617958,3.305840187957216,0.0438123466934687
GRIP2,0.9815529299201615,2.5693421457887173,1.6120821569907553
ZNF804A,1.5193381740053198,1.9223474390489732e-11,7.565104714731576
KIAA1199,1.0390383438477869e-05,6.393427399707812,4.7703710132705383e-14
ZNF728,2.140887988226587e-12,6.556733074585318e-10,4.203404472432926
CXorf64,3.1922360727010304,3.1117495383411615,0.42061174446350563
PPP1R16B,3.0842054079554457,8.381809717924119e-07,8.148377787220262
NPAS2,2.158144510117993,4.767946976009937,0.00475673733579372
GAL3ST1,0.14952246038099068,7.678300479668396e-11,8.200339460737032
HOXA4,0.538557470895834,2.5499132979292938,3.2646925211041196
LOC100499405,15.456504332309777,1.7057147927386072,1.3267089809554797
MAGEL2,0.25507787028025386,0.3573224025995993,7.510694228010668
CD300LB,19.05989141959202,0.0009897732470680824,7.335843298015724e-06
VWC2L,4.899045439106602,0.0013513230652663888,5.014585496829778
LOC151174,2.5877676461121837,1.4714517977277646,4.292127428136981
EMR1,17.97427340609911,0.0005467480166659746,8.665808221704707e-12
CLIC3,3.356801382174331,2.0374616782594983,0.011349004738122422
CNTNAP2,0.11540270675876839,4.6824399197068284e-08,8.863513029715861
GRTP1,3.290873117820163e-12,3.0219282294753813,3.8373234266488705
GPR126,11.757091957554845,0.0019791038088124205,2.664798789409185
MIR3650,2.151581865423892,2.282584717376448,3.009167754948238
P2RX5,1.2715132886778733,1.297258994517394e-09,3.836868643288603
STOX1,4.7290811802075296e-08,4.071951884057329,2.5882912646352025
LOC100129518,1.6540800880403062,3.4085113744030817,3.1410569760199065
IL4R,18.81549912370024,0.2186823418938375,0.33069100332826473
C21orf37,3.167241722127519,4.889301083058884e-11,6.666416472545263
LOC100287225,0.0053484660983679575,0.9457345318362606,7.186733906549946
CD200R1,14.735718616830505,1.7791220951795962e-06,4.087334195225484e-07
UBD,2.011239494840942e-12,3.997371378496259,0.2266530276517332
PLEKHA7,1.498069113835951,4.360954829889342,1.4561018847595848
PPP1R3G,5.82505382936174,5.062397774072566,0.0023207275748994218
C10orf113,0.04538283414241042,2.7896618760635024,1.9797027652293315
WBSCR27,9.143438677376594,2.67892439561632,0.2919668395403261
RIMS2,1.009974510916076,0.26425961452382757,5.510137532477601
RIMS1,0.00041704102591848437,6.286250209808062e-10,7.691424475006794
BIK,13.070001783347593,1.1761196672320473,0.0020041507949191575
MECOM,3.6682976482282724e-16,3.5831151727192987,1.4481509104535877
PDE3A,3.0330232535204837e-07,3.577718224411514,0.9684059203291089
SLCO2A1,1.094070364826537,2.103283543444427,1.8026561810504178
MIR4712,3.8345007194195007,4.582052800441635e-09,7.812917973051492
HOXB4,2.741760327219468,0.8700266174072393,3.328992002249582
BCO2,16.168687312120127,1.3091004929445926,2.115368509903033
CADPS2,9.445649080278165e-11,3.2246055759282464,1.3535426599345934
PLB1,16.95014271373023,0.4158699899747055,6.073258264999194e-06
C12orf61,2.7320626706515156,1.7092515452659578,3.590778527746262
IQCA1,2.821015709020268,6.300963881087735e-09,6.421913981227164
LOC100505912,0.4163466144560721,2.352777072283439,3.986120719185174
HIST4H4,8.784899561317353,1.87882106915701,3.154644600016297
AMER3,5.688153563554752,2.9468538273645906e-12,3.8081578850977564
RAB27B,2.0781502247587773,0.40773172020442633,6.753528850007993
ZNF732,3.3715982703691736e-15,2.2492453257899134,2.6705329520714924
FLT1,9.727836965947095,1.5885467871244763,4.017379915978582
BCL3,3.153718819957932,5.004683507955861,0.049770209242030336
TMEM151A,0.5131915412645144,3.757215443179885e-12,7.572874938147474
SLCO3A1,1.3572916875275585,0.9019707955649094,7.913700446955149
LOC100130370,2.2694121107182204,4.346000562748154e-12,7.733080169666737
OSR1,1.3176732479598674,0.0982318389623049,5.773083396210444
PSD4,15.00675343726401,0.6910466053789672,7.733087581497852e-07
DMRTA2,0.0004740284272902631,5.439084029657716,0.2578537591161815
C9orf129,0.0749013502165091,0.0003024193704169716,6.8689173072526994
LOC100996455,14.524079930163179,1.582599263634637,0.13401798914971502
OXTR,0.5009626595942723,4.896517640734557,1.320889316354128
AMH,2.4978050011143345,2.612069269020433,4.0920749668810705
TSHR,11.053979562068008,0.869579421186879,2.629106967503772
SLIT2,4.25906240027114e-09,0.037059814988770944,4.963074110215131
ELOVL2-AS1,0.010786751694526323,6.22729630148988,0.47221194097629465
