,0,1,2,3,4,5
IRX4,7.23084275061853e-33,3.171334812568005e-18,8.060215106068269e-17,1.7483258275061481e-25,5.816032407091614,7.066973548035866e-22
HDC,2.4673416982607543e-28,21.023036147981013,2.9716668391607696e-13,1.292784402666497e-29,0.4317663476626478,1.5110378133286353e-28
ANKRD30BL,3.8252543413548387e-22,5.502419272174979e-07,5.983826980255779e-10,1.6510822217907738e-13,6.815953069827157,4.677463957525264e-10
LOC100131289,7.767201083450336e-11,2.307324724618643,9.158570982863594,2.8694609023898253e-25,2.0568785400422366e-18,2.2388316424764514e-20
SYTL1,4.679126869763616e-18,10.753968510747375,1.1338445133390729,1.5218606963447296,3.699533708171081e-05,2.458528510474108
MSLN,0.25714538018944466,16.48065141880775,7.204063011424668e-05,5.683486805601806e-15,0.9660686356635019,2.4050470612758014e-12
TFAP2B,14.017165370402438,3.3398262396859924e-13,3.223267626237714e-08,1.8551362048411626,2.8450726239438153,0.29939232339135935
GTSF1,2.8511592476496604e-05,5.852832811461278,2.9425724895608417e-16,2.456964753241499e-16,7.845386137602019e-18,6.943800249766004
KLHL14,1.0744697652848451e-30,8.549201896104563e-18,0.0014332352054118196,1.219172151034695e-15,7.280788298660417,2.759046095496196e-17
CCNO,9.587204268403974e-22,0.00046202833096151017,7.245182702683805,4.447734800935455,4.681750235708724e-13,0.8666710926343404
SLITRK5,1.2871573154738886e-15,2.178537558803473e-21,4.79758707403372e-18,1.8834791912176742e-14,4.661402964557063,4.545175450369735
COL4A3,18.395155486495483,1.7654934311525645,3.5133339966043133e-07,7.645799406732346,3.3589058058337406e-20,3.574881344902567e-15
TNNT1,8.217169084076353e-07,1.5105299379075305,2.9062269742969413e-07,0.025743209144021638,7.735934635260656,2.867421977679088e-12
COLEC11,4.062570705952151,2.4561288657251223,1.6884882423016703,0.15474657239341721,1.371648578084596,3.5588910469929727
GRAP2,8.45891432448338e-17,17.712641448666588,1.2331700506726595,0.4952052127422531,0.007155051199239467,4.141154552645476e-06
ANKRD20A11P,15.715614638730594,2.48453257049004e-09,1.517496599615253,5.86730880112456,0.0024924964763765154,1.704336825300678e-13
CLEC3B,2.3032537583438615e-16,0.06928071436248327,1.169902387504993e-14,2.4829780323625186e-24,1.318910261998643,6.5300497488972695
CFHR1,1.0595165532991993e-19,2.762783749332614e-17,1.4066069270759576e-15,1.1357971280952656e-12,6.987773273010745,1.0975996076706042e-24
MGC39372,1.747642421909542e-13,20.734168646060795,1.5841347935517218,1.212391657566194e-07,1.0311658664569554,3.203328194372153e-19
PGM5-AS1,5.064900479917516,0.004120067356660156,0.9294769695000882,0.002318757264991076,5.589994534221906,1.1987221811438211
CRYBB1,0.06532956252993671,22.477481781553575,0.9890300592483849,1.4655068276032493e-09,7.55672240202437e-12,0.8862618428576383
CACNA1A,24.671789365493137,1.2333423245635172e-09,0.31203927069038645,3.3378257749673366,0.19805667695609783,6.570652963330275e-15
SIGLEC6,4.246774848055458e-47,19.33761598601389,1.5253874112210453e-27,1.0083723398920119e-53,6.210458349827745e-21,1.5684196186759716e-48
HES3,1.911219907501067e-50,4.289499311468435e-56,1.1416451075702928e-46,7.24967889504902e-29,8.252116713162866e-05,5.113919156167308
C20orf197,4.611894989021541e-23,20.934812960868886,2.0097601970515433e-16,6.443678397512113e-27,1.4101458756895577e-15,3.856508490724858e-14
CACNA2D3,13.14426099982736,13.750996933364274,0.06019178991942945,0.9207081242205299,1.0459267931259948,1.1869633167074003e-14
LOC100506388,0.0012083712791751623,10.689961826628698,2.0235250555098238e-16,1.4927143336926512e-14,1.0536240380778812,4.9659095788306695
ODF3B,0.00017878604076623444,22.187814099560192,1.8191022759554212,4.467220742044146e-14,3.684303102560264e-12,9.657187920913215e-10
