,0,1,2,3,4,5,6,7
IRX4,2.4664678661860156e-10,1.2596433261432932e-10,1.1598439475795579e-10,1.114104741553548e-10,1.1006871174620546e-10,5.505624803013046,1.4947943924820237e-10,1.1319149842485625e-10
HDC,1.0952303257826611e-10,20.847960228007256,3.449405635352025e-10,1.1276280649202133e-10,1.240085764895932e-10,0.6119277594897057,7.135839175756147e-10,1.269411307122973e-10
ANKRD30BL,2.003150891064561e-07,2.0708397884528008e-10,1.9802799911220579e-10,1.4987975773377487e-10,1.3367700966831075e-10,6.326892496638776,1.9507922489926483e-10,1.618955039743533e-10
LOC100131289,1.7314396131213447e-10,2.772027388718563,1.6073533867606727e-10,1.1790700143401407e-10,2.0709366264806412e-10,1.6756992735247563e-10,15.708245845523539,1.6836384359045709e-10
SYTL1,1.3018094170967615e-10,11.126581393599594,1.3437956052378695,1.7095426820699955,1.6220595816827724e-10,5.212774590600859e-07,3.1089069072090354e-10,3.717895773141423
MSLN,1.549283428009355e-08,15.959156779337372,1.4029528382730885e-10,1.5897302608576855e-10,0.03608304699588403,1.0203656936240608,1.6433522710067335e-10,0.6395846839453001
TFAP2B,3.6635241848658726,1.8540605739449983e-10,7.90589311780428,1.6710095896203776,11.97133258909275,1.419390129267901,1.701457070858589e-10,1.2620947386297264e-10
GTSF1,24.09996039391275,1.8970277831818547,1.4967213825746288e-10,1.672894123865658e-10,1.2762240993489117e-10,1.532535202784006e-10,1.7855117269360537e-10,2.6576599829067535
KLHL14,2.029046718722142e-10,1.327552186989827e-10,2.7739689509720356e-10,1.4719609669750184e-10,1.1480545129412263e-10,6.679634111500195,0.6076956292310239,1.3333215241447828e-10
CCNO,3.37699383331853,1.8320427930002114e-10,1.721728437502282e-10,3.7417040713168914,1.2755231567921115e-10,1.991066308984257e-10,11.960714588068385,1.5611515301199954
SLITRK5,1.4380420041846558e-10,2.121456978523861e-10,27.728080137989625,2.257301032540249e-05,0.01819504684982296,2.565177408189678,2.1789792677059815e-10,1.802060905551434e-10
COL4A3,2.484350198718721,2.8505019724970104,1.781608541285439e-10,8.979063207939213,13.63200132420387,1.288162667402361e-10,1.7819735659378934e-10,1.7492054020706226e-10
TNNT1,1.7152535077238982e-10,1.9975122669890846,1.5722204299075625e-10,0.0004248009720312943,1.8731231769949938e-10,6.699886793769554,2.5509790523270244,1.834609544393217e-10
COLEC11,1.6867689515322215,3.0371676973879422,1.886483349454406e-10,0.0016958432986378294,2.9886162795610085,1.7374608877078495,6.731086370388269e-08,4.430431088183611
GRAP2,1.182741252636997e-10,17.482133605667695,0.32035141132678774,0.4596236974734958,1.9330077890833563e-10,1.210880978657454e-08,2.5542436291077265e-10,1.8954229714260356
ANKRD20A11P,1.3530503477150493e-10,1.804132214693116e-10,0.9610134319895397,5.482319029311344,15.913273645281345,1.7655759951737947e-10,0.9385011558968448,0.16994738779862484
CLEC3B,1.274804217760624e-10,1.7058530921409842,26.669595367245577,1.3710024713249124e-10,0.9308257822708468,1.8222850984800805e-10,2.182485195395944e-10,1.4497055656378084
CFHR1,1.291221801232023e-10,3.1643894122637413e-10,1.5610814338561432e-10,1.7487525591813173e-10,1.4067184173495733e-10,6.428539173890274,1.7432802798422976e-10,1.211059726462738e-10
MGC39372,1.4123586146493114e-10,20.63498031244622,0.7418468330768296,1.94737603427638e-10,1.78298209560054e-10,1.1289412032080186,3.141395794279983,1.5693474092975467e-10
PGM5-AS1,1.8217189883004323e-10,2.022156422186035e-06,1.46961617373905e-07,3.780012990048358e-08,5.892324341040749,4.839689070772878,7.856707930765729e-07,2.107732449011031
CRYBB1,14.292441999603652,18.805999692078537,1.3768735415685808e-07,1.9228772290771541e-10,1.7325961261047887e-10,1.900264739053458e-10,3.1221285104229883,1.6025991609873272e-10
CACNA1A,0.009910223697566636,4.061413917297393e-06,0.00015819228479471885,2.9750321797032524,21.449856739788398,0.00010637505069087871,1.4299595728530984e-05,8.720577892121226e-09
SIGLEC6,1.0267735364259813e-10,19.176087997313108,1.57723897598996e-10,1.0112657948682497e-10,1.0243374764246786e-10,1.181031052550061e-10,1.0667019577389728e-10,1.0292011714177762e-10
HES3,1.0084012338607542e-10,1.0258734173994965e-10,27.713829731768826,1.4453216344267173e-10,1.056483257717826e-10,1.0399599466302037e-10,1.533045140157601e-10,1.585486103539774e-10
C20orf197,2.346541288408745,19.571811859695895,1.7771252834557955e-10,1.195961678243217e-10,1.2272138689252731e-10,1.7013728815743166e-10,1.6127327141749908e-10,2.0025194432114408e-10
CACNA2D3,2.631388580243779e-10,13.901944864240612,3.4451311038415073,0.10484096584508683,12.439111880338913,0.355905320178055,0.0014284378054618511,1.537209675850626e-10
LOC100506388,6.59066311626352e-10,11.694143325701084,23.34096722292311,0.00011221996515500301,0.0059912454665593294,2.4962135416995047e-10,2.2024278510790411e-10,0.5912933151165116
ODF3B,3.077831115312745,20.9275882482487,1.3819741538107307e-08,1.6495610840330387e-10,2.1209987375773538e-10,1.8116746586620538e-10,3.682750524430015,1.862090084633194e-10
DCT,9.96988322888957,6.305740351092351e-08,3.9934822895081528,1.9354456865795751e-10,4.809079913591363,2.961750613898843,4.306280681439183,1.9176666976320218e-10
GPAT2,1.511564552250088,3.6293612875132677,2.709217064749009e-10,2.020061154673004,6.185066518735986,1.6962282551968046,2.711197756470574e-10,2.1606582834781256
ANXA3,1.120096970113313e-10,3.468314605565485,27.07353913023999,1.4206239125322197e-10,1.8026407205180558e-10,1.0746446143968223e-10,1.5286215205252328e-10,1.531043197793639e-10
TEK,5.293614501068184,0.7891685405749268,0.9518954906755125,7.736657319376474,0.45855563661943227,3.628999706812138e-07,9.803706431372166,0.5292852270909228
WDR49,0.05770212852353481,1.4681142808988475e-06,26.368112932352883,0.8535127271866046,1.8855714961629936e-10,1.7179148150505392e-10,2.2213377350129675,2.5692260957431317
GNGT2,4.850864636721252,20.63773451684508,0.11340563809068822,1.6368655425501652e-10,0.00031214030023500827,2.225628823217896e-10,1.6249834487197418e-10,0.9059269756682788
FFAR4,6.067080529770235,21.00131489075958,0.05255563200027104,0.11809078701116993,0.6226496750785228,0.31893989125908767,0.916426662561128,2.1781871326868543e-10
