,0,1,2,3,4,5,6,7
IRX4,2.809520113083592e-14,7.560833793550678e-24,2.366568706888667e-12,1.005513673707848e-10,8.207626860817551e-18,6.632590584469752e-16,4.31502835806019,2.705359515445549e-16
HDC,9.224681275067966e-12,1.5820178262116155e-16,6.638175937168334e-14,1.9692385367500647e-17,1.3946639105772965e-14,22.70220650961145,6.901586651432596e-06,1.6377258863288324e-12
ANKRD30BL,5.3694383718037576e-11,7.065237271796644e-14,1.0247896915302384e-11,1.3327844995927676e-10,2.22206587292638e-14,8.17813355940943e-13,5.119462922937377,1.2230588046399212e-12
LOC100131289,8.938877240966409e-14,2.295719599500422e-14,0.0002971016032619823,2.7492724502869548e-12,5.026105861323999,1.377187343884993,1.1084582299952637,2.5154525109019557
SYTL1,2.7236790992532462e-08,0.013561293694270391,4.132822123105287e-08,2.2844818241970613e-14,3.854683214685619e-12,12.028122044826405,3.4181103576976145e-10,3.193674035300497
MSLN,6.290308278494468e-13,1.946945490808079e-12,6.9966461197559846e-12,2.410328383848361e-10,6.71928984850263e-11,17.729691201872864,0.5491623834919087,0.42775887308086386
TFAP2B,1.1302366641007233e-10,3.0540350450429883e-09,71.50738214464596,6.047780013219658e-11,14.362772626649654,3.3642544335075956e-10,2.1658787563819198e-11,3.323412171004711e-12
GTSF1,4.874731863831482e-11,7.538161500504141e-12,6.506919054901688e-13,39.61215665396708,4.979778121669085e-14,0.21486368461148161,1.608427455155068e-11,1.8887319926130786
KLHL14,1.455434710094883e-11,7.053671065271087e-14,1.1535057834075866e-08,1.2933591785377516e-11,5.752416445372735e-15,7.096531773592057e-15,5.5415141343015595,5.384734980104647e-13
CCNO,7.729742497095488e-13,10.082396593968118,1.9652415044830643e-12,0.0030827841073082624,1.1133190578776132e-11,2.3234180873467554e-12,1.256039764652937,4.137012081717938
SLITRK5,53.20628739332979,1.302603534890711e-11,1.0574684494118912e-12,6.157749144313315e-12,1.297021047734712e-11,3.3242337388728985e-12,2.543178622547457,9.586635035751889e-12
COL4A3,1.6173061442908534e-11,12.896226176472535,9.171757597458247e-13,6.517814691663966,15.34626463443923,3.6732170731135807,4.559764242386861e-12,4.600702479268868e-12
TNNT1,2.773093392603474e-11,6.0785240688207e-11,8.960461114399206e-13,1.723805662241459e-11,1.2681955066142676e-11,0.8493040431488109,6.175658243606597,4.8915504888746625e-11
COLEC11,9.163502139446125e-12,6.399624872965207e-08,6.63955607337224e-11,2.8587117990934403,1.590442481436027,3.4530902430988664,1.5212090041320745,3.477706925622591
