,0,1,2,3,4
IRX4,6.089703977313188e-31,3.8218142191117526,2.2588411369724755e-34,9.434651197886804e-19,1.192371704464599e-28
HDC,5.207770731412264e-32,0.2838321113301465,1.904387950093879e-26,19.752899804765093,3.026346775412333e-29
ANKRD30BL,1.0626395094805661e-17,4.6057972353280325,1.4134387538827665e-22,3.4356836182982853e-06,4.700828735941669e-19
LOC100131289,2.400782664332556e-11,2.708245685563876,3.1173213959290496,1.8601937601306904,1.6137351451587963e-07
SYTL1,1.3438667836164604,0.6637922376658126,4.849842013079723e-18,10.118638712119685,2.1303233609722234
MSLN,2.225805599390666e-16,0.6935919592968645,0.004055040777384849,16.145303872883762,3.198354982412672e-13
TFAP2B,1.2012037188691953,1.1610708582342144,12.397864657415356,7.792000730022026e-11,0.11835637458088243
GTSF1,1.5199545497630538e-17,6.681563232471934e-18,1.7678528076703228e-21,6.471104703052196,5.157217781425018
KLHL14,1.2847128292063196e-16,5.055969627252735,6.529511250864644e-27,3.25203443686224e-19,6.17861440644252e-21
CCNO,6.839271071298643,1.509224918094167,6.61274444155502e-18,3.2962950957427175e-07,3.5246085838180394
SLITRK5,4.0708260459369744e-10,2.6666846475003454,6.039162228457929e-09,1.927024934704959e-19,3.0025406122730516
COL4A3,7.465236630093444,5.8689917830540645e-21,13.708811122170877,3.528914925682147,4.986744916552969e-15
TNNT1,0.3928655240367555,5.557542795803976,2.151739987874989e-08,1.1480458224369756,1.7304591339607982e-16
COLEC11,0.2190368752708796,1.4508792943281608,2.7080522338437283,2.9834881075845145,3.296637199358222
GRAP2,0.24149033961945826,0.6380254651814636,1.0974604258725551e-15,16.767854911278494,0.05267929498200812
ANKRD20A11P,5.078678931081439,0.0001203390526754334,15.616508631486372,2.5300310766836177e-15,1.639806213385995e-08
CLEC3B,4.443561844676852e-27,0.1375325649932124,2.518770770980442e-09,0.025864674099638947,5.275229474505892
CFHR1,4.470194055679806e-07,4.585399056625324,3.508493098451505e-20,2.2789034215677875e-17,3.8650592404185798e-28
MGC39372,0.014124913262215644,1.457686146230106,4.13008017905088e-15,19.723831965663233,1.0227418678283744e-17
PGM5-AS1,0.0057722654473384045,4.157093908937248,5.184401264359989,0.004837077491730068,0.46585474229260726
CRYBB1,0.17740161379914243,0.2653175740518965,2.2229449164995214e-06,22.26503260655478,0.7448001082975048
CACNA1A,1.885366208817685,3.1696186684212596e-06,21.332404212881368,5.65979492819091e-06,1.0799983767484992e-13
SIGLEC6,4.822641523664509e-56,5.280886304323738e-20,5.642293037496614e-50,18.14410445687472,7.512317123060685e-50
HES3,4.826847326700926e-45,2.014786002042939e-15,1.0282604212040834e-46,3.740356680857654e-57,3.5837764262413323
C20orf197,4.360427793995678e-29,2.652354773367378e-15,1.0444401786136356e-27,19.990940502077887,2.712350784880399e-15
CACNA2D3,0.08076943184731131,0.10452012531120555,11.596343006233822,13.931465202725107,4.294877873294184e-14
LOC100506388,2.0565161879753387e-14,5.369174875105047e-06,4.737738634076151e-05,10.802485623457667,3.797320760630373
ODF3B,3.2051412845323255e-07,0.41073696185541453,8.758473477040708e-05,21.676267770046305,5.253224883741364e-12
DCT,0.0008808063350860789,2.737388369342965,7.0244787264724176,0.00010370541460441758,1.829111197759672
GPAT2,1.8377245609814767,1.3656107005313147,5.851746818940438,3.9429999051156575,1.2966363210503136
ANXA3,3.4132395588948173e-35,1.8866064230754583e-14,6.032450652740976e-18,2.2921070147256097,3.283150521745032
TEK,9.124551838729886,1.4065469133167403,1.6180070291896755,0.5888834604697057,2.6887669136656625
WDR49,0.11955989242494326,0.010956386309116625,4.755671959162337e-16,2.404103661772925e-16,7.0347098179445915
GNGT2,2.360963813886109e-16,9.067523667593473e-10,0.0024420349382788687,21.980543538094103,0.2740196423977447
FFAR4,0.21254450954255116,0.4017180252347798,0.1723345766512474,22.642502735655203,5.852074279852712e-07
ABCA6,2.873306177065084,1.3394726659848415e-12,0.21106054307648617,4.559110527286041e-15,5.9066360733871255
CCDC64,6.91159608399111,2.036092988474614,4.702211457175212,1.984249733968134,0.5888152692576527
SST,8.889260104911966e-06,2.196200660952682,9.215095674729362,6.9409867738581615e-16,3.110140388832457e-19
SLC16A10,2.987759829899912e-05,0.8961446683599249,12.78090207603608,5.708971756588416,0.350043131919275
FEZF1,22.463730338493185,8.446757504555236e-18,5.8504530461006456e-24,2.54019627481739e-16,1.4237322167515911
SLC38A4,0.5382972050955339,1.8893110887891584,0.01853437393173495,3.9408564572595246,0.9753502932985013
KNDC1,0.6650448968043416,4.787295167643704e-08,1.0335217491410162,6.6278406915582475e-18,4.990784040285284
CNTN4,3.6356184503617324,1.0482774893805094,14.49966327795594,6.569554280174162e-19,3.775297367518385e-12
MAPT-AS1,0.5475383554833594,0.7436764735781651,12.643653000243608,3.369376561852906,1.0487987762749311
TDO2,1.1487505734374737e-08,4.5198083146087707e-13,8.682537458361494e-26,7.021842762335046e-29,4.29016798787451
TMC8,1.6007111215697988e-06,0.00310729593204367,0.005515388438694674,15.676077829883756,1.4091390288215295
EMR4P,0.6097540688374112,0.7014614061435984,1.1997782333290847,21.45079838807621,7.396787659235881e-14
OAF,2.8002598042602057e-21,1.6417138224894308,2.8825562050823787e-15,0.03629438547947306,5.425566256303812
CLMP,7.605314036406651e-07,3.6319405183260085,3.2539487472441926,1.4089627951861684e-10,0.3383611831215762
NFATC4,0.9182161555132704,0.0001345953192011635,4.294505092895491e-15,4.079174751432289e-20,6.582953541431497
HAAO,0.6850099372693373,0.7133820215169182,1.0916889005968907e-16,20.29611153557067,0.4697236299404375
DACH1,1.831489766968865,1.6638890162722788,12.160160188273677,2.9758932328561997e-06,0.9659999757251093
NAT1,1.5186148063024576,1.7148398748930647,0.10164211883110669,21.71268781856421,0.030825826683260126
BTBD11,8.15801302985875e-20,2.3683892808207334,2.1618747326772158e-12,1.5738176690372651e-06,0.7099915467949796
TNFRSF10C,6.19969828655875,0.63817162942327,0.0003335457108535276,8.12354980702343,3.8227322584940713
FEZF1-AS1,23.78514471886487,7.177592480105576e-16,8.79923704657634e-22,2.650519239828243e-16,0.19094015777623427
IGF2BP1,2.3440008472670933e-22,4.051383079582017,1.657781521340333e-11,1.1226203168372927e-25,3.771556860688064e-12
CACNA1E,0.0618074281213383,5.450659561032874,7.43615075453691,2.9049754684736136e-13,2.6570365348682083e-18
OTP,7.529464023406631,0.8386919967376203,15.36164661512479,1.2817794918194083e-16,0.0021177066848871067
PKDCC,0.044033631482596834,4.4647715623303785,3.4470309091843354e-09,1.0810668352877056e-11,0.9529599067314646
EPS8L2,4.357128043576062,2.2031236381734063,0.6991261200820802,1.38198220278263,3.879565800483805
CD79B,1.2088374216663418e-25,3.2364913893050427e-06,1.8748150640695563e-23,10.324371133585236,2.7925186066354932
HBB,8.156515598044184e-11,2.6343063140055216,0.00046696451855018266,3.986637283063551e-15,1.0256407677178105
HSPB3,5.639136711454354,1.4456541438898156,3.1958507724287877,2.6058501803709864,0.0027075416737477247
RNU12,0.27885331620293974,2.3325685862459244,1.993090287092867e-15,19.22039325415159,0.59786197497061
