,0,1,2,3,4,5,6
IRX4,7.849146415302961e-42,3.8942095465153492e-28,9.025364348003158e-70,5.29026822849776e-58,2.9782929511373944e-38,5.266899292422651,1.174901157613163e-64
HDC,2.1491670443261803e-58,20.565749879665688,1.4653681340538618e-50,1.2270420615308725e-61,2.9232774268967393e-14,0.42085059313431733,7.563300912644327e-24
ANKRD30BL,2.0703652130278534e-25,3.0020561969494387e-12,2.8854325630843584e-40,2.4206366801344745e-23,4.504908740314187e-21,6.118021229544319,1.3927354625687926e-13
LOC100131289,3.0888530465005294e-31,1.7055984849914054,1.1839299057924688e-21,1.3003773390412696e-53,13.162372308484162,8.646154100873292e-25,4.4382722094972103e-26
SYTL1,2.0480684580707638,10.448063994273685,1.7477801387794896e-26,1.436701890729979,1.2708140513656585,0.523056526361656,1.787410193675083
MSLN,2.3823239968323497e-13,16.437539025205616,6.960645684966758e-10,4.787853035210975e-24,1.372928805221063e-09,1.010734535052257,9.000621853914479e-36
TFAP2B,1.272713219508694e-19,1.2991949340907992e-15,14.991654762554344,1.9462847779948564,1.6241732710863966e-09,1.0857055516724108,8.306348995655895
GTSF1,7.673235187873369,5.5393493033325125,9.76321975833876e-32,6.916410435575198e-29,7.094502854866121e-28,1.6277441589310333e-24,5.358264576674914e-19
KLHL14,4.953409854100726e-34,5.794285579889705e-30,8.092306478937022e-57,2.1655285425017527e-28,2.042303605543815e-06,6.477497598007269,2.1475307084643164e-09
CCNO,1.295493743644546,5.912599750303279e-15,4.938405845633574e-47,4.02303140430749,10.039921944963027,1.395686175956854e-08,2.4545446548302454e-20
SLITRK5,3.572420257344543e-25,5.570164421007043e-28,4.462291505617117e-06,2.0919435572599618e-06,8.83602497444402e-12,2.4864495699678413,26.8798824415246
COL4A3,6.581450576888317e-13,2.9214237818460753,16.371434848163673,9.242156284989793,5.044322135262696e-10,8.354330267536012e-36,1.397195838268105e-29
TNNT1,2.902777047843962e-16,1.5430648981479955,5.618724949949428e-08,0.05651088702307555,1.2565249380151329,6.593132737118204,4.2650711641701654e-26
COLEC11,4.866796357496,2.2654542396046353,3.6197410507517405,0.018815709312138634,0.016624352899734417,1.8006504337111666,1.4907086610094085e-14
GRAP2,1.4344909088292988e-10,17.278709332769466,6.004733519363532e-21,0.31644784853306274,1.1900767623262671,0.35382936987653657,0.5121065456122313
ANKRD20A11P,1.287750575442559e-13,9.109795180432333e-17,16.52166015166839,6.211652404270381,1.6221807902649772,9.018714846236584e-10,1.1336090426234019e-08
CLEC3B,0.6169226942759418,1.518580658383589,8.536748229386173e-10,7.971530520904221e-26,9.417876553814369e-06,0.012414934960215913,26.71891978268071
CFHR1,7.18724271760196e-51,5.7022695319460725e-27,4.691988877021774e-29,4.366733098202358e-18,9.97467205100425e-27,6.131369845452074,1.0750973882575461e-29
MGC39372,1.407935058802504e-34,20.340443118353924,1.234930474680305e-18,1.3684144219738833e-13,2.2453700596411914,0.9554623575747869,0.005009282727643014
PGM5-AS1,1.7294892562792978,3.5050691609999575e-07,5.643155506191052,7.470689664829353e-06,0.022786978928290604,5.153804400542564,0.0002541198537808062
CRYBB1,0.276965785025687,22.59240540409696,1.8193456840381207e-08,5.48265709523033e-13,2.052369289193033,1.677851214381119e-15,0.9323150665942587
CACNA1A,3.9677992625584104e-07,4.0414825161075065e-05,24.15302425064077,3.661727099015023,0.028195660371288005,0.0001388369532127927,1.221510829234623e-22
SIGLEC6,1.0371429262280488e-102,18.9061790860291,8.450287577963301e-105,3.852164423227395e-121,3.410645303172963e-39,5.779095340403457e-35,1.9813117495400197e-39
HES3,3.1943091339055377e-38,8.168723577972762e-104,8.689223390483861e-93,5.878501881016378e-32,1.292934370457621e-29,7.597466717370087e-50,27.00560444901961
C20orf197,5.5217159973086e-20,20.636355343355554,1.010398561803704e-48,2.7138402228843896e-53,2.6843938071650983e-25,2.641365738833467e-21,1.8942250353067926e-27
CACNA2D3,9.20212384442589e-25,13.866434610263981,13.466686566475799,0.9887318254265041,0.06834509875752962,2.596003046181984e-09,2.609245026274749
LOC100506388,1.9165334473597528e-05,11.980851921582328,0.00027749841875155545,2.1020173276932917e-08,2.8051430793312005e-14,1.4904340095194343e-13,22.825267366961153
ODF3B,1.99445016407181e-15,21.909550616128545,5.080521200965933e-10,2.2498863166861767e-22,2.749896334347979,3.9373041591735703e-19,8.610149050044348e-12
DCT,1.254593387875709,0.000997880663794783,8.169129551955285,1.4878863603955597e-16,2.58684181930819,2.5737047075594184,4.5596042202775475
GPAT2,2.291638862109387,3.4017337888466144,6.933069542036956,2.192398794454455,0.0061570795092915015,1.7626293511155315,2.811465816824339e-08
ANXA3,6.259227701070932e-39,2.9709768609159086,2.018902299899117e-27,5.309095359740189e-32,8.733200226417275e-28,5.5283512149893374e-43,26.299668236088618
TEK,0.6350627162334778,1.3372385383052219,0.26466414749852174,7.924083168374758,8.445754057390777,0.00041278953708227925,0.7771198482274713
WDR49,2.341230751737729,8.871519990109491e-08,2.629104556874888e-24,1.099424410541217,1.9371229967531791,1.9205454467661225e-10,25.877299646595112
GNGT2,1.286073694883199e-05,22.411431217556057,0.026877226752801433,2.3546590738342042e-21,0.004384297817682846,3.999587072808172e-09,0.7707906332534351
FFAR4,2.0949033822069233e-07,22.897126702177435,0.5307652472291152,0.32485108006792424,0.722928483797056,0.31225438397257066,0.0038095448169288984
ABCA6,1.6188926712747382,1.4143334326798755e-05,1.1120671505430513,4.9097523671121985,4.532291637768185e-06,2.112504292815639e-18,26.31421559499437
CCDC64,7.933112826605715e-18,2.0935115496799717,4.121703440067257,4.663729636374865,9.151844486281089,2.138525504003406e-05,1.154792425086401e-07
SST,5.909225451150612e-39,2.7442319325853016e-26,10.075371866527073,1.2547379823645835e-20,3.4210721708059015,1.623945471380064,1.9061454167830834e-39
SLC16A10,0.9595791468095856,4.5665421356174685,16.0012218934625,1.2105365187035457e-14,0.00018949822390783107,1.2303340292900813,1.4500094633923863e-05
FEZF1,2.238916587054365,1.4524208591117465e-23,1.5115421907786985e-54,26.650148635792366,7.89797388240966e-16,4.144245036589666e-28,7.012838065561937e-25
SLC38A4,6.813233098368343e-44,3.5333287076257025,5.114853090977086e-35,9.881423644330118e-32,10.967163961118233,8.0635605503744e-37,2.3526248753991315
KNDC1,1.480189364539408e-14,2.466780909070196e-10,3.625797158073789e-06,0.8873595501250212,3.6564220968645817,5.361371450472998e-32,25.30204180855588
CNTN4,1.2688860604386235e-07,8.28125026972089e-33,15.20768056168386,4.827354780729818,1.0262170932280934,1.5856191892941558,5.145559508916087e-14
MAPT-AS1,4.363791311070568e-07,3.1379350120034184,12.602393487127614,4.539039942414013e-16,7.22349599865655,1.1689966007690743e-11,1.1736776985637812e-25
TDO2,1.629943606670426e-19,1.5792856122642547e-41,2.0024981465905485e-61,1.2009447050253956,0.6509357363507603,4.879821931842656e-39,26.049121234095203
TMC8,1.625454802312108,15.88022596264102,0.029718632323400992,1.2281874248618502e-08,0.05217680954340304,0.027429337919370075,1.218935113089843
EMR4P,1.186035223136163e-16,21.68211486085106,1.9846070716891233,0.7497701601955873,0.720992915846923,0.5910792716463471,0.545416713134617
OAF,1.6537895942390577,1.3383371137655766,1.1500526064885436e-08,1.8763094014370478e-26,3.613154100333706e-15,1.7550137152481313,26.674513408050487
CLMP,6.90014604138364e-13,2.288709290550681e-13,5.028477260692717,1.0990326718542279e-09,1.6865518061455607e-08,3.807389256497435,9.872133965743636
NFATC4,0.8093559056152066,6.087197421533531e-25,3.798448760989989e-28,1.585286370514872,3.1685652902766606,1.4388117718079373e-21,27.548544549051595
HAAO,0.9805316563034777,20.56103958134651,1.342709475793623e-21,1.040260716870037,1.0915688158561952e-05,0.9530298128049776,5.5031718026957114e-05
DACH1,7.292855482599312e-26,1.1942654564791999e-05,14.058984538021813,2.4440442081482385,2.478289105873203,0.5991058401243904,12.28278553592954
NAT1,8.466458975275651e-07,21.964607359755284,0.39756835489585257,1.3775653836594648,2.023139964141007,1.1429871094524868,3.18379731056182
BTBD11,1.479597131314137e-20,0.0012671844511936829,0.3136356093383457,2.186677217937461e-33,3.300610836424153e-35,2.4007475256899653,11.57776986700439
TNFRSF10C,0.025592788992507335,9.050161587856303,9.989356406046453e-07,5.397765866943538,5.880862416785866,4.37091461541538e-13,12.572518019453165
FEZF1-AS1,0.9699423699106714,1.3995440285572712e-25,2.962508551558961e-44,27.90414900061969,5.17739613081343e-12,3.054107083535263e-25,3.786323007600548e-21
IGF2BP1,1.3925788442505532e-37,3.76529824445525e-49,8.03202891673581e-39,1.003044398219308e-79,9.403540812411979,1.3210283474811462,2.359370698221533e-10
CACNA1E,2.451416045873731e-30,2.3208948738721026e-14,7.512269706860328,0.0002487286155181662,3.3676451617703487,5.937048689341321,3.56442342637712e-31
OTP,1.3930957855578043,6.836561342324282e-29,16.489207914009803,8.874218956925972,1.3085614367314125,0.7514450729725864,1.414330692286593e-16
PKDCC,3.237451926757286e-18,7.486389966191843e-14,0.0019657110985449185,0.10755174604293524,4.473645177840781e-09,4.663973624268611,15.879121187360031
EPS8L2,1.7428086522992374,2.1451624880632747,0.006768134607739937,2.5994442436852045,8.436753564780695,0.6614512443173685,3.075558417724985
CD79B,1.0817570612719454e-22,11.02183895105006,1.3841273662570704e-28,4.2450860609259986e-33,1.7175054136466264e-25,0.07710517547317172,22.45916191676515
HBB,0.6168284621701856,2.724490312192518e-20,8.298319336439674e-08,8.234876631483783e-27,2.115167574077702,2.5450014697469348,2.353371458674405
HSPB3,6.92098279682729e-07,2.251943959319957,4.359354192835245,5.3572917231773625,2.6318684864122344,0.7956609958032089,0.4574837002436124
RNU12,2.489210321940039e-07,19.809814765423372,1.5610526821174937e-20,7.364160279291477e-14,6.077016053688402,0.5221324258843031,1.727194023348759
IGJ,3.817680381552497e-55,18.008746491201943,7.460116562890456e-40,3.7070956071238634e-33,5.12658121232157e-29,0.08174190204065539,1.5322121484408782
STXBP6,5.0647557258615595e-18,1.1336171398673887,2.38093216455241,9.56369388353886,4.1962737198860185e-10,2.7266345344594782,10.09960864111167
IL21R,0.005086422079845146,18.50430049172979,5.00817544765111,2.0037932902524357e-07,1.4008167814864476,0.4068308987212018,0.31459543904010967
PPARG,0.8612124760607166,20.7701753082654,1.9348592590792835,1.710017109956971e-18,1.8695530016561634,3.5184190906397904e-10,1.8391076876338363e-24
FANK1,1.8192259859494069,2.094958347359136,1.9766303841007028e-24,1.5257720428936845,10.63593113239158,8.853430217887404e-19,9.16963999803989
PGM5,4.6014244776286266e-05,5.9642055217364405,13.240978129255133,3.1266977752814746,2.2972717159586504,0.0008773378003546585,0.4725949914300207
