,0,1,2,3,4,5
IRX4,9.618840819767293e-18,3.9617570677503418,5.7238058848518674e-08,1.0995009008508044e-17,1.1348057414229908e-17,0.016422149590963067
HDC,7.636707100927916e-17,0.4830980915138498,20.549185111747985,8.747114561689965e-17,1.0535168624378145e-15,1.584583682055926e-13
ANKRD30BL,1.556881050654259e-12,4.666429179108004,0.009952170560129063,8.559539361562001e-14,3.83485420038001e-14,0.7828005271837928
LOC100131289,6.82411196222612e-06,2.798332107234376,1.7518997878610034,1.6277454900735095,1.1822580133773097,6.403521930375203e-05
SYTL1,1.5101834353916073,4.969217115162646e-06,10.53474486251552,2.518257364595301,1.6334282312433414e-12,1.5320044879052668
MSLN,4.626660161858706e-12,0.9036078921827132,16.397966463746858,2.1535595413681415e-10,6.598547976233486e-09,4.076662350701854e-16
TFAP2B,1.7783539964659658,0.1584725023535233,2.7038408844150678e-11,6.104178021325185e-13,13.833917265066143,7.755246384798709
GTSF1,8.353987974582592e-13,6.951585816714035e-13,6.280075357823054,6.214395411068985,9.38223579359003e-14,5.146268281162604e-08
KLHL14,1.8431671779198665e-12,5.0820233494509575,1.5448780754673297e-12,1.103328374807336e-14,9.552218693031755e-16,1.1010546852511802
CCNO,5.837155673350721,0.6080813227478448,8.78337694130755e-12,4.983214271398731,2.7785538552238635e-13,8.690438138674067e-07
SLITRK5,0.700606276410493,1.6907953113459584,6.066671159361555e-12,1.5814651014572113e-12,0.014951790307869337,19.65426867092898
COL4A3,6.48011147769418,7.158285940230016e-14,2.52309342775001,1.4505157537228126e-10,15.068048933347628,4.9082905527421274e-14
TNNT1,0.7652016724268802,5.747373342767728,1.4170120823597765,6.284889826654893e-10,6.856106354177374e-05,2.985539367239271e-09
COLEC11,0.08656476245009245,1.4056210947783645,2.397614357300614,4.142006570376382,3.3399207086661433,0.010251167052261456
GRAP2,0.6413869058794485,0.6493935690513135,17.3157526932293,0.20647668134224398,2.6779862542264917e-12,2.521199390779822e-10
ANKRD20A11P,5.387614895934817,0.26660693442644895,3.0088486194693796e-05,0.01195071784885288,14.132763408496233,3.135988424651771e-10
CLEC3B,1.3868954569087207e-09,0.01505984393696836,1.6175382640809803,0.9902942568474259,3.5746420582841244e-11,18.887986407720643
CFHR1,1.91074927376529e-09,4.703293538683699,3.029667180947046e-12,1.7133862000893034e-16,3.8396869206062636e-13,0.0008555540397768809
MGC39372,0.338838368399243,1.5919358053934554,20.359806721783716,4.970202985878546e-13,9.057231818491501e-10,0.19238459691300389
