,0,1,2,3,4,5,6,7
IRX4,3.8418161468728375e-15,4.798278889365618,1.8351468766034714e-28,9.814771401116584e-14,2.727055223363335e-15,5.577407401384092e-30,8.753936802332322e-20,3.8092647584130014e-22
HDC,4.877437217054233e-16,0.4707321033414482,5.2285778997877876e-15,26.822617952917447,3.0232798957464914e-12,6.136712476199408e-15,1.0802936167767333e-19,1.1646930582121417e-21
ANKRD30BL,3.022932616189504e-12,5.6929067799439315,3.118306787489078e-18,3.236053183651516e-11,3.19455186356873e-13,7.22757510912671e-14,1.2391041213414548e-14,3.852319138526176e-17
LOC100131289,1.1487536364785582e-14,2.0820088559923982e-14,2.320474690274748e-16,0.8471209122776753,11.886318197254761,1.8929404183899398e-13,1.061608284478043e-20,3.659270717119661e-13
SYTL1,3.2755080363144082,0.5184630224056989,2.5241632678093212e-05,13.547194471110373,0.09875116396923249,0.002751258547086778,2.672747980511617,3.0961138903127335e-15
MSLN,0.06914882744167265,0.9842863828203849,2.3456525756296804e-11,19.11260273674846,0.004748248436285783,4.755151989273006e-16,2.9404399718148003e-14,2.9542741697194113
TFAP2B,1.4135547029832237e-13,1.458800611181865,34.541986436364816,1.3798423343136688e-11,9.80702757603873e-13,9.524323320150536,3.1084757525494177e-13,11.537435636369981
GTSF1,7.314380657131941,3.4355831664794786e-15,9.585781551179168e-16,5.037816424522873,1.9221617703024614e-14,1.4107116940035469e-15,1.7650750968025593e-14,3.5014817196914363
KLHL14,1.1663717609598622e-13,6.068703044444825,3.660935866254655e-21,2.2665662184041115e-14,2.5226355018956323e-12,5.396844704313531e-13,1.4825412146355456e-14,2.1459215210822196e-19
CCNO,1.2408116913316374,9.651412151032718e-13,4.407836601975001e-18,1.2013100230506523e-13,8.737629279794628,2.2801059326555793e-12,7.29788596539803,8.551405763910445e-15
SLITRK5,7.38171326361623e-13,2.4383644657839985,2.047263562535119e-11,1.8124970377437075e-13,9.908955869435845e-12,41.468074289779274,8.608216312331511e-12,1.541174888282979e-13
COL4A3,1.2402960107351978e-14,2.867258385328853e-13,19.664667173283004,3.4820232082990734e-09,2.4254263972865677e-11,1.1404301768415278e-13,10.932625824194028,25.5512436236074
TNNT1,4.44677635687506e-12,6.74035932829525,9.151300239237022e-14,1.5247252863253196,1.564331878212527e-07,1.7440605495171961e-13,2.5856717095239596e-06,8.086983336363504e-12
