,0,1,2,3,4,5,6
IRX4,1.0634172397876187e-30,3.254506171163309e-27,2.3091074303031178e-27,8.659343221254057e-37,1.0290714349523518e-13,3.8661266100497953e-38,4.233701968761261
HDC,22.058282372787463,1.783488887735381e-15,2.394139038229735e-18,3.2310515796079745e-33,2.52857326871777e-35,4.717618924419879e-26,7.6339381018658e-07
ANKRD30BL,9.934425954524659e-20,7.823972743790272e-16,2.231468404437839e-17,6.512409465568091e-21,6.457170072941827e-13,1.1386551771940157e-24,5.018915460703615
LOC100131289,1.145941329174044,5.278474057129462e-17,2.6409792983104383,6.1399949205487885e-24,4.214314287071375e-17,5.0641141831136585,0.9755251860950417
SYTL1,11.456723595651212,2.3254780625827303e-05,3.0196426059649264,3.220793211041271e-05,4.3779441072150664e-20,2.213472694652193e-17,1.17395826375253e-09
MSLN,17.624368180742138,6.202350543205063e-20,0.31765105996647813,1.8890300582548666e-17,1.918651634920808e-13,8.277052109085727e-14,0.5003727241842791
TFAP2B,1.6745467020698636e-10,15.236751921554019,9.775202773379249e-17,4.606055689158213e-08,2.1485712743772503,17.43604303962301,0.12386349212723603
GTSF1,1.4224828317226628,1.266874275006621e-15,2.233160474922543e-08,1.3996396799485668e-11,46.86063290022335,9.751692715239708e-21,4.6116350193438904e-15
KLHL14,7.238123003007591e-28,5.360261869231322e-15,7.204783382195421e-19,3.468812359045686e-21,1.6291439296518263e-14,5.7836682312153675e-27,5.4787951003909745
CCNO,2.2806687898101786e-17,8.030173778437269e-21,4.2928203762873585,10.096343983798228,6.731688852894701e-05,2.5106642808482508e-15,0.9226340708861301
SLITRK5,1.0297030691723401e-15,46.72110653382308,2.1552989695969802e-13,1.1530969191878418e-11,4.3158882080327063e-19,4.364569317449657e-12,1.97816284399185
COL4A3,4.224622872946758,4.20166809764769e-15,2.834226080621633e-14,13.201205562183704,3.3897825570783104,16.59709680133789,2.1504164873026742e-16
TNNT1,0.9462515482468984,2.7507085628364924e-18,1.7483250380830255e-12,2.0918556932027127e-12,1.870634249583062e-16,3.732144481963477e-14,5.989731062329578
COLEC11,3.773110551920951,3.728817052786985e-16,3.6211071871506046,6.0686383294423476e-09,0.3847042116674172,0.9427434814730716,1.513711874662385
GRAP2,18.531737326413374,2.077111559576132e-11,1.2847420216467857,7.56232369421064e-13,1.710408530744881e-24,5.461216639487191e-15,1.1477057469042652e-12
ANKRD20A11P,4.171808435682864e-13,4.391467518463811e-05,1.9393282926954643e-05,2.002217473937124,7.841491244510025e-18,22.965475787329673,6.528176950741186e-13
CLEC3B,1.4608413448826607,45.50736087649189,1.0967284463511233,2.675023700094411e-19,2.7111140599003116e-20,2.9102593202256183e-08,1.374647822598568e-12
CFHR1,7.084300201697998e-19,1.48830282038773e-17,2.656862733298161e-24,7.702185906288464e-18,9.052922276356726e-26,2.4474759235257874e-20,5.072232692560154
MGC39372,22.0678163202895,1.1634128653629685e-10,5.8323826227031926e-08,5.911370035351168e-13,1.1994140846913084e-22,3.667853511567079e-15,1.2224536841202425
PGM5-AS1,1.0946670475461168e-10,9.103583804604148e-12,1.22609122248575,4.592721733015552e-15,4.04273904615459e-08,6.651219336269452,3.9162136954384064
CRYBB1,21.282295239963485,5.225806068108193e-11,4.146852768209671e-12,6.837695265704681e-11,19.75352330960012,2.713869186315554e-14,1.8181574712485242e-10
CACNA1A,0.005303861606905298,8.483283784502252e-10,1.3271539714834635e-12,8.271608062784967e-08,0.007187459863255898,28.28236689373869,1.3625457745478362e-11
SIGLEC6,20.1525000613621,5.201702710142651e-22,4.762625174753696e-24,2.0324657214665095e-56,2.092887522715648e-51,7.223481533371991e-52,5.0507150938887835e-23
HES3,3.2472352615608346e-26,47.1584607846903,3.95875289242803e-15,8.008783234925763e-18,1.5196917543532697e-30,6.830872281513322e-42,3.5265620240492614e-20
C20orf197,21.447719955461363,5.048852811072821e-17,8.314502273540032e-13,1.2838605288903633e-28,1.4094562470206313e-10,6.806483137808102e-29,7.009466267337992e-16
CACNA2D3,15.935541762218874,4.857281352957316,3.41008366982786e-14,1.5145962384231647e-12,6.386376806156818e-14,14.563044545400297,1.9414407751516217e-05
LOC100506388,12.82750459496616,39.735909690445936,0.0002911929141656255,3.3914998816314383e-10,2.162311249203974e-13,1.9606268310217423e-13,4.9462515386937035e-12
