,0,1,2,3,4
IRX4,1.456344547700891e-11,2.8632582512006683,3.372911307800782e-11,1.7837739748934236e-12,1.7321406248069303e-10
HDC,18.784405378335556,7.816569324677332e-11,1.7438945879761914e-11,9.131915858937553e-12,1.0421924181438245e-10
ANKRD30BL,3.4998883471488455e-11,3.4312439701738,6.157250347945418e-11,3.291836658609181e-11,1.923592793216423
LOC100131289,1.2543089883223228,2.4274738645412928,1.726364390264519,4.82620578758929e-11,7.252610806023326e-11
SYTL1,9.47363277996801,9.670849423237859e-11,2.4973691039274195,0.650849218084364,2.351936877520721
MSLN,16.054608917904186,0.2743632258149516,0.004491215603867404,5.4572052408850316e-11,7.004721835051922e-11
TFAP2B,3.3099268545393166,2.430910920596971,4.522433535528667e-11,5.7179946172260765,9.085090966267554
GTSF1,5.934769285320509,4.2437557313289076e-11,5.341600955918991,4.118378252767628e-11,5.4829381183177516e-11
KLHL14,1.496790076352667e-11,3.70007217000706,4.98562706752624e-11,3.168599932233038e-11,2.533746381307816
CCNO,4.855045055259457e-11,0.9096146016935703,4.369928285590177,6.977030446444181,5.198865880250048e-11
SLITRK5,3.868136549023252e-11,1.126369028385223,7.307493753830913e-11,9.147372791955486e-11,28.46232113272191
COL4A3,8.489698634129413,0.6800782779662513,6.466607367574576e-11,16.237789960421775,3.4848326339601654e-11
TNNT1,5.736030625142362e-07,4.788571993802845,7.888516054224133e-11,7.802193744208732e-11,9.599448267367111e-11
COLEC11,3.419374262001176,1.587686508241763,3.7216390621702296,2.3950005081378067e-05,7.005236717043561e-11
GRAP2,16.134798408840815,9.458324285819471e-11,0.6384419538567261,3.688663736403147e-10,0.0006462661248771144
ANKRD20A11P,2.5104591314482496,2.462285685330628,7.47377458328726e-11,12.351497027630673,5.252297475022064e-11
CLEC3B,0.0005415510108231335,3.5090362455733464e-09,1.004028137997527,6.061928778658121e-11,26.618465048296397
CFHR1,3.0704591368358114e-11,3.701163346546568,2.0879613962001213e-11,4.615301641810025e-11,1.1682590390466789e-10
MGC39372,19.095155009500495,0.7883013755673413,6.047185439301696e-11,7.259126954211239e-11,2.7526643418801742e-05
PGM5-AS1,0.002620869364334877,4.321339320760453,1.1594288762219125,1.6338350844392758e-05,3.7154242636858833e-06
CRYBB1,21.769538777534837,8.509254528421723e-11,0.8627831410118878,7.746505031467424e-11,1.3042785638767207
CACNA1A,6.136341552034257,3.3551269054722606,5.7154681090954026e-11,9.550375820888426,2.4740816027387536e-11
SIGLEC6,17.093762849257917,2.6440440328153244e-11,1.944741687190378e-12,1.074816341190464e-12,8.38042333375119e-11
HES3,8.035881445590246e-13,1.9211828571482318e-11,5.642522576400219e-11,4.935473954646859e-11,27.183772078683038
C20orf197,19.010847066705907,4.306704129236706e-11,7.164390194852035e-11,1.3958878740768446e-11,8.976286013622038e-11
CACNA2D3,17.102767103977154,2.1323936221309783,4.8474627192026875e-11,2.318055219581389,8.8819142944704e-07
LOC100506388,10.701804510897816,7.602183798279552e-11,6.903957275611593e-06,8.255790180787258e-11,23.3828546154369
ODF3B,21.430681174099067,2.9666498197242522e-06,0.003732777869616171,7.23065696683904e-11,0.017382364946128662
DCT,2.9925576790925805,3.601607254041983,1.058031778876158,6.123692661134946e-06,3.935162438933887
GPAT2,5.307141328974574,2.1949603074551356,1.3589506179144226,2.950214001193375,6.985212030653594e-11
ANXA3,1.7456391650016412,2.94297772385708e-11,5.25688046788832e-11,5.248346478224173e-11,26.79326849632536
TEK,1.3023499116402763e-10,1.5964616159828875,2.9922977353557796,10.709396254958802,1.049463865094046e-09
WDR49,6.080139152776104e-11,7.77253377321306e-11,2.9488858867568446,2.0717575552684354e-05,25.57289205137708
GNGT2,21.671805234978898,7.600792068413952e-11,0.3510563177655117,5.320195470695591e-11,0.14899731918997272
FFAR4,22.709383549667713,0.003703893749593431,3.55846190266238e-05,2.4712325015099843e-10,0.007304093073685863
ABCA6,7.641691253427347e-11,6.516733688705902e-11,1.5825437243199822,5.141617084325456,26.053432916089392
CCDC64,2.474417767180797,2.6572537857486322,0.910590012127087,8.33701133231767,6.384313738449246e-11
SST,0.8247500011558496,4.024066726790882,4.2482590439018324e-11,8.317223216543593e-11,9.92431315757299e-12
SLC16A10,9.64257870305596,3.1839261134775394,2.0692193380670297e-05,1.3557933590976372,6.611558433394086e-11
FEZF1,3.629213131095823e-11,4.966317981941035e-11,1.5106013540068977,28.915338622320267,6.038736761283226e-11
SLC38A4,3.2342277259589376,1.6170672579000236,0.7187047462693574,8.952995175336359e-07,4.166249165819161
KNDC1,6.387968053840572e-11,8.266997121368315e-11,0.7583779209605745,2.607495466784575,25.86474057190239
CNTN4,0.7791453466318385,3.7017875293341307,7.682145994772857e-11,9.172499153835373,6.224161456027142e-11
MAPT-AS1,7.010161273017298,3.0512548882540305,0.6717908740194831,2.852289204721567,3.0625720312893287e-11
TDO2,1.5153044099313944e-11,4.276177879258587e-11,1.8090052653978177e-10,1.2773485184137034,26.159351679072298
TMC8,15.351853874772354,7.514961584158825e-11,1.3786116915531907,7.03215046384965e-11,1.3966959113224595
EMR4P,21.671742770230193,0.5136212751248678,7.911460710774178e-11,0.0005413431163881685,0.9904156619582617
OAF,0.2335882120305204,0.16441006424594368,1.5499627249359826,6.038418825471182e-11,30.025500216540944
CLMP,0.018045924581725704,2.918389370570725,6.93768155616507e-11,1.2455342129558814e-10,12.73688443301769
NFATC4,4.138995402208649e-11,7.321604972890677e-11,2.0628110184360304,2.0670283430732956,27.86621444309011
HAAO,19.63565489682807,3.188540915026536e-05,1.025226278192995,9.564971895626016e-10,0.11593074952497229
DACH1,2.879133607387126,3.2366932062732383,6.454777766595102e-11,5.5401362598249975,10.524097268193572
NAT1,21.316534804904048,1.0114427299088384,0.017982659540321244,0.0781771333440544,4.058412618251313
BTBD11,5.415525851915399e-05,0.961870087299202,5.566830945479151e-11,4.5244885159242924e-11,15.04823145980802
TNFRSF10C,7.748404693233022,0.00124781873744381,2.2551527747703917,8.00357393071415,12.90741124272249
FEZF1-AS1,3.433772084572926e-11,5.594525600705076e-11,0.6091774631186602,30.640449208092857,6.993675566596698e-11
IGF2BP1,9.049480294706047e-12,3.3571058098974658,0.14620610520371677,1.7222442960481942e-11,0.6787349941895853
CACNA1E,9.302693583249361e-07,6.458095838668415,5.5303216870900786e-11,6.558258636203321e-07,5.977264924961928e-11
OTP,0.11910630689651865,3.4769888021335844,0.7960512249258302,14.335994900792555,5.0010620056882154e-11
PKDCC,6.131292651809995e-11,2.479870192405644,7.056658098033823e-11,2.9616181778452213e-10,19.63307884998522
EPS8L2,0.5654628206210518,1.9527055727527485,4.148180887966643,4.0410533300381895,1.9980725351588096
CD79B,9.104590637953558,7.399412557227881e-11,6.785589298539943e-11,3.568090829727218e-11,25.072064375690623
HBB,5.238481366943205e-11,1.9994612550448798,0.9809260182091035,4.96390757184249e-11,2.8104162103450756
HSPB3,3.103978544951122,1.834324405300188,2.7815784484645954e-09,7.351189322369658,8.300550490107719e-07
RNU12,18.062063493413227,1.0279100596562953,1.3590953045845289,8.813406133404431e-11,2.985073595173347
IGJ,16.45845008443629,5.996858130866175e-11,1.537570356049563e-11,2.7287528395505962e-11,2.750293689416792
STXBP6,0.8911120639372162,1.592166858650525,6.480257718860952e-11,10.857724067641374,13.166394602646433
IL21R,19.68702563960849,0.9433778710982037,0.16910888514144432,5.4869186048367804e-08,0.0005446055216948727
PPARG,21.203213819672523,1.0196195433229648e-10,1.2055213750647444,7.982626725759257e-11,7.239192464247787e-11
FANK1,0.42986174795374593,0.6119070287883784,5.2764038466056284,4.9653605358048765,8.713695630534774
PGM5,9.125531146267434,2.245068196152574,3.320636519450697e-06,7.236623456205268,8.847594825942977e-11
MT1H,7.672713463853473,1.0645085147871471,1.865416834884371,1.3668808089796084e-07,4.655695869328003e-09
TP53TG3D,5.796500217330081e-12,3.0903306634777716,8.968980111528124e-12,2.9432907899734744e-11,1.5555241800623696e-11
LINC00189,1.5382578700862297,1.7551818103902357,0.17667188391295216,7.533411590022811e-11,13.554130184859677
RGPD2,6.890451960255562,3.46243578710217,8.200277561920947e-11,7.859337286656008,5.27113260945054e-11
CYP4X1,1.6403431114818685,2.4032968288474,4.424785787734722e-11,4.5812965300795506e-11,1.6540753155984718e-11
ATPBD4-AS1,7.658438683666607e-11,1.9516911831871613,3.0115121326868124,10.966953147688216,9.915287746738244
PPL,4.448892811000164e-05,1.1205317233552226,3.736561550902048,9.524795031937467,6.460790735234203e-11
PLA2G7,18.26825781885721,1.1402330480573348,0.05592377385271545,6.995617842276441,6.31648260849444e-11
TESPA1,13.240848277210219,8.069975474558969e-11,0.9113662152811541,5.305955358097957e-11,1.6202606804118556
EVA1A,5.667022709717152e-11,2.1267708112925902e-05,1.0345269153529703e-10,2.550665480403601,25.385172592844505
CPNE7,0.00013251156285753698,2.3322414099388555,1.219976949380611,3.851802142385026e-11,1.426081394691448
MPZ,2.4473389362194475,1.5682581621297795,1.1087192556828314,0.8051471538175423,2.0746068654392262
C16orf89,3.562263894569562,1.1179593586971877,4.61803320432285,3.501355180758253e-06,0.00021247799390357037
LLGL2,8.24184073350938,0.5868598497744778,1.5663347029633825,14.246815032617434,1.3222706868273467e-10
SIRPG,6.565704167773167,9.269229863218495e-11,2.260065831085857,0.3822200989952574,0.7340156429247722
BCL11B,7.268844699207769,3.6174430449794928,0.665138470930253,5.281244461268324,6.425139285784664e-11
NLRP2,8.181315209565593e-11,2.862390220483914,0.5169266088258029,2.8610357283435645e-11,3.537606089014326e-11
SNORD56B,1.1941812023573589e-08,3.022836067007352,5.5767973702666696e-11,3.410231173634889e-11,3.436821860464356
CD226,18.707233635301613,0.07154039568165979,0.7874287330062096,6.852334123176192e-11,2.137452311493864
BATF2,4.629552692003853,6.354499489320867e-11,8.003003589636606,5.012511745275217e-11,7.067660000054054
TMEM74,7.022522692994251e-11,3.065210225671276,2.6310456086468874,1.8054285749762082,2.2225642443930207
FGF18,3.539724422567182e-11,4.9795807468349335e-11,7.222686352984161e-11,9.889234869040377e-11,25.700069316579107
C9orf24,0.647104481370101,2.589211714320075,1.0154937880041275,6.656325323506617,2.2195549714792118
GABRA2,1.2199367141725235e-10,4.665156029875144,6.014707187830393e-11,5.218631804511325,0.08012124607484099
CLDN7,18.40881650673817,6.747478988037576e-11,7.325913499285633e-11,3.0881182517166933e-11,1.2226355191565723
RGL3,12.119809862646406,7.792043320356932e-11,4.686435170650949,5.597129344290435e-11,6.525458315805413e-11
CES1,16.590053994235884,0.19682312420209222,5.8095131256093714e-11,3.6646280609824704e-11,8.467572541552762e-11
SNORA26,2.2877108381478375,4.469563622162393,2.5057320480935498e-05,5.426983154124193,1.626158096067054e-08
OR2L13,7.358857348118811e-11,1.2467476460602402e-05,0.7513751672356449,26.669334193432277,7.075376233667971e-11
C19orf59,13.311492798230308,1.5438834012412574,1.0839921453867823e-10,3.426850491677624,5.120647780023773e-11
CAMK2A,4.1947143780702,1.371543474195742,5.734919160579328,8.732707329484815e-11,1.057339790926051e-10
LOC284757,9.954907222624907,0.37947402713592604,3.2062985034372566,6.3692900055976326e-09,2.078893563662903
VGF,9.195451178025837e-10,3.565792173843222,0.7023706912202992,5.427560015554497e-11,3.0638439168750824
MCOLN2,11.39801932106388,0.14257435222033857,2.667780540080289,2.8951052655860884e-10,1.4454701314454448
ANO5,1.2178805723906996,6.36582624903779,4.532263211535018e-11,1.024012520551944,8.159697737889587e-11
HLA-DQB2,8.898350823076894,2.6216125446388214,0.009929920541996812,1.481411760282937,4.7381412219908696e-11
ULK4P1,11.24114929271732,0.0029160213611394035,2.5228079609321545,8.991522178846656e-11,13.337911685034106
ULK4P2,11.240972619813636,0.003248922154344082,2.5227956973389634,8.990982804602606e-11,13.33767523550838
GRIP2,1.0054075116738472,2.8076221488231354,0.22088736288718153,5.0328567122311135e-11,10.84826496566668
ZNF804A,1.4730068990804297,5.763423977259502,5.0502624951134845e-11,4.3929384441545976,6.564149599593824e-11
KIAA1199,1.7662281656313828e-10,6.978538711757274e-11,7.5600638029392835,6.597298624559962e-11,17.250456963330784
ZNF728,5.1667550824980146e-11,4.312956690749448,2.8774740086461742e-11,3.348270870417294e-11,9.242606910376655e-11
CXorf64,2.941675597746136,0.48508840539990994,4.78713656899179,2.0962692338836386,0.0002378597035747781
PPP1R16B,3.37455199120121,2.442455489341739,1.559599741495484e-05,29.151040150796863,2.609876372256299
NPAS2,1.7131335021581475,0.6978722162610944,6.954083612744034,6.797620894286829e-11,6.95622908705799e-07
GAL3ST1,9.509715841904375e-06,2.9855829954987483,0.5218442996773871,25.82049761690849,8.390006692221897e-11
HOXA4,8.690613496423842e-07,2.714258516086849,3.2051361359086017,4.985096644695819,9.8574365603568e-11
LOC100499405,17.060916612726803,1.2956134188913975,0.00441652894836091,2.754975771470139,11.415991319808976
MAGEL2,1.1595724084204243e-09,6.758849882954434,1.0884101675365288e-10,1.1864308381371198,4.561449188120002e-09
CD300LB,20.806030721465024,0.018409013992598887,3.882604679056796e-06,2.301144695276562,1.1260244618289953e-10
VWC2L,4.7850191556702235,4.096095446569884,0.54296670954308,1.7527446632892334,7.047585365060406e-11
LOC151174,2.828711843092385,2.4747217303743625,0.3037398409588425,11.349073292244412,7.789574735009397
EMR1,19.80806374197164,8.750918005685074e-11,0.0007864508007119561,7.376184072495093e-11,8.434116971054583e-11
CLIC3,3.5408619477559378,0.3092955982858102,1.8956926032066221,6.821044082087866e-10,5.997449386151048
CNTNAP2,1.7399790175018546e-06,4.783231821196991,3.3757503222285565e-10,20.0293299137412,9.042612238285608e-11
GRTP1,7.262082319073405e-11,4.018294570995816,1.8953874332930105,2.7227198828096233,5.9117190415050205
GPR126,12.742718614472375,2.2420869965287977,1.129651483713646e-09,1.5152311548292359,9.545128682437387e-11
MIR3650,2.0107086958118057,3.464610611040554,2.4216687452194985,6.024063771911084e-09,4.2483062330120895e-11
P2RX5,0.7637768654091122,3.8977794496233704,5.2118015492617864e-11,4.611348843213175e-11,0.004198166824581848
STOX1,7.457213627767797e-11,2.019170551323512,1.9166108262869601,6.290248484876842,21.237461183314075
LOC100129518,1.506608150821075,2.757027958764304,4.398777066005901,5.079281844278465,9.228653537086155e-09
IL4R,20.573597970618867,0.4676629792415447,1.75610550089614e-06,1.1286614530919382e-07,2.940185448101212
C21orf37,3.324345839000575,4.495744593698679,7.010165367403203e-11,7.855662460797227,6.095028895065957e-11
LOC100287225,8.22743316002908e-11,2.079418364083558,2.21105113416035,26.107344782362315,8.536164045537723e-11
CD200R1,16.190016411609722,2.390751137483145e-10,0.3426856866617552,3.848521025442081e-07,1.0881712572402994e-10
UBD,6.235372509070781e-11,0.5094158784825227,5.00027763338465,2.0960128481013784,4.839301252236888
PLEKHA7,1.4199468373187794,0.9147792523298007,2.576717984049857,6.21928572204147,22.88775738261772
PPP1R3G,5.931550638566346,0.613910249554621,6.968982170151453,4.4948980977444365e-08,2.3545397307484337
C10orf113,9.31772167822732e-11,1.6565415126377099,4.30171563591259,2.2707070748914218,4.0964700584637756e-11
