,0,1,2,3
IRX4,3.039910350312813e-63,2.740652594054094,9.151466546838718e-32,8.034845087671638e-54
HDC,4.9289975140331856e-64,2.0982179685651906e-15,8.965197446545197e-39,19.32947504581976
ANKRD30BL,4.8543960163538616e-34,3.4212293278044683,2.1714204583850622e-20,2.2306541774395478e-35
LOC100131289,2.784334553124253e-17,2.526815804992301,1.1776126858974825,1.3206217179220547
SYTL1,0.13123829875759788,0.016127284229383154,2.6089045872045644,9.733572159038975
MSLN,6.314407663060763e-26,0.2486253751234926,7.725252816811541e-14,16.570529714617773
TFAP2B,5.477475772441456,2.908216361616507,9.777205453124688e-17,3.720097688598654
GTSF1,3.424793704183738e-33,2.036169721034602e-31,4.7274284516881,6.115436078558396
KLHL14,1.5237750596930974e-34,3.7288258389309394,1.3704414196768694e-23,7.405869286378364e-53
CCNO,8.07079936583768,0.8094548554215194,3.7009077091046096,4.176125874953202e-29
SLITRK5,3.3466936597418805e-22,1.7927584286406146,3.23984261733861,1.284352498194248e-35
COL4A3,18.14380441453138,5.778211662349793e-08,1.0201545615231895e-16,9.075826218412093
TNNT1,1.7481295982599257e-07,4.660742770915282,2.3728491788055245e-20,9.479680389506702e-05
COLEC11,0.0069638539908103035,1.6105115272969355,3.109105631898641,3.5656078386829817
GRAP2,7.897437003403742e-11,0.055141535540761476,3.3170938122799096e-07,16.921582722242285
ANKRD20A11P,12.989418951967505,2.25456534724341,3.280209865837695e-18,2.5873541266000424
CLEC3B,1.1504097489340086e-42,0.010291153158335837,4.978938290983456,1.9378376184551032e-07
CFHR1,1.3537111114688949e-21,3.5992251558570465,1.4008696220220047e-40,5.876212249955632e-38
MGC39372,6.827222670506157e-17,0.7532097527943902,1.5886858970633028e-20,19.669293969469663
PGM5-AS1,0.0003945965552002236,4.248339327467183,0.9062293174402433,0.043228016630731385
CRYBB1,1.2560581276689705e-18,8.771822006813075e-16,0.9834789098284705,22.425091264511337
CACNA1A,10.26861461448964,3.0783844352291756,3.574269485362e-24,6.369829776360846
SIGLEC6,1.251398612300848e-120,1.2469739223301027e-45,7.177091057015579e-54,17.58785092256172
HES3,2.758849247363832e-87,9.253799060894156e-24,3.3487054940518166,1.076025864238208e-120
C20orf197,3.370585043865149e-60,2.762704767536508e-32,1.4059959186250767e-14,19.581994721995727
CACNA2D3,2.1064411944197565,2.0191611603391006,1.0845899215533528e-23,17.67136259678196
LOC100506388,1.1811644399524244e-26,5.471913600294961e-06,3.641914812884858,10.732068627415018
ODF3B,3.474076075072352e-22,0.0001910414734747446,0.0018198205250670825,22.09024174337544
DCT,0.0002631845862937628,3.5896442834180027,1.3769401714057359,3.026373303555145
GPAT2,3.3086334394008015,2.1624532967673704,0.9739999849064305,5.536031758250857
ANXA3,2.655991140149807e-58,7.260691397564178e-17,3.1228090540116513,2.0910681790531873
TEK,11.869344194551957,1.4040151888813466,2.6241248031626037,2.9089604477884998e-11
WDR49,3.138893163290965e-15,1.3375895855048098e-05,6.581551746813373,5.9706086413419115e-28
GNGT2,8.684068411632132e-29,5.234597603011336e-18,0.27246293719073095,22.387310089709615
FFAR4,1.1524359098384512e-11,0.00169824546572154,0.0003355001810777094,23.42061204264764
ABCA6,3.316825405467676,3.447831651823452e-08,5.5241624290029705,8.924676683132195e-17
CCDC64,9.23738272216925,2.541918932240071,0.5245352766517751,2.635128897063484
SST,3.583065043695496e-05,3.8205602561988403,2.340934304392898e-34,0.8811246815354787
SLC16A10,1.4643518329444873,3.0322237787076323,5.709935489237758e-06,9.984471642332776
FEZF1,29.83232376743828,7.892462651620614e-29,1.2215876195308608,1.787443864898162e-38
SLC38A4,2.1180991710941663e-05,2.0844126677904313,0.003259433618106987,3.6200147941739598
KNDC1,0.09788892875703153,0.003985702319730208,4.790939870122595,2.2316611326101577e-23
CNTN4,9.571344391802489,3.51061377346914,8.643094151697035e-21,0.7599059843504575
MAPT-AS1,3.5150973953411953,3.0697662712457334,0.002347584007495104,7.44703559568473
TDO2,7.675897763501854e-20,1.649761203349692e-14,4.03611923572309,3.8778661376861106e-59
TMC8,3.790202173102527e-21,8.349085430470973e-12,1.4297769148793715,15.803925170691242
EMR4P,0.00016328793722696007,0.5331721276894523,3.886986502225558e-13,22.388769661220625
OAF,1.4896680632371567e-37,0.6512762628125076,5.675004466852987,2.814059784292548e-05
CLMP,4.717217187124725e-09,3.6653509946196072,7.619785588624132e-05,0.3856932801797814
NFATC4,1.3461626768202294e-07,4.227848323891053e-05,6.219059433172565,6.051478287302764e-36
HAAO,1.2523570077497705e-11,1.1491407516455474e-05,1.0331554838505743,20.169676601361708
DACH1,4.96012405128526,3.759775366815397,0.0001338598783558696,3.3683749636226894
NAT1,0.009855709809595565,1.0425795924436376,0.5589631504287221,21.93716301849622
BTBD11,1.7199899554258246e-36,1.5685386849801974,1.0472436425865561,0.3343221385210949
TNFRSF10C,7.61016640670257,0.04808314886744605,4.027891852471242,7.799714641172853
FEZF1-AS1,31.672600778140072,7.513100572011443e-27,0.35932421192502195,5.679661564182547e-40
IGF2BP1,3.453191385484899e-41,3.40776421147016,6.742038140248773e-14,8.806003214149316e-63
CACNA1E,0.0002129298993841992,6.248493500588394,1.4303858652272414e-28,0.00023847208794037757
OTP,15.172037802851332,3.3225112364049383,0.04403548504536869,1.5349288777838925
PKDCC,6.238354256011532e-11,3.109054980498305,1.7086998382391474,1.5298716310382205e-12
EPS8L2,4.564321564548115,1.896252326371945,3.9691589143260395,0.34128853555432814
CD79B,2.41384975833114e-49,0.07110310163154446,2.875942587067977,9.61745685500984
HBB,3.874394393918132e-23,2.0592977825237266,1.126229634554,1.0360678231410886e-26
HSPB3,7.9919235160585,1.6643274095608158,0.002992776975731466,3.2040273211848906
RNU12,8.186839383487712e-11,1.1073910539602758,1.5320003484627454,18.54220376585301
IGJ,9.051572173017184e-45,1.3385075484188014e-22,6.268267882357018e-33,17.16590163712656
STXBP6,10.517413982729728,2.288117787687892,0.3241650655071353,1.228719072734079
IL21R,9.583192555573126e-07,0.9688368933271259,0.013657334907009346,20.344861716532623
PPARG,1.827457906340607e-12,3.390365144125993e-12,0.9873276024660712,21.92320540227327
FANK1,5.100268741109669,0.6136750561278376,6.124259332166267,0.009323930377935365
PGM5,7.4581868194657535,2.12507659952931,4.802431619319415e-15,9.38520194765739
MT1H,0.011496737617334078,1.0463927004688107,1.627118329950254,7.920650829812211
TP53TG3D,1.7202854357965825e-30,2.934278014603825,4.271145831996517e-64,8.826127874460916e-71
LINC00189,1.0694964647547366e-18,2.029728917691436,1.9075247100863784,1.3396458983639872
RGPD2,8.354494671763028,3.228976198941727,1.0576713801111977e-12,7.139720208520747
CYP4X1,6.143032000796853e-18,2.27646633678803,1.9532422716669477e-32,1.7277954020125015
ATPBD4-AS1,10.92629933292527,2.0119690079277945,4.0798725373119735,1.7639316578269367e-11
PPL,10.703540343967385,0.9932475892772469,3.182431129885328,8.679818598921623e-05
PLA2G7,8.761117595090747,0.22531637883821332,0.3389634820400981,19.21097264789232
TESPA1,2.1498705680817796e-28,9.461843693959205e-07,1.046271973875412,13.617583421576423
EVA1A,0.0012494384432604128,0.40080157953923723,3.8786536680853847,6.588151410246464e-30
CPNE7,2.4832722497508306e-29,2.406538572380837,1.0740585941811571,0.003870332249670658
MPZ,0.5840537320635121,1.5767695433347562,1.250937778291321,2.4878383792285472
C16orf89,0.0017061664469328588,1.1102940736570477,4.103854924095752,3.6010516304159537
LLGL2,15.311652877211651,0.4531897418396091,1.3412180866539685,8.461064833768022
SIRPG,0.10807831654036111,0.0002013169019797762,2.153849465630048,6.748270123657354
BCL11B,5.720449871629207,3.617847139740463,0.035750292326757326,7.675542012941892
NLRP2,4.6243127438232595e-33,2.920922078784271,5.21143472655199e-10,2.0965055828704895e-08
SNORD56B,1.2046287577959469e-30,3.1131658230784662,2.668008697829665e-14,1.8815342599053702e-05
CD226,6.386078933445781e-22,0.19733441086190143,0.891015318484012,19.233628226840526
BATF2,2.4875778486020095e-29,1.560775429924086e-14,8.354209897394407,4.515008120020924
TMEM74,1.52432645095409,3.0964493302535274,2.518861186792614,1.2970462534640134e-16
FGF18,3.3745799739246137e-31,1.9395928595733426e-09,3.4441126003747224,2.8627386963321637e-38
C9orf24,6.991173282827366,2.521262263341562,1.1390619380400007,0.6094695887331979
GABRA2,5.399834070508336,4.430976904279161,1.696214342743071e-21,3.3314743749327494e-07
CLDN7,1.2969179899108193e-41,2.345387426702357e-18,7.149476244784904e-10,19.069579819195177
RGL3,1.653231828704086e-24,4.4480083422716023e-07,4.005202498209506,12.537999584930501
CES1,1.7485919813442147e-34,0.08839008293538282,4.0863545505042525e-23,17.16473632255331
SNORA26,5.506732091303173,4.291298925938363,6.00525228144909e-10,2.3205095709600116
OR2L13,27.88321853276054,1.3006580397572185e-12,0.5512312771315961,2.0826891410585373e-21
C19orf59,4.5454145954784435,1.2227923101300961,0.00010528745713944022,13.885832439661444
CAMK2A,9.411094566730461e-08,1.2608766956483037,5.1821210841512855,4.291346982791064
LOC284757,1.2601632093654681e-06,0.0006993805601276923,3.475489539727891,10.34467179635896
VGF,2.012802418745076e-18,3.546653601007396,0.9238640385546876,0.004680103809260896
MCOLN2,1.1402217145677357e-10,0.17706367598467398,2.566509188951794,11.702643026327804
ANO5,0.7496065025605368,6.169704340089446,1.0000986368661569e-29,1.2227150247246596
HLA-DQB2,1.5534159965083463,2.489676574909013,2.686181791721453e-05,9.227577599673532
ULK4P1,9.175307767668742e-19,1.0102760106526238,3.7334988940973766,10.96669443550097
ULK4P2,9.002109541189485e-19,1.0141004122619168,3.7316189389511027,10.96482175185656
GRIP2,2.0045729442863447e-25,3.004135208893297,1.5345520078083494,0.8290279411555566
ZNF804A,4.583815646706215,5.484208812445656,5.802711140855028e-28,1.5189120194280654
