,0,1,2,3,4,5,6,7
IRX4,1.00000333315927e-10,1.0000019900950811e-10,1.0003115723998531e-10,1.2282276042411707e-10,1.068629225734603e-10,1.000000731518125e-10,1.0001007735303882e-10,4.780565114365554
HDC,1.0000223512718785e-10,1.000686455518367e-10,1.0152932598077273e-10,1.0000063299038638e-10,1.4236574903179867e-10,1.8790686660358652e-10,22.398920346111087,2.390704235081795e-05
ANKRD30BL,1.0125841557540915e-10,1.00161506236706e-10,1.1091345170837297e-10,1.388950583645755e-10,1.3853543385006267e-10,1.0688003331961736e-10,1.0458050005628441e-10,5.654973046602775
LOC100131289,1.0001086232637787e-10,1.0865420319802643e-10,1.0556331344118014e-10,1.0864997536385157e-10,18.07677344713158,1.1514714249707771e-10,0.07516564175974137,1.0784903176171511e-10
SYTL1,0.07055435266911439,1.1451147608518946e-10,3.986671264720107,1.0010420033882724e-10,6.231504155496114e-10,8.587826008081174e-07,11.837983127436312,3.3291347942533434e-09
MSLN,1.0514169331079395e-10,2.9101918009083385e-10,0.5426831800528001,4.4333471233366107e-10,3.842299461518612e-10,1.0213873985904318e-10,17.5045357904043,0.7036516873014428
TFAP2B,1.386378029649551e-07,17.17697507044443,1.0389366264559111e-10,4.454838061122024,1.3676276950990442e-10,11.543671002202016,7.948370996704921e-10,1.5015275298546629
GTSF1,1.1280915404713713e-10,1.0017760991904122e-10,2.6376502778077615,37.467942197113366,1.6002751430020702e-10,1.0730942830417359e-10,1.5105657227655926,1.1276086445363362e-10
KLHL14,1.0115042700994147e-10,1.0000435287230433e-10,1.0165595314817627e-10,1.177599277330957e-10,2.6173488864800953e-10,1.1760396479215745e-10,1.0003744954255793e-10,6.097384265997612
CCNO,5.749131495920772,1.0003783371061035e-10,1.2494986922644932e-08,1.8835939646079765,14.413218024778121,2.354726395582449e-10,1.0385815002145241e-10,1.842781039070418e-10
SLITRK5,2.381543742319996e-10,6.441257760025931e-10,1.5824173924034272e-10,1.0191464998737637e-10,2.4039809074178506e-10,46.896663921382235,1.1797019859190365e-10,2.2929374984875945
COL4A3,12.747581954861607,17.46071101897874,1.2322974498247354e-10,5.98540270055934,2.3724147693677703e-10,1.204267030822742e-10,3.8515169030871172,1.0888518215851476e-10
TNNT1,1.0350884701396606e-08,1.3841384919529293e-10,1.8807440236303458e-10,1.1892525810545187e-10,0.002113208439625677,1.0705902039515014e-10,1.306537138148551,6.6168506503793205
COLEC11,1.0844035944253541e-07,2.633329150166217,4.591364426821938,0.3036951270279349,9.408119376230868e-05,1.124344379618159e-10,3.496174010076181,1.7483840794876595
GRAP2,3.576118732352823e-10,1.68283297154063e-10,1.8193283484640896,1.0000872889577798e-10,2.571317975310464e-10,5.026973606181572e-10,18.86897822667528,3.8073958731017683e-10
ANKRD20A11P,4.537128887075279,24.774504826008748,7.717054873754288e-05,1.0146182639401943e-10,2.146490284731311e-05,2.0858305254234493,2.532830314334635e-10,2.06880351634727e-10
CLEC3B,1.0103730019364871e-10,5.597544851861342e-05,1.1758734709614767,1.0034794747834733e-10,5.715889389341348e-07,45.937731607206224,1.6149622112514028,3.72748731460102e-10
CFHR1,1.0750041172789693e-10,1.0111533063009797e-10,1.0005532519297577e-10,1.0012804450017148e-10,1.1903822891170407e-10,1.0272120123026208e-10,1.0475803763530066e-10,5.694385218600813
MGC39372,1.7417848313712982e-10,1.176690270267347e-10,1.3097736726334529e-10,1.0090464836963057e-10,2.346162220420467,6.066173748929281e-07,22.111091712067772,0.8356558289190144
PGM5-AS1,1.2552220495166292e-10,8.194889496955865,1.876282103725886,1.2500324526162825e-10,1.5045970562854781e-09,2.022793922720885e-10,4.847486079571687e-10,4.323364524383456
CRYBB1,3.3016305939567654e-10,1.1438429048040254e-10,1.899765214203982e-10,20.940115214884177,1.7356938498765393,1.4218323063257177e-08,20.416609775839643,4.2472762611228455e-10
CACNA1A,8.725579624332721e-06,30.744678474543697,1.659124662240649e-09,0.4653120388424109,8.722124917914885e-10,7.418435565444972e-08,0.0011008894496402858,2.6092201750734022e-09
SIGLEC6,1.0000000000897109e-10,1.0000000019109152e-10,1.0002475964697613e-10,1.0000000049808567e-10,1.0025129937275812e-10,1.0369890327782551e-10,20.492357738529773,1.001095496290637e-10
HES3,1.0105393990865125e-10,1.0000005832353661e-10,1.2249536267222705e-10,1.0000000000338179e-10,1.0340918624223443e-10,47.554266632063296,1.0003751158083064e-10,1.0125781495469783e-10
C20orf197,1.0001523456232693e-10,1.0002411028089686e-10,6.601316508244928e-10,1.4592111998541798e-06,1.3028886558250995e-10,1.3276418484129474e-10,21.427478414065213,1.271287419694368e-10
CACNA2D3,3.223031438949885e-10,16.509689009335794,1.3265063700642567e-10,3.374993505114198e-10,5.742302037340393e-10,5.4406847203857405,15.757418131639248,0.0006584831687392345
LOC100506388,1.0243862487586764e-09,2.926623146883842e-10,0.0015305681971506176,3.899253444255494e-10,6.704786657149371e-10,40.17156689758906,12.656455709392976,6.951506437455262e-10
ODF3B,1.1115572123399404e-10,1.445419148621262e-10,2.827220055105165e-10,0.003177511720471393,3.6677799348396913,9.542255503649032e-10,22.854303370913865,1.929180126190644e-10
DCT,1.7917120488601576e-10,4.119464493141582,2.0772086252894005e-10,17.00571934321842,3.748788067774883,4.638880231488007,1.2131700354521463e-09,3.12053996958996
GPAT2,1.2293803176189138,7.656829816164245,2.2029702112618996,0.34919655925219995,5.4638571151180647e-08,1.3501970746683172e-10,4.322492909925961,1.7577174931458317
ANXA3,1.0074833940353186e-10,1.115767976991956e-10,1.171690661228339e-10,1.0000421362901719e-10,1.0503037046393621e-10,46.36071701488285,3.365322435701073,1.0187126115112559e-10
TEK,12.073754474127139,2.38104699204179e-10,7.057399779047744e-10,6.035725568401433,11.781864176704026,1.8219285790423236,1.0055791126827042e-09,9.92373072120641e-08
WDR49,0.003309952183881471,1.4758605611528132e-10,2.696886121725318,8.590345241215194e-08,1.4437739118995,44.64177156530025,2.8910825849841624e-10,3.466069227872731e-10
GNGT2,1.0694338646467892e-10,2.1097361186162952e-10,1.0215568212783803,4.137087690877565,2.381469900181026e-10,4.5331768892472465e-10,22.864309561485314,3.3041377390950015e-10
FFAR4,1.302028138814301e-07,1.0715304282609544e-07,1.2471975227510041e-07,7.528059752645623,0.18776265340954454,1.4773104580976762e-09,23.323122582675104,0.41118821681254425
ABCA6,7.350877001025568,2.1855419055480477e-07,1.8359973014925677,2.1515308715631075e-10,5.771197714014883e-09,45.327706433032496,5.81008813800295e-09,1.5982386454409602e-10
