,0,1,2,3,4,5,6
IRX4,6.138631773111944e-11,1.412103872046962e-13,4.269875904942117,2.39873593086089e-12,7.018643228132776e-12,4.67922849959787e-12,4.4087344514859575e-13
HDC,7.614068925192115e-13,1.1995979342430253e-12,3.411570866666408e-07,22.805115842499035,4.093722919528989e-11,1.3080039297060595e-10,6.225368659087534e-12
ANKRD30BL,9.257714828886416e-11,1.4307025423823474e-11,5.05667893285724,3.1586887526765303e-11,8.135482182652655e-11,8.410596173296881e-11,7.090706175145841e-12
LOC100131289,7.14168979989027e-11,6.350984343651159e-12,0.7320732999515361,1.1525779508724252,2.478944016978398,5.685854104887163e-11,6.148324275495499
SYTL1,1.0783714792200505e-11,0.00014374342675290496,1.271914257121182e-08,12.026797335310341,2.9905251663664973,6.92516016736284e-05,5.341888446256013e-11
MSLN,4.892150610040527e-10,3.5281167304377096e-11,0.6040071752600211,17.798276875500083,0.43381933505024217,2.038733693755163e-11,1.5983911773490098e-10
TFAP2B,8.732046001281228,1.8217639128310485e-08,0.8529334817206661,2.9615224513402273e-10,1.043990919593929e-11,12.842751481266722,14.313795298393998
GTSF1,36.4178981347936,4.863370421704075e-11,3.085589540031048e-11,0.008310242838631979,2.021072342228877,3.515992273282658e-11,7.541797473425787e-12
KLHL14,5.498764385783617e-11,1.3710898859785051e-11,5.518784809378335,3.3368505376532944e-12,4.784464737901934e-11,1.1245316464337276e-10,5.383334196110754e-12
CCNO,9.50634688860964e-07,10.259781478147115,0.9656798934276437,3.736771350850021e-11,4.146422269486831,1.4513109872195996e-11,1.5630939449144217e-10
SLITRK5,1.9545608139882714e-11,3.791193918652049e-10,2.027533789569332,1.0396759922990536e-10,1.707976019857803e-10,46.421152533763085,2.443262823390621e-10
COL4A3,7.115945495420636,12.845420500960378,4.9049915029092256e-11,4.034076553271905,4.532989529623113e-11,5.771214891056655e-11,14.498613037802512
TNNT1,6.207331529476705e-11,2.6864521580463284e-10,6.102580150518818,1.1547658493460362,4.1274705830274344e-10,3.277048338639882e-11,9.883767048851173e-11
