,0,1,2,3,4,5
IRX4,1.2693099809719314e-24,1.7352653774556867e-12,1.7344951711639764e-25,8.030247202645194e-24,3.654306484241172,7.502105650574104e-20
HDC,4.374125139809838e-19,4.4649378305414587e-23,2.652195248853483e-22,5.2190191411627994e-15,3.4649869441472032e-09,22.085724702485525
ANKRD30BL,6.868442161176207e-18,4.421075027187343e-12,2.0398173603769652e-16,6.8801926343273294e-15,4.386437389005686,4.0979861959516274e-15
LOC100131289,3.948164229325337,6.754357957329839e-14,2.7781407379197364e-16,2.056603910561971,1.6704956020275739,1.4289799407673405
SYTL1,5.183969206585037e-14,6.815832692902492e-15,0.0057649627480503545,3.2664784040914223,7.921903058819735e-11,11.431659016901886
MSLN,4.363682021102875e-12,6.915519825241096e-12,6.378491394045822e-14,2.3732395909769317e-08,0.582707516569898,17.752674757009753
TFAP2B,16.930754749228385,6.177931231911245,7.145627960212736e-10,5.794470547379324e-12,0.9570192961639555,3.8924587847258294e-11
GTSF1,1.8919337007084206e-16,42.03979160856034,7.845701323012535e-13,1.2688503778016295e-10,4.089618807330818e-13,2.288281581333005
KLHL14,1.2014235387862256e-19,6.253336469282021e-13,1.797816238724859e-16,7.90139903727536e-16,4.797595467563917,7.855888789117523e-19
CCNO,8.750571250777765e-14,2.343775961655304,10.592596474224706,3.4667404360458263,1.3625308535071168,7.67674607292991e-14
SLITRK5,2.0061594173929814e-12,1.9372990246482837e-17,1.622741014118912e-14,4.292967848939711,1.6242337219011795,1.1544543240716262e-14
COL4A3,17.916765785967772,2.939021136476183e-10,12.308866695966918,1.0630801779845176e-12,1.776209963815707e-13,4.32969125589409
TNNT1,8.749011770001198e-13,5.896261990636822e-14,3.5436401745655526e-11,1.7824543542951148e-12,5.408154829764542,0.14551668904874643
COLEC11,1.8545116541034976,1.6489280760225309,8.08088084128248e-07,3.239119366076577,1.5709118986896573,3.5713432175108237
GRAP2,4.829905633646469e-13,6.142445644982942e-17,1.9347163407439892e-11,1.386251809819161,2.3938489597442025e-11,18.499813754951308
