S3,S2,S1,S4,S7
CDH17,1.88611929891312e-24,9.76936097236363e-20,453.289437370107,1.29756584250865e-21,1237.35832525847
LGALS4,11.7176009316812,1630.75356865361,11.6755429020195,9.39730942565136e-12,4963.50590074162
CXCL11,3.45779277530691e-14,5.93028933240315e-16,9.04839694943486e-13,0.00573991894225637,2.76993256405674e-05
IL1B,9.4021884264891e-09,269.785600499088,318.85890169435,1428.66536395548,3.88570611712474e-10
TGM1,5.53994565755488e-20,1.90872820326244e-22,6.32360920934934e-08,4920.66613770232,7.80844788046335e-13
SCGB1A1,52.004491337098,5.52378366900028e-15,163.976616271322,1115.98980900918,3774.13196439657
MUC2,2734.21588847975,765.789520426259,198.380463500339,0.479096328670019,0.00477311146319023
KIAA1199,3.75685984990892e-06,7.6039753234464e-08,580.513263945113,613.704569384541,1.97590544600875e-14
AREG,5.45609116760403e-12,397.568366986931,164.407448293089,1834.22205228839,0.029276366051082
BTBD16,8043.65281772571,125.878055294796,1.99232262729877e-09,3.38469077638372e-12,7.09961559241257e-14
CGB5,0.182128283585078,1.09377233938521e-20,54.0722623996621,2.14039961841406e-20,1.19764924810551e-15
KRT31,0.0159341467593552,4.8914004428962e-25,383.522210957541,2.97025080747662e-15,1.36484478201873e-07
NT5E,2.62341382676084e-05,7.41334345391223e-13,658.80612439397,527.502123385135,4.01522755447482e-10
ENPP2,1215.20596583543,0.149244210415373,500.141376668594,9.91181048088814e-13,1.2955894236925
TFF1,3239.46800490108,329.076944624234,9.91541133122506e-05,7.85381501766276,35.2454754953891
ADH7,5.52771360028521e-09,4.95126250634086e-13,6.95369710952188e-13,4315.72788065628,1.94335825573019e-12
CPM,1.47375121393911e-09,1278.87455252524,400.491026576351,0.00210684454741042,4994.38177413764
SOX2,2.43846238190046e-09,1.56981816152181e-19,1456.3247007122,146.618046584062,3.94166927108273e-11
CCL20,4.14145706709574e-12,7.28558295727745e-07,43.7595448227643,2040.1634860754,1.47903515676964e-10
LGALS7,1.0318234659504e-11,1.32603909777332e-17,9.61702583006748e-14,3624.76608935651,9.28412632363993e-20
ENPP1,424.531971518698,2.56133080370256e-19,4.17151344753955e-08,6.59258680113672e-21,6.85793734825435e-12
RBP4,1.40833845748406e-20,112.663615840523,426.612069178955,5.69720835556413e-24,1.29869347913531e-15
ITGA11,0.000185240183068506,80.8822138524579,196.496208024131,1.6925364047813,2589.60392182792
BCAT1,1.09588800230688,1.58733549080879,1125.2787370177,22.2450932650142,4396.33021369983
TFF3,961.645578132267,268.918864035658,468.307043713981,0.292387664575978,1392.76685617121
IFIT1,31.8734890740963,772.346283849006,1.2061379346376,734.523105116057,366.118545173107
LYNX1,74.7625385243223,0.0876806943196092,10.4094017993994,4141.45111426933,1557.11769723269
CCND2,248.69779379261,840.016137106914,294.907729095024,739.582672650548,359.400970457734
GSTA1,1291.04170420847,123.238499498343,510.958336413892,1377.28643643431,1931.20323278065
PTGS1,0.0522863103549498,0.336394027625177,47.2615316751872,1737.05643008381,0.535450446138778
