S9,S8,S4,S6,S11,S5,S3,S7,S2
MAN2A2,992.859419464377,30.7147838287846,868.928740958246,1644.33094948676,762.248669648359,1329.87670609587,1597.08764940795,913.121771175573,538.866363035328
GLTP,743.815894191702,2251.34503808353,1251.93257557124,414.128137854319,1550.34996727596,484.782877899772,1079.99254430222,1863.50907055061,1956.2050841321
EXOSC5,790.652480431265,3228.9254604742,824.648187227787,796.413242217076,2.17689767092105,749.449516687957,408.472822191822,54.9152993204274,1374.84541795288
BUB1,1088.6016934279,443.359445049668,965.066496320532,944.183056521995,834.571886703487,1028.25503924718,2466.00656943924,186.204396814288,713.236629855891
MRPL53,688.533248386765,3690.92474016138,789.811730447985,713.145045013687,604.264896996106,1353.60570438627,283.312140201887,407.668519949107,1923.02968238917
PIGS,949.086516125464,1.74667706980809e-05,889.293805258992,1444.86021798489,968.91241876303,1763.96485069837,1044.81221577487,1829.48343609928,1648.708887083
DNTTIP1,1757.59762382573,2143.34194974664,1790.92699078531,1666.87914427937,528.847197158662,439.80949437618,827.71861380128,424.517935049841,367.765420230037
ZNF513,997.719633022869,2620.10243196124,876.764994553857,1168.81087546428,499.28549726844,578.495817321808,130.0038347472,686.94455280443,993.82184064592
TPP2,1826.85134272631,612.806578912331,1119.52367258145,1598.59829636991,387.126896077348,2976.74765744902,1636.79805134919,645.669193850091,95.2881158302533
CCDC25,2314.129263013,2420.29366660344,877.977978343218,438.776590258612,236.553573714113,473.710067790515,1139.82910128572,528.104039109658,1063.10959774866
TARBP2,1668.47953559701,1118.23143112806,1523.05745686897,2036.52243312621,1141.94436342494,347.061647928377,391.587322807832,230.392989663617,2238.12327612695
HIP1,751.804606344602,1.41725488703867e-12,999.200436834454,1040.72602469364,937.818933663933,1197.49378805994,1780.23232515081,922.779502530679,1.95278864189662e-06
PARP4,458.913378835349,85.7775558257913,569.445401122266,1666.79668136091,509.024656912162,2074.51682323931,1411.59629269285,2217.21197529986,669.876086915062
ZMYND8,289.582182531637,79.1221397015419,636.415401661074,2119.29214538391,344.769399136244,411.734219023892,1569.37418898998,1524.07922992412,337.183588120169
STK36,186.288899163841,936.32916665718,144.278895260057,2495.78762248658,9.04959556479865,48.0746954291075,466.939838385599,1317.36475911527,18.1855430827915
SPPL2B,579.245725414191,2334.36293213507,167.652592087153,1068.58186016099,544.609432829263,777.313166293979,788.894755280841,1293.13626162219,2497.59090363036
ZNF385A,1102.45890429417,1086.81279687392,2237.09643508307,676.33778416515,851.061111651518,397.880769475294,626.211772723806,1175.97189661352,912.275702704733
CMTM4,378.266413520389,3.39166657531677,441.974944654642,1743.50689991951,21.5491850372789,574.961365501543,1519.01701457604,1775.05009254657,302.165170807624
CCDC85C,22.4523200917871,1913.00003938554,521.750454252836,1161.86656708492,4.9959828502642,607.99415708629,1279.96183121257,750.638206134336,2563.50468487663
PAN2,1012.40175600853,6.61880577390688,1796.24527677998,1685.5204002526,990.25098312303,1202.2183540385,1066.92503055812,263.407572739002,322.172581416155
IFRD2,973.512362090378,1371.53213849001,2191.95664054999,877.609622695375,790.239737803998,115.533557308066,1131.83364658228,827.377263644399,943.628092453078
SH3BP5,1728.64097078173,201.082555826326,778.112783567784,681.367933787035,2174.44712636852,1026.50238350199,1237.62278775239,382.837826566881,382.972534182334
LRRC58,479.903862793788,1.20302650439303,1675.24284697618,986.378271584414,1615.29712179101,1520.10704360204,1980.20768908252,923.693281422072,44.976457285425
C7orf41,376.154793730475,85.284532569128,1305.79346770594,1139.04351007998,1047.63360468842,1966.25205759097,1292.1354035736,145.066621433976,1047.00667260727
VAV2,366.118239214157,624.802927626953,1320.07013640599,2070.43020699587,7.51273122243573,129.336924025542,1063.76628005367,2136.05346686472,748.633805319725
COMMD5,689.807347265194,2799.21144224613,510.400880934671,336.168550964005,713.548219313961,893.110743086434,517.0628756885,1037.49630032318,1314.1820347512
ANLN,780.82614817472,386.363547069523,1364.17236451378,615.276314932702,1431.74492909924,1040.01848375296,2419.36969990953,818.915907961236,119.176377638252
ASPM,432.355315335736,599.219160745677,385.832891232727,694.052123286421,645.449875175418,923.456441303857,2397.89871406792,493.007842627084,329.085607850567
DHX34,0.00160457330313753,2941.96822856557,317.346893951862,1325.53458747796,194.450200249441,1381.45042894383,1047.11577577291,765.239769060816,1415.53956518832
TNPO3,808.580551067225,6.0309720760066,1206.20126055859,722.722895232199,770.610862532065,855.383631681261,2467.07097389823,867.090215136642,15.1518464999779
TSPYL4,1302.31162348989,7.19118833732082,1424.42161229211,1586.80569493493,1402.38938913039,1281.76363465421,1632.88309414381,1003.54201466022,261.480385722044
SMCHD1,1624.70209942669,0.829947268992811,924.897159609919,1121.52487338558,1057.96733483436,1161.80576604183,2194.81372812461,923.880278123436,451.827642448017
THYN1,1.27982887284647,3292.56846792173,578.801027121646,1038.44369581348,400.438621638142,536.153502788613,601.912373158565,141.84360419501,962.633422779627
DOCK6,524.589055433701,2.29712591504917,2763.87378016621,1197.91419763333,991.828527941065,1868.09215337351,870.038878657196,1081.03878866296,1045.49171703768
UNC119,1453.67584461426,1731.03203448645,1035.36772748997,1791.25579003439,499.269159885526,8.26119727266175,847.518444516381,24.2717601159837,1712.38204512057
C21orf59,716.303521561441,1935.58248248258,973.949612611333,1141.87806661784,408.057905780958,326.225223588535,728.856020819399,1138.66960424721,375.129807602536
SESTD1,1589.59770720741,2.52197984854325,699.803838520144,504.847769261058,1641.91808436212,1136.88237428579,1171.42685657411,954.386996502859,753.440973664092
POLR2D,505.788282192854,3179.38392197443,1208.31692461233,801.071712831614,636.878331821797,1294.27171421007,758.702000059976,360.014305866634,370.701339379372
RB1,428.864191846703,2.0062773050089,1314.64891012681,1365.28327570946,831.446098197268,2950.77013481165,851.732786972981,611.236702346443,321.31218781721
PSMC1,691.843791140173,3143.45895064566,1227.32218821002,173.369249016327,1003.71441700707,587.543861000869,261.671340514161,881.675888369131,2622.43181845942
PPIC,1126.46113236013,488.254398961524,571.32416587615,427.819793972816,1776.59255963491,1236.32086980573,904.972460411425,1363.70724832642,3385.55409968537
ELOVL1,151.073537990143,1851.7562519283,401.739350661872,537.285430906398,752.702718012754,116.619490804908,965.164926587462,1722.52764473946,3504.30338083997
DHPS,1720.19798908362,2192.39475227987,2362.17725962845,314.554924159165,37.0739366211205,335.038171295748,1391.69994464323,1138.14564722324,2587.01219136414
LIMK2,701.781787036482,325.329706443763,848.780619811869,744.562369584795,1122.06221065336,989.624229266871,1025.31620751441,2522.75746510431,1792.42384437666
TANC1,570.383141627305,1.58236192446336,962.509784408923,1805.41877037384,230.191761968001,2112.79092805953,818.637950371817,1591.70624754404,391.119803900749
C14orf147,577.141185910125,1199.1484791209,638.357246419317,1.94620095478264,1061.04285425023,439.040437675311,1438.27861567233,2220.55272514882,694.224162781072
WWP2,636.962559649033,97.2737400379837,325.199916846852,1791.75159326646,1520.31093225464,346.095339528047,1071.33215518753,1147.6420687747,1150.20207778854
GMPPA,219.708374253963,2587.7953665444,1746.58829892595,896.750512815061,1467.04662629609,1136.07878680135,205.295066872968,486.871854144264,1870.102124849
UNK,1679.76827606136,304.877221879567,679.520569036297,1907.5200517452,1372.82208668226,1608.27970594751,1367.64751609002,1486.79913567457,1177.10498459593
QTRT1,1243.71103691525,1880.93062812661,416.093903047747,1210.41692298779,72.7297616583781,568.971788213489,919.215786926116,1064.4107708635,2293.26662566691
PNKP,0.127349475283564,2152.91739355019,0.646899304600915,1098.00514885032,172.5968956059,490.318463464186,1111.27117073147,1654.10039755563,2368.95189412177
CCHCR1,1255.61986327403,1945.51394982279,114.743487238461,930.361048342653,1460.67080068063,653.872810233942,1476.02807099732,727.653369436698,1401.60689285505
ZNF740,863.215926824569,955.477344159368,1290.14123121727,1790.91600320182,1377.46239403881,651.127710688283,857.693922714381,428.940159274969,806.945936234848
PLSCR3,471.434426197478,1913.65379514201,49.0342198975507,1045.50872162081,386.303700089464,216.546264453041,658.073171055521,1124.54550176677,917.907059939762
MLL3,277.460672156931,0.0360105503981377,1029.28838869394,925.571179293071,995.773194146225,1100.28555741185,2167.19095576322,1772.73616144374,513.655137718039
NUDT5,564.639103719754,2368.93137755699,354.104848773112,1162.5724564209,332.529637545527,2.28509235573106,1111.69470409318,782.25805753522,1741.52121431794
PDE7A,590.293034018195,957.287389544255,745.071815829384,704.003262501816,1167.37447903321,1090.93596345834,1590.83711069965,2239.04249773489,843.310851726787
DHX8,1518.09065686498,95.4108187699417,526.62982810403,1560.01600242605,1132.00430764229,1301.04434292398,1984.27571291303,215.392406657235,418.005236024688
MED13L,884.694396956346,0.352152811266019,1588.12728068517,757.99115235835,2003.51790462971,1788.53415949274,2069.83156697406,1472.45355693306,102.085037807009
CLN6,463.306476540423,2271.71564160031,542.009092227165,887.696562263986,693.565329564546,11.7327006202092,948.032148445389,1344.3013820958,1397.25643216194
PSKH1,1294.74044085881,404.036426788933,1027.0906221506,2077.75731665471,1432.080951026,227.789470365452,672.592458454921,538.295745181712,461.603043625503
RFX5,115.192364299878,1011.10101875353,366.919326181631,1195.04492314017,823.678098608885,436.855351546339,1528.8858859852,516.369817303145,1188.91494462964
MRPL45,357.553665148438,1005.67923830689,1636.19162961191,1643.6519485723,518.22790653367,1839.70690556841,840.148720069432,110.217122509521,339.671244787297
GLTPD1,516.260018936418,2607.22162886814,1067.61790438486,806.754131925461,1116.78458483245,562.567422995237,196.582736137315,208.937127022995,1452.67368807754
ZNF282,1124.21835708952,2245.06676764786,862.850253566358,754.188661872479,814.067843622689,385.546561596991,1748.61804651619,869.06655815994,1092.57023841329
PPP2R5A,119.004828201284,1596.20587343681,98.7420809237388,648.308589578369,540.642247047024,1234.06076955276,1117.31075306873,2019.67991980708,1257.45223534686
ARL16,1807.7565067628,2015.51977453497,471.766211951159,1760.77484610741,687.146620341641,1106.42218227005,430.81931209707,390.504377528007,2242.9609981759
RPRD1B,516.440711398679,30.7507981595177,1931.69031778196,1760.95897604512,1214.07123951804,1325.20056722304,1611.71291556488,295.63595461028,0.87289168517007
DDX11,2036.91554289431,1527.75728272167,195.278865860347,1007.70435974667,602.440482463088,72.3419156468677,1047.71642446177,636.76094234441,812.201333588286
HPCAL1,513.261446791397,1144.87895607955,1259.55568665398,646.001191480387,1318.86809876048,1326.38811275843,358.435127700815,1766.69127367637,2930.96443591293
C16orf5,2526.6301159913,1258.58019600439,2295.91618292552,1096.75504415234,770.277540312997,933.979663626117,777.495658554861,19.9588269328491,8.3674676375113
FAM193B,2075.88113288931,1333.37578764433,425.584772598154,1907.55298063444,246.44519989977,857.007726323381,913.282281170062,1087.79261652434,1351.47462048756
GPATCH4,55.4113750034226,2873.72838967504,445.204763320408,530.995674359639,368.670661700575,946.453498091397,1024.51789734706,89.4092293469813,239.416225907114
C11orf24,956.759900577638,2409.77583194273,749.135797527346,636.48016702338,2194.71286981649,1032.55392713814,664.259769508989,1.81737533708258,992.301543818615
RRS1,87.1909199668785,2014.0324847644,1573.61653968052,264.151015386454,173.193996749192,953.421488399027,1175.51744073442,1411.56175514864,307.335792820337
SFRS16,2136.68240235424,2199.84089062783,294.916658086456,1052.39604567664,8.89055336823822,504.354258496613,1164.52232963462,943.043130410477,665.512505869926
ATF7,863.973119522648,9.37635492415003,2052.32358576307,1659.60388618918,1740.26065338192,2376.66285964657,899.68005620088,901.928348797173,574.885711053489
MAN2C1,743.138776575952,1206.83802785888,1765.21090229407,1523.70543019125,331.384921815563,1536.43195210319,882.134354145196,1002.6557274346,1376.47498743003
LPPR2,1003.81927715404,1308.97110025704,1311.21786195503,882.644404978797,1512.10386661661,1061.27879077112,880.898431576291,550.482385168414,1974.69999812588
FAM48A,436.161035287301,1029.30911159329,882.295967674619,2092.04049412044,864.763936206294,1862.83944436184,812.852708221308,1541.93377017863,201.849110090396
NFKBIL2,429.965699508352,1826.02724526047,462.267710602044,669.230385291422,711.295842998307,782.943220068029,1697.38900760974,1034.00654335076,715.327382861121
SENP2,1109.44341962463,8.44736141814094,1923.93602948818,1305.62753471768,2479.93666549893,1677.30302004972,1031.37027907159,159.641474743387,1051.40167522989
LDOC1L,429.949723951129,3.75571449926683,870.286037760559,1893.61720418739,794.192980642382,2139.50964132992,1454.05958918319,718.22958883125,404.225146216837
RAP2A,2349.67570189414,578.159921220827,751.260696745309,944.448546048088,1642.84339074012,1445.90140473791,1615.07088888119,663.079474699394,124.224008021144
GPATCH8,1030.87395562552,0.064144266413029,556.359225659819,2004.06056658128,1142.92276480579,1770.64732373753,1839.20905356746,937.060807356323,2.88281897395896
PIP4K2A,207.952735780091,387.18667109119,1765.54300577343,233.498830196885,900.88160503973,998.903208162682,1282.37334690134,80.7377502931457,2034.11036196521
CACHD1,1766.95191333814,246.827678069479,1567.22804576828,849.728426355335,2731.11628367187,1664.96779247707,491.385208704661,1085.93977736778,173.468277362502
PEX2,373.018368493271,1193.05050789417,1269.65724431886,646.372390545324,1923.76611059147,1542.39908091616,1432.54762075774,1668.12160867078,1024.86297141235
FANCI,936.128010734511,1485.56658470132,1213.28767070575,1173.18703935275,1288.46898930014,1179.54426394642,1992.33014053113,117.548651187938,621.523533948385
TSSC4,1330.87622906849,2655.76237410385,1425.26960089084,1374.40152666601,935.399483191108,216.993486925336,308.493523365129,58.9481507718207,2346.98450447329
PCNT,1089.34593678446,75.1978839370552,1951.91503155815,1034.76772538944,896.584506004113,2302.30578786388,1634.85634932285,157.181819778093,398.680006544004
SENP5,1014.59218446541,1007.46111107502,2115.02444754165,1407.22027781331,2224.71741222721,1481.71072807413,944.256814595243,112.261208241423,1151.78151139151
MPG,2144.88448618613,2594.69452329797,719.596347715819,1175.4992320146,377.718240408267,433.453026347387,309.495309900881,504.61593106337,1126.41918550291
SUZ12,179.175245537329,0.0715993976842577,1215.05560255902,1044.3258885721,926.574217846651,988.795312062131,2177.82686740473,1164.70749788215,355.586728541923
DTYMK,1119.23285506044,2983.90244191688,884.575532889025,1181.14187264679,363.248075641422,148.59057637895,502.527832514229,523.006450147572,2333.71554365492
CECR5,2354.44662435867,1529.70686483997,1820.94242240129,878.038716525735,726.797521968919,483.852334237346,1484.76652147029,83.9970146712199,1563.80384041766
CYTH1,1453.86993545964,728.563445393638,77.7244463912001,1072.69151954837,1354.81792382584,880.909728255709,739.242971136573,2167.91033141883,1006.39326973749
REXO4,1838.07193809445,2241.28118028179,1910.97161661205,1169.19448528865,315.446497900954,319.165144014091,788.84841890185,36.9881661979078,423.549185084961
SNX19,371.328650280193,0.731345128727077,1948.52501410855,1147.71112514783,791.480031196239,1914.65230680872,1380.01990564904,887.909604558889,2241.41404017096
MYBPC1,2.67325342237019e-18,0.000291544245600668,13506.2161352207,2.3658881113897e-19,1.71017040292425e-20,26307.2465143646,6.94002159610191e-22,2.8078274304697e-27,3.53280455819067e-37
DMBT1,2.58616424824861e-56,3.8931306956398e-34,1.06882547785681e-38,4.6064520079094e-35,2.3396904705257e-56,2.1638959147424e-39,1.36477495035972e-24,16976.020847869,9.07580673686507e-36
COL11A2,21240.4531712803,2418.5955666903,0.265959750723269,2924.67950439025,2287.84370735601,0.00161002065594096,1.7811842137178e-09,0.00186715138855581,5.98636835041423
PPP1R1B,1.27707093309541e-17,4.64906587525828e-16,5.96666653513219e-21,1464.52158504666,4.7948217458591e-18,7.42331265989679e-26,1879.85910523144,44.3169624695421,32200.8672229178
S100A9,5.81523058562155e-19,1.03855948606548e-09,0.000263284074173635,3633.40988290365,15.7517537885106,0.00159427113982776,4.50730669068493,17489.5734314305,453.032763840388
ATP2A1,1988.83151214343,1.57417274648259e-05,21887.673715029,0.000192042844040283,3.93132270726398e-09,13316.8843721176,6.31038033802273e-06,1.05410227248951e-23,2.74220140753436e-20
CP,5.53203860722254e-29,4.48310126535153e-20,1.02139464317819e-28,2.96750806215189e-20,7.64572235777599e-17,1.9110307859741e-29,1939.33674733557,16716.2327300644,13329.330948842
COL11A1,18038.977741765,1.93583754119607e-17,5.64105625495645e-18,610.210219929185,3940.1992129633,7.57323715672671e-15,3.4513204966511e-08,1.1990378720667e-10,1.49420126840277e-09
SIX2,3971.4748621281,4294.2369464769,0.000265788435101554,6043.10372379808,2637.45037214099,501.373434742431,1.43778391199521e-15,901.391391229906,8.0652401197591e-31
OTOR,7.27114706932144e-46,1.38523419731421e-26,1.00590904568073e-63,5542.36053814756,7.41971427513452e-74,1.46765452104212e-31,5.46482008743332e-33,3949.20227325042,6.70479198922606e-43
HLA-DRB1,2.07675269388939e-09,20.2667616973838,7.66590146215205e-08,2.32793054553395e-05,3855.25255079225,108.851634000123,2.84612645658043e-05,7.51943517061727e-21,2992.2722458125
HP,2.91362123276807e-40,1.40899912283004e-34,1.13495981068051e-22,8.06628319873163e-15,1.40044806237477e-37,5.74711237473557e-28,2849.46884824934,4173.54448144162,211.416109859537
COMP,6.88179598905682e-24,6.99749055686367e-22,1.67748869634196e-06,7.31186511523986,11216.2221040957,3.28567968391462,1.70508389413314e-20,1.99444839307043e-13,1363.15960871536
CASQ2,0.108276236758023,1.2535650567365e-05,11821.3435047183,5.08391148410272e-10,2.15874851532426e-16,26119.9039450254,5.01907136025401e-17,9.8545549955398e-25,7.63925671983704e-26
MATN4,3.65756247018116e-40,7.38586275121423e-29,9.07741656162758e-32,0.472622935813997,14239.393217317,7.56894606188437e-69,1.64012042161835e-22,2.17226559830882e-18,668.438467721728
DPYSL3,151.757470644259,0.00153828842816939,2180.13365565773,8.5270917285067,1678.2481608433,781.153254457798,5040.6514992237,1188.23611925889,146.357561831635
IL32,1.05417011586231e-19,626.544455167451,4987.49605656345,2.60793996956979e-12,2.93257443569074e-11,11291.6083475722,4.15324844172449e-22,2.42267790466828e-17,0.0286806767441569
PRSS8,2.84013155512436,4374.62103036907,6.29221507435891e-34,4732.53217622261,2743.40528015041,6.36903479871835e-30,0.000644108910104872,8583.74051275032,15535.327033281
GPNMB,4745.72867070307,141.774040065822,0.139216239798039,4.11906650890144e-17,9253.54956695553,3567.5222869366,30.0804503308205,14689.2772108551,1212.46968222733
BMP7,55.878750689921,32.8997168390229,1747.66187579607,11734.0159943902,100.632080790033,19.6006503711659,2025.97154891256,0.688875357241281,1.23848714405871e-09
CDKN1A,2170.82416861456,643.930670287305,12382.3269874838,0.294330756293946,2873.43532023526,20679.9166166067,2763.30365335327,3960.51708209449,1389.31342355699
HLA-DPA1,0.00084722374683029,115.645874333578,1.04231653400808e-09,2.98851548305122,2557.98996641104,973.400378533973,2.34095132500806e-06,1.4428969983682e-13,12.5933442870623
HSPB6,0.0258472257866741,2076.71800862528,17058.19498551,3829.47143337525,3461.53353152848,9424.47673608599,2.02949633719548e-05,1.03271928906114e-13,4.27965230778781e-07
THBS2,6.38122983074945e-05,9.5957226699984e-11,2.43989115495298,7.22698600455198e-05,8059.05160603469,3551.69039256961,1.2856795583011e-05,1.51893225763524e-11,4.20605544600407e-08
COL9A3,2426.63143515823,2409.60099836527,145.841830882275,10686.5846131782,5908.89061528769,1.65209802992154e-13,0.000271562839223181,728.761458130936,0.0299466741317865
ATP1B1,490.075544987248,1808.01799575836,8.18450008596004e-08,3284.82653452951,1.46257133041619e-12,2009.25300119085,1104.31204898048,20700.7803780492,1970.63809628863
C19orf2,2004.05169738665,19.7193124726427,6765.93416135663,9377.31133984356,4419.47835243488,3237.79222504645,1416.07053695406,4.87994908928397e-05,995.768290233793
ALDH1A1,2.61436710982069e-08,1.11534899686469e-06,3.65177182789142e-25,2246.58048481695,3.05670560214902e-18,1.62708965268275e-13,6714.2941724194,1.55142586181445e-11,244.451185319024
PAX8,8.00158544455035e-21,174.1005256497,8.0471910639778e-30,6952.6094926253,1.0941002280368e-24,1.32764018189296e-30,0.00266085769371051,2016.56194058967,19647.5005270392
PTN,3925.44504213997,2589.31822473937,3596.70361448752,2.52081435781168e-14,5232.5180332903,2913.03971001664,3427.83360066407,1606.38235345371,3468.06284213259
SOD2,581.821181757298,2239.0663386093,3980.54708396675,150.479235833991,1100.97483778862,5125.29056294615,1977.44553716797,3317.25495081542,4331.29040369131
BOC,6790.79464130056,0.601605688021355,4878.73967495202,7324.22212826945,11311.0494138459,0.21981228083732,2431.70370536509,1.57441008406648e-06,3369.01279529205
EPHX1,78.1123512065319,9256.37904333472,2.12843511814308e-06,971.800703552604,1117.31859530159,0.340351345377388,4011.10228782692,6934.53316399843,17253.8172823377
CD248,4121.80457161128,3886.40186325344,2912.40558447724,1996.542079934,18498.1047665412,942.103444066835,204.064779425563,2.60624427846391e-13,1483.73546742486
SPATS2L,237.018025160778,2511.91532326243,15614.3014563142,1726.09924809133,3384.23361112118,13306.5742102181,139.985759043945,3983.6315951165,3023.83169345539
NGFR,3884.63692147276,2223.85500464299,11961.4344597351,1355.27815736458,4121.86303065186,12182.7579121125,0.000204723977301818,2.42821485426822e-13,3.43587150614148
OLFML3,10328.7431232809,548.016412001762,7560.53208589109,5.59295457404768,13930.9493599588,640.539413248772,0.000206517242665437,4.89542700949005e-22,15324.8133031309
PTGDS,4456.71836723423,0.0421241094576028,2726.09462410246,3.56827927364842e-07,5834.18162771949,379.400548604898,2889.0932353587,2.48417721162005e-11,1802.10423930987
CCND1,78.6396603877094,0.00837068734324898,0.00022576803117608,11621.4805812151,6996.06583573477,1279.37904610979,111.171306499187,6299.73197532113,75.7017239697945
SLC38A1,969.141434097673,22.3109668415049,2716.89072554282,3061.90908910941,2.28005446122049e-09,11731.3798676561,588.927658837159,4525.37358194605,524.880456548614
FOS,6179.43117847984,0.00216141617639031,1089.41990434977,1543.57454618313,9614.79571403552,0.000944708878863932,339.928898424008,12313.0936339265,3818.10655885904
RPL9,8.36108777350267,6988.70490032753,10468.2548909664,0.198888844851447,2590.245596881,2162.19958971664,9.19211138985998e-07,2634.60506656155,6736.60623595064
CLSTN3,4277.27594002964,281.234900656336,1.44135685593873,13199.449957326,2225.55351487562,0.0433427606472855,360.788831475809,5471.41936767818,715.117921479731
ADAM15,139.699820495963,6140.99413290511,6.14208683967449e-13,0.0269791236559541,2208.82091215667,4.61762466338615e-06,2235.3190545636,0.444576010062654,2438.23300581131
OLFML2B,707.931905437904,1720.52203949005,3678.7734134242,3.01508054940823,13625.274793136,2763.95602228102,1821.84609371955,3.06662880404751e-17,6.97614174202272e-09
COL9A2,4072.09743361632,33.1899590132972,0.0050386958073301,6416.16153716473,7100.10869615334,1.4182958248269e-21,1.06549059557652,0.883768929775075,13974.8384791913
ANXA11,558.649644080389,3791.98434964175,44.2988869727361,5403.76401689731,169.641327736373,3497.72506197443,1.40489934344736,1957.60941234596,11611.1970799757
TAPBP,2175.32943802742,2693.52757513344,1.29747460761011e-05,4149.39893215133,749.988191614091,0.119892200800788,252.446143620105,3952.5376290604,11023.7251722709
PAM,7568.40610357281,409.917385156044,8.69501482234483,2357.424706849,3798.64595619416,5336.46781413559,3646.42339025055,11674.3904428063,3944.49185656751
CCDC80,6895.68178804089,9.59668122262292e-05,4983.66781507011,1151.55013425995,10174.1433116552,0.00238481358627101,1844.62258368769,1.70736372979104e-13,1063.49572667084
PPP1R14B,3420.45994821843,9470.46374443842,9136.05567777618,2517.45307352608,1296.6756974714,3412.80059491523,1241.20204037882,2646.66683803911,4502.72179835068
DSP,54.5757831738692,9.07841365978569e-05,1.26421233628669e-14,3388.26586716861,211.279746813655,1.42968589824218e-08,2070.43407567731,16442.8205919658,6378.52388788169
TFRC,245.249667135002,537.884103684972,3802.55841617593,1964.21094626776,84.97159111005,13880.9518901452,7780.94121225554,4729.29910041071,2018.38174639916
WARS,500.293386855245,1609.05666784489,2058.47016391268,690.041229301885,2560.2098355833,3311.95732257851,384.693790878112,8350.30390630793,2697.47698232561
TM9SF4,2628.14498516143,3.07868055534417,9510.04999712094,9466.49043529758,6884.05806890354,2220.78689216487,2615.59731857112,0.698829360481178,1632.66384443256
S100A10,7.5958145026411e-05,14560.2159796925,1.06636639715567e-08,0.51500714230643,766.026453774685,2.17134172609179e-05,4528.00278154889,8641.25088799913,379.35620605859
NBL1,3319.210204104,3580.67837489924,804.258514066451,2103.37292175983,4659.65197822995,2478.07367841358,1.46237401291793e-06,2251.42873055475,1106.81910028834
TGM2,1.08663992599012e-11,9.04290039702859e-07,4459.96064724797,4969.09378246755,263.699280425296,2661.58333644501,0.251743060704887,10087.6126813868,2.86157265478195
TUBB3,0.000530452985297208,5998.60214526758,2121.78494552904,6260.33219549493,0.000113194523367265,1.18464099094624,5000.67752386767,7988.98697300657,1928.68507939559
UBL5,7103.92295519464,13080.7405100775,1281.81648197183,3521.65192593559,24.2321398301441,1400.76373551599,556.322843874307,1579.0820541777,11858.1367253891
KIF1A,4.20044571014172,89.4926167742257,14483.3253205319,7158.01539614368,0.0109942767660734,799.675467396628,3157.93304941728,7680.52093548416,673.685675534197
SEPP1,1.71853866143826e-06,1.08097827412937,2276.96551729738,1889.91947685351,13944.0015345336,3197.34452285635,1812.67569957308,1.37359623788695,3386.8947368138
IGFBP7,113.040459720823,2181.81937376348,19.6776700217003,236.444290391183,10517.6995372061,3337.79144304445,1621.34777998655,2971.41676177861,2953.38585144206
IER2,4081.06020546463,6234.77635252963,207.960410226175,2841.81245109614,7196.87812286737,34.220381210496,51.9022011830949,10770.3429444007,17166.0437911237
TUBB2A,4907.01081298196,4250.22550180136,12094.3147583326,6524.89884741161,41.70219107837,8117.2838733439,3700.42619439794,20.5165763862284,86.4030929532613
SDC2,0.00588276689291266,2516.67851584784,5442.50398620855,3213.11310317922,10204.5618859464,4293.00376974921,3842.05332830653,4997.22141842149,2793.60495422014
CYR61,5564.31648440413,25.1057470301495,1439.0936521839,606.762454784923,6451.31344197465,1951.83731558101,1575.89826175315,11904.5590069044,2879.24499852023
HLA-E,6065.68835818788,1375.20236565196,293.14694980536,763.239663169118,6060.03226420036,832.525500246862,1650.65234366358,2164.43896355196,12349.521658798
RBM42,3468.31590422216,7943.24148692889,12208.6474830592,5982.84869433135,463.357123051895,2456.98767264988,204.622537170932,608.382487761999,3760.86103859616
SLC38A2,3356.90448579565,158.063732613451,3410.69385506947,1815.92163198979,1148.95963309953,6726.09837537301,4041.13053341512,5526.50273344678,2289.94950383639
ASS1,1819.96134452282,3783.25465030412,3327.28182790447,1.54145564927065,0.655067621431741,502.472099991734,3501.20196271402,4635.34133818582,16452.7902498232
SNRPN,3907.2358066151,1365.4362054212,1746.63742442521,5388.45492850784,4174.98110060605,3344.05310361778,624.549152414366,5719.89132881,7767.14563326583
ZFP36L2,278.196981041118,1889.17045492511,2445.5277328142,6731.07308748938,6280.88944556608,3637.53695218657,2477.89364956617,1076.22166318893,12672.1914469089
CBX1,6487.01686433803,60.6482434560649,4427.27947177624,7127.94435976007,4607.25924654892,3311.97554238825,5432.93362276358,70.1095747995766,1509.29194414716
COL16A1,3430.60403501116,1958.90189024075,9732.55731373665,1589.85180071197,9936.98865415974,3011.58286495766,2209.87982470498,7.56053684241668e-09,734.81948658957
GIPC1,2255.65108814972,5076.97847700971,1330.11074035849,3454.70965969435,419.375785600289,2601.62778455783,599.233569054114,3093.71862988447,24073.6716672062
ID3,10603.3216204887,9110.31879064116,2.19414727174636e-08,1445.76313082655,3967.94091476,1.23617058277343e-16,3008.88215797169,1350.89634564089,5163.47368708591
GALNT2,4835.94779987503,1760.84149607168,5901.94734844924,9218.23949442466,3586.95281557427,4860.36066127554,1969.17152613106,9228.33996664383,1916.13709936542
TSPAN9,3686.92300021352,6061.22093166238,13268.3813933578,3786.94802163616,3206.84710581081,7062.66074812755,0.287160444297852,2049.84981795785,621.685146135922
VWF,198.813669345078,204.420057874505,3039.90159248553,487.179881001525,6854.51990392071,4413.10595537183,3737.14935839078,2280.31142167765,2403.7544165512
NDUFS5,6356.69652974442,16842.8008448726,4357.30911427799,2000.5294781664,26.5664330410437,399.43763860587,2103.68379061711,1199.43205720845,6841.77620577424
