Hallmark	P-value	Adjusted p-value	TCGA Cancer	Malignant State	Hallmark group
IL2_STAT5_SIGNALING	5.26E-04	0.002392393234	CESC	S2	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	2.07E-02	0.1269971651	HNSC	S7	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	9.77E-03	4.07E-02	STAD	S6	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	4.49E-05	0.0004680367446	GBM	S11	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	2.93E-02	0.07173693116	DLBC	S5	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	0.01175726052	0.04738305763	READ	S8	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	0.008254584406	0.101118659	KICH	S14	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	0.04144362074	0.4680907173	ACC	S5	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	0.001051768608	0.004382369201	UCS	S7	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	0.000899150383	0.005902374404	KIRP	S3	IMMUNE RESPONSE AND INFLAMMATION
IL2_STAT5_SIGNALING	0.02429402113	0.07936046903	SKCM	S5	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	3.99E-02	0.2033616146	MESO	S3	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	0.01341668087	0.07453711593	ACC	S1	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	0.02502005676	0.0834001892	THCA	S1	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	4.98E-02	3.04E-01	BLCA	S2	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	2.36E-03	1.96E-02	READ	S9	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	0.01122059634	0.05498092207	DLBC	S12	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	0.03936016307	0.1607206659	DLBC	S4	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	9.22E-03	2.71E-02	CESC	S2	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	4.77E-03	1.49E-02	UCS	S7	IMMUNE RESPONSE AND INFLAMMATION
IL6_JAK_STAT3_SIGNALING	4.39E-02	1.45E-01	PCPG	S1	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.00073594289	0.003606120161	DLBC	S5	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	1.96E-03	1.40E-02	ESCA	S7	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	1.41E-06	1.76E-05	CESC	S2	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	8.69E-05	0.0007241976983	GBM	S11	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	2.00E-03	1.33E-02	LUAD	S3	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.001196677742	0.01196677742	BRCA	S2	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.004471157189	0.02235578595	PAAD	S12	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.001098645074	0.01794453621	MESO	S3	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	1.46E-03	8.54E-03	KIRC	S1	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.0003136664149	0.004599523511	HNSC	S2	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.001391594059	0.009741158412	DLBC	S12	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	6.93E-03	0.0384996567	STAD	S6	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.0007626250005	0.005447321432	READ	S8	IMMUNE RESPONSE AND INFLAMMATION
INFLAMMATORY_RESPONSE	0.0008825954107	0.004903307837	PAAD	S8	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	2.76E-04	4.60E-03	GBM	S5	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	5.90E-03	0.04131331032	LIHC	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	4.44E-02	1.71E-01	READ	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.01169183767	0.05208182236	LAML	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	1.77E-05	0.0002955701366	UCS	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	1.13E-05	0.0002819637832	LUAD	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.008588823767	0.05437123939	CHOL	S4	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.006969025818	0.1117952651	LGG	S10	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.003490092725	0.04362615906	OV	S9	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	1.90E-08	4.64E-07	MESO	S3	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.01335786149	0.04778129906	STAD	S6	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.004704874684	0.03335382005	THYM	S3	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.009948157581	0.08774480933	CESC	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.03463865236	0.1412420807	UCS	S11	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	2.40E-03	1.20E-01	UCEC	S8	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	1.68E-04	3.21E-03	PAAD	S1	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.002994028553	0.02138591824	READ	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.0290183003	0.2220237395	LAML	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.03087648869	0.07204514027	KIRP	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	1.51E-02	0.05403489581	PAAD	S11	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	5.63E-09	1.41E-07	BRCA	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_ALPHA_RESPONSE	0.003019677033	0.03019677033	STAD	S9	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	0.002535161943	0.01408423302	LUAD	S3	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	0.00898371898	0.04001838455	KIRP	S4	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	0.0004143442785	0.002196709811	CESC	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	0.001248697682	0.01439962655	READ	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	0.00171685075	0.01403560646	ESCA	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	3.71E-05	0.0006183829013	LUAD	S7	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	1.65E-06	1.88E-05	DLBC	S12	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	1.30E-07	6.51E-06	UCS	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	1.93E-02	1.07E-01	PRAD	S6	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	4.95E-12	2.43E-10	MESO	S3	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	0.0477199451	0.1704283754	THCA	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	1.60E-12	8.02E-11	BRCA	S2	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	5.27E-04	5.27E-03	LUSC	S5	IMMUNE RESPONSE AND INFLAMMATION
INTERFERON_GAMMA_RESPONSE	3.97E-04	2.91E-03	PAAD	S8	IMMUNE RESPONSE AND INFLAMMATION
KRAS_SIGNALING_DN	4.42E-02	3.60E-01	STAD	S7	PROLIFERATION
KRAS_SIGNALING_DN	0.008329102022	0.1019158722	CESC	S3	PROLIFERATION
KRAS_SIGNALING_DN	0.02526624448	0.1125496345	DLBC	S9	PROLIFERATION
KRAS_SIGNALING_DN	0.03212653187	0.1749111179	LIHC	S7	PROLIFERATION
KRAS_SIGNALING_DN	1.70E-03	1.21E-02	GBM	S5	PROLIFERATION
KRAS_SIGNALING_DN	7.65E-03	6.37E-02	UCS	S5	PROLIFERATION
KRAS_SIGNALING_DN	0.03557312253	0.1778656126	LUAD	S9	PROLIFERATION
KRAS_SIGNALING_DN	0.01341726177	0.09392083237	HNSC	S7	PROLIFERATION
KRAS_SIGNALING_DN	0.0006766952688	0.01691738172	PAAD	S9	PROLIFERATION
KRAS_SIGNALING_DN	4.04E-03	3.51E-02	BLCA	S4	PROLIFERATION
KRAS_SIGNALING_DN	8.79E-03	0.06279537642	CESC	S9	PROLIFERATION
KRAS_SIGNALING_DN	0.01278004084	0.07987525525	OV	S2	PROLIFERATION
KRAS_SIGNALING_DN	3.25E-06	8.13E-05	LUSC	S2	PROLIFERATION
KRAS_SIGNALING_DN	0.001365365363	0.01706706704	ESCA	S3	PROLIFERATION
KRAS_SIGNALING_DN	6.04E-04	4.94E-03	KIRP	S3	PROLIFERATION
KRAS_SIGNALING_DN	0.0002339567244	0.005731939749	KICH	S14	PROLIFERATION
KRAS_SIGNALING_UP	8.96E-05	0.002241169306	LGG	S2	PROLIFERATION
KRAS_SIGNALING_UP	0.03131782923	0.127881136	DLBC	S9	PROLIFERATION
KRAS_SIGNALING_UP	0.01919534669	0.1066408149	ESCA	S5	PROLIFERATION
KRAS_SIGNALING_UP	0.01724483932	0.1923487191	KICH	S6	PROLIFERATION
KRAS_SIGNALING_UP	0.0004652152792	0.002907595495	PAAD	S8	PROLIFERATION
KRAS_SIGNALING_UP	2.96E-02	1.35E-01	BRCA	S12	PROLIFERATION
KRAS_SIGNALING_UP	0.01001249273	0.261350825	THCA	S3	PROLIFERATION
KRAS_SIGNALING_UP	0.008874037904	0.03952980521	KIRP	S3	PROLIFERATION
KRAS_SIGNALING_UP	0.008646050546	0.04919115432	LAML	S7	PROLIFERATION
KRAS_SIGNALING_UP	0.04207732715	0.2477305714	LIHC	S2	PROLIFERATION
KRAS_SIGNALING_UP	3.15E-05	0.0002850146628	UCS	S7	PROLIFERATION
KRAS_SIGNALING_UP	0.001071970545	0.008933087876	SARC	S2	PROLIFERATION
KRAS_SIGNALING_UP	1.94E-02	0.1620303229	PRAD	S4	PROLIFERATION
KRAS_SIGNALING_UP	0.01032037565	0.05160187826	COAD	S9	PROLIFERATION
KRAS_SIGNALING_UP	9.82E-07	2.41E-05	SKCM	S5	PROLIFERATION
KRAS_SIGNALING_UP	0.009457027845	0.2364256961	BLCA	S7	PROLIFERATION
KRAS_SIGNALING_UP	3.17E-03	2.64E-02	CESC	S1	PROLIFERATION
KRAS_SIGNALING_UP	7.63E-03	3.47E-02	LUAD	S3	PROLIFERATION
KRAS_SIGNALING_UP	0.0381518642	0.283920342	DLBC	S11	PROLIFERATION
MITOTIC_SPINDLE	9.36E-07	1.17E-05	READ	S5	PROLIFERATION
MITOTIC_SPINDLE	4.09E-02	0.1704551494	THCA	S6	PROLIFERATION
MITOTIC_SPINDLE	2.89E-02	0.09021490449	PAAD	S12	PROLIFERATION
MITOTIC_SPINDLE	3.02E-03	0.01885240299	BRCA	S11	PROLIFERATION
MITOTIC_SPINDLE	4.57E-06	0.0001119615513	MESO	S8	PROLIFERATION
MITOTIC_SPINDLE	4.33E-02	0.1207464325	THYM	S1	PROLIFERATION
MITOTIC_SPINDLE	0.001879165468	0.009905830492	OV	S8	PROLIFERATION
MITOTIC_SPINDLE	6.12E-04	0.004371868083	KIRC	S12	PROLIFERATION
MITOTIC_SPINDLE	0.01873829027	0.07207034717	CHOL	S1	PROLIFERATION
MITOTIC_SPINDLE	0.01398258565	0.07612741075	DLBC	S4	PROLIFERATION
MITOTIC_SPINDLE	0.007762338197	0.03881169099	STAD	S6	PROLIFERATION
MITOTIC_SPINDLE	1.05E-02	4.67E-02	MESO	S1	PROLIFERATION
MITOTIC_SPINDLE	0.02641325561	0.09955765576	KICH	S2	PROLIFERATION
MITOTIC_SPINDLE	0.004882229076	0.02712349487	UCS	S3	PROLIFERATION
MITOTIC_SPINDLE	3.61E-04	3.85E-03	LUSC	S6	PROLIFERATION
MITOTIC_SPINDLE	0.03529803049	0.245131799	SARC	S5	PROLIFERATION
MITOTIC_SPINDLE	0.0005754168269	0.00941711877	ESCA	S7	PROLIFERATION
MITOTIC_SPINDLE	1.90E-03	0.009512221091	BLCA	S1	PROLIFERATION
MITOTIC_SPINDLE	0.01089755258	0.06674750956	HNSC	S4	PROLIFERATION
MITOTIC_SPINDLE	0.01275915588	0.07088419934	CESC	S9	PROLIFERATION
MITOTIC_SPINDLE	0.004784561183	0.03349192828	DLBC	S3	PROLIFERATION
MITOTIC_SPINDLE	2.80E-05	0.0004663017003	GBM	S8	PROLIFERATION
MITOTIC_SPINDLE	1.16E-02	0.04603031034	BRCA	S8	PROLIFERATION
MITOTIC_SPINDLE	0.0001342718372	0.001678397966	SARC	S6	PROLIFERATION
MITOTIC_SPINDLE	1.52E-02	0.04393145482	KIRP	S5	PROLIFERATION
MITOTIC_SPINDLE	2.21E-02	6.49E-02	LUAD	S3	PROLIFERATION
MITOTIC_SPINDLE	0.006709612782	0.04919115432	LAML	S7	PROLIFERATION
MITOTIC_SPINDLE	2.01E-02	0.05593519482	TGCT	S2	PROLIFERATION
MTORC1_SIGNALING	0.03523330322	0.2466331225	UVM	S3	METABOLISM
MTORC1_SIGNALING	0.007288827378	0.06074022815	CHOL	S10	METABOLISM
MTORC1_SIGNALING	0.03891040162	0.1496553909	PAAD	S10	METABOLISM
MTORC1_SIGNALING	1.84E-07	2.29E-06	TGCT	S3	METABOLISM
MTORC1_SIGNALING	0.0275043405	0.105785925	UCS	S3	METABOLISM
MTORC1_SIGNALING	0.0004852280951	0.00404356746	BRCA	S11	METABOLISM
MTORC1_SIGNALING	2.51E-03	1.69E-02	KIRP	S4	METABOLISM
MTORC1_SIGNALING	0.0032316799	0.05466042714	ACC	S1	METABOLISM
MTORC1_SIGNALING	0.005603958906	0.03014772253	MESO	S1	METABOLISM
MTORC1_SIGNALING	0.01014422136	0.05343133693	PCPG	S3	METABOLISM
MTORC1_SIGNALING	0.009201949989	0.07514925824	HNSC	S7	METABOLISM
MTORC1_SIGNALING	4.28E-07	1.18E-05	KICH	S12	METABOLISM
MTORC1_SIGNALING	1.10E-02	9.07E-02	BRCA	S9	METABOLISM
MTORC1_SIGNALING	3.04E-07	5.07E-06	READ	S5	METABOLISM
MTORC1_SIGNALING	0.004446186147	0.01389433171	LUAD	S6	METABOLISM
MTORC1_SIGNALING	4.15E-02	0.1219788155	GBM	S5	METABOLISM
MTORC1_SIGNALING	0.001572009547	0.01965011933	LUSC	S3	METABOLISM
MTORC1_SIGNALING	1.00E-02	7.15E-02	BLCA	S4	METABOLISM
MTORC1_SIGNALING	1.02E-02	1.02E-01	CESC	S3	METABOLISM
MTORC1_SIGNALING	1.48E-02	1.44E-01	LGG	S10	METABOLISM
MTORC1_SIGNALING	0.001735065372	0.02891775621	ESCA	S2	METABOLISM
MYC_TARGETS_V1	5.08E-05	8.30E-04	LIHC	S8	PROLIFERATION
MYC_TARGETS_V1	1.10E-09	2.74E-08	TGCT	S3	PROLIFERATION
MYC_TARGETS_V1	0.002515987607	0.02893385748	HNSC	S10	PROLIFERATION
MYC_TARGETS_V1	0.01408910243	0.08735661404	CHOL	S10	PROLIFERATION
MYC_TARGETS_V1	1.43E-03	0.008961087741	CESC	S5	PROLIFERATION
MYC_TARGETS_V1	4.45E-05	0.000998589648	LGG	S8	PROLIFERATION
MYC_TARGETS_V1	7.42E-06	7.42E-05	UCS	S8	PROLIFERATION
MYC_TARGETS_V1	8.50E-05	0.001388917608	KICH	S12	PROLIFERATION
MYC_TARGETS_V1	1.76E-08	8.78E-07	COAD	S8	PROLIFERATION
MYC_TARGETS_V1	1.34E-08	3.91E-07	DLBC	S6	PROLIFERATION
MYC_TARGETS_V1	8.54E-05	0.0007118528037	OV	S3	PROLIFERATION
MYC_TARGETS_V1	3.97E-06	6.62E-05	BLCA	S1	PROLIFERATION
MYC_TARGETS_V1	2.43E-03	2.03E-02	READ	S7	PROLIFERATION
MYC_TARGETS_V1	1.22E-04	0.001221638697	PAAD	S11	PROLIFERATION
MYC_TARGETS_V1	4.14E-04	0.00634830762	CESC	S7	PROLIFERATION
MYC_TARGETS_V1	3.13E-02	0.06799966505	LUAD	S6	PROLIFERATION
MYC_TARGETS_V1	0.000269402279	0.00269402279	THCA	S5	PROLIFERATION
MYC_TARGETS_V1	0.002978372073	0.01326729378	KIRP	S2	PROLIFERATION
MYC_TARGETS_V1	0.009676579806	0.07741263845	MESO	S4	PROLIFERATION
MYC_TARGETS_V1	3.10E-04	3.88E-03	LUSC	S5	PROLIFERATION
MYC_TARGETS_V1	4.42E-09	2.17E-07	LAML	S6	PROLIFERATION
MYC_TARGETS_V1	0.01870913267	0.1192217279	UCEC	S4	PROLIFERATION
MYC_TARGETS_V1	0.001860702326	0.02325877907	PRAD	S5	PROLIFERATION
MYC_TARGETS_V1	0.01557172056	0.1072692218	PRAD	S6	PROLIFERATION
MYC_TARGETS_V1	3.83E-03	2.10E-02	BRCA	S11	PROLIFERATION
MYC_TARGETS_V1	6.05E-05	0.001269509615	THYM	S3	PROLIFERATION
MYC_TARGETS_V1	3.30E-02	3.88E-01	ESCA	S2	PROLIFERATION
MYC_TARGETS_V1	0.0002485177498	0.006212943744	PCPG	S3	PROLIFERATION
MYC_TARGETS_V1	1.62E-05	4.05E-04	STAD	S9	PROLIFERATION
MYC_TARGETS_V1	0.0002731305559	0.006008872231	READ	S4	PROLIFERATION
MYC_TARGETS_V1	2.06E-02	0.1143536939	OV	S4	PROLIFERATION
MYC_TARGETS_V1	1.12E-05	1.40E-04	GBM	S2	PROLIFERATION
MYC_TARGETS_V1	3.73E-03	3.73E-02	KIRC	S10	PROLIFERATION
MYC_TARGETS_V1	1.22E-05	2.33E-04	LUAD	S10	PROLIFERATION
MYC_TARGETS_V1	0.0005155698567	0.006444623208	SARC	S1	PROLIFERATION
MYC_TARGETS_V2	2.22E-02	1.01E-01	CHOL	S10	PROLIFERATION
MYC_TARGETS_V2	0.01049518328	0.03279744775	CESC	S5	PROLIFERATION
MYC_TARGETS_V2	3.11E-03	1.69E-02	KIRP	S4	PROLIFERATION
MYC_TARGETS_V2	2.04E-02	0.07834614249	BRCA	S11	PROLIFERATION
MYC_TARGETS_V2	0.0005310286083	0.002891155756	DLBC	S6	PROLIFERATION
MYC_TARGETS_V2	0.0005323332661	0.002957407034	LUAD	S6	PROLIFERATION
MYC_TARGETS_V2	0.0002251533814	0.001407208634	TGCT	S3	PROLIFERATION
MYC_TARGETS_V2	0.006520361018	0.04657400727	READ	S5	PROLIFERATION
MYC_TARGETS_V2	0.001063586967	0.01302894035	LAML	S6	PROLIFERATION
MYC_TARGETS_V2	0.006807462199	0.0170186555	UCS	S8	PROLIFERATION
MYC_TARGETS_V2	3.57E-02	7.61E-02	KIRP	S6	PROLIFERATION
MYOGENESIS	1.87E-03	0.007806825295	GBM	S11	GROWTH AND SPECIALIZATION
MYOGENESIS	1.19E-02	0.04871740533	KIRP	S4	GROWTH AND SPECIALIZATION
MYOGENESIS	0.003311609425	0.04139511781	LGG	S2	GROWTH AND SPECIALIZATION
MYOGENESIS	2.14E-02	7.49E-02	LIHC	S5	GROWTH AND SPECIALIZATION
MYOGENESIS	7.94E-08	7.94E-07	TGCT	S1	GROWTH AND SPECIALIZATION
MYOGENESIS	1.56E-10	7.79E-09	UCS	S4	GROWTH AND SPECIALIZATION
MYOGENESIS	5.74E-03	5.51E-02	OV	S2	GROWTH AND SPECIALIZATION
MYOGENESIS	1.05E-05	0.0002623307707	READ	S2	GROWTH AND SPECIALIZATION
MYOGENESIS	5.26E-10	2.63E-08	PRAD	S7	GROWTH AND SPECIALIZATION
MYOGENESIS	2.21E-04	0.002161820445	DLBC	S5	GROWTH AND SPECIALIZATION
MYOGENESIS	0.002509078875	0.01805142686	BRCA	S8	GROWTH AND SPECIALIZATION
MYOGENESIS	1.28E-03	3.14E-02	KICH	S13	GROWTH AND SPECIALIZATION
MYOGENESIS	6.22E-14	3.11E-12	UCS	S5	GROWTH AND SPECIALIZATION
MYOGENESIS	8.27E-04	2.07E-02	SARC	S5	GROWTH AND SPECIALIZATION
MYOGENESIS	0.02928533988	0.1143975592	ACC	S2	GROWTH AND SPECIALIZATION
MYOGENESIS	2.83E-02	0.1064937515	MESO	S1	GROWTH AND SPECIALIZATION
NOTCH_SIGNALING	4.22E-02	0.1760395184	LUSC	S3	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	0.03235581768	0.1178833392	CESC	S9	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	0.01810948858	0.08873649403	HNSC	S4	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	0.0143146183	0.05112363677	BRCA	S8	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	6.56E-04	0.004099163765	UCS	S6	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	4.78E-02	1.28E-01	TGCT	S1	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	0.02038625827	0.06171033415	MESO	S8	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	1.01E-02	0.08412556201	THCA	S2	DEVELOPMENT AND DIFFERENTIATION
NOTCH_SIGNALING	0.01487224621	0.05720094695	OV	S8	DEVELOPMENT AND DIFFERENTIATION
OXIDATIVE_PHOSPHORYLATION	3.05E-04	0.005089371085	BRCA	S4	METABOLISM
OXIDATIVE_PHOSPHORYLATION	2.40E-05	0.0004112206179	LAML	S6	METABOLISM
OXIDATIVE_PHOSPHORYLATION	4.27E-05	0.00106703954	UCEC	S4	METABOLISM
OXIDATIVE_PHOSPHORYLATION	2.05E-07	5.03E-06	KIRP	S6	METABOLISM
OXIDATIVE_PHOSPHORYLATION	9.47E-05	6.63E-04	KIRP	S2	METABOLISM
OXIDATIVE_PHOSPHORYLATION	2.21E-03	1.58E-02	PAAD	S11	METABOLISM
OXIDATIVE_PHOSPHORYLATION	0.0247393719	0.2466331225	UVM	S3	METABOLISM
OXIDATIVE_PHOSPHORYLATION	1.16E-07	4.85E-06	THYM	S3	METABOLISM
OXIDATIVE_PHOSPHORYLATION	1.24E-04	6.20E-03	READ	S7	METABOLISM
OXIDATIVE_PHOSPHORYLATION	5.88E-04	5.76E-03	DLBC	S7	METABOLISM
OXIDATIVE_PHOSPHORYLATION	3.47E-12	1.74E-10	GBM	S2	METABOLISM
OXIDATIVE_PHOSPHORYLATION	6.07E-03	2.74E-02	DLBC	S2	METABOLISM
OXIDATIVE_PHOSPHORYLATION	5.04E-04	1.21E-02	MESO	S4	METABOLISM
OXIDATIVE_PHOSPHORYLATION	2.00E-05	4.61E-04	HNSC	S10	METABOLISM
OXIDATIVE_PHOSPHORYLATION	9.79E-05	4.50E-03	CESC	S7	METABOLISM
OXIDATIVE_PHOSPHORYLATION	1.46E-10	7.32E-09	THCA	S7	METABOLISM
OXIDATIVE_PHOSPHORYLATION	1.57E-06	2.56E-05	DLBC	S6	METABOLISM
OXIDATIVE_PHOSPHORYLATION	4.60E-03	5.63E-02	KICH	S11	METABOLISM
OXIDATIVE_PHOSPHORYLATION	4.84E-08	8.07E-07	TGCT	S3	METABOLISM
OXIDATIVE_PHOSPHORYLATION	5.59E-14	2.79E-12	OV	S3	METABOLISM
OXIDATIVE_PHOSPHORYLATION	4.78E-10	2.39E-08	UCS	S8	METABOLISM
OXIDATIVE_PHOSPHORYLATION	0.00258691287	0.02155760725	BLCA	S3	METABOLISM
OXIDATIVE_PHOSPHORYLATION	8.39E-09	4.19E-07	KIRC	S5	METABOLISM
OXIDATIVE_PHOSPHORYLATION	6.95E-05	0.001662000155	SKCM	S1	METABOLISM
OXIDATIVE_PHOSPHORYLATION	2.07E-06	1.04E-04	LUSC	S5	METABOLISM
OXIDATIVE_PHOSPHORYLATION	2.53E-06	4.22E-05	COAD	S8	METABOLISM
OXIDATIVE_PHOSPHORYLATION	0.0005686961459	0.006789085625	CHOL	S9	METABOLISM
OXIDATIVE_PHOSPHORYLATION	5.56E-05	1.39E-03	PRAD	S5	METABOLISM
OXIDATIVE_PHOSPHORYLATION	3.53E-05	1.55E-03	READ	S4	METABOLISM
OXIDATIVE_PHOSPHORYLATION	0.0002486208869	0.004143681448	SARC	S1	METABOLISM
OXIDATIVE_PHOSPHORYLATION	7.63E-06	0.0001907886647	THCA	S5	METABOLISM
OXIDATIVE_PHOSPHORYLATION	0.0008841403531	0.00998778683	LGG	S8	METABOLISM
OXIDATIVE_PHOSPHORYLATION	3.16E-02	1.86E-01	UVM	S5	METABOLISM
OXIDATIVE_PHOSPHORYLATION	7.91E-04	1.29E-02	DLBC	S10	METABOLISM
OXIDATIVE_PHOSPHORYLATION	1.19E-06	5.96E-05	STAD	S9	METABOLISM
OXIDATIVE_PHOSPHORYLATION	8.13E-07	4.07E-05	PCPG	S3	METABOLISM
OXIDATIVE_PHOSPHORYLATION	1.40E-05	0.0002333976406	LUAD	S10	METABOLISM
P53_PATHWAY	1.02E-03	8.48E-03	PAAD	S12	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	7.43E-04	0.007432025332	UCEC	S1	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	3.92E-03	3.84E-02	LIHC	S8	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	1.93E-04	3.21E-03	ESCA	S3	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	3.88E-04	2.42E-03	UCS	S7	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	1.90E-02	0.05922301867	LUAD	S3	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	3.16E-02	0.1318152464	CHOL	S10	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	4.21E-02	0.1401912012	BRCA	S8	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	0.0002568168897	0.003210211121	PAAD	S1	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	3.07E-02	0.1279239766	LGG	S8	CELL CYCLE AND APOPTOSIS
P53_PATHWAY	2.03E-02	0.09618198695	BLCA	S4	CELL CYCLE AND APOPTOSIS
PANCREAS_BETA_CELLS	1.61E-02	0.1007890479	OV	S9	METABOLISM
PANCREAS_BETA_CELLS	4.55E-02	2.48E-01	LIHC	S2	METABOLISM
