S8,S3,S5,S7,S1,S9,S2
PRR15L,2505.2921007861,9.00406262474625e-13,240.965577465148,946.824676888894,3889.0678322876,1.66486404405405e-11,5.76060672184873e-15
SHROOM3,3086.00830081415,0.28550322916701,686.222481949897,7.65737250297096,3921.09387858419,1.68656636772993e-06,983.965121170063
PARM1,397.000871025097,5.68537248235277e-08,1026.85245374586,0.641679979644054,2807.93663910863,77.7212254792933,2.77844276606469e-13
GNE,2588.41541865002,258.225258860935,83.9025401325564,0.218023230684744,6237.72572633492,139.561832985662,558.63648841431
WNT5A,229.384030928006,5784.70096089325,890.083406812226,0.00988991809624193,518.012388429283,842.740790977969,0.000231649998039224
VTCN1,2378.64531101357,347.450789100142,41.7306510449872,158.872495745734,2095.8380864316,54.8590753469764,1.91357841692993e-14
PLS1,3167.85536146857,705.508287535248,399.43760175997,6.88287868401434e-05,3454.67380634455,190.941741989366,1.31566629264951e-06
MICAL2,777.565844901737,0.000365854590823871,444.655463409353,0.00227794322572367,4726.30798965571,4.64270571911933,2580.02189340919
RNASEH2C,595.577385940405,725.053978524468,465.957233475768,9444.42712162504,1399.34582409572,347.593392496893,223.70327152803
VSNL1,6.90818961424692e-07,2689.15498118735,462.64421252438,182.436012903514,6.92724068390385e-16,1724.14239070463,3.65573643607155
ISG20,494.873202103713,729.579305460602,0.0746534425893135,6483.04071471353,2116.48882913306,36.6086453495883,680.177683364344
RPS27,30.3213365768002,110.327654418299,1395.64655171706,7847.21734286675,548.834163049171,609.788969553328,281.640880382045
DTX4,2428.3685996804,5.17823081909172,682.183339959345,1043.59898568775,6094.70644491364,182.333357858278,1032.1580392752
MYEOV2,122.255576938584,299.172885835952,814.117170231694,10384.5930243868,949.437766744416,307.646641335361,98.3092287233848
BMF,1569.35111075879,521.545777031691,1440.41937400754,239.033008595002,187.731006389732,120.067247370763,6.8604953524767e-05
SCARA3,1220.12391158716,1873.85036227416,400.700915538537,136.044602377346,1.51316206099013e-08,499.664161649728,1476.97381727009
MATN2,819.982063211315,3228.8158602332,840.314931284355,16.8868817200132,29.1512600343393,494.830803412749,1131.51478803331
APOL3,185.654351641612,3.85487545423298,174.271928384142,1147.96073853399,0.0019643928542932,680.167300340357,582.006028032901
NTN1,1693.78531267194,0.431089085222326,543.418417890845,0.89537658545547,10.7693411418262,335.528682487149,35.3511308643403
C2orf54,723.19837725697,0.00971200523429181,0.340241210896733,993.788306081606,475.089972287583,1608.81548271604,1.39488638981418e-13
