S2,S4,S9,S6,S7,S10,S1,ITTH
TCGA.BR.A4QI.01,0.538623389423187,0.128924655000534,0.238784508513412,0.0869062316288499,0.0057897938585095,0.000971411591396559,9.98411178181164e-09,0.610629214645334
TCGA.BR.8384.01,0.941774411273928,0.0235155889585417,0.000240433448937821,0.0312656339170696,0.000182599362178477,0.00298858669616909,3.27463431756539e-05,0.140968008620227
TCGA.IN.A6RJ.01,0.166956411811195,6.3650958629928e-05,0.804852254750097,7.25590016835334e-05,0.00391534661257788,0.0239701125724582,0.000169664293357423,0.301914939080565
TCGA.KB.A93J.01,0.561423914654703,0.134382272276786,0.0117916267854202,0.0169219985969144,0.000192588502851384,0.00417680125019302,0.271110797933132,0.561993619036156
TCGA.CG.4306.01,0.650757495668165,0.00010782039028431,0.146711965989579,0.126499050660933,0.0011515895296832,0.000557742481789008,0.0742143352795657,0.528632204051081
TCGA.VQ.A8PK.01,0.379891059058221,0.214542330447518,0.01217457033405,0.218179598737907,0.0179296751102423,1.13157638122034e-06,0.157281634735681,0.743506597742913
TCGA.D7.8574.01,0.788051824733344,0.120877546083267,0.0690499313907032,0.00119277513543795,0.00797143044718165,0.0113150474404857,0.00154144476958057,0.377674631624877
TCGA.VQ.A8PP.01,0.459925748138598,0.0846503418248709,0.0322664600594567,0.423155288307205,3.67118473707108e-07,3.58991862996891e-07,1.4355595325915e-06,0.534960622108192
TCGA.RD.A8MV.01,0.543374269063999,0.086768521315254,0.0940643796691776,0.098709922139697,3.26167239286978e-06,1.61696416609173e-06,0.177078029175313,0.668618941477593
TCGA.BR.4368.01,0.583719117531791,7.73686179478499e-05,0.142251660383628,0.261351984090842,0.0095807786322538,0.00299582634995876,2.3264393579374e-05,0.516608691165817
TCGA.BR.8589.01,0.553316815457289,0.24747239727006,0.168831286063928,0.00812813573241232,0.00688233364236508,0.00255766297478416,0.0128113688591617,0.574460967293967
TCGA.VQ.A8PX.01,0.593404719814862,4.50563313823152e-05,0.00191307082574841,0.00144660530235055,6.36694464772276e-06,0.0815869467323179,0.321597234048691,0.462994964109928
TCGA.IN.8663.01,0.113891547948319,0.229303158343738,0.000300201976383055,0.639558123131694,0.000401091931132449,0.0152242665138788,0.00132161015485481,0.487710137922632
TCGA.VQ.A8P2.01,0.58865495800852,0.0937312609792206,0.281642684366147,0.0270591346210011,0.00232393951114573,0.00483109164201622,0.00175693087194932,0.534136690918562
TCGA.BR.6706.01,0.378822290723868,0.181055886178129,0.227107793857839,0.211464850999534,7.5804620841423e-05,1.97142060487374e-05,0.00145365941373927,0.695183775373391
TCGA.BR.A4PF.01,0.72455233967592,0.121102621649297,0.12688784800996,0.00389341939888003,6.92486816426315e-06,0.00517666648132053,0.0183801799164583,0.448867609271889
TCGA.CD.A489.01,0.29963771358439,0.196823705863229,0.199181112350793,0.299808585440004,8.74410428085408e-05,0.00417344529372832,0.000287996425046904,0.714120919695039
TCGA.RD.A7BW.01,0.192791166562685,2.99993727461724e-06,0.514527071994935,0.261767606623373,0.0140056587207782,1.84229348637536e-06,0.0169036538674683,0.58529410543529
TCGA.BR.A44T.01,0.605646297727082,0.0186059608981584,0.35562265824107,0.000904843247319065,0.0063304247255528,0.0120167463107313,0.000873068850086192,0.433308794343933
TCGA.R5.A7ZI.01,1.14462911028626e-05,0.00010294441291399,0.647225334507845,0.000138744332252896,0.00600373877365942,0.00010847951386395,0.346409312168362,0.350906352687505
TCGA.VQ.A91U.01,0.62809754507595,0.150683707213317,0.206426504900128,0.000190389488500524,0.000847880022561989,0.0103680253237243,0.00338594797581815,0.50220407848905
TCGA.D7.6526.01,0.392161053296785,0.219847231273744,0.182385337381341,0.1377356243114,4.26797939424669e-05,1.31473719096789e-05,0.0678149265708781,0.753679593589931
TCGA.BR.7958.01,0.459747112841492,0.155195552144293,0.172169961080874,0.171260160600963,0.00208913537200444,0.0017151780946878,0.0378228998656863,0.719032806754506
TCGA.CG.4438.01,0.567226415628374,0.0724698262050945,0.118856389911573,0.231273019475108,0.000217679606231628,0.00978806877740889,0.000168600396210248,0.59209793861516
TCGA.FP.A9TM.01,0.782524538308615,0.00360098602680713,0.070967611741545,0.0353970933558214,0.00018850376395819,0.00205166821866293,0.105269598584591,0.39543121699015
TCGA.BR.8080.01,0.726370485420176,0.0633057475121385,0.132481535526895,0.0327964391191068,5.75490055691885e-05,0.00688602139705528,0.0381022220190599,0.486216588486887
TCGA.D7.A6EV.01,0.502374662326234,0.132269535972928,0.142909701652897,0.112103207460019,0.00174649013740397,0.0101943052581347,0.098402097192384,0.731159384996975
TCGA.CD.5798.01,0.000110135711885938,0.000127719589343129,0.503834745167488,0.463620799890009,0.000200858149422821,0.000161621220590273,0.031944120271261,0.419875474121391
TCGA.BR.4369.01,0.463659213020327,0.436131882257597,0.0784724141191273,4.56579512465262e-05,0.0181552249467152,0.00336531498406064,0.000170292720926747,0.519997497461263
TCGA.HU.A4HD.01,0.280742258237391,0.436451743322082,0.174310156671392,0.0821725001743191,2.18255729957948e-05,7.99684366641652e-06,0.0262935191781537,0.680570507003429
TCGA.CG.4304.01,0.896282928771591,0.0457128459906606,0.025611521555855,0.00369227909356072,0.000640080947854838,0.000133207584207289,0.0279271360562704,0.236161060334831
TCGA.BR.8485.01,0.558892557967869,0.357820117772511,0.0521051357613391,0.017649279506119,0.000424406677474421,0.00488997101407008,0.00821853130061737,0.507151707136028
TCGA.IN.A7NT.01,0.205401898173914,0.355379621375558,0.148844771169718,0.277445384496937,0.000173107988342278,0.0117399639072892,0.001015252888242,0.715705704661355
TCGA.CD.8527.01,0.0344778582075889,0.285658207977977,0.489251659911402,0.11847515919498,0.000493252011670388,0.00344347356648471,0.0682003891298974,0.659286758649811
TCGA.BR.6564.01,4.31626945149488e-05,0.257610407794116,0.473634653450271,0.121262451728678,4.67730957924319e-05,6.08186239273813e-05,0.147341732612701,0.638695630887235
TCGA.CG.4437.01,0.0866961159231407,0.0529021787009149,0.494844822402827,0.265580086967435,0.000154162524218272,0.00300085593967279,0.096821777541791,0.674540610267296
TCGA.BR.7715.01,0.159139747217662,0.641915645310967,0.157223609235289,0.0337348027574849,0.00517889821123786,0.00267646799959855,0.000130829267761001,0.527540980951315
TCGA.HU.8249.01,0.282050798937276,0.349864336417465,0.361672195737475,0.00634908873308565,5.46953925855053e-06,5.1506334784359e-05,6.60430065597038e-06,0.578144318716086
TCGA.RD.A8MW.01,0.203427976177679,0.342680871072419,0.307674522225366,0.0865392047591886,0.00243265293268051,0.00285142744331571,0.0543933453893513,0.747771544506559
TCGA.BR.8362.01,0.747322758901156,0.0920400234834148,0.0935477685017152,0.0526026940567033,0.000400382389260914,0.00136592761575752,0.0127204450519922,0.45297281165932
TCGA.D7.6524.01,0.478943029938396,0.0295314601219542,0.164324732057508,0.246877706778485,0.000756341993066507,0.00029162610241794,0.0792751030081728,0.671904732805938
TCGA.VQ.A8PM.01,0.619273486212761,0.134683923560812,0.0501435369997427,3.77279246909429e-05,0.00457508793258812,0.0133878398277168,0.177898397541688,0.568771762098494
TCGA.BR.8683.01,0.663013207436453,0.137447956759225,3.38226360184248e-05,0.174922182096261,8.92432101884044e-05,1.04573779175804e-05,0.0244831304839372,0.484260702091931
TCGA.F1.6874.01,0.734251702974811,0.0494399774890517,0.0648830270394978,0.0572873191134921,0.000556628151402821,0.00195895147551323,0.091622393756231,0.489302441256837
TCGA.D7.6521.01,0.426530636783838,0.144236317767467,0.189893221709902,0.0495706053631675,0.000948017437816595,0.00314697483327722,0.185674226104532,0.742314234905321
TCGA.CG.4462.01,0.865561780965294,6.64658170399074e-05,8.6072795732504e-05,0.0657909087696763,0.0057817370162356,4.20138443457283e-05,0.0626710207916755,0.261704555289668
