S3,S7,S10,S2,S4
CRISP3,146.935454772092,752.584363252324,4.51317465577162e-12,60.2649431969635,1.73044649689834e-07
CXCL5,0.874592238490739,0.0664329487441586,1.9874317984846e-08,1036.04167371074,1.34692420269526e-05
SPIB,1013.13723080705,1.49151859083933e-19,123.145621831712,3.0226053828832e-16,9.69472526158704e-16
SPRR4,2.20625036181188,68.8161132808914,193.822405407082,0.000398114448518869,371.749569122524
CD79A,1198.93550878631,0.00427759168185245,68.0904613152558,1.10031631855975e-09,8.97828224220907e-08
SLC5A1,0.37551529152056,400.408504077015,3.35047301648903e-06,7.95341672426934,201.468071082766
UGT1A10,171.8919776595,2716.25526002093,6.76362348819378e-06,0.00660710746143256,0.0156695798632575
STATH,0.00523388180511809,1628.39017335669,2.6442329548291e-14,5.51745788427018e-10,1.4707158344314e-13
IL6,0.55002117998515,158.277603064556,0.00933159083060068,1073.58871854059,2.29158677502932e-11
TCN1,417.672730297091,794.466195845127,1.51850277747844e-07,0.184307876837163,39.7902547557213
MYOM1,5.0336269195035,4.41913378469121,0.000175169374054923,0.00201875854402513,9.03033531470362
SLC7A2,1529.57353838491,0.00862285294564722,1.84701993880073e-07,9.19220339576128,0.00276237164849482
IL24,5.07695589088751e-11,7.22405021539557e-14,357.236787961573,1320.76743549621,0.00141338939517746
GLI2,180.975080731801,2562.05867027561,0.00102105887285705,122.942151128138,344.825918575992
PLAC8,1652.18832963971,78.6579382038313,11.0893184940373,4.2823294034785e-08,3.7088958020588e-09
MGAT3,1376.31654075732,1.52149286814296e-14,0.00894228998129429,1.51084457454292e-14,1.19657872768703e-13
HLA-G,319.150103833987,2.42963398935824,469.41179745806,816.346963978189,79.3603045489017
PTN,1438.65904821231,556.931955612601,523.526205872143,9.71308240870579e-10,0.000204011388435496
CYP4F22,0.0405199439601278,562.489880297426,0.00575846534274651,8.36432547180407e-05,0.0223384935761007
APOD,268.965371251231,1471.88460008955,423.471488862794,4.47094755861816e-05,0.000208062226209363
CNGB1,1.62101756430388e-13,5.84754667422606e-10,59.6988115066627,0.113644766152635,1572.23528707736
NEFH,1171.05584539134,3.00134463357413e-15,0.297643745007737,5.20234590057061e-15,2.30040449454513e-07
ALPK3,208.755078022951,180.58761651034,0.000291683903369107,98.8632392957383,81.4292101703383
PTGDS,950.568710151039,0.396408718006388,256.702328899934,2.91678076995892e-07,1.41793540851906e-06
HEY1,595.212067246974,2943.96153910983,841.957972455599,0.351987645904492,0.298019375455885
MUSTN1,7.32211824405315e-06,0.0777957238745131,617.754691250398,0.0614822597229843,4.38888180574855
GSDMA,6.0624580822374e-08,0.000127576700369111,2.63842477987552e-05,17.2607359651905,211.053041741281
ACTG2,2.05513995924659,0.00263939529978866,70.1322514114719,165.244605094574,2.74252526483206e-09
SLC6A15,247.425490051718,22.8788255091502,16.9142033540492,1296.31064139195,166.985004570234
