S10,S12,S6,S11,S4,S9,S2,S8
KLK12,8.56843331864552e-13,2.38393740743217e-21,141.218652865277,456.931030284635,80.4963957871332,4.08582694228459e-10,5.59759463606471e-19,6.80862667801911e-18
PFKFB2,140.312903456139,195.32939812188,1285.29602762441,1762.77717344621,1.54245143634025,653.29914400419,4.82088364221828,1049.33366172713
KYNU,2.09942385422568e-13,6.28050448679775e-07,179.932565820293,502.646833152791,69.9140526488954,2965.32818676599,405.318041244805,3.9623451021457e-07
LIPG,4.50597271135169e-14,366.922440366419,5.4548401254925e-08,1.14236966344322e-06,2.32095380288242e-13,1.13818023718426e-08,2.67785008283895e-15,517.26480490335
ORM2,2.29794703733185e-14,8.23465950900869e-14,2.44648795220487e-18,582.104365426319,45.582015760996,9.96871417259706e-05,727.406524577481,4.36641289428047e-12
FAM196A,1492.5139538303,1966.88814095419,76.3362211560801,3.90301800074815e-13,0.00123744042297926,1.93247153431459e-15,3.39783414889522e-05,8.16988211451577e-15
FZD8,359.224376768636,264.778944273798,463.280810296195,819.932878011225,562.75453876128,3.88538001439368,50.3445437015732,1110.27403202788
TNNT1,1139.20264259489,0.0204954616127196,148.881458814884,4.28288387272662,2917.16729870458,27.7100695444274,3420.21109765296,7.63929410734551e-05
CHRNA9,705.360368817024,1.80486139662015e-18,4.97572067927375e-14,1.82358960806613e-15,1.22953410464267e-10,1.17681426109502e-12,0.00115464177227045,3.84667030228009e-17
SPOCK2,0.0630072139703234,4.19245660518054e-07,0.000319906010540914,9.68327470316225e-08,312.336788212194,0.00119330039503567,216.434760398122,1066.15927070971
MALL,0.000306079802710719,4.83418068016211,0.000353543415723318,946.151648516895,0.0265473444194714,1195.0295016457,0.00291565329661109,1824.12334535641
CST1,362.722989289024,161.111322037294,635.694521644243,1.37492786561893e-05,950.895204089982,52.4808808139147,616.806482326008,8.0701166769201e-12
SCIN,244.485678075712,148.944318110756,853.072439611765,649.420351329871,207.289885219973,492.016379083541,0.00385889707167127,7.50881734989939e-06
KIF5C,811.46705714735,1165.27282204831,2181.10940553035,3.2055459332079,6.04475092023512,2.98349575892266e-05,9.77677090113473,0.0122865179028352
LRP1B,201.12594358282,21.6805221878917,895.17000406909,1.87492567592511e-12,0.00523025212315675,0.00951026266011228,0.00360789785033314,4.51199320090945e-13
PIK3CA,653.343940994896,211.358055467837,658.345442576143,478.990246404409,1.25007521440262,229.13412670627,53.744900301326,1290.40852537354
COL9A2,575.636670251782,885.514365906212,144.967849341535,0.531872426863254,896.165792256058,121.776083993972,164.467625787799,2108.44705509678
BCAT1,0.000511146374922381,47.3113049632304,47.5638876651831,2244.81926601289,96.0427675243373,0.012161738718724,0.00109904818125673,333.090694755626
HERC6,288.884447654938,1.51398047055745,305.626590408142,17.3677405527728,2.46662316088158e-09,0.0949553381200887,17109.7327789137,237.353903027629
COL7A1,179.637685340158,62.0603913307518,0.00820938738520477,1.6900281438503e-08,240.675575290936,0.0797822730661999,0.00132598619456153,0.000510447697835468
POP4,476.531992148905,145.991800619733,377.998313651003,1337.91947897209,1393.40382750017,788.489194790634,2817.63175386983,968.721505195402
C15orf48,804.5698899344,756.720122873684,402.429794846242,0.00262396138634732,860.053189640153,0.0293881925758721,2582.9549291186,0.33410285262907
FBN2,31.8308564566014,4.51796244470294e-09,9.08869206426728e-06,1737.80959947242,2.29332291300232e-06,0.00392674402978163,1.68638243101739e-08,515.696033705472
APLP1,448.538098862782,6572.5762216365,2.24718970248977e-15,630.631461872106,46.0882535732034,6.92720891712253,88.6729094143378,459.807140220392
CKMT1B,595.445114310837,3001.45869411466,0.0262527802225719,2139.06852588698,446.348250404715,1996.80287170231,1263.33463023299,184.777045491039
FGFR4,314.213815746365,8.090135226149e-06,9.79889645523023e-08,338.360683374323,692.793811994335,4370.63478256981,8.31123507552764e-05,5.25034522137305e-07
