S2,S4,S8,S6,S1
CCDC114,7.01634124292573e-08,1.31736481557635,2.56597820263185e-18,1700.39769877079,1.50601250703897e-54
NRN1,432.064752338385,1.12160858618651e-07,0.381730624580623,758.855071844065,1275.26935304468
VWA5B2,1.96948294385285e-21,1386.34901176832,1.15742124718379e-44,882.490903740858,2.14637484600117e-74
VAMP5,1.62216473806486e-14,206.725972938627,1.90508950921089e-17,3.00449230491126e-07,1.30528753719556e-17
IFIT2,495.751194502915,6.08148255102148e-18,11957.8252337701,4.20279534572507e-16,8.61440045486697e-38
TMEM158,22.6840576699942,1333.41060112105,1.06343106009849e-19,0.0263617489725148,5573.77819029612
CXCR7,838.28468311546,310.694458845635,2296.45751082182,2.91088152728881e-07,8.01660568030571e-11
NPNT,486.857250696175,7.19444198736039e-07,890.914360174327,255.454883178467,1418.11203727481
SLCO4A1,3.23269143537527e-18,3.88130893378353e-33,8.46200101005996e-45,6.31296340147821e-35,0.0710207179959895
ADCY1,160.815951560734,60.7382244530808,6.42374994422826e-42,804.087002110806,2.05337814597895e-48
C10orf79,9.74704657674632e-22,2.270826086652e-27,1.06401616225744e-27,1545.17721362003,1.45502695497914e-58
ODZ4,776.2080263246,192.870463670156,3.23985825500373e-08,1.08629079587859e-10,543.284283313606
CHST6,0.379179288268249,43.5355892121208,887.9010511144,2115.57464930354,784.209781941274
RRAD,1.51587188298876e-25,7.78150653990598e-09,1.52721319958474e-14,962.644743927008,1.16315409949027e-18
GLYCTK,272.164422579799,972.512311697316,1508.44443740511,984.173187398812,8.98824011563049e-37
VWA3A,4.75705667781063e-37,2.38173598080079e-13,2.3599367428683e-41,978.888680014666,5.2123373164024e-55
ODZ3,427.382711360725,1.40236320713232e-05,223.690586816417,1.10120209349061e-10,905.254899475976
SLC6A12,0.0262359543917669,1435.67120387919,2.81140082535573e-15,6.71922323220341e-54,4.32578905525356e-47
EMP3,0.0855522009887668,277.961080357155,7.84110105146438e-08,2.74906111437354e-08,326.454123821497
KITLG,244.259111627248,6.42251304490263e-28,3155.73262774973,98.6587987384373,805.890430829628
PPP2R2C,30.2732148578744,8.30544442518769e-11,2.07558510231394e-08,1422.95923780704,782.964099518233
MACROD2,1.52518013909931e-07,1.28134406480372e-16,3.79172578034455e-20,5.70199306861857e-26,5.25513694635463e-50
GALNT14,2.95217200768639,150.975428814999,5982.91382843822,3.17394419329772e-15,370.925188822109
GRIA2,203.012269318071,0.0353397575673629,1.62668976849976e-46,1352.57634154394,1.33355718009707e-60
SYT11,1117.96790118759,466.384348070509,40.6679199779289,1.35350088505779e-13,8.04457766056867e-18
FTHL3,163.723844161219,1645.32658075416,12.1803411253283,1443.5724393198,3118.34712468309
CKMT1B,702.056256436996,1037.80492211812,5445.65414621208,538.938406019841,0.000757527588203374
MX2,887.962896435898,742.356223266545,8216.99668247569,5.64039243588601e-24,2.13577563162697e-45
SEMA6A,694.289513840372,2.44998472609114e-05,0.412546873717964,4.28397539597177e-06,1.46590831447231e-11
FOXQ1,317.43555054695,265.082054152865,0.00067117141344625,74.7091243254908,11036.5159857289
ALS2CL,196.134106501528,1266.5038673451,1.30764772599537e-08,559.465331804554,2601.90750876672
HOXA11,327.26155545668,60.908908501689,8.66656900217879e-05,374.331592747352,755.598040277133
FAM176B,2.23408257718156e-12,3461.96846510543,4.92723869997055e-14,3.48337897440356e-11,1.17230071766394e-08
FGFR4,0.170875463546516,978.08969951071,3030.60674262943,1.91529421150095e-09,1.13364911312677e-27
KIAA1199,456.148362035427,2.55763189699422e-26,1.53702847670014e-13,238.586564813634,5123.95660465911
C3orf58,908.765394726342,0.000107609067228321,1102.93204106066,893.160202387072,9.58551984965179e-14
TSPAN12,558.104107392252,6.42983801303165e-05,3953.91513532495,78.848336269422,1.62586257826983e-07
UPK3BL,0.0450618411684441,5614.09881577199,0.00102573149285114,1.18784378974925e-09,746.951234337787
TGFB2,513.26464183722,5.02494381991807e-07,2.3511806028406e-05,0.0604311621870471,3144.95633366919
COL7A1,252.350797069132,1207.86786807656,3.24050212282951e-10,0.000745130162117598,2013.86005559238
RAB36,181.555931152966,192.820439119479,689.277668631096,1770.71037549306,2.04331985002686e-18
NOV,383.375602659636,0.0105411540614166,4.80181352190712,245.568570487449,5.74414753186862e-21
MAPK15,213.523650096787,2225.73576488724,9.82095941420648e-19,1623.88427238319,2.18648987526398e-31
DMWD,373.085140765431,5417.18951182353,1.37677128907842e-09,0.000137364738354388,0.0149956359897627
PDZD8,978.374169337769,3.25283416395188e-36,5.79117169606683e-07,659.930988151364,4461.47767267434
CPT1B,0.0023370196334568,1817.79765464147,740.460225144794,747.136647662756,0.000317825354568256
KIAA1712,9.87967479201248e-08,0.013243232893328,7.93582858123733e-18,85.7975801558375,3.11657406561876e-23
DKK3,709.676546346407,868.05787844746,0.00709724668229765,6.52594017463731e-11,1546.88184803512
SLC22A17,643.752078319377,1898.07385989836,1.21595027012467e-06,5.86827273523656e-16,3.2652014488463e-14
GPR124,299.51973424474,1.14434712126067e-09,0.576545771410759,0.0029488100638055,0.038829304343547
METRNL,831.708060997872,2763.67357543763,0.00594698370603196,3.95658474147387e-11,2471.46592953489
PLEKHF1,151.990647990499,3252.76504660304,0.0036484016955811,452.630460875806,5.08476756763908e-21
CCDC113,142.587928885353,1.45090408029971e-12,2.18922945094543e-06,1871.07089832694,6.02054174181364e-17
RHOD,176.466794690997,2213.78144072251,2078.84976673349,733.19864745102,1586.46887168162
MDFI,401.021319835616,1647.90736744431,6369.27882385946,9.62582131238345e-35,1724.56262972252
LINGO1,589.897396339284,792.056459353487,0.00608347005188787,2.4818121180007e-14,7.32889138900335e-13
IRS1,767.134781277256,9.5750307434731e-13,0.000245190623484503,19.7725169199798,4034.78098711292
HEY1,213.515043210197,54.9538785541766,1.07641145043539e-23,1070.67688448289,807.65906571063
ALDH3B1,6.80629203563221e-07,983.472185548175,7057.54679190233,820.670286879329,8.07106483388243e-17
MTSS1,862.968865940369,0.000300478401903862,4.98808565540369e-21,382.116163607722,1587.01952915595
TMPRSS13,356.785613506158,1090.73412809574,0.29292240247196,1581.13500499696,4684.15177198631
RPL39L,430.543753096903,5298.85476774247,2511.93388483415,1.05303011286869e-05,1.68707617882618e-45
RSAD2,741.675007416694,0.0298766754837883,5998.05212421315,2.39580218314383e-13,6.18873476681984e-09
OGDHL,385.816155228107,2880.30322128275,80.1470172155316,272.741346553314,4.97634281749698e-31
PAMR1,2.72383283566325e-08,6.33772079112449e-05,13.7320003475531,587.512369140388,1875.36921078214
SYNPO2,162.030225465917,1.25993950100881e-18,0.0115137004591674,147.739067464262,1.19697849943844e-23
FOXA1,468.724802796334,5.16406988063497e-12,12.7377283312397,1326.81633478668,4.05200978488167e-23
ADAM28,456.357652572784,8.91885127635153e-28,55.0959311248971,1061.2780596793,2128.79828737518
SAC3D1,224.427052187442,5502.20138662319,1355.85040134268,196.691136942838,3.56080136576602e-08
SDK1,880.277576246181,970.908903439834,2.57557186190323e-11,14.2814593727581,3701.50523559031
