S1,S10,S5,S6,S11,S4,S7,S9,S3,ITTH
TCGA.69.7980.01,0.00679985315791197,2.08058924194765e-05,0.0828493751891199,0.226736937478527,0.0165018491238208,0.3534664325175,0.244527174591173,0.0251924624187982,0.0439051096307297,0.722129766366857
TCGA.62.A472.01,0.00023004751859836,0.0547563559356083,5.08462687459569e-05,0.316109666022522,0.0434399201631339,0.23936982484071,0.239883043979931,0.000703530806356647,0.105456764464395,0.723098360622511
TCGA.49.4507.01,0.126427194998564,0.184084993231211,0.12124940663405,0.00980278802113953,8.92574526264467e-05,0.000113243219077171,0.18694131501807,5.94625122321397e-06,0.371285855174039,0.708827639980814
TCGA.55.6642.01,0.0024248734547565,0.0446883842339829,0.28342039617572,0.367053909449237,0.0876321361419832,0.214263248065564,0.000135018104027442,0.000230757964541115,0.00015127641018801,0.649281299593945
TCGA.86.7701.01,0.00109725109479748,0.0446918205880761,0.310195827626945,0.470422661393497,0.122176029083168,0.0501315654490297,0.000417842363402218,0.000742838276071513,0.000124164125013074,0.582941780008475
TCGA.62.A46R.01,7.750858155372e-06,0.0125367203432502,1.12830095335923e-05,0.336326512604932,0.0905020390054735,0.265783168322836,0.277443450733871,5.03776350669213e-07,0.0173885713455968,0.64508369037075
TCGA.62.A46V.01,0.0101805389686962,0.0349306523201651,1.5691364340471e-05,0.176157140991474,0.317011022540053,0.189935102020542,0.250412905187766,3.91357312016428e-05,0.0213178108757615,0.718529530770209
TCGA.44.6146.01,0.00340256821391698,1.81159467533307e-06,0.0726552651369911,0.250323448866563,0.0870636809546972,0.0752404551445413,1.16579495722824e-05,0.511291775585726,9.33655331683061e-06,0.5948282739193
TCGA.49.4501.01,0.00562147127263181,0.102663652398283,7.65727903426326e-05,0.0823467023938389,0.214683998700372,0.19495010274762,0.378061828873132,0.0215824509075798,1.32199161999297e-05,0.714028466662446
TCGA.55.7914.01,0.000393946525030842,0.0361106201201364,0.0289066968368571,0.314043357077915,0.303081183639641,0.211089451241072,0.0930651884355991,0.00469434019418144,0.00861521592956675,0.712918040235742
TCGA.73.4659.01,0.101263741529232,0.083530753150877,0.249153662160948,0.313031747351231,0.0620814549308463,0.175284620016627,1.53224567340598e-08,1.5838696248329e-08,0.0156539896990857,0.770030668528538
TCGA.86.8669.01,0.0296534821739435,0.0123058635774292,0.366500638526793,0.257374537606325,0.189979821356245,0.138301365909758,0.00336790628317133,0.00243888566261553,7.74989037190767e-05,0.682381913275108
TCGA.49.AAQV.01,0.000234748296388316,0.0199200814328064,0.0693549336259766,0.313762751374035,0.102464160270444,0.0528728669001064,0.400815596452492,7.85098559512941e-05,0.0404963517917995,0.689347929477933
TCGA.78.7149.01,0.341595111832737,0.0841154148477247,0.0682430003980578,0.204814952853336,0.0975113858419351,0.0326531536927635,0.171066976314834,4.21861088899468e-09,0,0.784579492565056
TCGA.86.8055.01,0.0010432472261694,0.00339195910140534,0.000186303015118229,0.328699105299355,0.194366642418854,0.0732015242799303,0.205134865458629,0.0150710809383655,0.178905272262174,0.728000137468833
TCGA.91.6829.01,0.000196216351208811,0.00802652774812619,5.02292320486976e-05,0.568142081056108,0.105067961077942,0.228711004638204,0.0896150092456062,0.000117225573092473,7.37450776643038e-05,0.525300679678094
TCGA.78.7163.01,0.017835919510437,2.88455864767774e-06,0.060753566238853,0.263922660849447,0.347377214026206,1.57214459287741e-06,0.22900553566815,0.0136447112897672,0.0674559357138996,0.700402674582936
TCGA.62.8398.01,0.102257091034808,0.0281012496747899,0.200006945753177,0.317319215703638,2.29540571601589e-05,0.0603656587449447,0.000273603675745391,0.0783084323886391,0.213344848967098,0.783113239631448
TCGA.38.A44F.01,4.81678298262488e-07,0.0437470142790793,0.102266160195895,0.091403916759744,0.158701038047685,0.146085951437218,0.16329850572421,0.229209622804242,0.0652873090736288,0.898245810521044
TCGA.38.4631.01,0.0524393700953869,0.182720495244957,0.114670226215588,0.306314656054426,0.000265527001881559,0.000257251312338745,0.149998948380672,0.0244439953744967,0.168889530320253,0.799149536688917
TCGA.L9.A7SV.01,1.00645231868748e-05,0.0510893255440706,4.33687227693213e-05,0.465349826601343,0.019880769447599,0.310350775839891,0.153008846221938,0.000113980572143214,0.000153042527059633,0.563944701650325
TCGA.49.AAR2.01,0.000445049867809818,0.000445842809553771,0.661548798907999,2.26854257218584e-13,3.44797101650717e-13,9.50731953200536e-13,0.337301648907328,0.000258659504995103,7.91820147628512e-13,0.295334427201484
