S1,S3
MAST1,1520.61530008558,920.902893432516
AKIRIN1,1524.68228134327,71.6588536178016
PIP4K2C,1706.54584328821,126.893994681265
PGBD5,1559.42192398315,636.183949929915
CCDC124,920.026041111377,3471.66612373478
NKX6-3,13.0432236002554,1.37502292113206e-15
SLC17A6,12.5938171300643,2.24687511956385e-16
MUC13,10.4916156240456,0.000206115008176642
XDH,17.1904948029131,2.69750653800293e-06
REG3G,6.89823617157577e-11,207.973419739428
VPREB3,1.9814467774673e-15,229.955675379503
CR1,6.35200452730594e-08,2.36094686825122e-06
IL1RL1,2.13194385803659e-14,132.535983770995
PHACTR3,24.5878920179414,6.30320483754251e-05
WNT7B,3.71410260122063,2.14054437142066e-19
MUC4,12.066625754106,60.4343527856037
NR1H4,0.000391911762652446,251.192052669508
SAA1,0.899408567195907,73.3277203184122
TUSC5,3.63579008904525,51.5971279640058
TRPC3,30.2888859238166,45.015956797432
RYR3,34.7571177162349,55.3739496737317
C1QTNF9B,23.4291708666915,18.7308416923487
LYPD3,0.697677814861302,229.790982900186
CHAD,3.302653491407e-10,213.740110277522
AQP9,1.91120601143651e-12,1.5739441771283e-07
LHX2,3.83317719769142,47.3874460616427
COL4A3,0.207656911704758,243.838000894635
CDH9,38.2347110687219,0.130140479792567
HBG2,7.28807388176461e-11,0.0017727034858755
SSTR5,15.9700104189964,23.541068876244
ANO3,45.7362038117389,1.53136033309126
SYCE1L,18.5053258929659,223.532514315796
CHRNA4,17.523074207955,3.21676358505511e-08
LHCGR,48.1165402423184,41.8518238185856
CPNE6,38.8327099988344,0.000131009269932685
FLJ16779,30.295717454705,66.3467295404365
MGAM,37.8436457332338,10.0031921166513
FERMT1,2.38205157744975,227.073553707149
TNNC1,9.52090376748121e-09,217.078522407213
C4orf6,52.5569485558195,43.1960300581437
CXCL1,0.00669162720735262,0.0294958675229597
CASR,11.7205120206361,4.18803024907251e-16
MYOZ2,14.7129345461709,0.110287640798981
NPW,41.3708691727722,58.9013855575065
PRDM16,31.8982933654265,27.5569908523819
ENPP6,44.3031415029245,0.299563442386102
FZD10,1.18502050073963e-11,0.930049029186146
RNF182,42.4506028889883,1.92838336262339e-05
IRX5,47.1073582075691,107.003685894696
KCNN1,34.9000014012624,100.621688595579
TMEM71,46.9475497453306,14.9834073514583
LRRC2,56.4239798536603,0.000207674053704392
GDF6,18.1305576090768,11.7821992099101
SPOCD1,8.68961027297881,0.0133008699741508
CHN2,30.0777625517182,104.449416069402
CDH8,37.8464909047784,1.62195560043758e-08
ADRA2C,15.0355526041014,196.408690717429
RBM24,46.3273847241652,12.2998641467116
OTOF,31.1688934665785,14.1985605417634
ESPNL,63.3157687049,60.316347167617
PYY2,1.38534816941061e-15,221.688992418777
TDO2,9.18210152252035e-14,2.99720258275731e-11
AQP7P1,23.5126265920852,154.059771527879
KCNA3,78.1017062544675,1.02071475042596e-08
HAS1,2.39320497609176e-14,2.69952585582557e-08
LGALS12,1.94180280489567,47.1831105051322
MC3R,2.44359379871463,8.24402501903203e-22
FAM20A,4.27248026516506,13.8935112010914
LOC150786,72.3071989982643,0.621990633199125
CDC42BPG,16.9635251743481,52.5975952936305
COL11A1,0.108269200429087,0.518957847383417
CTSW,52.7805726265531,90.3520667393081
MYOT,33.9315999563315,69.5027669478956
MUC1,14.8125111807861,22.4119009065656
HTR7,46.0446409892283,0.000275821690355793
COL4A4,11.5882676173646,218.799255166459
PDPN,8.55464136766545,35.610227808818
KIAA1045,63.8889136980475,0.037334269217013
CLCF1,2.06758429515123e-06,2.15880674142879
CRB1,26.9587128848,0.339454192524567
TNFAIP8L3,20.2390764251155,27.1631110753735
SGK2,15.5700126659084,54.0608889690806
GLT1D1,63.7789033561345,15.8550554436793
RNF212,50.638286487841,24.6441751413027
ESRP1,11.1248638770662,4.7677796613943e-14
MT1M,0.0274742780373593,195.663069721796
KCNG3,36.1975876993466,52.3937928604493
LTB,25.4196835065766,157.84127168548
PART1,17.3822816436383,110.500517636717
GALNT5,12.3025132403523,9.07639511366413e-11
LAMP3,43.3945938534217,27.8066688653851
P4HA3,20.8617866831391,20.1518910614411
POU2AF1,5.83195920996376e-09,14.0372432184627
PHYHD1,2.02264070419977,304.29882576778
DNAH11,2.49353239853828e-14,43.5203110944285
WNT3,0.00789118066729849,1.76573478538801e-12
MEI1,13.9530302820339,62.608362759667
TC2N,31.2855861034039,23.1877654186511
AMH,43.4263130783134,173.874847032483
PAX5,65.0940621392747,2.25553264606805e-10
TLX3,33.5605738644736,34.9189319455233
FOXE1,30.719251562671,3.24764712664245e-07
PHLDA2,25.0857668234311,55.0336095405199
NEU4,18.9010520172447,9.27409173772758
OSTBETA,28.4741681946697,37.3385889048083
ARHGEF19,5.31831384028,294.569294295558
SLC44A4,0.0565506277639637,265.066845799181
DLK2,8.14720398318811,147.538313835488
SLC2A5,6.01225669230168,35.3757699749778
KCNQ3,92.5199512317713,6.3093296051363e-12
PCDHGB3,80.8016137829246,1.71247649677844e-09
SNX32,39.4872003229893,31.3711106105954
C1orf92,37.9495374100482,27.1585888968626
