S5,S6,S1,S2
EVC,1040.38409701929,1481.91104858019,0.352587160080619,2954.78928592405
PDGFC,1153.7762709335,962.587864806457,752.719127542174,3724.82501313406
ISOC2,28.7974180059426,350.560747353239,7298.73904110503,971.987916652701
SGCE,1014.27165844869,1791.6424269556,2.80781498004443,1625.11523030719
BRE,433.881441628024,239.160898146333,2728.3177273387,3038.28535282274
MLXIP,2027.11287549263,1444.51239767903,0.176250299862288,1321.49514245543
TANC1,2497.33303708333,836.463035813539,1.05271640402652,1721.67291076514
BACH1,575.058596579867,1600.02797834225,0.000284661928914704,911.081834717952
LMNB1,1161.72921190247,2114.53581115614,13.5250965784469,3.71404726893937
GJC1,2518.99158954243,1417.44111318601,7.24838848399004,678.428371503046
ARRB2,743.391202596543,144.563951871885,1098.86936268943,27.3971427228616
CERK,457.191083501187,1622.94522423238,3576.62011801885,2977.61384999264
GYG1,3196.47673691023,395.443105945993,509.584634527116,833.983209456632
LRP11,840.496544945743,1383.29589901492,40.6728181221025,1871.19141152392
NFIL3,1102.07460101128,484.004317391048,292.007197633326,2873.73757487595
ATAD3A,273.930623003053,890.009151826442,3658.09031314762,1562.97944724021
AKAP9,864.140041957018,1783.00761638031,137.011186222454,1266.98852567733
COPZ2,992.955104351176,0.336269743943251,3553.71275646144,3828.82889526834
MMRN2,1203.5198658367,702.943808316199,0.359596907981691,2282.47276932636
RFXANK,704.25442939068,593.87329481418,8924.94522343225,45.455840585999
HNMT,2167.0168986728,502.57783088526,1046.70530649383,73.9668189935947
NAB2,889.866058840555,1549.54644649198,3272.36641433876,1338.23808481976
C14orf2,520.507465948819,448.079326059521,7643.59670716803,58.5581705567371
TMED1,404.140037788021,1013.47367731056,3267.23132569914,1768.21566342758
KIAA0284,2038.21832507483,1249.0343482371,20.2713410983439,460.556316809397
ZCCHC14,1205.82263496756,1681.60089156143,19.6473054225962,4251.18141575601
MRPL27,423.727391223648,171.561321849032,8544.1508245296,196.791563401565
MPDU1,0.334206510634578,464.939543989355,5121.24974391428,1558.0729338535
TCF7L1,1366.14111032239,1691.87476147939,1948.53698731626,76.737116773632
C19orf70,1230.62179662263,218.422305164262,7944.01472885869,411.006421864475
BRMS1,424.398472438784,279.184665938802,5431.15445771601,317.035578499395
PRKCA,660.877885413191,1430.19920743999,141.48010236857,691.109711450915
PRICKLE2,1991.3942045454,898.68339282921,1730.45008676235,2596.14976413173
TEAD2,1026.757460462,1894.86832459154,2479.18924322839,1202.20786680732
RASA3,571.193552131703,1469.52605285454,125.526527509285,3318.77446223185
MAD2L2,495.809736690364,841.003675860137,3896.34182575739,809.272604071507
NR1D2,1591.36560987299,1854.99319863776,0.0894969316689272,609.933735206986
RRP7A,769.126648449902,67.3085557417463,6498.50248169019,915.764562469036
C3orf39,2062.89359120375,1179.55650073731,1544.35898843552,3.71141627134891
STX7,927.231236963571,1509.0618286903,16.8457876984055,1457.62532516961
FANCI,1657.63828958289,1559.8239851466,16.6397567004881,0.0158163754619862
NFKB2,1078.06159499554,572.641391174311,3123.33258894234,451.333109695579
CTNNAL1,1548.63660551881,1285.62436082906,16.0267851403297,2.9071545709055
KIF20A,717.186244686221,1761.2303087346,4.98891402514886,735.248173666764
INSIG1,862.319590554981,1718.12672700415,232.804144070674,1898.587375866
