S9,S5,S1,S8,S4,S3
C13orf36,333.873364675818,374.658245754774,1.43664803070711e-21,1.80621441953598e-28,1.48487481319024e-25,1.41743618015584e-13
MS4A1,2.69109933709347e-12,4.3980880980421e-21,445.841955351732,679.798968913652,0.084856714883435,1.62653604417757e-26
ZBED2,257.202802921934,874.652493351525,882.05550134739,3.77109692271648e-36,2.10365461818585e-22,8.67675329417741e-30
TM4SF4,3.92961895784406e-16,1166.02961381198,5.89648536421705e-18,7.55531246760358e-82,1.51988538157988e-37,5.10432962947109e-19
AHCYL2,2.28286158692993,484.868053850104,419.878150158142,765.269384095738,225.971853907484,1.48837905495363e-22
TMC5,2.50239485124558e-37,8.7516427682713e-26,1.59981964759639e-31,1.4493546308745e-35,6.67374410511054e-21,1.53741415389558e-71
ACTG2,1.60917002745111e-18,1.51577962155715e-26,230.154521921905,6.2296905643297e-12,0.000213989282084002,9.96380559494647e-29
AQP4,4.46865075080603e-43,1.05541719180102e-58,8.30132909366347e-43,3.911178549744e-36,4.54283919573749e-27,3.47202078783066e-62
OR51E1,1804.95288892993,3.24482294118702e-45,6.78908134553661e-64,9.92468617325059,1.30807873277644e-80,2.82597720310904e-64
FAIM2,2.26549569764957e-17,92.0938121334413,8.00447230447504e-25,3.72013517779311e-18,7182.15388679089,1.59672198792177e-27
PRAME,4.39139473220551e-34,6.94487159059713e-27,5.64013987554375e-49,2972.04591371401,2.96495260785297e-43,1.72568912633486e-49
ACTN2,5.30059823469675e-17,995.066965256384,3.2627390831246e-32,2.70680146678725e-15,2.98798428300075e-15,3.92062413571438e-39
DPM3,688.949706902799,112.344206339484,24.886207821531,112.124775092316,7137.65748954581,1079.26919038888
LYNX1,321.864683070244,1001.01103311721,153.688324464741,1084.76156414723,3831.27889204454,8.95449679964501e-13
CMYA5,0.0115604906500617,1259.19428401709,19.5631503400158,549.327010039737,23.8446471321424,0.00046341757902226
CCL20,5.68767218194499e-44,7.51661995256093e-56,1.32667274136052e-40,7.93379879776867e-38,4.70814091500353e-35,6.03298883520824e-65
S100A8,1.26718435562427e-14,118.251307481337,122.635451554953,1.64911062247521e-17,5792.53347916354,697.98019128861
