S6,S5,S2,S7,S9,S8,ITTH
TCGA.DD.AAD0.01,0.479076385764798,0.10930482912324,0.30252428392279,0.0263658561974774,0.0518244285761854,0.0309042164155087,0.732747577032842
TCGA.EP.A2KA.01,0.467909968854738,0.0320642539520674,0.000189129750913775,0.0461622423188847,0.172286449718293,0.281387955405103,0.708273275516849
TCGA.2Y.A9HA.01,0.469966779764482,0.070686106577281,0.317496714360294,0.0274238612646306,0.0579467152764744,0.056479822756838,0.743626121657302
TCGA.DD.AACD.01,0.000165415300836695,0.000304349306215547,0.280966562057729,0.46341680827156,0.000168209029902785,0.254978656033756,0.595467003142032
TCGA.DD.AAE7.01,0.293361158174483,0.360565670680939,0.0940378934222552,0.110779819788489,0.102201867467285,0.0390535904665483,0.86695019124561
TCGA.BC.A8YO.01,0.678410280629957,0.159819913994271,0.115766580716832,0.00206784079350619,0.00872779280439272,0.0352075910610416,0.545768658484375
TCGA.DD.AAE2.01,0.399252236209084,0.538123443055684,1.42143358411614e-05,0.0254129609752519,0.000119562309494696,0.0370775831146444,0.511655886010434
TCGA.DD.AAEG.01,0.584117086330953,0.115571468525391,0.0667408823407643,0.109699795723698,0.0672761629690364,0.0565946041101577,0.74264825599571
TCGA.XR.A8TF.01,0.0701436159504558,0.213060538741331,0.279490025702972,0.0290104826451254,0.292949887138013,0.115345449822103,0.88382560361735
TCGA.CC.A5UC.01,0.374108214608033,0.0358210367425258,0.0353332629710503,0.000209013045265735,0.420533933572851,0.133994539060274,0.692377007505762
TCGA.KR.A7K0.01,0.214942281439678,0.0598534976540886,0.604598799153956,0.0619447980716621,2.77075336301404e-07,0.0586603466052794,0.637295791221684
TCGA.CC.5263.01,0.871879483988305,9.97796082881792e-05,0.00370574538008703,0.000493805934374018,0.0486890722318104,0.0751321128571352,0.271573445494216
TCGA.K7.A5RG.01,0.690563160972801,0.128241846157931,0.0952890339785803,0.0144811458571431,0.0288077707741784,0.0426170422593668,0.581029725580152
TCGA.G3.AAV4.01,0.283408768634781,0.0910099155739804,0.469842131781811,0.000842690235655807,0.0904390643220418,0.0644574294517294,0.742507334270341
TCGA.ED.A627.01,5.03685398765647e-10,0.667829399439731,0.122406647762088,0.0521393599062892,0.140945422916502,0.0166791694717052,0.572161814007226
TCGA.2Y.A9GZ.01,0.455384299852918,0.493315288588051,0.00740388948134067,0.00447715937517864,0.00782299560857976,0.0315963670939322,0.510354352230411
TCGA.DD.AACX.01,0.463493526358151,0.087749841218261,0.365872098184106,0.000550265337226634,1.34400860390952e-05,0.0823208288162164,0.640514748742731
TCGA.DD.AAVR.01,0.328174074520405,0.199358035067362,0.0721733066066218,0.156176404313127,0.138443582053374,0.105674597439111,0.936560126297465
TCGA.G3.A25T.01,0.188856445879734,0.000387435478096151,0.000826313968842327,0.10460805233092,0.000111093498643762,0.705210658843764,0.450483456535143
TCGA.MR.A8JO.01,0.156004132699141,0.0942098897293663,0.096455546994844,0.106773805114871,0.341444039848847,0.205112585612931,0.931297675948566
TCGA.DD.AAEK.01,0.297497410989399,0.205454915198509,0.312885612631762,9.14524415883645e-07,0.147562420043063,0.0365987266128516,0.810817339509199
TCGA.DD.A1EE.01,0.368035714666317,0.000301493306904893,0.61348634202336,0.0010316078330458,0.000658953166579435,0.0164858890037923,0.418399202812769
TCGA.DD.AACL.01,0.543818243024138,0.000394726473645646,0.00614178227401995,0.000336684908387562,0.261520874605829,0.18778768871398,0.576613173280887
