S1,S10,S5,S6,S11,S4,S7,S9,S3
PHLDB2,2.95005183639886,75.8833945328733,13.0734636506412,614.745427451474,251.427427809381,47.6329659818534,7.36245609394511,226.94601660406,3042.44193910145
SAMD9,2.89360012698842e-06,0.00269896567202934,0.729256712577118,575.8591475891,377.513823271683,165.245787584255,252.563988872511,3892.34032870313,2588.14007307821
FOXA2,3318.07198324965,0.0435207443148086,811.721239514048,177.708392746484,1973.07453620439,472.713477347469,939.855058041658,926.549466550765,0.555369099735709
PDLIM3,0.332574783196204,2178.82441892741,191.306017132363,48.6884117205818,344.247687387991,15.2912399616204,803.766256181318,291.493525794843,31.4537689586917
CARD11,477.699529907154,0.00357672171672167,360.2813794357,197.147276202471,382.893492725521,558.056665497358,964.991915562564,3402.14212961269,1911.61060962155
B4GALT4,565.195777596083,448.311265263704,653.176411389967,1232.56241151611,425.615850839542,139.234092209826,298.082426483308,6324.78577946087,2024.93751700915
PLLP,1615.5673569104,711.592219616982,0.0661668329601277,0.248789819578323,1874.43419684437,859.804197579266,916.941308488432,4969.44273788522,77.911866441035
DCHS1,324.30870246027,0.290835985016824,157.766014239079,812.297193915136,417.149704738557,554.717623115492,8.37592736735387,189.662984614053,0.132983309162299
LRP3,1113.86591263532,322.384155256257,1081.01855231522,509.366682042291,665.479502308543,459.978137103658,2053.2669067065,33.5917202211788,0.940607392783435
SIX1,0.00493017645770095,76.643891433875,441.991161343469,825.009402549185,1117.83388474953,483.120806392212,1359.53112988796,0.00179363420162298,0.0161025974355178
AGL,73.1599298747665,1066.74829081592,52.7392556874605,1343.17535732397,1567.63789764341,1281.45914377077,158.735769687047,417.950543511536,482.061137931999
MRPS12,905.07760517855,4939.35616934682,814.41245498502,474.767549929729,2.83794990649167,18.15873755012,1403.2923999945,242.443331008894,1417.70845480988
LY75,0.00122844298331249,1.81048116490573,8.39671093333478,658.636919305569,818.06385341554,353.693366902513,113.600657081356,2634.64658830889,1241.81921493731
KIFC2,296.666020539898,1.05956905193083,1639.3005336343,703.622559338986,3.1108725721216,700.385343697823,2135.86770542998,0.203689428172146,123.701028583871
RGS16,1374.9803838492,1140.4474178808,489.632099029694,78.1981696859136,1127.24081613115,715.291299618301,220.318720447433,4.55858782539095,269.124346946593
LOC441869,640.515713207643,169.940326514247,1204.96107906367,523.484467157593,1719.08169565821,629.089701491737,1594.15107606971,4.77230728934545e-05,5.70381777223362e-05
FRMD6,2.18541988299031e-06,419.961128315325,0.0388276925195219,282.362351383897,639.685415026482,4.56447315403438,24.2006384073283,518.488347218489,2429.3756020749
