S10,S4,S8,S9,S7,S3,S2,S6
ENTPD2,227.250442058937,605.509210673846,493.122438901382,1099.42044784107,609.009245960519,241.745817204887,1038.60106378175,3.70123454525172
CTTNBP2,780.185069014248,876.301775842529,621.598603637889,1417.37682508225,0.00181048250460907,0.00758279368562597,1.55147955621799,52.7820892720284
KREMEN2,284.36326869453,7.13128719044564,1131.70246595326,16.137586805101,1122.72460428418,736.212563336046,0.0191309420521791,4.57322415151975e-06
C19orf47,247.990340901528,9.85619602824449e-05,2141.85167056593,3.37154883363823,5.3064320959458,944.129848550264,131.929944253779,10.147825557245
FAP,0.000845916035574321,7.48478242867427e-06,1.82744708626759e-12,0.000207212170856604,1.31884029670239e-11,333.80341984241,15.2385930402474,113.70614090146
CX3CR1,7.95586442238282e-07,362.001397140946,0.000201982557025368,230.966055791868,0.000117643172845894,0.305456885276024,385.91482602737,1627.63310186986
HES6,345.015598063547,0.119522998459923,884.255370021975,2.36161022295115,567.075933024911,1219.63336787552,151.291245722039,56.0100813750211
HOXD8,655.159468889231,151.343334665513,73.0613645141134,273.030287264972,4.02515581717602,699.684017899127,1165.56844122941,761.793383322231
PALM3,385.954472265367,65.3159997977856,336.904859023206,1692.74222868583,2187.6125565652,221.794864334508,745.969876934625,202.768783309231
DERL3,213.366461692987,0.0124418760205672,0.119189526665267,0.381648423994638,3.72474901052697e-10,757.497652074681,144.912892854854,0.000130056219872212
ZNF521,142.199888708079,683.935555713586,1396.97933060229,0.000551258988191819,1.05821346745429e-05,0.315307347952935,1.27560056131686e-06,0.0163829580533998
EGFR,313.990518348049,181.666079519658,633.543113306995,8.5905859266397,1496.68039642105,8.06750960690229e-06,676.112349040437,393.702127034218
HDAC9,684.907448003907,104.070288845612,422.481697093327,1248.35203957567,9.79375444859987,204.126092531486,668.362126219224,1691.1017776023
COMTD1,309.21804528784,359.86980684831,2.0598470355923e-09,3.85216269022025e-06,0.332345945415677,1969.1000623368,1061.24775664696,292.488618978936
MAP2,250.325292962473,0.960672369620183,1223.1837454586,3077.441250095,6.94831271774265e-08,90.407796137925,66.1999660211672,406.560051570368
BNC2,431.42265612888,1005.42886319254,750.704542273487,85.7403130616833,348.045780300645,0.00018314169453724,115.65159334595,79.5597375361472
OSBP2,478.26623267105,36.8197985039487,1069.48324246689,3934.80098191402,66.6391410943566,384.238314839021,50.0483286584771,9.76895734098803
LOXL4,154.508360833463,390.592809829328,200.54905419845,2.56342047366959,102.203334715738,160.924023989639,1159.19691314548,1379.87076239495
CXCL11,0.648289649586681,0.245971137704504,8.63379694815377e-11,1278.46104299406,0.00679326113966514,748.583317226672,58.8260515212432,0.00122753792838487
RTP4,104.342255966865,98.1883785365388,0.000131276240501245,670.536414584731,410.419838791346,1226.80979529397,1088.35509107282,813.448736834925
MFI2,690.463292807811,0.00247096232508265,0.00151978488065891,0.00381763004864282,0.0830422326299598,284.519998223177,797.862746421714,1761.8027197369
RHOBTB3,245.908691433215,0.0947463614855727,2047.19337120636,0.00153175719973106,354.606204775618,330.689305252621,0.00728448709573816,288.646871734681
LEPREL1,157.479037737806,0.407567570119577,1630.79927868611,0.0062004003231579,700.575744284896,242.093687404587,401.453677196376,186.641237589853
LEPREL2,43.3956058614842,90.3724173246272,1793.27490030664,762.970739183941,1099.91876823942,347.58300155251,19.1731574294863,33.1775103976075
GABBR1,573.885209010786,599.099045923095,1206.42780044335,1126.11411627964,0.0109012861510052,1.50913640341105e-08,0.0464037392071348,646.797134110387
HOPX,5.57295011132156,816.853013805606,0.0243880261986225,0.000470460252118762,14.5318430175468,1057.35249156003,147.054185704284,3.77181765996372
HOXD4,743.70073013259,182.880220131316,0.139298406730782,1463.86105084004,6.97801412509191e-07,553.427095277109,487.594151724532,1176.39037341193
ZNF397OS,439.102816246639,242.29528411554,1339.42057347972,733.25734543538,133.497952060095,0.277360226745345,357.507277501423,978.562476384042
PTPRC,26.2322842834134,5.71450644524305,0.00132935850107345,0.228935743114257,7.70652069555583e-06,106.714390547344,0.592966183572007,2.965803223612
NHSL1,509.601195995262,30.6188594912664,486.890338861605,454.678907500655,3202.8390217623,110.661956008703,0.984335995695618,380.557649668228
EPR1,708.071254121953,1.15078994691695e-06,119.09167696019,0.000153396082709554,8.34603663638756,2393.05995921945,66.9245774054021,0.00799081343031795
