S5,S2,S1
RALBP1,5165.34068574928,0.625488216276109,1211.61526882807
IFI16,1412.1563748721,1.33870952467394e-09,1068.34434939294
NR2F2,2149.24557562066,1.83960966806141e-05,648.359198395598
CYB561,1208.56972122068,3.72506615488956e-05,1468.77596690803
ACY1,1484.61606670316,1255.59453165886,273.755546011449
ABCA2,2010.47953608646,977.3503440147,1419.46127457687
PPP1R3B,343.255473800593,396.813976081882,784.487851417842
ID3,615.866667781573,782.583875091871,1.92583783908986e-08
CEBPD,2.56520872992758,1440.35996694605,206.71824707566
STT3B,3164.32523396304,1.03185302527531e-16,0.00200852324216292
RHOBTB2,2376.19498821862,1.1483366240365,1051.02222815882
COBLL1,576.116647085051,0.00161104151992,2223.28401887252
MCM7,2037.2398373276,1902.20179498632,658.159704253869
CPD,1317.1337084101,0.00773709703919051,1523.92615353748
SLC26A11,1901.40958862773,4173.58645890748,101.509746396057
ABCA1,1254.16966490832,32.0823415870019,1218.81253533889
SORT1,1217.33848462361,4.08013696072007,1154.45606731054
FNDC4,1194.63999706304,459.121467906559,1938.72130313096
TUBB6,622.70616738702,1874.56889643145,26.836840721646
ANKHD1-EIF4EBP3,1696.26997131436,1.35287308661975e-08,2975.14237716365
GAS6,298.903430304355,2126.49843061107,488.292586030569
VLDLR,1747.01483199669,577.994902621654,2376.60953385831
SMC4,2114.2135034625,3244.51751690172,1716.84980124953
GPCPD1,1082.2698611763,2222.41034952358,1.2548287615699e-05
SYNM,834.222756851423,0.000212221222002179,1884.18454212756
LPCAT2,1141.65708962118,2.33144885774019e-09,1259.95985613628
ANXA11,1383.92186268026,1473.06914476177,5.68444530525298e-14
DCXR,1051.31243091336,4191.62364534034,8.55902481810496e-07
NFIX,1807.50730207892,3703.13469439334,2095.95879804116
CRIP2,0.000455993353877785,819.260000014443,7.19757911828884e-10
C5orf4,9.8497518914772,4.10272520649747e-10,3227.53091368808
IGF1R,1418.5339225687,154.356094927356,1641.16907143433
YPEL3,17.7198504875508,2886.91439890536,684.317141537412
IRF9,1365.06381779052,1102.81178882674,2278.82222145527
RANBP10,1051.87405813257,1663.5219195278,1367.23504491104
SNTA1,27.4351078485545,868.742571645409,64.8214586856637
FAM36A,3549.79097344325,2945.70817258182,1.80312763074829e-06
CTSH,1090.65837395565,0.0130366588295134,1150.55062764301
PRR24,205.311757348995,3511.33798733741,378.589872905261
CYYR1,1025.37389697456,2937.54316255774,685.495561617349
AK1,1027.01891364297,1501.03846921446,1726.27817746318
APC,1807.19754314677,1.43335943238848e-07,2960.50996559032
KLF10,2046.87012909691,1.84291639256864e-06,2831.99972258635
SKAP2,974.063902918661,3.95137199518753e-14,1081.19076484649
GLCE,2783.56244364376,1.07177243636103e-05,1562.27849935636
SLC31A1,2257.41754146504,711.961486961004,1797.64154817437
PPP1R13B,546.895993221009,1897.36208859572,1741.22169980573
MYADM,2685.65981829445,1426.26586301465,15.4770881713757
LMNB2,1668.71151113133,2176.42455210974,362.872573682868
SF4,1036.95093730681,6306.80199325916,1178.28374261041
FUCA1,0.0348336047437758,1.93358098268671e-06,1233.69139506361
DUSP23,872.173291477347,2276.98213944436,1686.38744947364
PPP1R16A,1085.08655346892,1880.98623562189,8.67620867821322e-12
C16orf13,1299.60959274277,4133.77792361738,1.88603995632314e-08
PHLDB1,1739.81525987302,2083.57725155956,747.021159183879
PEX19,2190.16874018463,0.000302610660107809,1876.13624346568
PACSIN3,878.557823233912,3468.2634087508,2.22057768870903e-16
HTATIP2,1085.99080463196,0.00814627973679791,1772.97276019908
CCDC107,0.0485468014442037,3014.17716455074,909.121580129663
PDLIM5,791.948859949757,481.262466731978,1707.73903236035
PCYT2,4.64152201466324e-05,2428.7628224472,7.39774660501118e-06
LMBR1L,753.628834072954,2058.10829324363,1469.72583808328
ACVR1B,955.409591835709,165.660787785821,2104.42946881612
IL17RC,696.213373912672,1968.46468803295,479.714336445665
HPCAL1,1965.58940952808,937.145711110092,844.079525066093
PPP1R14B,34.0871926472947,3401.80611461696,48.2166404474039
MYO1C,1928.78023887947,1639.85154692356,3.00281934637315
DBI,721.547194068853,1546.70914713804,155.426219853829
GLRX,2297.47409699825,1.02243920677691e-07,1653.91133590308
TSPAN9,3.124595909685,2064.26753212235,1602.94272910043
EIF4A3,2138.54832104662,1011.94734089035,121.353599370006
MGLL,1156.41143531862,1199.15263944714,2023.68228497147
RRAGD,1872.63408765167,7.21919994990875e-10,1013.22618388136
DECR2,338.980051709441,2146.15587676076,502.333871841384
ACADM,1501.69266297634,0.0131793011102499,1966.02311644595
SLK,3344.21712195531,2.64351327743613e-08,2389.01030607613
ENAH,2331.64556900782,2771.72926600753,979.151672664057
ORAI2,852.882385332534,118.917000742925,721.373706042948
METTL11A,1157.60953375764,1362.50635729156,1114.54226251204
LPPR2,1233.14756963929,1934.18451588753,2374.52582936873
LOC339047,283.494116043524,5833.10201104941,1379.94203720194
LRP5,1031.09372527385,399.846697498633,2308.82921784844
TIMM17A,2092.78836892003,443.788048461706,569.317684757132
PLEKHO2,592.140646570937,358.06855043544,1237.030501311
ASAP1,4040.66664085279,662.49271703058,439.496891166954
ARHGAP18,2215.34102455823,0.217102054205386,2305.67112777134
HEXIM1,2191.85853053854,1596.38490139629,2168.301861536
ZBTB7B,2280.69833272969,683.582793896627,3054.51880361989
AMPD2,2623.5181127606,659.134360730968,650.46517398263
OSBPL8,2269.42648248628,0.0392604657020945,907.042289022471
TBC1D2B,1995.13196969409,0.0068439681754359,1851.83670130764
C20orf199,1845.49648776894,1985.20107951361,2.63368794365826
FAM91A1,2555.93210180147,2.56259568867087e-10,580.652076272762
FAM193B,14.1270666300667,3435.91729003102,1774.63003043878
ADAM9,1279.17830957492,2.51754457236829e-08,733.085398268989
DHX32,1292.88020685872,1210.71649768701,2141.28812206446
AMD1,892.122582540212,745.078440748816,3773.81069174317
SRM,354.420044400427,1734.03040605419,663.595661779837
LRRC58,1670.43338707415,421.059046758734,1746.40173769267
RPTOR,2074.99919832007,2290.56294643937,0.0175841669537374
HLTF,2635.09182817483,1007.85909099326,2395.37782770716
PECAM1,300.11082369489,830.482278579329,2.1767934120838e-07
SPPL2B,1465.88309438737,3630.36213167855,1530.72926218024
ADCY6,2724.29184851516,602.338850817086,1101.81032172547
C6orf125,0.823031900813202,3211.79889909482,0.0163347775062301
GALC,465.204442698618,409.086405805905,3193.15482316371
GPR172A,2945.05714772563,1435.58160500581,3.09082284558964
BAG3,942.531416542218,949.770485593091,1970.71253605533
C19orf28,1642.30413569771,1694.08580700853,1473.82603743274
SAR1B,27.6245009302293,501.795786514423,3780.30548237426
MTMR4,1717.05029281402,568.590617854076,2350.71379843293
PDRG1,192.458538865247,887.315156531559,1309.23467289065
ODC1,1501.62338259067,2.42898591814179e-07,1176.26552692521
SPR,19.041217704801,1159.68385949809,1791.30434228055
WSB1,1519.93245361759,1949.13532689772,1101.48320591067
SLC2A8,1136.68907256411,347.642013342631,1433.1551393415
FAM65A,1604.66724036171,3465.27327677971,213.429366720577
AKAP13,1938.25727226975,395.21831468451,1649.76265305352
CNPY3,427.664532850892,3222.00753579453,25.0996608423076
SCAMP5,804.619270446058,359.995715307116,2962.85194472854
SLC46A1,1245.79771924103,83.2416638031918,1884.25093607799
SGCB,1687.25712052703,966.637214909719,2167.8162167619
BOD1,1654.15807253184,473.44075066874,3223.37628454509
TSTA3,1438.24657023475,3310.43251526503,520.658602246081
SAMM50,2267.61891999683,629.669191721722,1716.19812751833
CPPED1,45.0998215177623,756.262657903742,2868.30973883946
EIF2S1,1955.49205302385,259.470389026381,2505.32281117089
KCTD2,2046.06586136937,2228.5750158234,1244.35790409381
MYH10,1970.77822573754,2345.63888337845,1256.13174926737
CAT,2269.21605442454,776.098384316061,2077.30801860671
IGSF8,2376.6013294833,955.060485556338,995.417396883432
PDCD5,182.432017595527,3121.70208392897,826.694975830716
NEK7,1644.26680922009,709.941112389952,1275.08304858809
RNPEPL1,252.546073062921,2088.60465483991,252.786331768385
TTC37,1859.98319246482,1.34728171156565e-13,2777.5679688869
HIP1R,1997.0832315082,2306.21396121174,724.832713038197
SPAG7,90.7954389200783,3201.05748248684,85.9579478433331
NDUFB1,1.79695518486882,3473.03107106199,649.603862598751
SEC61G,1082.35383029846,624.387449853577,2818.7673589134
ATP13A3,2765.76586961008,331.81031428751,1371.87663918675
RHOQ,1279.37224235582,34.4769224014925,898.481826795182
ITPRIPL2,1811.40263804955,206.069275624522,2470.07053799744
RNF144A,2065.47546617047,3117.74497606377,2254.59045944559
NCKAP5L,2298.42576929761,4161.41833903837,838.536646016701
UQCRH,823.809944786896,1938.7440079673,536.706989087929
HN1L,1784.78935162305,2267.83053030722,752.461019710844
PPAP2A,1487.10393057163,233.58457055671,854.39734801235
FAM127C,691.996491424251,1092.7759614506,830.110718885138
RNF181,717.691753200354,2657.71361308538,537.611691307256
EHMT1,2507.67608243934,3295.31585590989,1783.68223030438
QDPR,1253.02341228391,1038.14852689924,2432.8234346885
COMMD6,1919.67275824313,1726.16672380115,1219.65607752801
OSTM1,1738.8596934403,0.0135729876901733,1776.15482066579
PFDN2,834.208109942237,3668.19879204319,300.762521488603
NCAPD2,1494.20716090513,1855.82796995705,988.268105169614
ATP5G1,659.759629010066,1483.11385699548,619.820069488832
NARF,952.521615684692,2847.55668252896,616.955173493576
HDAC5,1389.76736390387,1630.56858355412,967.484019114062
SF3A2,615.185294962345,4706.01682058952,780.333260373854
SLC39A13,1186.3657631231,2814.12361686641,1577.63391674818
ING2,158.908268123378,1861.73060317652,2757.6809869195
TMEM87A,1994.62198699506,17.7460391597761,2802.30318388494
MPV17,339.600204502069,1881.34393462839,9.46763173168108e-08
SLC16A1,1607.35712994707,1287.53137237882,1248.10189715473
GFPT1,2390.68166770088,921.901079634586,943.54275899957
PRKAB1,1739.55591979627,1016.55498378506,2350.44521980042
LEPRE1,815.557842264678,3355.21529838824,386.297844240945
DICER1,1003.41756651295,2112.69114652416,2192.58280742226
AHCTF1,1206.24884439017,1728.65998586643,3546.06294066085
RUFY3,1332.31953404416,1074.15510058707,1975.80321946087
MSH6,1975.80772685311,2192.72673245802,1777.76612831769
SFRS18,1746.44921963023,3022.98998510432,1531.79398381057
HMOX2,876.356018882545,396.736119112238,2557.4057587902
KIF1C,1887.92526437458,1305.80657980764,1064.61709355307
ERC1,2191.49023940996,8.87970478031751e-06,1573.33262428492
COQ4,708.761784154035,3344.14589312179,1267.79289732677
EPB41L3,1084.81347240317,2236.24004317473,1298.35455802364
CAMKK2,1452.59957188626,2382.1679387372,2870.00670847248
SS18,2925.84832718446,3469.61146633358,1207.67852117207
ASAP3,1162.20636302232,3298.32171492893,1102.65217520613
UGGT1,3157.62278763922,948.501427252989,109.572811974826
NUP62,1447.47985254931,2002.06169831179,2141.21177994899
PACS1,1257.07917805972,3584.61182567247,71.3353219179624
CACYBP,1381.13668075215,1196.10655473134,2.80610534486817
CCDC85C,768.822044875419,914.877519733067,3322.26323978999
UBE2G2,2219.76412687604,692.58958757895,2816.38433922787
UBE2L6,949.097118763163,0.000168900898354608,348.232383853208
NUP188,1643.87237680682,2003.25247180442,1147.45857093136
MEF2C,864.521754164111,1722.27055879246,292.127822446175
TMEM175,455.89802735039,1650.07054468166,2040.5108640484
DAXX,1025.12461790532,727.333499225774,1739.73880913106
OSBPL9,994.917743638757,1671.77582701491,437.292824540967
PNKD,1846.27111344491,2515.7057454794,0.00287695512137118
RAD50,1792.08329572135,1.48677630040156e-11,3104.96447174689
C1orf122,614.224604679133,1038.12055206027,367.522249256933
BCR,1782.51733199976,1399.33677046548,1976.54343158979
ANO6,1621.89279019441,0.0005937465022173,1757.40939265901
KIF1B,768.620280479642,2238.14195515134,1359.88737369346
MPZL1,1873.26971965658,1462.05473964949,548.922449331807
MAN2A2,1677.7421552336,458.957031226254,2910.79028272444
VPS41,2138.4777493392,1.79445583962871e-08,1408.61345760367
MAPK14,3319.4728262865,8.66144529913253,1315.28452888311
NKTR,1411.07463852109,2751.46517265453,1066.16061371358
LONP2,1684.10671268561,737.084629329535,2272.96595276723
PML,998.847120607813,411.068715812999,229.138453684909
ABCB8,1534.5554327011,1178.05880668663,2499.45588571658
MEGF8,2125.14382027455,1750.42203702666,2563.81882588791
TWF2,567.551825770227,298.79319987148,1110.70280182223
U2AF1,1018.21989863748,2843.55023513669,1549.9620586622
ATL2,1900.18584018875,2808.58546630593,2304.04202422357
CYHR1,1360.74770915176,2903.74769065694,0.0241746915544749
LOC401397,1031.0034664931,2241.73344613274,1821.28722671775
MRP63,547.745423724229,2885.29245654303,1596.54671793433
CHST3,1063.23768848056,1149.22471398883,2068.15661001231
BCL2L2,1426.98453937772,341.082583332028,3380.64843767005
PCGF3,3.15326862915885,3955.57440153454,1853.95187299313
HSPC159,892.010713124771,475.216679292978,1757.53689581876
SCAMP1,1929.83739746577,9.36994145869004,2590.11474223314
MRPL54,567.044745532209,1630.62140958678,1765.97685884647
SIVA1,1070.86949442911,1606.81732167931,1741.44409018863
KIF13B,1848.94160606779,2.96994469816935e-06,663.05515108261
SFRS17A,790.297238056366,1868.8917942922,2270.36548891487
ALG2,1737.69121019405,1576.10342341702,2906.87735728602
ASB6,1072.75314841591,2975.655846139,1561.41214094838
GRAMD1A,1392.72613650185,1264.65901375504,435.061462312479
PURB,2518.41376435476,1155.41496776438,1957.37410402645
C12orf44,1375.47957325339,980.899587566386,1709.36528386401
WDFY3,2949.28524927832,1585.35678118561,2020.19217460227
DDX49,1296.51307815614,4539.84201729694,1088.52751987424
TMEM55B,927.297025990129,375.700303429345,1832.1128500276
ACAA1,1545.78546246125,3017.99186810525,311.478387849087
TMED3,1696.45454374603,0.243591493436344,1132.21135718184
MAPKSP1,1103.7188615949,1250.13473118185,2524.3879889951
CNP,1617.88937888729,1406.49662120572,506.547594883307
JAGN1,915.085243071521,3015.23130663507,1257.84671584311
FAM127B,1096.0474788736,2094.05295717675,664.641480172655
BOLA2,853.95106928549,1789.05247572174,120.925769784233
SH3GLB2,1182.18646025397,1214.74401982771,387.835274963549
MRPL24,1341.74097238316,1716.87510674002,0.201557673568199
SEPN1,1441.61252098688,1716.65742195461,1093.87781402819
DNAJC1,612.271894264732,1209.94586026742,2796.00330814352
THUMPD1,1127.57538490904,1235.99791839149,2004.12132930917
PSKH1,892.189300109855,2617.72657707029,1022.04464469063
TSPAN14,1799.69227782443,658.156678690604,0.00435027010035985
AFF1,1663.46057569494,687.742991581956,2822.91404894478
TLK1,1367.50319971168,5092.53254364979,1256.38997154601
MLXIP,2183.47263392529,18.0497451071301,2456.17410353448
LARP4B,1524.59375540588,3539.94519063463,2453.92776736903
MTHFD1,1488.08354782894,409.649755123301,2487.96281034017
NSMCE1,720.921418837716,1008.98687150041,46.550223041446
ERF,1827.30374924151,2805.93927917993,2274.10331461692
LRRC8A,1086.20489103313,1669.65786297761,2726.84787523118
TNFAIP1,1579.40856029777,2792.02003255646,1564.43393024784
FTO,2287.79446931615,499.381455968642,1912.71777495216
DAP3,1728.99466793988,721.46748820871,673.96838952053
SECTM1,1.41658431622421e-31,3.22655031912016e-29,2.59702283831559e-29
PAPLN,1.80083611507427e-15,1.81091381849852e-10,1.06200494822392e-12
CPA4,2.09997793574791e-15,543.351630503214,2.81615229779039e-16
MUC1,4.10884729692639e-34,3.38424970207363e-23,1.00679320390109e-38
TACSTD2,2.10851660682466e-43,1.25848543027463e-43,4.48710820286123e-44
RGS11,1.68852855943706e-26,1376.18608939327,0.0564063247348934
REG3G,8.84146866779723e-31,1.93014560887673e-37,2.49469309146226e-28
RORC,1.00308414200177e-25,1.11584870024322e-25,472.793657381637
LPPR1,1464.29254758251,1.19264841242186e-12,6.59406560606386e-22
OLFML1,5.99314015001175e-15,9.58641106240936e-11,5.07477462633297e-10
MTTP,169.602756252986,424.168376792307,1.46664501639792e-18
PDE5A,1600.02343680633,7.91481223138829e-10,1.04059948515524e-17
EPS8L2,411.883780806048,143.28842417347,60.6766754090094
PLCL1,1.52904764644728e-15,1.07447352214284e-17,4.70819899029753e-13
AQP3,7.47051250642361e-45,9.84487267760382e-31,180.655356938236
ABCC6,4.83135790490283e-14,2.63749915878815e-16,251.245938727437
PCSK1,6.52314277912807e-25,6.66551776244383e-23,2.487841897205e-09
FAM5B,1147.18801414075,8.03879132550014e-15,186.918217032095
IDO1,8.07306006462166e-14,7.62490216420962e-15,0.268626409490343
GPR153,287.088301958953,296.718532695057,1.41371096783801e-16
RAB17,4.15327939265827e-18,1.21645757811053e-13,179.332362219964
CHI3L2,4.64104389220864e-30,1.39016387050269e-19,2.69673766600784e-37
JPH3,261.364876753601,1221.09059771747,9.06924417938368e-05
CHST1,1502.57922657852,127.956801445629,148.843157070765
FAM83A,163.992179179186,3.69207590463171e-27,1.97116525198397e-10
ADAMTS5,8.82238686133624e-17,4.39770518303444e-10,1.3072018141309e-14
CA12,243.10719507854,1.01249162580666e-25,8.3200125584326e-16
CHRNA4,1212.50187576422,826.006074752754,4.78906476383413e-13
PTGS2,5.40204603213695e-37,8.52231474683438e-40,1.55499079445583e-48
EREG,9.9902224872554e-36,5.95396986303202e-24,1.80589016108505e-80
PON3,1.00813904787278e-23,4.68929890530498e-29,287.866774924332
LRRC17,1001.92476491355,3.19140323076196e-12,1.93053509270853e-15
GATA4,1126.37305504228,897.094963334748,2.39252615881924e-12
TM4SF4,5.16578826053473e-24,3.44595186514095e-30,138.967333344536
C6orf223,649.248209437333,3.37926289273103e-21,4.33946788441516e-13
THBS4,744.338296807612,300.580367390217,171.668144930748
CCL5,2.28368309538246e-20,1.36697374934641e-15,2.68636950198549e-24
PCDHB16,0.082549553536435,376.255106346827,2.95123597272367e-06
ECM2,245.117052472599,121.524603443834,233.29575376082
HMGA2,885.033105519178,596.471774078633,3.56103278838129e-32
METRNL,0.0141675981963462,1.52594747644175,3.09559397854318e-09
WNT1,1.96422466544143e-57,2536.80744073885,9.61924490098618e-69
SNCA,1.44255454601175e-14,2.56678226854214e-18,1.99641104522678e-12
GFRA2,1006.49043049065,0.212979251039633,6.48430226112022e-13
AHRR,1.27914967930219e-14,644.024504751317,6.36871884345068e-15
TTC39A,144.745338776624,1.646531809649e-16,174.207054141755
MRC1,9.28525064359347e-20,9.90055483502838e-18,6.8918960405066e-17
RPS27,948.19025621541,1.05004976298826e-13,1.12289373237254e-15
CCL22,740.828334000344,1.22151362889811e-16,4.73378001274778e-34
WNT5A,1032.7961115438,304.767737272819,1.83775038294136e-05
ABCB5,5.68904434632042e-43,1.45294329315691e-14,99.8929223192312
AHNAK2,1.21476178699595e-13,424.932278021886,5.01441599027491
PTPRN2,0.00607776311866669,920.589662717276,988.003691144417
MAG,518.298250533689,198.847707298716,211.938104894873
DACT2,832.675599807567,1.60925623459703e-13,199.44575076214
TMEM130,1.80858998922249e-19,1.79098972844739e-23,5.6437719856147e-14
GNG2,966.849384059101,0.0047800885004416,7.05703855616483e-19
C1orf38,6.77011247057994e-16,2.8876433611694e-13,0.000735811616465485
WDR63,233.52955446055,667.725588151962,5.0357870980831e-16
KCND2,4.91057588942779e-12,465.694660742313,5.63598510843393e-16
OAS2,133.39260162524,2.16725545257135e-14,103.771908523061
MYO5B,2111.29037657189,5.39159159024491e-16,1.93496846735613e-05
DAPK1,2.70714605643952e-18,6.86370579375505e-06,578.64359831845
SORCS1,1354.49957706901,1.92973230663498e-16,1.05170594335982e-32
CYSLTR2,2.6565092768337e-23,6.44720114372755e-28,878.381799671301
EPHA2,3.15482903965985e-09,1.01249062131559e-06,5.96418360288153e-05
HGF,5.08626948244813e-17,5.00373503498589e-24,6.63079161861095e-17
CD7,3.74768489570331e-46,1.85645478438901e-43,2.66659936730315e-45
FAM20A,9.68975470772388e-23,232.515220833811,1.1569292116974e-17
IL18,623.769478424299,1.70212512296815e-27,4.4093424625498e-25
MAP2,392.238891545595,4.02286762921303e-14,0.201330349945088
SLC5A8,2.69054366327421e-10,1.13971864734664e-11,1.46265315613747e-10
LY75,1275.02893564522,3.58581587931498,3.82151467151336e-17
DPYSL4,518.838191332809,1411.87973689548,181.604104866347
VPREB3,115.524232158177,1227.71294418755,1.26185950758375e-20
GPRC5A,1.31671105982049e-14,5.14483899676065e-13,0.489095884312959
LCAT,1.04938964646766e-19,3174.05990155735,4.60634327330868e-18
STC2,253.558692908737,2.64423125769723,1028.06020726144
RCAN2,0.0257291512157675,1.23781219276518e-08,5.05802059369464e-13
A4GALT,4.09328392579451e-11,5.87095936846301e-07,304.101738040215
CSRP2,1389.09590788039,1140.86501001837,2.18936624715056e-16
ITGB1BP3,7.36738115162867e-16,3.42379086890991e-10,236.3111953523
SLC7A14,1.39642142812226e-25,2.08563481748079e-32,642.350198595662
VSTM2L,7.81269613317075,1103.80778857693,730.94723736976
FCER1G,3.18396873885831e-14,3.12238514375235e-09,4.02037637155218e-16
PCDHGB7,474.829391615268,1.5056832725308e-22,214.601226783078
SIGLEC1,5.8092586277341e-16,3.85990969629574e-14,1.53540786502363e-14
FBXO32,7.83506085182114e-12,1.90070954205081e-19,1.90285296513405e-16
SNCAIP,169.770188789549,5.2267428498996e-20,4.55616461748833e-18
APLNR,1.89124917045826e-06,179.386583142901,2.155662052913e-15
CCL21,1.23051886696721e-24,2.51349277430533e-14,4.67787298173898e-35
CACNA1G,221.067132306706,714.1632142709,112.209567276213
GPR1,152.379458189941,3.1387842236854e-11,132.24988590779
CILP2,484.194031654048,1943.11251707695,5.28400611553174e-19
GREB1,683.288019783804,184.993288156567,570.60290869323
DUSP2,5.3401393089989e-17,575.932358053926,389.235400774157
LOC730101,1365.80906890669,230.490377674184,746.209555631316
CDC42EP3,1079.69365573875,9.57268950997771e-09,3.28891382059248e-11
CTHRC1,819.461322649732,0.0674590631368839,2.2998884062234e-06
LOC654433,0.104794040684419,615.467990580117,188.251287784076
LDHD,356.450473559695,2.916621433218e-10,495.693963621351
PYCR1,138.766120391661,707.854739708328,4.52451163482869
FADS6,547.799615317668,3.25600237276081e-17,361.094385301318
HERC6,292.181228591698,3.57568677587733e-14,1493.26036949287
CITED4,6.60654834881555e-13,2023.00916306906,10.6827045918659
BOK,3.32878026014664,758.592699547133,6.64688353648229e-22
KANK1,365.408877281342,4.62575063681087e-05,624.350306935883
FILIP1L,2.08660916839601e-05,4.60958190679912e-09,3.12717700090369e-06
WNT11,485.8900664372,2043.00808914237,5.91148877507311e-14
BAIAP2,0.0028151749206478,1136.956856609,4.17500687051683e-10
TPPP3,295.242579840497,496.443996429329,9.88372658563397e-09
PCDH18,329.356665994422,291.759194665885,2.22648650587582e-13
IL6ST,826.025329804345,5.08370914703113e-24,834.067537185249
MPEG1,2.66633525514291e-15,1.44224412427605e-13,3.40631935976887e-17
ADRA2A,538.475370239422,743.091419748881,736.041031216837
MAT1A,6.43314125675199e-06,1.58156555708524e-17,356.042931279004
UBE2QL1,1534.67370880471,3.05661208173975e-14,278.130493683521
MSI1,0.317025151996197,1141.85078494386,0.0369962653365306
AIF1,7.10776801664084e-15,5.2777396421845e-08,5.82120676181361e-16
PHLDB2,0.000206709444502509,0.121650365044194,0.492364231937067
PSMB9,4.52227952842046e-12,1.7536929476104e-12,3.09066960732131e-06
NAALAD2,0.00135423153763337,1102.63447565757,252.844659098148
PBK,484.530997434063,1012.40346034106,0.00822392777244195
GPRC5B,338.970378029619,2.62616068659609,4.1721322861278e-15
SYNPO2,0.000841675251030489,1.90589391916172e-13,1.30755074894723e-13
MS4A7,3.96720062624081e-10,5.46314613783631e-11,2.79429076050285e-13
SERPINB9,693.717304841544,0.136480012046418,225.827288036521
MCC,617.135111796901,237.612451099583,998.882440529431
KCNJ8,1205.28431099162,2.43151114251419e-14,159.849426698366
SERPINI1,6.07643259432772e-06,7.57519268828353e-10,3.07642465680925e-13
DNAJA4,831.265632355793,4.50407822613471e-08,479.436878569335
DDR2,965.0648497881,5.99520604809839e-17,560.280682577924
BDH1,553.081123258502,74.6522413689639,749.622859876724
PGF,529.67881256921,1819.5671557513,7.31364766299674e-09
TMEM100,367.58107182963,4.9611167915712e-07,243.085212283054
SERINC5,1209.38557631382,7.76796175759427e-23,480.701415770718
GFPT2,137.143314706845,7.92603129152625e-11,249.999624797575
ACOT11,6.13612735406086e-20,4.97355574918484e-20,643.583277670496
SLCO4A1,419.772309735688,6.78219569575687e-15,969.123650212767
PPARGC1A,2.28601146821655e-09,2.12915924245341e-14,0.0154661252893152
DOCK3,718.865875468059,3.58881918166015e-10,1.23598653004611e-05
CDC20,6.02236409091028e-07,948.200851220435,1.05833484730038e-12
PITX1,902.652866599907,411.533159720055,1.09670136743678e-13
MPP7,8.1960499059485e-06,1.53359846058579e-16,540.150817794719
SLCO2A1,158.978926849668,159.21171269629,206.913494060344
NCRNA00174,4.14208910969882e-07,537.587436892559,347.588326035341
FERMT1,481.498040656782,0.302491041984054,1.46065805330216
CSPG4,166.162724980488,374.854599219789,395.431812113778
LAMA2,1043.88429726809,2.75729049206489e-05,250.234796495274
DPYD,1.62581404101499e-14,6.80386387460935e-16,211.069257642421
SOCS1,8.99589515717354e-19,1217.54906411219,384.493006223533
ZG16B,8.25740577010439e-15,0.528657850232609,1.0227276095758e-09
LGALS9,1.06886319884159e-09,374.149340921702,6.03773942307752e-09
FAM13C,1067.25837081315,0.0417492278732487,866.854556303629
ODZ3,637.663538641532,351.533026483996,328.743602361691
APOBEC3B,338.031878879321,538.608396000563,114.220970184219
CACNA1I,356.367234596078,1061.73316411605,785.152889853917
FBXO10,2.3496212871927e-06,969.357398592157,0.658455176163885
GEM,224.147567852304,0.21505549241127,0.0959173029309847
SLC13A3,33.4216847470014,495.996954746598,1225.0106246718
IFI44,304.871578646634,1.16111434660564e-11,586.332297028404
CCBE1,1.0152113158396e-16,465.094093131637,439.748687990662
TNFAIP8L3,1.43411534459695e-16,3.29890371796722e-15,226.13362508179
GBP3,227.850730564331,2.18671335307333e-11,421.94984675962
SQRDL,0.0785502204550852,9.83391872659965e-15,644.362465516679
TMEM150C,260.224422098104,3.38392037058603e-14,726.206490391786
SMO,493.77338235036,1565.04008854686,395.478333059062
MC1R,1.57679722788997e-08,2026.08034250571,394.130640267752
PROS1,111.356029747774,248.806958526351,199.65023326369
SEPT5,748.959071978524,2241.93723676783,0.0198648041449714
ITGA6,637.300356847383,257.708452902532,42.8147683008522
EMCN,363.689814929053,492.594832390972,2.94631753037239e-07
ATXN7L2,6.99231478911374e-14,3077.83623515728,6.7039466527707e-05
HMHA1,240.964661388728,660.006427320785,73.9299427935109
LMNB1,547.263364460931,869.742310566754,316.736270334805
KIF21A,1192.03376320498,7.41487786595183e-17,308.28102926067
EPS8,0.00929086096402706,0.0947093403706952,229.698266281615
CBFA2T3,21.0583994407677,533.074761124167,6.41689231412372e-06
CYGB,60.771938861261,439.193280771847,3.32548042864178e-15
DDTL,686.903880393672,299.354947021616,194.363543476003
BTBD11,6.20573538449887e-10,240.606896743615,320.087284546466
C6orf115,698.417866074145,7.59459516444654e-09,449.614311729657
ACVRL1,119.719820662773,194.45940124871,86.6339979815674
RTN4R,982.407575432478,0.0692356275549782,143.114076863306
KCTD17,681.060249281322,30.0021916123175,1199.08951522071
CLEC3B,3.70577732763757e-15,210.68969598474,59.6284569136166
RASSF4,3.59443858786305e-09,276.37143625139,0.0174455493848325
CKS1B,668.471780045111,447.676568431547,3.69590512602776e-09
RBP7,4.12621615176615e-08,0.333448314130459,251.488967764873
LOC400043,711.638464347245,445.648726447754,112.911984262643
IFIT2,611.304513375537,3.64579039152523e-13,1047.13422576149
ZNF423,1.47977864065313,197.070371781525,864.290235507017
RHBDL3,1513.91313814391,911.696811024494,378.482725069513
ZWINT,428.014704700099,1179.83829753855,98.3242025834792
CRADD,262.637976031049,1.35314805222268e-09,592.614720518587
