S1,S3,S2,ITTH
TCGA.XE.AAO6.01,5.64074747092117e-06,0.1687500302815,0.831244328971029,0.413222620597248
TCGA.2G.AAGF.01,0.241595848496317,0.758403833415092,3.18088591246391e-07,0.503287150574467
TCGA.XE.A8H1.01,0.0984234302389212,0.719974553019853,0.181602016741226,0.705011359105912
TCGA.XY.A89B.01,0.0607996348061857,1.52043504339861e-05,0.93918516084338,0.208758840227287
TCGA.XE.AAO4.01,0.0527322691735288,0.0936205973591945,0.853647133467277,0.466029625942526
TCGA.S6.A8JW.01,0.0513614550155244,1.55069744890508e-08,0.948638529477501,0.184327914903719
TCGA.XE.A9SE.01,0.0895428264439657,0.121204945816101,0.789252227739933,0.599517700508235
TCGA.2G.AAFG.05,0.0535952048935488,0.174364908142522,0.772039886963929,0.601780519217651
TCGA.2G.AAKO.05,0.15887239827618,1.66349244132919e-05,0.841110966799407,0.398677614800549
TCGA.2G.AAFY.01,0.14902223984909,0.674527049929401,0.176450710221508,0.778591093131887
TCGA.W4.A7U2.01,1.07140901460081e-05,0.0669280128213433,0.933061273088511,0.223692900560692
TCGA.2G.AAGV.01,1,3.30530494810419e-16,0,1.09265838964099e-14
TCGA.2G.AAH8.01,8.87477843870904e-06,0.125513255847506,0.874477869374055,0.343959948921919
TCGA.2G.AALS.01,0.370209959131017,0.579082749790421,0.0507072910785623,0.760435611999238
TCGA.2G.AAF4.01,0.0318770107137835,0.0333958023087733,0.934727186977443,0.260748810818703
TCGA.SN.A84W.01,0.735196871695405,0.000643085052232796,0.264160043252362,0.530246295613553
TCGA.VF.A8AD.01,0.00133902247680177,0.78091109747416,0.217749880049039,0.485988587805391
TCGA.2G.AAEX.01,0.0327161425784499,0.169834645313819,0.797449212107731,0.54021132665696
TCGA.2G.AAL5.01,0.529889375369851,0.185592195246822,0.284518429383327,0.916363674358086
TCGA.2G.AAF1.01,0.0712715204391924,4.88556619081294e-05,0.9286796238989,0.23433730345958
TCGA.2G.AAG7.01,0.116606717815918,0.648916061858102,0.23447722032598,0.793083996829397
TCGA.2G.AAGG.01,0.569612082615805,0.215631118733564,0.214756798650632,0.893623014335669
TCGA.2G.AAEW.01,0.0829076453903958,1.54960441036318e-09,0.91709235306,0.260159180635203
TCGA.2G.AAKD.01,0.0175469385660055,0.891325207462384,0.0911278539716104,0.356613025017721
TCGA.2G.AAH4.01,0.564772430640921,0.202298034961348,0.232929534397731,0.896886525814313
TCGA.2G.AAH2.01,0.741802202742422,0.0926068414837067,0.165590955773872,0.673281584253
TCGA.2G.AAG8.01,0.054741772271452,0.803042523985933,0.142215703742615,0.557572775412079
TCGA.2G.AAGT.01,0.393237635691473,0.370781448497928,0.235980915810598,0.979099161443192
TCGA.WZ.A7V4.01,0.0896495928552039,5.48453834616636e-08,0.910350352299413,0.274644047001547
TCGA.2G.AAFN.01,0.0052996371741495,0.974249782913222,0.0204505799126283,0.120819727231735
TCGA.XE.AANI.01,0.799908256031417,0.00295248669899706,0.197139257269586,0.469599917092813
TCGA.VF.A8AA.01,0.0621276568348392,0.0621680875884197,0.875704255576741,0.420123382189572
TCGA.4K.AA1H.01,0.436560396355441,3.11301649038317e-10,0.563439603333258,0.623583307153593
TCGA.XY.A8S3.01,0.125643083769118,0.700316180477476,0.174040735753406,0.741295172240991
TCGA.XE.AAOL.01,2.38539756549092e-06,0.149755875538304,0.85024173906413,0.384410660526071
TCGA.SN.A84Y.01,0.00486776733622536,0.795077625626777,0.200054607036998,0.482577838763587
TCGA.2X.A9D6.01,0.123492859414571,0.000165025232264,0.876342115353165,0.34171064306733
TCGA.2G.AALW.01,0.731697022260966,0.0869509568691668,0.181352020869867,0.683197321045302
TCGA.VF.A8A8.01,3.78027022804305e-07,0.99999962197175,1.22721666484549e-12,5.43270722351224e-06
TCGA.ZM.AA05.01,0,0.102508850541398,0.897491149458602,0.300889379311989
TCGA.2G.AAGZ.01,0.223765937704089,0.665929788957501,0.11030427333841,0.772726792340619
