S9,S7,S3,S1,S10,S11,S8,S12,ITTH
TCGA.HZ.7925.01,0.0402724339079513,6.83147420613205e-05,2.1192160394258e-05,0.203832614945563,0.0211730298151554,0.0405331555947732,0.694022221280204,7.70375538971065e-05,0.442526506550218
TCGA.HV.A7OP.01,0.124209246241443,1.69129656835504e-06,6.19388551153143e-05,2.79623128338131e-05,0.0114833920094614,0.864108104670488,8.24051154258431e-05,2.52594986646363e-05,0.21089136026186
TCGA.HZ.8315.01,0.0159740342557308,0.00998032812252188,0.00287169797273536,0.430720605856847,0.00437275465741079,0.00339303870661162,0.394893319170292,0.13779422125785,0.564925401935819
TCGA.XD.AAUL.01,0.177471973191588,0.000112948632571029,0.00963857215728004,0.484066899646012,0.0317469398830671,0.0231946940314099,0.0242494452913893,0.249518527166682,0.643066758941567
TCGA.IB.7886.01,0.127404564499751,3.44902272182684e-05,6.07188015130447e-05,0.411567089330331,0.104071201936628,0.164985246268347,0.163093679197378,0.0287830097388344,0.749949430999419
TCGA.IB.A5ST.01,0.000837242228283555,0.00719581610007481,0.0131807575370121,0.0865771350760964,0.0337354620204522,0.100906891213183,0.662306046750604,0.0952606490742934,0.55445610095819
TCGA.YB.A89D.01,0.0262276395344797,0.02195880038471,0.0574800204754022,0.490047574279109,0.010370326417271,0.027112328297195,0.300219331083671,0.0665839795281623,0.663582385649566
TCGA.IB.AAUP.01,0.00096481672584346,0.00115744071510386,0.0416958207548151,0.107562535814564,0.0453176718176187,0.0842682096015203,0.590694289426085,0.12833921514445,0.629966049222273
TCGA.IB.A6UG.01,0.000487214334598006,0.0431172352174402,0.0112606485219978,0.051015323286441,0.00115257031062059,0.184026625275456,0.0987816904766405,0.610158692576805,0.572746092928274
TCGA.IB.AAUQ.01,1.22028447761205e-05,0.0354993078318855,0.0586227908728534,0.265511006577367,0.000137400426609406,0.0429503728101585,0.221386455818119,0.375880462818231,0.709351640260449
TCGA.3A.A9IV.01,1.74337831305519e-06,0.315297960452462,0.660350079060594,7.08434378868119e-05,0.0242572854402953,8.40789225218042e-06,1.28102478468181e-06,1.23993134124204e-05,0.35063916168127
TCGA.FB.AAPS.01,0.00171780118724764,0.059853622947517,0.0303192697409526,0.0669370964433426,0.000876318531969251,0.246667414681539,0.593258248334007,0.000370228133424688,0.543695347812921
TCGA.FB.A4P5.01,0.00105570241875585,0.0105311240548461,0.050625824998337,0.163639420100168,0.000280638795950773,0.0567495415386624,0.620614656150447,0.0965030919428325,0.57190360798748
TCGA.HZ.8002.01,0.0615218274703414,1.50699360290974e-05,0.0196236017973065,0.000245491557536786,0.00394647732411636,0.0150457920847669,0.871477791126372,0.0281239487035306,0.267474973614402
TCGA.US.A779.01,0.0156962230012963,0.00266519459768043,0.0471167964243822,0.757330361248325,0.020141384666954,0.114175614770438,0.000197536011164898,0.0426768892797594,0.431925599915746
TCGA.HZ.A4BK.01,0.0532624154345022,0.0163110044346254,0.00163885346537539,0.499907419359079,0.0127609572042708,0.0345334420898894,0.239651462594862,0.141934445417396,0.659696460543927
TCGA.2J.AABT.01,0.166422798501748,0.000124110996200965,0.015579082419187,0.499227438069278,0.0375070009337785,0.112264508221074,0.128334567285833,0.0405404935729005,0.708501935854658
TCGA.HV.A5A3.01,0.00292204877316966,0.0123469900978284,0.00585504778505086,0.446444437446711,0.000556069148995226,4.84097619019759e-05,2.67742583375569e-05,0.531800222728006,0.385772975041314
TCGA.IB.AAUO.01,8.67643203854022e-05,2.83854578356529e-05,5.53528634120176e-05,0.313620541482942,9.06837356607453e-05,0.110745339533553,0.000134927938200503,0.575238004668011,0.446827061236561
TCGA.HZ.A8P0.01,0.031767746371072,0.0322228756489703,0.00396613429452542,0.623746341645925,0.0349913015414643,0.054631567162192,0.183546603438165,0.0351274298976867,0.597057529700972
TCGA.3A.A9IU.01,0.000246969415330947,0.000833632921415517,0.00818451077983687,0.494056353256413,8.61770290227759e-05,0.0212378915439718,0.0147099144205567,0.460644550633452,0.431554264656248
TCGA.HZ.7922.01,0.225750917625149,0.000885205428911189,0.0313954262117753,0.250359711599708,0.12001510842022,0.0380479695330484,0.0679485171844718,0.265597143996717,0.822936085005665
TCGA.H8.A6C1.01,0.207634621702245,0.0101090974328973,3.40938958086768e-07,0.438293394499741,0.00571260702275644,0.126074383087866,0.155716144644258,0.0564594106712786,0.710208508973747
TCGA.HZ.7918.01,0.126209636827039,9.29452817902562e-05,0.00157598222313302,0.000198848029735178,0.0144023074183478,0.0152312111570595,0.842198750184099,9.03188787963985e-05,0.261724916642168
TCGA.3A.A9IJ.01,0.000220661659249947,0.00346675681968789,0.753059237518861,2.73448861290001e-05,0.000117291484518984,0.130546398992863,0.104155277384142,0.00840703125454813,0.374127768393716
TCGA.3A.A9IL.01,0.000324255773535901,0.119080635650563,0.749066213389855,0.0103107867402212,9.60643796824794e-05,0.0514188507939803,0.0626483172142447,0.00705487605791749,0.423951956063913
TCGA.IB.7889.01,0.0173240405637316,0.000405553969645274,0.000178306085669066,0.172062956286947,0.00347127317299378,0.203111988964559,0.366750093269957,0.236695787686497,0.687756741825664
TCGA.FB.AAPY.01,0.0287200972250184,0.00909228470935183,0.0075180531739688,0.544026661942187,0.0212755426841781,0.127234745583683,0.222474539516343,0.0396580751652706,0.634421924767004
TCGA.HZ.7919.01,0.171313088867361,0.000695493650399132,0.00749044834770143,0.474573752520474,0.0219601354599181,0.00239596419628327,0.115823286519576,0.205747830438288,0.659299892959648
TCGA.IB.7891.01,0.116799887888918,0.000477296985795402,0.000108810036871696,0.000132352080747119,0.0190093513176237,0.0736719124144909,0.781794779858687,0.00800560941686658,0.363175592981841
TCGA.IB.A7LX.01,0.021322619042071,0.00338941338682819,0.00265963553099093,0.053203889717136,3.04871744280946e-07,0.0255172798171326,6.47611284447664e-06,0.893900381521253,0.224640118220737
TCGA.IB.7893.01,0.182272472809137,0.000223839258550608,0.117472907953292,8.48827824237252e-05,0.160704111282642,0.263321243125079,0.0481756496584498,0.227744893130425,0.814045616092173
TCGA.2J.AABA.01,7.67353703519884e-06,0.0278187895042504,0.00675889756994941,0.399275181256691,0.0248530503880914,0.0326561253751667,0.427310369355871,0.081319913012944,0.61123843675356
TCGA.US.A77G.01,0.0570017931394413,0.000259727864560371,0.0288303419822001,0.853580275011214,0.0206425470438166,0.0038812892272972,0.0153309462580236,0.0204730794734467,0.311682147472165
TCGA.HZ.A9TJ.01,0.0246759551228737,2.3277819889023e-07,7.40234015260207e-05,0.5449495426687,0.0320440288471213,0.106361875032683,0.0674836539982921,0.224410688150605,0.619749396242566
TCGA.3A.A9IR.01,0,0.0256557937292353,0.933423746867091,0,0.00381555982552269,0.0371048995781512,0,0,0.145114602614076
TCGA.IB.AAUR.01,1.20592935688346e-05,0.0247292296251114,0.0014434160818268,0.0501692324735703,3.47462280068712e-06,0.0794190729965358,0.751116324149918,0.0931071907566681,0.427234901313583
TCGA.HZ.8317.01,0.507037394298128,4.18036092330606e-06,3.63464187754778e-05,0.0193993628245586,2.6302972042886e-05,0.00017557685727292,0.345029955882893,0.128290880385406,0.506703525894039
TCGA.XD.AAUI.01,0.0455951708374896,0.0123813011643211,0.0386580751046265,0.245301375422738,0.0285352450264271,0.0469884828780239,0.326349996527307,0.256190353039067,0.781527768673344
TCGA.IB.A6UF.01,9.54940582510638e-05,0.0497482120036247,0.00012514347579539,0.242735264762573,0.000267527792498942,0.0737373161011023,0.126622855190732,0.506668186615423,0.623032367413623
TCGA.HZ.8637.01,0.00035631617841496,0.000169452237273708,0.0900050810858859,0.000262783367778588,0.0143155459716407,0.0686254361925855,0.826009096638649,0.00025628832777172,0.301928719630225
TCGA.HZ.A77O.01,0.0635625117034988,3.28741664874965e-06,9.61901879840911e-07,0.200241045670993,0.00394611097153809,0.0966759533998607,0.0515249552804284,0.584045173655153,0.58278051621139
TCGA.3A.A9I9.01,0.000793690212234225,0.0330644648242708,0.051081798345319,0.518809450271373,0.000307477379865181,0.0929590841846575,0.1320172784191,0.170966756363181,0.674886264629373
TCGA.IB.A5SQ.01,0.00126953082373817,0.0157339408996222,0.193559839611342,0.10095222345563,0.000162731283668104,0.0621346241234805,0.362401827352788,0.263785282449732,0.729314446242429
TCGA.HZ.7289.01,0.016970579463433,2.58973654182542e-06,5.16451883032144e-06,0.0617533017574509,0.743653398287566,0.0438072869566626,1.8257185836425e-05,0.133789422093679,0.417337696368738
TCGA.IB.8126.01,0.0447996049203617,0.0241546783354341,0.0369461036852247,0.00418664506820121,0.000817126387178559,0.010233470160325,0.878177827760613,0.000684543682661592,0.262385791287051
TCGA.FB.AAPZ.01,0.0290625331929491,0.0237952584590498,0.00647741085969603,0.259062395816666,0.00711681370321683,0.0246670544411103,0.249627685382415,0.400190848144897,0.679888665781104
TCGA.IB.AAUS.01,3.75214052001859e-05,0.00261769661621205,0.000301906773782909,0.140384098643214,3.14893354470911e-05,0.107092822561839,0.749321579140406,0.000212885523898739,0.361463266777769
TCGA.2J.AABE.01,1.58441219187407e-05,0.0324130778078783,0.00889848761197606,0.673929649547221,4.95938112433687e-05,0.0479243591754699,0.121296961775718,0.115472026148574,0.514820019002236
TCGA.3A.A9IC.01,0.000224127527740673,0.0557193860848955,0.000408048516049301,0.75799157902309,0.0230255401379434,0.123037730528563,0.0120950626114326,0.0274985255702859,0.419741539754338
TCGA.HZ.8638.01,0.942098572593252,1.3783028395364e-05,0.00417323613501239,0.000157514965198702,0.00354691011502095,0.00292311602826512,0.0470703160804006,1.65510544548363e-05,0.125847404247309
TCGA.HZ.8519.01,0.0197147202789241,0.0176845047970112,0.227106421377673,0.0728043812625641,2.12078392681703e-07,0.0184759017511477,0.637196458657277,0.00701739979700948,0.515464177592249
TCGA.HV.A7OL.01,3.50671080709118e-06,1.41537509986789e-06,4.69743723150214e-05,0.812379106230547,0.000433163062009748,0.187079841504211,4.70436498219591e-05,8.94909518866091e-06,0.234124554834716
TCGA.Q3.AA2A.01,0.16431875102439,0.010790361271327,0.00195938130705932,0.568564642321334,0.0105146475170321,0.0906336636444261,0.0807159446323001,0.0725026082821312,0.6433343264649
TCGA.2J.AAB8.01,0.0528973129309242,0.0258259706040353,0.0158502736189041,0.618376902593956,0.0213480864171498,0.100350078004486,0.13569420944853,0.029657166382015,0.62566595467929
TCGA.IB.7888.01,0.120643253622535,0.000183989904952158,0.0298432217733374,0.0487486716877178,0.0156861392565593,0.0329669673097751,0.751767621026723,0.000160135418400972,0.433951483154995
TCGA.IB.7645.01,0.0772950353865323,0.00048766561086863,0.00617550977329503,0.0873321063775562,0.0227332053430468,0.00630292774672626,0.742312263314698,0.0573612864472769,0.456398288061395
TCGA.3E.AAAZ.01,0.0899090428473683,0.000187643277718123,0.0261458593719867,0.429174121574065,0.00777807014784932,0.16694550891876,0.0204342341042358,0.259425519758017,0.693777553042955
TCGA.3A.A9IX.01,0.00270450472434252,0.0205746952690611,0.0129572735496954,0.0916600731152901,7.60333868937364e-06,0.0355385019218487,0.770239614387308,0.0663177336937646,0.418837454826031
TCGA.IB.AAUM.01,0.0571110464118984,0.0293122236409606,0.107476988017515,0.135004861025901,0.00791994657320255,0.0968131809239844,0.566342215106142,1.95383003963922e-05,0.655757820934176
TCGA.IB.A5SO.01,0.0530814046736797,0.00863031661357708,0.0166626164066236,0.43911547098435,3.42046824839796e-05,0.0223054061533856,0.434368722491687,0.0258018579942125,0.561795202536045
