S3,S6,S5,S2,ITTH
TCGA.34.8456.01,0.408121244474448,0.558948866467388,1.44820912757788e-05,0.0329154069668878,0.57954652168751
TCGA.66.2755.01,0.0112730381599857,0.808778404127574,0.179948547721615,9.99082582306496e-09,0.382918555497637
TCGA.18.4083.01,0.25884768143534,0.703770809674969,0.00904931822150135,0.0283321906681892,0.534244248229453
TCGA.56.7222.01,0.106305143208848,0.682400003309786,0.0597435455239985,0.151551307957367,0.687688987515862
TCGA.52.7812.01,0.125324186416534,0.667359194460555,0.164137974041303,0.0431786450816081,0.69427379548479
TCGA.94.8490.01,0.372867298465013,0.231431240581085,6.5108572998543e-06,0.395694950096603,0.774345063878833
TCGA.51.4081.01,0.704394833863535,0.223467048057466,7.7912992729638e-05,0.0720602050862699,0.556857535484887
TCGA.39.5028.01,1.0705323333966e-06,0.250868890893397,0.232483820234554,0.516646218339716,0.741035060978031
TCGA.22.5482.01,0.680049725373441,0.012597493190062,0.05843384666869,0.248918934767807,0.598301646373677
TCGA.60.2725.01,0.103309440859347,0.663033188195734,0.102250193510283,0.131407177434636,0.726270641669046
TCGA.21.5782.01,0.117541315978372,0.608495084974353,0.0545584678881845,0.219405131159091,0.754107969861275
TCGA.66.2800.01,0.498087412447867,0.349527850396984,0.125236022511596,0.0271487146435525,0.773764435202153
