S3,S6,S5,S2
GINS2,800.315523641762,580.665716966921,2322.92260538851,61.4058108408178
TSPAN4,0.0181188646647097,289.532000327583,976.916296639469,0.0566411629610762
AMACR,86.5178240926898,677.482917144809,1250.25206629704,464.444393850089
ZEB2,313.829927337307,200.584588081436,85.0242041236169,9.68478843123376
RORA,1076.85938459703,304.859219202927,0.00150357982145114,736.11109961008
RAP1GAP2,861.414128278795,513.506060310147,0.192467002342432,138.692140232454
PTPRM,24.3584141824462,543.889927234237,5.73378305354517,111.426473923901
LAIR1,236.195308032632,154.529349054057,657.547106204892,8.51376505480301
SGCE,432.300370640685,468.542594573467,1630.68966301444,5.29222728357728e-09
EPDR1,697.813908895883,264.4845725469,289.999871748372,9.85428315663927e-08
MSRB3,253.025831012314,140.082099875871,394.241905835636,0.000309884316194563
PABPC1L,201.703912685569,977.475405300034,178.975118557743,74.0778871139704
CARD10,273.736764768421,192.027678969619,287.093453702716,950.799104977464
NUPL2,734.803281142306,667.059612003978,1009.84966233525,545.973158224771
RAB15,1147.37242425815,629.50399941011,154.645144134655,228.956977697126
GLIPR2,103.826509987762,374.90799237125,1668.49661890517,63.4388523056081
SLC7A7,170.350624634093,133.789867569944,1206.07463694631,0.0733046876936664
RAB32,489.400812853427,321.546306530845,3078.35854456914,46.5945073489118
GSTT1,528.979333899747,384.243171206491,383.865034700757,649.177253668997
FHOD1,134.663774195995,447.877821866591,486.731638810818,448.807025280468
TPST1,658.945712675767,193.766432125366,1046.67703221109,310.837230654688
ENGASE,503.553713551766,917.174880102674,0.000510027580890286,509.022133373083
KIAA0101,617.714296409722,666.292996830498,2732.79046870791,340.729975075669
LPIN3,629.086619354145,848.092425121067,0.00981688112396176,1030.38774010932
ACPL2,802.070064234858,1002.96960129621,514.767720298531,84.5396945722137
GNE,662.579810916245,634.492075801831,271.567052163313,596.616490441443
RRAGD,1108.86640586175,574.971240259546,465.209998084927,532.418262558185
DNAJB4,1296.75518475579,102.488605535331,904.719133410147,0.400338496229926
IKBKE,484.055125404517,676.949793190115,414.758545675447,780.594204823506
NID2,161.590899499759,55.5456249711471,0.476582739573654,0.0617699464720775
NUAK2,485.569269690916,385.054269759426,6.55344042346941,1147.88650528475
DYRK1B,588.647160865568,924.450249200885,7.74443083237786,267.268253248616
FAS,79.9483700578284,413.592669166833,1168.00393239875,10.0804588164846
CENPW,296.724825771363,400.689982152096,1790.65711894934,1158.05521953861
LOC100132287,792.938972630315,891.964178105115,2.1995299112064e-07,739.230373317301
ING4,290.902617385713,840.757727739174,2941.94915730793,163.964693637772
FLJ10357,203.517940864053,611.375468832584,5.29990292643945,3.27850735915764
SYNM,727.442063965068,536.171362530061,4.0861276254644e-09,65.0920982163982
HKR1,513.240177647638,991.573697085432,63.5986077574768,361.693224381913
SNX29,333.205655707298,686.126330913897,0.16382061850808,134.22095647156
RAB11FIP4,367.275625922952,977.409287309178,22.049217551839,66.1591374164885
SCAMP5,657.02815622006,759.951709069368,164.591507491811,87.9739111644051
ANKRD22,117.437333574251,323.944890802716,1845.1582333285,961.258003558742
SLC25A4,724.855102682276,663.023407901342,2005.41597854559,350.717102344221
FAM83F,724.179702061795,289.663011833173,416.865259905796,1450.88614421491
PAQR7,446.398620559896,495.609954098053,59.2596852227169,1028.69577265286
KIF13B,94.4692862487612,489.287543745456,1.18586181977519,741.523220468791
UST,1060.74671176317,501.458819400203,4.16772076286537,424.130323743217
SNHG7,920.625624304405,636.106821609008,1066.1192566862,228.797815314305
DYSF,136.231492678568,224.4562437371,64.7608524282954,2.6860577270163
THYN1,409.174071803506,804.431359250572,1785.07632337311,437.754915596866
PLCG2,397.024475495945,455.591881344249,55.8564007696232,244.840686832592
