S10,S12,S6,S11,S4,S9,S2,S8,ITTH
TCGA.B6.A401.01,0.169559126682477,1.70752567298943e-06,0.226071431265366,0.0903473888128365,0.315751125196493,0.0573931810852088,0.026485236176415,0.114390803255531,0.830256416494472
TCGA.AC.A7VC.01,3.55002193223529e-06,0.0297109271293394,1.37376465682411e-05,0.131400643294993,0.587060277925495,2.65483496197864e-05,1.8842942916124e-05,0.251765472689136,0.49617455230049
TCGA.AR.A24P.01,0.124286283155353,0.0879358949149811,0.62220536565243,0.0782490167352418,0.0292663511233181,0.0255930322059638,0.0085223784261967,0.0239416777865147,0.622599384015894
TCGA.S3.AA0Z.01,0.100785857237922,0.0133348933686865,0.0861453807463272,0.0880391596393069,2.10585728803132e-05,0.0551774935470451,0.00973247547744356,0.646763681410389,0.577559620879807
TCGA.LL.A50Y.01,0.152645056624651,0.049118327810283,0.319076211576523,1.55745746993768e-05,0.363917048406871,0.0460400841344482,0.0109082399880882,0.0582794568844368,0.73294894076199
TCGA.OL.A5D8.01,0.432032435771408,0.00014481374328228,0.290882943988359,0.00966238900858545,0.159678994272207,0.0222354729312414,0.0474787213891921,0.0378842288957242,0.68006486696642
TCGA.BH.A0DI.01,0.573799764776239,2.59073708506173e-05,0.0309625063378424,0.0598897448908928,0.132501561305941,0.0825183605665684,0.0341117817824101,0.0861903729692554,0.671033490195394
TCGA.A2.A0T6.01,0.0757476106437675,0.000282979722663602,0.68812857125119,0.1720273662112,0.0440398281532602,0.0147285172327977,0.00458915960925998,0.000455967175861272,0.473984598831549
TCGA.A2.A0SV.01,0.0756659954179965,0.000147050590341191,0.128791620198778,0.346760667895471,0.133516254432788,0.142536940936423,0.172547079431943,3.43910962588154e-05,0.806903109034724
TCGA.BH.A18G.01,2.53066210173443e-06,2.51635179662178e-06,0.110360121047231,6.32303580562138e-07,0.233446453914692,0.0590745730541194,0.0153586802831823,0.581754492383296,0.54309082103413
TCGA.AN.A0XR.01,0.194753885876688,4.8537850992836e-06,0.453839154266356,4.69425671822749e-06,0.0852126500152046,0.0386402994547948,0.191096301195944,0.0364481611491958,0.697210184610458
TCGA.A8.A0AB.01,0.221250745810739,0.00798555857484716,0.515834619329568,0.0982767759375392,0.0361826578467831,0.0521263153848884,0.00195829181758195,0.0663850352980528,0.677168736069976
TCGA.A2.A0CU.01,0.73968067253483,0.0723940260098338,0.0313086100051351,0.04194364242984,0.0446725797446641,0.00242967578703692,0.00328894254354728,0.0642818509451126,0.482485884223335
TCGA.A2.A1FZ.01,0.347760705272196,0.0358824730502308,0.547314850224371,0,0.0354864416751577,0.00416292453698442,0.00502331460136307,0.0243692906396967,0.516968626634494
TCGA.BH.A1FC.01,0.109543481331688,0.00822041948822304,0.0274843842048278,0.299063641833695,0.141269468157553,0.0137458315704109,0.00780565255545272,0.392867120858149,0.712610651198717
TCGA.E2.A14W.01,0.187061240846486,0.000526834586917113,0.404106128895848,0.210891936573292,0.129128155844496,0.0636602817944596,0.00462457722571619,8.44232785308216e-07,0.71002905045104
TCGA.LL.A441.01,0.235196376550808,0.0142644355686075,0.0121875324713281,0.0696155728788071,0.13196686811408,0.0290062987814799,0.0220799282665348,0.485682987368355,0.694973658306506
TCGA.PL.A8LX.01,0.570898777984782,0.170177438699749,2.0650946275421e-07,5.89765064491649e-06,0.194102185394295,0.014710566507093,0.0310358481342326,0.0190690791197406,0.569870493900687
TCGA.XX.A89A.01,0.382846587840764,6.78194807168992e-06,0.0432009461676517,0.102768836712905,0.404211908823653,0.0513191701482923,0.0156374104123892,8.3579462731767e-06,0.635210360859545
