S2,S10,S11,S6,S9,S4,S5,S3,S7,S12
CCDC106,3857.55162333413,1940.20512956298,324.234841886422,2476.2441314822,810.605758439128,370.684540109305,56.3223278376549,161.687744266793,952.996906242012,207.537925249444
CCDC64,2648.88754097497,1237.15412520915,14.8382701472691,307.385946456333,1390.21361910753,1625.75743243102,1190.40194506645,796.089103012484,92.465231608079,3538.76046066452
ZFAT,299.586141358234,972.849921140999,406.665553792093,495.971367954022,2951.70361527998,2076.95704444602,708.433158634819,487.363371602593,1063.3514248573,0.00136899982733648
NME3,1691.72022127876,0.836402445027041,3415.28838055235,1830.56851694176,1003.51098297248,2.85283467806704,100.169074765921,318.150130679634,1712.83398065671,2641.80220637266
PELI1,940.335522865958,2688.22414867249,306.147522592622,175.565151282607,1030.38417921941,2145.23312753617,291.66161506144,2481.2757414417,0.000464362356285393,208.606704163904
FOLR2,995.779746913386,599.80429752281,2591.76977166689,1726.16576254481,2224.69324426175,353.68682034648,1.80332888810507e-05,52.7826851682833,556.563440443961,2425.26000989696
CLIP1,286.91706457308,0.0116218877518356,867.335827594322,515.073863656757,0.00441236649394894,1968.1834880251,1601.94139403145,1573.4570839993,3.09917708695238e-05,601.222525009146
TRIB2,936.796490493802,0.436728710504142,289.658586554023,454.132570501658,3.56148268995444,816.16301362358,88.0745720159031,3398.89279131105,0.00429497370881198,1008.79139864908
CCS,3634.08651625153,3133.80067947646,1241.97431314332,2221.3922748215,755.772553905731,113.190804482614,795.020297816164,0.0401006864878856,906.004909616419,2149.92519380441
FKBP11,14.6614465163369,3.44921614461107,12.4380350756499,2830.78244452475,3096.16441315906,709.218777870541,429.613083038892,1164.65102540861,1052.36253218022,621.05904830467
AGPAT2,1691.6978030012,2423.84980291389,287.658016020806,1031.40579018034,1634.56167461268,158.624859724663,533.137948321647,234.282946778338,4066.81226832811,2805.62847086796
DHTKD1,3.52969065362878e-05,447.662205159106,750.580367467217,14.5715834229935,1242.44871229925,1757.76836566018,1752.84744416763,2599.09418722497,3.4996568994772e-06,0.0583140481704951
C17orf61,4134.64037852995,1131.31159580045,1904.58482808794,2296.64568945692,640.213345098736,417.52969232419,479.583517024167,18.0776796139099,2147.62008176245,849.656582842056
HTRA1,1214.29729142232,333.704916931996,1394.75498323954,2370.87125260916,0.039116488191303,0.000151491610477647,1844.84097372319,1370.16292082791,1805.37537780777,810.212526524048
OSBPL8,1075.97233106225,393.078158509644,165.117980622553,7.5967335326046,74.5839991495269,1927.55482272725,1061.78019080704,3614.25794376834,1.2629181918189,415.478994157647
MPST,1701.24309841365,11.8849738988615,133.485295955908,2685.62999871434,1685.94094552595,439.158546975086,849.451857051574,0.371258608441555,2528.98949016342,754.804438019278
TFPT,3054.0070783078,2415.02367317128,829.6459412226,1955.83740648456,1531.1521619607,100.009378678439,216.185379832922,0.052742583900423,1929.24215780915,2651.10615852985
ETV6,0.0618077337061959,2.00060695520024,56.0107843402523,1044.48650572801,1114.96434718334,1842.98778513022,1721.33526415493,661.702030164935,27.9456576466259,1546.02250055849
PLEKHG1,0.183287956791523,28.4455203795092,0.124363214128804,0.000621987271080432,2676.25331559558,1654.30400164684,732.386922992899,2309.72268215558,0.805392078533997,24.281243506706
TOP1MT,480.313534512628,2823.83357812612,116.795829080303,2502.85632971375,923.06603663926,750.512322869841,0.0250268538960474,1111.45817933965,1028.1553670365,861.616059642671
NET1,1753.03341354779,1793.3672302539,2852.84771572214,1722.95019455445,0.134429492295827,627.0035832695,612.213318404485,1373.05206460755,668.680741563261,433.10993420009
GAS7,23.0483763004909,9.07462362621413,2928.81011840112,0.00509767291183737,17.6113835982977,677.048380712319,1524.16819841598,1263.19977565769,1424.41776534398,3234.96117170173
HMBS,1478.38136119092,1177.42341146587,498.801158986872,3810.77777618164,1350.14372715266,915.29408925091,1069.3355286922,28.1642301369843,2132.81569347539,318.697298171811
BTN3A1,9.11576348974675,1.77454595065415e-07,88.5625976252881,0.000139979902742536,1760.92090095171,980.939332171193,435.615707922303,1667.03093590018,0.649316928551441,2547.97715589994
SSSCA1,2589.00724659217,1880.7441878096,187.140397650988,3507.30314247396,1010.92629635421,353.430704913001,629.492646233301,0.143847907112894,2071.18633695356,1319.4796754381
SOCS1,1737.9535378359,1.04151922664598,1488.57040750255,1038.72221422837,4.19542868207165e-06,114.428075667582,673.928206729051,72.3645178320659,91.0177949606168,1728.59993630012
SIPA1L1,525.966728937683,983.383728638677,785.464495913182,178.697535643897,398.946021864474,2109.8506519605,1458.6014624728,1483.90551341298,0.578669506683066,596.476189615682
MED13L,540.770880675465,238.646370379809,717.978046167917,0.985390143289672,27.0515081473229,1958.4686310595,367.907858192189,1864.19289701901,5.32323940210511e-06,69.9036071200599
PLCB2,76.9385910980882,26.7652991518364,695.832796101484,0.177067336312404,1818.07421695121,427.252544529262,2257.22588728583,914.320758859582,506.184395959337,3386.84429899791
GCH1,483.094282383056,336.863054216696,174.17808233261,36.7080266067731,38.2390287152845,1236.4074544639,1294.40945774764,613.171097413925,265.227956473763,3782.1369215976
JUN,5.72404078846709e-05,73.1106459795064,1133.39197999093,424.065030940386,250.393954606835,1460.36067930922,1903.15839305177,943.126823560587,605.877504435693,660.164248253165
BAD,2755.32545097978,2774.51922081264,1305.31976996653,2858.63905314355,722.826296144142,84.3981282734384,833.17198930744,40.7878563907229,2044.76794772189,1783.43375817893
TPM1,677.015025728657,1847.93053329261,1628.47039055113,701.406110239404,366.843278999848,329.600795558526,4075.21381759872,928.786088269737,1122.73553528372,498.312014179
ABCG1,1322.69799330744,3.88648423151368,0.0819299174251177,749.691165459659,1218.83799265003,218.366451837485,709.754076081586,2148.289794762,150.93573112165,1629.5366780805
RNMT,289.399954778531,553.958843931245,398.423704076001,64.6735740765757,1172.23171667843,2044.74419883796,452.451050700718,1572.13291526524,409.830153927353,82.7367196421814
BOD1L,267.706135815597,309.662708940124,386.737298682424,0.135322325303883,544.563676519858,1711.39197759613,688.347352249906,2805.49132805775,3.93281832649674e-05,314.332731509759
MCAM,0.25491826873332,195.779178005626,112.454563161922,1622.13213887906,709.393292437174,1741.91655289957,3307.60598851403,1110.27017313652,115.022417096404,296.793212713877
PCNX,481.202191853038,108.974661252816,267.981307061424,512.314216367258,50.0458689116578,1991.98544398411,1527.0146123389,1285.17400950765,8.66504069751683,2341.23158419933
LOC729678,1019.5377876976,3430.26217263138,3434.52070048906,155.281788197901,582.984945441157,2.14362365383794,163.719172320602,1944.22362900585,1015.28330943881,909.435122842262
C1orf122,1676.04830075951,2266.50086038404,2000.71375230683,1800.70582573979,498.214389532012,12.0527705156214,545.3199451888,7.10963507315335,2399.83568022812,3250.60359066457
ARFGEF2,697.473200838885,517.345305027355,512.691658320331,10.9416783109823,735.737613386458,2017.52589165849,1177.96074235825,2346.36833874533,118.277970204845,163.305778358894
SMC2,191.29381970894,1091.83061705155,790.272988906021,629.031833843655,169.782978649833,2715.90746200104,1648.9300773877,2149.43128468109,173.509246237523,22.6438632214363
DMXL1,744.213440362517,656.865885628085,1012.11650271458,39.9341473640215,20.7068132362397,1176.14276219677,444.127071882639,3088.971821602,0.0152902248718229,44.7079573804698
EPSTI1,796.026233441776,1105.77577708282,954.36083386569,288.800739966682,429.927464014201,322.340356181815,953.145783249903,293.567091997045,740.832447444132,2612.38850218163
TES,1046.83318757778,636.840392791371,8.17281797515289,662.140331689774,533.965725008431,249.073374042011,2580.10694517799,2275.89389816483,377.18141647325,840.021225832147
ZFAND2B,2047.89774300073,1703.32802110868,1462.96727820051,2390.66696952565,2425.56882755829,5.9873833249724,294.329137903537,52.8152044434455,1929.5873772913,1751.1442212756
TMEM184B,755.803068822929,699.917020595733,3.97317225111636,29.3760854568888,1949.49789240884,1663.95866944203,1132.95882566319,814.787784288767,2012.13280425545,347.75381550343
CCNG2,1253.45441066646,1.54887252157186,1802.62870811417,0.000111245316743292,708.435096635825,419.422509434474,722.051434112691,3592.38412616446,517.162640614273,356.66248467224
PRKACB,901.656962679785,734.841461228797,1760.72514135313,59.7051212949198,769.33277203221,567.541132240634,739.739816158644,3511.94168379058,286.950264477662,1047.63813488885
HCFC1R1,3861.51406807494,967.879937260305,1814.23573890348,2129.85138484027,713.685119136315,260.478705563715,290.895553786068,8.50231388276949,2130.70333703337,1147.51470054183
SMC6,548.021943973465,212.469385619684,1047.81512552856,145.963066969755,1989.79603029882,2693.57495147304,798.465611765324,1261.72752231493,42.06103648023,304.880162587286
ASAP1,772.234972053394,320.715294776833,1818.51023370557,0.0515341413011472,80.8699419204553,671.608767532768,1817.48139257573,2862.60829499579,1.667951195137,238.829225816476
AARSD1,2126.99568106149,974.138838494608,704.368826575469,3987.55701578778,900.03347438343,519.214694038609,352.024404089873,541.62560097765,1387.52887515024,784.710907841264
UNG,855.813176497477,969.106213277118,1680.06805404018,407.77594335911,1392.32235461259,2186.58958611991,911.638685753034,2328.56170427406,1154.16540992385,343.29796965284
ABTB1,2694.44933044112,823.563963674491,2035.17184519059,373.04511450136,3289.7090106029,0.374279386660494,248.299247826915,483.333677377128,1521.37179227623,2876.54637903069
C9orf142,2247.20301896786,982.918255483456,1104.02700151653,2717.4802030974,755.702502520954,0.145170514866179,131.242202807923,0.145280334833282,1884.3571181874,2588.45248359694
METTL11A,1366.62317885963,1778.44335635856,966.258689702562,3299.66187149361,997.940581857672,481.357691885694,690.065578033942,3.55720440982905,2703.14960821491,1165.77034059459
KNTC1,211.129795011772,537.663279866083,589.1447199641,196.656304223368,1325.99172681568,2458.07860609002,305.682560202742,1672.01713019186,51.2243749024806,283.849152719331
ANKH,2763.56602865718,576.336112958359,33.3120199008451,362.337857843386,481.556941638364,855.708162118183,2773.14907189956,1926.05052595109,0.0584064153944669,345.130431210854
FGFR1,721.731918382067,453.275214380145,3287.84359863914,10.6032965017564,422.317659238686,485.79725344624,2998.49608885336,1290.87343793741,913.46206678604,288.674593385717
MALT1,827.4064280681,781.07311844686,3085.97324031229,521.624636097713,498.644500828486,1045.14778177858,868.963093481965,830.667243222334,47.1823862848861,60.6048419003937
B4GALT5,650.749475641217,1450.595622415,853.631156662193,160.263599073577,3.74818926172422e-05,1002.85596997389,1505.892473066,1583.50347003004,1124.79272680949,2135.69104694754
SH2B2,2644.15501023169,2001.68723218128,1316.18788984475,915.93389064908,1528.67567876358,122.820547143176,603.733972304643,1287.21567672646,1379.00723376365,17.3716030545397
INCENP,3.15615343615258,841.67510978002,184.188932719622,92.1712253864576,324.170559425713,2687.81501843983,1487.03114426969,1669.86778696001,105.558682387472,199.4610659216
CTTN,912.30906080576,285.416184795675,1014.71813980847,996.649299444185,336.188511265081,117.050356381743,2691.2635735364,1128.15178763682,2236.39386525011,1063.87711269967
NUP160,78.6047208367065,258.925120568327,424.293067632132,519.381428715485,369.815604514931,2692.94301200358,1502.97601847389,2066.0969762027,2.51622320636216,293.43108168538
CPT1B,315.340017848235,165.658606695365,3529.68208408221,1503.66538057625,2488.89057836176,592.821560825222,110.064488087425,0.148073058847981,453.130855565345,1572.62802861133
CHPF,1006.406234306,1907.55501170811,598.750905674377,1320.97899907509,2158.63101927046,290.824993150445,2237.59476892828,829.908834845386,2361.72753862153,1504.36489622958
TREX1,3326.34833957378,1619.59406015885,1248.11117387893,1481.12575818136,1532.51197470991,509.625003468501,311.581258992038,3.79718788904289,2598.04664333205,1557.01572227667
CMIP,0.000397010234354501,305.547762248445,1847.47711059962,60.3481139343211,531.062891880647,2010.3795740908,1290.81032488253,2301.29149972598,6.72727394125087,1054.75080188458
TNPO3,0.0419613461646828,213.792900211964,460.788459614604,0.000724594485639737,635.834202196731,1981.96099392647,1733.86413095459,2097.9905441639,0.0682576054737469,27.1565906487836
FAM129B,300.315744942978,903.570830042709,338.481983306611,743.226337017715,11.4644429289987,798.198178347439,3542.54834908981,383.858151518619,2622.73536432069,1296.77287684637
TBCC,1256.47035412288,1017.04634306261,1357.92422472988,1580.22146236219,845.172741981029,483.609818387365,431.743771637934,606.943232697273,216.99850858964,892.867023237417
CALD1,609.045758185244,1095.77898069086,1021.42012351016,219.958915699315,215.112535179337,874.186241778604,4396.45909952574,1659.24001218149,860.274265961348,1406.52145949635
BIN2,475.160031781157,4.23430037560939e-05,579.161579330573,0.164844641339403,1570.22776745257,606.461114768223,1140.5759346394,1111.80533024041,251.419507672091,2177.62742752797
RRAS,1096.84299998414,855.183812837043,1113.78790656885,586.258297191671,134.342654260194,1.15060831391491,825.445116430287,91.204770597482,3176.58392865727,3739.58127851038
SLC31A1,325.046988977483,1579.40845412478,17.3986473945549,828.7804287822,0.0255445278571098,958.284020825072,1376.04444734807,902.323663836909,887.783166888586,2551.96970669486
AP3B1,242.236307550032,610.464554681309,749.451434117767,190.183317370808,2288.69485297549,1716.79675762617,1040.8489275907,2298.46444118061,221.489701123561,674.262803990695
CTDP1,1131.25502132475,1723.03602386362,648.784419315566,664.451515848641,1643.42836592488,2141.25046780483,527.613016944916,639.084396596476,1074.34071962771,1230.84235513907
MDM4,778.133899253654,49.2548312266635,1413.64929194411,86.2774926440364,2513.25338066206,1803.43735556943,540.272377867618,2613.7280872787,0.144037890630999,599.534667757541
DICER1,765.740535970228,187.513323256117,105.711582738509,55.5028060854304,610.950957499489,2202.16439342211,907.790722525207,1947.97745156506,68.8166972060432,1391.82931274941
PFAS,98.8910454937638,259.321262566974,1008.22763252444,735.079319892563,1119.41789659863,2933.90153499857,1146.01085838702,1829.40526331043,398.492194411679,96.0046554455421
C5orf32,105.144518205953,2708.26609180282,459.651938277956,1072.80352300413,914.605695328386,766.988485289324,1130.27592569465,224.364917254856,2309.21528973063,914.571708277924
ID2,331.597441096046,383.23419899778,142.937265010377,746.946990951806,8.88507770255439,2140.01642952126,1276.60687348488,81.723336711433,1387.75815141731,778.788221805008
PDE4B,0.025968452158708,74.3066644287462,696.204289321386,333.734725854047,2537.27895434945,1459.60277166576,1833.85390399316,727.432485977485,301.062857197617,1869.70881554041
LIMK2,554.175782202783,124.717434171003,764.615884453019,1230.06018490153,115.82922626323,1610.68361426599,2340.07787535169,618.485842927682,461.516014225991,3743.18859201613
WDR54,1638.88437252774,1421.50821716232,1243.53520266025,3510.08956274671,516.771621249366,233.338609017235,376.212650835838,15.0485070502815,1353.98784828109,1105.00158250681
ASPSCR1,2630.99747007494,2724.99805588522,1482.35491362552,1267.36341933942,1470.21724860148,8.49083860768134,228.172446517735,17.411547614827,2383.21960967338,1366.30762003892
KIAA0101,408.924281611786,746.806584027496,1076.97557029801,1862.20382559113,99.5821614526207,1908.25199570673,671.887045543396,930.055529000039,2318.32742644445,0.0239652601276958
LSM5,1558.16871023478,2119.87285874923,383.92373599646,3113.89051876917,1381.5029118135,794.805721145263,544.77034775146,96.1689791790999,1768.40427369499,913.971525583718
RABGEF1,3429.8705415346,938.274378778846,3534.08482861701,383.083438704331,1081.86787841672,532.325820673087,831.644053554581,1240.18463993649,307.332989592964,330.004180179612
ZNF217,63.9530763336513,11.5520991514575,697.624670269172,0.0171735055752119,509.505098288369,1021.37037464604,1043.52409043474,2155.67664469183,7.17606290050939e-05,429.304567983688
ANKRD12,153.459546804457,953.095548838829,254.112321804253,8.6141233608208,631.150883340679,2383.04204804504,145.286819561967,1514.78632879836,0.0347393337518644,737.503663328938
ACO1,339.953703016135,1236.28498644194,96.0883233555936,8.84000611223473,799.95812250658,668.482591931337,1446.97434085412,847.277844873087,3547.15801988091,2913.53261918805
BCL9L,1489.51231541032,1072.58244159578,30.3284167283587,63.793598432055,374.990081638617,259.690571380062,1627.41663521513,845.252494803091,25.9234133641376,1285.07827283637
SIL1,1180.72562048791,2909.34575560933,958.083952589682,1432.05162722713,631.411270006985,21.092295786611,814.222595362889,236.74727565084,2653.91174328667,3166.64626681626
CEP350,1462.01496520474,442.616126443645,948.013729449422,821.865859684493,319.949030074957,1704.99613070784,1160.52938862678,3008.00183252975,1.2078612931135,679.770683889355
ZNF664,873.450384161171,295.533617347226,330.074591299558,1109.25911364956,1144.92054927413,2184.83361421496,842.312082784937,2656.68061092739,232.652591150883,534.93421073685
KIAA1012,104.13818362602,461.972404210596,130.589391079891,0.0185581775930821,777.021503918988,2062.57582782343,825.148780335335,1798.67193406664,37.1482763660077,127.214547495715
MRPL55,3137.36669561924,984.867932591444,1430.17997172077,2857.30146757031,614.879215088743,342.689723840844,518.205346375026,74.4994117484483,1851.38461812263,1499.02499556204
MAST2,1942.48037831128,2270.64252498644,1299.76485859169,602.50462591168,552.492464634129,606.02225697869,2035.28316039439,1057.86554157477,1013.84711740888,243.410790869494
SLC23A2,1396.39083340728,1616.71390379296,1681.31688420391,22.6747938897419,1091.97853319584,1481.15253022298,746.855089963864,2142.14138451596,1.51443246370164e-05,170.27686744654
TNKS2,41.4987617864056,387.249741430993,431.871713031746,60.1856612734768,848.311528638056,2161.44521099944,794.16497186255,2659.77781612025,123.169638425843,600.333670193528
BUB1B,8.05033719119492e-05,565.649306740601,565.412941211773,801.700941249588,668.025767331993,2784.49611779601,1466.78953483676,1132.47883545531,647.288058219798,0.00341414181052524
SLC12A7,390.644053204051,322.948128965225,991.045377465132,46.5594598472124,279.98810450831,525.681836317427,770.711258004012,1023.17134741197,1161.67309229195,3862.81549866208
PATL1,136.595146701185,214.665060800739,182.156644970361,253.221430761294,444.830470897907,1973.33735117562,2361.99850204856,1570.85335137603,0.13689271063601,524.10151033848
RAB11FIP4,1279.76819952644,1585.20744639063,612.037509968096,1533.37359755586,521.632978611163,117.865276959646,284.814314367753,2345.87036876245,0.121384175597441,1498.81476513953
NFAT5,266.729431742662,22.4778717241982,785.041530271248,1.9058707615156,1087.46289388789,1785.96248179564,1169.43710303246,1352.09740472217,0.36099304531053,370.322898972093
BLVRB,1566.90465006108,1155.78403443488,680.054999019746,1396.71260719477,1304.54764687246,158.207546516994,482.357590574237,286.682306846723,2288.40123439469,3657.75716657172
RANGRF,2768.63282861975,1094.77993763753,1514.626730934,2300.72525690807,1283.2770994884,481.845405067692,529.200191163576,332.287937478428,2206.29411551508,1487.82879887931
CNOT6L,1133.77772092433,58.9811706902707,667.354960304238,171.305038704408,531.580220721403,1996.78990040427,1212.97205338165,3042.49382384429,290.188572289773,1454.56856966621
CFH,480.780593822111,496.276672085579,570.909115589439,358.361891886946,8.6356009309548,1154.23510918999,2857.46508582048,1283.04863073654,1880.60370371569,2267.42521030792
CBR1,10.0919284366521,1441.67484594918,483.762889952349,1263.87580834581,113.227732188073,352.029994224058,1099.09198245448,249.472938614661,1419.19774544541,2683.85694378414
ZNF318,1718.05441801175,313.430658104488,1797.03125236026,291.621969314871,305.486914766276,655.659249358435,1145.81016015368,3005.36915830846,0.00699252241276335,238.208361936014
KIAA0907,22.2297411334696,212.237560305961,1164.70542244357,245.921992634512,1805.87711814298,2091.46690652672,812.081500608082,1541.4990403736,24.0374323291686,255.745773068582
GNB4,74.6157608407473,580.727714736226,17.5421887141541,263.724503175692,434.471100490472,1455.76879195567,1188.70540897909,1799.82048465992,920.728889073783,2640.09113958778
SS18L2,2930.14375855524,1008.30029271502,1764.91666791706,2714.98600996859,1053.8318791418,595.017640236835,627.704481742763,122.347995052101,1106.66462400881,1077.71132488935
PRC1,0.001415031753115,595.446627037834,715.528784214512,627.867957412485,949.679483773317,2921.58840058818,1855.19003957761,1332.8941461284,668.674787210386,138.975974276295
C14orf80,1631.87157182679,2576.95807003366,1037.28032115297,1587.52647684006,689.906488907589,382.914430880418,391.289723404648,0.184600371018682,2683.00415923618,946.294655688173
ESPL1,0.168357413461188,842.498425227611,927.189153123238,384.321416956674,649.041220619046,2655.27999437774,1507.61355407781,1481.04003004867,159.054264073686,14.7063237604234
BRP44,3248.40928284213,1562.64669784789,776.46153748921,1701.82104041436,1587.28271284181,591.016758937207,750.368399804041,1002.46832390871,2301.57943886823,528.140374628219
FAM3C,131.329891678558,2619.07775484431,2662.80044837465,481.99270877468,741.113030928266,104.656295576912,718.458924432625,1665.30888808105,988.346259147584,150.490783299281
HINT2,3063.49188467308,1687.72084611636,1222.39122240433,2567.18984490204,736.975680360419,216.12786334399,342.669117742083,29.2257320529175,1662.53205030983,1212.74650914653
ACVRL1,665.442192758669,909.930214670842,1351.72636580835,901.388281616246,386.140221924751,305.212834705073,1226.41804697876,461.957366733931,2785.57982495859,3808.45615965775
KIAA1033,0.862074336487292,293.446769916732,562.301631534235,198.175044589913,904.233384506678,1816.93277165739,833.262367824919,2674.00462491367,2.34741008586315,526.165071535567
SFT2D1,1846.90417479268,2349.92726815308,1176.04360621594,662.72449989257,1095.17548384318,77.5762040392937,592.635239049217,167.168350718628,2674.01371794947,669.756195668957
RNF19B,581.174774996953,882.595090367588,689.082941002535,465.123596661811,28.6324565023663,464.59189963419,2233.36231484427,1317.10788274052,1595.4038858702,1948.46720444794
FNBP4,13.9749838000566,91.0642283351924,922.49157408052,559.294268928271,1670.84558407486,2186.95433390443,881.151585148641,1996.37427013899,1.11603418291528,977.176000710904
TRIB1,656.390761603112,679.278365543173,373.283084951898,1158.21029025867,786.155912710115,190.577153258478,1629.66517698896,455.744755093386,435.030115748624,1098.05668493475
CDK2,177.51150483927,1578.64780734184,866.792294719871,503.567930722428,486.830449758571,2589.68823881183,1828.86137897766,2099.33827017058,531.889302050457,167.75180559936
ITGAV,403.325958788187,671.132724759882,898.15936900377,153.284451063101,0.0529356389613168,591.192868938267,3101.25168030034,1859.72751246375,1199.63145507958,335.459546163756
VEZT,1349.8187066117,454.494279960299,1314.83135071781,671.347777255924,618.661387389285,2449.85909429324,1846.81142949805,1482.27113769328,1033.42628349772,352.236338751295
KLHDC4,554.220839252216,1011.60715551131,2169.10986502644,2836.71435448591,1631.07569058027,995.334530545834,1079.32776731234,27.2594482271371,1746.22403457904,2781.14510060265
DCUN1D5,1030.18118720764,1418.13925118428,195.835661336334,3679.17151134668,157.797239364504,1014.22217175249,889.697695700293,347.002144064792,1358.38619159841,412.586127020366
PDLIM7,1542.28347300943,1940.72335448969,2051.86738182842,881.236822985782,1620.32524980353,417.055833632467,2447.29300178423,134.745327265499,1844.99653053499,665.80665250872
TRAPPC9,3681.96993457478,2204.84636949013,1061.92996096405,458.86857639972,649.511256005961,265.744060925488,311.321843551408,1112.00736210869,1185.7225677799,978.869927772108
POLR3K,1099.29524553872,1115.29810790768,878.408582354288,2613.93863536695,1288.11017908045,1238.59083512371,1024.78966843655,541.297443478417,2368.29211563536,840.246178971664
MYO5A,7.07875091411498,308.316847353045,245.519447564211,405.299787162482,289.805835633404,1808.70645265676,1799.94355637833,1389.80754087657,35.1902710265811,850.073069802299
OXCT1,185.232239619185,885.514523642767,1710.81078383404,1194.35864647162,335.349742102826,2515.23486328241,872.109606605208,1813.22598125602,318.586172661901,289.637784074571
SPSB3,2180.87895426838,1050.68264307465,2729.10510970216,1216.40481470709,2534.69272750423,268.361038987652,401.052234378873,660.325459263016,1265.63575962952,2438.19658616626
RBPJ,2055.68113947834,1259.38803200937,828.322074924429,2622.21619424774,67.4316907599654,250.12466091166,416.28166152518,4.32659342240091,1490.32658108958,2019.4395433727
VHL,15.838643885666,245.224405779028,1258.51796071905,6.39279541635356,1368.68675196779,1674.10236034837,1344.64999049663,2970.93350826432,347.649348296996,392.792062616516
ST3GAL5,7.30802909949333,2932.8932072902,880.269177561928,815.887658701914,1506.29042216684,695.089374829053,893.450074039492,23.7924931820793,1695.61529100475,2465.53157901675
RBBP8,143.113268185305,870.723544357327,426.224983618911,140.600698473505,1282.67738816418,2608.23368278446,976.528527555806,1080.12229319577,1247.93787510623,0.0682350457497265
TCERG1,3.29155590928691,468.24817715294,962.855714313678,683.213108814354,1059.57171058824,2632.84744425531,1066.61412595954,2237.48981995571,2.30156285351941,308.34792524245
AKAP11,272.64410702454,253.555345085262,539.994724930656,89.8319024139074,1038.91209996536,1758.19323825361,1109.78595906735,2012.33653617244,9.48296065848921,357.84247082608
CCDC107,1376.60247303128,1801.90492681078,2647.78540934325,2600.3309173303,784.618959341167,74.4941178841765,91.7290356149862,6.16211343194339,752.566396658708,1761.3275493169
PSENEN,3130.39076121577,2281.70479266075,758.787782252398,1840.58148826632,1316.96882880975,511.556421238584,712.664830620965,464.961765232197,2264.62473144326,1935.32353405745
NCAPD3,231.381354255573,1411.02616920959,593.286910725329,185.0568753958,579.413672745762,2401.63653139573,1905.76869442259,1939.66803938293,330.072476376475,148.849834030391
C11orf73,1945.90521087325,3121.72235363556,1282.53457364729,2176.43463483205,572.757719660451,338.406770396209,1285.70144218813,45.2291792841673,1533.12593191917,850.239224998271
SELS,577.609963756652,1009.38356273821,616.938760783111,1207.19336704156,772.933958412785,487.683517445212,1044.80622813296,605.696712117439,3265.33727920408,3913.54184591653
TSPAN17,1214.19359899238,788.926099984558,1260.10411641973,991.817073587307,1407.78986500809,425.370414676478,470.874988899713,594.146138392434,1756.36636740631,4749.27818044437
AKR7A2,3336.39829862819,1524.38787515624,1687.78661586337,1909.19412484852,1242.1981740195,959.186300367153,566.791358039746,564.358637105777,2050.63020605386,802.070204675058
DPM2,2361.42056153853,2192.12420008713,1782.67024761829,2567.43734206811,1404.43319562973,379.279735393944,678.216938045818,23.9925102738158,1517.72419296071,1648.27497678474
DDB2,2724.24429875334,1220.57795057553,1540.55928719553,1056.24138216239,772.037404966339,817.831466350556,1642.00771424478,35.658022671245,1728.15884774855,963.594118338947
CCDC86,447.811650621505,607.69288905162,98.0839448005874,2828.68858913319,959.665375429637,2124.60224276694,1234.59010682298,876.539192714409,489.186812453272,508.319032732479
SCNM1,2267.93751899765,1249.1543540525,1056.59991614233,3373.78094842272,1076.13217480878,748.551428450497,565.805251341505,423.151437126262,975.041188210248,1729.37052516432
CAMK2D,1944.41690887856,40.205143468321,2414.3497409935,883.025861920481,1792.49217625882,1163.97469358405,919.267088263868,2970.98668419577,270.460299707186,516.458847535683
POLR2F,2371.26217511388,1082.97978929259,524.130055518536,3633.92103471391,1011.05011438452,794.599916536723,356.837685966852,441.3321090632,1994.83255976686,1326.29742078392
SLC16A1,1017.18742514734,795.430310857973,803.787303449469,1502.02615608759,366.87834934534,2315.56932219628,1315.26894515237,1868.12219495536,550.587287504957,100.82410980049
HEG1,1068.02019905318,28.6942644284064,1251.68701362387,5.60391749295307,27.273204399105,779.694612267511,1948.59816440795,1886.21072800268,33.5652791623198,450.787421676247
DNAJC2,440.302802622104,418.499266825858,455.189913024823,3556.14535027008,849.82889864356,1339.74423344924,328.161875662449,1123.6110840504,131.933403671258,590.316732437044
ATP2B4,639.342127493396,635.768098732452,26.2765248139625,49.7856684809166,1034.75816403387,813.337018398982,1055.09211236436,1821.24282741763,60.4843525257843,2303.36414939419
PPIH,507.677490078049,2272.94172115854,1144.35689640031,3601.59448780715,689.104544570271,703.923981923875,520.462717441276,299.470544656286,1322.57558561978,912.310290754273
NEDD9,1302.62384529044,782.329765002021,561.471083140641,69.4516874121854,322.712168084737,810.701148153877,1057.55429118634,2123.28682805366,266.153586254026,577.87672643428
ST8SIA4,106.433147777593,1358.06237007238,703.239730481121,473.839093158931,96.700503057926,968.44828786443,1295.05317246797,1849.22796039294,127.33226298411,1010.89056614055
BICD2,1358.41132507088,412.422774855114,709.039341242068,470.806293496829,3020.26072047208,1584.08184161109,147.55269050974,2274.57249710967,594.656543557689,487.467993319245
ZC3H13,480.175720387049,602.444419953395,559.039003318257,111.069037059646,778.159367904071,2059.05282970011,1453.16918012376,2164.22215922259,209.397722480816,736.488258919062
TMEM141,1702.29915820871,2278.55342958377,956.728757893334,1824.08692657809,702.725586556556,397.199429863881,484.622314809797,40.6287159335762,2610.89330758014,1486.12680385089
RAP2A,1442.65259159006,0.075575004004851,2781.38845001479,253.573426712642,260.679762298941,1172.4500918797,1399.11663158499,776.617557383744,1028.60665563307,1.60171504543706
