S9,S8,S3,S5,S2,S11,S7,ITTH
TCGA.27.1832.01,5.8542530864565e-05,0.115965652104776,0.000100261182155321,0.487670468656699,0.123582715778543,0.254377074315944,0.0182452854310192,0.658412119660761
TCGA.27.1831.01,0.107844525537782,5.04970047987762e-05,6.04514409040177e-05,0.0284399635278954,0.862133759577304,3.36269441834163e-05,0.001437175967133,0.246750629934236
TCGA.28.5216.01,9.65068973277558e-06,0.546148502921061,0.0125353138469758,2.55599074365531e-06,0.153109258318519,0.288186168236661,8.54999630748663e-06,0.530012346217971
TCGA.16.0846.01,2.57822075107664e-05,0.328434331351073,0.101327662088578,0.488830949216548,0.0359070826346137,0.0453175937404885,0.000156598761187819,0.621228776205627
TCGA.28.5218.01,2.50827837328212e-05,7.62730233235133e-05,6.60752884271355e-05,5.50461946322152e-05,6.83283778971076e-05,5.14815110244649e-05,0.999657712820963,0.00188631719876241
TCGA.06.0238.01,4.51716038575356e-07,0.364502296026158,0.355566110078519,9.15966958659733e-08,0.279930044633838,7.98072889607473e-07,2.07875860857203e-07,0.561160903887977
TCGA.06.0125.01,0.411344663590412,0.188081059346197,0.00566404215783917,0.12593359845456,0.0111733643768412,0.22146628089005,0.0363369911841008,0.75770892230603
TCGA.06.0219.01,0.0540260036073267,0.116628594282322,0.000260992307000659,0.0862266375523623,0.74281745230471,1.65422430601081e-05,2.37777032179673e-05,0.433229002248671
TCGA.06.0125.02,0.00799459736780093,1.34919338748747e-06,0.0315535482351337,0.153302024355178,2.56516030281367e-06,0.805432713639454,0.00171320204874309,0.318817706656413
TCGA.06.0174.01,0.158056763248633,0.148389968775521,0.478724940015607,0.0702226847032166,0.0580572233504309,0.0806108827228213,0.00593753718376949,0.777289035731759
TCGA.28.1747.01,0.212744851763509,0.253789202594563,6.90438403785177e-05,0.452297263941914,0.0538046298593479,0.0270515680479068,0.000243439952380591,0.664834132699358
TCGA.12.0616.01,0.086172021951854,0.493099479766448,0.0964758171546266,7.75426343409842e-05,0.292083798502901,0.029759393488536,0.00233194650129323,0.649785225997005
TCGA.06.5415.01,0.382841561076231,0.135076727946413,0.0131596110851332,0.276577324865497,0.116814438240253,0.0745209772757522,0.00100935951072177,0.771744356201755
TCGA.06.5411.01,0.0237012167640484,0.504809305559017,0.129269026010002,1.28686702972251e-06,0.308611868885969,0.000105479107794823,0.0335018168061389,0.604253559820102
TCGA.06.0211.01,0.507950796783994,0.205835327530053,3.36413932281811e-07,0.0651046108985888,0.065978045767115,0.122150641445306,0.0329802411610106,0.717395864173816
TCGA.19.1787.01,1.43218265832281e-06,0.367492661773203,3.63970613683438e-05,0.385837331150081,0.0535333869681825,0.16085897416559,0.0322398166989167,0.666572496171765
TCGA.27.1835.01,0.799967372416549,6.71906080137938e-06,8.90973493297222e-06,0.160179174926125,0.0365763392357632,5.78619589712291e-06,0.00325569842993085,0.314407991380411
TCGA.28.5213.01,7.57795753075514e-05,0.00698662870062528,5.40917831490329e-05,0.31475793331074,0.507410046107639,0.141415190294538,0.0293003302280014,0.577658239042484
TCGA.06.2561.01,0.276742282974306,0.062876113060342,0.00884365107376632,0.465118260913778,0.0331820368198081,0.152645166221208,0.000592488936791302,0.684332308030397
TCGA.14.2554.01,0.13078222056302,0.055490617417233,0.0147001968103532,0.224217209714087,0.324472208620682,0.249982749835607,0.000354797039018175,0.790560509477051
TCGA.06.2563.01,0.672355400520422,0.0908896769316178,4.87201804042078e-05,0.0906656782278191,0.0924099895632818,0.00833154842232771,0.0452989861541273,0.56690302530157
TCGA.41.3915.01,3.45020940886585e-06,0.411326936921932,0.0135282072296914,0.0837258782127866,0.107760837860759,0.357626648954914,0.026028040610507,0.68558992021952
TCGA.06.5412.01,0.440744734031682,9.99225469591562e-06,9.49270713349119e-06,0.0179169206061837,0.27336822297265,0.0585242459590944,0.20942639146856,0.658534606731908
TCGA.26.5135.01,0.309614048504024,0.282115115978096,0.19674986967086,7.06443601525915e-06,0.00501045774088694,0.127817876223672,0.0786855674464468,0.785998853996801
TCGA.16.1045.01,0.206207623558102,0.144140146777345,2.10920483234478e-06,0.329814246410302,0.0398613553541348,0.191743510698181,0.0882310079971023,0.837640666021978
TCGA.06.0141.01,0.0555371162530161,0.113631828231762,2.05909438166646e-05,0.409275541250633,0.382971421082133,0.0103035432196392,0.0282599590189995,0.662425987467021
